CSU Northridge,149,Montana,2463
4:58,149,Bobby Moorehead missed Layup.,29,30
4:58,2463,Anthony Swan Block.,29,30
4:55,149,Michael Oguine Offensive Rebound.,29,30
4:49,149,Ahmaad Rorie made Layup.,29,32
4:17,2463,Reggie Theus Jr. Turnover.,29,32
4:16,149,Michael Oguine Steal.,29,32
4:01,2463,Foul on Reggie Theus Jr..,29,32
4:01,149,Sayeed Pridgett made Free Throw.,29,33
4:01,149,Sayeed Pridgett made Free Throw.,29,34
3:46,2463,Lyrik Shreiner made Layup.,31,34
3:25,149,Sayeed Pridgett Turnover.,31,34
3:23,2463,Micheal Warren Steal.,31,34
3:23,2463,Micheal Warren Turnover.,31,34
3:23,149,Official TV Timeout,31,34
3:11,149,Niko Bevens made Three Point Jumper. Assisted by Sayeed Pridgett.,31,37
2:55,2463,Foul on Terrell Gomez.,31,37
2:55,2463,Terrell Gomez Turnover.,31,37
2:38,149,Michael Oguine missed Jumper.,31,37
2:38,149,Sayeed Pridgett Offensive Rebound.,31,37
2:29,149,Sayeed Pridgett made Layup.,31,39
1:59,149,Foul on Sayeed Pridgett.,31,39
1:59,2463,Tavrion Dawson made Free Throw.,32,39
1:59,2463,Tavrion Dawson made Free Throw.,33,39
1:48,149,Niko Bevens Turnover.,33,39
1:46,2463,Micheal Warren Steal.,33,39
1:45,2463,Jonathan Guevara made Layup.,35,39
1:45,149,Foul on Niko Bevens.,35,39
1:45,2463,Jonathan Guevara made Free Throw.,36,39
1:22,149,Ahmaad Rorie missed Jumper.,36,39
1:22,2463,Jonathan Guevara Defensive Rebound.,36,39
1:03,2463,CSU Northridge  Timeout,36,39
0:54,2463,Lyrik Shreiner missed Layup.,36,39
0:54,149,Ahmaad Rorie Defensive Rebound.,36,39
0:38,149,Michael Oguine missed Layup.,36,39
0:38,2463,Tavrion Dawson Block.,36,39
0:35,149,Admir Besovic Offensive Rebound.,36,39
0:33,149,Admir Besovic made Layup.,36,41
0:02,2463,CSU Northridge  Turnover.,36,41
0:00,149,End of 1st half,36,41
19:50,149,Ahmaad Rorie Turnover.,36,41
19:31,2463,Micheal Warren made Layup.,38,41
19:16,2463,Foul on Zeno Lake.,38,41
19:00,2463,Foul on Zeno Lake.,38,41
19:00,149,Jamar Akoh missed Free Throw.,38,41
19:00,149,Montana Deadball Team Rebound.,38,41
19:00,149,Jamar Akoh made Free Throw.,38,42
18:46,2463,Zeno Lake made Jumper. Assisted by Lyrik Shreiner.,40,42
18:31,149,Fabijan Krslovic made Layup. Assisted by Jamar Akoh.,40,44
18:31,149,Jamar Akoh Turnover.,40,44
18:12,2463,Tavrion Dawson made Jumper.,42,44
18:00,149,Ahmaad Rorie made Jumper.,42,46
17:34,149,Foul on Bobby Moorehead.,42,46
17:34,2463,Micheal Warren made Free Throw.,43,46
17:34,2463,Micheal Warren made Free Throw.,44,46
17:15,149,Ahmaad Rorie missed Jumper.,44,46
17:15,149,Sayeed Pridgett Offensive Rebound.,44,46
17:13,2463,Foul on Lyrik Shreiner.,44,46
16:58,2463,Foul on Terrell Gomez.,44,46
16:52,149,Michael Oguine missed Layup.,44,46
16:52,149,Michael Oguine Offensive Rebound.,44,46
16:48,149,Michael Oguine missed Two Point Tip Shot.,44,46
16:48,2463,Mahamadou Kaba-Camara Defensive Rebound.,44,46
16:42,149,Foul on Sayeed Pridgett.,44,46
16:40,2463,Micheal Warren missed Jumper.,44,46
16:40,149,Fabijan Krslovic Defensive Rebound.,44,46
16:31,149,Ahmaad Rorie made Three Point Jumper. Assisted by Bobby Moorehead.,44,49
16:21,2463,CSU Northridge  Timeout,44,49
15:59,2463,Terrell Gomez missed Three Point Jumper.,44,49
15:59,2463,Reggie Theus Jr. Offensive Rebound.,44,49
15:56,2463,Reggie Theus Jr. Turnover.,44,49
15:56,149,Official TV Timeout,44,49
15:32,149,Sayeed Pridgett missed Jumper.,44,49
15:32,2463,Terrell Gomez Defensive Rebound.,44,49
15:08,2463,Mahamadou Kaba-Camara made Layup. Assisted by Lyrik Shreiner.,46,49
14:47,149,Fabijan Krslovic made Layup. Assisted by Ahmaad Rorie.,46,51
14:34,149,Foul on Fabijan Krslovic.,46,51
14:26,2463,Lyrik Shreiner made Jumper.,48,51
14:16,2463,Foul on Mahamadou Kaba-Camara.,48,51
14:16,149,Jamar Akoh made Free Throw.,48,52
14:16,149,Jamar Akoh missed Free Throw.,48,52
14:16,2463,Mahamadou Kaba-Camara Defensive Rebound.,48,52
14:15,149,Foul on Bobby Moorehead.,48,52
14:03,2463,Tavrion Dawson Turnover.,48,52
13:51,149,Sayeed Pridgett made Jumper.,48,54
13:21,2463,Tavrion Dawson made Layup.,50,54
12:57,149,Michael Oguine Turnover.,50,54
12:56,2463,Lyrik Shreiner Steal.,50,54
12:54,149,Foul on Ahmaad Rorie.,50,54
12:51,2463,Lyrik Shreiner missed Three Point Jumper.,50,54
12:51,149,Ahmaad Rorie Defensive Rebound.,50,54
12:32,149,Jamar Akoh made Jumper. Assisted by Bobby Moorehead.,50,56
12:17,2463,Tavrion Dawson missed Three Point Jumper.,50,56
12:17,149,Ahmaad Rorie Defensive Rebound.,50,56
12:08,149,Ahmaad Rorie made Jumper.,50,58
11:55,2463,Foul on Lyrik Shreiner.,50,58
11:55,2463,Lyrik Shreiner Turnover.,50,58
11:55,149,Official TV Timeout,50,58
11:43,149,Foul on Fabijan Krslovic.,50,58
11:43,149,Fabijan Krslovic Turnover.,50,58
11:36,2463,Terrell Gomez Turnover.,50,58
11:35,149,Jamar Akoh Steal.,50,58
11:32,149,Ahmaad Rorie made Dunk. Assisted by Jamar Akoh.,50,60
11:12,2463,Micheal Warren made Three Point Jumper. Assisted by Reggie Theus Jr..,53,60
10:53,2463,Foul on Terrell Gomez.,53,60
10:53,149,Ahmaad Rorie made Free Throw.,53,61
10:53,149,Ahmaad Rorie made Free Throw.,53,62
10:53,149,Ahmaad Rorie made Free Throw.,53,63
10:32,2463,Tavrion Dawson missed Layup.,53,63
10:32,149,Sayeed Pridgett Block.,53,63
10:29,2463,Zeno Lake Offensive Rebound.,53,63
10:28,149,Foul on Ahmaad Rorie.,53,63
10:28,2463,Tavrion Dawson missed Free Throw.,53,63
10:28,2463,CSU Northridge Deadball Team Rebound.,53,63
10:28,2463,Tavrion Dawson missed Free Throw.,53,63
10:28,149,Bobby Moorehead Defensive Rebound.,53,63
10:27,2463,Foul on Reggie Theus Jr..,53,63
10:27,149,Bobby Moorehead made Free Throw.,53,64
10:27,149,Bobby Moorehead made Free Throw.,53,65
10:12,2463,Lyrik Shreiner missed Layup.,53,65
10:12,149,Sayeed Pridgett Defensive Rebound.,53,65
10:01,149,Foul on Jamar Akoh.,53,65
10:01,149,Jamar Akoh Turnover.,53,65
9:48,2463,Micheal Warren missed Three Point Jumper.,53,65
9:48,149,Jamar Akoh Defensive Rebound.,53,65
9:42,149,Sayeed Pridgett missed Jumper.,53,65
9:42,149,Michael Oguine Offensive Rebound.,53,65
9:38,149,Michael Oguine made Two Point Tip Shot.,53,67
9:20,2463,Tavrion Dawson made Layup.,55,67
9:04,149,Ahmaad Rorie missed Layup.,55,67
9:04,2463,Lyrik Shreiner Defensive Rebound.,55,67
8:59,2463,Reggie Theus Jr. missed Layup.,55,67
8:59,2463,CSU Northridge Offensive Rebound.,55,67
8:56,149,Montana  Timeout,55,67
8:32,2463,Reggie Theus Jr. missed Jumper.,55,67
8:32,149,Sayeed Pridgett Defensive Rebound.,55,67
8:21,149,Ahmaad Rorie missed Three Point Jumper.,55,67
8:21,2463,Reggie Theus Jr. Defensive Rebound.,55,67
8:14,149,Foul on Sayeed Pridgett.,55,67
8:14,2463,Terrell Gomez missed Free Throw.,55,67
8:14,2463,CSU Northridge Deadball Team Rebound.,55,67
8:14,2463,Terrell Gomez made Free Throw.,56,67
8:02,149,Michael Oguine made Dunk. Assisted by Sayeed Pridgett.,56,69
7:49,2463,Terrell Gomez missed Layup.,56,69
7:49,149,Sayeed Pridgett Defensive Rebound.,56,69
7:43,149,Bobby Moorehead missed Three Point Jumper.,56,69
7:43,149,Bobby Moorehead Offensive Rebound.,56,69
7:33,149,Bobby Moorehead missed Three Point Jumper.,56,69
7:33,2463,Tavrion Dawson Defensive Rebound.,56,69
7:23,2463,Lyrik Shreiner made Jumper.,58,69
7:00,149,Sayeed Pridgett made Jumper.,58,71
6:43,2463,Zeno Lake missed Layup.,58,71
6:43,149,Michael Oguine Block.,58,71
6:40,149,Michael Oguine Defensive Rebound.,58,71
6:37,149,Ahmaad Rorie missed Layup.,58,71
6:37,2463,Reggie Theus Jr. Block.,58,71
6:37,149,Montana Offensive Rebound.,58,71
6:37,149,Official TV Timeout,58,71
6:32,2463,Foul on Mahamadou Kaba-Camara.,58,71
6:32,149,Jamar Akoh made Free Throw.,58,72
6:32,149,Jamar Akoh missed Free Throw.,58,72
6:32,2463,Anthony Swan Defensive Rebound.,58,72
6:09,2463,Tavrion Dawson missed Jumper.,58,72
6:09,149,Jamar Akoh Block.,58,72
6:07,149,Sayeed Pridgett Defensive Rebound.,58,72
5:53,149,Jamar Akoh Turnover.,58,72
5:41,2463,Micheal Warren missed Layup.,58,72
5:41,149,Sayeed Pridgett Defensive Rebound.,58,72
5:31,149,Ahmaad Rorie missed Jumper.,58,72
5:31,149,Michael Oguine Offensive Rebound.,58,72
5:26,149,Michael Oguine made Dunk.,58,74
5:21,2463,Lyrik Shreiner made Jumper.,60,74
4:53,2463,Foul on Mahamadou Kaba-Camara.,60,74
4:53,149,Jamar Akoh made Free Throw.,60,75
4:53,149,Jamar Akoh made Free Throw.,60,76
4:27,2463,Tavrion Dawson missed Jumper.,60,76
4:27,2463,Zeno Lake Offensive Rebound.,60,76
4:25,149,Foul on Fabijan Krslovic.,60,76
4:25,2463,Zeno Lake missed Free Throw.,60,76
4:25,2463,CSU Northridge Deadball Team Rebound.,60,76
4:25,2463,Zeno Lake made Free Throw.,61,76
4:25,2463,CSU Northridge  Timeout,61,76
3:57,149,Michael Oguine missed Three Point Jumper.,61,76
3:57,2463,Terrell Gomez Defensive Rebound.,61,76
3:37,2463,Tavrion Dawson missed Jumper.,61,76
3:37,149,Jamar Akoh Block.,61,76
3:35,149,Jamar Akoh Defensive Rebound.,61,76
3:32,149,Michael Oguine made Dunk.,61,78
3:24,2463,Terrell Gomez Turnover.,61,78
3:05,149,Sayeed Pridgett missed Jumper.,61,78
3:05,2463,Lyrik Shreiner Defensive Rebound.,61,78
2:51,149,Foul on Michael Oguine.,61,78
2:51,2463,Lyrik Shreiner missed Free Throw.,61,78
2:51,2463,CSU Northridge Deadball Team Rebound.,61,78
2:51,2463,Lyrik Shreiner made Free Throw.,62,78
2:37,2463,Foul on Zeno Lake.,62,78
2:37,149,Ahmaad Rorie made Free Throw.,62,79
2:37,149,Ahmaad Rorie made Free Throw.,62,80
2:26,2463,Anthony Swan missed Layup.,62,80
2:26,149,Jamar Akoh Defensive Rebound.,62,80
2:05,149,Sayeed Pridgett missed Jumper.,62,80
2:05,149,Michael Oguine Offensive Rebound.,62,80
2:01,149,Michael Oguine made Two Point Tip Shot.,62,82
1:51,2463,Carl Brown missed Three Point Jumper.,62,82
1:51,2463,Zeno Lake Offensive Rebound.,62,82
1:50,149,Foul on Sayeed Pridgett.,62,82
1:50,2463,Zeno Lake missed Free Throw.,62,82
1:50,2463,CSU Northridge Deadball Team Rebound.,62,82
1:50,2463,Zeno Lake missed Free Throw.,62,82
1:50,149,Jamar Akoh Defensive Rebound.,62,82
1:39,149,Bobby Moorehead made Layup. Assisted by Jamar Akoh.,62,84
1:29,2463,Lyrik Shreiner missed Three Point Jumper.,62,84
1:29,2463,Zeno Lake Offensive Rebound.,62,84
1:25,149,Foul on Trever Spoja.,62,84
1:25,2463,Zeno Lake made Free Throw.,63,84
1:25,2463,Zeno Lake missed Free Throw.,63,84
1:25,149,Jamar Akoh Defensive Rebound.,63,84
1:04,149,Trever Spoja Turnover.,63,84
0:45,2463,Anthony Swan made Jumper. Assisted by Jonathan Guevara.,65,84
0:26,149,Jamar Akoh made Jumper. Assisted by Bobby Moorehead.,65,86
0:18,2463,Zeno Lake missed Layup.,65,86
0:18,149,Jamar Akoh Block.,65,86
0:17,2463,CSU Northridge Offensive Rebound.,65,86
0:15,2463,Carl Brown made Three Point Jumper. Assisted by Jonathan Guevara.,68,86
0:00,149,End of Game,68,86
