Arkansas-Fort Smith,Error,Pacific,279
14:38,-1,Seth Hawley Turnover.,11,12
14:19,279,Jahlil Tripp made Layup. Assisted by Anthony Townes.,11,14
13:57,-1,Dlaton Glapion missed Jumper.,11,14
13:57,279,Pacific Deadball Team Rebound.,11,14
13:36,-1,Foul on Jeremiah Toney.,11,14
13:36,279,Jahlil Tripp made Free Throw.,11,15
13:36,279,Jahlil Tripp made Free Throw.,11,16
13:20,-1,Adam Rivera made Three Point Jumper. Assisted by Jeremiah Toney.,14,16
12:58,279,Lafayette Dorsey made Three Point Jumper. Assisted by Kendall Small.,14,19
12:46,-1,Adam Rivera missed Three Point Jumper.,14,19
12:46,279,Jahlil Tripp Defensive Rebound.,14,19
12:35,279,Jahlil Tripp missed Layup.,14,19
12:35,-1,Seth Hawley Defensive Rebound.,14,19
12:22,-1,Adam Rivera missed Layup.,14,19
12:22,279,Namdi Okonkwo Block.,14,19
12:22,279,Lafayette Dorsey Defensive Rebound.,14,19
11:56,279,Kendall Small made Jumper.,14,21
11:48,-1,Seth Hawley missed Three Point Jumper.,14,21
11:48,279,Jahlil Tripp Defensive Rebound.,14,21
11:15,279,Namdi Okonkwo made Jumper. Assisted by Miles Reynolds.,14,23
11:03,279,Foul on Kendall Small.,14,23
11:03,279,Official TV Timeout,14,23
10:51,-1,Brett Jolly made Jumper. Assisted by Chris Crawford.,16,23
10:41,279,Roberto Gallinat Turnover.,16,23
10:41,-1,Kyree Elder Steal.,16,23
10:41,279,Foul on Roberto Gallinat.,16,23
10:22,-1,Kyree Elder missed Jumper.,16,23
10:22,279,Pacific Defensive Rebound.,16,23
10:02,279,Lafayette Dorsey made Jumper.,16,25
9:51,-1,Brett Jolly Turnover.,16,25
9:51,-1,Foul on Brett Jolly.,16,25
9:40,279,Namdi Okonkwo made Layup. Assisted by Jahlil Tripp.,16,27
9:34,-1,Kyree Elder Turnover.,16,27
9:34,-1,Foul on Kyree Elder.,16,27
9:12,-1,Foul on Jeremiah Toney.,16,27
9:10,279,Jack Williams made Jumper. Assisted by Jahlil Tripp.,16,29
8:51,-1,Jeremiah Toney missed Three Point Jumper.,16,29
8:51,-1,Dlaton Glapion Offensive Rebound.,16,29
8:47,-1,LaDarius Coleman made Jumper. Assisted by Jeremiah Toney.,18,29
8:33,-1,Foul on Davaunta Thomas.,18,29
8:33,279,Lafayette Dorsey made Free Throw.,18,30
8:33,279,Lafayette Dorsey made Free Throw.,18,31
8:25,279,Lafayette Dorsey Steal.,18,31
8:25,-1,Marcus Wallace Turnover.,18,31
8:15,279,Jahlil Tripp made Layup.,18,33
7:54,-1,LaDarius Coleman made Layup.,20,33
7:32,279,Lafayette Dorsey made Layup.,20,35
7:15,-1,Marcus Wallace made Three Point Jumper. Assisted by Seth Hawley.,23,35
7:00,279,Lafayette Dorsey made Three Point Jumper. Assisted by Kendall Small.,23,38
6:36,279,Foul on Kendall Small.,23,38
6:36,279,Official TV Timeout,23,38
6:33,-1,LaDarius Coleman missed Jumper.,23,38
6:33,279,Jahlil Tripp Defensive Rebound.,23,38
6:24,279,Jack Williams made Three Point Jumper. Assisted by Jahlil Tripp.,23,41
6:10,-1,LaDarius Coleman missed Jumper.,23,41
6:10,-1,Dlaton Glapion Offensive Rebound.,23,41
6:02,-1,Adam Rivera missed Jumper.,23,41
6:02,279,Jahlil Tripp Defensive Rebound.,23,41
5:57,279,Anthony Townes made Layup. Assisted by Jahlil Tripp.,23,43
5:43,-1,Marcus Wallace missed Three Point Jumper.,23,43
5:43,-1,Dlaton Glapion Offensive Rebound.,23,43
5:26,-1,Jeremiah Toney missed Jumper.,23,43
5:26,279,Jahlil Tripp Defensive Rebound.,23,43
5:18,-1,Foul on Jeremiah Toney.,23,43
5:18,279,Miles Reynolds made Free Throw.,23,44
5:18,279,Miles Reynolds missed Free Throw.,23,44
5:18,-1,Dlaton Glapion Defensive Rebound.,23,44
5:04,-1,Seth Hawley missed Jumper.,23,44
5:04,-1,Seth Hawley Offensive Rebound.,23,44
5:02,-1,Dlaton Glapion made Jumper. Assisted by Seth Hawley.,25,44
4:44,-1,Foul on LaDarius Coleman.,25,44
4:44,279,Jahlil Tripp made Free Throw.,25,45
4:44,279,Jahlil Tripp made Free Throw.,25,46
4:33,-1,Brett Jolly missed Jumper.,25,46
4:33,279,Jack Williams Defensive Rebound.,25,46
4:22,279,Kendall Small made Layup.,25,48
4:10,-1,Adam Rivera missed Three Point Jumper.,25,48
4:10,-1,Brett Jolly Offensive Rebound.,25,48
4:05,-1,Chris Crawford missed Three Point Jumper.,25,48
4:05,-1,Adam Rivera Offensive Rebound.,25,48
4:01,-1,Adam Rivera made Jumper.,27,48
3:41,279,Jack Williams made Three Point Jumper. Assisted by Miles Reynolds.,27,51
3:41,-1,Foul on Seth Hawley.,27,51
3:41,279,Official TV Timeout,27,51
3:41,279,Jack Williams missed Free Throw.,27,51
3:41,-1,Brett Jolly Defensive Rebound.,27,51
3:23,279,Foul on Namdi Okonkwo.,27,51
3:23,-1,Adam Rivera made Free Throw.,28,51
3:23,-1,Adam Rivera made Free Throw.,29,51
2:53,279,Miles Reynolds Turnover.,29,51
2:40,-1,Brett Jolly missed Jumper.,29,51
2:40,279,Jack Williams Defensive Rebound.,29,51
2:34,279,Foul on Jahlil Tripp.,29,51
2:34,279,Jahlil Tripp Turnover.,29,51
2:18,-1,Seth Hawley made Jumper. Assisted by Adam Rivera.,31,51
1:51,279,Jack Williams missed Jumper.,31,51
1:51,-1,Adam Rivera Block.,31,51
1:51,279,Jahlil Tripp Offensive Rebound.,31,51
1:47,279,Jahlil Tripp made Layup.,31,53
1:47,-1,Foul on Brett Jolly.,31,53
1:47,279,Jahlil Tripp missed Free Throw.,31,53
1:47,-1,Adam Rivera Defensive Rebound.,31,53
1:36,279,Foul on Namdi Okonkwo.,31,53
1:36,-1,Brett Jolly made Free Throw.,32,53
1:36,-1,Brett Jolly missed Free Throw.,32,53
1:36,279,Namdi Okonkwo Defensive Rebound.,32,53
1:15,279,Jack Williams made Jumper. Assisted by Miles Reynolds.,32,55
1:03,-1,Chris Crawford missed Three Point Jumper.,32,55
1:03,279,Jahlil Tripp Defensive Rebound.,32,55
0:52,-1,Foul on Brett Jolly.,32,55
0:52,279,Namdi Okonkwo made Free Throw.,32,56
0:52,279,Namdi Okonkwo made Free Throw.,32,57
0:42,279,Jahlil Tripp missed Layup.,32,57
0:42,279,Miles Reynolds Offensive Rebound.,32,57
0:38,279,Lafayette Dorsey missed Three Point Jumper.,32,57
0:38,-1,Dlaton Glapion Defensive Rebound.,32,57
0:09,-1,Seth Hawley made Jumper.,34,57
0:00,279,End of 1st half,34,57
19:45,-1,LaDarius Coleman missed Layup.,34,57
19:45,279,Jack Williams Block.,34,57
19:45,279,Jack Williams Defensive Rebound.,34,57
19:25,279,Jahlil Tripp missed Three Point Jumper.,34,57
19:25,-1,Arkansas-Fort Smith Defensive Rebound.,34,57
19:09,279,Foul on Kendall Small.,34,57
19:07,-1,Chris Crawford made Jumper.,36,57
18:52,279,Jack Williams missed Three Point Jumper.,36,57
18:52,-1,Kyree Elder Defensive Rebound.,36,57
18:40,-1,Brett Jolly missed Layup.,36,57
18:40,279,Anthony Townes Block.,36,57
18:40,279,Pacific Defensive Rebound.,36,57
18:35,279,Roberto Gallinat made Three Point Jumper.,36,60
18:01,-1,Brett Jolly made Layup. Assisted by Kyree Elder.,38,60
18:01,279,Foul on Anthony Townes.,38,60
18:01,-1,Brett Jolly made Free Throw.,39,60
17:35,279,Kendall Small missed Three Point Jumper.,39,60
17:35,-1,Brett Jolly Defensive Rebound.,39,60
17:28,279,Foul on Jahlil Tripp.,39,60
17:28,-1,Davaunta Thomas missed Free Throw.,39,60
17:28,-1,Arkansas-Fort Smith Deadball Team Rebound.,39,60
17:28,-1,Davaunta Thomas made Free Throw.,40,60
17:00,279,Kendall Small made Jumper. Assisted by Jack Williams.,40,62
16:45,-1,LaDarius Coleman made Layup.,42,62
16:23,279,Jahlil Tripp made Layup.,42,64
16:04,-1,LaDarius Coleman missed Layup.,42,64
16:04,279,Anthony Townes Defensive Rebound.,42,64
15:57,-1,Foul on Chris Crawford.,42,64
15:57,279,Official TV Timeout,42,64
15:40,279,Roberto Gallinat missed Three Point Jumper.,42,64
15:40,279,Jahlil Tripp Offensive Rebound.,42,64
15:33,279,Kendall Small missed Jumper.,42,64
15:33,279,Anthony Townes Offensive Rebound.,42,64
15:27,-1,Foul on Adam Rivera.,42,64
15:27,279,Roberto Gallinat made Free Throw.,42,65
15:27,279,Roberto Gallinat made Free Throw.,42,66
15:10,-1,Kyree Elder missed Layup.,42,66
15:10,279,Jahlil Tripp Defensive Rebound.,42,66
14:44,279,Jack Williams missed Three Point Jumper.,42,66
14:44,-1,Davaunta Thomas Defensive Rebound.,42,66
14:32,279,Foul on Kendall Small.,42,66
14:24,-1,Marcus Wallace missed Jumper.,42,66
14:24,279,Namdi Okonkwo Defensive Rebound.,42,66
14:08,-1,Foul on Adam Rivera.,42,66
13:53,-1,Foul on Dlaton Glapion.,42,66
13:53,279,Miles Reynolds made Free Throw.,42,67
13:53,279,Miles Reynolds made Free Throw.,42,68
13:40,-1,Kyree Elder Turnover.,42,68
13:38,279,Jahlil Tripp Steal.,42,68
13:36,279,Roberto Gallinat made Layup. Assisted by Jahlil Tripp.,42,70
13:19,279,Foul on Roberto Gallinat.,42,70
13:19,-1,Kyree Elder made Free Throw.,43,70
13:19,-1,Kyree Elder missed Free Throw.,43,70
13:19,279,Jahlil Tripp Defensive Rebound.,43,70
13:07,-1,Foul on Kyree Elder.,43,70
12:49,279,Miles Reynolds made Layup.,43,72
12:43,-1,Adam Rivera made Three Point Jumper. Assisted by Marcus Wallace.,46,72
12:18,279,Roberto Gallinat Turnover.,46,72
12:08,-1,Jeremiah Toney missed Jumper.,46,72
12:08,279,Namdi Okonkwo Block.,46,72
12:08,-1,Arkansas-Fort Smith Offensive Rebound.,46,72
12:02,-1,Marcus Wallace missed Three Point Jumper.,46,72
12:02,279,Lafayette Dorsey Defensive Rebound.,46,72
11:53,279,Miles Reynolds made Layup. Assisted by Lafayette Dorsey.,46,74
11:42,-1,Jeremiah Toney made Layup.,48,74
11:19,279,Miles Reynolds Turnover.,48,74
11:19,279,Official TV Timeout,48,74
11:03,-1,Adam Rivera Turnover.,48,74
11:02,279,Lafayette Dorsey Steal.,48,74
10:48,279,Lafayette Dorsey Turnover.,48,74
10:47,-1,Jeremiah Toney Steal.,48,74
10:44,279,Foul on Miles Reynolds.,48,74
10:40,-1,Seth Hawley missed Layup.,48,74
10:40,279,Jack Williams Block.,48,74
10:40,279,Jack Williams Defensive Rebound.,48,74
10:31,279,Lafayette Dorsey missed Layup.,48,74
10:31,-1,Chris Crawford Defensive Rebound.,48,74
10:24,279,Foul on Lafayette Dorsey.,48,74
10:24,-1,Jeremiah Toney missed Free Throw.,48,74
10:24,279,Jack Williams Defensive Rebound.,48,74
10:13,279,Roberto Gallinat made Layup. Assisted by Lafayette Dorsey.,48,76
10:05,-1,Seth Hawley made Layup.,50,76
9:58,279,Roberto Gallinat missed Three Point Jumper.,50,76
9:58,-1,Jeremiah Toney Defensive Rebound.,50,76
9:49,-1,Chris Crawford made Layup. Assisted by Seth Hawley.,52,76
9:29,279,Namdi Okonkwo Turnover.,52,76
9:29,279,Official TV Timeout,52,76
9:29,279,Pacific  Timeout,52,76
9:22,-1,Adam Rivera missed Three Point Jumper.,52,76
9:22,279,Anthony Townes Defensive Rebound.,52,76
9:07,279,Miles Reynolds made Layup.,52,78
9:07,-1,Foul on Seth Hawley.,52,78
9:07,279,Miles Reynolds made Free Throw.,52,79
8:54,-1,Seth Hawley missed Layup.,52,79
8:54,279,Anthony Townes Block.,52,79
8:54,-1,Brett Jolly Offensive Rebound.,52,79
8:31,-1,Kyree Elder missed Layup.,52,79
8:31,279,Jahlil Tripp Defensive Rebound.,52,79
8:29,279,Jahlil Tripp made Two Point Tip Shot.,52,81
8:26,-1,Kyree Elder missed Layup.,52,81
8:26,-1,Arkansas-Fort Smith Offensive Rebound.,52,81
8:02,-1,Dlaton Glapion Turnover.,52,81
8:02,279,Miles Reynolds Steal.,52,81
8:02,279,Lafayette Dorsey missed Layup.,52,81
8:02,-1,Chris Crawford Defensive Rebound.,52,81
8:02,279,Foul on Miles Reynolds.,52,81
8:02,279,Official TV Timeout,52,81
8:02,-1,Chris Crawford made Free Throw.,53,81
8:02,-1,Chris Crawford made Free Throw.,54,81
8:02,279,Jack Williams made Three Point Jumper. Assisted by Miles Reynolds.,54,84
8:01,-1,Jeremiah Toney missed Layup.,54,84
8:01,-1,Dlaton Glapion Offensive Rebound.,54,84
8:01,-1,Adam Rivera missed Layup.,54,84
8:01,-1,Adam Rivera Offensive Rebound.,54,84
8:01,-1,Adam Rivera made Two Point Tip Shot.,56,84
8:01,279,Miles Reynolds made Three Point Jumper. Assisted by Lafayette Dorsey.,56,87
8:01,-1,Dlaton Glapion missed Jumper.,56,87
8:01,279,Jahlil Tripp Defensive Rebound.,56,87
8:01,279,Anthony Townes made Layup. Assisted by Lafayette Dorsey.,56,89
5:42,-1,Adam Rivera made Three Point Jumper. Assisted by Seth Hawley.,59,89
5:42,-1,Arkansas-Fort Smith  Timeout,59,89
5:31,279,Jack Williams made Jumper. Assisted by Miles Reynolds.,59,91
5:17,279,Foul on Namdi Okonkwo.,59,91
5:17,-1,Jeremiah Toney made Free Throw.,60,91
5:17,-1,Jeremiah Toney missed Free Throw.,60,91
5:17,279,Lafayette Dorsey Defensive Rebound.,60,91
4:58,279,Miles Reynolds missed Three Point Jumper.,60,91
4:58,-1,Adam Rivera Defensive Rebound.,60,91
4:47,-1,Adam Rivera missed Three Point Jumper.,60,91
4:47,-1,Jeremiah Toney Offensive Rebound.,60,91
4:38,-1,Jeremiah Toney missed Layup.,60,91
4:38,279,Max Tinsley Block.,60,91
4:38,279,Lafayette Dorsey Defensive Rebound.,60,91
4:34,279,Lafayette Dorsey made Layup.,60,93
4:34,-1,Foul on Brett Jolly.,60,93
4:34,279,Lafayette Dorsey made Free Throw.,60,94
4:16,-1,Chris Crawford Turnover.,60,94
4:15,279,Otto Taylor Steal.,60,94
4:12,279,Max Tinsley made Layup. Assisted by Otto Taylor.,60,96
4:00,-1,Seth Hawley made Layup. Assisted by Chris Crawford.,62,96
3:40,279,Otto Taylor missed Three Point Jumper.,62,96
3:40,-1,Adam Rivera Defensive Rebound.,62,96
3:25,-1,Kyree Elder missed Three Point Jumper.,62,96
3:25,-1,Chris Crawford Offensive Rebound.,62,96
3:13,279,Foul on Miles Reynolds.,62,96
3:13,279,Official TV Timeout,62,96
3:13,-1,Chris Crawford made Free Throw.,63,96
3:13,-1,Chris Crawford missed Free Throw.,63,96
3:13,279,Namdi Okonkwo Defensive Rebound.,63,96
2:52,279,Otto Taylor missed Three Point Jumper.,63,96
2:52,-1,Kyree Elder Defensive Rebound.,63,96
2:44,-1,Kyree Elder made Layup.,65,96
2:27,279,Miles Reynolds missed Jumper.,65,96
2:27,279,Otto Taylor Offensive Rebound.,65,96
2:23,279,Otto Taylor missed Two Point Tip Shot.,65,96
2:23,279,Otto Taylor Offensive Rebound.,65,96
2:19,279,Max Tinsley made Three Point Jumper.,65,99
2:05,279,Foul on Max Tinsley.,65,99
2:05,-1,Adam Rivera missed Free Throw.,65,99
2:05,-1,Arkansas-Fort Smith Deadball Team Rebound.,65,99
2:05,-1,Adam Rivera made Free Throw.,66,99
1:46,279,Lafayette Dorsey made Layup.,66,101
1:41,-1,Foul on Kyree Elder.,66,101
1:41,-1,Kyree Elder Turnover.,66,101
1:33,279,Namdi Okonkwo made Dunk. Assisted by Miles Reynolds.,66,103
1:18,-1,Brett Jolly Turnover.,66,103
0:55,279,Lafayette Dorsey missed Three Point Jumper.,66,103
0:55,279,Max Tinsley Offensive Rebound.,66,103
0:50,279,Max Tinsley made Layup.,66,105
0:41,-1,Chris Crawford missed Jumper.,66,105
0:41,-1,Brett Jolly Offensive Rebound.,66,105
0:37,-1,Brett Jolly made Two Point Tip Shot.,68,105
0:09,279,Pacific  Turnover.,68,105
0:00,279,End of 2nd half,68,105
0:00,279,End of Game,68,105
