Coppin State,46,Georgetown,2154
8:19,46,Trey Dickerson made Free Throw.,17,24
8:19,46,Trey Dickerson made Free Throw.,17,25
7:47,2154,Coppin State  Turnover.,17,25
7:47,46,Official TV Timeout,17,25
7:30,46,Trey Dickerson Turnover.,17,25
7:12,2154,Taqwain Drummond made Three Point Jumper. Assisted by Cedric Council Jr..,20,25
6:56,46,Jahvon Blair missed Three Point Jumper.,20,25
6:56,2154,Karonn Davis Defensive Rebound.,20,25
6:40,2154,Lamar Morgan made Three Point Jumper. Assisted by Karonn Davis.,23,25
6:20,46,Trey Dickerson Turnover.,23,25
6:18,2154,Lamar Morgan Steal.,23,25
6:18,46,Foul on Jahvon Blair.,23,25
5:59,2154,Blake Simpson missed Jumper.,23,25
5:59,46,Marcus Derrickson Defensive Rebound.,23,25
5:48,46,Jagan Mosely missed Three Point Jumper.,23,25
5:48,2154,Lamar Morgan Defensive Rebound.,23,25
5:29,2154,Lamar Morgan missed Three Point Jumper.,23,25
5:29,46,Marcus Derrickson Defensive Rebound.,23,25
5:09,2154,Foul on Blake Simpson.,23,25
5:09,46,Jessie Govan missed Free Throw.,23,25
5:09,46,Georgetown Deadball Team Rebound.,23,25
5:09,46,Jessie Govan made Free Throw.,23,26
4:53,2154,Lamar Morgan Turnover.,23,26
4:52,46,Jamorko Pickett Steal.,23,26
4:49,46,Jessie Govan missed Layup.,23,26
4:49,2154,Adam Traore Defensive Rebound.,23,26
4:28,2154,Adam Traore missed Layup.,23,26
4:28,46,Jessie Govan Defensive Rebound.,23,26
4:16,46,Antwan Walker made Layup. Assisted by Kaleb Johnson.,23,28
4:07,2154,Coppin State  Timeout,23,28
4:07,46,Official TV Timeout,23,28
3:51,2154,Blake Simpson made Jumper. Assisted by Karonn Davis.,25,28
3:30,46,Jamorko Pickett missed Three Point Jumper.,25,28
3:30,46,Antwan Walker Offensive Rebound.,25,28
3:25,46,Antwan Walker made Layup.,25,30
2:54,2154,Adam Traore Turnover.,25,30
2:46,46,Kaleb Johnson missed Three Point Jumper.,25,30
2:46,46,Jessie Govan Offensive Rebound.,25,30
2:43,46,Jessie Govan made Layup.,25,32
2:43,2154,Foul on Adam Traore.,25,32
2:43,46,Jessie Govan made Free Throw.,25,33
2:24,2154,Karonn Davis missed Layup.,25,33
2:24,46,Jonathan Mulmore Defensive Rebound.,25,33
2:15,46,Jonathan Mulmore Turnover.,25,33
2:14,2154,Lamar Morgan Steal.,25,33
1:53,2154,Tre' Thomas missed Jumper.,25,33
1:53,46,Jessie Govan Defensive Rebound.,25,33
1:40,46,Jamorko Pickett missed Jumper.,25,33
1:40,46,Jessie Govan Offensive Rebound.,25,33
1:37,46,Jessie Govan missed Layup.,25,33
1:37,2154,Karonn Davis Defensive Rebound.,25,33
1:09,2154,Tre' Thomas made Jumper.,27,33
0:44,46,Jessie Govan made Jumper. Assisted by Kaleb Johnson.,27,35
0:44,2154,Foul on Cedric Council Jr..,27,35
0:44,46,Jessie Govan made Free Throw.,27,36
0:26,2154,Blake Simpson missed Jumper.,27,36
0:26,46,Jessie Govan Defensive Rebound.,27,36
0:06,2154,Foul on Blake Simpson.,27,36
0:06,46,Jonathan Mulmore missed Free Throw.,27,36
0:06,46,Georgetown Deadball Team Rebound.,27,36
0:06,46,Jonathan Mulmore made Free Throw.,27,37
0:01,2154,Karonn Davis missed Three Point Jumper.,27,37
0:00,46,Kaleb Johnson Defensive Rebound.,27,37
0:00,46,End of 1st half,27,37
19:49,46,Jamorko Pickett missed Jumper.,27,37
19:49,2154,Karonn Davis Defensive Rebound.,27,37
19:27,2154,Lamar Morgan missed Three Point Jumper.,27,37
19:27,46,Jessie Govan Defensive Rebound.,27,37
19:15,46,Marcus Derrickson missed Jumper.,27,37
19:15,2154,Cedric Council Jr. Defensive Rebound.,27,37
18:53,2154,Karonn Davis made Jumper.,29,37
18:44,46,Marcus Derrickson Turnover.,29,37
18:34,2154,Cedric Council Jr. missed Jumper.,29,37
18:34,46,Jamorko Pickett Defensive Rebound.,29,37
18:23,2154,Foul on Lamar Morgan.,29,37
18:23,46,Jamorko Pickett missed Free Throw.,29,37
18:23,46,Georgetown Deadball Team Rebound.,29,37
18:23,46,Jamorko Pickett missed Free Throw.,29,37
18:23,2154,Lamar Morgan Defensive Rebound.,29,37
18:08,2154,Cedric Council Jr. missed Three Point Jumper.,29,37
18:08,46,Jamorko Pickett Defensive Rebound.,29,37
18:00,46,Marcus Derrickson made Three Point Jumper. Assisted by Jonathan Mulmore.,29,40
17:45,46,Foul on Marcus Derrickson.,29,40
17:45,2154,Adam Traore made Free Throw.,30,40
17:45,2154,Adam Traore made Free Throw.,31,40
17:25,2154,Foul on Cedric Council Jr..,31,40
17:25,46,Marcus Derrickson missed Free Throw.,31,40
17:25,46,Georgetown Deadball Team Rebound.,31,40
17:25,46,Marcus Derrickson made Free Throw.,31,41
17:08,2154,Blake Simpson Turnover.,31,41
17:07,46,Jonathan Mulmore Steal.,31,41
17:04,46,Jessie Govan made Dunk. Assisted by Jonathan Mulmore.,31,43
16:32,2154,Karonn Davis missed Three Point Jumper.,31,43
16:32,46,Jessie Govan Defensive Rebound.,31,43
16:23,46,Jonathan Mulmore Turnover.,31,43
16:08,2154,Lamar Morgan made Three Point Jumper. Assisted by Adam Traore.,34,43
15:51,46,Jonathan Mulmore missed Three Point Jumper.,34,43
15:51,46,Jessie Govan Offensive Rebound.,34,43
15:49,2154,Foul on Adam Traore.,34,43
15:49,46,Official TV Timeout,34,43
15:38,46,Jessie Govan made Jumper. Assisted by Kaleb Johnson.,34,45
15:07,2154,Lamar Morgan missed Three Point Jumper.,34,45
15:07,46,Kaleb Johnson Defensive Rebound.,34,45
14:54,46,Jamorko Pickett Turnover.,34,45
14:52,2154,Karonn Davis Steal.,34,45
14:33,2154,Karonn Davis missed Three Point Jumper.,34,45
14:33,46,Jessie Govan Defensive Rebound.,34,45
14:12,2154,Foul on Tre' Thomas.,34,45
14:12,46,Kaleb Johnson made Free Throw.,34,46
14:12,46,Kaleb Johnson missed Free Throw.,34,46
14:12,2154,Karonn Davis Defensive Rebound.,34,46
13:50,2154,Blake Simpson Turnover.,34,46
13:49,46,Jonathan Mulmore Steal.,34,46
13:45,46,Jamorko Pickett made Layup.,34,48
13:27,2154,Blake Simpson missed Jumper.,34,48
13:27,46,Jessie Govan Block.,34,48
13:25,2154,Tre' Thomas Offensive Rebound.,34,48
13:11,2154,Blake Simpson missed Jumper.,34,48
13:11,2154,Coppin State Deadball Team Rebound.,34,48
13:11,2154,Coppin State  Turnover.,34,48
13:04,46,Foul on Marcus Derrickson.,34,48
13:04,46,Marcus Derrickson Turnover.,34,48
12:52,2154,Tre' Thomas made Jumper.,36,48
12:32,46,Marcus Derrickson made Layup. Assisted by Jonathan Mulmore.,36,50
12:12,46,Foul on Jonathan Mulmore.,36,50
12:12,2154,Karonn Davis missed Free Throw.,36,50
12:12,2154,Coppin State Deadball Team Rebound.,36,50
12:12,2154,Karonn Davis made Free Throw.,37,50
12:00,46,Antwan Walker missed Jumper.,37,50
12:00,2154,Tre' Thomas Defensive Rebound.,37,50
11:46,2154,Karonn Davis made Three Point Jumper.,40,50
11:28,46,Jessie Govan missed Jumper.,40,50
11:28,2154,Cedric Council Jr. Defensive Rebound.,40,50
11:09,2154,Tre' Thomas missed Three Point Jumper.,40,50
11:09,2154,Karonn Davis Offensive Rebound.,40,50
10:51,2154,Lamar Morgan missed Three Point Jumper.,40,50
10:51,46,Jagan Mosely Defensive Rebound.,40,50
10:50,2154,Foul on Karonn Davis.,40,50
10:50,46,Official TV Timeout,40,50
10:45,46,Jamorko Pickett Turnover.,40,50
10:43,2154,Adam Traore Steal.,40,50
10:40,2154,Adam Traore missed Layup.,40,50
10:40,2154,Cedric Council Jr. Offensive Rebound.,40,50
10:35,2154,Tre' Thomas made Three Point Jumper. Assisted by Keandre Fair.,43,50
10:15,46,Jamorko Pickett missed Three Point Jumper.,43,50
10:15,2154,Adam Traore Defensive Rebound.,43,50
9:56,2154,Tre' Thomas missed Three Point Jumper.,43,50
9:56,2154,Adam Traore Offensive Rebound.,43,50
9:51,2154,Adam Traore Turnover.,43,50
9:39,2154,Foul on Cedric Council Jr..,43,50
9:39,46,Trey Dickerson missed Free Throw.,43,50
9:39,46,Georgetown Deadball Team Rebound.,43,50
9:39,46,Trey Dickerson made Free Throw.,43,51
9:24,2154,Foul on Taqwain Drummond.,43,51
9:24,2154,Taqwain Drummond Turnover.,43,51
9:11,46,Jahvon Blair Turnover.,43,51
9:09,2154,Tre' Thomas Steal.,43,51
9:04,2154,Taqwain Drummond made Three Point Jumper. Assisted by Karonn Davis.,46,51
8:47,46,Marcus Derrickson made Three Point Jumper. Assisted by Trey Dickerson.,46,54
8:28,2154,Tre' Thomas missed Jumper.,46,54
8:28,46,Antwan Walker Defensive Rebound.,46,54
8:19,46,Foul on Antwan Walker.,46,54
8:19,46,Antwan Walker Turnover.,46,54
7:58,2154,Lamar Morgan Turnover.,46,54
7:58,46,Trey Dickerson Steal.,46,54
7:55,46,Trey Dickerson made Layup.,46,56
7:55,2154,Foul on Karonn Davis.,46,56
7:55,46,Official TV Timeout,46,56
7:55,46,Trey Dickerson made Free Throw.,46,57
7:54,46,Official TV Timeout,46,56
7:28,2154,Adam Traore missed Layup.,46,57
7:28,46,Jessie Govan Defensive Rebound.,46,57
7:21,46,Jagan Mosely made Jumper.,46,59
7:05,2154,Karonn Davis missed Jumper.,46,59
7:05,2154,Adam Traore Offensive Rebound.,46,59
7:03,46,Foul on Jessie Govan.,46,59
7:03,2154,Adam Traore made Free Throw.,47,59
7:03,2154,Adam Traore made Free Throw.,48,59
6:52,46,Jessie Govan missed Jumper.,48,59
6:52,2154,Taqwain Drummond Defensive Rebound.,48,59
6:36,2154,Karonn Davis Turnover.,48,59
6:25,46,Marcus Derrickson missed Three Point Jumper.,48,59
6:25,2154,Lamar Morgan Defensive Rebound.,48,59
6:09,2154,Adam Traore missed Three Point Jumper.,48,59
6:09,46,Jagan Mosely Defensive Rebound.,48,59
6:02,46,Jagan Mosely made Layup.,48,61
6:02,2154,Foul on Adam Traore.,48,61
6:02,46,Jagan Mosely missed Free Throw.,48,61
6:02,2154,Lamar Morgan Defensive Rebound.,48,61
5:55,2154,Coppin State  Timeout,48,61
5:55,46,Official TV Timeout,48,61
5:48,2154,Lamar Morgan missed Three Point Jumper.,48,61
5:48,46,Trey Dickerson Defensive Rebound.,48,61
5:34,46,Jahvon Blair missed Three Point Jumper.,48,61
5:34,46,Jessie Govan Offensive Rebound.,48,61
5:32,2154,Foul on Blake Simpson.,48,61
5:32,46,Jessie Govan made Free Throw.,48,62
5:32,46,Jessie Govan made Free Throw.,48,63
5:15,2154,Karonn Davis missed Jumper.,48,63
5:15,46,Jagan Mosely Defensive Rebound.,48,63
5:05,46,Trey Dickerson missed Three Point Jumper.,48,63
5:05,46,Marcus Derrickson Offensive Rebound.,48,63
5:01,46,Marcus Derrickson made Layup.,48,65
4:38,2154,Tre' Thomas missed Three Point Jumper.,48,65
4:38,46,Jessie Govan Defensive Rebound.,48,65
4:29,46,Jahvon Blair missed Three Point Jumper.,48,65
4:29,2154,Tre' Thomas Defensive Rebound.,48,65
4:15,2154,Tre' Thomas made Layup.,50,65
4:00,46,Foul on Trey Dickerson.,50,65
4:00,46,Trey Dickerson Turnover.,50,65
4:00,46,Official TV Timeout,50,65
3:47,46,Foul on Trey Dickerson.,50,65
3:47,2154,Karonn Davis made Free Throw.,51,65
3:47,2154,Karonn Davis made Free Throw.,52,65
3:35,46,Jessie Govan made Dunk. Assisted by Trey Dickerson.,52,67
3:17,2154,Lamar Morgan missed Three Point Jumper.,52,67
3:17,46,Jessie Govan Defensive Rebound.,52,67
3:10,46,Foul on Marcus Derrickson.,52,67
3:10,46,Marcus Derrickson Turnover.,52,67
2:58,46,Foul on Jessie Govan.,52,67
2:58,2154,Karonn Davis made Free Throw.,53,67
2:58,2154,Karonn Davis made Free Throw.,54,67
2:58,2154,Coppin State  Timeout,54,67
2:54,46,Jahvon Blair Turnover.,54,67
2:54,2154,Karonn Davis Steal.,54,67
2:52,46,Foul on Jahvon Blair.,54,67
2:52,2154,Karonn Davis made Free Throw.,55,67
2:52,2154,Karonn Davis made Free Throw.,56,67
2:23,46,Jamorko Pickett made Three Point Jumper. Assisted by Jonathan Mulmore.,56,70
2:07,2154,Adam Traore missed Three Point Jumper.,56,70
2:07,46,Kaleb Johnson Defensive Rebound.,56,70
1:48,2154,Foul on Adam Traore.,56,70
1:48,46,Jonathan Mulmore made Free Throw.,56,71
1:48,46,Jonathan Mulmore made Free Throw.,56,72
1:37,2154,Lamar Morgan missed Three Point Jumper.,56,72
1:37,46,Jagan Mosely Defensive Rebound.,56,72
1:18,46,Jonathan Mulmore Turnover.,56,72
1:18,2154,Taqwain Drummond Steal.,56,72
1:18,46,Foul on Jonathan Mulmore.,56,72
1:18,46,Foul on Jonathan Mulmore.,56,72
1:18,46,Technical Foul on Jonathan Mulmore.,56,72
1:18,2154,Karonn Davis made Free Throw.,57,72
1:18,2154,Karonn Davis missed Free Throw.,57,72
1:18,2154,Coppin State Deadball Team Rebound.,57,72
1:18,2154,Taqwain Drummond missed Free Throw.,57,72
1:18,2154,Coppin State Deadball Team Rebound.,57,72
1:18,2154,Taqwain Drummond made Free Throw.,58,72
1:16,2154,Foul on Keandre Fair.,58,72
1:16,46,Jonathan Mulmore missed Free Throw.,58,72
1:16,46,Georgetown Deadball Team Rebound.,58,72
1:16,46,Jonathan Mulmore made Free Throw.,58,73
1:02,2154,Lamar Morgan missed Jumper.,58,73
1:02,46,Kaleb Johnson Block.,58,73
1:00,46,Jamorko Pickett Defensive Rebound.,58,73
0:48,2154,Foul on Lamar Morgan.,58,73
0:48,46,Jessie Govan made Free Throw.,58,74
0:48,46,Jessie Govan made Free Throw.,58,75
0:33,2154,Tre' Thomas made Jumper.,60,75
0:26,2154,Foul on Lamar Morgan.,60,75
0:26,46,Jonathan Mulmore made Free Throw.,60,76
0:26,46,Jonathan Mulmore missed Free Throw.,60,76
0:26,46,Georgetown Deadball Team Rebound.,60,76
0:26,2154,Coppin State  Turnover.,60,76
0:00,46,End of Game,60,76
