SIU-Edwardsville,2870,Fort Wayne,2565
8:00,2870,Xzavier Taylor missed Jumper.,19,26
8:00,2565,Bill Awet Defensive Rebound.,19,26
7:43,2565,Brandon Jackson missed Jumper.,19,26
7:43,2870,John Konchar Defensive Rebound.,19,26
7:32,2870,Xzavier Taylor Turnover.,19,26
7:32,2870,Official TV Timeout,19,26
7:10,2565,Keenan Simmons Turnover.,19,26
7:09,2870,John Konchar Steal.,19,26
7:06,2870,Matt Weir made Layup.,19,28
6:42,2565,Daniel Kinchen missed Three Point Jumper.,19,28
6:42,2870,Fort Wayne Defensive Rebound.,19,28
6:17,2870,Jordon King missed Layup.,19,28
6:17,2565,David McFarland Block.,19,28
6:15,2565,David McFarland Defensive Rebound.,19,28
5:59,2565,Jalen Henry made Jumper. Assisted by Christian Ellis.,21,28
5:47,2870,Kason Harrell missed Three Point Jumper.,21,28
5:47,2870,Kason Harrell Offensive Rebound.,21,28
5:43,2870,Bryson Scott made Three Point Jumper. Assisted by Kason Harrell.,21,31
5:23,2565,Jalen Henry made Three Point Jumper. Assisted by David McFarland.,24,31
5:00,2870,Jordon King missed Layup.,24,31
5:00,2870,Kason Harrell Offensive Rebound.,24,31
4:51,2870,Jordon King made Three Point Jumper. Assisted by Bryson Scott.,24,34
4:31,2565,Christian Ellis missed Layup.,24,34
4:31,2565,SIU-Edwardsville Offensive Rebound.,24,34
4:10,2565,Jaylen McCoy missed Jumper.,24,34
4:10,2565,Jalen Henry Offensive Rebound.,24,34
4:07,2565,Jalen Henry missed Layup.,24,34
4:07,2870,Cameron Benford Defensive Rebound.,24,34
4:00,2870,Bryson Scott made Layup.,24,36
3:33,2565,Jalen Henry made Three Point Jumper. Assisted by Daniel Kinchen.,27,36
3:09,2870,John Konchar missed Jumper.,27,36
3:09,2565,Daniel Kinchen Defensive Rebound.,27,36
2:56,2870,Official TV Timeout,27,36
2:55,2565,Daniel Kinchen missed Jumper.,27,36
2:55,2870,Cameron Benford Defensive Rebound.,27,36
2:46,2870,Kason Harrell made Layup.,27,38
2:34,2870,Foul on Cameron Benford.,27,38
2:34,2565,Keenan Simmons made Free Throw.,28,38
2:34,2565,Keenan Simmons made Free Throw.,29,38
2:07,2870,John Konchar missed Three Point Jumper.,29,38
2:07,2565,SIU-Edwardsville Deadball Team Rebound.,29,38
1:35,2565,Jalen Henry missed Jumper.,29,38
1:35,2565,SIU-Edwardsville Offensive Rebound.,29,38
1:29,2565,Daniel Kinchen missed Jumper.,29,38
1:29,2870,Cameron Benford Block.,29,38
1:27,2870,Bryson Scott Defensive Rebound.,29,38
1:20,2870,Jairus Stevens made Three Point Jumper. Assisted by Kason Harrell.,29,41
0:58,2565,Jalen Henry made Jumper.,31,41
0:49,2870,Bryson Scott missed Three Point Jumper.,31,41
0:49,2565,Jalen Henry Defensive Rebound.,31,41
0:39,2565,Jalen Henry missed Three Point Jumper.,31,41
0:39,2870,John Konchar Defensive Rebound.,31,41
0:29,2870,Cameron Benford made Layup. Assisted by Kason Harrell.,31,43
0:04,2565,Christian Ellis missed Layup.,31,43
0:04,2870,Cameron Benford Defensive Rebound.,31,43
0:00,2870,End of 1st half,31,43
20:00,2870,Kason Harrell Turnover.,31,43
19:59,2565,David McFarland Steal.,31,43
19:57,2565,David McFarland Turnover.,31,43
19:42,2870,Bryson Scott made Three Point Jumper. Assisted by Jax Levitch.,31,46
19:23,2565,Foul on Jalen Henry.,31,46
19:23,2565,Jalen Henry Turnover.,31,46
19:07,2870,Kason Harrell missed Three Point Jumper.,31,46
19:07,2565,SIU-Edwardsville Deadball Team Rebound.,31,46
19:05,2870,Foul on Xzavier Taylor.,31,46
18:40,2565,David McFarland made Three Point Jumper.,34,46
18:30,2870,Kason Harrell Turnover.,34,46
18:14,2565,Jaylen McCoy made Three Point Jumper.,37,46
17:58,2870,Kason Harrell missed Layup.,37,46
17:58,2870,Fort Wayne Offensive Rebound.,37,46
17:46,2870,Xzavier Taylor missed Jumper.,37,46
17:46,2565,Bill Awet Defensive Rebound.,37,46
17:22,2565,Jalen Henry made Layup.,39,46
17:12,2870,Matt Weir Turnover.,39,46
17:04,2565,Christian Ellis made Layup.,41,46
16:49,2870,Bryson Scott missed Three Point Jumper.,41,46
16:49,2870,Fort Wayne Deadball Team Rebound.,41,46
16:46,2565,Foul on Keenan Simmons.,41,46
16:36,2870,Bryson Scott missed Layup.,41,46
16:36,2870,John Konchar Offensive Rebound.,41,46
16:32,2870,John Konchar missed Dunk.,41,46
16:32,2870,Cameron Benford Offensive Rebound.,41,46
16:32,2565,Foul on Keenan Simmons.,41,46
16:21,2870,John Konchar made Jumper. Assisted by Matt Weir.,41,48
16:02,2565,Brandon Jackson missed Jumper.,41,48
16:02,2565,Jalen Henry Offensive Rebound.,41,48
15:59,2565,Jalen Henry missed Two Point Tip Shot.,41,48
15:59,2870,Kason Harrell Defensive Rebound.,41,48
15:53,2870,Matt Weir made Three Point Jumper. Assisted by Cameron Benford.,41,51
15:24,2565,Bill Awet Turnover.,41,51
15:23,2870,John Konchar Steal.,41,51
15:13,2870,Foul on Kason Harrell.,41,51
15:13,2870,Kason Harrell Turnover.,41,51
15:13,2870,Official TV Timeout,41,51
15:01,2565,Jaylen McCoy missed Three Point Jumper.,41,51
15:01,2870,Bryson Scott Defensive Rebound.,41,51
14:48,2870,John Konchar missed Layup.,41,51
14:48,2870,John Konchar Offensive Rebound.,41,51
14:45,2565,Foul on Bill Awet.,41,51
14:45,2870,John Konchar missed Free Throw.,41,51
14:45,2870,Fort Wayne Deadball Team Rebound.,41,51
14:45,2870,John Konchar made Free Throw.,41,52
14:34,2565,David McFarland missed Layup.,41,52
14:34,2870,John Konchar Defensive Rebound.,41,52
14:29,2870,Jordon King missed Layup.,41,52
14:29,2870,Cameron Benford Offensive Rebound.,41,52
14:25,2870,Matt Weir missed Three Point Jumper.,41,52
14:25,2870,Kason Harrell Offensive Rebound.,41,52
14:17,2870,Matt Weir Turnover.,41,52
14:17,2565,Christian Ellis Steal.,41,52
13:49,2565,Brandon Jackson made Jumper.,43,52
13:26,2870,Jordon King missed Three Point Jumper.,43,52
13:26,2870,Jordon King Offensive Rebound.,43,52
13:16,2870,Kason Harrell missed Three Point Jumper.,43,52
13:16,2870,John Konchar Offensive Rebound.,43,52
13:06,2870,Kason Harrell missed Jumper.,43,52
13:06,2565,Jaylen McCoy Defensive Rebound.,43,52
13:01,2565,Christian Ellis made Layup.,45,52
12:46,2870,Foul on Jordon King.,45,52
12:46,2870,Jordon King Turnover.,45,52
12:37,2565,David McFarland missed Three Point Jumper.,45,52
12:37,2870,Bryson Scott Defensive Rebound.,45,52
12:27,2870,Bryson Scott Turnover.,45,52
12:26,2565,Jalen Henry Steal.,45,52
12:24,2870,Foul on Cameron Benford.,45,52
12:05,2565,Jalen Henry missed Three Point Jumper.,45,52
12:05,2565,Bill Awet Offensive Rebound.,45,52
11:59,2565,Bill Awet missed Layup.,45,52
11:59,2870,Xzavier Taylor Block.,45,52
11:57,2870,Matt Weir Defensive Rebound.,45,52
11:55,2870,Bryson Scott made Layup. Assisted by Matt Weir.,45,54
11:27,2565,Jaylen McCoy made Three Point Jumper.,48,54
11:19,2870,Bryson Scott missed Three Point Jumper.,48,54
11:19,2565,David McFarland Defensive Rebound.,48,54
11:03,2870,Foul on Jax Levitch.,48,54
11:03,2870,Official TV Timeout,48,54
11:03,2565,Jalen Henry made Free Throw.,49,54
11:03,2565,Jalen Henry made Free Throw.,50,54
10:50,2870,John Konchar made Three Point Jumper. Assisted by Matt Weir.,50,57
10:33,2565,Jaylen McCoy made Three Point Jumper. Assisted by Jalen Henry.,53,57
10:19,2565,Foul on D.J. Jackson.,53,57
10:06,2870,Jax Levitch made Three Point Jumper. Assisted by Matt Weir.,53,60
9:48,2565,Jalen Henry Turnover.,53,60
9:27,2870,Xzavier Taylor missed Dunk.,53,60
9:27,2565,Christian Ellis Defensive Rebound.,53,60
9:22,2565,D.J. Jackson made Layup. Assisted by Christian Ellis.,55,60
9:08,2565,Foul on Jalen Henry.,55,60
9:08,2870,Matt Weir made Free Throw.,55,61
9:08,2870,Matt Weir made Free Throw.,55,62
9:01,2565,Jaylen McCoy missed Three Point Jumper.,55,62
9:01,2870,Matt Weir Defensive Rebound.,55,62
8:45,2565,Foul on Jaylen McCoy.,55,62
8:45,2870,Bryson Scott made Free Throw.,55,63
8:45,2870,Bryson Scott made Free Throw.,55,64
8:37,2565,Christian Ellis made Layup.,57,64
8:21,2870,Bryson Scott missed Three Point Jumper.,57,64
8:21,2565,Brandon Jackson Defensive Rebound.,57,64
8:12,2565,David McFarland missed Three Point Jumper.,57,64
8:12,2565,Bill Awet Offensive Rebound.,57,64
8:07,2565,Bill Awet missed Layup.,57,64
8:07,2565,Brandon Jackson Offensive Rebound.,57,64
8:04,2870,Foul on Jax Levitch.,57,64
8:04,2565,Brandon Jackson missed Free Throw.,57,64
8:04,2565,SIU-Edwardsville Deadball Team Rebound.,57,64
8:04,2565,Brandon Jackson made Free Throw.,58,64
7:50,2870,John Konchar made Layup. Assisted by Dylan Carl.,58,66
7:33,2565,Christian Ellis Turnover.,58,66
7:32,2870,Bryson Scott Steal.,58,66
7:30,2870,Bryson Scott made Layup.,58,68
7:08,2565,Brandon Jackson missed Layup.,58,68
7:08,2870,Dylan Carl Block.,58,68
7:07,2870,Dylan Carl Defensive Rebound.,58,68
6:57,2565,Foul on Christian Ellis.,58,68
6:57,2870,Official TV Timeout,58,68
6:57,2870,Kason Harrell made Free Throw.,58,69
6:57,2870,Kason Harrell made Free Throw.,58,70
6:49,2565,David McFarland made Three Point Jumper. Assisted by Christian Ellis.,61,70
6:36,2870,Matt Weir missed Three Point Jumper.,61,70
6:36,2870,John Konchar Offensive Rebound.,61,70
6:32,2565,Foul on David McFarland.,61,70
6:32,2870,John Konchar made Free Throw.,61,71
6:32,2870,John Konchar made Free Throw.,61,72
6:20,2565,David McFarland made Layup. Assisted by Christian Ellis.,63,72
6:08,2870,Matt Weir missed Layup.,63,72
6:07,2565,Jalen Henry Block.,63,72
6:06,2870,Fort Wayne Offensive Rebound.,63,72
5:51,2870,Dylan Carl missed Jumper.,63,72
5:51,2565,Keenan Simmons Defensive Rebound.,63,72
5:39,2565,Jalen Henry missed Three Point Jumper.,63,72
5:39,2870,Fort Wayne Defensive Rebound.,63,72
5:13,2870,Matt Weir made Three Point Jumper. Assisted by Bryson Scott.,63,75
5:02,2565,D.J. Jackson made Three Point Jumper. Assisted by Christian Ellis.,66,75
4:41,2870,Kason Harrell Turnover.,66,75
4:40,2565,Jalen Henry Steal.,66,75
4:37,2870,Foul on Matt Weir.,66,75
4:37,2565,SIU-Edwardsville  Timeout,66,75
4:37,2870,Official TV Timeout,66,75
4:37,2565,Christian Ellis made Free Throw.,67,75
4:37,2565,Christian Ellis missed Free Throw.,67,75
4:37,2565,David McFarland Offensive Rebound.,67,75
4:18,2565,David McFarland missed Three Point Jumper.,67,75
4:18,2870,Matt Weir Defensive Rebound.,67,75
3:59,2870,Bryson Scott made Layup.,67,77
3:33,2565,Jalen Henry Turnover.,67,77
3:33,2870,Official TV Timeout,67,77
3:22,2870,Fort Wayne  Turnover.,67,77
3:11,2565,Jaylen McCoy made Jumper.,69,77
2:46,2870,Foul on Xzavier Taylor.,69,77
2:46,2870,Xzavier Taylor Turnover.,69,77
2:30,2565,Christian Ellis missed Jumper.,69,77
2:30,2870,Fort Wayne Defensive Rebound.,69,77
2:23,2565,Foul on David McFarland.,69,77
2:23,2870,Bryson Scott made Free Throw.,69,78
2:23,2870,Bryson Scott made Free Throw.,69,79
2:19,2565,Jaylen McCoy missed Three Point Jumper.,69,79
2:19,2870,Bryson Scott Defensive Rebound.,69,79
1:50,2870,John Konchar missed Layup.,69,79
1:50,2565,Christian Ellis Defensive Rebound.,69,79
1:43,2565,Foul on Christian Ellis.,69,79
1:43,2565,Christian Ellis Turnover.,69,79
1:17,2870,John Konchar made Layup.,69,81
1:03,2565,SIU-Edwardsville  Timeout,69,81
0:55,2565,David McFarland Turnover.,69,81
0:55,2565,Foul on David McFarland.,69,81
0:55,2565,Foul on Jalen Henry.,69,81
0:55,2870,Xzavier Taylor missed Free Throw.,69,81
0:55,2870,Fort Wayne Deadball Team Rebound.,69,81
0:55,2870,Xzavier Taylor missed Free Throw.,69,81
0:55,2565,Keenan Simmons Defensive Rebound.,69,81
0:42,2565,Keenan Simmons made Layup. Assisted by Christian Ellis.,71,81
0:39,2565,Foul on Jaylen McCoy.,71,81
0:39,2870,Bryson Scott made Free Throw.,71,82
0:39,2870,Bryson Scott made Free Throw.,71,83
0:36,2565,Keenan Simmons Turnover.,71,83
0:35,2565,Foul on David McFarland.,71,83
0:35,2870,Bryson Scott missed Free Throw.,71,83
0:35,2870,Fort Wayne Deadball Team Rebound.,71,83
0:35,2870,Bryson Scott made Free Throw.,71,84
0:31,2565,Jaylen McCoy missed Three Point Jumper.,71,84
0:31,2565,SIU-Edwardsville Offensive Rebound.,71,84
0:27,2565,SIU-Edwardsville  Timeout,71,84
0:26,2565,Jaylen McCoy missed Three Point Jumper.,71,84
0:26,2870,Bryson Scott Defensive Rebound.,71,84
0:22,2565,Foul on David McFarland.,71,84
0:22,2870,Bryson Scott made Free Throw.,71,85
0:22,2870,Bryson Scott made Free Throw.,71,86
0:19,2565,Christian Ellis missed Layup.,71,86
0:19,2870,John Konchar Defensive Rebound.,71,86
0:00,2870,End of Game,71,86
