Idaho,2447,Nicholls,70
18:05,2447,Kimani Jackson made Layup. Assisted by Roddy Peters.,40,42
17:41,70,Victor Sanders missed Layup.,40,42
17:41,70,Idaho Offensive Rebound.,40,42
17:39,2447,Foul on Tevon Saddler.,40,42
17:32,2447,Foul on Kevin Johnson.,40,42
17:26,70,Perrion Callandret missed Layup.,40,42
17:26,2447,Kimani Jackson Defensive Rebound.,40,42
17:20,2447,Jahvaughn Powell missed Three Point Jumper.,40,42
17:20,70,Perrion Callandret Defensive Rebound.,40,42
17:13,70,Perrion Callandret Turnover.,40,42
17:13,2447,Kevin Johnson Steal.,40,42
17:12,70,Foul on Jordan Scott.,40,42
17:12,2447,Kimani Jackson made Free Throw.,40,43
17:12,2447,Kimani Jackson made Free Throw.,40,44
16:52,70,Chad Sherwood made Three Point Jumper. Assisted by Nate Sherwood.,43,44
16:36,2447,Roddy Peters Turnover.,43,44
16:35,70,Nate Sherwood Steal.,43,44
16:32,70,Chad Sherwood missed Three Point Jumper.,43,44
16:32,2447,Kimani Jackson Defensive Rebound.,43,44
16:08,2447,Roddy Peters made Layup.,43,46
15:52,70,Victor Sanders Turnover.,43,46
15:52,70,Foul on Victor Sanders.,43,46
15:52,2447,Official TV Timeout,43,46
15:24,2447,Roddy Peters made Jumper.,43,48
14:58,70,Arkadiy Mkrtychyan made Layup.,45,48
14:33,2447,Roddy Peters made Layup.,45,50
14:10,70,Perrion Callandret made Three Point Jumper. Assisted by Chad Sherwood.,48,50
13:53,2447,Roddy Peters missed Layup.,48,50
13:53,70,Perrion Callandret Defensive Rebound.,48,50
13:48,70,Perrion Callandret missed Layup.,48,50
13:48,2447,Nicholls Defensive Rebound.,48,50
13:30,70,Foul on Brayon Blake.,48,50
13:30,2447,Roddy Peters missed Free Throw.,48,50
13:30,2447,Nicholls Deadball Team Rebound.,48,50
13:30,2447,Roddy Peters made Free Throw.,48,51
13:15,2447,Foul on Kimani Jackson.,48,51
13:15,70,Arkadiy Mkrtychyan made Free Throw.,49,51
13:15,70,Arkadiy Mkrtychyan made Free Throw.,50,51
13:09,70,Foul on Chad Sherwood.,50,51
13:01,2447,Roddy Peters Turnover.,50,51
12:50,70,Victor Sanders missed Three Point Jumper.,50,51
12:50,70,Brayon Blake Offensive Rebound.,50,51
12:46,70,Brayon Blake made Layup.,52,51
12:21,2447,Lafayette Rutledge missed Three Point Jumper.,52,51
12:21,2447,Jahvaughn Powell Offensive Rebound.,52,51
12:11,2447,Zaquavian Smith missed Three Point Jumper.,52,51
12:11,70,Brayon Blake Defensive Rebound.,52,51
11:58,70,Trevon Allen missed Jumper.,52,51
11:58,70,Arkadiy Mkrtychyan Offensive Rebound.,52,51
11:54,2447,Foul on Legend Robertin.,52,51
11:54,2447,Official TV Timeout,52,51
11:54,70,Arkadiy Mkrtychyan made Free Throw.,53,51
11:54,70,Arkadiy Mkrtychyan missed Free Throw.,53,51
11:54,2447,Roddy Peters Defensive Rebound.,53,51
11:40,2447,Roddy Peters made Dunk. Assisted by Kimani Jackson.,53,53
11:21,70,Brayon Blake made Layup. Assisted by Trevon Allen.,55,53
11:04,2447,Tevon Saddler missed Jumper.,55,53
11:04,2447,Zaquavian Smith Offensive Rebound.,55,53
10:59,2447,Zaquavian Smith made Layup.,55,55
10:29,2447,Foul on Kimani Jackson.,55,55
10:29,70,Arkadiy Mkrtychyan made Free Throw.,56,55
10:29,70,Arkadiy Mkrtychyan made Free Throw.,57,55
10:13,2447,Roddy Peters missed Jumper.,57,55
10:13,70,Nate Sherwood Defensive Rebound.,57,55
9:50,70,Jordan Scott missed Three Point Jumper.,57,55
9:50,2447,Roddy Peters Defensive Rebound.,57,55
9:35,70,Foul on Nate Sherwood.,57,55
9:35,2447,Kimani Jackson missed Free Throw.,57,55
9:35,2447,Nicholls Deadball Team Rebound.,57,55
9:35,2447,Kimani Jackson made Free Throw.,57,56
9:19,70,Nate Sherwood made Dunk.,59,56
8:57,2447,Tevon Saddler made Jumper. Assisted by Roddy Peters.,59,58
8:53,2447,Nicholls  Timeout,59,58
8:53,2447,Official TV Timeout,59,58
8:41,70,Jordan Scott missed Layup.,59,58
8:41,2447,Kimani Jackson Block.,59,58
8:40,70,Jordan Scott Offensive Rebound.,59,58
8:40,70,Jordan Scott Turnover.,59,58
8:30,2447,Jahvaughn Powell missed Three Point Jumper.,59,58
8:30,2447,Jahvaughn Powell Offensive Rebound.,59,58
8:16,2447,Roddy Peters Turnover.,59,58
8:13,70,Nate Sherwood Steal.,59,58
8:07,2447,Foul on Zaquavian Smith.,59,58
8:07,70,Nate Sherwood made Free Throw.,60,58
8:07,70,Nate Sherwood missed Free Throw.,60,58
8:07,2447,Kimani Jackson Defensive Rebound.,60,58
7:38,2447,Kevin Johnson missed Three Point Jumper.,60,58
7:38,2447,Kimani Jackson Offensive Rebound.,60,58
7:33,2447,Official TV Timeout,60,58
7:24,2447,Tevon Saddler made Layup.,60,60
6:55,70,Nate Sherwood made Jumper.,62,60
6:37,2447,Jahvaughn Powell missed Jumper.,62,60
6:37,70,Nate Sherwood Defensive Rebound.,62,60
6:24,70,Perrion Callandret missed Jumper.,62,60
6:24,2447,Jahvaughn Powell Defensive Rebound.,62,60
6:17,2447,Zaquavian Smith missed Three Point Jumper.,62,60
6:17,70,Brayon Blake Defensive Rebound.,62,60
5:59,70,Brayon Blake missed Jumper.,62,60
5:54,70,Nate Sherwood Offensive Rebound.,62,60
5:45,70,Chad Sherwood made Three Point Jumper. Assisted by Nate Sherwood.,65,60
5:24,2447,Roddy Peters missed Three Point Jumper.,65,60
5:24,70,Brayon Blake Defensive Rebound.,65,60
5:04,70,Brayon Blake made Three Point Jumper. Assisted by Nate Sherwood.,68,60
5:00,2447,Nicholls  Timeout,68,60
4:40,2447,Zaquavian Smith Turnover.,68,60
4:39,70,Chad Sherwood Steal.,68,60
4:36,70,Perrion Callandret made Dunk. Assisted by Victor Sanders.,70,60
4:36,2447,Foul on Jahvaughn Powell.,70,60
4:36,70,Perrion Callandret missed Free Throw.,70,60
4:36,2447,Kimani Jackson Defensive Rebound.,70,60
4:19,2447,Jahvaughn Powell missed Three Point Jumper.,70,60
4:19,70,Nate Sherwood Defensive Rebound.,70,60
4:00,70,Jordan Scott Turnover.,70,60
4:00,70,Foul on Jordan Scott.,70,60
4:00,2447,Official TV Timeout,70,60
3:53,2447,Roddy Peters made Layup.,70,62
3:25,70,Perrion Callandret missed Three Point Jumper.,70,62
3:25,2447,Tevon Saddler Defensive Rebound.,70,62
3:19,2447,Lafayette Rutledge missed Three Point Jumper.,70,62
3:19,2447,Kimani Jackson Offensive Rebound.,70,62
3:06,70,Foul on Nate Sherwood.,70,62
3:06,2447,Tevon Saddler made Free Throw.,70,63
3:06,2447,Tevon Saddler made Free Throw.,70,64
2:43,2447,Foul on Roddy Peters.,70,64
2:43,70,Victor Sanders made Free Throw.,71,64
2:43,70,Victor Sanders made Free Throw.,72,64
2:30,2447,Roddy Peters made Layup.,72,66
2:14,70,Victor Sanders made Layup.,74,66
2:14,2447,Foul on Lafayette Rutledge.,74,66
2:14,70,Victor Sanders made Free Throw.,75,66
1:58,2447,Roddy Peters missed Layup.,75,66
1:58,70,Nate Sherwood Defensive Rebound.,75,66
1:52,70,Brayon Blake made Dunk. Assisted by Victor Sanders.,77,66
1:43,2447,Tevon Saddler made Jumper.,77,68
1:15,70,Victor Sanders missed Three Point Jumper.,77,68
1:15,2447,Tevon Saddler Defensive Rebound.,77,68
1:06,2447,Tevon Saddler Turnover.,77,68
1:06,2447,Foul on Tevon Saddler.,77,68
0:58,2447,Foul on Roddy Peters.,77,68
0:58,70,Perrion Callandret missed Free Throw.,77,68
0:58,70,Idaho Deadball Team Rebound.,77,68
0:58,70,Perrion Callandret missed Free Throw.,77,68
0:58,2447,Tevon Saddler Defensive Rebound.,77,68
0:49,2447,Tevon Saddler missed Three Point Jumper.,77,68
0:49,70,Chad Sherwood Defensive Rebound.,77,68
0:34,2447,Foul on Lafayette Rutledge.,77,68
0:34,70,Nate Sherwood made Free Throw.,78,68
0:34,70,Nate Sherwood made Free Throw.,79,68
0:24,2447,Tevon Saddler missed Jumper.,79,68
0:24,70,Brayon Blake Defensive Rebound.,79,68
