The Citadel,52,Florida State,2643
18:56,2643,Kaelon Harris missed Three Point Jumper.,38,55
18:56,52,CJ Walker Block.,38,55
18:55,52,Terance Mann Defensive Rebound.,38,55
18:52,52,CJ Walker made Layup.,38,57
18:45,2643,Preston Parks missed Three Point Jumper.,38,57
18:45,2643,The Citadel Deadball Team Rebound.,38,57
18:42,52,Foul on Ike Obiagu.,38,57
18:33,2643,Zane Najdawi missed Layup.,38,57
18:33,52,Ike Obiagu Block.,38,57
18:31,52,Braian Angola Defensive Rebound.,38,57
18:26,52,Phil Cofer missed Layup.,38,57
18:26,2643,Hayden Brown Block.,38,57
18:26,52,Florida State Offensive Rebound.,38,57
18:14,52,Braian Angola made Three Point Jumper. Assisted by Terance Mann.,38,60
18:00,2643,Hayden Brown made Three Point Jumper. Assisted by Preston Parks.,41,60
17:43,52,Phil Cofer Turnover.,41,60
17:26,2643,Rob Johnson missed Layup.,41,60
17:26,52,Ike Obiagu Block.,41,60
17:25,2643,Frankie Johnson Offensive Rebound.,41,60
17:23,2643,The Citadel  Turnover.,41,60
17:14,52,Terance Mann made Jumper.,41,62
17:14,2643,Foul on Hayden Brown.,41,62
17:14,52,Terance Mann missed Free Throw.,41,62
17:14,2643,Hayden Brown Defensive Rebound.,41,62
17:08,2643,Matt Frierson made Three Point Jumper. Assisted by Preston Parks.,44,62
16:54,52,Terance Mann made Jumper.,44,64
16:44,2643,Matt Frierson missed Three Point Jumper.,44,64
16:44,52,Braian Angola Defensive Rebound.,44,64
16:34,2643,Foul on Rob Johnson.,44,64
16:34,52,Ike Obiagu missed Free Throw.,44,64
16:34,52,Florida State Deadball Team Rebound.,44,64
16:34,52,Ike Obiagu made Free Throw.,44,65
16:27,2643,Preston Parks missed Layup.,44,65
16:27,52,Mfiondu Kabengele Block.,44,65
16:26,52,Florida State Defensive Rebound.,44,65
16:10,52,Braian Angola made Three Point Jumper. Assisted by CJ Walker.,44,68
15:57,2643,Tariq Simmons missed Layup.,44,68
15:57,52,Florida State Defensive Rebound.,44,68
15:56,52,Official TV Timeout,44,68
15:48,52,Braian Angola missed Three Point Jumper.,44,68
15:48,2643,The Citadel Defensive Rebound.,44,68
15:35,2643,Zane Najdawi made Three Point Jumper. Assisted by Kaelon Harris.,47,68
15:07,52,Mfiondu Kabengele made Dunk. Assisted by Terance Mann.,47,70
14:58,2643,Quayson Williams made Three Point Jumper. Assisted by Zane Najdawi.,50,70
14:42,52,Florida State  Timeout,50,70
14:42,52,Official TV Timeout,50,70
14:37,52,Terance Mann made Layup. Assisted by CJ Walker.,50,72
14:28,2643,Tariq Simmons made Layup.,52,72
14:00,52,Terance Mann missed Jumper.,52,72
14:00,2643,Tariq Simmons Defensive Rebound.,52,72
13:54,2643,Tariq Simmons Turnover.,52,72
13:53,52,Braian Angola Steal.,52,72
13:43,52,Braian Angola made Three Point Jumper. Assisted by CJ Walker.,52,75
13:14,2643,Zane Najdawi missed Jumper.,52,75
13:14,52,Terance Mann Defensive Rebound.,52,75
13:06,52,Terance Mann missed Three Point Jumper.,52,75
13:06,2643,Matt Frierson Defensive Rebound.,52,75
12:57,52,Foul on CJ Walker.,52,75
12:57,2643,Tariq Simmons missed Free Throw.,52,75
12:57,2643,The Citadel Deadball Team Rebound.,52,75
12:57,2643,Tariq Simmons missed Free Throw.,52,75
12:57,52,Mfiondu Kabengele Defensive Rebound.,52,75
12:46,52,PJ Savoy missed Three Point Jumper.,52,75
12:46,2643,Matt Frierson Defensive Rebound.,52,75
12:42,52,Foul on Brandon Allen.,52,75
12:18,2643,Leandro Allende missed Jumper.,52,75
12:18,52,Mfiondu Kabengele Defensive Rebound.,52,75
12:10,52,Braian Angola missed Three Point Jumper.,52,75
12:10,52,PJ Savoy Offensive Rebound.,52,75
12:07,52,PJ Savoy missed Layup.,52,75
12:07,52,Mfiondu Kabengele Offensive Rebound.,52,75
12:05,52,Mfiondu Kabengele made Layup.,52,77
12:00,52,Foul on Mfiondu Kabengele.,52,77
12:00,2643,Derek Webster Jr. made Free Throw.,53,77
12:00,2643,Derek Webster Jr. missed Free Throw.,53,77
12:00,52,Braian Angola Defensive Rebound.,53,77
11:49,52,Trent Forrest made Layup.,53,79
11:36,2643,Matt Frierson missed Three Point Jumper.,53,79
11:36,52,PJ Savoy Defensive Rebound.,53,79
11:26,52,Phil Cofer made Layup. Assisted by Braian Angola.,53,81
11:17,2643,Derek Webster Jr. missed Layup.,53,81
11:17,52,Phil Cofer Block.,53,81
11:16,52,PJ Savoy Defensive Rebound.,53,81
11:11,52,Phil Cofer made Dunk. Assisted by Trent Forrest.,53,83
11:01,2643,Leandro Allende Turnover.,53,83
11:00,52,Trent Forrest Steal.,53,83
11:00,2643,Foul on Preston Parks.,53,83
10:53,52,Brandon Allen missed Three Point Jumper.,53,83
10:53,52,PJ Savoy Offensive Rebound.,53,83
10:49,52,PJ Savoy made Layup.,53,85
10:39,2643,Hayden Brown missed Layup.,53,85
10:39,52,Phil Cofer Defensive Rebound.,53,85
10:34,2643,Foul on Quayson Williams.,53,85
10:33,52,Braian Angola made Three Point Jumper. Assisted by Trent Forrest.,53,88
10:26,2643,Preston Parks made Layup.,55,88
10:11,52,PJ Savoy made Three Point Jumper. Assisted by Brandon Allen.,55,91
10:00,2643,Preston Parks missed Three Point Jumper.,55,91
10:00,52,Trent Forrest Block.,55,91
9:58,2643,Preston Parks Offensive Rebound.,55,91
9:56,2643,Quayson Williams missed Three Point Jumper.,55,91
9:56,2643,Hayden Brown Offensive Rebound.,55,91
9:52,52,Foul on Trent Forrest.,55,91
9:40,2643,Frankie Johnson Turnover.,55,91
9:40,52,Brandon Allen Steal.,55,91
9:35,52,PJ Savoy missed Three Point Jumper.,55,91
9:35,2643,Hayden Brown Defensive Rebound.,55,91
9:31,52,Foul on Brandon Allen.,55,91
9:16,2643,Tariq Simmons missed Layup.,55,91
9:16,52,Mfiondu Kabengele Defensive Rebound.,55,91
9:06,52,Mfiondu Kabengele missed Layup.,55,91
9:06,52,Terance Mann Offensive Rebound.,55,91
8:49,52,Trent Forrest made Jumper.,55,93
8:43,2643,Tariq Simmons made Layup.,57,93
8:43,52,Foul on Wyatt Wilkes.,57,93
8:43,2643,Tariq Simmons made Free Throw.,58,93
8:34,52,Mfiondu Kabengele missed Layup.,58,93
8:33,52,Mfiondu Kabengele Offensive Rebound.,58,93
8:33,2643,Foul on Rob Johnson.,58,93
8:33,52,Mfiondu Kabengele made Free Throw.,58,94
8:33,52,Mfiondu Kabengele made Free Throw.,58,95
8:14,52,Foul on CJ Walker.,58,95
8:14,2643,Quayson Williams missed Free Throw.,58,95
8:14,2643,Quayson Williams Offensive Rebound.,58,95
8:14,2643,Matt Frierson made Three Point Jumper. Assisted by Quayson Williams.,61,95
7:47,52,CJ Walker made Three Point Jumper.,61,98
7:40,52,Foul on CJ Walker.,61,98
7:40,52,Official TV Timeout,61,98
7:40,2643,Rob Johnson missed Free Throw.,61,98
7:40,2643,The Citadel Deadball Team Rebound.,61,98
7:40,2643,Rob Johnson made Free Throw.,62,98
7:34,52,Terance Mann Turnover.,62,98
7:32,2643,Alex Reed Steal.,62,98
7:30,2643,Preston Parks missed Three Point Jumper.,62,98
7:30,52,Mfiondu Kabengele Defensive Rebound.,62,98
7:28,2643,Foul on Rob Johnson.,62,98
7:12,52,PJ Savoy made Three Point Jumper. Assisted by Terance Mann.,62,101
6:52,2643,Preston Parks missed Layup.,62,101
6:52,52,Wyatt Wilkes Defensive Rebound.,62,101
6:46,52,Terance Mann missed Three Point Jumper.,62,101
6:46,2643,Alex Reed Defensive Rebound.,62,101
6:31,2643,Quayson Williams missed Layup.,62,101
6:31,52,CJ Walker Defensive Rebound.,62,101
6:19,52,Ike Obiagu made Dunk. Assisted by Terance Mann.,62,103
6:04,2643,Alex Reed made Three Point Jumper. Assisted by Quayson Williams.,65,103
5:48,52,CJ Walker missed Three Point Jumper.,65,103
5:48,2643,Quayson Williams Defensive Rebound.,65,103
5:39,2643,Alex Reed missed Three Point Jumper.,65,103
5:39,2643,Rob Johnson Offensive Rebound.,65,103
5:34,2643,Matt Frierson missed Three Point Jumper.,65,103
5:34,2643,Alex Reed Offensive Rebound.,65,103
5:27,2643,Matt Frierson missed Layup.,65,103
5:27,52,Ike Obiagu Block.,65,103
5:25,52,Wyatt Wilkes Defensive Rebound.,65,103
5:16,2643,Foul on Rob Johnson.,65,103
5:16,52,Terance Mann made Free Throw.,65,104
5:16,52,Terance Mann made Free Throw.,65,105
5:03,2643,Frankie Johnson missed Jumper.,65,105
5:03,52,Ike Obiagu Defensive Rebound.,65,105
4:48,52,Braian Angola missed Three Point Jumper.,65,105
4:48,2643,The Citadel Deadball Team Rebound.,65,105
4:45,52,Foul on Ike Obiagu.,65,105
4:45,2643,Kaelon Harris made Free Throw.,66,105
4:45,2643,Kaelon Harris made Free Throw.,67,105
4:27,52,Terance Mann missed Jumper.,67,105
4:27,52,Ike Obiagu Offensive Rebound.,67,105
4:24,2643,Foul on Derek Webster Jr..,67,105
4:24,52,Ike Obiagu missed Free Throw.,67,105
4:24,52,Florida State Deadball Team Rebound.,67,105
4:24,52,Ike Obiagu missed Free Throw.,67,105
4:24,2643,Derek Webster Jr. Defensive Rebound.,67,105
4:15,2643,Kaelon Harris made Layup. Assisted by Frankie Johnson.,69,105
3:39,52,Braian Angola made Three Point Jumper. Assisted by Trent Forrest.,69,108
3:25,52,Foul on Ike Obiagu.,69,108
3:25,52,Official TV Timeout,69,108
3:25,2643,Leandro Allende missed Free Throw.,69,108
3:25,2643,The Citadel Deadball Team Rebound.,69,108
3:25,2643,Leandro Allende made Free Throw.,70,108
3:18,52,Mfiondu Kabengele made Dunk. Assisted by PJ Savoy.,70,110
3:05,2643,Derek Webster Jr. made Layup.,72,110
2:46,52,Brandon Allen Turnover.,72,110
2:32,2643,Tariq Simmons made Layup.,74,110
2:21,52,Trent Forrest missed Layup.,74,110
2:21,52,Wyatt Wilkes Offensive Rebound.,74,110
2:18,52,PJ Savoy made Three Point Jumper.,74,113
2:16,52,Foul on Mfiondu Kabengele.,74,113
2:06,2643,Tariq Simmons missed Layup.,74,113
2:06,52,Wyatt Wilkes Block.,74,113
2:04,52,Mfiondu Kabengele Defensive Rebound.,74,113
1:58,52,Mfiondu Kabengele Turnover.,74,113
1:45,2643,Quayson Williams made Jumper.,76,113
1:34,52,Justin Lindner Turnover.,76,113
1:33,2643,Derek Webster Jr. Steal.,76,113
1:29,2643,Derek Webster Jr. missed Layup.,76,113
1:29,52,Justin Lindner Defensive Rebound.,76,113
1:13,52,Travis Light missed Three Point Jumper.,76,113
1:13,2643,Alex Reed Defensive Rebound.,76,113
1:06,2643,Matt Frierson missed Three Point Jumper.,76,113
1:06,2643,Kaiden Rice Offensive Rebound.,76,113
1:01,2643,Kaiden Rice missed Three Point Jumper.,76,113
1:01,2643,Derek Webster Jr. Offensive Rebound.,76,113
0:52,2643,Quayson Williams missed Three Point Jumper.,76,113
0:52,2643,Alex Reed Offensive Rebound.,76,113
0:36,52,Foul on Will Miles.,76,113
0:36,2643,Derek Webster Jr. made Free Throw.,77,113
0:36,2643,Derek Webster Jr. made Free Throw.,78,113
0:23,52,Justin Lindner Turnover.,78,113
0:22,2643,Quayson Williams Steal.,78,113
0:11,2643,Kaiden Rice missed Three Point Jumper.,78,113
0:11,52,Travis Light Defensive Rebound.,78,113
0:00,52,Will Miles missed Three Point Jumper.,78,113
0:00,52,Florida State Deadball Team Rebound.,78,113
0:00,52,End of Game,78,113
