Kent State,2674,Valparaiso,2309
11:38,2309,Akiean Frederick made Layup. Assisted by Desmond Ridenour.,15,9
11:31,2674,Mileek McMillan missed Three Point Jumper.,15,9
11:31,2309,Akiean Frederick Defensive Rebound.,15,9
10:58,2674,Official TV Timeout,15,9
10:53,2309,Desmond Ridenour missed Layup.,15,9
10:53,2674,Valparaiso Deadball Team Rebound.,15,9
10:43,2674,Mileek McMillan made Layup. Assisted by Bakari Evelyn.,15,11
10:26,2309,Jalen Avery made Jumper.,17,11
10:11,2674,Joe Burton missed Three Point Jumper.,17,11
10:11,2309,Mitch Peterson Defensive Rebound.,17,11
10:04,2674,Foul on Mileek McMillan.,17,11
10:04,2309,Mitch Peterson made Free Throw.,18,11
10:04,2309,Mitch Peterson missed Free Throw.,18,11
10:04,2674,Joe Burton Defensive Rebound.,18,11
9:40,2674,Joe Burton missed Jumper.,18,11
9:40,2674,Marten Linssen Offensive Rebound.,18,11
9:37,2674,Marten Linssen made Layup.,18,13
9:23,2309,Jaylin Walker made Layup. Assisted by Danny Pippen.,20,13
9:10,2674,Joe Burton missed Three Point Jumper.,20,13
9:10,2674,Tevonn Walker Offensive Rebound.,20,13
9:06,2674,Tevonn Walker made Layup.,20,15
8:41,2309,Jaylin Walker Turnover.,20,15
8:39,2674,Marten Linssen Steal.,20,15
8:25,2674,Marten Linssen made Layup. Assisted by Bakari Evelyn.,20,17
8:02,2309,Danny Pippen missed Layup.,20,17
8:02,2674,Marten Linssen Defensive Rebound.,20,17
7:55,2674,Bakari Evelyn missed Layup.,20,17
7:55,2309,Kent State Deadball Team Rebound.,20,17
7:55,2674,Official TV Timeout,20,17
7:44,2309,Mitch Peterson Turnover.,20,17
7:28,2674,Marten Linssen made Jumper. Assisted by Bakari Evelyn.,20,19
7:09,2309,Danny Pippen missed Three Point Jumper.,20,19
7:09,2674,Tevonn Walker Defensive Rebound.,20,19
7:00,2309,Foul on Kevin Zabo.,20,19
7:00,2674,Tevonn Walker made Free Throw.,20,20
7:00,2674,Tevonn Walker made Free Throw.,20,21
6:46,2309,Mitch Peterson Turnover.,20,21
6:29,2674,Foul on Joe Burton.,20,21
6:29,2674,Joe Burton Turnover.,20,21
6:08,2309,BJ Duling missed Jumper.,20,21
6:08,2309,Mitch Peterson Offensive Rebound.,20,21
6:04,2309,Mitch Peterson missed Layup.,20,21
6:04,2674,Marten Linssen Block.,20,21
6:02,2309,Kent State Offensive Rebound.,20,21
5:53,2309,Akiean Frederick missed Three Point Jumper.,20,21
5:53,2309,BJ Duling Offensive Rebound.,20,21
5:47,2309,BJ Duling missed Layup.,20,21
5:47,2674,Valparaiso Defensive Rebound.,20,21
5:36,2309,Foul on Kevin Zabo.,20,21
5:36,2674,Bakari Evelyn made Free Throw.,20,22
5:36,2674,Bakari Evelyn made Free Throw.,20,23
5:17,2309,Akiean Frederick missed Jumper.,20,23
5:17,2309,Akiean Frederick Offensive Rebound.,20,23
5:14,2309,Akiean Frederick made Layup.,22,23
5:04,2674,Markus Golder Turnover.,22,23
4:46,2309,Jaylin Walker missed Jumper.,22,23
4:46,2309,Akiean Frederick Offensive Rebound.,22,23
4:44,2674,Foul on Bakari Evelyn.,22,23
4:44,2309,Akiean Frederick missed Free Throw.,22,23
4:44,2309,Kent State Deadball Team Rebound.,22,23
4:44,2309,Akiean Frederick missed Free Throw.,22,23
4:44,2674,Joe Burton Defensive Rebound.,22,23
4:30,2674,Markus Golder made Dunk.,22,25
4:30,2309,Foul on Akiean Frederick.,22,25
4:30,2674,Markus Golder made Free Throw.,22,26
4:04,2309,Jaylin Walker missed Jumper.,22,26
4:04,2674,Marten Linssen Defensive Rebound.,22,26
3:52,2674,Bakari Evelyn made Layup.,22,28
3:33,2674,Official TV Timeout,22,28
3:18,2309,Taishaun Johnson missed Three Point Jumper.,22,28
3:18,2674,Marten Linssen Defensive Rebound.,22,28
3:06,2674,Joe Burton missed Three Point Jumper.,22,28
3:06,2309,Taishaun Johnson Defensive Rebound.,22,28
2:55,2309,Danny Pippen Turnover.,22,28
2:46,2674,Bakari Evelyn made Layup.,22,30
2:12,2309,Kent State  Turnover.,22,30
2:02,2674,Tevonn Walker made Jumper.,22,32
1:59,2309,Kent State  Timeout,22,32
1:43,2309,BJ Duling missed Jumper.,22,32
1:43,2674,Marten Linssen Defensive Rebound.,22,32
1:28,2309,Foul on BJ Duling.,22,32
1:28,2674,Marten Linssen missed Free Throw.,22,32
1:28,2674,Valparaiso Deadball Team Rebound.,22,32
1:28,2674,Marten Linssen missed Free Throw.,22,32
1:28,2309,Mitch Peterson Defensive Rebound.,22,32
1:14,2309,Adonis De La Rosa made Layup.,24,32
1:07,2674,Tevonn Walker missed Three Point Jumper.,24,32
1:07,2309,Adonis De La Rosa Defensive Rebound.,24,32
1:03,2309,Adonis De La Rosa Turnover.,24,32
0:44,2674,Tevonn Walker missed Three Point Jumper.,24,32
0:44,2674,Max Joseph Offensive Rebound.,24,32
0:25,2674,Tevonn Walker made Jumper.,24,34
0:01,2309,Jaylin Walker made Three Point Jumper.,27,34
0:00,2674,End of 1st half,27,34
19:48,2309,Jalen Avery missed Three Point Jumper.,27,34
19:40,2674,Tevonn Walker Defensive Rebound.,27,34
19:38,2674,Tevonn Walker missed Layup.,27,34
19:38,2309,Jaylin Walker Defensive Rebound.,27,34
19:16,2309,Jalen Avery missed Layup.,27,34
19:16,2674,Joe Burton Block.,27,34
19:16,2674,Joe Burton Defensive Rebound.,27,34
19:16,2674,Tevonn Walker made Layup. Assisted by Bakari Evelyn.,27,36
19:16,2309,Technical Foul on Kent State.,27,36
19:16,2674,Tevonn Walker missed Free Throw.,27,36
19:16,2674,Valparaiso Deadball Team Rebound.,27,36
19:16,2674,Tevonn Walker made Free Throw.,27,37
18:59,2309,Jaylin Walker missed Three Point Jumper.,27,37
18:59,2674,Joe Burton Defensive Rebound.,27,37
18:52,2674,Bakari Evelyn missed Layup.,27,37
18:52,2674,Parker Hazen Offensive Rebound.,27,37
18:49,2674,Parker Hazen made Layup.,27,39
18:36,2309,Adonis De La Rosa Turnover.,27,39
18:34,2674,Tevonn Walker Steal.,27,39
18:31,2309,Foul on Jaylin Walker.,27,39
18:31,2674,Tevonn Walker made Free Throw.,27,40
18:31,2674,Tevonn Walker made Free Throw.,27,41
18:00,2674,Bakari Evelyn missed Jumper.,27,41
18:00,2309,Adonis De La Rosa Defensive Rebound.,27,41
17:53,2309,Mitch Peterson made Three Point Jumper. Assisted by Jaylin Walker.,30,41
17:29,2674,Foul on Tevonn Walker.,30,41
17:29,2674,Tevonn Walker Turnover.,30,41
17:14,2309,Adonis De La Rosa made Jumper. Assisted by Akiean Frederick.,32,41
16:46,2674,Bakari Evelyn missed Three Point Jumper.,32,41
16:46,2309,Adonis De La Rosa Defensive Rebound.,32,41
16:41,2309,Mitch Peterson made Three Point Jumper. Assisted by Jaylin Walker.,35,41
16:18,2309,Foul on Mitch Peterson.,35,41
16:18,2674,Markus Golder made Free Throw.,35,42
16:18,2674,Markus Golder made Free Throw.,35,43
16:08,2309,BJ Duling made Jumper.,37,43
15:51,2674,Derrik Smits missed Layup.,37,43
15:51,2674,Derrik Smits Offensive Rebound.,37,43
15:46,2674,Derrik Smits made Two Point Tip Shot.,37,45
15:44,2309,Jaylin Walker missed Three Point Jumper.,37,45
15:44,2674,Markus Golder Defensive Rebound.,37,45
15:35,2674,Markus Golder missed Dunk.,37,45
15:35,2309,Danny Pippen Defensive Rebound.,37,45
15:28,2309,BJ Duling missed Three Point Jumper.,37,45
15:28,2674,Markus Golder Defensive Rebound.,37,45
15:17,2309,Foul on BJ Duling.,37,45
15:17,2674,Official TV Timeout,37,45
15:17,2674,Bakari Evelyn missed Free Throw.,37,45
15:17,2674,Valparaiso Deadball Team Rebound.,37,45
15:17,2674,Bakari Evelyn made Free Throw.,37,46
14:58,2309,Kevin Zabo Turnover.,37,46
14:34,2674,John Kiser missed Jumper.,37,46
14:34,2309,Mitch Peterson Defensive Rebound.,37,46
14:27,2309,Foul on Adonis De La Rosa.,37,46
14:27,2309,Adonis De La Rosa Turnover.,37,46
14:15,2674,Markus Golder missed Three Point Jumper.,37,46
14:15,2309,Adonis De La Rosa Defensive Rebound.,37,46
14:06,2309,Kevin Zabo made Three Point Jumper. Assisted by Jaylin Walker.,40,46
13:38,2674,Bakari Evelyn Turnover.,40,46
13:36,2309,Adonis De La Rosa Steal.,40,46
13:33,2309,Mitch Peterson missed Three Point Jumper.,40,46
13:33,2674,Max Joseph Defensive Rebound.,40,46
13:25,2674,Max Joseph missed Layup.,40,46
13:25,2309,Danny Pippen Defensive Rebound.,40,46
13:16,2674,Foul on Derrik Smits.,40,46
13:15,2309,Jaylin Walker missed Three Point Jumper.,40,46
13:15,2674,Max Joseph Defensive Rebound.,40,46
13:07,2674,Foul on Joe Burton.,40,46
13:07,2674,Joe Burton Turnover.,40,46
12:54,2309,Kevin Zabo missed Jumper.,40,46
12:54,2674,Joe Burton Block.,40,46
12:53,2674,Derrik Smits Defensive Rebound.,40,46
12:43,2674,Max Joseph Turnover.,40,46
12:41,2309,Jaylin Walker Steal.,40,46
12:36,2309,Danny Pippen made Three Point Jumper. Assisted by Kevin Zabo.,43,46
12:32,2674,Official TV Timeout,43,46
12:06,2674,Tevonn Walker missed Jumper.,43,46
12:06,2309,Danny Pippen Defensive Rebound.,43,46
11:53,2309,Akiean Frederick missed Layup.,43,46
11:53,2309,Danny Pippen Offensive Rebound.,43,46
11:50,2309,Danny Pippen made Two Point Tip Shot.,45,46
11:29,2309,Foul on Taishaun Johnson.,45,46
11:29,2674,Official TV Timeout,45,46
11:29,2674,Joe Burton made Free Throw.,45,47
11:29,2674,Joe Burton made Free Throw.,45,48
11:17,2309,Taishaun Johnson missed Jumper.,45,48
11:17,2674,Marten Linssen Defensive Rebound.,45,48
11:06,2674,Bakari Evelyn missed Jumper.,45,48
11:06,2309,Mitch Peterson Defensive Rebound.,45,48
10:59,2674,Foul on Mileek McMillan.,45,48
10:59,2309,Taishaun Johnson missed Free Throw.,45,48
10:59,2309,Kent State Deadball Team Rebound.,45,48
10:59,2309,Taishaun Johnson missed Free Throw.,45,48
10:59,2674,Mileek McMillan Defensive Rebound.,45,48
10:43,2309,Foul on Danny Pippen.,45,48
10:43,2674,Marten Linssen missed Free Throw.,45,48
10:43,2674,Valparaiso Deadball Team Rebound.,45,48
10:43,2674,Marten Linssen made Free Throw.,45,49
10:27,2309,Jaylin Walker Turnover.,45,49
10:25,2674,Marten Linssen Steal.,45,49
10:14,2674,Tevonn Walker missed Three Point Jumper.,45,49
10:14,2309,Mitch Peterson Defensive Rebound.,45,49
10:03,2309,Mitch Peterson made Three Point Jumper. Assisted by Kevin Zabo.,48,49
9:45,2674,Marten Linssen made Layup. Assisted by Markus Golder.,48,51
9:45,2309,Foul on Danny Pippen.,48,51
9:45,2674,Marten Linssen made Free Throw.,48,52
9:31,2309,Adonis De La Rosa Turnover.,48,52
9:07,2309,Foul on Adonis De La Rosa.,48,52
9:07,2674,Tevonn Walker made Free Throw.,48,53
9:07,2674,Tevonn Walker made Free Throw.,48,54
8:56,2309,BJ Duling Turnover.,48,54
8:54,2674,Markus Golder Steal.,48,54
8:33,2674,Bakari Evelyn Turnover.,48,54
8:24,2309,Danny Pippen Turnover.,48,54
8:13,2674,Markus Golder Turnover.,48,54
8:00,2674,Foul on Marten Linssen.,48,54
8:00,2674,Official TV Timeout,48,54
8:00,2309,Danny Pippen made Free Throw.,49,54
8:00,2309,Danny Pippen made Free Throw.,50,54
7:44,2674,Max Joseph made Layup.,50,56
7:28,2309,Jaylin Walker made Jumper.,52,56
7:01,2674,Markus Golder made Layup.,52,58
6:41,2309,Jaylin Walker made Layup.,54,58
6:41,2674,Foul on Mileek McMillan.,54,58
6:41,2309,Jaylin Walker made Free Throw.,55,58
6:12,2674,Markus Golder made Three Point Jumper.,55,61
5:48,2309,Jaylin Walker missed Three Point Jumper.,55,61
5:48,2309,Mitch Peterson Offensive Rebound.,55,61
5:38,2674,Foul on Micah Bradford.,55,61
5:38,2309,Jalen Avery missed Free Throw.,55,61
5:38,2309,Kent State Deadball Team Rebound.,55,61
5:38,2309,Jalen Avery made Free Throw.,56,61
5:21,2674,Max Joseph made Layup.,56,63
4:53,2309,Jaylin Walker missed Jumper.,56,63
4:53,2309,Adonis De La Rosa Offensive Rebound.,56,63
4:47,2309,Adonis De La Rosa made Jumper.,58,63
4:46,2309,Kent State  Timeout,58,63
4:26,2674,Derrik Smits made Jumper. Assisted by Max Joseph.,58,65
4:09,2309,Akiean Frederick made Layup. Assisted by Jalen Avery.,60,65
4:08,2674,Foul on Derrik Smits.,60,65
4:08,2674,Technical Foul on Joe Burton.,60,65
4:08,2309,Jaylin Walker made Free Throw.,61,65
4:08,2309,Jaylin Walker made Free Throw.,62,65
4:08,2309,Akiean Frederick made Free Throw.,63,65
3:45,2674,Max Joseph missed Three Point Jumper.,63,65
3:45,2674,Derrik Smits Offensive Rebound.,63,65
3:41,2309,Foul on Akiean Frederick.,63,65
3:41,2674,Official TV Timeout,63,65
3:41,2674,Derrik Smits missed Free Throw.,63,65
3:41,2674,Valparaiso Deadball Team Rebound.,63,65
3:41,2674,Derrik Smits made Free Throw.,63,66
3:23,2674,Foul on Derrik Smits.,63,66
3:23,2309,Adonis De La Rosa made Free Throw.,64,66
3:23,2309,Adonis De La Rosa made Free Throw.,65,66
2:54,2674,Tevonn Walker missed Jumper.,65,66
2:54,2309,Adonis De La Rosa Defensive Rebound.,65,66
2:35,2309,Kevin Zabo missed Layup.,65,66
2:35,2674,Marten Linssen Defensive Rebound.,65,66
2:22,2674,Foul on Tevonn Walker.,65,66
2:22,2674,Tevonn Walker Turnover.,65,66
1:58,2309,Jaylin Walker Turnover.,65,66
1:57,2674,Bakari Evelyn Steal.,65,66
1:54,2674,Tevonn Walker made Layup. Assisted by Bakari Evelyn.,65,68
1:38,2309,Kent State  Timeout,65,68
1:25,2309,Kent State  Timeout,65,68
1:23,2309,Kevin Zabo missed Three Point Jumper.,65,68
1:23,2674,Markus Golder Defensive Rebound.,65,68
1:14,2674,Valparaiso  Timeout,65,68
0:56,2674,Bakari Evelyn missed Layup.,65,68
0:56,2674,Bakari Evelyn Offensive Rebound.,65,68
0:51,2674,Bakari Evelyn missed Layup.,65,68
0:51,2309,Jaylin Walker Defensive Rebound.,65,68
0:51,2674,Foul on Marten Linssen.,65,68
0:51,2309,Adonis De La Rosa made Free Throw.,66,68
0:51,2309,Adonis De La Rosa made Free Throw.,67,68
0:28,2674,Joe Burton made Three Point Jumper. Assisted by Bakari Evelyn.,67,71
0:21,2309,Jalen Avery Turnover.,67,71
0:19,2674,Bakari Evelyn Steal.,67,71
0:17,2309,Foul on Danny Pippen.,67,71
0:17,2674,Bakari Evelyn made Free Throw.,67,72
0:17,2674,Bakari Evelyn made Free Throw.,67,73
0:17,2309,Foul on Kevin Zabo.,67,73
0:17,2674,Bakari Evelyn made Free Throw.,67,74
0:17,2674,Bakari Evelyn made Free Throw.,67,75
0:09,2309,Jaylin Walker missed Three Point Jumper.,67,75
0:09,2674,Tevonn Walker Defensive Rebound.,67,75
0:00,2674,Markus Golder made Layup. Assisted by Bakari Evelyn.,67,77
0:00,2674,End of Game,69,75
