Duke,251,Texas,150
2:50,251,Dylan Osetkowski Defensive Rebound.,27,37
2:24,251,Andrew Jones missed Three Point Jumper.,27,37
2:24,251,Kerwin Roach II Offensive Rebound.,27,37
2:12,251,Jericho Sims made Dunk. Assisted by Andrew Jones.,27,39
2:00,150,Trevon Duval made Layup. Assisted by Wendell Carter Jr.,29,39
1:41,251,Jericho Sims made Layup. Assisted by Dylan Osetkowski.,29,41
1:24,251,Foul on Jericho Sims.,29,41
1:24,150,Wendell Carter Jr missed Free Throw.,29,41
1:24,150,Duke Deadball Team Rebound.,29,41
1:24,150,Wendell Carter Jr missed Free Throw.,29,41
1:24,251,Kerwin Roach II Defensive Rebound.,29,41
1:02,251,Matt Coleman missed Three Point Jumper.,29,41
1:02,150,Javin DeLaurier Defensive Rebound.,29,41
0:52,150,Trevon Duval Turnover.,29,41
0:52,251,Jericho Sims Steal.,29,41
0:45,251,Kerwin Roach II made Dunk.,29,43
0:34,150,Gary Trent Jr made Jumper.,31,43
0:09,251,Dylan Osetkowski missed Jumper.,31,43
0:09,150,Javin DeLaurier Defensive Rebound.,31,43
0:04,150,Duke  Timeout,31,43
0:04,150,Gary Trent Jr missed Three Point Jumper.,31,43
0:04,251,Texas Defensive Rebound.,31,43
0:00,251,End of 1st half,31,43
20:00,150,Jump Ball won by Duke,31,43
19:54,150,Marvin Bagley III missed Layup.,31,43
19:54,251,Dylan Osetkowski Defensive Rebound.,31,43
19:43,251,Andrew Jones missed Three Point Jumper.,31,43
19:43,150,Gary Trent Jr Defensive Rebound.,31,43
19:27,150,Gary Trent Jr missed Jumper.,31,43
19:27,251,Mohamed Bamba Defensive Rebound.,31,43
19:16,251,Dylan Osetkowski missed Layup.,31,43
19:16,150,Marvin Bagley III Defensive Rebound.,31,43
19:07,150,Grayson Allen made Three Point Jumper. Assisted by Marvin Bagley III.,34,43
18:45,150,Foul on Wendell Carter Jr.,34,43
18:27,251,Dylan Osetkowski Turnover.,34,43
18:27,150,Wendell Carter Jr Steal.,34,43
18:23,150,Grayson Allen missed Three Point Jumper.,34,43
18:23,150,Gary Trent Jr Offensive Rebound.,34,43
18:12,150,Gary Trent Jr missed Three Point Jumper.,34,43
18:12,251,Mohamed Bamba Defensive Rebound.,34,43
17:55,251,Mohamed Bamba missed Three Point Jumper.,34,43
17:55,150,Gary Trent Jr Defensive Rebound.,34,43
17:38,150,Marvin Bagley III made Dunk. Assisted by Grayson Allen.,36,43
17:32,251,Texas  Timeout,36,43
17:16,251,Dylan Osetkowski made Jumper.,36,45
17:02,150,Trevon Duval Turnover.,36,45
17:02,251,Kerwin Roach II Steal.,36,45
16:56,251,Mohamed Bamba made Dunk. Assisted by Andrew Jones.,36,47
16:27,150,Marvin Bagley III missed Jumper.,36,47
16:27,150,Duke Offensive Rebound.,36,47
16:22,150,Gary Trent Jr missed Three Point Jumper.,36,47
16:22,150,Marvin Bagley III Offensive Rebound.,36,47
16:22,251,Foul on Mohamed Bamba.,36,47
16:22,150,Marvin Bagley III made Free Throw.,37,47
16:22,150,Marvin Bagley III made Free Throw.,38,47
16:11,251,Kerwin Roach II made Layup.,38,49
15:58,251,Foul on Matt Coleman.,38,49
15:58,251,Official TV Timeout,38,49
15:47,150,Grayson Allen made Jumper. Assisted by Wendell Carter Jr.,40,49
15:25,251,Dylan Osetkowski missed Three Point Jumper.,40,49
15:25,150,Gary Trent Jr Defensive Rebound.,40,49
15:11,251,Foul on Jericho Sims.,40,49
15:11,150,Marvin Bagley III made Free Throw.,41,49
15:11,150,Marvin Bagley III made Free Throw.,42,49
14:51,251,Matt Coleman missed Three Point Jumper.,42,49
14:51,150,Wendell Carter Jr Defensive Rebound.,42,49
14:36,251,Foul on Matt Coleman.,42,49
14:36,150,Trevon Duval missed Free Throw.,42,49
14:36,150,Duke Deadball Team Rebound.,42,49
14:36,150,Trevon Duval missed Free Throw.,42,49
14:36,251,Jericho Sims Defensive Rebound.,42,49
14:32,251,Dylan Osetkowski made Dunk. Assisted by Andrew Jones.,42,51
14:24,150,Gary Trent Jr made Jumper.,44,51
14:03,251,Kerwin Roach II missed Jumper.,44,51
14:03,251,Jericho Sims Offensive Rebound.,44,51
13:53,251,Jericho Sims made Jumper.,44,53
13:41,150,Wendell Carter Jr missed Layup.,44,53
13:41,150,Marvin Bagley III Offensive Rebound.,44,53
13:41,150,Marvin Bagley III Turnover.,44,53
13:27,251,Dylan Osetkowski missed Layup.,44,53
13:27,150,Marvin Bagley III Defensive Rebound.,44,53
13:13,150,Trevon Duval missed Jumper.,44,53
13:13,150,Duke Offensive Rebound.,44,53
13:13,251,Foul on Dylan Osetkowski.,44,53
13:03,150,Grayson Allen made Dunk. Assisted by Marques Bolden.,46,53
12:50,150,Foul on Marques Bolden.,46,53
12:50,251,Andrew Jones made Free Throw.,46,54
12:50,251,Andrew Jones made Free Throw.,46,55
12:44,150,Marvin Bagley III missed Jumper.,46,55
12:44,251,Jericho Sims Defensive Rebound.,46,55
12:39,251,Jericho Sims Turnover.,46,55
12:39,150,Trevon Duval Steal.,46,55
12:33,251,Foul on Andrew Jones.,46,55
12:28,150,Marques Bolden missed Jumper.,46,55
12:28,251,Jericho Sims Defensive Rebound.,46,55
12:13,251,Kerwin Roach II made Dunk.,46,57
12:01,150,Trevon Duval missed Three Point Jumper.,46,57
12:01,251,Eric Davis Jr. Defensive Rebound.,46,57
11:44,251,Dylan Osetkowski made Layup. Assisted by Andrew Jones.,46,59
11:44,251,Official TV Timeout,46,59
11:44,150,Foul on Trevon Duval.,46,59
11:44,251,Official TV Timeout,46,59
11:44,251,Dylan Osetkowski made Free Throw.,46,60
11:38,150,Gary Trent Jr missed Three Point Jumper.,46,60
11:38,251,Mohamed Bamba Defensive Rebound.,46,60
11:23,251,Mohamed Bamba Turnover.,46,60
11:23,150,Trevon Duval Steal.,46,60
11:23,150,Trevon Duval Turnover.,46,60
11:23,251,Dylan Osetkowski Steal.,46,60
11:16,251,Dylan Osetkowski made Dunk.,46,62
10:57,150,Marvin Bagley III made Dunk.,48,62
10:45,251,Andrew Jones missed Jumper.,48,62
10:45,251,Dylan Osetkowski Offensive Rebound.,48,62
10:40,251,Dylan Osetkowski made Dunk.,48,64
10:06,251,Foul on Kerwin Roach II.,48,64
10:06,150,Grayson Allen made Free Throw.,49,64
10:06,150,Grayson Allen made Free Throw.,50,64
9:40,251,Dylan Osetkowski Turnover.,50,64
9:40,150,Marvin Bagley III Steal.,50,64
9:40,251,Foul on Mohamed Bamba.,50,64
9:40,150,Marvin Bagley III made Free Throw.,51,64
9:40,150,Marvin Bagley III made Free Throw.,52,64
9:15,150,Foul on Alex O'Connell.,52,64
9:11,251,Andrew Jones made Dunk. Assisted by Dylan Osetkowski.,52,66
8:57,150,Trevon Duval missed Three Point Jumper.,52,66
8:57,251,Matt Coleman Defensive Rebound.,52,66
8:51,150,Foul on Trevon Duval.,52,66
8:43,251,Matt Coleman missed Jumper.,52,66
8:43,150,Gary Trent Jr Defensive Rebound.,52,66
8:29,150,Alex O'Connell Turnover.,52,66
8:07,251,Jericho Sims missed Layup.,52,66
8:07,150,Marvin Bagley III Defensive Rebound.,52,66
7:47,251,Foul on Jericho Sims.,52,66
7:47,251,Official TV Timeout,52,66
7:47,150,Wendell Carter Jr made Free Throw.,53,66
7:47,150,Wendell Carter Jr missed Free Throw.,53,66
7:47,150,Alex O'Connell Offensive Rebound.,53,66
7:43,150,Grayson Allen made Three Point Jumper. Assisted by Gary Trent Jr.,56,66
7:28,251,Dylan Osetkowski missed Dunk.,56,66
7:28,150,Alex O'Connell Defensive Rebound.,56,66
7:05,150,Grayson Allen missed Three Point Jumper.,56,66
7:05,150,Marvin Bagley III Offensive Rebound.,56,66
7:05,150,Marvin Bagley III made Jumper.,58,66
6:58,251,Texas  Timeout,58,66
6:48,251,Andrew Jones Turnover.,58,66
6:48,150,Grayson Allen Steal.,58,66
6:42,150,Marvin Bagley III made Dunk. Assisted by Grayson Allen.,60,66
6:09,251,Dylan Osetkowski made Jumper.,60,68
6:00,150,Wendell Carter Jr made Jumper. Assisted by Marvin Bagley III.,62,68
5:25,251,Matt Coleman missed Jumper.,62,68
5:25,251,Matt Coleman Offensive Rebound.,62,68
5:24,150,Foul on Grayson Allen.,62,68
5:24,251,Mohamed Bamba made Free Throw.,62,69
5:24,251,Mohamed Bamba missed Free Throw.,62,69
5:24,150,Marvin Bagley III Defensive Rebound.,62,69
5:24,150,Grayson Allen missed Three Point Jumper.,62,69
5:24,251,Mohamed Bamba Defensive Rebound.,62,69
4:58,251,Foul on Kerwin Roach II.,62,69
4:58,251,Kerwin Roach II Turnover.,62,69
4:50,150,Wendell Carter Jr made Dunk. Assisted by Grayson Allen.,64,69
4:26,251,Dylan Osetkowski missed Layup.,64,69
4:26,150,Wendell Carter Jr Block.,64,69
4:26,251,Texas Offensive Rebound.,64,69
4:22,150,Foul on Wendell Carter Jr.,64,69
4:22,251,Matt Coleman made Free Throw.,64,70
4:22,251,Matt Coleman missed Free Throw.,64,70
4:22,150,Wendell Carter Jr Defensive Rebound.,64,70
4:18,150,Wendell Carter Jr made Layup. Assisted by Grayson Allen.,66,70
4:07,150,Duke  Timeout,66,70
3:46,251,Eric Davis Jr. Turnover.,66,70
3:46,150,Wendell Carter Jr Steal.,66,70
3:27,150,Wendell Carter Jr made Layup. Assisted by Grayson Allen.,68,70
3:02,251,Matt Coleman missed Three Point Jumper.,68,70
3:02,150,Marvin Bagley III Defensive Rebound.,68,70
2:41,150,Marvin Bagley III made Jumper.,70,70
2:19,251,Mohamed Bamba missed Three Point Jumper.,70,70
2:19,150,Grayson Allen Defensive Rebound.,70,70
2:00,150,Foul on Grayson Allen.,70,70
2:00,150,Grayson Allen Turnover.,70,70
1:46,251,Kerwin Roach II made Dunk.,70,72
1:25,150,Gary Trent Jr missed Three Point Jumper.,70,72
1:25,150,Wendell Carter Jr Offensive Rebound.,70,72
1:11,150,Duke  Timeout,70,72
0:53,251,Foul on Matt Coleman.,70,72
0:53,150,Trevon Duval missed Free Throw.,70,72
0:53,150,Duke Deadball Team Rebound.,70,72
0:53,150,Trevon Duval missed Free Throw.,70,72
0:53,150,Duke Offensive Rebound.,70,72
0:39,150,Marvin Bagley III missed Jumper.,70,72
0:39,251,Mohamed Bamba Block.,70,72
0:39,150,Duke Offensive Rebound.,70,72
0:35,150,Duke  Timeout,70,72
0:31,150,Gary Trent Jr made Layup.,72,72
0:31,251,Foul on Mohamed Bamba.,72,72
0:31,150,Gary Trent Jr made Free Throw.,73,72
0:17,150,Foul on Trevon Duval.,73,72
0:17,251,Matt Coleman made Free Throw.,73,73
0:17,251,Matt Coleman missed Free Throw.,73,73
0:17,150,Wendell Carter Jr Defensive Rebound.,73,73
0:05,150,Marvin Bagley III missed Three Point Jumper.,73,73
0:05,150,Alex O'Connell Offensive Rebound.,73,73
0:03,150,Marvin Bagley III missed Jumper.,73,73
0:03,150,Alex O'Connell Offensive Rebound.,73,73
0:03,150,Alex O'Connell missed Jumper.,73,73
0:03,150,Wendell Carter Jr Offensive Rebound.,73,73
0:03,150,Wendell Carter Jr missed Jumper.,73,73
0:03,251,Texas Defensive Rebound.,73,73
0:00,251,End of 2nd half,73,73
5:00,150,Jump Ball won by Duke,73,73
4:37,251,Foul on Dylan Osetkowski.,73,73
4:37,150,Marvin Bagley III missed Free Throw.,73,73
4:37,150,Duke Deadball Team Rebound.,73,73
4:37,150,Marvin Bagley III made Free Throw.,74,73
4:25,251,Foul on Jericho Sims.,74,73
4:25,251,Jericho Sims Turnover.,74,73
4:15,150,Marvin Bagley III made Dunk. Assisted by Trevon Duval.,76,73
3:58,251,Matt Coleman missed Layup.,76,73
3:58,150,Marvin Bagley III Defensive Rebound.,76,73
3:37,150,Marvin Bagley III made Dunk. Assisted by Trevon Duval.,78,73
3:22,251,Kerwin Roach II made Dunk.,78,75
2:55,150,Trevon Duval Turnover.,78,75
2:55,150,Foul on Trevon Duval.,78,75
2:39,150,Foul on Gary Trent Jr.,78,75
2:39,251,Kerwin Roach II missed Free Throw.,78,75
2:39,251,Texas Deadball Team Rebound.,78,75
2:39,251,Kerwin Roach II missed Free Throw.,78,75
2:39,150,Marvin Bagley III Defensive Rebound.,78,75
2:20,150,Wendell Carter Jr Turnover.,78,75
2:07,251,Matt Coleman missed Three Point Jumper.,78,75
2:07,150,Wendell Carter Jr Defensive Rebound.,78,75
1:42,150,Gary Trent Jr missed Jumper.,78,75
1:42,251,Andrew Jones Defensive Rebound.,78,75
1:35,251,Andrew Jones made Layup.,78,77
1:21,150,Duke  Timeout,78,77
1:21,251,Texas  Timeout,78,77
1:10,150,Marvin Bagley III made Layup. Assisted by Gary Trent Jr.,80,77
0:56,150,Foul on Wendell Carter Jr.,80,77
0:56,251,Matt Coleman made Free Throw.,80,78
0:56,251,Matt Coleman missed Free Throw.,80,78
0:56,150,Marvin Bagley III Defensive Rebound.,80,78
0:45,150,Wendell Carter Jr missed Layup.,80,78
0:45,150,Wendell Carter Jr Offensive Rebound.,80,78
0:32,150,Wendell Carter Jr made Dunk.,82,78
0:23,251,Eric Davis Jr. missed Layup.,82,78
0:23,251,Dylan Osetkowski Offensive Rebound.,82,78
0:11,251,Dylan Osetkowski missed Jumper.,82,78
0:11,150,Wendell Carter Jr Block.,82,78
0:11,251,Matt Coleman Offensive Rebound.,82,78
0:11,251,Matt Coleman missed Jumper.,82,78
0:11,150,Marvin Bagley III Defensive Rebound.,82,78
0:11,251,Foul on Eric Davis Jr..,82,78
0:11,150,Marvin Bagley III made Free Throw.,83,78
0:11,150,Marvin Bagley III missed Free Throw.,83,78
0:11,150,Gary Trent Jr Offensive Rebound.,83,78
0:11,251,Foul on Eric Davis Jr..,83,78
0:11,150,Gary Trent Jr made Free Throw.,84,78
0:11,150,Gary Trent Jr made Free Throw.,85,78
0:02,251,Eric Davis Jr. missed Dunk.,85,78
0:02,150,Javin DeLaurier Block.,85,78
0:02,150,Gary Trent Jr Defensive Rebound.,85,78
0:00,251,End of Game,85,78
