Eastern Washington,254,Utah,331
8:23,331,Mason Peatling missed Three Point Jumper.,15,23
8:23,254,Justin Bibbins Defensive Rebound.,15,23
8:10,254,David Collette missed Layup.,15,23
8:10,331,Richard Polanco Defensive Rebound.,15,23
8:02,331,Bogdan Bliznyuk missed Three Point Jumper.,15,23
8:02,254,Justin Bibbins Defensive Rebound.,15,23
7:51,331,Foul on Mason Peatling.,15,23
7:51,254,Official TV Timeout,15,23
7:51,254,David Collette made Free Throw.,15,24
7:51,254,David Collette made Free Throw.,15,25
7:35,331,Bogdan Bliznyuk missed Jumper.,15,25
7:35,254,Justin Bibbins Defensive Rebound.,15,25
7:14,254,David Collette made Jumper. Assisted by Tyler Rawson.,15,27
6:52,331,Jacob Davison made Jumper.,17,27
6:37,254,David Collette made Layup. Assisted by Tyler Rawson.,17,29
6:23,331,Mason Peatling missed Three Point Jumper.,17,29
6:23,254,Tyler Rawson Defensive Rebound.,17,29
6:12,254,Tyler Rawson made Three Point Jumper. Assisted by Parker Van Dyke.,17,32
6:11,331,Eastern Washington  Timeout,17,32
5:53,331,Richard Polanco missed Layup.,17,32
5:53,254,Jayce Johnson Defensive Rebound.,17,32
5:48,254,Parker Van Dyke made Layup. Assisted by Justin Bibbins.,17,34
5:29,331,Benas Griciunas missed Layup.,17,34
5:29,254,Jayce Johnson Defensive Rebound.,17,34
5:20,254,Tyler Rawson made Three Point Jumper. Assisted by Parker Van Dyke.,17,37
5:02,331,Benas Griciunas missed Jumper.,17,37
5:02,254,Justin Bibbins Defensive Rebound.,17,37
4:53,254,Tyler Rawson missed Three Point Jumper.,17,37
4:53,331,Benas Griciunas Defensive Rebound.,17,37
4:35,331,Jacob Davison made Three Point Jumper. Assisted by Jack Perry.,20,37
4:11,254,Parker Van Dyke missed Three Point Jumper.,20,37
4:11,331,Jacob Davison Defensive Rebound.,20,37
3:55,331,Benas Griciunas missed Jumper.,20,37
3:55,254,Justin Bibbins Defensive Rebound.,20,37
3:35,331,Foul on Richard Polanco.,20,37
3:35,254,Official TV Timeout,20,37
3:35,254,Jayce Johnson missed Free Throw.,20,37
3:35,254,Utah Deadball Team Rebound.,20,37
3:35,254,Jayce Johnson made Free Throw.,20,38
3:22,331,Jacob Davison made Jumper.,22,38
3:22,254,Foul on Sedrick Barefield.,22,38
3:22,331,Jacob Davison missed Free Throw.,22,38
3:22,254,Jayce Johnson Defensive Rebound.,22,38
3:04,254,Jayce Johnson missed Jumper.,22,38
3:04,331,Benas Griciunas Block.,22,38
3:03,331,Luka Vulikic Defensive Rebound.,22,38
3:00,331,Sir Washington missed Three Point Jumper.,22,38
3:00,331,Luka Vulikic Offensive Rebound.,22,38
2:38,331,Sir Washington made Jumper.,24,38
2:22,331,Foul on Luka Vulikic.,24,38
2:22,254,Jayce Johnson missed Free Throw.,24,38
2:22,254,Utah Deadball Team Rebound.,24,38
2:22,254,Jayce Johnson made Free Throw.,24,39
2:01,331,Bogdan Bliznyuk missed Jumper.,24,39
2:01,254,David Collette Defensive Rebound.,24,39
1:52,254,Sedrick Barefield made Three Point Jumper. Assisted by Justin Bibbins.,24,42
1:32,331,Sir Washington missed Jumper.,24,42
1:32,254,Tyler Rawson Defensive Rebound.,24,42
1:15,254,David Collette made Layup. Assisted by Tyler Rawson.,24,44
0:55,331,Bogdan Bliznyuk made Three Point Jumper.,27,44
0:22,254,Sedrick Barefield Turnover.,27,44
0:21,331,Jacob Davison Steal.,27,44
0:16,331,Jacob Davison Turnover.,27,44
0:15,254,Sedrick Barefield Steal.,27,44
0:08,254,David Collette made Layup. Assisted by Gabe Bealer.,27,46
0:01,331,Sir Washington missed Three Point Jumper.,27,46
0:01,254,Utah Defensive Rebound.,27,46
0:00,254,End of 1st half,27,46
19:48,254,Gabe Bealer made Three Point Jumper. Assisted by Justin Bibbins.,27,49
19:28,331,Jacob Davison missed Three Point Jumper.,27,49
19:28,254,Sedrick Barefield Defensive Rebound.,27,49
19:21,254,Sedrick Barefield made Three Point Jumper.,27,52
19:07,331,Bogdan Bliznyuk missed Three Point Jumper.,27,52
19:07,254,Sedrick Barefield Defensive Rebound.,27,52
18:57,254,Sedrick Barefield Turnover.,27,52
18:56,331,Bogdan Bliznyuk Steal.,27,52
18:51,254,Foul on Gabe Bealer.,27,52
18:51,331,Bogdan Bliznyuk missed Free Throw.,27,52
18:51,331,Eastern Washington Deadball Team Rebound.,27,52
18:51,331,Bogdan Bliznyuk missed Free Throw.,27,52
18:51,331,Luka Vulikic Offensive Rebound.,27,52
18:43,331,Benas Griciunas missed Jumper.,27,52
18:43,254,Justin Bibbins Defensive Rebound.,27,52
18:37,331,Foul on Luka Vulikic.,27,52
18:27,254,David Collette made Layup.,27,54
18:06,331,Luka Vulikic made Layup. Assisted by Benas Griciunas.,29,54
17:50,254,Justin Bibbins missed Three Point Jumper.,29,54
17:50,331,Bogdan Bliznyuk Defensive Rebound.,29,54
17:41,331,Bogdan Bliznyuk Turnover.,29,54
17:41,254,Justin Bibbins Steal.,29,54
17:39,331,Foul on Luka Vulikic.,29,54
17:39,331,Technical Foul on Eastern Washington.,29,54
17:39,254,Sedrick Barefield made Free Throw.,29,55
17:39,254,Sedrick Barefield made Free Throw.,29,56
17:35,254,David Collette made Layup. Assisted by Justin Bibbins.,29,58
17:19,331,Bogdan Bliznyuk missed Layup.,29,58
17:19,254,David Collette Block.,29,58
17:19,254,Sedrick Barefield Defensive Rebound.,29,58
17:11,254,Gabe Bealer missed Three Point Jumper.,29,58
17:11,254,David Collette Offensive Rebound.,29,58
16:57,254,David Collette made Dunk. Assisted by Tyler Rawson.,29,60
16:53,331,Eastern Washington  Timeout,29,60
16:53,254,Official TV Timeout,29,60
16:40,331,Jesse Hunt missed Three Point Jumper.,29,60
16:40,254,Sedrick Barefield Defensive Rebound.,29,60
16:25,254,Donnie Tillman missed Layup.,29,60
16:25,331,Jesse Hunt Defensive Rebound.,29,60
16:18,331,Ty Gibson made Three Point Jumper. Assisted by Jesse Hunt.,32,60
16:05,254,Sedrick Barefield made Jumper.,32,62
15:52,331,Jacob Davison Turnover.,32,62
15:51,254,Donnie Tillman Steal.,32,62
15:35,254,Donnie Tillman made Layup.,32,64
15:18,254,Foul on Tyler Rawson.,32,64
15:18,254,Official TV Timeout,32,64
15:10,331,Bogdan Bliznyuk made Layup.,34,64
14:52,254,Sedrick Barefield missed Three Point Jumper.,34,64
14:52,331,Jack Perry Defensive Rebound.,34,64
14:31,331,Jack Perry missed Three Point Jumper.,34,64
14:31,331,Jack Perry Offensive Rebound.,34,64
14:28,331,Bogdan Bliznyuk missed Three Point Jumper.,34,64
14:28,254,Parker Van Dyke Defensive Rebound.,34,64
14:13,254,Donnie Tillman missed Layup.,34,64
14:13,254,Jayce Johnson Offensive Rebound.,34,64
14:10,331,Foul on Jacob Davison.,34,64
14:07,254,Justin Bibbins made Three Point Jumper. Assisted by Kolbe Caldwell.,34,67
13:53,331,Jesse Hunt missed Three Point Jumper.,34,67
13:53,254,Justin Bibbins Defensive Rebound.,34,67
13:44,254,Kolbe Caldwell missed Three Point Jumper.,34,67
13:44,331,Eastern Washington Defensive Rebound.,34,67
13:31,254,Foul on Jayce Johnson.,34,67
13:31,331,Bogdan Bliznyuk made Free Throw.,35,67
13:31,331,Bogdan Bliznyuk made Free Throw.,36,67
13:11,254,Parker Van Dyke missed Three Point Jumper.,36,67
13:11,331,Jack Perry Defensive Rebound.,36,67
12:54,254,Foul on Kolbe Caldwell.,36,67
12:54,331,Jacob Davison missed Free Throw.,36,67
12:54,331,Eastern Washington Deadball Team Rebound.,36,67
12:54,331,Jacob Davison made Free Throw.,37,67
12:54,331,Jacob Davison made Free Throw.,38,67
12:43,254,Justin Bibbins missed Three Point Jumper.,38,67
12:43,331,Bogdan Bliznyuk Defensive Rebound.,38,67
12:32,331,Bogdan Bliznyuk missed Layup.,38,67
12:32,331,Bogdan Bliznyuk Offensive Rebound.,38,67
12:32,254,Foul on Jayce Johnson.,38,67
12:32,331,Bogdan Bliznyuk made Free Throw.,39,67
12:32,331,Bogdan Bliznyuk made Free Throw.,40,67
12:05,331,Foul on Mason Peatling.,40,67
12:05,254,Donnie Tillman made Free Throw.,40,68
12:05,254,Donnie Tillman made Free Throw.,40,69
11:50,331,Bogdan Bliznyuk missed Jumper.,40,69
11:50,331,Bogdan Bliznyuk Offensive Rebound.,40,69
11:46,331,Ty Gibson missed Three Point Jumper.,40,69
11:46,254,Christian Popoola Defensive Rebound.,40,69
11:26,254,Parker Van Dyke missed Three Point Jumper.,40,69
11:26,331,Mason Peatling Defensive Rebound.,40,69
11:15,331,Mason Peatling made Layup. Assisted by Luka Vulikic.,42,69
10:55,254,Justin Bibbins missed Jumper.,42,69
10:55,331,Bogdan Bliznyuk Defensive Rebound.,42,69
10:43,331,Jacob Davison missed Three Point Jumper.,42,69
10:43,254,Justin Bibbins Defensive Rebound.,42,69
10:19,254,Christian Popoola missed Three Point Jumper.,42,69
10:19,331,Ty Gibson Defensive Rebound.,42,69
10:06,331,Mason Peatling made Dunk. Assisted by Luka Vulikic.,44,69
9:35,254,Donnie Tillman missed Layup.,44,69
9:35,331,Jacob Davison Defensive Rebound.,44,69
9:27,331,Mason Peatling made Layup. Assisted by Jacob Davison.,46,69
9:23,254,Utah  Timeout,46,69
9:23,254,Official TV Timeout,46,69
9:01,254,Jayce Johnson made Jumper.,46,71
8:48,331,Mason Peatling made Jumper. Assisted by Luka Vulikic.,48,71
8:30,254,Justin Bibbins made Layup.,48,73
8:06,331,Luka Vulikic made Jumper.,50,73
7:45,254,Foul on Kolbe Caldwell.,50,73
7:45,254,Kolbe Caldwell Turnover.,50,73
7:45,254,Official TV Timeout,50,73
7:39,331,Luka Vulikic missed Three Point Jumper.,50,73
7:39,254,Tyler Rawson Defensive Rebound.,50,73
7:23,331,Foul on Richard Polanco.,50,73
7:22,254,Gabe Bealer missed Three Point Jumper.,50,73
7:22,254,Utah Offensive Rebound.,50,73
7:21,331,Foul on Sir Washington.,50,73
7:21,254,Jayce Johnson made Free Throw.,50,74
7:21,254,Jayce Johnson missed Free Throw.,50,74
7:21,331,Richard Polanco Defensive Rebound.,50,74
7:11,331,Luka Vulikic made Jumper.,52,74
6:53,254,Jayce Johnson made Layup. Assisted by Sedrick Barefield.,52,76
6:42,331,Richard Polanco made Layup. Assisted by Luka Vulikic.,54,76
6:17,254,Parker Van Dyke missed Layup.,54,76
6:17,331,Richard Polanco Defensive Rebound.,54,76
6:10,254,Foul on Jayce Johnson.,54,76
6:10,331,Sir Washington missed Free Throw.,54,76
6:10,331,Eastern Washington Deadball Team Rebound.,54,76
6:10,331,Sir Washington made Free Throw.,55,76
5:54,254,Foul on Jayce Johnson.,55,76
5:54,254,Jayce Johnson Turnover.,55,76
5:45,331,Sir Washington missed Layup.,55,76
5:45,254,Tyler Rawson Block.,55,76
5:45,331,Eastern Washington Offensive Rebound.,55,76
5:37,331,Luka Vulikic missed Three Point Jumper.,55,76
5:37,254,Utah Defensive Rebound.,55,76
5:36,331,Foul on Richard Polanco.,55,76
5:36,254,Tyler Rawson made Free Throw.,55,77
5:36,254,Tyler Rawson made Free Throw.,55,78
5:27,331,Jacob Davison Turnover.,55,78
5:27,254,Tyler Rawson Steal.,55,78
5:26,254,Tyler Rawson Turnover.,55,78
5:25,331,Sir Washington Steal.,55,78
5:25,254,Foul on Tyler Rawson.,55,78
5:25,331,Richard Polanco missed Free Throw.,55,78
5:25,331,Eastern Washington Deadball Team Rebound.,55,78
5:25,331,Richard Polanco made Free Throw.,56,78
5:02,254,Donnie Tillman Turnover.,56,78
5:01,331,Luka Vulikic Steal.,56,78
4:57,331,Sir Washington missed Layup.,56,78
4:57,254,Tyler Rawson Block.,56,78
4:56,254,Donnie Tillman Defensive Rebound.,56,78
4:35,254,Parker Van Dyke made Layup.,56,80
4:35,331,Foul on Sir Washington.,56,80
4:35,254,Parker Van Dyke made Free Throw.,56,81
4:22,331,Jacob Davison made Layup.,58,81
4:03,254,Jake Connor made Three Point Jumper. Assisted by Tyler Rawson.,58,84
3:46,331,Luka Vulikic Turnover.,58,84
3:45,254,Donnie Tillman Steal.,58,84
3:44,254,Official TV Timeout,58,84
3:19,254,Christian Popoola missed Jumper.,58,84
3:19,331,Luka Vulikic Defensive Rebound.,58,84
3:13,331,Jacob Davison made Dunk. Assisted by Luka Vulikic.,60,84
2:44,254,Christian Popoola missed Three Point Jumper.,60,84
2:44,331,Richard Polanco Defensive Rebound.,60,84
2:29,331,Richard Polanco missed Layup.,60,84
2:29,254,Donnie Tillman Defensive Rebound.,60,84
2:22,331,Foul on Richard Polanco.,60,84
2:22,254,Donnie Tillman missed Free Throw.,60,84
2:22,254,Utah Deadball Team Rebound.,60,84
2:22,254,Donnie Tillman made Free Throw.,60,85
2:12,331,Cody Benzel made Three Point Jumper. Assisted by Luka Vulikic.,63,85
1:44,254,Parker Van Dyke missed Three Point Jumper.,63,85
1:44,254,Jakub Jokl Offensive Rebound.,63,85
1:36,254,Jakub Jokl Turnover.,63,85
1:35,331,Richard Polanco Steal.,63,85
1:33,331,Richard Polanco made Layup.,65,85
1:09,254,Marc Reininger missed Jumper.,65,85
1:09,331,Jacob Davison Block.,65,85
1:08,331,Jacob Davison Defensive Rebound.,65,85
0:55,331,Luka Vulikic made Layup.,67,85
0:28,254,Parker Van Dyke Turnover.,67,85
0:28,331,Jacob Davison Steal.,67,85
0:26,254,Foul on Jake Connor.,67,85
0:26,331,Jacob Davison made Free Throw.,68,85
0:26,331,Jacob Davison made Free Throw.,69,85
0:00,254,End of Game,69,85
