Maryland-Eastern Shore,2296,Jackson State,2379
4:00,2379,Colen Gaynor made Three Point Jumper. Assisted by Tyler Jones.,29,31
3:37,2296,Maurice Rivers made Layup. Assisted by Paris Collins.,29,33
3:30,2379,Foul on Miryne Thomas.,29,33
3:30,2296,Maurice Rivers made Free Throw.,29,34
3:24,2296,Foul on Maurice Rivers.,29,34
3:23,2379,Colen Gaynor made Three Point Jumper. Assisted by Cameron Bacote.,32,34
3:08,2379,Foul on LeAndre Thomas.,32,34
3:06,2296,Jesse Love missed Free Throw.,32,34
2:59,2379,Maryland-Eastern Shore Deadball Team Rebound.,32,34
2:59,2296,Jesse Love made Free Throw.,32,35
2:35,2379,Colen Gaynor Turnover.,32,35
2:22,2379,Foul on Ahmad Frost.,32,35
2:08,2296,Chace Franklin made Free Throw.,32,36
2:08,2296,Chace Franklin made Free Throw.,32,37
1:48,2379,Cameron Bacote made Three Point Jumper. Assisted by Ahmad Frost.,35,37
1:17,2296,Julian Daughtry missed Three Point Jumper.,35,37
1:17,2379,Logan McIntosh Defensive Rebound.,35,37
1:11,2379,Logan McIntosh made Layup.,37,37
0:39,2296,Paris Collins missed Three Point Jumper.,37,37
0:39,2379,Tyler Jones Defensive Rebound.,37,37
0:18,2296,Foul on Jeremiah Jefferson.,37,37
0:00,2379,Logan McIntosh missed Jumper.,37,37
0:00,2296,Chace Franklin Defensive Rebound.,37,37
0:00,2296,End of 1st half,37,37
19:38,2296,Maurice Rivers missed Layup.,37,37
19:38,2296,Chace Franklin Offensive Rebound.,37,37
19:29,2296,Chace Franklin missed Three Point Jumper.,37,37
19:29,2379,Miryne Thomas Defensive Rebound.,37,37
19:11,2379,Ahmad Frost made Layup. Assisted by Tyler Jones.,39,37
18:46,2296,Chace Franklin made Three Point Jumper. Assisted by Paris Collins.,39,40
18:27,2296,Foul on Maurice Rivers.,39,40
18:27,2379,Tyler Jones made Free Throw.,40,40
18:27,2379,Tyler Jones made Free Throw.,41,40
18:21,2296,Paris Collins missed Layup.,41,40
18:21,2296,Demetrice Clopton Offensive Rebound.,41,40
18:10,2379,Foul on Colen Gaynor.,41,40
17:48,2296,Chace Franklin made Jumper.,41,42
17:40,2379,Logan McIntosh missed Jumper.,41,42
17:40,2379,Ahmad Frost Offensive Rebound.,41,42
17:09,2379,Miryne Thomas Turnover.,41,42
17:07,2296,Paris Collins Steal.,41,42
17:00,2296,Demetrice Clopton missed Layup.,41,42
17:00,2296,Julian Daughtry Offensive Rebound.,41,42
16:43,2379,Colen Gaynor Steal.,41,42
16:39,2379,Ahmad Frost Turnover.,41,42
16:37,2296,Chace Franklin Steal.,41,42
16:27,2379,Foul on Miryne Thomas.,41,42
16:27,2296,Chace Franklin made Free Throw.,41,43
16:27,2296,Chace Franklin missed Free Throw.,41,43
16:27,2379,Tyler Jones Defensive Rebound.,41,43
16:14,2379,Ahmad Frost made Layup.,43,43
15:48,2296,Jeremiah Jefferson missed Layup.,43,43
15:48,2379,Tyler Jones Defensive Rebound.,43,43
15:40,2379,Colen Gaynor Turnover.,43,43
15:21,2379,Foul on Ahmad Frost.,43,43
15:15,2296,Paris Collins made Free Throw.,43,44
15:15,2296,Paris Collins made Free Throw.,43,45
15:07,2296,Foul on Darius Austin.,43,45
14:53,2379,Ahmad Frost made Layup.,45,45
14:53,2296,Foul on Darius Austin.,45,45
14:53,2379,Ahmad Frost missed Free Throw.,45,45
14:53,2379,Ahmad Frost Offensive Rebound.,45,45
14:53,2296,Foul on Demetrice Clopton.,45,45
14:47,2379,Logan McIntosh made Free Throw.,46,45
14:47,2379,Logan McIntosh made Free Throw.,47,45
14:44,2296,Chace Franklin missed Jumper.,47,45
14:44,2379,Tyler Jones Defensive Rebound.,47,45
14:36,2379,LeAndre Thomas missed Layup.,47,45
14:36,2296,Maurice Rivers Defensive Rebound.,47,45
14:07,2296,Chace Franklin missed Layup.,47,45
14:07,2379,LeAndre Thomas Block.,47,45
14:07,2379,Cameron Bacote Defensive Rebound.,47,45
13:59,2379,Tyler Jones made Layup. Assisted by Cameron Bacote.,49,45
13:48,2296,Jeremiah Jefferson missed Three Point Jumper.,49,45
13:48,2379,Cameron Bacote Defensive Rebound.,49,45
13:41,2379,Tyler Jones made Three Point Jumper. Assisted by Cameron Bacote.,52,45
13:22,2296,Foul on Maurice Rivers.,52,45
13:22,2296,Maurice Rivers Turnover.,52,45
13:14,2379,Ahmad Frost Turnover.,52,45
13:12,2296,Charles Taylor Jr. Steal.,52,45
12:46,2296,Chace Franklin missed Three Point Jumper.,52,45
12:46,2379,Cameron Bacote Defensive Rebound.,52,45
12:25,2379,Tyler Jones missed Three Point Jumper.,52,45
12:25,2296,Paris Collins Defensive Rebound.,52,45
12:16,2296,Chace Franklin missed Three Point Jumper.,52,45
12:16,2296,Darius Austin Offensive Rebound.,52,45
11:59,2379,Foul on LeAndre Thomas.,52,45
11:59,2296,Jeremiah Jefferson missed Free Throw.,52,45
11:59,2296,Jackson State Deadball Team Rebound.,52,45
11:59,2296,Jeremiah Jefferson made Free Throw.,52,46
11:53,2379,Ahmad Frost missed Layup.,52,46
11:46,2379,Tyler Jones Offensive Rebound.,52,46
11:19,2379,Ahmad Frost missed Three Point Jumper.,52,46
11:19,2296,Jesse Love Defensive Rebound.,52,46
10:50,2296,Foul on Julian Daughtry.,52,46
10:50,2296,Julian Daughtry Turnover.,52,46
10:40,2379,Cameron Bacote missed Jumper.,52,46
10:40,2296,Charles Taylor Jr. Defensive Rebound.,52,46
10:23,2296,Jesse Love made Three Point Jumper. Assisted by Paris Collins.,52,49
10:16,2296,Foul on Paris Collins.,52,49
10:16,2379,Ahmad Frost made Free Throw.,53,49
10:16,2379,Ahmad Frost made Free Throw.,54,49
9:58,2296,Charles Taylor Jr. Turnover.,54,49
9:20,2379,Tyler Jones missed Jumper.,54,49
9:20,2296,Charles Taylor Jr. Defensive Rebound.,54,49
9:10,2296,Jeremiah Jefferson missed Three Point Jumper.,54,49
9:10,2379,Colen Gaynor Defensive Rebound.,54,49
8:48,2379,Colen Gaynor made Three Point Jumper. Assisted by Cameron Bacote.,57,49
8:28,2296,Chace Franklin missed Three Point Jumper.,57,49
8:28,2379,Logan McIntosh Defensive Rebound.,57,49
7:56,2379,Cameron Bacote Turnover.,57,49
7:51,2379,Foul on Ahmad Frost.,57,49
7:28,2296,Maurice Rivers missed Jumper.,57,49
7:28,2296,Julian Daughtry Offensive Rebound.,57,49
7:11,2296,Chace Franklin made Jumper.,57,51
6:41,2379,Ahmad Frost missed Three Point Jumper.,57,51
6:41,2379,Tyler Jones Offensive Rebound.,57,51
6:23,2379,Tyler Jones Turnover.,57,51
6:23,2296,Julian Daughtry missed Three Point Jumper.,57,51
6:23,2296,Maurice Rivers Offensive Rebound.,57,51
6:23,2296,Maurice Rivers Turnover.,57,51
6:23,2379,Logan McIntosh Steal.,57,51
6:23,2379,Logan McIntosh missed Layup.,57,51
6:23,2379,Miryne Thomas Offensive Rebound.,57,51
6:18,2296,Foul on Julian Daughtry.,57,51
6:18,2379,Miryne Thomas made Free Throw.,58,51
6:18,2379,Miryne Thomas missed Free Throw.,58,51
6:18,2379,Tyler Jones Offensive Rebound.,58,51
6:00,2379,Ahmad Frost missed Three Point Jumper.,58,51
6:00,2379,Tyler Jones Offensive Rebound.,58,51
5:32,2296,Foul on Chace Franklin.,58,51
5:32,2379,Miryne Thomas made Free Throw.,59,51
5:24,2379,Miryne Thomas made Free Throw.,60,51
5:02,2296,Paris Collins missed Layup.,60,51
5:02,2296,Maurice Rivers Offensive Rebound.,60,51
4:51,2296,Maurice Rivers made Dunk.,60,53
4:29,2296,Foul on Jeremiah Jefferson.,60,53
4:29,2379,Logan McIntosh made Free Throw.,61,53
4:29,2379,Logan McIntosh missed Free Throw.,61,53
4:29,2296,Maurice Rivers Defensive Rebound.,61,53
4:06,2296,Jeremiah Jefferson missed Three Point Jumper.,61,53
4:06,2296,Paris Collins Offensive Rebound.,61,53
4:00,2296,Paris Collins missed Layup.,61,53
4:00,2379,Colen Gaynor Block.,61,53
4:00,2296,Jackson State Offensive Rebound.,61,53
4:00,2296,Jeremiah Jefferson missed Three Point Jumper.,61,53
4:00,2296,Maurice Rivers Offensive Rebound.,61,53
4:00,2296,Maurice Rivers missed Jumper.,61,53
4:00,2296,Julian Daughtry Offensive Rebound.,61,53
3:43,2296,Jeremiah Jefferson made Three Point Jumper. Assisted by Chace Franklin.,61,56
3:28,2296,Foul on Jeremiah Jefferson.,61,56
3:28,2379,Ahmad Frost missed Free Throw.,61,56
3:28,2379,Maryland-Eastern Shore Deadball Team Rebound.,61,56
3:28,2379,Ahmad Frost missed Free Throw.,61,56
3:28,2296,Paris Collins Defensive Rebound.,61,56
3:12,2296,Jackson State  Turnover.,61,56
2:51,2296,Foul on Maurice Rivers.,61,56
2:44,2379,Tyler Jones made Free Throw.,62,56
2:44,2379,Tyler Jones missed Free Throw.,62,56
2:44,2296,Darius Austin Defensive Rebound.,62,56
2:40,2379,Foul on Tyler Jones.,62,56
2:27,2296,Chace Franklin missed Free Throw.,62,56
2:27,2296,Jackson State Deadball Team Rebound.,62,56
2:27,2296,Chace Franklin made Free Throw.,62,57
2:11,2379,Logan McIntosh Turnover.,62,57
2:11,2296,Jeremiah Jefferson missed Free Throw.,62,57
2:11,2296,Jackson State Offensive Rebound.,62,57
1:50,2296,Chace Franklin missed Three Point Jumper.,62,57
1:50,2296,Paris Collins Offensive Rebound.,62,57
1:45,2296,Paris Collins missed Layup.,62,57
1:45,2379,Tyler Jones Defensive Rebound.,62,57
1:41,2296,Foul on Paris Collins.,62,57
1:35,2379,Tyler Jones missed Free Throw.,62,57
1:35,2379,Maryland-Eastern Shore Deadball Team Rebound.,62,57
1:21,2296,Jeremiah Jefferson made Layup. Assisted by Darius Austin.,62,59
1:08,2296,Foul on Paris Collins.,62,59
1:08,2379,Miryne Thomas made Free Throw.,63,59
1:08,2379,Miryne Thomas made Free Throw.,64,59
0:43,2296,Jeremiah Jefferson missed Layup.,64,59
0:43,2379,Miryne Thomas Defensive Rebound.,64,59
0:37,2296,Foul on Jeremiah Jefferson.,64,59
0:37,2379,Logan McIntosh missed Free Throw.,64,59
0:37,2379,Maryland-Eastern Shore Deadball Team Rebound.,64,59
0:37,2379,Logan McIntosh missed Free Throw.,64,59
0:37,2296,Chace Franklin Defensive Rebound.,64,59
0:37,2296,Chace Franklin made Layup.,64,61
0:37,2379,Tyler Jones Turnover.,64,61
0:22,2296,Chace Franklin missed Three Point Jumper.,64,61
0:22,2296,Jeremiah Jefferson Offensive Rebound.,64,61
0:18,2296,Jeremiah Jefferson missed Three Point Jumper.,64,61
0:18,2379,Tyler Jones Defensive Rebound.,64,61
0:11,2296,Foul on Chace Franklin.,64,61
0:11,2379,Tyler Jones missed Free Throw.,64,61
0:11,2379,Maryland-Eastern Shore Deadball Team Rebound.,64,61
0:11,2379,Tyler Jones made Free Throw.,65,61
0:07,2296,Paris Collins missed Three Point Jumper.,65,61
0:07,2296,Julian Daughtry Offensive Rebound.,65,61
0:02,2296,Foul on Paris Collins.,65,61
0:02,2379,Tyler Jones missed Free Throw.,65,61
0:02,2379,Maryland-Eastern Shore Deadball Team Rebound.,65,61
0:02,2379,Tyler Jones made Free Throw.,66,61
0:00,2296,Julian Daughtry missed Jumper.,66,61
0:00,2379,Tyler Jones Defensive Rebound.,66,61
0:00,2296,Jeremiah Jefferson made Layup. Assisted by Chace Franklin.,66,63
0:00,2296,End of 2nd half,66,63
