Winthrop,2,Auburn,2737
13:53,2,Mustapha Heron made Dunk.,6,12
13:45,2,Foul on Anfernee McLemore.,6,12
13:42,2737,Austin Awad missed Three Point Jumper.,6,12
13:42,2,Chuma Okeke Defensive Rebound.,6,12
13:25,2,Malik Dunbar made Layup.,6,14
13:25,2737,Foul on Jermaine Ukaegbu.,6,14
13:25,2,Malik Dunbar missed Free Throw.,6,14
13:25,2737,Jermaine Ukaegbu Defensive Rebound.,6,14
13:18,2737,Nych Smith missed Jumper.,6,14
13:18,2737,Jermaine Ukaegbu Offensive Rebound.,6,14
13:16,2,Foul on Bryce Brown.,6,14
13:10,2737,Austin Awad missed Three Point Jumper.,6,14
13:10,2,Horace Spencer Defensive Rebound.,6,14
13:02,2,Davion Mitchell Turnover.,6,14
13:02,2737,Charles Falden Steal.,6,14
12:56,2737,Anders Broman Turnover.,6,14
12:54,2,Horace Spencer Steal.,6,14
12:51,2,Bryce Brown missed Three Point Jumper.,6,14
12:51,2,Malik Dunbar Offensive Rebound.,6,14
12:48,2,Malik Dunbar made Layup.,6,16
12:26,2737,Charles Falden made Layup.,8,16
12:26,2,Foul on Horace Spencer.,8,16
12:26,2737,Charles Falden made Free Throw.,9,16
12:15,2,Horace Spencer made Jumper.,9,18
12:01,2737,Jermaine Ukaegbu made Dunk.,11,18
11:30,2,Horace Spencer Turnover.,11,18
11:30,2737,Nych Smith Steal.,11,18
11:27,2,Official TV Timeout,11,18
11:27,2,Official TV Timeout,11,18
11:27,2,Official TV Timeout,11,18
11:27,2737,Foul on Josh Ferguson.,11,18
11:27,2737,Josh Ferguson Turnover.,11,18
11:27,2,Official TV Timeout,11,18
11:23,2,Desean Murray missed Three Point Jumper.,11,18
11:23,2737,Charles Falden Defensive Rebound.,11,18
11:12,2737,Bjorn Broman missed Three Point Jumper.,11,18
11:12,2,Bryce Brown Defensive Rebound.,11,18
10:49,2,Bryce Brown missed Three Point Jumper.,11,18
10:49,2737,Nych Smith Defensive Rebound.,11,18
10:40,2,Foul on Horace Spencer.,11,18
10:40,2737,Nych Smith made Free Throw.,12,18
10:40,2737,Nych Smith made Free Throw.,13,18
10:22,2,Chuma Okeke missed Layup.,13,18
10:22,2737,Jermaine Ukaegbu Block.,13,18
10:22,2,Auburn Offensive Rebound.,13,18
10:17,2,Malik Dunbar made Layup.,13,20
10:06,2737,Charles Falden missed Layup.,13,20
10:06,2,Malik Dunbar Defensive Rebound.,13,20
9:57,2,Mustapha Heron made Jumper. Assisted by Malik Dunbar.,13,22
9:35,2737,Kyle Zunic made Three Point Jumper.,16,22
9:17,2,Foul on Desean Murray.,16,22
9:17,2,Desean Murray Turnover.,16,22
9:17,2737,Kyle Zunic made Free Throw.,17,22
9:17,2737,Kyle Zunic missed Free Throw.,17,22
9:17,2,Chuma Okeke Defensive Rebound.,17,22
9:04,2737,Foul on Kyle Zunic.,17,22
9:04,2,Anfernee McLemore missed Free Throw.,17,22
9:04,2,Auburn Deadball Team Rebound.,17,22
9:04,2,Anfernee McLemore made Free Throw.,17,23
8:50,2737,Austin Awad made Three Point Jumper. Assisted by Kyle Zunic.,20,23
8:37,2,Mustapha Heron Turnover.,20,23
8:37,2,Auburn  Timeout,20,23
8:32,2737,Nych Smith made Jumper.,22,23
8:01,2,Anfernee McLemore made Dunk. Assisted by Jared Harper.,22,25
7:51,2737,Josh Ferguson made Dunk. Assisted by Nych Smith.,24,25
7:34,2,Mustapha Heron missed Jumper.,24,25
7:34,2,Anfernee McLemore Offensive Rebound.,24,25
7:30,2,Anfernee McLemore Turnover.,24,25
7:27,2737,Josh Ferguson Steal.,24,25
7:24,2737,Austin Awad made Three Point Jumper. Assisted by Kyle Zunic.,27,25
7:06,2737,Foul on Josh Ferguson.,27,25
7:06,2,Official TV Timeout,27,25
7:06,2,Anfernee McLemore missed Free Throw.,27,25
7:06,2,Auburn Deadball Team Rebound.,27,25
7:06,2,Anfernee McLemore made Free Throw.,27,26
6:51,2737,Austin Awad made Layup.,29,26
6:29,2,Desean Murray made Jumper.,29,28
6:29,2737,Foul on Kyle Zunic.,29,28
6:29,2,Desean Murray made Free Throw.,29,29
6:16,2737,Austin Awad missed Three Point Jumper.,29,29
6:16,2,Horace Spencer Defensive Rebound.,29,29
6:08,2,Mustapha Heron made Three Point Jumper. Assisted by Jared Harper.,29,32
6:07,2,Foul on Horace Spencer.,29,32
6:07,2737,Jermaine Ukaegbu missed Free Throw.,29,32
6:07,2737,Winthrop Deadball Team Rebound.,29,32
6:07,2737,Jermaine Ukaegbu missed Free Throw.,29,32
6:07,2737,Jermaine Ukaegbu Offensive Rebound.,29,32
6:05,2737,Jermaine Ukaegbu Turnover.,29,32
6:04,2,Mustapha Heron Steal.,29,32
6:02,2,Mustapha Heron made Free Throw.,29,34
6:02,2737,Foul on Jermaine Ukaegbu.,29,32
6:02,2,Mustapha Heron made Free Throw.,29,33
5:51,2737,Austin Awad Turnover.,29,34
5:48,2,Mustapha Heron Steal.,29,34
5:46,2,Mustapha Heron made Dunk.,29,36
5:46,2737,Winthrop  Timeout,29,36
5:33,2737,Anders Broman missed Three Point Jumper.,29,36
5:33,2,Mustapha Heron Defensive Rebound.,29,36
5:20,2,Chuma Okeke made Layup. Assisted by Desean Murray.,29,38
4:58,2737,Nych Smith made Three Point Jumper.,32,38
4:52,2,Mustapha Heron made Dunk. Assisted by Jared Harper.,32,40
4:44,2737,Nych Smith missed Three Point Jumper.,32,40
4:44,2,Jared Harper Defensive Rebound.,32,40
4:37,2,Jared Harper missed Three Point Jumper.,32,40
4:37,2,Desean Murray Offensive Rebound.,32,40
4:34,2,Desean Murray made Layup.,32,42
4:17,2737,Foul on Adam Pickett.,32,42
4:17,2737,Adam Pickett Turnover.,32,42
4:07,2,Desean Murray made Layup. Assisted by Malik Dunbar.,32,44
3:58,2737,Bjorn Broman Turnover.,32,44
3:55,2,Desean Murray Steal.,32,44
3:52,2,Bryce Brown missed Layup.,32,44
3:52,2737,Josh Ferguson Defensive Rebound.,32,44
3:47,2737,Josh Ferguson Turnover.,32,44
3:45,2,Chuma Okeke Steal.,32,44
3:43,2,Bryce Brown missed Three Point Jumper.,32,44
3:43,2737,Anders Broman Defensive Rebound.,32,44
3:21,2737,Josh Ferguson missed Layup.,32,44
3:21,2,Desean Murray Defensive Rebound.,32,44
2:57,2,Bryce Brown made Layup. Assisted by Davion Mitchell.,32,46
2:57,2737,Foul on Bjorn Broman.,32,46
2:57,2,Official TV Timeout,32,46
2:57,2,Bryce Brown made Free Throw.,32,47
2:44,2737,Bjorn Broman missed Three Point Jumper.,32,47
2:44,2,Mustapha Heron Defensive Rebound.,32,47
2:26,2,Davion Mitchell made Three Point Jumper.,32,50
2:13,2737,Nych Smith made Layup.,34,50
2:13,2,Foul on Bryce Brown.,34,50
2:13,2737,Nych Smith missed Free Throw.,34,50
2:13,2,Mustapha Heron Defensive Rebound.,34,50
1:58,2,Chuma Okeke made Three Point Jumper. Assisted by Bryce Brown.,34,53
1:48,2,Foul on Davion Mitchell.,34,53
1:48,2737,Nych Smith made Free Throw.,35,53
1:48,2737,Nych Smith made Free Throw.,36,53
1:38,2,Chuma Okeke missed Three Point Jumper.,36,53
1:38,2,Mustapha Heron Offensive Rebound.,36,53
1:33,2,Mustapha Heron made Layup.,36,55
1:33,2737,Foul on Anders Broman.,36,55
1:33,2,Mustapha Heron made Free Throw.,36,56
1:13,2737,Kyle Zunic Turnover.,36,56
1:11,2,Jared Harper Steal.,36,56
1:09,2737,Foul on Nych Smith.,36,56
1:09,2,Jared Harper made Free Throw.,36,57
1:09,2,Jared Harper made Free Throw.,36,58
0:56,2737,Nych Smith Turnover.,36,58
0:40,2,Mustapha Heron missed Three Point Jumper.,36,58
0:40,2737,Winthrop Defensive Rebound.,36,58
0:31,2737,Foul on Josh Ferguson.,36,58
0:31,2737,Josh Ferguson Turnover.,36,58
0:06,2,Davion Mitchell missed Layup.,36,58
0:06,2737,Kyle Zunic Block.,36,58
0:04,2737,Nych Smith Defensive Rebound.,36,58
0:02,2737,Nych Smith Turnover.,36,58
0:02,2,Davion Mitchell Steal.,36,58
0:00,2,End of 1st half,36,58
19:48,2,Bryce Brown missed Layup.,36,58
19:48,2737,Josh Ferguson Block.,36,58
19:45,2737,Bjorn Broman Defensive Rebound.,36,58
19:42,2737,Anders Broman missed Three Point Jumper.,36,58
19:42,2,Mustapha Heron Defensive Rebound.,36,58
19:33,2,Mustapha Heron missed Jumper.,36,58
19:33,2737,Kyle Zunic Defensive Rebound.,36,58
19:20,2737,Kyle Zunic missed Layup.,36,58
19:20,2,Horace Spencer Block.,36,58
19:18,2,Desean Murray Defensive Rebound.,36,58
19:13,2,Bryce Brown made Three Point Jumper. Assisted by Jared Harper.,36,61
18:48,2737,Jermaine Ukaegbu made Dunk. Assisted by Bjorn Broman.,38,61
18:19,2,Bryce Brown made Three Point Jumper. Assisted by Jared Harper.,38,64
18:02,2737,Anders Broman missed Three Point Jumper.,38,64
18:02,2737,Anders Broman Offensive Rebound.,38,64
17:55,2737,Jermaine Ukaegbu made Dunk. Assisted by Anders Broman.,40,64
17:37,2,Mustapha Heron made Jumper.,40,66
17:27,2,Foul on Horace Spencer.,40,66
17:27,2737,Bjorn Broman made Free Throw.,41,66
17:27,2737,Bjorn Broman made Free Throw.,42,66
17:18,2737,Foul on Jermaine Ukaegbu.,42,66
17:08,2,Bryce Brown made Three Point Jumper. Assisted by Jared Harper.,42,69
16:53,2,Foul on Mustapha Heron.,42,69
16:44,2737,Josh Ferguson missed Three Point Jumper.,42,69
16:44,2,Mustapha Heron Defensive Rebound.,42,69
16:40,2737,Foul on Josh Ferguson.,42,69
16:22,2,Anfernee McLemore made Dunk.,42,71
16:07,2737,Anders Broman made Three Point Jumper. Assisted by Kyle Zunic.,45,71
15:47,2,Desean Murray missed Layup.,45,71
15:47,2737,Jermaine Ukaegbu Defensive Rebound.,45,71
15:39,2737,Kyle Zunic made Three Point Jumper. Assisted by Nych Smith.,48,71
15:19,2,Foul on Anfernee McLemore.,48,71
15:19,2,Anfernee McLemore Turnover.,48,71
15:19,2,Official TV Timeout,48,71
15:08,2737,Kyle Zunic missed Layup.,48,71
15:08,2737,Jermaine Ukaegbu Offensive Rebound.,48,71
15:04,2,Foul on Mustapha Heron.,48,71
15:04,2737,Jermaine Ukaegbu made Free Throw.,49,71
15:04,2737,Jermaine Ukaegbu made Free Throw.,50,71
14:46,2,Chuma Okeke missed Three Point Jumper.,50,71
14:46,2737,Winthrop Deadball Team Rebound.,50,71
14:44,2737,Foul on Kyle Zunic.,50,71
14:42,2,Mustapha Heron made Layup. Assisted by Chuma Okeke.,50,73
14:34,2737,Anders Broman missed Three Point Jumper.,50,73
14:34,2737,Winthrop Deadball Team Rebound.,50,73
14:32,2,Foul on Anfernee McLemore.,50,73
14:14,2737,Nych Smith missed Jumper.,50,73
14:14,2,Desean Murray Block.,50,73
14:12,2,Desean Murray Defensive Rebound.,50,73
13:57,2,Malik Dunbar made Dunk. Assisted by Bryce Brown.,50,75
13:26,2737,Anders Broman missed Jumper.,50,75
13:26,2,Auburn Defensive Rebound.,50,75
13:11,2,Malik Dunbar missed Layup.,50,75
13:11,2737,Charles Falden Defensive Rebound.,50,75
13:04,2737,Charles Falden made Layup.,52,75
12:47,2,Malik Dunbar missed Jumper.,52,75
12:47,2,Malik Dunbar Offensive Rebound.,52,75
12:44,2,Malik Dunbar made Layup.,52,77
12:37,2737,Nych Smith missed Layup.,52,77
12:37,2,Desean Murray Defensive Rebound.,52,77
12:30,2,Bryce Brown made Three Point Jumper. Assisted by Davion Mitchell.,52,80
12:22,2,Auburn  Timeout,52,80
12:22,2737,Kyle Zunic Turnover.,52,80
12:12,2,Bryce Brown made Three Point Jumper.,52,83
11:41,2737,Kyle Zunic made Three Point Jumper. Assisted by Bjorn Broman.,55,83
11:26,2,Chuma Okeke missed Layup.,55,83
11:26,2737,Jermaine Ukaegbu Block.,55,83
11:24,2,Desean Murray Offensive Rebound.,55,83
11:22,2,Desean Murray made Layup.,55,85
11:16,2737,Austin Awad made Three Point Jumper. Assisted by Kyle Zunic.,58,85
10:59,2,Desean Murray made Jumper. Assisted by Davion Mitchell.,58,87
10:47,2737,Bjorn Broman made Layup.,60,87
10:39,2,Bryce Brown made Three Point Jumper. Assisted by Davion Mitchell.,60,90
10:27,2,Foul on Bryce Brown.,60,90
10:27,2,Official TV Timeout,60,90
10:11,2737,Charles Falden missed Jumper.,60,90
10:11,2,Desean Murray Defensive Rebound.,60,90
9:50,2737,Foul on Josh Ferguson.,60,90
9:50,2,Desean Murray missed Free Throw.,60,90
9:50,2,Auburn Deadball Team Rebound.,60,90
9:50,2,Desean Murray made Free Throw.,60,91
9:23,2737,Bjorn Broman made Three Point Jumper.,63,91
9:10,2737,Foul on Charles Falden.,63,91
9:10,2,Mustapha Heron made Free Throw.,63,92
9:10,2,Mustapha Heron made Free Throw.,63,93
8:53,2737,Charles Falden missed Layup.,63,93
8:53,2737,Jermaine Ukaegbu Offensive Rebound.,63,93
8:49,2737,Jermaine Ukaegbu missed Dunk.,63,93
8:49,2,Desean Murray Defensive Rebound.,63,93
8:43,2,Desean Murray missed Jumper.,63,93
8:43,2,Horace Spencer Offensive Rebound.,63,93
8:39,2,Horace Spencer missed Jumper.,63,93
8:39,2737,Austin Awad Defensive Rebound.,63,93
8:22,2737,Charles Falden Turnover.,63,93
8:21,2,Jared Harper Steal.,63,93
8:18,2737,Foul on Anders Broman.,63,93
8:18,2,Davion Mitchell made Free Throw.,63,94
8:18,2,Davion Mitchell made Free Throw.,63,95
7:49,2737,Anders Broman missed Three Point Jumper.,63,95
7:49,2,Horace Spencer Defensive Rebound.,63,95
7:47,2737,Foul on Jermaine Ukaegbu.,63,95
7:47,2,Official TV Timeout,63,95
7:47,2,Horace Spencer missed Free Throw.,63,95
7:47,2737,Winthrop Deadball Team Rebound.,63,95
7:47,2,Foul on Mustapha Heron.,63,95
7:47,2737,Tom Pupavac missed Free Throw.,63,95
7:47,2,Mustapha Heron Defensive Rebound.,63,95
7:30,2,Mustapha Heron made Jumper.,63,97
7:12,2,Foul on Chuma Okeke.,63,97
7:12,2737,Nych Smith missed Free Throw.,63,97
7:12,2,Horace Spencer Defensive Rebound.,63,97
6:53,2,Jared Harper Turnover.,63,97
6:52,2737,Mitch Hill Steal.,63,97
6:43,2737,Bjorn Broman missed Three Point Jumper.,63,97
6:43,2,Chuma Okeke Defensive Rebound.,63,97
6:23,2,Horace Spencer Turnover.,63,97
6:18,2737,Anders Broman missed Jumper.,63,97
6:17,2,Chuma Okeke Defensive Rebound.,63,97
6:01,2737,Foul on Anders Broman.,63,97
6:01,2,Mustapha Heron made Free Throw.,63,98
6:01,2,Mustapha Heron made Free Throw.,63,99
5:47,2737,Mitch Hill made Three Point Jumper. Assisted by Bjorn Broman.,66,99
5:34,2,Mustapha Heron made Three Point Jumper. Assisted by Jared Harper.,66,102
5:21,2737,Bjorn Broman made Three Point Jumper. Assisted by Mitch Hill.,69,102
5:05,2,Davion Mitchell made Jumper.,69,104
4:44,2737,Adam Pickett made Layup.,71,104
4:44,2,Foul on Mustapha Heron.,71,104
4:44,2737,Adam Pickett made Free Throw.,72,104
4:34,2,Foul on Anfernee McLemore.,72,104
4:34,2,Anfernee McLemore Turnover.,72,104
4:26,2737,Adam Pickett made Layup.,74,104
4:11,2737,Foul on Adam Pickett.,74,104
4:11,2,Davion Mitchell made Free Throw.,74,105
4:11,2,Davion Mitchell made Free Throw.,74,106
4:03,2737,Bjorn Broman missed Layup.,74,106
4:03,2737,Charles Falden Offensive Rebound.,74,106
3:58,2737,Mitch Hill made Three Point Jumper. Assisted by Charles Falden.,77,106
3:47,2,Malik Dunbar made Three Point Jumper. Assisted by Chuma Okeke.,77,109
3:26,2737,Jermaine Ukaegbu made Layup. Assisted by Adam Pickett.,79,109
3:08,2,Chuma Okeke made Three Point Jumper. Assisted by Davion Mitchell.,79,112
2:53,2737,Bjorn Broman missed Three Point Jumper.,79,112
2:53,2,Horace Spencer Defensive Rebound.,79,112
2:39,2,Official TV Timeout,79,112
2:39,2,Official TV Timeout,79,112
2:12,2,Brett Easterling made Jumper.,79,114
1:53,2,Foul on Thomas Collier.,79,114
1:53,2737,Adam Pickett missed Free Throw.,79,114
1:53,2737,Winthrop Deadball Team Rebound.,79,114
1:53,2737,Adam Pickett made Free Throw.,80,114
1:42,2,Foul on Thomas Collier.,80,114
1:42,2,Thomas Collier Turnover.,80,114
1:30,2737,Charles Falden missed Three Point Jumper.,80,114
1:30,2,Patrick Keim Defensive Rebound.,80,114
1:23,2737,Foul on Adam Pickett.,80,114
1:23,2,Patrick Keim missed Free Throw.,80,114
1:23,2,Auburn Deadball Team Rebound.,80,114
1:23,2,Patrick Keim missed Free Throw.,80,114
1:23,2,Auburn Offensive Rebound.,80,114
1:19,2,Patrick Keim Turnover.,80,114
1:06,2737,Mitch Hill missed Layup.,80,114
1:06,2,Devontae Williams Defensive Rebound.,80,114
0:56,2737,Foul on Tom Pupavac.,80,114
0:56,2,Cole Blackstock made Free Throw.,80,115
0:56,2,Cole Blackstock made Free Throw.,80,116
0:45,2737,Kyle Zunic missed Three Point Jumper.,80,116
0:45,2737,Mitch Hill Offensive Rebound.,80,116
0:37,2737,Mitch Hill made Three Point Jumper. Assisted by Charles Falden.,83,116
0:23,2,Patrick Keim made Three Point Jumper. Assisted by Devontae Williams.,83,119
0:16,2737,Adam Pickett made Layup.,85,119
0:00,2,End of Game,85,119
