Presbyterian,2130,Chicago State,2506
15:34,2130,Foul on Deionte Simmons.,38,37
15:34,2506,Reggie Dillard made Free Throw.,39,37
15:34,2506,Reggie Dillard made Free Throw.,40,37
15:20,2506,Foul on Ruben Arroyo.,40,37
15:20,2130,Foul on Deionte Simmons.,40,37
15:20,2130,Deionte Simmons Turnover.,40,37
15:02,2506,Reggie Dillard Turnover.,40,37
15:01,2130,Anthony Harris Steal.,40,37
15:00,2506,Foul on Reggie Dillard.,40,37
15:00,2130,Anthony Harris missed Free Throw.,40,37
15:00,2130,Chicago State Deadball Team Rebound.,40,37
15:00,2130,Anthony Harris made Free Throw.,40,38
14:45,2506,Armel TeTe missed Layup.,40,38
14:45,2130,Deionte Simmons Defensive Rebound.,40,38
14:27,2130,Anthony Harris made Layup.,40,40
14:04,2506,Reggie Dillard made Three Point Jumper. Assisted by Davon Bell.,43,40
13:51,2130,Fred Sims Jr. missed Jumper.,43,40
13:51,2130,Deionte Simmons Offensive Rebound.,43,40
13:49,2130,Deionte Simmons made Layup.,43,42
13:49,2506,Foul on Armel TeTe.,43,42
13:49,2130,Deionte Simmons missed Free Throw.,43,42
13:49,2506,Presbyterian Defensive Rebound.,43,42
13:33,2506,Davon Bell Turnover.,43,42
13:33,2130,Deionte Simmons Steal.,43,42
13:33,2506,Foul on Armel TeTe.,43,42
13:20,2130,Deionte Simmons made Jumper. Assisted by Anthony Harris.,43,44
13:01,2506,Romeo Crouch made Three Point Jumper.,46,44
12:43,2130,Fred Sims Jr. made Three Point Jumper. Assisted by Glen Burns.,46,47
12:25,2506,Reggie Dillard Turnover.,46,47
12:24,2130,Glen Burns Steal.,46,47
12:11,2130,Fred Sims Jr. made Three Point Jumper. Assisted by Glen Burns.,46,50
11:48,2506,Davon Bell made Layup.,48,50
11:28,2130,Fred Sims Jr. missed Jumper.,48,50
11:28,2506,Reggie Dillard Defensive Rebound.,48,50
11:16,2130,Official TV Timeout,48,50
11:15,2506,JC Younger made Three Point Jumper. Assisted by Davon Bell.,51,50
10:50,2130,Deionte Simmons Turnover.,51,50
10:48,2506,JC Younger Steal.,51,50
10:46,2506,Romeo Crouch missed Layup.,51,50
10:46,2130,Montana Byrd Defensive Rebound.,51,50
10:30,2130,Montana Byrd made Three Point Jumper. Assisted by Glen Burns.,51,53
9:51,2506,Reggie Dillard missed Three Point Jumper.,51,53
9:51,2130,Chicago State Defensive Rebound.,51,53
9:36,2130,Fred Sims Jr. missed Three Point Jumper.,51,53
9:36,2130,Deionte Simmons Offensive Rebound.,51,53
9:33,2130,Deionte Simmons missed Layup.,51,53
9:33,2130,Deionte Simmons Offensive Rebound.,51,53
9:30,2130,Deionte Simmons made Two Point Tip Shot.,51,55
9:14,2130,Foul on Deionte Simmons.,51,55
9:12,2130,Foul on Montana Byrd.,51,55
9:12,2506,Davon Bell made Free Throw.,52,55
9:12,2506,Davon Bell made Free Throw.,53,55
8:45,2130,Fred Sims Jr. made Jumper.,53,57
8:32,2506,Foul on Francois Lewis.,53,57
8:32,2506,Francois Lewis Turnover.,53,57
8:10,2130,Fred Sims Jr. Turnover.,53,57
8:10,2506,Davon Bell Steal.,53,57
8:09,2130,Foul on Fred Sims Jr..,53,57
8:09,2506,Davon Bell made Free Throw.,54,57
8:09,2506,Davon Bell made Free Throw.,55,57
7:58,2130,Fred Sims Jr. made Three Point Jumper. Assisted by Glen Burns.,55,60
7:57,2130,Chicago State  Timeout,55,60
7:57,2130,Official TV Timeout,55,60
7:34,2506,Davon Bell missed Three Point Jumper.,55,60
7:34,2506,Armel TeTe Offensive Rebound.,55,60
7:30,2506,JC Younger missed Three Point Jumper.,55,60
7:30,2130,Montana Byrd Defensive Rebound.,55,60
7:16,2130,Montana Byrd missed Three Point Jumper.,55,60
7:16,2506,Davon Bell Defensive Rebound.,55,60
7:04,2130,Foul on Montana Byrd.,55,60
7:04,2506,Davon Bell made Free Throw.,56,60
7:04,2506,Davon Bell made Free Throw.,57,60
6:50,2130,Fred Sims Jr. made Layup.,57,62
6:28,2506,JC Younger missed Layup.,57,62
6:28,2506,Presbyterian Offensive Rebound.,57,62
6:22,2506,Reggie Dillard made Layup. Assisted by JC Younger.,59,62
5:54,2130,Deionte Simmons made Layup.,59,64
5:22,2130,Foul on Jelani Pruitt.,59,64
5:22,2506,Davon Bell made Free Throw.,60,64
5:22,2506,Davon Bell made Free Throw.,61,64
5:07,2130,Fred Sims Jr. missed Jumper.,61,64
5:07,2506,Davon Bell Defensive Rebound.,61,64
4:57,2506,Foul on Reggie Dillard.,61,64
4:57,2506,Reggie Dillard Turnover.,61,64
4:38,2130,Jelani Pruitt Turnover.,61,64
4:25,2506,Armel TeTe made Layup. Assisted by Reggie Dillard.,63,64
4:25,2130,Foul on Anthony Harris.,63,64
4:25,2506,Armel TeTe made Free Throw.,64,64
4:01,2130,Deionte Simmons made Dunk. Assisted by Anthony Harris.,64,66
3:44,2506,Ethan Kay made Three Point Jumper. Assisted by Reggie Dillard.,67,66
3:25,2130,Anthony Harris Turnover.,67,66
3:24,2506,Davon Bell Steal.,67,66
3:17,2506,Romeo Crouch Turnover.,67,66
3:17,2130,Official TV Timeout,67,66
3:08,2130,Glen Burns Turnover.,67,66
2:44,2506,Reggie Dillard missed Layup.,67,66
2:44,2130,Glen Burns Defensive Rebound.,67,66
2:33,2506,Foul on Armel TeTe.,67,66
2:33,2130,Deionte Simmons made Free Throw.,67,67
2:33,2130,Deionte Simmons made Free Throw.,67,68
2:33,2130,Chicago State  Timeout,67,68
2:33,2130,Foul on Fred Sims Jr..,67,68
2:33,2506,Davon Bell missed Free Throw.,67,68
2:33,2506,Presbyterian Deadball Team Rebound.,67,68
2:33,2506,Davon Bell missed Free Throw.,67,68
2:33,2130,Montana Byrd Defensive Rebound.,67,68
2:33,2506,Foul on Reggie Dillard.,67,68
2:33,2130,Montana Byrd missed Free Throw.,67,68
2:33,2506,Romeo Crouch Defensive Rebound.,67,68
2:11,2506,Reggie Dillard made Three Point Jumper. Assisted by Davon Bell.,70,68
2:02,2506,Presbyterian  Timeout,70,68
1:46,2130,Fred Sims Jr. made Layup.,70,70
1:46,2506,Foul on Armel TeTe.,70,70
1:46,2130,Fred Sims Jr. made Free Throw.,70,71
1:28,2130,Foul on Anthony Harris.,70,71
1:28,2506,Reggie Dillard missed Free Throw.,70,71
1:28,2506,Presbyterian Deadball Team Rebound.,70,71
1:28,2506,Reggie Dillard made Free Throw.,71,71
1:00,2130,Anthony Harris missed Three Point Jumper.,71,71
1:00,2506,Reggie Dillard Block.,71,71
1:00,2506,Presbyterian Defensive Rebound.,71,71
0:45,2506,Reggie Dillard missed Layup.,71,71
0:45,2130,Deionte Simmons Defensive Rebound.,71,71
0:38,2130,Deionte Simmons made Layup. Assisted by Anthony Harris.,71,73
0:28,2506,Ethan Kay made Three Point Jumper. Assisted by Davon Bell.,74,73
0:28,2506,Presbyterian  Timeout,74,73
0:09,2130,Fred Sims Jr. missed Three Point Jumper.,74,73
0:09,2506,JC Younger Defensive Rebound.,74,73
0:07,2130,Foul on Glen Burns.,74,73
0:07,2506,JC Younger missed Free Throw.,74,73
0:07,2506,Presbyterian Deadball Team Rebound.,74,73
0:07,2506,JC Younger made Free Throw.,75,73
0:01,2130,Travon Bell missed Three Point Jumper.,75,73
0:01,2506,Reggie Dillard Block.,75,73
0:00,2506,Francois Lewis Defensive Rebound.,75,73
0:00,2130,End of Game,75,73
