Arkansas State,58,South Florida,2032
1:57,2032,Deven Simms Defensive Rebound.,26,29
1:54,58,Foul on Justin Brown.,26,29
1:24,2032,Deven Simms missed Jumper.,26,29
1:24,2032,Tristin Walley Offensive Rebound.,26,29
1:21,2032,Tristin Walley missed Layup.,26,29
1:21,2032,Tristin Walley Offensive Rebound.,26,29
1:19,2032,Tristin Walley made Layup.,28,29
1:04,58,Malik Martin made Layup. Assisted by Terrence Samuel.,28,31
0:45,2032,Arkansas State  Timeout,28,31
0:37,2032,Deven Simms Turnover.,28,31
0:33,58,Tulio Da Silva made Layup.,28,33
0:05,2032,Marquis Eaton made Jumper.,30,33
0:00,58,End of 1st half,30,33
19:48,2032,Ty Cockfield Turnover.,30,33
19:31,58,Payton Banks made Jumper.,30,35
19:14,2032,Tamas Bruce missed Layup.,30,35
19:14,58,Malik Martin Defensive Rebound.,30,35
19:07,58,Nikola Scekic made Layup. Assisted by Stephan Jiggetts.,30,37
18:58,58,Foul on Nikola Scekic.,30,37
18:46,2032,Tristin Walley made Three Point Jumper. Assisted by Ty Cockfield.,33,37
18:14,58,Stephan Jiggetts Turnover.,33,37
18:12,2032,Rashad Lindsey Steal.,33,37
18:08,2032,Rashad Lindsey Turnover.,33,37
18:07,58,Terrence Samuel Steal.,33,37
18:03,58,Payton Banks made Layup. Assisted by Terrence Samuel.,33,39
17:56,58,Foul on Malik Martin.,33,39
17:56,2032,Tamas Bruce made Free Throw.,34,39
17:56,2032,Tamas Bruce missed Free Throw.,34,39
17:56,58,Nikola Scekic Defensive Rebound.,34,39
17:30,58,Stephan Jiggetts missed Jumper.,34,39
17:30,2032,Tristin Walley Defensive Rebound.,34,39
17:21,2032,Connor Kern missed Layup.,34,39
17:21,2032,Arkansas State Offensive Rebound.,34,39
17:04,2032,Ty Cockfield missed Layup.,34,39
17:04,58,Nikola Scekic Block.,34,39
17:03,58,Nikola Scekic Defensive Rebound.,34,39
16:58,58,Payton Banks missed Three Point Jumper.,34,39
16:58,2032,Tamas Bruce Defensive Rebound.,34,39
16:49,2032,Deven Simms made Layup.,36,39
16:34,2032,Foul on Deven Simms.,36,39
16:23,58,Nikola Scekic Turnover.,36,39
16:23,58,Foul on Nikola Scekic.,36,39
16:06,2032,Deven Simms missed Three Point Jumper.,36,39
16:06,2032,Tamas Bruce Offensive Rebound.,36,39
15:54,2032,Deven Simms missed Three Point Jumper.,36,39
15:54,58,Payton Banks Defensive Rebound.,36,39
15:51,2032,Foul on C.J. Foster.,36,39
15:51,58,Official TV Timeout,36,39
15:32,58,Tulio Da Silva missed Jumper.,36,39
15:32,58,Malik Martin Offensive Rebound.,36,39
15:27,58,Stephan Jiggetts missed Three Point Jumper.,36,39
15:27,2032,Rashad Lindsey Defensive Rebound.,36,39
15:20,58,Foul on Payton Banks.,36,39
15:12,2032,Ty Cockfield made Layup.,38,39
14:56,2032,Foul on C.J. Foster.,38,39
14:56,58,Malik Martin made Free Throw.,38,40
14:56,58,Malik Martin made Free Throw.,38,41
14:31,2032,Deven Simms made Jumper.,40,41
14:18,2032,Foul on Rashad Lindsey.,40,41
14:10,58,Malik Martin missed Jumper.,40,41
14:10,2032,Ty Cockfield Defensive Rebound.,40,41
13:57,2032,Deven Simms missed Jumper.,40,41
13:57,58,David Collins Defensive Rebound.,40,41
13:51,58,Payton Banks missed Three Point Jumper.,40,41
13:51,58,Malik Martin Offensive Rebound.,40,41
13:47,58,Malik Martin made Dunk.,40,43
13:25,58,Foul on Terrence Samuel.,40,43
13:16,2032,Deven Simms missed Layup.,40,43
13:16,58,Malik Martin Block.,40,43
13:15,58,Malik Martin Defensive Rebound.,40,43
13:11,58,Terrence Samuel Turnover.,40,43
13:01,2032,Deven Simms Turnover.,40,43
13:00,58,Malik Martin Steal.,40,43
12:52,58,David Collins missed Three Point Jumper.,40,43
12:52,2032,Arkansas State Defensive Rebound.,40,43
12:49,58,Foul on Justin Brown.,40,43
12:33,2032,Ty Cockfield made Three Point Jumper. Assisted by Tamas Bruce.,43,43
12:00,2032,Foul on Tamas Bruce.,43,43
11:56,2032,Foul on Tristin Walley.,43,43
11:56,58,Official TV Timeout,43,43
11:50,58,Malik Martin made Layup. Assisted by Justin Brown.,43,45
11:27,2032,Jake Scoggins missed Jumper.,43,45
11:27,58,Justin Brown Defensive Rebound.,43,45
11:04,58,Tulio Da Silva Turnover.,43,45
11:04,58,Foul on Tulio Da Silva.,43,45
10:38,2032,Jake Scoggins missed Layup.,43,45
10:38,58,Malik Martin Block.,43,45
10:37,58,Tulio Da Silva Defensive Rebound.,43,45
10:32,58,Malik Martin made Layup. Assisted by David Collins.,43,47
10:24,2032,Tristin Walley missed Three Point Jumper.,43,47
10:24,58,Tulio Da Silva Defensive Rebound.,43,47
10:15,58,Tulio Da Silva made Layup.,43,49
10:15,2032,Foul on Rashad Lindsey.,43,49
10:15,58,Tulio Da Silva made Free Throw.,43,50
9:56,2032,Deven Simms made Layup.,45,50
9:37,58,Tulio Da Silva missed Jumper.,45,50
9:37,2032,Tristin Walley Defensive Rebound.,45,50
9:24,2032,Deven Simms missed Layup.,45,50
9:24,2032,Arkansas State Offensive Rebound.,45,50
9:15,2032,Ty Cockfield missed Three Point Jumper.,45,50
9:15,58,Tulio Da Silva Defensive Rebound.,45,50
9:07,58,Justin Brown missed Layup.,45,50
9:07,2032,Arkansas State Defensive Rebound.,45,50
8:50,2032,Deven Simms Turnover.,45,50
8:49,58,Stephan Jiggetts Steal.,45,50
8:44,58,Stephan Jiggetts missed Layup.,45,50
8:44,58,Justin Brown Offensive Rebound.,45,50
8:43,58,Justin Brown missed Layup.,45,50
8:43,2032,Arkansas State Defensive Rebound.,45,50
8:22,2032,Ty Cockfield missed Three Point Jumper.,45,50
8:22,2032,Tamas Bruce Offensive Rebound.,45,50
8:20,58,Foul on Payton Banks.,45,50
8:20,2032,Tamas Bruce missed Free Throw.,45,50
8:20,58,Nikola Scekic Defensive Rebound.,45,50
8:07,58,Tulio Da Silva made Jumper. Assisted by David Collins.,45,52
7:51,58,Foul on Nikola Scekic.,45,52
7:51,58,Official TV Timeout,45,52
7:51,2032,Tamas Bruce made Free Throw.,46,52
7:51,2032,Tamas Bruce made Free Throw.,47,52
7:44,2032,Foul on Marquis Eaton.,47,52
7:44,58,Payton Banks made Free Throw.,47,53
7:44,58,Payton Banks made Free Throw.,47,54
7:22,2032,Ty Cockfield Turnover.,47,54
7:04,58,Tulio Da Silva missed Jumper.,47,54
7:04,2032,Arkansas State Defensive Rebound.,47,54
6:39,2032,Marquis Eaton Turnover.,47,54
6:39,2032,Foul on Marquis Eaton.,47,54
6:10,58,Malik Martin made Dunk. Assisted by Payton Banks.,47,56
5:44,2032,Tristin Walley missed Three Point Jumper.,47,56
5:44,58,Malik Martin Defensive Rebound.,47,56
5:36,2032,Foul on Tristin Walley.,47,56
5:36,58,Tulio Da Silva made Free Throw.,47,57
5:36,58,Tulio Da Silva made Free Throw.,47,58
5:27,58,Foul on Tulio Da Silva.,47,58
5:27,2032,Deven Simms made Free Throw.,48,58
5:27,2032,Deven Simms made Free Throw.,49,58
5:07,58,Malik Martin made Layup.,49,60
4:45,2032,Deven Simms missed Jumper.,49,60
4:45,58,Malik Martin Block.,49,60
4:44,58,Malik Martin Defensive Rebound.,49,60
4:39,58,Terrence Samuel missed Layup.,49,60
4:39,58,Malik Martin Offensive Rebound.,49,60
4:35,58,Malik Martin made Layup.,49,62
4:26,2032,Deven Simms missed Three Point Jumper.,49,62
4:26,58,Payton Banks Defensive Rebound.,49,62
4:05,58,Terrence Samuel missed Three Point Jumper.,49,62
4:05,2032,Arkansas State Defensive Rebound.,49,62
4:01,58,Official TV Timeout,49,62
3:54,2032,Tristin Walley missed Layup.,49,62
3:54,58,Nikola Scekic Block.,49,62
3:53,2032,Tristin Walley Offensive Rebound.,49,62
3:50,2032,Ty Cockfield made Three Point Jumper. Assisted by Tristin Walley.,52,62
3:15,58,Tulio Da Silva Turnover.,52,62
3:15,58,Foul on Tulio Da Silva.,52,62
3:02,2032,Ty Cockfield missed Three Point Jumper.,52,62
3:02,58,Payton Banks Defensive Rebound.,52,62
2:58,2032,Foul on Tristin Walley.,52,62
2:58,58,Payton Banks made Free Throw.,52,63
2:58,58,Payton Banks missed Free Throw.,52,63
2:58,2032,Deven Simms Defensive Rebound.,52,63
2:48,58,Foul on Tulio Da Silva.,52,63
2:48,2032,Tristin Walley missed Free Throw.,52,63
2:48,2032,Arkansas State Deadball Team Rebound.,52,63
2:48,2032,Tristin Walley missed Free Throw.,52,63
2:48,2032,Arkansas State Offensive Rebound.,52,63
2:46,2032,Arkansas State  Timeout,52,63
2:46,58,Official TV Timeout,52,63
2:41,2032,Connor Kern missed Three Point Jumper.,52,63
2:41,58,Terrence Samuel Defensive Rebound.,52,63
2:10,58,Stephan Jiggetts made Layup.,52,65
1:59,2032,Deven Simms made Jumper. Assisted by Ty Cockfield.,54,65
1:56,2032,Arkansas State  Timeout,54,65
1:46,2032,Foul on Tristin Walley.,54,65
1:46,58,Malik Martin made Free Throw.,54,66
1:46,58,Malik Martin made Free Throw.,54,67
1:37,2032,Ty Cockfield made Jumper.,56,67
1:16,2032,Foul on Tristin Walley.,56,67
1:16,58,Payton Banks missed Free Throw.,56,67
1:16,58,South Florida Deadball Team Rebound.,56,67
1:16,58,Payton Banks missed Free Throw.,56,67
1:16,2032,Deven Simms Defensive Rebound.,56,67
1:01,2032,Connor Kern missed Three Point Jumper.,56,67
1:01,2032,Arkansas State Offensive Rebound.,56,67
0:59,58,Foul on Tulio Da Silva.,56,67
0:59,2032,Tamas Bruce made Free Throw.,57,67
0:59,2032,Tamas Bruce missed Free Throw.,57,67
0:59,58,Terrence Samuel Defensive Rebound.,57,67
0:50,2032,Foul on C.J. Foster.,57,67
0:50,58,Payton Banks made Free Throw.,57,68
0:50,58,Payton Banks made Free Throw.,57,69
0:42,2032,Ty Cockfield missed Three Point Jumper.,57,69
0:42,58,Stephan Jiggetts Defensive Rebound.,57,69
0:37,2032,Foul on Tamas Bruce.,57,69
0:37,58,Stephan Jiggetts made Free Throw.,57,70
0:37,58,Stephan Jiggetts made Free Throw.,57,71
0:27,2032,Ty Cockfield missed Layup.,57,71
0:27,58,South Florida Defensive Rebound.,57,71
0:23,2032,Foul on Marquis Eaton.,57,71
0:23,58,David Collins missed Free Throw.,57,71
0:23,58,South Florida Deadball Team Rebound.,57,71
0:23,58,David Collins made Free Throw.,57,72
0:17,2032,Rashad Lindsey made Jumper.,59,72
0:16,58,Terrence Samuel Turnover.,59,72
0:13,2032,Rashad Lindsey made Layup.,61,72
0:00,58,End of Game,61,72
