St. Bonaventure,120,Maryland,179
9:32,179,LaDarien Griffin Offensive Rebound.,18,18
9:24,179,Courtney Stockard made Jumper.,20,18
9:02,179,Foul on Nelson Kaputo.,20,18
9:02,120,Darryl Morsell made Free Throw.,20,19
9:02,120,Darryl Morsell made Free Throw.,20,20
8:41,120,Foul on Darryl Morsell.,20,20
8:28,179,Courtney Stockard missed Layup.,20,20
8:28,120,Maryland Defensive Rebound.,20,20
8:23,179,Foul on LaDarien Griffin.,20,20
8:05,120,Bruno Fernando made Layup. Assisted by Justin Jackson.,20,22
7:37,179,Josh Ayeni missed Jumper.,20,22
7:37,120,Anthony Cowan Defensive Rebound.,20,22
7:23,120,Justin Jackson missed Three Point Jumper.,20,22
7:23,179,Courtney Stockard Defensive Rebound.,20,22
7:00,179,Izaiah Brockington made Layup.,22,22
6:37,120,Foul on Anthony Cowan.,22,22
6:23,179,Matt Mobley Turnover.,22,22
6:21,120,Dion Wiley Steal.,22,22
6:18,120,Dion Wiley Turnover.,22,22
6:16,179,LaDarien Griffin Steal.,22,22
6:00,179,Matt Mobley Turnover.,22,22
5:57,120,Dion Wiley Steal.,22,22
5:55,120,Anthony Cowan missed Layup.,22,22
5:55,179,Idris Taqqee Block.,22,22
5:55,120,Maryland Offensive Rebound.,22,22
5:53,179,Foul on Idris Taqqee.,22,22
5:53,120,Justin Jackson made Free Throw.,22,23
5:53,120,Justin Jackson made Free Throw.,22,24
5:41,179,Josh Ayeni missed Jumper.,22,24
5:41,120,Justin Jackson Defensive Rebound.,22,24
5:32,120,Justin Jackson Turnover.,22,24
5:20,179,Foul on Josh Ayeni.,22,24
5:20,179,Josh Ayeni Turnover.,22,24
4:54,120,Ivan Bender missed Three Point Jumper.,22,24
4:54,179,LaDarien Griffin Defensive Rebound.,22,24
4:47,179,Courtney Stockard missed Layup.,22,24
4:47,179,Amadi Ikpeze Offensive Rebound.,22,24
4:42,179,Amadi Ikpeze made Layup.,24,24
4:26,120,Kevin Huerter missed Three Point Jumper.,24,24
4:26,120,Ivan Bender Offensive Rebound.,24,24
4:19,179,Foul on Matt Mobley.,24,24
4:19,120,Ivan Bender made Free Throw.,24,25
4:19,120,Ivan Bender made Free Throw.,24,26
4:02,179,Matt Mobley missed Three Point Jumper.,24,26
4:02,120,Dion Wiley Defensive Rebound.,24,26
3:52,179,Foul on Courtney Stockard.,24,26
3:52,120,Michal Cekovsky made Free Throw.,24,27
3:52,120,Michal Cekovsky made Free Throw.,24,28
3:38,120,Foul on Ivan Bender.,24,28
3:38,179,Matt Mobley made Free Throw.,25,28
3:38,179,Matt Mobley made Free Throw.,26,28
3:14,120,Kevin Huerter missed Layup.,26,28
3:14,179,St. Bonaventure Defensive Rebound.,26,28
3:09,120,Foul on Bruno Fernando.,26,28
3:09,179,Courtney Stockard missed Free Throw.,26,28
3:09,120,Michal Cekovsky Defensive Rebound.,26,28
2:43,120,Michal Cekovsky Turnover.,26,28
2:42,179,Izaiah Brockington Steal.,26,28
2:39,179,Izaiah Brockington made Layup.,28,28
2:14,120,Anthony Cowan missed Three Point Jumper.,28,28
2:14,179,Izaiah Brockington Defensive Rebound.,28,28
1:48,179,LaDarien Griffin missed Jumper.,28,28
1:48,120,Maryland Defensive Rebound.,28,28
1:45,179,Foul on Amadi Ikpeze.,28,28
1:45,120,Ivan Bender missed Free Throw.,28,28
1:45,120,Maryland Deadball Team Rebound.,28,28
1:45,120,Ivan Bender made Free Throw.,28,29
1:21,179,Matt Mobley missed Jumper.,28,29
1:21,120,Maryland Defensive Rebound.,28,29
1:12,120,Kevin Huerter missed Three Point Jumper.,28,29
1:12,179,Matt Mobley Defensive Rebound.,28,29
0:55,179,Izaiah Brockington missed Three Point Jumper.,28,29
0:55,120,Justin Jackson Defensive Rebound.,28,29
0:36,120,Anthony Cowan made Layup.,28,31
0:11,179,Courtney Stockard made Layup.,30,31
0:03,120,Jared Nickens Turnover.,30,31
0:00,179,Matt Mobley missed Three Point Jumper.,30,31
0:00,120,Michal Cekovsky Block.,30,31
0:00,179,St. Bonaventure Deadball Team Rebound.,30,31
0:00,120,End of 1st half,30,31
19:46,179,Matt Mobley Turnover.,30,31
19:44,120,Anthony Cowan Steal.,30,31
19:41,120,Kevin Huerter made Layup. Assisted by Anthony Cowan.,30,33
19:16,179,LaDarien Griffin missed Jumper.,30,33
19:16,179,Josh Ayeni Offensive Rebound.,30,33
19:12,179,Josh Ayeni missed Layup.,30,33
19:12,120,Kevin Huerter Defensive Rebound.,30,33
19:06,179,Foul on Matt Mobley.,30,33
18:55,120,Ivan Bender Turnover.,30,33
18:53,179,Nelson Kaputo Steal.,30,33
18:48,179,Josh Ayeni missed Jumper.,30,33
18:48,120,Bruno Fernando Defensive Rebound.,30,33
18:24,120,Anthony Cowan Turnover.,30,33
18:21,179,Matt Mobley Steal.,30,33
18:11,179,Nelson Kaputo Turnover.,30,33
18:09,120,Justin Jackson Steal.,30,33
18:05,120,Justin Jackson Turnover.,30,33
18:03,179,Nelson Kaputo Steal.,30,33
17:50,179,Matt Mobley missed Three Point Jumper.,30,33
17:50,120,Justin Jackson Defensive Rebound.,30,33
17:37,179,Foul on Idris Taqqee.,30,33
17:37,120,Ivan Bender made Free Throw.,30,34
17:37,120,Ivan Bender missed Free Throw.,30,34
17:37,179,Courtney Stockard Defensive Rebound.,30,34
17:13,179,LaDarien Griffin missed Layup.,30,34
17:13,120,Bruno Fernando Defensive Rebound.,30,34
17:00,179,Foul on Josh Ayeni.,30,34
17:00,120,Bruno Fernando made Free Throw.,30,35
17:00,120,Bruno Fernando made Free Throw.,30,36
16:46,179,Nelson Kaputo made Layup.,32,36
16:33,120,Kevin Huerter missed Three Point Jumper.,32,36
16:33,179,Nelson Kaputo Defensive Rebound.,32,36
16:24,179,Courtney Stockard missed Layup.,32,36
16:24,120,Bruno Fernando Block.,32,36
16:24,120,Anthony Cowan Defensive Rebound.,32,36
16:17,120,Kevin Huerter Turnover.,32,36
16:17,179,Courtney Stockard missed Layup.,32,36
16:17,120,Justin Jackson Defensive Rebound.,32,36
16:17,120,Justin Jackson made Layup.,32,38
15:56,120,Foul on Darryl Morsell.,32,38
15:29,120,Foul on Bruno Fernando.,32,38
15:29,179,Matt Mobley made Free Throw.,33,38
15:29,179,Matt Mobley made Free Throw.,34,38
15:09,120,Justin Jackson Turnover.,34,38
14:43,179,Amadi Ikpeze missed Layup.,34,38
14:43,179,St. Bonaventure Offensive Rebound.,34,38
14:40,120,Foul on Kevin Huerter.,34,38
14:34,120,Foul on Kevin Huerter.,34,38
14:31,179,Matt Mobley made Jumper. Assisted by LaDarien Griffin.,36,38
14:14,120,Justin Jackson missed Three Point Jumper.,36,38
14:14,120,Jared Nickens Offensive Rebound.,36,38
13:46,120,Dion Wiley missed Three Point Jumper.,36,38
13:46,179,LaDarien Griffin Defensive Rebound.,36,38
13:23,179,Matt Mobley missed Three Point Jumper.,36,38
13:23,120,Michal Cekovsky Defensive Rebound.,36,38
13:17,179,Foul on Matt Mobley.,36,38
13:01,120,Anthony Cowan missed Three Point Jumper.,36,38
13:01,120,Justin Jackson Offensive Rebound.,36,38
12:56,120,Justin Jackson missed Layup.,36,38
12:56,179,Matt Mobley Defensive Rebound.,36,38
12:44,179,Amadi Ikpeze made Layup. Assisted by Matt Mobley.,38,38
12:22,120,Dion Wiley missed Three Point Jumper.,38,38
12:22,179,Courtney Stockard Defensive Rebound.,38,38
12:15,120,Foul on Michal Cekovsky.,38,38
12:15,179,Courtney Stockard made Free Throw.,39,38
12:15,179,Courtney Stockard made Free Throw.,40,38
11:58,120,Dion Wiley Turnover.,40,38
11:57,179,Amadi Ikpeze Steal.,40,38
11:33,179,Foul on Izaiah Brockington.,40,38
11:33,179,Izaiah Brockington Turnover.,40,38
11:16,120,Anthony Cowan made Three Point Jumper. Assisted by Kevin Huerter.,40,41
10:59,179,Amadi Ikpeze missed Layup.,40,41
10:59,120,Sean Obi Block.,40,41
10:59,120,Kevin Huerter Defensive Rebound.,40,41
10:50,120,Darryl Morsell missed Layup.,40,41
10:50,120,Sean Obi Offensive Rebound.,40,41
10:43,120,Sean Obi made Layup.,40,43
10:39,179,Foul on Amadi Ikpeze.,40,43
10:39,120,Sean Obi made Free Throw.,40,44
10:31,179,Izaiah Brockington missed Jumper.,40,44
10:31,120,Darryl Morsell Defensive Rebound.,40,44
10:22,120,Kevin Huerter made Three Point Jumper. Assisted by Darryl Morsell.,40,47
10:01,179,Courtney Stockard made Jumper.,42,47
9:38,120,Anthony Cowan Turnover.,42,47
9:15,179,LaDarien Griffin made Jumper. Assisted by Izaiah Brockington.,44,47
8:52,120,Justin Jackson made Jumper. Assisted by Kevin Huerter.,44,49
8:28,179,Josh Ayeni missed Layup.,44,49
8:28,120,Darryl Morsell Defensive Rebound.,44,49
8:19,120,Anthony Cowan made Three Point Jumper.,44,52
7:51,179,Matt Mobley missed Jumper.,44,52
7:51,179,Josh Ayeni Offensive Rebound.,44,52
7:44,120,Foul on Bruno Fernando.,44,52
7:44,179,Josh Ayeni missed Free Throw.,44,52
7:44,179,St. Bonaventure Deadball Team Rebound.,44,52
7:44,179,Josh Ayeni made Free Throw.,45,52
7:28,120,Anthony Cowan missed Three Point Jumper.,45,52
7:28,120,Maryland Offensive Rebound.,45,52
7:20,179,Foul on Courtney Stockard.,45,52
7:16,120,Sean Obi missed Free Throw.,45,52
7:16,179,Courtney Stockard Defensive Rebound.,45,52
7:15,179,Courtney Stockard Turnover.,45,52
7:05,120,Sean Obi Turnover.,45,52
7:05,179,Josh Ayeni Steal.,45,52
7:05,179,Izaiah Brockington made Layup.,47,52
7:03,179,Foul on Courtney Stockard.,47,52
6:19,120,Anthony Cowan made Free Throw.,47,53
6:19,120,Anthony Cowan missed Free Throw.,47,53
6:19,179,Izaiah Brockington Defensive Rebound.,47,53
6:00,179,Josh Ayeni missed Jumper.,47,53
6:00,179,Courtney Stockard Offensive Rebound.,47,53
5:52,179,Courtney Stockard missed Layup.,47,53
5:52,179,Josh Ayeni Offensive Rebound.,47,53
5:44,179,Josh Ayeni made Layup.,49,53
5:20,120,Kevin Huerter missed Three Point Jumper.,49,53
5:20,179,Izaiah Brockington Defensive Rebound.,49,53
4:57,120,Foul on Michal Cekovsky.,49,53
4:57,179,Josh Ayeni missed Free Throw.,49,53
4:57,120,Michal Cekovsky Defensive Rebound.,49,53
4:43,120,Darryl Morsell missed Jumper.,49,53
4:43,179,Matt Mobley Defensive Rebound.,49,53
4:36,179,Matt Mobley made Layup.,51,53
4:12,120,Justin Jackson Turnover.,51,53
4:11,179,Courtney Stockard Steal.,51,53
4:07,120,Foul on Anthony Cowan.,51,53
4:07,179,Courtney Stockard made Free Throw.,52,53
4:06,179,Courtney Stockard made Free Throw.,53,53
4:06,120,Dion Wiley made Three Point Jumper. Assisted by Kevin Huerter.,53,56
3:56,120,Foul on Michal Cekovsky.,53,56
3:33,179,Matt Mobley made Free Throw.,54,56
3:33,179,Matt Mobley made Free Throw.,55,56
3:08,179,Foul on Idris Taqqee.,55,56
3:08,120,Bruno Fernando missed Free Throw.,55,56
3:08,120,Maryland Deadball Team Rebound.,55,56
3:08,120,Bruno Fernando made Free Throw.,55,57
2:50,179,Foul on Matt Mobley.,55,57
2:29,120,Bruno Fernando made Layup.,55,59
2:01,179,Matt Mobley made Layup.,57,59
1:34,120,Dion Wiley missed Three Point Jumper.,57,59
1:34,179,Matt Mobley Defensive Rebound.,57,59
1:21,120,Foul on Kevin Huerter.,57,59
1:21,179,Matt Mobley made Free Throw.,58,59
1:21,179,Matt Mobley made Free Throw.,59,59
1:02,120,Justin Jackson missed Three Point Jumper.,59,59
1:02,179,Idris Taqqee Defensive Rebound.,59,59
0:38,179,Matt Mobley missed Layup.,59,59
0:38,179,St. Bonaventure Offensive Rebound.,59,59
0:34,120,Foul on Darryl Morsell.,59,59
0:34,179,Josh Ayeni made Free Throw.,60,59
0:34,179,Josh Ayeni made Free Throw.,61,59
0:25,179,Foul on Matt Mobley.,61,59
0:25,120,Anthony Cowan made Free Throw.,61,60
0:25,120,Anthony Cowan made Free Throw.,61,61
0:03,179,Courtney Stockard made Layup.,63,61
