McMurry,Error,Incarnate Word,2916
13:56,2916,Shawn Johnson made Jumper. Assisted by Cody Graham.,2,19
13:32,-1,Krishawn Terry Turnover.,2,19
13:30,2916,Christian Peevy Steal.,2,19
13:24,2916,Christian Peevy made Dunk. Assisted by Shawn Johnson.,2,21
13:07,-1,Foul on Khalil Butler.,2,21
13:07,-1,Khalil Butler Turnover.,2,21
12:58,2916,Simi Socks missed Layup.,2,21
12:58,-1,Krishawn Terry Defensive Rebound.,2,21
12:53,-1,Colin Taylor missed Jumper.,2,21
12:53,-1,Khalil Butler Offensive Rebound.,2,21
12:48,-1,Khalil Butler made Layup.,4,21
12:41,2916,Shawn Johnson made Three Point Jumper. Assisted by Christian Peevy.,4,24
12:28,2916,Foul on Sam Burmeister.,4,24
12:22,-1,Colin Taylor missed Three Point Jumper.,4,24
12:22,2916,Sam Burmeister Defensive Rebound.,4,24
12:19,-1,Foul on Khalil Butler.,4,24
12:03,2916,Christian Peevy Turnover.,4,24
12:03,-1,Aaron Gettys Steal.,4,24
11:43,-1,Krishawn Terry missed Jumper.,4,24
11:43,2916,Sam Burmeister Defensive Rebound.,4,24
11:34,-1,Foul on Luke Stephenson.,4,24
11:34,2916,Official TV Timeout,4,24
11:34,2916,Cody Graham made Free Throw.,4,25
11:34,2916,Cody Graham missed Free Throw.,4,25
11:34,-1,Parker Gettys Defensive Rebound.,4,25
11:13,-1,Colin Taylor missed Jumper.,4,25
11:13,-1,Darius Watts Offensive Rebound.,4,25
10:42,-1,Colin Taylor made Jumper.,6,25
10:29,2916,Christian Peevy Turnover.,6,25
10:20,2916,Foul on Jorden Kite.,6,25
10:20,-1,Parker Gettys missed Free Throw.,6,25
10:20,-1,McMurry Deadball Team Rebound.,6,25
10:20,-1,Parker Gettys made Free Throw.,7,25
10:07,2916,Simi Socks made Three Point Jumper. Assisted by Jorden Kite.,7,28
9:54,-1,LaRandall Scroggins Turnover.,7,28
9:36,2916,Jorden Kite missed Three Point Jumper.,7,28
9:36,-1,LaRandall Scroggins Defensive Rebound.,7,28
9:27,-1,Darius Watts Turnover.,7,28
9:06,2916,Simi Socks missed Jumper.,7,28
9:06,-1,Parker Gettys Defensive Rebound.,7,28
8:56,-1,Jayson Stepter missed Jumper.,7,28
8:56,2916,Christian Peevy Block.,7,28
8:53,-1,Jayson Stepter Offensive Rebound.,7,28
8:49,-1,Jayson Stepter made Layup.,9,28
8:37,2916,Christian Peevy made Jumper.,9,30
8:15,-1,LaRandall Scroggins Turnover.,9,30
7:59,2916,Keaton Hervey Turnover.,9,30
7:59,-1,Jayson Stepter Steal.,9,30
7:42,-1,Zacc Carter made Jumper.,11,30
7:35,2916,Jorden Kite missed Three Point Jumper.,11,30
7:35,-1,LaRandall Scroggins Defensive Rebound.,11,30
7:22,-1,Brandon Bullock missed Layup.,11,30
7:22,-1,Parker Gettys Offensive Rebound.,11,30
7:19,-1,Parker Gettys missed Layup.,11,30
7:19,2916,Christian Peevy Block.,11,30
7:19,-1,McMurry Offensive Rebound.,11,30
7:19,2916,Official TV Timeout,11,30
7:15,-1,LaRandall Scroggins made Jumper.,13,30
7:02,-1,Foul on Zacc Carter.,13,30
7:02,2916,Augustine Ene missed Free Throw.,13,30
7:02,-1,Darius Watts Defensive Rebound.,13,30
6:45,-1,Zacc Carter made Jumper.,15,30
6:28,2916,Charles Brown III missed Layup.,15,30
6:28,-1,LaRandall Scroggins Defensive Rebound.,15,30
6:05,-1,Zacc Carter missed Jumper.,15,30
6:05,2916,Keaton Hervey Block.,15,30
6:02,2916,Keaton Hervey Defensive Rebound.,15,30
5:58,2916,Augustine Ene made Dunk. Assisted by Keaton Hervey.,15,32
5:43,-1,Parker Gettys Turnover.,15,32
5:40,2916,Jorden Kite Steal.,15,32
5:31,2916,Christian Peevy made Layup.,15,34
5:07,2916,Foul on Charles Brown III.,15,34
5:05,-1,Aaron Gettys Turnover.,15,34
5:03,2916,Augustine Ene Steal.,15,34
4:47,2916,Charles Brown III made Jumper.,15,36
4:40,-1,Aaron Gettys Turnover.,15,36
4:38,2916,Shawn Johnson Steal.,15,36
4:34,-1,Foul on Krishawn Terry.,15,36
4:34,2916,Augustine Ene made Free Throw.,15,37
4:34,2916,Augustine Ene missed Free Throw.,15,37
4:34,-1,Luke Stephenson Defensive Rebound.,15,37
4:05,-1,Luke Stephenson missed Jumper.,15,37
4:05,2916,Augustine Ene Block.,15,37
4:03,2916,Simi Socks Defensive Rebound.,15,37
3:59,2916,Charles Brown III made Layup. Assisted by Simi Socks.,15,39
3:47,-1,Shakur Smith made Layup.,17,39
3:35,2916,Simi Socks made Layup. Assisted by Charles Brown III.,17,41
3:21,2916,Foul on Augustine Ene.,17,41
3:21,2916,Official TV Timeout,17,41
3:06,-1,Krishawn Terry missed Three Point Jumper.,17,41
3:06,-1,Luke Stephenson Offensive Rebound.,17,41
3:03,2916,Foul on Augustine Ene.,17,41
3:03,-1,Luke Stephenson missed Free Throw.,17,41
3:03,-1,McMurry Deadball Team Rebound.,17,41
3:03,-1,Luke Stephenson missed Free Throw.,17,41
3:03,2916,Incarnate Word Defensive Rebound.,17,41
2:48,2916,Devin Wyatt missed Layup.,17,41
2:48,2916,Augustine Ene Offensive Rebound.,17,41
2:44,2916,Augustine Ene made Layup.,17,43
2:39,-1,Foul on Jayson Stepter.,17,43
2:39,-1,Jayson Stepter Turnover.,17,43
2:28,2916,Shawn Johnson made Three Point Jumper. Assisted by Augustine Ene.,17,46
2:02,2916,Foul on Keaton Hervey.,17,46
2:02,-1,Luke Stephenson made Free Throw.,18,46
2:02,-1,Luke Stephenson missed Free Throw.,18,46
2:02,2916,Augustine Ene Defensive Rebound.,18,46
1:45,2916,Shawn Johnson missed Three Point Jumper.,18,46
1:45,-1,McMurry Defensive Rebound.,18,46
1:18,2916,Foul on Charles Brown III.,18,46
1:18,-1,Krishawn Terry missed Free Throw.,18,46
1:18,-1,McMurry Deadball Team Rebound.,18,46
1:18,-1,Krishawn Terry missed Free Throw.,18,46
1:18,-1,Krishawn Terry Offensive Rebound.,18,46
1:13,-1,Krishawn Terry missed Jumper.,18,46
1:13,2916,Devin Wyatt Block.,18,46
1:13,2916,Shawn Johnson Defensive Rebound.,18,46
1:01,2916,Shawn Johnson made Jumper.,18,48
0:51,2916,Foul on Devin Wyatt.,18,48
0:51,-1,missed Free Throw.,18,48
0:51,2916,Christian Peevy Defensive Rebound.,18,48
0:40,2916,Sam Burmeister missed Layup.,18,48
0:40,-1,Krishawn Terry Defensive Rebound.,18,48
0:29,-1,made Layup.,20,48
0:06,2916,Christian Peevy made Layup. Assisted by Cody Graham.,20,50
0:06,-1,Foul on Colin Taylor.,20,50
0:06,2916,Christian Peevy made Free Throw.,20,51
0:01,-1,Colin Taylor missed Jumper.,20,51
0:01,-1,Offensive Rebound.,20,51
0:00,2916,End of 1st half,20,51
19:53,2916,Shawn Johnson made Jumper.,20,53
19:41,-1,Jayson Stepter missed Dunk.,20,53
19:41,2916,Augustine Ene Block.,20,53
19:38,2916,Charles Brown III Defensive Rebound.,20,53
19:33,2916,Simi Socks made Jumper. Assisted by Keaton Hervey.,20,55
19:02,-1,LaRandall Scroggins missed Jumper.,20,55
19:02,2916,Augustine Ene Defensive Rebound.,20,55
18:52,2916,Shawn Johnson missed Three Point Jumper.,20,55
18:52,-1,Zacc Carter Defensive Rebound.,20,55
18:43,-1,Shakur Smith missed Three Point Jumper.,20,55
18:43,-1,Khalil Butler Offensive Rebound.,20,55
18:37,-1,LaRandall Scroggins missed Jumper.,20,55
18:37,2916,Augustine Ene Defensive Rebound.,20,55
18:21,2916,Simi Socks missed Jumper.,20,55
18:21,-1,Zacc Carter Block.,20,55
18:18,2916,Keaton Hervey Offensive Rebound.,20,55
18:14,2916,Keaton Hervey made Jumper.,20,57
18:01,2916,Foul on Keaton Hervey.,20,57
17:46,-1,Zacc Carter missed Jumper.,20,57
17:46,-1,Jayson Stepter Offensive Rebound.,20,57
17:36,-1,Khalil Butler missed Three Point Jumper.,20,57
17:36,2916,Simi Socks Defensive Rebound.,20,57
17:23,2916,Augustine Ene Turnover.,20,57
17:07,-1,Khalil Butler made Jumper.,22,57
16:48,-1,Foul on LaRandall Scroggins.,22,57
16:48,2916,Simi Socks missed Free Throw.,22,57
16:48,2916,Incarnate Word Deadball Team Rebound.,22,57
16:48,2916,Simi Socks made Free Throw.,22,58
16:40,-1,Foul on Shakur Smith.,22,58
16:40,-1,Shakur Smith Turnover.,22,58
16:17,2916,Simi Socks missed Three Point Jumper.,22,58
16:17,-1,Jayson Stepter Defensive Rebound.,22,58
16:08,-1,Khalil Butler missed Three Point Jumper.,22,58
16:08,2916,Shawn Johnson Defensive Rebound.,22,58
16:02,2916,Augustine Ene made Layup. Assisted by Shawn Johnson.,22,60
15:43,-1,Foul on Khalil Butler.,22,60
15:43,-1,Khalil Butler Turnover.,22,60
15:43,2916,Official TV Timeout,22,60
15:31,2916,Shawn Johnson Turnover.,22,60
15:17,-1,Darius Watts missed Three Point Jumper.,22,60
15:17,2916,Shawn Johnson Defensive Rebound.,22,60
15:09,2916,Cody Graham made Layup.,22,62
14:39,-1,Aaron Gettys missed Three Point Jumper.,22,62
14:39,2916,Simi Socks Defensive Rebound.,22,62
14:23,2916,Charles Brown III missed Layup.,22,62
14:23,-1,Jayson Stepter Block.,22,62
14:20,-1,Aaron Gettys Defensive Rebound.,22,62
14:15,2916,Foul on Shawn Johnson.,22,62
14:07,-1,Brandon Bullock missed Layup.,22,62
14:07,2916,Shawn Johnson Block.,22,62
14:04,-1,Colin Taylor Offensive Rebound.,22,62
13:57,-1,Luke Stephenson missed Jumper.,22,62
13:57,2916,Simi Socks Defensive Rebound.,22,62
13:46,2916,Charles Brown III missed Layup.,22,62
13:46,-1,McMurry Defensive Rebound.,22,62
13:33,-1,Colin Taylor missed Jumper.,22,62
13:33,2916,Sam Burmeister Defensive Rebound.,22,62
13:21,2916,Cody Graham Turnover.,22,62
13:13,-1,Aaron Gettys made Jumper.,24,62
13:00,2916,Cody Graham Turnover.,24,62
12:58,-1,Darius Watts Steal.,24,62
12:55,-1,Aaron Gettys missed Three Point Jumper.,24,62
12:55,-1,McMurry Defensive Rebound.,24,62
12:31,-1,Darius Watts Offensive Rebound.,24,62
12:31,-1,Aaron Gettys missed Jumper.,24,62
12:26,2916,Foul on Christian Peevy.,24,62
12:26,-1,Darius Watts made Free Throw.,25,62
12:26,-1,Darius Watts made Free Throw.,26,62
12:15,-1,Foul on Brandon Bullock.,26,62
12:15,2916,Christian Peevy made Free Throw.,26,63
12:15,2916,Christian Peevy made Free Throw.,26,64
12:05,-1,Darius Watts made Three Point Jumper. Assisted by Colin Taylor.,29,64
11:53,2916,Charles Brown III made Layup. Assisted by Shawn Johnson.,29,66
11:36,-1,Luke Stephenson made Layup. Assisted by Darius Watts.,31,66
11:18,2916,Keaton Hervey missed Three Point Jumper.,31,66
11:18,-1,Aaron Gettys Defensive Rebound.,31,66
11:08,-1,LaRandall Scroggins missed Dunk.,31,66
11:08,2916,Christian Peevy Block.,31,66
11:05,2916,Shawn Johnson Defensive Rebound.,31,66
11:01,2916,Shawn Johnson missed Layup.,31,66
11:01,2916,Charles Brown III Offensive Rebound.,31,66
10:56,2916,Charles Brown III Offensive Rebound.,31,66
10:54,2916,Charles Brown III made Layup.,31,68
10:28,-1,Colin Taylor made Three Point Jumper.,34,68
10:13,2916,Christian Peevy made Layup.,34,70
10:00,-1,LaRandall Scroggins made Jumper. Assisted by Darius Watts.,36,70
9:39,2916,Charles Brown III missed Layup.,36,70
9:39,-1,LaRandall Scroggins Block.,36,70
9:37,-1,Luke Stephenson Defensive Rebound.,36,70
9:33,-1,Darius Watts made Three Point Jumper. Assisted by Colin Taylor.,39,70
9:20,-1,Foul on Aaron Gettys.,39,70
9:20,2916,Official TV Timeout,39,70
9:20,2916,Sam Burmeister missed Free Throw.,39,70
9:20,2916,Incarnate Word Deadball Team Rebound.,39,70
9:20,2916,Sam Burmeister made Free Throw.,39,71
9:12,-1,Zacc Carter missed Dunk.,39,71
9:12,2916,Myles Thornton Block.,39,71
9:09,2916,Sam Burmeister Defensive Rebound.,39,71
9:02,2916,Christian Peevy missed Jumper.,39,71
9:02,-1,Aaron Gettys Block.,39,71
8:59,2916,Keaton Hervey Offensive Rebound.,39,71
8:58,-1,Foul on Krishawn Terry.,39,71
8:58,2916,Keaton Hervey made Free Throw.,39,72
8:58,2916,Keaton Hervey made Free Throw.,39,73
8:44,-1,Aaron Gettys missed Jumper.,39,73
8:44,2916,Sam Burmeister Defensive Rebound.,39,73
8:27,2916,Christian Peevy made Jumper.,39,75
8:02,-1,Darius Watts Turnover.,39,75
7:53,2916,Jorden Kite missed Three Point Jumper.,39,75
7:53,-1,Aaron Gettys Defensive Rebound.,39,75
7:40,-1,Parker Gettys missed Three Point Jumper.,39,75
7:40,-1,Krishawn Terry Offensive Rebound.,39,75
7:37,2916,Foul on Christian Peevy.,39,75
7:37,2916,Official TV Timeout,39,75
7:37,-1,Krishawn Terry missed Free Throw.,39,75
7:37,-1,McMurry Deadball Team Rebound.,39,75
7:37,-1,Krishawn Terry made Free Throw.,40,75
7:10,2916,Devin Wyatt missed Layup.,40,75
7:10,-1,Zacc Carter Defensive Rebound.,40,75
6:56,2916,Foul on Jorden Kite.,40,75
6:56,-1,Aaron Gettys made Free Throw.,41,75
6:56,-1,Aaron Gettys made Free Throw.,42,75
6:36,-1,Foul on Krishawn Terry.,42,75
6:36,2916,Devin Wyatt missed Free Throw.,42,75
6:36,-1,Parker Gettys Defensive Rebound.,42,75
6:19,-1,Zacc Carter Turnover.,42,75
6:17,2916,Shawn Johnson Steal.,42,75
6:07,2916,Keaton Hervey missed Layup.,42,75
6:07,2916,Devin Wyatt Offensive Rebound.,42,75
6:02,2916,Devin Wyatt made Dunk.,42,77
6:01,2916,Foul on Keaton Hervey.,42,77
5:36,-1,LaRandall Scroggins Turnover.,42,77
5:34,2916,Shawn Johnson Steal.,42,77
5:21,2916,Sam Burmeister missed Layup.,42,77
5:21,-1,Jayson Stepter Block.,42,77
5:21,2916,Incarnate Word Offensive Rebound.,42,77
5:17,2916,Sam Burmeister missed Jumper.,42,77
5:17,-1,LaRandall Scroggins Defensive Rebound.,42,77
5:09,-1,Shakur Smith made Three Point Jumper. Assisted by Colin Taylor.,45,77
5:05,-1,McMurry  Timeout,45,77
4:56,2916,Jorden Kite made Three Point Jumper. Assisted by Cody Graham.,45,80
4:39,-1,Luke Stephenson missed Three Point Jumper.,45,80
4:39,2916,Shawn Johnson Defensive Rebound.,45,80
4:32,2916,Shawn Johnson made Three Point Jumper. Assisted by Jorden Kite.,45,83
4:09,-1,Luke Stephenson missed Jumper.,45,83
4:09,2916,Jorden Kite Defensive Rebound.,45,83
3:59,2916,Jorden Kite missed Three Point Jumper.,45,83
3:59,2916,Shawn Johnson Offensive Rebound.,45,83
3:53,2916,Shawn Johnson made Layup.,45,85
3:31,-1,LaRandall Scroggins missed Layup.,45,85
3:31,2916,Cody Graham Defensive Rebound.,45,85
3:24,-1,Foul on Colin Taylor.,45,85
3:24,2916,Official TV Timeout,45,85
3:24,2916,Cody Graham missed Free Throw.,45,85
3:24,-1,Daniel Anozie Defensive Rebound.,45,85
2:59,-1,Daniel Anozie Turnover.,45,85
2:54,-1,Foul on Zacc Carter.,45,85
2:54,2916,Sam Burmeister missed Free Throw.,45,85
2:54,2916,Incarnate Word Deadball Team Rebound.,45,85
2:54,2916,Sam Burmeister missed Free Throw.,45,85
2:54,-1,Brandon Bullock Defensive Rebound.,45,85
2:36,-1,Zacc Carter missed Jumper.,45,85
2:36,-1,Daniel Anozie Offensive Rebound.,45,85
2:32,-1,Daniel Anozie missed Layup.,45,85
2:32,-1,Brandon Bullock Offensive Rebound.,45,85
2:29,2916,Foul on Augustine Ene.,45,85
2:29,-1,Brandon Bullock missed Free Throw.,45,85
2:29,2916,Sam Burmeister Defensive Rebound.,45,85
2:18,2916,Sam Burmeister missed Three Point Jumper.,45,85
2:18,2916,Cody Graham Offensive Rebound.,45,85
2:12,2916,Jorden Kite missed Three Point Jumper.,45,85
2:12,2916,Jorden Kite Offensive Rebound.,45,85
2:00,2916,Sam Burmeister Turnover.,45,85
1:58,-1,Steal.,45,85
1:56,-1,Elijah Johnson Turnover.,45,85
1:45,2916,Jorden Kite made Jumper.,45,87
1:31,-1,Elijah Johnson missed Layup.,45,87
1:31,2916,Cody Graham Defensive Rebound.,45,87
1:26,2916,Jorden Kite missed Three Point Jumper.,45,87
1:26,-1,Zacc Carter Defensive Rebound.,45,87
1:21,2916,Foul on Cody Graham.,45,87
1:21,-1,Zacc Carter made Free Throw.,46,87
1:21,-1,Zacc Carter made Free Throw.,47,87
1:06,-1,Foul on Daniel Anozie.,47,87
1:06,2916,Devin Wyatt made Free Throw.,47,88
1:06,2916,Devin Wyatt missed Free Throw.,47,88
1:06,-1,Brandon Bullock Defensive Rebound.,47,88
0:49,-1,Elijah Johnson missed Layup.,47,88
0:49,2916,Devin Wyatt Block.,47,88
0:49,-1,McMurry Offensive Rebound.,47,88
0:48,-1,Elijah Johnson missed Layup.,47,88
0:48,2916,Devin Wyatt Block.,47,88
0:46,2916,Jorden Kite Defensive Rebound.,47,88
