South Carolina State,26,UCLA,2569
8:54,26,Foul on Prince Ali.,57,65
8:54,26,Prince Ali Turnover.,57,65
8:30,2569,Janai Raynor-Powell missed Three Point Jumper.,57,65
8:30,26,Gyorgy Goloman Defensive Rebound.,57,65
8:15,2569,Foul on Damani Applewhite.,57,65
8:15,26,Gyorgy Goloman made Free Throw.,57,66
8:15,26,Gyorgy Goloman made Free Throw.,57,67
7:57,2569,Janai Raynor-Powell Turnover.,57,67
7:56,26,Prince Ali Steal.,57,67
7:55,2569,Foul on Ian Kinard.,57,67
7:55,26,Official TV Timeout,57,67
7:55,26,Prince Ali missed Free Throw.,57,67
7:55,26,UCLA Deadball Team Rebound.,57,67
7:55,26,Prince Ali missed Free Throw.,57,67
7:55,2569,Damani Applewhite Defensive Rebound.,57,67
7:40,2569,James Richardson missed Jumper.,57,67
7:40,26,Alex Olesinski Defensive Rebound.,57,67
7:33,26,Gyorgy Goloman made Layup. Assisted by Chris Smith.,57,69
7:21,2569,Donte Wright missed Three Point Jumper.,57,69
7:21,26,Alex Olesinski Defensive Rebound.,57,69
7:11,26,Prince Ali made Layup. Assisted by Gyorgy Goloman.,57,71
6:46,2569,Donte Wright Turnover.,57,71
6:45,26,Prince Ali Steal.,57,71
6:43,2569,Foul on Janai Raynor-Powell.,57,71
6:43,26,Jaylen Hands made Free Throw.,57,72
6:43,26,Jaylen Hands missed Free Throw.,57,72
6:43,2569,Ian Kinard Defensive Rebound.,57,72
6:33,2569,Ian Kinard missed Jumper.,57,72
6:33,26,Jaylen Hands Defensive Rebound.,57,72
6:25,26,Chris Smith made Jumper. Assisted by Jaylen Hands.,57,74
6:18,2569,South Carolina State  Timeout,57,74
5:59,2569,Damani Applewhite missed Jumper.,57,74
5:59,26,Chris Smith Defensive Rebound.,57,74
5:48,26,Jaylen Hands made Three Point Jumper. Assisted by Kris Wilkes.,57,77
5:18,2569,Damani Applewhite made Layup.,59,77
5:04,26,Gyorgy Goloman missed Layup.,59,77
5:04,26,Gyorgy Goloman Offensive Rebound.,59,77
5:00,26,Gyorgy Goloman missed Two Point Tip Shot.,59,77
5:00,26,Alex Olesinski Offensive Rebound.,59,77
4:56,26,Alex Olesinski made Two Point Tip Shot.,59,79
4:42,2569,Janai Raynor-Powell made Jumper.,61,79
4:28,26,Alex Olesinski Turnover.,61,79
4:26,2569,Janai Raynor-Powell Steal.,61,79
4:25,26,Foul on Chris Smith.,61,79
4:21,26,Foul on Kris Wilkes.,61,79
4:21,2569,Janai Raynor-Powell missed Free Throw.,61,79
4:21,26,Thomas Welsh Defensive Rebound.,61,79
3:58,26,Jaylen Hands made Jumper.,61,81
3:40,2569,Justin Jones missed Jumper.,61,81
3:40,26,Thomas Welsh Defensive Rebound.,61,81
3:37,2569,Foul on Ian Kinard.,61,81
3:37,26,Thomas Welsh made Free Throw.,61,82
3:37,26,Thomas Welsh missed Free Throw.,61,82
3:37,2569,Janai Raynor-Powell Defensive Rebound.,61,82
3:13,2569,Ozante Fields missed Jumper.,61,82
3:13,26,Thomas Welsh Block.,61,82
3:11,2569,Ozante Fields Offensive Rebound.,61,82
3:11,26,Foul on Aaron Holiday.,61,82
3:11,2569,Ozante Fields missed Free Throw.,61,82
3:11,26,Jaylen Hands Defensive Rebound.,61,82
2:55,26,Jaylen Hands made Jumper.,61,84
2:38,2569,Justin Jones made Jumper.,63,84
2:27,26,Thomas Welsh made Jumper. Assisted by Gyorgy Goloman.,63,86
2:08,2569,Donte Wright missed Jumper.,63,86
2:08,26,Thomas Welsh Block.,63,86
2:07,2569,Ozante Fields Offensive Rebound.,63,86
2:07,2569,Ozante Fields made Layup.,65,86
2:07,26,Foul on Thomas Welsh.,65,86
2:07,2569,Ozante Fields made Free Throw.,66,86
1:59,26,Jaylen Hands made Jumper.,66,88
1:50,2569,Ozante Fields missed Jumper.,66,88
1:50,26,Kris Wilkes Defensive Rebound.,66,88
1:43,26,Kris Wilkes made Dunk. Assisted by Jaylen Hands.,66,90
1:37,2569,Janai Raynor-Powell Turnover.,66,90
1:21,26,Jaylen Hands made Three Point Jumper. Assisted by Alec Wulff.,66,93
1:03,2569,Armani Taylor made Jumper.,68,93
0:38,26,Alec Wulff made Three Point Jumper. Assisted by Jaylen Hands.,68,96
0:23,2569,Ian Kinard missed Jumper.,68,96
0:23,26,Chris Smith Defensive Rebound.,68,96
0:00,26,End of Game,68,96
