Fresno State,8,Arkansas,278
8:30,278,Deshon Taylor made Free Throw.,11,17
8:30,278,Deshon Taylor made Free Throw.,12,17
8:25,8,Anton Beard made Layup.,12,19
8:25,278,Foul on Terrell Carter II.,12,19
8:25,8,Anton Beard missed Free Throw.,12,19
8:24,278,Nate Grimes Defensive Rebound.,12,19
8:01,278,Ray Bowles Jr. missed Three Point Jumper.,12,19
8:01,8,Jaylen Barford Defensive Rebound.,12,19
7:46,8,Anton Beard made Three Point Jumper. Assisted by Jaylen Barford.,12,22
7:44,278,Fresno State  Timeout,12,22
7:28,278,Bryson Williams Turnover.,12,22
7:26,8,Daniel Gafford Steal.,12,22
7:20,278,Foul on Bryson Williams.,12,22
7:20,8,Jaylen Barford made Free Throw.,12,23
7:20,8,Jaylen Barford made Free Throw.,12,24
6:59,8,Foul on Adrio Bailey.,12,24
6:59,278,Jaron Hopkins missed Free Throw.,12,24
6:59,278,Fresno State Deadball Team Rebound.,12,24
6:59,278,Jaron Hopkins missed Free Throw.,12,24
6:59,8,Daryl Macon Defensive Rebound.,12,24
6:56,8,Daniel Gafford missed Jumper.,12,24
6:56,278,Jaron Hopkins Defensive Rebound.,12,24
6:36,278,Bryson Williams missed Layup.,12,24
6:36,278,Fresno State Deadball Team Rebound.,12,24
6:36,8,Foul on Anton Beard.,12,24
6:36,278,Nate Grimes missed Free Throw.,12,24
6:36,8,Daniel Gafford Defensive Rebound.,12,24
6:32,8,Daryl Macon missed Three Point Jumper.,12,24
6:32,278,Fresno State Defensive Rebound.,12,24
6:18,278,Deshon Taylor made Layup.,14,24
6:01,8,Jaylen Barford made Three Point Jumper.,14,27
5:33,278,Deshon Taylor missed Layup.,14,27
5:33,8,Jaylen Barford Defensive Rebound.,14,27
5:27,278,Foul on Ray Bowles Jr..,14,27
5:27,8,Jaylen Barford made Free Throw.,14,28
5:27,8,Jaylen Barford made Free Throw.,14,29
5:09,278,Jahmel Taylor made Three Point Jumper. Assisted by Jaron Hopkins.,17,29
4:43,8,Jaylen Barford missed Three Point Jumper.,17,29
4:43,278,Jaron Hopkins Defensive Rebound.,17,29
4:24,278,Foul on Deshon Taylor.,17,29
4:24,278,Deshon Taylor Turnover.,17,29
4:13,8,C.J. Jones missed Jumper.,17,29
4:13,8,Gabe Osabuohien Offensive Rebound.,17,29
3:49,8,Gabe Osabuohien missed Three Point Jumper.,17,29
3:49,278,Jaron Hopkins Defensive Rebound.,17,29
3:37,278,Foul on Jaron Hopkins.,17,29
3:37,278,Jaron Hopkins Turnover.,17,29
3:27,8,Daniel Gafford made Dunk. Assisted by Daryl Macon.,17,31
3:13,278,Ray Bowles Jr. missed Layup.,17,31
3:13,8,Daniel Gafford Defensive Rebound.,17,31
3:04,8,Daryl Macon Turnover.,17,31
2:40,278,Deshon Taylor missed Jumper.,17,31
2:40,278,Ray Bowles Jr. Offensive Rebound.,17,31
2:37,8,Foul on Gabe Osabuohien.,17,31
2:37,278,Ray Bowles Jr. made Free Throw.,18,31
2:37,278,Ray Bowles Jr. missed Free Throw.,18,31
2:37,8,Darious Hall Defensive Rebound.,18,31
2:27,278,Foul on Bryson Williams.,18,31
2:27,8,Daniel Gafford made Free Throw.,18,32
2:27,8,Daniel Gafford made Free Throw.,18,33
2:14,278,Jaron Hopkins made Layup.,20,33
2:04,8,C.J. Jones made Layup.,20,35
1:46,278,Jaron Hopkins Turnover.,20,35
1:45,8,Darious Hall Steal.,20,35
1:40,8,Darious Hall missed Dunk.,20,35
1:40,278,Ray Bowles Jr. Defensive Rebound.,20,35
1:36,278,Jahmel Taylor made Three Point Jumper.,23,35
1:12,8,Daniel Gafford made Jumper.,23,37
0:55,278,Jahmel Taylor missed Three Point Jumper.,23,37
0:55,8,C.J. Jones Defensive Rebound.,23,37
0:48,8,C.J. Jones made Layup.,23,39
0:35,278,Ray Bowles Jr. missed Three Point Jumper.,23,39
0:35,278,Bryson Williams Offensive Rebound.,23,39
0:32,278,Bryson Williams made Two Point Tip Shot.,25,39
0:32,8,Foul on Daniel Gafford.,25,39
0:32,278,Bryson Williams missed Free Throw.,25,39
0:32,8,Darious Hall Defensive Rebound.,25,39
0:01,8,Daryl Macon missed Three Point Jumper.,25,39
0:01,278,Ray Bowles Jr. Defensive Rebound.,25,39
0:00,8,End of 1st half,25,39
19:45,278,Bryson Williams made Jumper.,27,39
19:27,8,Jaylen Barford Turnover.,27,39
19:09,278,Bryson Williams made Jumper. Assisted by Ray Bowles Jr..,29,39
18:51,278,Foul on Bryson Williams.,29,39
18:51,8,Adrio Bailey made Free Throw.,29,40
18:51,8,Adrio Bailey made Free Throw.,29,41
18:35,278,Bryson Williams made Layup. Assisted by Deshon Taylor.,31,41
18:17,8,Trey Thompson missed Layup.,31,41
18:17,8,Trey Thompson Offensive Rebound.,31,41
18:11,278,Foul on Terrell Carter II.,31,41
18:11,8,Trey Thompson made Free Throw.,31,42
18:11,8,Trey Thompson missed Free Throw.,31,42
18:11,8,Adrio Bailey Offensive Rebound.,31,42
18:10,8,Daryl Macon made Three Point Jumper. Assisted by Adrio Bailey.,31,45
17:48,278,Bryson Williams made Dunk. Assisted by Ray Bowles Jr..,33,45
17:33,8,Jaylen Barford missed Three Point Jumper.,33,45
17:33,278,Bryson Williams Defensive Rebound.,33,45
17:22,278,Terrell Carter II made Layup. Assisted by Jaron Hopkins.,35,45
17:21,8,Foul on Trey Thompson.,35,45
17:21,278,Terrell Carter II missed Free Throw.,35,45
17:21,8,Adrio Bailey Defensive Rebound.,35,45
17:08,8,Jaylen Barford Turnover.,35,45
17:07,278,Ray Bowles Jr. Steal.,35,45
17:03,278,Jaron Hopkins Turnover.,35,45
16:58,8,Anton Beard made Layup.,35,47
16:30,278,Terrell Carter II missed Jumper.,35,47
16:30,8,Adrio Bailey Block.,35,47
16:29,278,Terrell Carter II Offensive Rebound.,35,47
16:26,278,Terrell Carter II missed Jumper.,35,47
16:26,8,Jaylen Barford Defensive Rebound.,35,47
16:09,8,Anton Beard missed Three Point Jumper.,35,47
16:09,8,Daryl Macon Offensive Rebound.,35,47
15:58,8,Trey Thompson Turnover.,35,47
15:58,8,Official TV Timeout,35,47
15:49,278,Jahmel Taylor Turnover.,35,47
15:48,8,Daryl Macon Steal.,35,47
15:46,278,Foul on Jahmel Taylor.,35,47
15:46,8,Jaylen Barford made Free Throw.,35,48
15:46,8,Jaylen Barford made Free Throw.,35,49
15:23,8,Foul on Trey Thompson.,35,49
14:57,8,Foul on Adrio Bailey.,35,49
14:57,278,Terrell Carter II missed Free Throw.,35,49
14:57,278,Fresno State Deadball Team Rebound.,35,49
14:57,278,Terrell Carter II made Free Throw.,36,49
14:38,8,Jaylen Barford missed Jumper.,36,49
14:38,8,Arkansas Deadball Team Rebound.,36,49
14:36,278,Foul on Terrell Carter II.,36,49
14:19,8,Daryl Macon made Jumper.,36,51
14:12,8,Foul on Adrio Bailey.,36,51
14:00,278,Jaron Hopkins missed Jumper.,36,51
14:00,8,Daniel Gafford Defensive Rebound.,36,51
13:51,8,Anton Beard missed Jumper.,36,51
13:51,278,Nate Grimes Defensive Rebound.,36,51
13:34,278,Foul on Nate Grimes.,36,51
13:34,278,Nate Grimes Turnover.,36,51
13:12,8,Anton Beard made Layup.,36,53
12:55,278,Foul on Sam Bittner.,36,53
12:55,278,Sam Bittner Turnover.,36,53
12:39,8,Darious Hall missed Three Point Jumper.,36,53
12:39,278,Deshon Taylor Defensive Rebound.,36,53
12:31,8,Foul on Darious Hall.,36,53
12:31,278,Deshon Taylor made Free Throw.,37,53
12:31,278,Deshon Taylor made Free Throw.,38,53
12:19,8,Daniel Gafford Turnover.,38,53
12:18,278,Bryson Williams Steal.,38,53
12:15,278,Jahmel Taylor missed Three Point Jumper.,38,53
12:15,8,C.J. Jones Defensive Rebound.,38,53
12:05,8,C.J. Jones made Jumper. Assisted by Darious Hall.,38,55
11:54,278,Fresno State  Turnover.,38,55
11:54,8,Official TV Timeout,38,55
11:52,8,C.J. Jones missed Three Point Jumper.,38,55
11:52,278,Sam Bittner Defensive Rebound.,38,55
11:46,278,Deshon Taylor Turnover.,38,55
11:29,8,Daryl Macon missed Jumper.,38,55
11:29,278,Deshon Taylor Defensive Rebound.,38,55
11:15,278,Deshon Taylor missed Jumper.,38,55
11:15,8,Darious Hall Defensive Rebound.,38,55
11:13,278,Foul on Bryson Williams.,38,55
11:13,8,Darious Hall missed Free Throw.,38,55
11:13,278,Jahmel Taylor Defensive Rebound.,38,55
10:54,8,Foul on Jaylen Barford.,38,55
10:44,278,Jahmel Taylor missed Three Point Jumper.,38,55
10:44,8,Arkansas Deadball Team Rebound.,38,55
10:32,8,Daniel Gafford made Dunk. Assisted by Jaylen Barford.,38,57
10:10,8,Foul on Darious Hall.,38,57
10:10,278,Deshon Taylor made Free Throw.,39,57
10:10,278,Deshon Taylor made Free Throw.,40,57
9:52,8,Jaylen Barford missed Jumper.,40,57
9:52,278,Nate Grimes Defensive Rebound.,40,57
9:42,8,Foul on Daniel Gafford.,40,57
9:42,278,Jaron Hopkins missed Free Throw.,40,57
9:42,278,Fresno State Deadball Team Rebound.,40,57
9:42,278,Jaron Hopkins missed Free Throw.,40,57
9:42,278,Sam Bittner Offensive Rebound.,40,57
9:37,278,Deshon Taylor made Three Point Jumper. Assisted by Sam Bittner.,43,57
9:18,8,Arkansas  Timeout,43,57
9:07,8,Jaylen Barford missed Jumper.,43,57
9:07,278,Nate Grimes Block.,43,57
9:06,8,Jaylen Barford Offensive Rebound.,43,57
9:02,8,Daniel Gafford made Dunk. Assisted by Jaylen Barford.,43,59
8:54,278,Deshon Taylor missed Jumper.,43,59
8:54,8,Daniel Gafford Block.,43,59
8:53,8,Adrio Bailey Defensive Rebound.,43,59
8:48,8,Daryl Macon Turnover.,43,59
8:42,278,Deshon Taylor made Jumper.,45,59
8:12,8,Daniel Gafford made Dunk. Assisted by Adrio Bailey.,45,61
7:51,278,Deshon Taylor missed Three Point Jumper.,45,61
7:51,8,Daniel Gafford Defensive Rebound.,45,61
7:46,278,Foul on Nate Grimes.,45,61
7:46,8,Official TV Timeout,45,61
7:46,8,Daniel Gafford made Free Throw.,45,62
7:46,8,Daniel Gafford missed Free Throw.,45,62
7:46,278,Jaron Hopkins Defensive Rebound.,45,62
7:32,278,Bryson Williams made Jumper.,47,62
7:11,8,Daniel Gafford made Dunk. Assisted by Anton Beard.,47,64
6:40,278,Sam Bittner missed Jumper.,47,64
6:40,8,Adrio Bailey Defensive Rebound.,47,64
6:34,8,Daniel Gafford made Dunk. Assisted by Anton Beard.,47,66
6:14,8,Foul on Anton Beard.,47,66
6:14,278,Deshon Taylor made Free Throw.,48,66
6:14,278,Deshon Taylor made Free Throw.,49,66
5:45,8,Daryl Macon missed Jumper.,49,66
5:45,278,Bryson Williams Defensive Rebound.,49,66
5:31,278,Bryson Williams made Jumper. Assisted by Jaron Hopkins.,51,66
5:15,8,Jaylen Barford made Layup. Assisted by Daniel Gafford.,51,68
4:49,278,Jaron Hopkins missed Jumper.,51,68
4:49,278,Bryson Williams Offensive Rebound.,51,68
4:45,278,Bryson Williams made Two Point Tip Shot.,53,68
4:32,8,Arkansas  Timeout,53,68
4:27,8,Anton Beard missed Jumper.,53,68
4:27,278,Bryson Williams Defensive Rebound.,53,68
4:13,278,Bryson Williams missed Jumper.,53,68
4:13,8,Anton Beard Defensive Rebound.,53,68
4:00,8,Jaylen Barford missed Jumper.,53,68
4:00,278,Jaron Hopkins Block.,53,68
4:00,8,Jaylen Barford Offensive Rebound.,53,68
3:58,8,Jaylen Barford made Jumper.,53,70
3:48,278,Bryson Williams made Jumper.,55,70
3:36,8,Trey Thompson made Layup. Assisted by C.J. Jones.,55,72
3:36,278,Foul on Sam Bittner.,55,72
3:36,8,Official TV Timeout,55,72
3:36,8,Trey Thompson missed Free Throw.,55,72
3:36,278,Sam Bittner Defensive Rebound.,55,72
3:21,278,Jahmel Taylor made Three Point Jumper. Assisted by Bryson Williams.,58,72
3:18,278,Fresno State  Timeout,58,72
3:10,8,Trey Thompson Turnover.,58,72
3:10,278,Jaron Hopkins Steal.,58,72
3:07,278,Jaron Hopkins made Layup.,60,72
2:40,8,Anton Beard made Layup.,60,74
2:39,278,Foul on Jahmel Taylor.,60,74
2:39,8,Anton Beard missed Free Throw.,60,74
2:39,278,Jaron Hopkins Defensive Rebound.,60,74
2:22,278,Sam Bittner made Three Point Jumper. Assisted by Jaron Hopkins.,63,74
2:05,8,Trey Thompson Turnover.,63,74
2:04,278,Jahmel Taylor Steal.,63,74
2:00,278,Deshon Taylor made Layup.,65,74
1:59,278,Fresno State  Timeout,65,74
1:35,8,Jaylen Barford missed Jumper.,65,74
1:35,8,Jaylen Barford Offensive Rebound.,65,74
1:32,278,Foul on Bryson Williams.,65,74
1:32,8,Daniel Gafford made Free Throw.,65,75
1:32,8,Daniel Gafford made Free Throw.,65,76
1:20,278,Jaron Hopkins made Jumper.,67,76
1:20,8,Foul on Jaylen Barford.,67,76
1:20,278,Jaron Hopkins made Free Throw.,68,76
1:11,278,Foul on Jaron Hopkins.,68,76
1:11,8,Daniel Gafford made Free Throw.,68,77
1:11,8,Daniel Gafford missed Free Throw.,68,77
1:11,278,Jaron Hopkins Defensive Rebound.,68,77
1:03,278,Jaron Hopkins made Layup.,70,77
1:00,278,Fresno State  Timeout,70,77
0:46,278,Foul on Deshon Taylor.,70,77
0:46,8,Anton Beard made Free Throw.,70,78
0:46,8,Anton Beard made Free Throw.,70,79
0:38,278,Deshon Taylor missed Three Point Jumper.,70,79
0:38,8,Adrio Bailey Block.,70,79
0:34,8,Anton Beard Defensive Rebound.,70,79
0:30,8,Adrio Bailey made Dunk. Assisted by Jaylen Barford.,70,81
0:26,278,Jahmel Taylor made Three Point Jumper.,73,81
0:22,278,Foul on Jaron Hopkins.,73,81
0:22,8,Jaylen Barford missed Free Throw.,73,81
0:22,8,Arkansas Deadball Team Rebound.,73,81
0:22,8,Jaylen Barford missed Free Throw.,73,81
0:22,278,Jaron Hopkins Defensive Rebound.,73,81
0:10,278,Ray Bowles Jr. missed Jumper.,73,81
0:10,278,Ray Bowles Jr. Offensive Rebound.,73,81
0:06,278,Ray Bowles Jr. made Layup.,75,81
0:01,278,Foul on Jahmel Taylor.,75,81
0:01,8,Daryl Macon made Free Throw.,75,82
0:01,8,Daryl Macon made Free Throw.,75,83
0:00,8,End of Game,75,83
