Rice,2466,Northwestern State,242
10:01,2466,Devonte Hall made Free Throw.,11,6
10:01,2466,Devonte Hall made Free Throw.,11,7
9:32,242,Robert Martin missed Layup.,11,7
9:32,242,Connor Cashaw Offensive Rebound.,11,7
9:27,242,Connor Cashaw made Layup.,13,7
9:10,2466,Iziahiah Sweeney made Jumper. Assisted by Jalan West.,13,9
9:02,242,Connor Cashaw made Three Point Jumper. Assisted by Ako Adams.,16,9
8:48,2466,Iziahiah Sweeney missed Jumper.,16,9
8:48,242,Connor Cashaw Defensive Rebound.,16,9
8:33,242,Austin Meyer Turnover.,16,9
8:14,2466,Jacob Guest missed Three Point Jumper.,16,9
8:14,242,Rice Defensive Rebound.,16,9
8:12,2466,Foul on Jalan West.,16,9
8:12,242,Ako Adams made Free Throw.,17,9
8:12,242,Ako Adams made Free Throw.,18,9
8:07,242,Foul on Robert Martin.,18,9
7:59,2466,Iziahiah Sweeney missed Layup.,18,9
7:59,242,Tim Harrison Defensive Rebound.,18,9
7:38,242,Tim Harrison made Jumper. Assisted by Ako Adams.,20,9
7:07,2466,Ishmael Lane Turnover.,20,9
7:07,2466,Official TV Timeout,20,9
6:49,242,Robert Martin missed Three Point Jumper.,20,9
6:49,2466,Czar Perry Defensive Rebound.,20,9
6:35,2466,Vontay Ott made Three Point Jumper. Assisted by Czar Perry.,20,12
6:26,242,Tim Harrison Turnover.,20,12
6:26,242,Foul on Tim Harrison.,20,12
6:06,2466,C.J. Jones Turnover.,20,12
5:58,242,Malik Osborne Turnover.,20,12
5:58,242,Foul on Malik Osborne.,20,12
5:46,2466,Czar Perry missed Jumper.,20,12
5:46,2466,Larry Owens Offensive Rebound.,20,12
5:38,2466,Czar Perry Turnover.,20,12
5:20,242,Connor Cashaw Turnover.,20,12
5:17,2466,Czar Perry Steal.,20,12
5:14,2466,Larry Owens missed Jumper.,20,12
5:14,2466,Darian Dixon Offensive Rebound.,20,12
5:11,2466,Darian Dixon missed Layup.,20,12
5:11,242,Ako Adams Defensive Rebound.,20,12
5:08,242,A.J. Lapray missed Three Point Jumper.,20,12
5:08,2466,Vontay Ott Defensive Rebound.,20,12
5:01,2466,C.J. Jones missed Three Point Jumper.,20,12
5:01,242,Connor Cashaw Defensive Rebound.,20,12
4:54,242,A.J. Lapray made Layup. Assisted by Connor Cashaw.,22,12
4:31,242,Foul on Malik Osborne.,22,12
4:31,2466,Darian Dixon made Free Throw.,22,13
4:31,2466,Darian Dixon made Free Throw.,22,14
4:11,242,Najja Hunter Turnover.,22,14
3:51,2466,Larry Owens missed Layup.,22,14
3:51,2466,Darian Dixon Offensive Rebound.,22,14
3:50,242,Foul on A.J. Lapray.,22,14
3:50,2466,Official TV Timeout,22,14
3:50,2466,Darian Dixon made Free Throw.,22,15
3:50,2466,Darian Dixon made Free Throw.,22,16
3:28,242,Malik Osborne missed Three Point Jumper.,22,16
3:28,2466,Jalan West Defensive Rebound.,22,16
3:20,242,Foul on Malik Osborne.,22,16
3:20,2466,Ishmael Lane made Free Throw.,22,17
3:20,2466,Ishmael Lane missed Free Throw.,22,17
3:20,242,Bishop Mency Defensive Rebound.,22,17
3:07,242,Bishop Mency Turnover.,22,17
3:06,2466,Devonte Hall Steal.,22,17
3:04,2466,Devonte Hall made Layup.,22,19
2:46,2466,Foul on Ishmael Lane.,22,19
2:46,242,Dylan Jones missed Free Throw.,22,19
2:46,2466,Larry Owens Defensive Rebound.,22,19
2:20,2466,Jalan West missed Three Point Jumper.,22,19
2:20,242,Rice Defensive Rebound.,22,19
2:09,242,Ako Adams made Jumper.,24,19
1:58,242,Foul on Dylan Jones.,24,19
1:58,2466,Larry Owens made Free Throw.,24,20
1:58,2466,Larry Owens missed Free Throw.,24,20
1:58,242,A.J. Lapray Defensive Rebound.,24,20
1:49,242,Connor Cashaw made Jumper.,26,20
1:37,2466,Iziahiah Sweeney missed Three Point Jumper.,26,20
1:37,2466,Larry Owens Offensive Rebound.,26,20
1:33,242,Foul on Connor Cashaw.,26,20
1:33,2466,Larry Owens missed Free Throw.,26,20
1:33,2466,Northwestern State Deadball Team Rebound.,26,20
1:33,2466,Larry Owens made Free Throw.,26,21
1:17,2466,Foul on Devonte Hall.,26,21
1:17,242,Ako Adams made Free Throw.,27,21
1:17,242,Ako Adams made Free Throw.,28,21
1:07,2466,Darian Dixon Turnover.,28,21
1:05,242,Ako Adams Steal.,28,21
1:04,242,A.J. Lapray made Three Point Jumper. Assisted by Ako Adams.,31,21
0:52,2466,Iziahiah Sweeney Turnover.,31,21
0:50,242,Ako Adams Steal.,31,21
0:48,242,A.J. Lapray made Layup. Assisted by Ako Adams.,33,21
0:46,2466,Northwestern State  Timeout,33,21
0:32,2466,Devonte Hall made Three Point Jumper. Assisted by Jalan West.,33,24
0:05,242,Ako Adams made Three Point Jumper.,36,24
0:00,2466,End of 1st half,36,24
19:47,2466,Ishmael Lane made Jumper.,36,26
19:30,2466,Foul on Jalan West.,36,26
19:19,2466,Foul on Iziahiah Sweeney.,36,26
19:11,2466,Foul on Brandon Hutton.,36,26
19:11,242,Connor Cashaw made Free Throw.,37,26
19:11,242,Connor Cashaw made Free Throw.,38,26
19:04,242,Foul on Bishop Mency.,38,26
19:04,2466,Iziahiah Sweeney made Free Throw.,38,27
19:04,2466,Iziahiah Sweeney missed Free Throw.,38,27
19:04,242,Connor Cashaw Defensive Rebound.,38,27
18:43,242,Connor Cashaw missed Three Point Jumper.,38,27
18:43,2466,Iziahiah Sweeney Defensive Rebound.,38,27
18:36,2466,Iziahiah Sweeney made Layup.,38,29
18:32,242,Bishop Mency Turnover.,38,29
18:31,2466,Devonte Hall Steal.,38,29
18:30,2466,Ishmael Lane made Layup. Assisted by Devonte Hall.,38,31
18:30,242,Foul on Bishop Mency.,38,31
18:30,2466,Ishmael Lane missed Free Throw.,38,31
18:30,242,Robert Martin Defensive Rebound.,38,31
18:20,242,Ako Adams made Layup.,40,31
18:10,2466,Brandon Hutton missed Jumper.,40,31
18:10,242,Robert Martin Defensive Rebound.,40,31
18:01,242,Connor Cashaw made Three Point Jumper. Assisted by Ako Adams.,43,31
17:54,242,Foul on Robert Martin.,43,31
17:49,2466,Devonte Hall missed Layup.,43,31
17:49,2466,Northwestern State Offensive Rebound.,43,31
17:46,2466,Ishmael Lane made Three Point Jumper. Assisted by Jalan West.,43,34
17:16,242,Connor Cashaw missed Jumper.,43,34
17:16,242,Bishop Mency Offensive Rebound.,43,34
17:04,242,Bishop Mency missed Three Point Jumper.,43,34
17:04,2466,Jalan West Defensive Rebound.,43,34
16:52,2466,Jalan West made Three Point Jumper. Assisted by Devonte Hall.,43,37
16:40,242,Connor Cashaw made Jumper.,45,37
16:29,2466,Ishmael Lane Turnover.,45,37
16:29,2466,Foul on Ishmael Lane.,45,37
16:29,2466,Foul on Devonte Hall.,45,37
16:07,242,Malik Osborne missed Jumper.,45,37
16:07,2466,Brandon Hutton Defensive Rebound.,45,37
15:59,2466,Brandon Hutton Turnover.,45,37
15:59,2466,Official TV Timeout,45,37
15:49,242,Najja Hunter missed Layup.,45,37
15:49,2466,Northwestern State Defensive Rebound.,45,37
15:32,2466,Darian Dixon made Layup. Assisted by Larry Owens.,45,39
15:19,242,Connor Cashaw missed Jumper.,45,39
15:19,2466,Larry Owens Defensive Rebound.,45,39
15:11,2466,Czar Perry Turnover.,45,39
14:57,242,A.J. Lapray missed Three Point Jumper.,45,39
14:57,242,Rice Offensive Rebound.,45,39
14:55,2466,Foul on Darian Dixon.,45,39
14:37,242,Malik Osborne missed Layup.,45,39
14:37,242,Malik Osborne Offensive Rebound.,45,39
14:34,242,Malik Osborne made Layup.,47,39
14:26,2466,Darian Dixon made Layup. Assisted by Czar Perry.,47,41
14:09,242,Connor Cashaw made Three Point Jumper. Assisted by Najja Hunter.,50,41
13:49,242,Foul on Tim Harrison.,50,41
13:49,2466,Czar Perry missed Free Throw.,50,41
13:49,2466,Northwestern State Deadball Team Rebound.,50,41
13:49,2466,Czar Perry missed Free Throw.,50,41
13:49,242,Connor Cashaw Defensive Rebound.,50,41
13:40,242,A.J. Lapray made Three Point Jumper. Assisted by Ako Adams.,53,41
13:28,2466,Larry Owens Turnover.,53,41
13:28,2466,Foul on Larry Owens.,53,41
13:14,242,Connor Cashaw made Jumper.,55,41
12:45,2466,Larry Owens missed Layup.,55,41
12:45,2466,Darian Dixon Offensive Rebound.,55,41
12:42,242,Foul on Tim Harrison.,55,41
12:36,2466,Caleb Starks missed Jumper.,55,41
12:36,2466,Caleb Starks Offensive Rebound.,55,41
12:32,2466,Caleb Starks missed Layup.,55,41
12:32,242,Connor Cashaw Defensive Rebound.,55,41
12:26,242,A.J. Lapray made Three Point Jumper. Assisted by Connor Cashaw.,58,41
12:22,2466,Northwestern State  Timeout,58,41
12:11,2466,Ishmael Lane made Layup. Assisted by Brandon Hutton.,58,43
11:40,242,Ako Adams made Three Point Jumper. Assisted by Connor Cashaw.,61,43
11:22,2466,Official TV Timeout,61,43
11:16,2466,Brandon Hutton missed Jumper.,61,43
11:16,2466,Jalan West Offensive Rebound.,61,43
11:07,2466,Ishmael Lane Turnover.,61,43
11:05,242,Connor Cashaw Steal.,61,43
10:46,242,Ako Adams missed Three Point Jumper.,61,43
10:46,242,Dylan Jones Offensive Rebound.,61,43
10:40,242,Connor Cashaw missed Three Point Jumper.,61,43
10:40,242,Malik Osborne Offensive Rebound.,61,43
10:09,2466,Foul on Brandon Hutton.,61,43
10:09,242,Connor Cashaw made Free Throw.,62,43
10:09,242,Connor Cashaw missed Free Throw.,62,43
10:09,242,Ako Adams Offensive Rebound.,62,43
10:01,242,A.J. Lapray made Three Point Jumper. Assisted by Ako Adams.,65,43
9:51,2466,Devonte Hall made Three Point Jumper. Assisted by Jalan West.,65,46
9:42,242,Connor Cashaw missed Three Point Jumper.,65,46
9:42,2466,Devonte Hall Defensive Rebound.,65,46
9:31,2466,Iziahiah Sweeney missed Three Point Jumper.,65,46
9:31,242,Connor Cashaw Defensive Rebound.,65,46
9:24,2466,Foul on Devonte Hall.,65,46
9:24,242,Connor Cashaw made Free Throw.,66,46
9:24,242,Connor Cashaw made Free Throw.,67,46
9:12,242,Bishop Mency Turnover.,67,46
9:12,242,Rice  Timeout,67,46
8:57,242,Bishop Mency Turnover.,67,46
8:49,2466,Ishmael Lane made Jumper.,67,48
8:42,242,A.J. Lapray made Jumper.,69,48
8:29,2466,Darian Dixon made Layup. Assisted by Ishmael Lane.,69,50
8:29,242,Foul on Austin Meyer.,69,50
8:29,2466,Darian Dixon made Free Throw.,69,51
8:00,242,A.J. Lapray Turnover.,69,51
7:52,2466,Ishmael Lane made Layup.,69,53
7:28,2466,Foul on Ishmael Lane.,69,53
7:28,2466,Official TV Timeout,69,53
7:28,242,Bishop Mency made Free Throw.,70,53
7:28,242,Bishop Mency made Free Throw.,71,53
7:17,2466,Iziahiah Sweeney made Jumper. Assisted by Darian Dixon.,71,55
7:15,242,Foul on Robert Martin.,71,55
7:15,2466,Iziahiah Sweeney missed Free Throw.,71,55
7:15,242,Robert Martin Defensive Rebound.,71,55
7:10,242,Robert Martin Turnover.,71,55
7:08,2466,Northwestern State  Turnover.,71,55
7:06,242,Najja Hunter Steal.,71,55
7:06,2466,Foul on Czar Perry.,71,55
7:06,242,Najja Hunter missed Free Throw.,71,55
7:06,242,Rice Deadball Team Rebound.,71,55
7:06,242,Najja Hunter made Free Throw.,72,55
6:58,242,Foul on Bishop Mency.,72,55
6:58,2466,Iziahiah Sweeney missed Free Throw.,72,55
6:58,242,Dylan Jones Defensive Rebound.,72,55
6:51,242,Robert Martin made Layup.,74,55
6:40,2466,Czar Perry missed Three Point Jumper.,74,55
6:40,2466,Iziahiah Sweeney Offensive Rebound.,74,55
6:35,242,Foul on Robert Martin.,74,55
6:35,2466,Iziahiah Sweeney missed Free Throw.,74,55
6:35,242,Malik Osborne Defensive Rebound.,74,55
6:19,2466,Foul on Darian Dixon.,74,55
6:19,242,Najja Hunter missed Free Throw.,74,55
6:19,242,Rice Deadball Team Rebound.,74,55
6:19,242,Najja Hunter made Free Throw.,75,55
6:03,2466,Larry Owens missed Jumper.,75,55
6:03,242,Robert Martin Defensive Rebound.,75,55
5:53,242,Robert Martin made Layup. Assisted by Malik Osborne.,77,55
5:45,242,Foul on Najja Hunter.,77,55
5:45,2466,Jalan West missed Free Throw.,77,55
5:45,2466,Northwestern State Deadball Team Rebound.,77,55
5:45,2466,Jalan West made Free Throw.,77,56
5:34,242,Connor Cashaw made Three Point Jumper. Assisted by Robert Martin.,80,56
5:14,242,Foul on Dylan Jones.,80,56
5:14,2466,Devonte Hall made Free Throw.,80,57
5:14,2466,Devonte Hall made Free Throw.,80,58
5:14,2466,Devonte Hall made Free Throw.,80,59
4:51,242,Dylan Jones Turnover.,80,59
4:51,242,Foul on Dylan Jones.,80,59
4:42,2466,Larry Owens missed Layup.,80,59
4:42,242,Malik Osborne Defensive Rebound.,80,59
4:29,242,Robert Martin made Three Point Jumper. Assisted by Connor Cashaw.,83,59
4:20,2466,Iziahiah Sweeney made Jumper.,83,61
4:09,242,Malik Osborne Turnover.,83,61
4:07,2466,Darian Dixon Steal.,83,61
4:02,2466,Devonte Hall missed Three Point Jumper.,83,61
4:02,242,Malik Osborne Defensive Rebound.,83,61
3:53,242,Rice  Timeout,83,61
3:51,2466,Foul on Larry Owens.,83,61
3:51,242,Austin Meyer missed Free Throw.,83,61
3:51,242,Rice Deadball Team Rebound.,83,61
3:51,242,Austin Meyer missed Free Throw.,83,61
3:51,2466,Larry Owens Defensive Rebound.,83,61
3:26,2466,Larry Owens Turnover.,83,61
3:25,242,Bishop Mency Steal.,83,61
3:03,242,Connor Cashaw missed Three Point Jumper.,83,61
3:03,2466,Larry Owens Defensive Rebound.,83,61
2:43,2466,Czar Perry missed Three Point Jumper.,83,61
2:43,242,Robert Martin Defensive Rebound.,83,61
2:36,242,Robert Martin Turnover.,83,61
2:35,2466,Vontay Ott Steal.,83,61
2:26,2466,Jacob Guest missed Three Point Jumper.,83,61
2:26,2466,Vontay Ott Offensive Rebound.,83,61
2:21,2466,Vontay Ott made Layup.,83,63
2:00,242,Austin Meyer made Jumper.,85,63
1:52,242,Foul on Austin Meyer.,85,63
1:52,2466,Larry Owens missed Free Throw.,85,63
1:52,2466,Northwestern State Deadball Team Rebound.,85,63
1:52,2466,Larry Owens made Free Throw.,85,64
1:40,242,A.J. Lapray missed Three Point Jumper.,85,64
1:40,2466,Jacob Guest Defensive Rebound.,85,64
1:27,2466,Vontay Ott missed Jumper.,85,64
1:27,242,Connor Cashaw Defensive Rebound.,85,64
0:59,242,Austin Meyer made Dunk. Assisted by Connor Cashaw.,87,64
0:44,2466,Jacob Guest Turnover.,87,64
0:30,242,Bishop Mency missed Layup.,87,64
0:30,2466,Larry Owens Defensive Rebound.,87,64
0:29,242,Foul on Austin Meyer.,87,64
0:29,2466,Vontay Ott made Free Throw.,87,65
0:29,2466,Vontay Ott missed Free Throw.,87,65
0:29,242,Bishop Mency Defensive Rebound.,87,65
0:00,2466,End of Game,87,65
