Wesley,Error,Delaware,48
12:52,-1,Jw Lawson missed Jumper.,13,15
12:52,48,Kevin Anderson Defensive Rebound.,13,15
12:44,48,Derrick Woods made Layup. Assisted by Kevin Anderson.,13,17
12:35,-1,Brian Cameron missed Three Point Jumper.,13,17
12:35,48,Kevin Anderson Defensive Rebound.,13,17
12:25,48,Chyree Walker missed Layup.,13,17
12:25,-1,Brian Cameron Defensive Rebound.,13,17
12:02,-1,Derick Charles missed Jumper.,13,17
12:02,-1,Wesley Offensive Rebound.,13,17
11:59,48,Official TV Timeout,13,17
11:57,-1,Brian Cameron made Three Point Jumper. Assisted by George Cook.,16,17
11:47,48,Jacob Cushing made Layup. Assisted by Anthony Mosley.,16,19
11:23,-1,Brandon Lewis missed Layup.,16,19
11:23,48,Anthony Mosley Defensive Rebound.,16,19
11:07,48,Darian Bryant missed Three Point Jumper.,16,19
11:07,-1,Paul Clemons Defensive Rebound.,16,19
11:04,48,Foul on Derrick Woods.,16,19
10:49,-1,Brian Cameron missed Layup.,16,19
10:49,48,Derrick Woods Block.,16,19
10:45,48,Darian Bryant Defensive Rebound.,16,19
10:27,48,Darian Bryant made Layup. Assisted by Derrick Woods.,16,21
9:58,-1,George Cook Turnover.,16,21
9:57,48,Anthony Mosley Steal.,16,21
9:41,48,Derrick Woods made Layup. Assisted by Anthony Mosley.,16,23
9:41,-1,Foul on Brandon Lewis.,16,23
9:41,-1,Wesley  Timeout,16,23
9:41,48,Derrick Woods made Free Throw.,16,24
9:15,-1,Paul Clemons missed Layup.,16,24
9:15,48,Kevin Anderson Defensive Rebound.,16,24
9:12,-1,Foul on Mychal Stefanides.,16,24
9:12,48,Anthony Mosley made Free Throw.,16,25
9:12,48,Anthony Mosley missed Free Throw.,16,25
9:12,-1,Paul Clemons Defensive Rebound.,16,25
9:01,-1,Evan Anderson missed Layup.,16,25
9:01,48,Kevin Anderson Block.,16,25
8:57,48,Eric Carter Defensive Rebound.,16,25
8:54,48,Eric Carter Turnover.,16,25
8:52,-1,Paul Clemons Steal.,16,25
8:35,48,Foul on Jacob Cushing.,16,25
8:35,-1,Evan Anderson made Free Throw.,17,25
8:35,-1,Evan Anderson made Free Throw.,18,25
8:35,-1,Evan Anderson made Free Throw.,19,25
8:23,-1,Foul on Mychal Stefanides.,19,25
8:07,48,Kevin Anderson made Layup.,19,27
7:55,-1,Tyrone Craven Turnover.,19,27
7:55,48,Ryan Daly Steal.,19,27
7:55,48,Official TV Timeout,19,27
7:44,48,Ryan Daly made Layup. Assisted by Darian Bryant.,19,29
7:29,-1,Brian Cameron made Jumper.,21,29
7:02,48,Darian Bryant missed Layup.,21,29
7:02,-1,Paul Clemons Defensive Rebound.,21,29
6:53,48,Foul on Kevin Anderson.,21,29
6:53,-1,Evan Anderson missed Free Throw.,21,29
6:53,-1,Wesley Deadball Team Rebound.,21,29
6:53,-1,Evan Anderson made Free Throw.,22,29
6:42,48,Eric Carter made Layup.,22,31
6:42,-1,Foul on Paul Clemons.,22,31
6:42,48,Eric Carter missed Free Throw.,22,31
6:42,48,Ryan Daly Offensive Rebound.,22,31
6:39,48,Ryan Daly missed Layup.,22,31
6:39,-1,Evan Anderson Defensive Rebound.,22,31
6:31,-1,Evan Anderson missed Three Point Jumper.,22,31
6:31,48,Chyree Walker Defensive Rebound.,22,31
6:21,48,Chyree Walker missed Jumper.,22,31
6:21,-1,Brian Cameron Defensive Rebound.,22,31
6:05,-1,Brian Cameron missed Three Point Jumper.,22,31
6:05,48,Ryan Daly Defensive Rebound.,22,31
5:48,48,Chyree Walker made Dunk. Assisted by Darian Bryant.,22,33
5:18,-1,Tyrone Craven made Jumper.,24,33
5:08,48,Kevin Anderson made Layup. Assisted by Chyree Walker.,24,35
5:08,-1,Foul on Jw Lawson.,24,35
5:08,48,Kevin Anderson made Free Throw.,24,36
5:01,48,Foul on Skye Johnson.,24,36
5:01,-1,Jw Lawson made Free Throw.,25,36
5:01,-1,Jw Lawson made Free Throw.,26,36
4:36,48,Chyree Walker made Dunk. Assisted by Kevin Anderson.,26,38
4:23,-1,Jw Lawson Turnover.,26,38
4:22,48,Anthony Mosley Steal.,26,38
4:21,-1,Foul on Brian Cameron.,26,38
4:21,48,Anthony Mosley made Free Throw.,26,39
4:21,48,Anthony Mosley made Free Throw.,26,40
4:09,48,Foul on Kevin Anderson.,26,40
4:09,-1,Evan Anderson made Free Throw.,27,40
4:09,-1,Evan Anderson made Free Throw.,28,40
4:09,-1,Evan Anderson made Free Throw.,29,40
3:44,48,Skye Johnson made Dunk. Assisted by Chyree Walker.,29,42
3:24,-1,Jw Lawson Turnover.,29,42
3:23,48,Chyree Walker Steal.,29,42
3:21,48,Anthony Mosley made Layup. Assisted by Chyree Walker.,29,44
3:20,48,Official TV Timeout,29,44
2:49,-1,Tyrone Craven missed Jumper.,29,44
2:49,48,Skye Johnson Defensive Rebound.,29,44
2:33,-1,Foul on Derick Charles.,29,44
2:33,48,Skye Johnson missed Free Throw.,29,44
2:33,48,Delaware Deadball Team Rebound.,29,44
2:33,48,Skye Johnson made Free Throw.,29,45
2:15,-1,Brian Cameron missed Layup.,29,45
2:15,48,Jacob Cushing Defensive Rebound.,29,45
2:09,-1,Foul on Tolu Babalola.,29,45
2:09,48,Anthony Mosley made Free Throw.,29,46
2:09,48,Anthony Mosley made Free Throw.,29,47
1:45,-1,Brandon Lewis Turnover.,29,47
1:27,48,Skye Johnson missed Jumper.,29,47
1:27,-1,Tolu Babalola Defensive Rebound.,29,47
1:02,48,Foul on Jacob Cushing.,29,47
1:02,-1,Evan Anderson made Free Throw.,30,47
1:02,-1,Evan Anderson made Free Throw.,31,47
0:52,48,Skye Johnson made Layup. Assisted by Kevin Anderson.,31,49
0:39,-1,Tolu Babalola made Layup. Assisted by Brian Cameron.,33,49
0:22,48,Anthony Mosley made Layup. Assisted by Kevin Anderson.,33,51
0:02,-1,Brandon Lewis made Three Point Jumper. Assisted by Evan Anderson.,36,51
0:00,48,End of 1st half,36,51
19:49,48,Ryan Daly made Jumper.,36,53
19:17,-1,Evan Anderson made Three Point Jumper. Assisted by Tyrone Craven.,39,53
18:56,48,Foul on Eric Carter.,39,53
18:56,48,Eric Carter Turnover.,39,53
18:39,-1,Brian Cameron made Three Point Jumper. Assisted by Evan Anderson.,42,53
18:18,48,Anthony Mosley Turnover.,42,53
18:17,-1,Brian Cameron Steal.,42,53
18:12,-1,Brian Cameron made Layup.,44,53
17:56,48,Kevin Anderson made Layup. Assisted by Eric Carter.,44,55
17:46,-1,Tyrone Craven Turnover.,44,55
17:45,48,Kevin Anderson Steal.,44,55
17:41,-1,Foul on Paul Clemons.,44,55
17:41,48,Eric Carter made Free Throw.,44,56
17:41,48,Eric Carter made Free Throw.,44,57
17:16,-1,Paul Clemons missed Jumper.,44,57
17:16,48,Eric Carter Defensive Rebound.,44,57
17:08,48,Darian Bryant missed Three Point Jumper.,44,57
17:08,-1,Paul Clemons Defensive Rebound.,44,57
16:41,48,Official TV Timeout,44,57
16:41,48,Official TV Timeout,44,57
16:41,-1,Paul Clemons missed Layup.,44,57
16:41,48,Eric Carter Block.,44,57
16:40,-1,Wesley Offensive Rebound.,44,57
16:36,-1,Brian Cameron missed Jumper.,44,57
16:36,48,Kevin Anderson Defensive Rebound.,44,57
16:25,48,Anthony Mosley missed Layup.,44,57
16:25,48,Eric Carter Offensive Rebound.,44,57
16:22,48,Eric Carter missed Layup.,44,57
16:22,48,Anthony Mosley Offensive Rebound.,44,57
16:16,48,Anthony Mosley Turnover.,44,57
16:15,-1,Evan Anderson Steal.,44,57
16:13,-1,Evan Anderson made Jumper.,46,57
15:55,48,Kevin Anderson missed Three Point Jumper.,46,57
15:55,-1,George Cook Defensive Rebound.,46,57
15:44,-1,Evan Anderson missed Three Point Jumper.,46,57
15:44,48,Eric Carter Defensive Rebound.,46,57
15:37,48,Ryan Daly made Layup. Assisted by Kevin Anderson.,46,59
15:08,-1,Evan Anderson missed Jumper.,46,59
15:08,48,Kevin Anderson Block.,46,59
15:04,48,Kevin Anderson Defensive Rebound.,46,59
15:02,48,Foul on Kevin Anderson.,46,59
15:02,48,Kevin Anderson Turnover.,46,59
15:02,48,Official TV Timeout,46,59
14:58,-1,Brian Cameron made Jumper.,48,59
14:30,48,Derrick Woods missed Layup.,48,59
14:30,-1,Brian Cameron Defensive Rebound.,48,59
14:16,48,Foul on Derrick Woods.,48,59
14:16,-1,Brian Cameron made Free Throw.,49,59
14:16,-1,Brian Cameron missed Free Throw.,49,59
14:16,48,Derrick Woods Defensive Rebound.,49,59
14:00,48,Derrick Woods made Layup. Assisted by Ryan Daly.,49,61
14:00,-1,Foul on Derick Charles.,49,61
14:00,48,Derrick Woods missed Free Throw.,49,61
14:00,-1,Brian Cameron Defensive Rebound.,49,61
13:49,48,Foul on Derrick Woods.,49,61
13:49,-1,Derick Charles made Free Throw.,50,61
13:49,-1,Derick Charles missed Free Throw.,50,61
13:49,48,Derrick Woods Defensive Rebound.,50,61
13:34,48,Ryan Daly missed Jumper.,50,61
13:34,-1,Brian Cameron Defensive Rebound.,50,61
13:25,-1,Brian Cameron missed Jumper.,50,61
13:25,48,Anthony Mosley Defensive Rebound.,50,61
13:16,48,Chyree Walker made Layup. Assisted by Anthony Mosley.,50,63
12:56,48,Foul on Chyree Walker.,50,63
12:50,-1,Mychal Stefanides missed Three Point Jumper.,50,63
12:50,-1,Wesley Offensive Rebound.,50,63
12:36,-1,Derick Charles made Jumper. Assisted by Evan Anderson.,52,63
12:20,48,Derrick Woods made Dunk. Assisted by Kevin Anderson.,52,65
11:56,-1,Brian Cameron missed Jumper.,52,65
11:56,48,Ryan Daly Defensive Rebound.,52,65
11:50,48,Chyree Walker made Layup. Assisted by Ryan Daly.,52,67
11:40,48,Foul on Ryan Daly.,52,67
11:40,48,Official TV Timeout,52,67
11:21,48,Foul on Anthony Mosley.,52,67
11:21,-1,Jw Lawson made Free Throw.,53,67
11:21,-1,Jw Lawson missed Free Throw.,53,67
11:21,48,Jacob Cushing Defensive Rebound.,53,67
11:08,48,Foul on Jacob Cushing.,53,67
11:08,48,Jacob Cushing Turnover.,53,67
10:46,-1,Jw Lawson Turnover.,53,67
10:19,48,Darian Bryant missed Three Point Jumper.,53,67
10:19,48,Darian Bryant Offensive Rebound.,53,67
10:15,48,Darian Bryant Turnover.,53,67
10:13,-1,Paul Clemons Steal.,53,67
10:09,-1,Evan Anderson missed Three Point Jumper.,53,67
10:09,48,Anthony Mosley Defensive Rebound.,53,67
9:39,48,Kevin Anderson Turnover.,53,67
9:34,-1,Evan Anderson missed Jumper.,53,67
9:34,48,Eric Carter Defensive Rebound.,53,67
9:23,48,Kevin Anderson made Layup.,53,69
9:22,-1,Foul on Brian Cameron.,53,69
9:22,48,Kevin Anderson missed Free Throw.,53,69
9:22,-1,Jw Lawson Defensive Rebound.,53,69
9:16,-1,Jw Lawson Turnover.,53,69
9:14,48,Eric Carter Steal.,53,69
9:10,48,Darian Bryant made Dunk. Assisted by Eric Carter.,53,71
8:33,-1,Jw Lawson made Layup.,55,71
8:33,48,Foul on Anthony Mosley.,55,71
8:33,-1,Jw Lawson missed Free Throw.,55,71
8:33,48,Eric Carter Defensive Rebound.,55,71
8:19,48,Ryan Daly missed Three Point Jumper.,55,71
8:19,-1,Mychal Stefanides Defensive Rebound.,55,71
8:10,-1,Brian Cameron made Three Point Jumper. Assisted by Mychal Stefanides.,58,71
7:52,48,Ryan Daly made Layup. Assisted by Darian Bryant.,58,73
7:52,-1,Foul on Paul Clemons.,58,73
7:52,48,Official TV Timeout,58,73
7:52,48,Ryan Daly missed Free Throw.,58,73
7:52,-1,Jw Lawson Defensive Rebound.,58,73
7:33,48,Foul on Eric Carter.,58,73
7:33,-1,Jw Lawson missed Free Throw.,58,73
7:33,-1,Wesley Deadball Team Rebound.,58,73
7:33,-1,Jw Lawson made Free Throw.,59,73
7:10,48,Eric Carter made Jumper.,59,75
7:10,-1,Foul on Mychal Stefanides.,59,75
7:10,48,Eric Carter missed Free Throw.,59,75
7:10,48,Ryan Daly Offensive Rebound.,59,75
6:56,48,Kevin Anderson Turnover.,59,75
6:55,-1,Brian Cameron Steal.,59,75
6:50,-1,Jw Lawson missed Layup.,59,75
6:50,-1,Derick Charles Offensive Rebound.,59,75
6:45,48,Foul on Anthony Mosley.,59,75
6:45,-1,Brian Cameron made Free Throw.,60,75
6:45,-1,Brian Cameron made Free Throw.,61,75
6:26,48,Ryan Daly made Layup.,61,77
6:09,-1,Brian Cameron made Layup.,63,77
5:48,48,Darian Bryant missed Layup.,63,77
5:48,-1,Brian Cameron Defensive Rebound.,63,77
5:40,-1,Jw Lawson Turnover.,63,77
5:38,48,Chyree Walker Steal.,63,77
5:36,48,Darian Bryant missed Layup.,63,77
5:36,48,Eric Carter Offensive Rebound.,63,77
5:29,48,Ryan Daly made Layup. Assisted by Eric Carter.,63,79
5:29,48,Delaware  Timeout,63,79
5:04,-1,Brian Cameron made Layup.,65,79
5:04,48,Foul on Chyree Walker.,65,79
5:04,-1,Brian Cameron made Free Throw.,66,79
4:42,48,Kevin Anderson missed Three Point Jumper.,66,79
4:42,48,Ryan Daly Offensive Rebound.,66,79
4:39,48,Ryan Daly made Layup.,66,81
4:27,-1,Mychal Stefanides missed Jumper.,66,81
4:27,48,Derrick Woods Defensive Rebound.,66,81
4:18,48,Chyree Walker made Layup.,66,83
3:56,-1,Brian Cameron missed Three Point Jumper.,66,83
3:55,48,Kevin Anderson Defensive Rebound.,66,83
3:54,48,Official TV Timeout,66,83
3:51,48,Official TV Timeout,66,83
3:36,-1,Foul on Paul Clemons.,66,83
3:36,48,Skye Johnson missed Free Throw.,66,83
3:36,48,Delaware Deadball Team Rebound.,66,83
3:36,48,Skye Johnson made Free Throw.,66,84
3:20,-1,Evan Anderson Turnover.,66,84
3:09,48,Anthony Mosley made Layup. Assisted by Derrick Woods.,66,86
2:54,-1,Evan Anderson made Layup.,68,86
2:44,48,Jacob Cushing missed Three Point Jumper.,68,86
2:44,-1,Mychal Stefanides Defensive Rebound.,68,86
2:40,48,Foul on Jacob Cushing.,68,86
2:40,-1,Mychal Stefanides made Free Throw.,69,86
2:40,-1,Mychal Stefanides made Free Throw.,70,86
2:22,48,Anthony Mosley Turnover.,70,86
2:21,-1,Evan Anderson Steal.,70,86
2:16,-1,Jw Lawson made Three Point Jumper. Assisted by Evan Anderson.,73,86
1:46,48,Jacob Cushing made Dunk.,73,88
1:30,48,Foul on Anthony Mosley.,73,88
1:30,-1,Mychal Stefanides missed Free Throw.,73,88
1:30,-1,Wesley Deadball Team Rebound.,73,88
1:30,-1,Mychal Stefanides made Free Throw.,74,88
1:25,-1,Foul on Mychal Stefanides.,74,88
1:25,48,Curtis Lochner made Free Throw.,74,89
1:25,48,Curtis Lochner missed Free Throw.,74,89
1:25,48,Delaware Offensive Rebound.,74,89
1:15,48,Skye Johnson made Layup.,74,91
1:10,-1,Brian Cameron made Jumper.,76,91
1:10,-1,Wesley  Timeout,76,91
0:52,48,Derrick Woods missed Layup.,76,91
0:52,48,Derrick Woods Offensive Rebound.,76,91
0:49,48,Derrick Woods missed Layup.,76,91
0:49,48,Derrick Woods Offensive Rebound.,76,91
0:42,48,Curtis Lochner Turnover.,76,91
0:41,-1,Craig Sirmons Steal.,76,91
0:38,-1,Craig Sirmons missed Layup.,76,91
0:38,-1,Hura Blaine Offensive Rebound.,76,91
0:34,-1,Hura Blaine made Layup.,78,91
0:25,48,Jacob Cushing missed Three Point Jumper.,78,91
0:25,48,Skye Johnson Offensive Rebound.,78,91
0:20,48,Skye Johnson made Layup.,78,93
0:01,-1,Christian Chaney missed Three Point Jumper.,78,93
0:00,48,Delaware Defensive Rebound.,78,93
0:00,48,End of Game,78,93
