Florida Intl,2210,Elon,2229
13:22,2210,Steven Santa Ana made Three Point Jumper. Assisted by Dainan Swoope.,11,13
13:19,2229,Florida International  Timeout,11,13
13:19,2229,Official TV Timeout,11,13
13:02,2229,Brian Beard Jr. missed Three Point Jumper.,11,13
13:02,2210,Sheldon Eberhardt Defensive Rebound.,11,13
12:47,2210,Karolis Kundrotas missed Jumper.,11,13
12:47,2229,Brian Beard Jr. Defensive Rebound.,11,13
12:41,2210,Foul on Tyler Seibring.,11,13
12:41,2229,Cordell Veira Turnover.,11,13
12:26,2210,Seth Fuller Turnover.,11,13
12:26,2229,Michael Douglas Steal.,11,13
12:23,2229,Trejon Jacob made Layup. Assisted by Cordell Veira.,13,13
11:54,2210,Steven Santa Ana made Three Point Jumper. Assisted by Sheldon Eberhardt.,13,16
11:36,2229,Eric Lockett missed Jumper.,13,16
11:36,2210,Sheldon Eberhardt Defensive Rebound.,13,16
11:23,2210,Sheldon Eberhardt Turnover.,13,16
11:22,2229,Trejon Jacob Steal.,13,16
11:20,2229,Trejon Jacob made Layup.,15,16
10:49,2229,Foul on Eric Lockett.,15,16
10:49,2210,Official TV Timeout,15,16
10:49,2210,Steven Santa Ana made Free Throw.,15,17
10:49,2210,Steven Santa Ana missed Free Throw.,15,17
10:49,2229,Trejon Jacob Defensive Rebound.,15,17
10:44,2229,Trejon Jacob made Layup. Assisted by Isaiah Banks.,17,17
10:26,2210,Sheldon Eberhardt missed Three Point Jumper.,17,17
10:26,2229,Cordell Veira Defensive Rebound.,17,17
10:10,2229,Cordell Veira made Three Point Jumper.,20,17
9:46,2210,Seth Fuller Turnover.,20,17
9:26,2229,Trejon Jacob missed Three Point Jumper.,20,17
9:26,2210,Elon Defensive Rebound.,20,17
9:13,2210,Brian Dawkins made Layup. Assisted by Dainan Swoope.,20,19
8:52,2229,Trejon Jacob missed Three Point Jumper.,20,19
8:52,2210,Tyler Seibring Defensive Rebound.,20,19
8:40,2210,Brian Dawkins missed Layup.,20,19
8:40,2229,Jay Harvey Defensive Rebound.,20,19
8:23,2229,Cordell Veira missed Jumper.,20,19
8:23,2210,Dmitri Thompson Defensive Rebound.,20,19
8:13,2210,Dainan Swoope missed Three Point Jumper.,20,19
8:13,2210,Sheldon Eberhardt Offensive Rebound.,20,19
8:08,2210,Tyler Seibring made Layup. Assisted by Brian Dawkins.,20,21
7:46,2229,Isaiah Banks made Three Point Jumper. Assisted by Cordell Veira.,23,21
7:33,2229,Foul on Cordell Veira.,23,21
7:33,2210,Official TV Timeout,23,21
7:30,2210,Dainan Swoope missed Free Throw.,23,21
7:30,2210,Elon Deadball Team Rebound.,23,21
7:30,2210,Dainan Swoope made Free Throw.,23,22
7:12,2229,Isaiah Banks made Three Point Jumper. Assisted by Josh Stamps.,26,22
6:43,2210,Steven Santa Ana missed Three Point Jumper.,26,22
6:43,2229,Isaiah Banks Defensive Rebound.,26,22
6:33,2229,Eric Lockett missed Three Point Jumper.,26,22
6:33,2210,Dmitri Thompson Defensive Rebound.,26,22
6:20,2210,Foul on Dmitri Thompson.,26,22
6:20,2210,Dmitri Thompson Turnover.,26,22
6:10,2229,Josh Stamps made Three Point Jumper. Assisted by Brian Beard Jr..,29,22
6:06,2210,Elon  Timeout,29,22
5:49,2210,Steven Santa Ana missed Jumper.,29,22
5:49,2229,Eric Lockett Defensive Rebound.,29,22
5:34,2229,Josh Stamps missed Three Point Jumper.,29,22
5:34,2229,Hassan Hussein Offensive Rebound.,29,22
5:13,2229,Brian Beard Jr. made Layup.,31,22
5:03,2210,Dainan Swoope made Three Point Jumper.,31,25
4:45,2229,Josh Stamps made Three Point Jumper. Assisted by Brian Beard Jr..,34,25
4:21,2210,Dmitri Thompson missed Layup.,34,25
4:21,2229,Isaiah Banks Defensive Rebound.,34,25
4:05,2210,Foul on Dmitri Thompson.,34,25
4:05,2229,Brian Beard Jr. made Free Throw.,35,25
4:05,2229,Brian Beard Jr. missed Free Throw.,35,25
4:05,2210,Steven Santa Ana Defensive Rebound.,35,25
3:51,2210,Sheldon Eberhardt made Jumper.,35,27
3:37,2229,Josh Stamps missed Three Point Jumper.,35,27
3:37,2210,Karolis Kundrotas Defensive Rebound.,35,27
3:28,2210,Dainan Swoope missed Three Point Jumper.,35,27
3:28,2229,Trejon Jacob Defensive Rebound.,35,27
3:20,2229,Brian Beard Jr. made Three Point Jumper. Assisted by Josh Stamps.,38,27
2:59,2210,Steven Santa Ana made Three Point Jumper. Assisted by Tyler Seibring.,38,30
2:38,2229,Josh Stamps missed Three Point Jumper.,38,30
2:38,2229,Hassan Hussein Offensive Rebound.,38,30
2:32,2229,Hassan Hussein made Jumper.,40,30
2:12,2210,Dainan Swoope made Three Point Jumper. Assisted by Sheldon Eberhardt.,40,33
1:41,2229,Eric Lockett made Layup.,42,33
1:40,2210,Foul on Tyler Seibring.,42,33
1:40,2210,Official TV Timeout,42,33
1:40,2229,Eric Lockett made Free Throw.,43,33
1:29,2229,Foul on Hassan Hussein.,43,33
1:29,2210,Dainan Swoope made Free Throw.,43,34
1:29,2210,Dainan Swoope made Free Throw.,43,35
1:00,2229,Josh Stamps Turnover.,43,35
0:45,2210,Sheldon Eberhardt made Jumper. Assisted by Simon Wright.,43,37
0:32,2229,Brian Beard Jr. missed Layup.,43,37
0:32,2210,Karolis Kundrotas Defensive Rebound.,43,37
0:07,2229,Foul on Brian Beard Jr..,43,37
0:01,2210,Sheldon Eberhardt made Jumper. Assisted by Simon Wright.,43,39
0:00,2210,End of 1st half,43,39
19:42,2229,Josh Stamps made Three Point Jumper. Assisted by Hassan Hussein.,46,39
19:29,2210,Dainan Swoope missed Three Point Jumper.,46,39
19:29,2229,Eric Lockett Defensive Rebound.,46,39
19:19,2229,Eric Lockett missed Layup.,46,39
19:19,2229,Eric Lockett Offensive Rebound.,46,39
19:16,2229,Eric Lockett made Layup.,48,39
19:08,2229,Foul on Elhadji Dieng.,48,39
19:06,2210,Dmitri Thompson missed Free Throw.,48,39
19:06,2210,Elon Deadball Team Rebound.,48,39
19:06,2210,Dmitri Thompson made Free Throw.,48,40
18:52,2229,Brian Beard Jr. missed Jumper.,48,40
18:52,2210,Steven Santa Ana Defensive Rebound.,48,40
18:44,2210,Dainan Swoope Turnover.,48,40
18:40,2229,Brian Beard Jr. Steal.,48,40
18:39,2210,Foul on Brian Dawkins.,48,40
18:39,2229,Brian Beard Jr. missed Free Throw.,48,40
18:39,2229,Florida International Deadball Team Rebound.,48,40
18:39,2229,Brian Beard Jr. missed Free Throw.,48,40
18:39,2210,Steven Santa Ana Defensive Rebound.,48,40
18:25,2210,Brian Dawkins missed Three Point Jumper.,48,40
18:25,2210,Tyler Seibring Offensive Rebound.,48,40
18:22,2229,Foul on Hassan Hussein.,48,40
18:13,2210,Brian Dawkins Turnover.,48,40
17:57,2229,Hassan Hussein made Jumper.,50,40
17:41,2210,Brian Dawkins missed Layup.,50,40
17:41,2229,Eric Lockett Defensive Rebound.,50,40
17:35,2229,Hassan Hussein Turnover.,50,40
17:15,2210,Tyler Seibring missed Layup.,50,40
17:15,2229,Josh Stamps Defensive Rebound.,50,40
16:47,2229,Brian Beard Jr. missed Three Point Jumper.,50,40
16:47,2210,Steven Santa Ana Defensive Rebound.,50,40
16:40,2229,Foul on Brian Beard Jr..,50,40
16:23,2210,Dainan Swoope missed Three Point Jumper.,50,40
16:23,2229,Brian Beard Jr. Defensive Rebound.,50,40
16:11,2229,Eric Lockett missed Jumper.,50,40
16:11,2229,Florida International Offensive Rebound.,50,40
15:56,2229,Eric Lockett missed Jumper.,50,40
15:56,2210,Karolis Kundrotas Defensive Rebound.,50,40
15:54,2229,Foul on Jay Harvey.,50,40
15:54,2210,Official TV Timeout,50,40
15:33,2210,Dmitri Thompson missed Three Point Jumper.,50,40
15:33,2229,Hassan Hussein Defensive Rebound.,50,40
15:22,2229,Eric Lockett missed Three Point Jumper.,50,40
15:22,2210,Dmitri Thompson Defensive Rebound.,50,40
15:10,2210,Dainan Swoope missed Three Point Jumper.,50,40
15:10,2229,Eric Lockett Defensive Rebound.,50,40
15:07,2210,Foul on Karolis Kundrotas.,50,40
15:07,2210,Karolis Kundrotas Turnover.,50,40
14:54,2229,Brian Beard Jr. Turnover.,50,40
14:35,2210,Simon Wright Turnover.,50,40
14:33,2229,Brian Beard Jr. Steal.,50,40
14:33,2210,Foul on Dainan Swoope.,50,40
14:33,2229,Brian Beard Jr. made Free Throw.,51,40
14:16,2229,Brian Beard Jr. made Layup.,53,40
14:08,2210,Tyler Seibring made Three Point Jumper. Assisted by Dainan Swoope.,53,43
14:02,2229,Trejon Jacob made Jumper.,55,43
13:46,2210,Brian Dawkins made Layup.,55,45
13:46,2229,Foul on Jay Harvey.,55,45
13:46,2210,Brian Dawkins made Free Throw.,55,46
13:30,2229,Eric Lockett Turnover.,55,46
13:20,2229,Foul on Eric Lockett.,55,46
13:02,2229,Foul on Trejon Jacob.,55,46
13:02,2210,Dainan Swoope made Free Throw.,55,47
13:02,2210,Dainan Swoope made Free Throw.,55,48
12:34,2229,Brian Beard Jr. missed Three Point Jumper.,55,48
12:34,2210,Dainan Swoope Block.,55,48
12:30,2210,Sheldon Eberhardt Defensive Rebound.,55,48
12:04,2210,Sheldon Eberhardt missed Three Point Jumper.,55,48
12:04,2210,Tyler Seibring Offensive Rebound.,55,48
11:58,2210,Steven Santa Ana missed Three Point Jumper.,55,48
11:58,2229,Trejon Jacob Defensive Rebound.,55,48
11:37,2229,Eric Lockett missed Layup.,55,48
11:37,2210,Brian Dawkins Defensive Rebound.,55,48
11:30,2210,Sheldon Eberhardt Turnover.,55,48
11:30,2210,Official TV Timeout,55,48
11:10,2229,Trejon Jacob missed Three Point Jumper.,55,48
11:10,2210,Dainan Swoope Defensive Rebound.,55,48
11:01,2210,Dainan Swoope missed Layup.,55,48
11:01,2229,Michael Douglas Defensive Rebound.,55,48
10:55,2229,Josh Stamps missed Layup.,55,48
10:55,2210,Tyler Seibring Block.,55,48
10:53,2210,Karolis Kundrotas Defensive Rebound.,55,48
10:42,2210,Foul on Dainan Swoope.,55,48
10:42,2210,Dainan Swoope Turnover.,55,48
10:25,2210,Foul on Dainan Swoope.,55,48
10:13,2229,Brian Beard Jr. missed Jumper.,55,48
10:13,2210,Karolis Kundrotas Defensive Rebound.,55,48
9:54,2210,Seth Fuller missed Three Point Jumper.,55,48
9:54,2229,Josh Stamps Defensive Rebound.,55,48
9:44,2229,Brian Beard Jr. missed Layup.,55,48
9:44,2210,Elon Defensive Rebound.,55,48
9:29,2210,Sheldon Eberhardt missed Jumper.,55,48
9:29,2210,Dmitri Thompson Offensive Rebound.,55,48
9:23,2210,Seth Fuller missed Three Point Jumper.,55,48
9:23,2229,Cordell Veira Defensive Rebound.,55,48
9:02,2229,Josh Stamps missed Layup.,55,48
9:02,2229,Josh Stamps Offensive Rebound.,55,48
8:56,2229,Jay Harvey missed Layup.,55,48
8:56,2229,Josh Stamps Offensive Rebound.,55,48
8:53,2229,Isaiah Banks made Three Point Jumper. Assisted by Josh Stamps.,58,48
8:42,2210,Seth Fuller missed Layup.,58,48
8:42,2229,Cordell Veira Defensive Rebound.,58,48
8:32,2229,Eric Lockett Turnover.,58,48
8:16,2210,Dainan Swoope missed Layup.,58,48
8:16,2210,Brian Dawkins Offensive Rebound.,58,48
8:11,2210,Brian Dawkins missed Layup.,58,48
8:11,2229,Eric Lockett Defensive Rebound.,58,48
7:48,2210,Foul on Brian Dawkins.,58,48
7:48,2210,Official TV Timeout,58,48
7:29,2229,Cordell Veira made Three Point Jumper.,61,48
7:20,2210,Dainan Swoope made Layup.,61,50
7:20,2229,Foul on Cordell Veira.,61,50
7:20,2210,Dainan Swoope missed Free Throw.,61,50
7:20,2229,Eric Lockett Defensive Rebound.,61,50
7:02,2229,Hassan Hussein missed Jumper.,61,50
7:02,2210,Steven Santa Ana Defensive Rebound.,61,50
6:59,2229,Foul on Isaiah Banks.,61,50
6:59,2210,Steven Santa Ana missed Free Throw.,61,50
6:59,2229,Hassan Hussein Defensive Rebound.,61,50
6:41,2229,Isaiah Banks missed Three Point Jumper.,61,50
6:41,2210,Tyler Seibring Defensive Rebound.,61,50
6:21,2210,Brian Dawkins made Three Point Jumper. Assisted by Dmitri Thompson.,61,53
5:57,2229,Eric Lockett missed Jumper.,61,53
5:57,2210,Dmitri Thompson Defensive Rebound.,61,53
5:49,2210,Tyler Seibring missed Three Point Jumper.,61,53
5:49,2229,Hassan Hussein Defensive Rebound.,61,53
5:21,2210,Foul on Dmitri Thompson.,61,53
5:21,2229,Brian Beard Jr. missed Free Throw.,61,53
5:21,2210,Brian Dawkins Defensive Rebound.,61,53
5:05,2229,Foul on Isaiah Banks.,61,53
5:05,2210,Dmitri Thompson missed Free Throw.,61,53
5:05,2210,Elon Deadball Team Rebound.,61,53
5:05,2210,Dmitri Thompson made Free Throw.,61,54
4:46,2229,Hassan Hussein made Jumper.,63,54
4:26,2210,Brian Dawkins missed Layup.,63,54
4:26,2229,Jay Harvey Defensive Rebound.,63,54
4:02,2229,Josh Stamps missed Three Point Jumper.,63,54
4:02,2210,Dmitri Thompson Defensive Rebound.,63,54
3:54,2210,Dmitri Thompson missed Layup.,63,54
3:54,2210,Brian Dawkins Offensive Rebound.,63,54
3:49,2210,Brian Dawkins made Layup.,63,56
3:49,2210,Elon  Timeout,63,56
3:49,2210,Official TV Timeout,63,56
3:20,2229,Brian Beard Jr. missed Three Point Jumper.,63,56
3:20,2229,Eric Lockett Offensive Rebound.,63,56
2:51,2229,Hassan Hussein missed Jumper.,63,56
2:51,2210,Brian Dawkins Defensive Rebound.,63,56
2:38,2210,Steven Santa Ana made Layup. Assisted by Dmitri Thompson.,63,58
2:21,2229,Brian Beard Jr. Turnover.,63,58
2:21,2210,Official TV Timeout,63,58
2:02,2210,Dmitri Thompson missed Layup.,63,58
2:02,2229,Florida International Defensive Rebound.,63,58
1:39,2229,Eric Lockett Turnover.,63,58
1:20,2210,Dainan Swoope made Three Point Jumper. Assisted by Tyler Seibring.,63,61
1:17,2210,Elon  Timeout,63,61
0:59,2229,Hassan Hussein Turnover.,63,61
0:59,2210,Tyler Seibring Steal.,63,61
0:42,2210,Foul on Tyler Seibring.,63,61
0:42,2210,Tyler Seibring Turnover.,63,61
0:18,2229,Brian Beard Jr. made Layup.,65,61
0:13,2210,Steven Santa Ana made Layup.,65,63
0:12,2210,Elon  Timeout,65,63
0:11,2210,Foul on Sheldon Eberhardt.,65,63
0:11,2229,Brian Beard Jr. made Free Throw.,66,63
0:11,2229,Brian Beard Jr. missed Free Throw.,66,63
0:11,2210,Tyler Seibring Defensive Rebound.,66,63
0:05,2210,Dmitri Thompson made Three Point Jumper. Assisted by Dainan Swoope.,66,66
0:02,2229,Brian Beard Jr. missed Three Point Jumper.,66,66
0:02,2229,Florida International Deadball Team Rebound.,66,66
0:00,2210,End of 2nd half,66,66
4:37,2210,Tyler Seibring missed Jumper.,66,66
4:37,2229,Florida International Defensive Rebound.,66,66
4:13,2229,Josh Stamps Turnover.,66,66
4:12,2210,Dainan Swoope Steal.,66,66
4:09,2229,Foul on Brian Beard Jr..,66,66
4:09,2210,Dmitri Thompson made Free Throw.,66,67
4:09,2210,Dmitri Thompson made Free Throw.,66,68
3:48,2229,Eric Lockett missed Jumper.,66,68
3:48,2210,Dmitri Thompson Defensive Rebound.,66,68
3:46,2210,Foul on Dmitri Thompson.,66,68
3:46,2229,Isaiah Banks missed Free Throw.,66,68
3:46,2229,Florida International Offensive Rebound.,66,68
3:46,2229,Isaiah Banks made Free Throw.,67,68
3:27,2210,Dainan Swoope missed Layup.,67,68
3:27,2229,Hassan Hussein Defensive Rebound.,67,68
3:21,2229,Isaiah Banks missed Layup.,67,68
3:21,2229,Isaiah Banks Offensive Rebound.,67,68
3:18,2229,Isaiah Banks made Layup.,69,68
3:11,2210,Steven Santa Ana missed Three Point Jumper.,69,68
3:11,2229,Brian Beard Jr. Defensive Rebound.,69,68
3:02,2229,Isaiah Banks missed Layup.,69,68
3:02,2210,Dainan Swoope Block.,69,68
3:00,2229,Isaiah Banks Offensive Rebound.,69,68
2:47,2229,Brian Beard Jr. Turnover.,69,68
2:35,2210,Steven Santa Ana made Layup.,69,70
2:01,2229,Trejon Jacob made Jumper.,71,70
1:39,2210,Steven Santa Ana made Layup.,71,72
1:39,2229,Foul on Trejon Jacob.,71,72
1:39,2210,Steven Santa Ana made Free Throw.,71,73
1:17,2229,Isaiah Banks made Three Point Jumper. Assisted by Trejon Jacob.,74,73
0:54,2210,Dainan Swoope missed Three Point Jumper.,74,73
0:54,2229,Trejon Jacob Defensive Rebound.,74,73
0:29,2229,Brian Beard Jr. missed Layup.,74,73
0:29,2210,Steven Santa Ana Defensive Rebound.,74,73
0:11,2229,Foul on Hassan Hussein.,74,73
0:11,2210,Dainan Swoope made Free Throw.,74,74
0:11,2210,Dainan Swoope made Free Throw.,74,75
0:08,2210,Foul on Dmitri Thompson.,74,75
0:08,2210,Elon  Timeout,74,75
0:08,2229,Brian Beard Jr. made Free Throw.,75,75
0:08,2229,Brian Beard Jr. missed Free Throw.,75,75
0:08,2210,Steven Santa Ana Defensive Rebound.,75,75
0:04,2210,Brian Dawkins missed Layup.,75,75
0:04,2229,Eric Lockett Block.,75,75
0:02,2229,Trejon Jacob Defensive Rebound.,75,75
0:01,2229,Florida International  Timeout,75,75
0:00,2210,End of 1st overtime,75,75
4:36,2229,Eric Lockett made Jumper.,77,75
4:03,2210,Dainan Swoope missed Three Point Jumper.,77,75
4:03,2229,Florida International Defensive Rebound.,77,75
3:50,2229,Eric Lockett missed Layup.,77,75
3:50,2210,Tyler Seibring Block.,77,75
3:48,2210,Dainan Swoope Defensive Rebound.,77,75
3:21,2210,Tyler Seibring missed Three Point Jumper.,77,75
3:21,2229,Brian Beard Jr. Defensive Rebound.,77,75
2:51,2229,Hassan Hussein missed Jumper.,77,75
2:51,2210,Brian Dawkins Defensive Rebound.,77,75
2:28,2210,Brian Dawkins made Layup.,77,77
2:07,2229,Trejon Jacob made Jumper. Assisted by Brian Beard Jr..,79,77
2:04,2229,Florida International  Timeout,79,77
1:57,2210,Tyler Seibring missed Three Point Jumper.,79,77
1:57,2229,Brian Beard Jr. Defensive Rebound.,79,77
1:39,2229,Eric Lockett missed Three Point Jumper.,79,77
1:39,2229,Isaiah Banks Offensive Rebound.,79,77
0:58,2229,Brian Beard Jr. Turnover.,79,77
0:57,2210,Brian Dawkins Steal.,79,77
0:42,2210,Sheldon Eberhardt missed Layup.,79,77
0:42,2229,Eric Lockett Defensive Rebound.,79,77
0:15,2229,Brian Beard Jr. missed Jumper.,79,77
0:15,2210,Tyler Seibring Defensive Rebound.,79,77
0:02,2210,Sheldon Eberhardt made Layup.,79,79
0:00,2210,End of 2nd overtime,79,79
4:43,2210,Brian Dawkins made Layup. Assisted by Tyler Seibring.,79,81
4:27,2229,Trejon Jacob missed Three Point Jumper.,79,81
4:27,2210,Elon Defensive Rebound.,79,81
3:59,2210,Dainan Swoope made Three Point Jumper. Assisted by Steven Santa Ana.,79,84
3:51,2229,Florida International  Timeout,79,84
3:28,2229,Isaiah Banks made Layup.,81,84
3:07,2210,Dainan Swoope missed Three Point Jumper.,81,84
3:07,2229,Eric Lockett Defensive Rebound.,81,84
2:58,2229,Eric Lockett made Layup.,83,84
2:43,2210,Sheldon Eberhardt made Layup.,83,86
2:28,2229,Hassan Hussein missed Three Point Jumper.,83,86
2:28,2210,Brian Dawkins Defensive Rebound.,83,86
1:59,2210,Dainan Swoope Turnover.,83,86
1:58,2229,Brian Beard Jr. Steal.,83,86
1:58,2210,Foul on Dainan Swoope.,83,86
1:58,2229,Brian Beard Jr. missed Free Throw.,83,86
1:58,2229,Florida International Deadball Team Rebound.,83,86
1:58,2229,Brian Beard Jr. made Free Throw.,84,86
1:47,2210,Steven Santa Ana Turnover.,84,86
1:32,2229,Brian Beard Jr. missed Three Point Jumper.,84,86
1:32,2210,Brian Dawkins Defensive Rebound.,84,86
1:25,2210,Elon  Timeout,84,86
1:09,2210,Steven Santa Ana made Layup.,84,88
0:59,2229,Brian Beard Jr. Turnover.,84,88
0:58,2210,Dainan Swoope Steal.,84,88
0:33,2210,Dainan Swoope made Three Point Jumper.,84,91
0:26,2229,Isaiah Banks missed Three Point Jumper.,84,91
0:26,2210,Sheldon Eberhardt Defensive Rebound.,84,91
0:23,2229,Foul on Josh Stamps.,84,91
0:23,2210,Sheldon Eberhardt made Free Throw.,84,92
0:23,2210,Sheldon Eberhardt made Free Throw.,84,93
0:20,2229,Eric Lockett made Three Point Jumper. Assisted by Brian Beard Jr..,87,93
0:12,2229,Foul on Hassan Hussein.,87,93
0:12,2210,Sheldon Eberhardt made Free Throw.,87,94
0:12,2210,Sheldon Eberhardt made Free Throw.,87,95
0:07,2229,Josh Stamps missed Three Point Jumper.,87,95
0:07,2210,Brian Dawkins Defensive Rebound.,87,95
0:00,2210,End of Game,87,95
