Providence,139,Saint Louis,2507
19:00,139,Saint Louis Offensive Rebound.,43,21
18:58,139,Javon Bess Turnover.,43,21
18:58,2507,Alpha Diallo Steal.,43,21
18:50,2507,Alpha Diallo made Layup.,45,21
18:43,139,Jalen Johnson missed Jumper.,45,21
18:43,139,Hasahn French Offensive Rebound.,45,21
18:34,2507,Foul on Kalif Young.,45,21
18:34,139,Jalen Johnson missed Free Throw.,45,21
18:34,139,Saint Louis Deadball Team Rebound.,45,21
18:34,139,Jalen Johnson missed Free Throw.,45,21
18:34,2507,Alpha Diallo Defensive Rebound.,45,21
18:28,139,Foul on Javon Bess.,45,21
18:15,2507,Rodney Bullock Turnover.,45,21
18:15,139,Jalen Johnson Steal.,45,21
17:49,139,Javon Bess made Three Point Jumper. Assisted by D.J. Foreman.,45,24
17:22,2507,Rodney Bullock made Three Point Jumper. Assisted by Isaiah Jackson.,48,24
16:48,139,Javon Bess Turnover.,48,24
16:48,2507,Rodney Bullock Steal.,48,24
16:46,139,Foul on Javon Bess.,48,24
16:39,139,Foul on Hasahn French.,48,24
16:39,2507,Kalif Young made Free Throw.,49,24
16:39,2507,Kalif Young made Free Throw.,50,24
16:19,139,Aaron Hines Turnover.,50,24
16:19,2507,Kalif Young Steal.,50,24
16:09,2507,Alpha Diallo missed Jumper.,50,24
16:09,2507,Isaiah Jackson Offensive Rebound.,50,24
16:09,139,Foul on Jordan Goodwin.,50,24
16:09,2507,Isaiah Jackson made Free Throw.,51,24
16:09,2507,Isaiah Jackson made Free Throw.,52,24
15:44,2507,Foul on Rodney Bullock.,52,24
15:44,139,Official TV Timeout,52,24
15:44,139,Davell Roby missed Free Throw.,52,24
15:44,139,Saint Louis Deadball Team Rebound.,52,24
15:44,139,Davell Roby made Free Throw.,52,25
15:37,2507,Makai Ashton-Langford Turnover.,52,25
15:28,139,Davell Roby missed Three Point Jumper.,52,25
15:28,139,Hasahn French Offensive Rebound.,52,25
15:22,2507,Foul on Alpha Diallo.,52,25
15:08,2507,Foul on Makai Ashton-Langford.,52,25
15:08,139,Davell Roby made Free Throw.,52,26
15:08,139,Davell Roby made Free Throw.,52,27
14:40,2507,Maliek White made Three Point Jumper. Assisted by Isaiah Jackson.,55,27
14:22,139,Jalen Johnson missed Jumper.,55,27
14:22,2507,Providence Defensive Rebound.,55,27
14:22,139,Foul on Jalen Johnson.,55,27
14:11,2507,Rodney Bullock made Layup. Assisted by Isaiah Jackson.,57,27
14:11,139,Foul on Jordan Goodwin.,57,27
14:11,2507,Rodney Bullock made Free Throw.,58,27
13:57,139,Jalen Johnson missed Three Point Jumper.,58,27
13:57,139,Davell Roby Offensive Rebound.,58,27
13:52,2507,Foul on Isaiah Jackson.,58,27
13:32,139,Davell Roby made Three Point Jumper. Assisted by Aaron Hines.,58,30
13:09,2507,Nate Watson made Layup.,60,30
12:44,139,D.J. Foreman made Layup.,60,32
12:10,2507,Makai Ashton-Langford Turnover.,60,32
12:00,139,Aaron Hines made Layup.,60,34
11:38,2507,Makai Ashton-Langford Turnover.,60,34
11:38,139,Official TV Timeout,60,34
11:22,139,Davell Roby missed Layup.,60,34
11:22,139,Hasahn French Offensive Rebound.,60,34
11:22,139,Hasahn French missed Two Point Tip Shot.,60,34
11:22,2507,Jalen Lindsey Defensive Rebound.,60,34
11:21,139,Foul on Hasahn French.,60,34
11:21,2507,Jalen Lindsey missed Free Throw.,60,34
11:21,2507,Kyron Cartwright Offensive Rebound.,60,34
11:18,2507,Kyron Cartwright Turnover.,60,34
11:18,139,Aaron Hines Steal.,60,34
11:08,139,Jalen Johnson missed Three Point Jumper.,60,34
11:08,2507,Kyron Cartwright Defensive Rebound.,60,34
10:48,2507,Foul on Drew Edwards.,60,34
10:48,2507,Drew Edwards Turnover.,60,34
10:29,2507,Foul on Nate Watson.,60,34
10:29,139,Rashed Anthony made Free Throw.,60,35
10:29,139,Rashed Anthony made Free Throw.,60,36
10:19,2507,Maliek White made Three Point Jumper. Assisted by Kyron Cartwright.,63,36
10:02,139,Davell Roby missed Three Point Jumper.,63,36
10:02,2507,Kyron Cartwright Defensive Rebound.,63,36
9:48,2507,Nate Watson missed Layup.,63,36
9:48,139,D.J. Foreman Defensive Rebound.,63,36
9:41,2507,Foul on Drew Edwards.,63,36
9:41,139,Davell Roby made Free Throw.,63,37
9:41,139,Davell Roby made Free Throw.,63,38
9:15,2507,Nate Watson missed Layup.,63,38
9:15,139,Rashed Anthony Defensive Rebound.,63,38
9:06,2507,Foul on Nate Watson.,63,38
9:06,139,Aaron Hines made Free Throw.,63,39
9:06,139,Aaron Hines missed Free Throw.,63,39
9:06,2507,Rodney Bullock Defensive Rebound.,63,39
8:56,2507,Kalif Young made Layup. Assisted by Alpha Diallo.,65,39
8:38,139,Javon Bess made Three Point Jumper. Assisted by Aaron Hines.,65,42
8:22,139,Foul on Aaron Hines.,65,42
8:22,2507,Rodney Bullock made Free Throw.,66,42
8:22,2507,Rodney Bullock made Free Throw.,67,42
8:02,139,Davell Roby missed Layup.,67,42
8:02,2507,Kalif Young Defensive Rebound.,67,42
8:02,139,Foul on Davell Roby.,67,42
8:00,139,Official TV Timeout,67,42
8:00,2507,Kalif Young made Free Throw.,68,42
8:00,2507,Kalif Young missed Free Throw.,68,42
8:00,139,D.J. Foreman Defensive Rebound.,68,42
7:33,139,Davell Roby missed Layup.,68,42
7:33,139,D.J. Foreman Offensive Rebound.,68,42
7:27,139,D.J. Foreman made Layup.,68,44
7:21,2507,Rodney Bullock missed Layup.,68,44
7:21,139,Rashed Anthony Block.,68,44
7:21,2507,Providence Offensive Rebound.,68,44
7:04,2507,Kyron Cartwright made Jumper.,70,44
6:37,139,Jordan Goodwin missed Jumper.,70,44
6:37,2507,Kyron Cartwright Defensive Rebound.,70,44
6:32,2507,Kyron Cartwright missed Layup.,70,44
6:32,2507,Kalif Young Offensive Rebound.,70,44
6:14,2507,Rodney Bullock Turnover.,70,44
6:14,139,Javon Bess Steal.,70,44
6:05,139,Javon Bess missed Three Point Jumper.,70,44
6:05,2507,Maliek White Defensive Rebound.,70,44
5:47,2507,Alpha Diallo made Jumper.,72,44
5:39,139,Saint Louis  Timeout,72,44
5:29,139,Hasahn French made Jumper.,72,46
5:09,2507,Kyron Cartwright made Three Point Jumper.,75,46
4:34,2507,Foul on Kalif Young.,75,46
4:34,139,Javon Bess made Free Throw.,75,47
4:34,139,Javon Bess made Free Throw.,75,48
4:15,2507,Drew Edwards Turnover.,75,48
3:54,139,Davell Roby missed Layup.,75,48
3:54,2507,Isaiah Jackson Defensive Rebound.,75,48
3:48,2507,Rodney Bullock made Three Point Jumper. Assisted by Isaiah Jackson.,78,48
3:28,139,D.J. Foreman made Layup. Assisted by Hasahn French.,78,50
3:18,2507,Nate Watson missed Dunk.,78,50
3:18,2507,Nate Watson Offensive Rebound.,78,50
3:16,139,Foul on D.J. Foreman.,78,50
3:16,139,Official TV Timeout,78,50
3:16,2507,Nate Watson made Free Throw.,79,50
3:16,2507,Nate Watson made Free Throw.,80,50
2:46,139,Jordan Goodwin missed Jumper.,80,50
2:46,139,Hasahn French Offensive Rebound.,80,50
2:40,139,Hasahn French missed Jumper.,80,50
2:40,139,Jordan Goodwin Offensive Rebound.,80,50
2:33,139,Jordan Goodwin made Jumper.,80,52
2:29,139,Foul on Davell Roby.,80,52
2:29,2507,Drew Edwards made Free Throw.,81,52
2:29,2507,Drew Edwards made Free Throw.,82,52
2:19,2507,Foul on Nate Watson.,82,52
2:19,139,Jalen Johnson made Free Throw.,82,53
2:19,139,Jalen Johnson made Free Throw.,82,54
2:04,2507,Drew Edwards Turnover.,82,54
2:04,139,Javon Bess Steal.,82,54
1:59,2507,Foul on Drew Edwards.,82,54
1:59,139,Javon Bess made Free Throw.,82,55
1:59,139,Javon Bess made Free Throw.,82,56
1:45,2507,Dajour Dickens made Dunk. Assisted by Drew Edwards.,84,56
1:36,2507,Foul on Dajour Dickens.,84,56
1:36,139,Javon Bess made Free Throw.,84,57
1:36,139,Javon Bess made Free Throw.,84,58
1:22,2507,Tom Planek missed Layup.,84,58
1:22,139,Hasahn French Block.,84,58
1:22,2507,Providence Offensive Rebound.,84,58
1:17,2507,Tom Planek made Layup.,86,58
1:06,139,Jalen Johnson Turnover.,86,58
1:06,2507,Drew Edwards Steal.,86,58
1:01,2507,Tom Planek missed Layup.,86,58
1:01,139,Hasahn French Block.,86,58
1:01,139,Jordan Goodwin Defensive Rebound.,86,58
0:54,139,Hasahn French made Dunk. Assisted by Jordan Goodwin.,86,60
0:47,2507,Dajour Dickens made Dunk. Assisted by Makai Ashton-Langford.,88,60
0:33,139,Markos Psimitis made Three Point Jumper. Assisted by Jordan Goodwin.,88,63
0:11,2507,Andrew Fonts made Layup.,90,63
0:05,139,Jordan Goodwin missed Three Point Jumper.,90,63
0:05,2507,Tom Planek Defensive Rebound.,90,63
0:00,139,End of Game,90,63
