Ferrum,Error,UNC Greensboro,2430
14:43,2430,Kyrin Galloway Defensive Rebound.,3,6
14:43,2430,Francis Alonso made Layup.,3,8
14:04,-1,Ferrum  Timeout,3,8
13:58,-1,Nick Helton missed Three Point Jumper.,3,8
13:58,-1,Chase Woodard Offensive Rebound.,3,8
13:51,-1,Marcus Huff made Layup.,5,8
13:51,2430,Foul on Marvin Smith.,5,8
13:51,-1,Marcus Huff missed Free Throw.,5,8
13:51,2430,Kyrin Galloway Defensive Rebound.,5,8
13:41,2430,Marvin Smith missed Three Point Jumper.,5,8
13:41,2430,James Dickey Offensive Rebound.,5,8
13:32,2430,James Dickey missed Jumper.,5,8
13:32,2430,James Dickey Offensive Rebound.,5,8
13:29,2430,James Dickey made Jumper.,5,10
13:08,-1,Marcus Huff made Jumper.,7,10
12:51,2430,James Dickey Turnover.,7,10
12:26,2430,Foul on Jordy Kuiper.,7,10
12:07,-1,Rashad Reed missed Jumper.,7,10
12:07,2430,Kylia Sykes Block.,7,10
12:05,-1,Marcus Huff Offensive Rebound.,7,10
12:04,-1,Marcus Huff made Layup.,9,10
11:56,2430,Justin Jordan made Layup.,9,12
11:41,-1,Rashad Reed made Layup. Assisted by Josh Grimard.,11,12
11:39,2430,UNC Greensboro  Timeout,11,12
11:21,2430,Jordy Kuiper Turnover.,11,12
11:21,-1,D'Andre Mullen Steal.,11,12
11:06,-1,Carrington Young missed Layup.,11,12
11:06,2430,Kyrin Galloway Defensive Rebound.,11,12
10:55,2430,Kyrin Galloway made Three Point Jumper. Assisted by Justin Jordan.,11,15
10:28,-1,Josh Grimard missed Layup.,11,15
10:28,2430,Malik Massey Defensive Rebound.,11,15
10:19,2430,Malik Massey made Three Point Jumper.,11,18
10:10,2430,Foul on Kylia Sykes.,11,18
10:09,-1,Nick Helton Turnover.,11,18
10:08,2430,Kylia Sykes Steal.,11,18
10:06,2430,Kylia Sykes made Layup.,11,20
9:56,-1,Nick Helton missed Three Point Jumper.,11,20
9:56,2430,Malik Massey Defensive Rebound.,11,20
9:45,2430,James Dickey missed Jumper.,11,20
9:45,-1,D'Andre Mullen Defensive Rebound.,11,20
9:17,-1,Josh Grimard missed Three Point Jumper.,11,20
9:17,2430,Malik Massey Defensive Rebound.,11,20
9:09,2430,Kylia Sykes made Three Point Jumper. Assisted by Malik Massey.,11,23
8:56,-1,Nick Helton missed Three Point Jumper.,11,23
8:56,2430,UNC Greensboro Deadball Team Rebound.,11,23
8:53,2430,Foul on Justin Jordan.,11,23
8:45,-1,Marcus Huff missed Three Point Jumper.,11,23
8:45,2430,Demetrius Troy Defensive Rebound.,11,23
8:27,2430,Marvin Smith made Three Point Jumper. Assisted by Demetrius Troy.,11,26
7:52,-1,Marcus Huff Turnover.,11,26
7:52,2430,Official TV Timeout,11,26
7:40,2430,Francis Alonso made Three Point Jumper. Assisted by Kyrin Galloway.,11,29
7:26,-1,R.J. Turner Turnover.,11,29
7:13,2430,Marvin Smith missed Three Point Jumper.,11,29
7:13,2430,Kyrin Galloway Offensive Rebound.,11,29
6:59,2430,Demetrius Troy made Three Point Jumper.,11,32
6:22,-1,Ferrum  Turnover.,11,32
6:10,2430,Francis Alonso missed Three Point Jumper.,11,32
6:10,-1,Josh Grimard Defensive Rebound.,11,32
5:56,-1,D'Andre Mullen Turnover.,11,32
5:56,-1,Foul on D'Andre Mullen.,11,32
5:40,2430,Jordy Kuiper missed Jumper.,11,32
5:40,2430,Kyrin Galloway Offensive Rebound.,11,32
5:34,-1,Foul on Chase Woodard.,11,32
5:34,2430,Demetrius Troy made Free Throw.,11,33
5:34,2430,Demetrius Troy made Free Throw.,11,34
5:34,2430,Demetrius Troy missed Free Throw.,11,34
5:34,-1,Josh Grimard Defensive Rebound.,11,34
5:21,-1,Ce'Darius Williams missed Three Point Jumper.,11,34
5:21,2430,Isaiah Miller Defensive Rebound.,11,34
5:13,2430,Marvin Smith made Three Point Jumper. Assisted by Isaiah Miller.,11,37
4:53,-1,Rashad Reed missed Jumper.,11,37
4:53,-1,Josh Grimard Offensive Rebound.,11,37
4:50,-1,Josh Grimard missed Layup.,11,37
4:50,2430,Marvin Smith Defensive Rebound.,11,37
4:41,2430,Isaiah Miller made Layup. Assisted by Francis Alonso.,11,39
4:30,-1,Ce'Darius Williams made Three Point Jumper. Assisted by Nick Helton.,14,39
4:24,2430,Demetrius Troy Turnover.,14,39
4:09,-1,Marcus Huff made Three Point Jumper. Assisted by D'Andre Mullen.,17,39
3:53,2430,Demetrius Troy Turnover.,17,39
3:51,-1,Josh Grimard Steal.,17,39
3:48,-1,R.J. Turner Turnover.,17,39
3:48,2430,Official TV Timeout,17,39
3:36,2430,James Dickey made Layup.,17,41
3:10,-1,Marcus Huff missed Three Point Jumper.,17,41
3:10,2430,James Dickey Defensive Rebound.,17,41
3:02,2430,Isaiah Miller Turnover.,17,41
3:01,-1,Marcus Huff Steal.,17,41
2:54,-1,R.J. Turner made Three Point Jumper. Assisted by D'Andre Mullen.,20,41
2:38,2430,James Dickey Turnover.,20,41
2:36,-1,Marcus Huff Steal.,20,41
2:34,-1,Marcus Huff Turnover.,20,41
2:15,2430,Malik Massey made Three Point Jumper. Assisted by James Dickey.,20,44
2:01,-1,D'Andre Mullen Turnover.,20,44
2:00,2430,Malik Massey Steal.,20,44
1:57,2430,Isaiah Miller made Layup. Assisted by Malik Massey.,20,46
1:57,-1,Foul on Josh Grimard.,20,46
1:57,2430,Isaiah Miller made Free Throw.,20,47
1:41,2430,Foul on Malik Massey.,20,47
1:41,-1,D'Andre Mullen made Free Throw.,21,47
1:41,-1,D'Andre Mullen made Free Throw.,22,47
1:33,2430,James Dickey Turnover.,22,47
1:31,-1,D'Andre Mullen Steal.,22,47
1:30,-1,D'Andre Mullen made Layup.,24,47
1:19,2430,Kyrin Galloway Turnover.,24,47
1:19,2430,Foul on Kyrin Galloway.,24,47
1:06,-1,Rashad Reed Turnover.,24,47
1:06,2430,Kyrin Galloway Steal.,24,47
0:51,2430,Francis Alonso Turnover.,24,47
0:50,-1,Josh Grimard Steal.,24,47
0:39,-1,D'Andre Mullen Turnover.,24,47
0:37,2430,Francis Alonso Steal.,24,47
0:34,2430,James Dickey missed Layup.,24,47
0:34,-1,Marcus Huff Defensive Rebound.,24,47
0:19,-1,D'Andre Mullen Turnover.,24,47
0:17,2430,Francis Alonso Steal.,24,47
0:16,2430,Francis Alonso made Layup. Assisted by Malik Massey.,24,49
0:10,-1,D'Andre Mullen Turnover.,24,49
0:09,2430,James Dickey Steal.,24,49
0:02,-1,Foul on Marcus Huff.,24,49
0:00,2430,End of 1st half,24,49
19:37,-1,D'Andre Mullen Turnover.,24,49
19:37,2430,Demetrius Troy Steal.,24,49
19:37,-1,Foul on D'Andre Mullen.,24,49
19:31,2430,Demetrius Troy made Three Point Jumper.,24,52
19:14,-1,Josh Grimard missed Three Point Jumper.,24,52
19:14,2430,Demetrius Troy Defensive Rebound.,24,52
19:05,2430,Demetrius Troy missed Three Point Jumper.,24,52
19:05,-1,Marcus Huff Defensive Rebound.,24,52
18:57,2430,Foul on Marvin Smith.,24,52
18:50,-1,Marcus Huff missed Jumper.,24,52
18:50,2430,Jordy Kuiper Defensive Rebound.,24,52
18:36,-1,Foul on Nick Helton.,24,52
18:36,2430,James Dickey missed Free Throw.,24,52
18:36,2430,UNC Greensboro Deadball Team Rebound.,24,52
18:36,2430,James Dickey made Free Throw.,24,53
18:32,2430,Foul on Francis Alonso.,24,53
18:02,-1,Josh Grimard missed Jumper.,24,53
18:02,2430,UNC Greensboro Deadball Team Rebound.,24,53
17:51,2430,James Dickey missed Layup.,24,53
17:51,2430,James Dickey Offensive Rebound.,24,53
17:48,2430,James Dickey made Layup.,24,55
17:35,-1,Ferrum  Timeout,24,55
17:27,-1,Josh Grimard missed Three Point Jumper.,24,55
17:27,2430,Marvin Smith Defensive Rebound.,24,55
17:15,2430,Jordy Kuiper Turnover.,24,55
17:15,2430,Foul on Jordy Kuiper.,24,55
17:06,-1,D'Andre Mullen Turnover.,24,55
16:57,-1,Foul on Josh Grimard.,24,55
16:56,2430,Francis Alonso made Three Point Jumper. Assisted by Demetrius Troy.,24,58
16:36,-1,Marcus Huff missed Layup.,24,58
16:36,2430,James Dickey Block.,24,58
16:34,2430,Marvin Smith Defensive Rebound.,24,58
16:25,2430,Francis Alonso missed Three Point Jumper.,24,58
16:25,2430,Jordy Kuiper Offensive Rebound.,24,58
16:17,2430,Jordy Kuiper missed Layup.,24,58
16:17,2430,Jordy Kuiper Offensive Rebound.,24,58
16:10,2430,Demetrius Troy missed Three Point Jumper.,24,58
16:10,-1,Ferrum Defensive Rebound.,24,58
16:01,-1,Marcus Huff missed Jumper.,24,58
16:01,2430,Jordy Kuiper Defensive Rebound.,24,58
15:51,2430,Marvin Smith made Three Point Jumper. Assisted by Francis Alonso.,24,61
15:34,-1,Carrington Young Turnover.,24,61
15:31,2430,Demetrius Troy Steal.,24,61
15:29,2430,Marvin Smith made Dunk. Assisted by Francis Alonso.,24,63
15:14,-1,Carrington Young Turnover.,24,63
15:12,2430,James Dickey Steal.,24,63
15:09,2430,Francis Alonso made Three Point Jumper. Assisted by Jordy Kuiper.,24,66
14:55,2430,Official TV Timeout,24,66
14:55,-1,Ferrum  Timeout,24,66
14:36,-1,Chase Woodard Turnover.,24,66
14:35,2430,Malik Massey Steal.,24,66
14:33,-1,Foul on Carrington Young.,24,66
14:33,2430,James Dickey missed Free Throw.,24,66
14:33,2430,UNC Greensboro Deadball Team Rebound.,24,66
14:33,2430,James Dickey made Free Throw.,24,67
14:13,-1,Rashad Reed missed Three Point Jumper.,24,67
14:13,2430,Kyrin Galloway Defensive Rebound.,24,67
13:49,2430,Marvin Smith missed Three Point Jumper.,24,67
13:49,2430,James Dickey Offensive Rebound.,24,67
13:44,2430,Francis Alonso missed Three Point Jumper.,24,67
13:44,-1,Chase Woodard Defensive Rebound.,24,67
13:35,-1,Chase Woodard Turnover.,24,67
13:34,2430,Francis Alonso Steal.,24,67
13:31,2430,James Dickey missed Dunk.,24,67
13:31,-1,Rashad Reed Defensive Rebound.,24,67
13:23,-1,Rashad Reed missed Layup.,24,67
13:23,2430,James Dickey Block.,24,67
13:21,2430,James Dickey Defensive Rebound.,24,67
13:18,-1,Foul on Chase Woodard.,24,67
13:01,2430,Isaiah Miller missed Layup.,24,67
13:01,-1,Ferrum Defensive Rebound.,24,67
12:52,-1,Rashad Reed Turnover.,24,67
12:51,2430,Isaiah Miller Steal.,24,67
12:49,2430,Isaiah Miller made Dunk.,24,69
12:29,-1,Nick Helton made Three Point Jumper.,27,69
12:15,2430,Malik Massey missed Layup.,27,69
12:15,-1,Chase Woodard Defensive Rebound.,27,69
12:05,2430,Foul on Kyrin Galloway.,27,69
12:05,2430,Official TV Timeout,27,69
12:05,-1,Technical Foul on Ferrum.,27,69
12:05,2430,Malik Massey made Free Throw.,27,70
12:05,2430,Malik Massey missed Free Throw.,27,70
12:05,2430,UNC Greensboro Deadball Team Rebound.,27,70
11:48,-1,R.J. Turner missed Jumper.,27,70
11:48,2430,Kyrin Galloway Defensive Rebound.,27,70
11:39,2430,Isaiah Miller Turnover.,27,70
11:36,-1,Nick Helton Turnover.,27,70
11:35,2430,Isaiah Miller Steal.,27,70
11:22,-1,Foul on Adam Vaught.,27,70
11:22,2430,Kylia Sykes made Free Throw.,27,71
11:22,2430,Kylia Sykes missed Free Throw.,27,71
11:22,-1,Marcus Huff Defensive Rebound.,27,71
10:55,-1,R.J. Turner made Three Point Jumper. Assisted by Adam Vaught.,30,71
10:41,2430,Isaiah Miller missed Three Point Jumper.,30,71
10:41,-1,Chase Woodard Defensive Rebound.,30,71
10:29,-1,Marcus Huff Turnover.,30,71
10:28,2430,Justin Jordan Steal.,30,71
10:25,2430,Isaiah Miller made Dunk. Assisted by Justin Jordan.,30,73
10:04,-1,Marcus Huff made Three Point Jumper. Assisted by Nick Helton.,33,73
9:35,2430,Isaiah Miller made Layup.,33,75
9:35,-1,Foul on Marcus Huff.,33,75
9:35,2430,Isaiah Miller missed Free Throw.,33,75
9:35,2430,Lloyd Burgess Offensive Rebound.,33,75
9:27,2430,Kylia Sykes Turnover.,33,75
9:24,2430,Foul on Lloyd Burgess.,33,75
9:24,-1,Chase Woodard Steal.,33,75
9:15,-1,Chase Woodard Turnover.,33,75
9:14,2430,Isaiah Miller Steal.,33,75
9:10,2430,Isaiah Miller made Layup.,33,77
8:59,-1,Chase Woodard Turnover.,33,77
8:33,2430,Isaiah Miller made Dunk. Assisted by Kylia Sykes.,33,79
8:05,-1,Jaylen Glover missed Three Point Jumper.,33,79
8:05,2430,Garrett Collins Defensive Rebound.,33,79
7:50,2430,Lloyd Burgess Turnover.,33,79
7:49,2430,Official TV Timeout,33,79
7:28,2430,Foul on Lloyd Burgess.,33,79
7:15,-1,Chase Woodard missed Jumper.,33,79
7:15,2430,Isaiah Miller Defensive Rebound.,33,79
7:03,2430,Garrett Collins made Three Point Jumper. Assisted by Justin Jordan.,33,82
6:43,-1,Jaylen Glover missed Three Point Jumper.,33,82
6:43,2430,Isaiah Miller Defensive Rebound.,33,82
6:36,2430,Lloyd Burgess made Layup. Assisted by Isaiah Miller.,33,84
6:36,-1,Foul on Chase Woodard.,33,84
6:36,2430,Lloyd Burgess missed Free Throw.,33,84
6:36,-1,Luka Obrvan Defensive Rebound.,33,84
6:29,-1,Chase Woodard Turnover.,33,84
6:16,-1,Foul on Adam Vaught.,33,84
6:16,2430,Isaiah Miller made Free Throw.,33,85
6:16,2430,Isaiah Miller made Free Throw.,33,86
5:55,-1,Isaiah Ellison Turnover.,33,86
5:54,2430,Isaiah Miller Steal.,33,86
5:51,2430,Kylia Sykes made Dunk. Assisted by Isaiah Miller.,33,88
5:15,-1,Ferrum  Turnover.,33,88
5:00,2430,Kylia Sykes Turnover.,33,88
4:33,-1,Lamar Claiborne missed Layup.,33,88
4:33,2430,Lloyd Burgess Defensive Rebound.,33,88
4:25,2430,Garrett Collins missed Three Point Jumper.,33,88
4:25,2430,Lloyd Burgess Offensive Rebound.,33,88
4:21,-1,Foul on Adam Vaught.,33,88
4:21,2430,Lloyd Burgess missed Free Throw.,33,88
4:21,2430,UNC Greensboro Deadball Team Rebound.,33,88
4:21,2430,Lloyd Burgess made Free Throw.,33,89
4:01,-1,Isaiah Ellison missed Three Point Jumper.,33,89
4:01,2430,Garrett Collins Defensive Rebound.,33,89
3:28,2430,Isaiah Miller missed Three Point Jumper.,33,89
3:28,2430,Kylia Sykes Offensive Rebound.,33,89
3:13,2430,Isaiah Miller made Dunk.,33,91
3:03,-1,Jaylen Glover missed Three Point Jumper.,33,91
3:03,-1,Chase Woodard Offensive Rebound.,33,91
2:59,-1,Chase Woodard made Layup.,35,91
2:36,2430,Lloyd Burgess Turnover.,35,91
2:36,-1,Jaylen Glover Steal.,35,91
2:36,2430,Foul on Lloyd Burgess.,35,91
2:36,2430,Official TV Timeout,35,91
2:36,-1,Jaylen Glover made Free Throw.,36,91
2:36,-1,Jaylen Glover made Free Throw.,37,91
2:27,2430,Isaiah Miller Turnover.,37,91
2:25,-1,Chase Woodard Steal.,37,91
2:11,-1,Luka Obrvan missed Three Point Jumper.,37,91
2:11,2430,UNC Greensboro Defensive Rebound.,37,91
1:45,2430,Kylia Sykes missed Three Point Jumper.,37,91
1:45,-1,Luka Obrvan Defensive Rebound.,37,91
1:34,-1,Chase Woodard made Jumper.,39,91
1:21,2430,Isaiah Miller Turnover.,39,91
1:19,-1,Ce'Darius Williams Steal.,39,91
1:17,-1,Ce'Darius Williams made Layup.,41,91
0:44,2430,Justin Jordan made Layup.,41,93
0:35,-1,Chase Woodard Turnover.,41,93
0:34,2430,Garrett Collins Steal.,41,93
0:32,2430,Kylia Sykes made Layup. Assisted by Garrett Collins.,41,95
0:24,-1,Luka Obrvan made Jumper. Assisted by Chase Woodard.,43,95
0:00,2430,End of Game,43,95
