Tulane,36,Colorado State,2655
16:37,2655,Foul on Jordan Cornish.,42,18
16:37,2655,Jordan Cornish Turnover.,42,18
16:26,36,Raquan Mitchell made Layup. Assisted by Nico Carvacho.,42,20
15:59,2655,Jordan Cornish made Jumper.,44,20
15:42,36,J.D. Paige made Three Point Jumper.,44,23
15:30,2655,Jordan Cornish missed Layup.,44,23
15:30,36,Che Bob Defensive Rebound.,44,23
15:21,36,J.D. Paige missed Jumper.,44,23
15:21,36,Nico Carvacho Offensive Rebound.,44,23
15:19,2655,Foul on Ray Ona Embo.,44,23
15:19,36,Official TV Timeout,44,23
15:10,36,Che Bob made Jumper.,44,25
14:57,2655,Melvin Frazier made Jumper. Assisted by Samir Sehic.,46,25
14:44,36,Che Bob made Layup.,46,27
14:31,2655,Ray Ona Embo missed Three Point Jumper.,46,27
14:31,36,Raquan Mitchell Defensive Rebound.,46,27
14:16,36,Che Bob made Layup.,46,29
14:16,2655,Foul on Jordan Cornish.,46,29
14:16,36,Che Bob made Free Throw.,46,30
13:59,2655,Jordan Cornish missed Jumper.,46,30
13:59,36,Nico Carvacho Defensive Rebound.,46,30
13:48,36,J.D. Paige missed Three Point Jumper.,46,30
13:48,2655,Cameron Reynolds Defensive Rebound.,46,30
13:38,36,Foul on Nico Carvacho.,46,30
13:24,36,Foul on Nico Carvacho.,46,30
13:24,2655,Cameron Reynolds made Free Throw.,47,30
13:24,2655,Cameron Reynolds made Free Throw.,48,30
13:11,36,Che Bob made Dunk. Assisted by Prentiss Nixon.,48,32
12:46,2655,Ray Ona Embo made Three Point Jumper. Assisted by Jordan Cornish.,51,32
12:30,36,Prentiss Nixon Turnover.,51,32
12:29,2655,Melvin Frazier Steal.,51,32
12:27,36,Foul on Prentiss Nixon.,51,32
12:27,2655,Melvin Frazier made Free Throw.,52,32
12:27,2655,Melvin Frazier made Free Throw.,53,32
12:14,36,Che Bob missed Three Point Jumper.,53,32
12:14,2655,Samir Sehic Defensive Rebound.,53,32
11:53,2655,Samir Sehic missed Three Point Jumper.,53,32
11:53,36,Raquan Mitchell Defensive Rebound.,53,32
11:42,36,Raquan Mitchell missed Three Point Jumper.,53,32
11:42,36,Che Bob Offensive Rebound.,53,32
11:29,36,Prentiss Nixon made Three Point Jumper. Assisted by Deion James.,53,35
10:56,2655,Samir Sehic missed Three Point Jumper.,53,35
10:53,2655,Cameron Reynolds Offensive Rebound.,53,35
10:51,2655,Tulane  Turnover.,53,35
10:51,36,Official TV Timeout,53,35
10:39,36,Robbie Berwick made Three Point Jumper. Assisted by J.D. Paige.,53,38
10:25,2655,Melvin Frazier made Dunk. Assisted by Samir Sehic.,55,38
10:01,36,J.D. Paige Turnover.,55,38
9:49,36,Foul on Deion James.,55,38
9:49,2655,Samir Sehic missed Free Throw.,55,38
9:49,2655,Tulane Deadball Team Rebound.,55,38
9:49,2655,Samir Sehic made Free Throw.,56,38
9:37,36,Robbie Berwick missed Three Point Jumper.,56,38
9:37,2655,Samir Sehic Defensive Rebound.,56,38
9:17,2655,Cameron Reynolds made Layup. Assisted by Samir Sehic.,58,38
9:07,36,Prentiss Nixon missed Jumper.,58,38
9:07,2655,Ray Ona Embo Defensive Rebound.,58,38
8:48,2655,Ray Ona Embo missed Three Point Jumper.,58,38
8:45,36,Colorado State Defensive Rebound.,58,38
8:40,36,Che Bob Turnover.,58,38
8:23,2655,Cameron Reynolds made Three Point Jumper. Assisted by Ray Ona Embo.,61,38
8:06,36,J.D. Paige missed Three Point Jumper.,61,38
8:06,36,Che Bob Offensive Rebound.,61,38
8:03,36,Che Bob made Dunk.,61,40
7:46,36,Foul on J.D. Paige.,61,40
7:46,36,Official TV Timeout,61,40
7:46,36,Technical Foul on J.D. Paige.,61,40
7:46,36,Foul on J.D. Paige.,61,40
7:46,2655,Cameron Reynolds made Free Throw.,62,40
7:46,2655,Cameron Reynolds made Free Throw.,63,40
7:46,2655,Ray Ona Embo missed Free Throw.,63,40
7:46,2655,Tulane Deadball Team Rebound.,63,40
7:46,2655,Ray Ona Embo made Free Throw.,64,40
7:46,2655,Ray Ona Embo made Free Throw.,65,40
7:31,36,Che Bob made Layup. Assisted by Deion James.,65,42
7:12,2655,Samir Sehic made Layup. Assisted by Caleb Daniels.,67,42
7:01,36,Colorado State  Timeout,67,42
7:01,36,Official TV Timeout,67,42
6:54,36,Anthony Bonner missed Jumper.,67,42
6:54,2655,Melvin Frazier Defensive Rebound.,67,42
6:42,2655,Caleb Daniels made Layup. Assisted by Cameron Reynolds.,69,42
6:27,36,Prentiss Nixon made Three Point Jumper. Assisted by Deion James.,69,45
6:10,2655,Melvin Frazier made Dunk. Assisted by Samir Sehic.,71,45
5:56,36,Prentiss Nixon missed Three Point Jumper.,71,45
5:56,2655,Melvin Frazier Defensive Rebound.,71,45
5:43,2655,Cameron Reynolds made Layup. Assisted by Melvin Frazier.,73,45
5:32,36,J.D. Paige Turnover.,73,45
5:01,2655,Tulane  Turnover.,73,45
4:44,36,J.D. Paige made Layup. Assisted by Prentiss Nixon.,73,47
4:36,36,Foul on Deion James.,73,47
4:36,2655,Samir Sehic missed Free Throw.,73,47
4:36,36,Che Bob Defensive Rebound.,73,47
4:28,2655,Foul on Melvin Frazier.,73,47
4:19,36,Prentiss Nixon missed Three Point Jumper.,73,47
4:19,2655,Samir Sehic Defensive Rebound.,73,47
4:00,2655,Melvin Frazier made Dunk.,75,47
3:46,36,J.D. Paige missed Jumper.,75,47
3:46,2655,Samir Sehic Defensive Rebound.,75,47
3:37,2655,Foul on Samir Sehic.,75,47
3:37,2655,Samir Sehic Turnover.,75,47
3:37,36,Official TV Timeout,75,47
3:29,2655,Foul on Sammis Reyes.,75,47
3:29,36,Che Bob missed Free Throw.,75,47
3:29,36,Colorado State Deadball Team Rebound.,75,47
3:29,36,Che Bob missed Free Throw.,75,47
3:29,2655,Samir Sehic Defensive Rebound.,75,47
3:23,2655,Shakwon Barrett missed Jumper.,75,47
3:23,2655,Sammis Reyes Offensive Rebound.,75,47
3:20,2655,Sammis Reyes missed Layup.,75,47
3:20,36,Che Bob Block.,75,47
3:19,36,J.D. Paige Defensive Rebound.,75,47
3:11,2655,Foul on Caleb Daniels.,75,47
3:11,36,Anthony Bonner made Free Throw.,75,48
3:11,36,Anthony Bonner made Free Throw.,75,49
2:58,36,Foul on Prentiss Nixon.,75,49
2:58,2655,Caleb Daniels missed Free Throw.,75,49
2:58,36,Che Bob Defensive Rebound.,75,49
2:53,36,Deion James made Layup. Assisted by Che Bob.,75,51
2:39,2655,Caleb Daniels missed Jumper.,75,51
2:39,36,Che Bob Block.,75,51
2:38,36,J.D. Paige Defensive Rebound.,75,51
2:35,36,Che Bob Turnover.,75,51
2:25,2655,Shakwon Barrett missed Jumper.,75,51
2:25,2655,Samir Sehic Offensive Rebound.,75,51
2:22,2655,Samir Sehic made Layup.,77,51
2:05,2655,Foul on Sammis Reyes.,77,51
2:05,36,Che Bob made Free Throw.,77,52
2:05,36,Che Bob made Free Throw.,77,53
1:55,2655,Samir Sehic missed Three Point Jumper.,77,53
1:55,36,Che Bob Defensive Rebound.,77,53
1:31,36,Anthony Bonner missed Three Point Jumper.,77,53
1:31,2655,Samir Sehic Defensive Rebound.,77,53
1:20,2655,Samir Sehic made Three Point Jumper. Assisted by Shakwon Barrett.,80,53
0:50,36,Che Bob missed Jumper.,80,53
0:50,2655,Jackson Johnson Defensive Rebound.,80,53
0:29,2655,Shakwon Barrett missed Jumper.,80,53
0:29,36,Che Bob Defensive Rebound.,80,53
0:00,36,End of Game,80,53
