North Dakota State,2623,Missouri State,2449
9:52,2623,Foul on Tanveer Bhullar.,13,8
9:52,2623,Tanveer Bhullar Turnover.,13,8
9:30,2449,Paul Miller missed Jumper.,13,8
9:30,2449,Tyson Ward Offensive Rebound.,13,8
9:28,2449,Tyson Ward Turnover.,13,8
9:06,2449,Foul on Paul Miller.,13,8
9:06,2623,Ronnie Rousseau III made Free Throw.,13,9
9:06,2623,Ronnie Rousseau III missed Free Throw.,13,9
9:06,2449,Deng Geu Defensive Rebound.,13,9
8:50,2449,Paul Miller Turnover.,13,9
8:49,2623,Alize Johnson Steal.,13,9
8:41,2623,Obediah Church Turnover.,13,9
8:25,2449,Tyson Ward made Jumper. Assisted by Jared Samuelson.,15,9
8:09,2623,J.T. Miller missed Three Point Jumper.,15,9
8:09,2449,North Dakota State Defensive Rebound.,15,9
7:41,2449,Tyson Ward missed Three Point Jumper.,15,9
7:41,2449,Dylan Miller Offensive Rebound.,15,9
7:37,2449,Dylan Miller made Jumper.,17,9
7:16,2623,Jarrid Rhodes missed Jumper.,17,9
7:16,2449,Tyson Ward Defensive Rebound.,17,9
7:09,2449,Paul Miller missed Three Point Jumper.,17,9
7:09,2623,Alize Johnson Defensive Rebound.,17,9
7:00,2623,Ronnie Rousseau III missed Three Point Jumper.,17,9
7:00,2449,North Dakota State Deadball Team Rebound.,17,9
6:56,2623,Foul on Obediah Church.,17,9
6:56,2623,Official TV Timeout,17,9
6:56,2449,Deng Geu missed Jumper.,17,9
6:56,2623,Obediah Church Block.,17,9
6:56,2449,Deng Geu Offensive Rebound.,17,9
6:56,2449,Deng Geu made Jumper.,19,9
6:20,2449,Foul on Deng Geu.,19,9
6:06,2623,Alize Johnson made Jumper.,19,11
5:51,2449,A.J. Jacobson Turnover.,19,11
5:50,2623,Jarrid Rhodes Steal.,19,11
5:46,2623,Alize Johnson made Layup.,19,13
5:18,2449,A.J. Jacobson made Three Point Jumper. Assisted by Cameron Hunter.,22,13
5:02,2449,Foul on Cameron Hunter.,22,13
4:50,2623,Jarrid Rhodes missed Jumper.,22,13
4:50,2449,Paul Miller Defensive Rebound.,22,13
4:38,2449,Cameron Hunter missed Three Point Jumper.,22,13
4:38,2623,Jarred Dixon Defensive Rebound.,22,13
4:22,2623,Jarred Dixon missed Layup.,22,13
4:22,2449,Rocky Kreuser Defensive Rebound.,22,13
3:54,2449,Paul Miller missed Three Point Jumper.,22,13
3:54,2623,Obediah Church Defensive Rebound.,22,13
3:31,2623,Jarrid Rhodes missed Three Point Jumper.,22,13
3:31,2623,Obediah Church Offensive Rebound.,22,13
3:26,2623,Obediah Church made Jumper.,22,15
3:10,2449,Foul on Cameron Hunter.,22,15
3:10,2449,Cameron Hunter Turnover.,22,15
3:10,2623,Official TV Timeout,22,15
2:50,2623,Reggie Scurry made Jumper.,22,17
2:35,2449,Paul Miller missed Jumper.,22,17
2:35,2623,Ryan Kreklow Defensive Rebound.,22,17
2:11,2623,Jarrid Rhodes missed Jumper.,22,17
2:11,2449,North Dakota State Defensive Rebound.,22,17
1:47,2623,Foul on Alize Johnson.,22,17
1:30,2449,Paul Miller missed Jumper.,22,17
1:30,2449,North Dakota State Deadball Team Rebound.,22,17
1:28,2623,Foul on Jarred Dixon.,22,17
1:22,2449,Jared Samuelson missed Three Point Jumper.,22,17
1:22,2623,Jarrid Rhodes Defensive Rebound.,22,17
0:56,2623,Reggie Scurry made Jumper.,22,19
0:45,2449,North Dakota State  Timeout,22,19
0:39,2449,Paul Miller made Layup.,24,19
0:32,2623,Jarred Dixon made Three Point Jumper. Assisted by Ronnie Rousseau III.,24,22
0:03,2449,Jared Samuelson missed Three Point Jumper.,24,22
0:03,2623,Jarrid Rhodes Defensive Rebound.,24,22
0:00,2623,End of 1st half,24,22
19:33,2449,Tyson Ward missed Jumper.,24,22
19:33,2623,Obediah Church Defensive Rebound.,24,22
19:12,2623,Jarrid Rhodes missed Three Point Jumper.,24,22
19:12,2623,Alize Johnson Offensive Rebound.,24,22
18:49,2623,Alize Johnson missed Jumper.,24,22
18:49,2623,Alize Johnson Offensive Rebound.,24,22
18:47,2623,Alize Johnson made Jumper.,24,24
18:25,2449,Dylan Miller missed Jumper.,24,24
18:25,2623,Alize Johnson Defensive Rebound.,24,24
18:09,2623,Alize Johnson missed Jumper.,24,24
18:09,2449,Tyson Ward Defensive Rebound.,24,24
18:02,2449,Tyson Ward missed Jumper.,24,24
18:02,2623,Jarrid Rhodes Defensive Rebound.,24,24
17:49,2449,Foul on Jared Samuelson.,24,24
17:49,2623,Ryan Kreklow made Free Throw.,24,25
17:49,2623,Ryan Kreklow made Free Throw.,24,26
17:36,2449,Deng Geu missed Jumper.,24,26
17:36,2623,Alize Johnson Defensive Rebound.,24,26
17:30,2449,Foul on Dylan Miller.,24,26
17:30,2623,Alize Johnson made Free Throw.,24,27
17:30,2623,Alize Johnson made Free Throw.,24,28
17:16,2449,Paul Miller Turnover.,24,28
17:15,2623,Ryan Kreklow Steal.,24,28
17:09,2623,Obediah Church Turnover.,24,28
17:08,2449,Paul Miller Steal.,24,28
17:05,2449,Cameron Hunter made Layup.,26,28
16:57,2449,Foul on Deng Geu.,26,28
16:57,2623,Alize Johnson made Free Throw.,26,29
16:57,2623,Alize Johnson made Free Throw.,26,30
16:44,2449,Paul Miller made Three Point Jumper. Assisted by Dylan Miller.,29,30
16:11,2623,Alize Johnson missed Jumper.,29,30
16:11,2449,Cameron Hunter Defensive Rebound.,29,30
16:03,2449,Paul Miller made Three Point Jumper. Assisted by Tyson Ward.,32,30
15:31,2623,Alize Johnson missed Jumper.,32,30
15:31,2623,Alize Johnson Offensive Rebound.,32,30
15:30,2623,Alize Johnson made Jumper.,32,32
15:01,2623,Foul on Jarrid Rhodes.,32,32
15:01,2623,Official TV Timeout,32,32
14:50,2449,Spencer Eliason Turnover.,32,32
14:36,2623,Jarrid Rhodes missed Three Point Jumper.,32,32
14:36,2449,Cameron Hunter Defensive Rebound.,32,32
14:27,2449,Cameron Hunter Turnover.,32,32
14:27,2623,Ryan Kreklow Steal.,32,32
14:02,2623,Ronnie Rousseau III Turnover.,32,32
14:00,2449,A.J. Jacobson Steal.,32,32
13:54,2623,Foul on Ronnie Rousseau III.,32,32
13:51,2449,Tyson Ward missed Three Point Jumper.,32,32
13:51,2623,Alize Johnson Defensive Rebound.,32,32
13:37,2623,Alize Johnson made Jumper.,32,34
13:21,2623,Foul on Jarred Dixon.,32,34
13:07,2449,Deng Geu missed Jumper.,32,34
13:07,2449,Tyson Ward Offensive Rebound.,32,34
13:04,2449,Tyson Ward made Two Point Tip Shot.,34,34
12:52,2623,Jarred Dixon made Layup.,34,36
12:39,2449,Paul Miller missed Jumper.,34,36
12:39,2449,North Dakota State Deadball Team Rebound.,34,36
12:36,2623,Foul on Ryan Kreklow.,34,36
12:33,2449,Cameron Hunter Turnover.,34,36
12:22,2623,Alize Johnson missed Jumper.,34,36
12:22,2449,Deng Geu Block.,34,36
12:19,2623,Reggie Scurry Offensive Rebound.,34,36
12:17,2623,Reggie Scurry made Jumper.,34,38
12:17,2449,Foul on Chris Quayle.,34,38
12:17,2623,Reggie Scurry made Free Throw.,34,39
12:01,2449,Deng Geu made Dunk. Assisted by Spencer Eliason.,36,39
11:33,2623,Alize Johnson missed Jumper.,36,39
11:33,2623,Alize Johnson Offensive Rebound.,36,39
11:29,2449,Foul on Deng Geu.,36,39
11:29,2623,Official TV Timeout,36,39
11:29,2623,Alize Johnson missed Free Throw.,36,39
11:29,2623,Missouri State Deadball Team Rebound.,36,39
11:29,2623,Alize Johnson missed Free Throw.,36,39
11:29,2449,Paul Miller Defensive Rebound.,36,39
11:00,2449,Deng Geu missed Jumper.,36,39
11:00,2623,Alize Johnson Defensive Rebound.,36,39
10:42,2449,Foul on Spencer Eliason.,36,39
10:42,2623,Alize Johnson made Free Throw.,36,40
10:42,2623,Alize Johnson made Free Throw.,36,41
10:24,2449,Paul Miller made Jumper.,38,41
10:24,2623,Foul on J.T. Miller.,38,41
10:24,2449,Paul Miller missed Free Throw.,38,41
10:24,2623,Alize Johnson Defensive Rebound.,38,41
10:13,2623,Reggie Scurry missed Jumper.,38,41
10:13,2623,Alize Johnson Offensive Rebound.,38,41
10:07,2623,Jarred Dixon missed Jumper.,38,41
10:07,2449,Paul Miller Defensive Rebound.,38,41
9:59,2623,Foul on Reggie Scurry.,38,41
9:59,2449,Paul Miller made Free Throw.,39,41
9:59,2449,Paul Miller missed Free Throw.,39,41
9:59,2623,Missouri State Deadball Team Rebound.,39,41
9:59,2449,Foul on Dylan Miller.,39,41
9:59,2623,Obediah Church missed Free Throw.,39,41
9:59,2449,Paul Miller Defensive Rebound.,39,41
9:50,2449,A.J. Jacobson missed Three Point Jumper.,39,41
9:50,2623,Jarred Dixon Defensive Rebound.,39,41
9:23,2623,Ronnie Rousseau III Turnover.,39,41
9:23,2449,Tyson Ward Steal.,39,41
8:55,2449,Paul Miller missed Jumper.,39,41
8:55,2623,Obediah Church Defensive Rebound.,39,41
8:53,2449,Foul on Dylan Miller.,39,41
8:53,2623,Obediah Church missed Free Throw.,39,41
8:53,2449,Spencer Eliason Defensive Rebound.,39,41
8:30,2623,Foul on Jarrid Rhodes.,39,41
8:30,2449,A.J. Jacobson made Free Throw.,40,41
8:30,2449,A.J. Jacobson missed Free Throw.,40,41
8:30,2623,Alize Johnson Defensive Rebound.,40,41
8:15,2623,Jarrid Rhodes missed Three Point Jumper.,40,41
8:15,2623,Alize Johnson Offensive Rebound.,40,41
8:11,2623,Alize Johnson made Jumper.,40,43
7:59,2449,Tyson Ward Turnover.,40,43
7:59,2623,Official TV Timeout,40,43
7:51,2623,Alize Johnson missed Three Point Jumper.,40,43
7:51,2449,Deng Geu Defensive Rebound.,40,43
7:32,2449,Deng Geu made Jumper. Assisted by Tyson Ward.,42,43
7:10,2623,Alize Johnson missed Jumper.,42,43
7:10,2623,Reggie Scurry Offensive Rebound.,42,43
7:07,2623,Reggie Scurry made Jumper.,42,45
6:51,2449,Tyson Ward made Jumper.,44,45
6:29,2623,Ryan Kreklow Turnover.,44,45
6:12,2449,Cameron Hunter missed Three Point Jumper.,44,45
6:12,2623,Alize Johnson Defensive Rebound.,44,45
6:03,2623,Alize Johnson made Jumper.,44,47
5:41,2449,Spencer Eliason made Layup. Assisted by Paul Miller.,46,47
5:13,2623,Alize Johnson missed Jumper.,46,47
5:13,2449,Tyson Ward Defensive Rebound.,46,47
4:46,2449,Paul Miller made Jumper.,48,47
4:43,2449,North Dakota State  Timeout,48,47
4:43,2623,Official TV Timeout,48,47
4:32,2623,Ronnie Rousseau III made Jumper.,48,49
4:14,2623,Foul on Alize Johnson.,48,49
4:14,2449,Spencer Eliason missed Free Throw.,48,49
4:14,2623,Alize Johnson Defensive Rebound.,48,49
3:53,2623,Ronnie Rousseau III made Jumper.,48,51
3:41,2449,Paul Miller missed Three Point Jumper.,48,51
3:41,2449,Tyson Ward Offensive Rebound.,48,51
3:34,2449,Tyson Ward made Jumper.,50,51
3:16,2623,Ronnie Rousseau III missed Jumper.,50,51
3:15,2623,Alize Johnson Offensive Rebound.,50,51
3:14,2449,Foul on Spencer Eliason.,50,51
3:14,2623,Official TV Timeout,50,51
3:14,2623,Alize Johnson made Free Throw.,50,52
3:14,2623,Alize Johnson missed Free Throw.,50,52
3:14,2449,A.J. Jacobson Defensive Rebound.,50,52
3:13,2623,Official TV Timeout,50,51
3:00,2449,A.J. Jacobson made Jumper.,52,52
2:37,2623,Ronnie Rousseau III missed Three Point Jumper.,52,52
2:37,2623,Jarrid Rhodes Offensive Rebound.,52,52
2:12,2623,Ryan Kreklow missed Three Point Jumper.,52,52
2:12,2449,Tyson Ward Defensive Rebound.,52,52
2:04,2623,Foul on Ronnie Rousseau III.,52,52
2:04,2449,Tyson Ward made Free Throw.,53,52
2:04,2449,Tyson Ward made Free Throw.,54,52
1:54,2449,Foul on Paul Miller.,54,52
1:54,2623,Ryan Kreklow made Free Throw.,54,53
1:54,2623,Ryan Kreklow made Free Throw.,54,54
1:36,2623,Foul on Alize Johnson.,54,54
1:36,2449,A.J. Jacobson made Free Throw.,55,54
1:36,2449,A.J. Jacobson made Free Throw.,56,54
1:31,2623,Missouri State  Timeout,56,54
1:22,2623,Jarrid Rhodes missed Jumper.,56,54
1:22,2449,Paul Miller Defensive Rebound.,56,54
0:56,2449,Paul Miller missed Jumper.,56,54
0:56,2623,Reggie Scurry Block.,56,54
0:54,2623,Alize Johnson Defensive Rebound.,56,54
0:50,2623,Jarrid Rhodes missed Jumper.,56,54
0:50,2449,A.J. Jacobson Block.,56,54
0:50,2623,Missouri State Offensive Rebound.,56,54
0:50,2623,Missouri State  Timeout,56,54
0:46,2623,Reggie Scurry missed Jumper.,56,54
0:46,2449,A.J. Jacobson Block.,56,54
0:44,2449,Paul Miller Defensive Rebound.,56,54
0:25,2449,Paul Miller missed Jumper.,56,54
0:25,2623,Jarrid Rhodes Defensive Rebound.,56,54
0:15,2623,Missouri State  Timeout,56,54
0:11,2623,Alize Johnson missed Jumper.,56,54
0:11,2449,Tyson Ward Defensive Rebound.,56,54
0:08,2623,Foul on Ryan Kreklow.,56,54
0:08,2449,Tyson Ward made Free Throw.,57,54
0:08,2449,Tyson Ward missed Free Throw.,57,54
0:08,2623,Alize Johnson Defensive Rebound.,57,54
0:01,2623,Jarrid Rhodes missed Three Point Jumper.,57,54
0:00,2449,North Dakota State Deadball Team Rebound.,57,54
0:00,2623,End of Game,57,54
