James Madison,94,Northern Kentucky,256
12:30,256,Ramone Snowden Turnover.,8,19
12:29,94,Tyler Sharpe Steal.,8,19
12:26,94,Tyler Sharpe made Layup.,8,21
12:02,94,Foul on Jeff Garrett.,8,21
12:02,256,Joey McLean missed Free Throw.,8,21
12:02,256,James Madison Deadball Team Rebound.,8,21
12:02,256,Joey McLean made Free Throw.,9,21
11:51,94,Jeff Garrett Turnover.,9,21
11:51,94,Foul on Jeff Garrett.,9,21
11:32,94,Foul on Tre Cobbs.,9,21
11:32,256,Matt Lewis made Free Throw.,10,21
11:32,256,Matt Lewis made Free Throw.,11,21
11:20,94,Tyler Sharpe missed Three Point Jumper.,11,21
11:20,256,Matt Lewis Defensive Rebound.,11,21
11:05,256,Greg Jones missed Jumper.,11,21
11:05,256,Matt Lewis Offensive Rebound.,11,21
10:50,256,Stuckey Mosley missed Jumper.,11,21
10:50,256,Stuckey Mosley Offensive Rebound.,11,21
10:47,256,Stuckey Mosley missed Layup.,11,21
10:47,94,Jalen Tate Block.,11,21
10:45,256,Stuckey Mosley Offensive Rebound.,11,21
10:43,256,Matt Lewis missed Three Point Jumper.,11,21
10:43,94,Lavone Holland II Defensive Rebound.,11,21
10:31,94,Drew McDonald missed Three Point Jumper.,11,21
10:31,256,Antanee Pinkard Defensive Rebound.,11,21
9:59,256,Greg Jones missed Three Point Jumper.,11,21
9:59,256,James Madison Offensive Rebound.,11,21
9:49,256,Stuckey Mosley missed Jumper.,11,21
9:49,256,Greg Jones Offensive Rebound.,11,21
9:44,94,Foul on Dantez Walton.,11,21
9:44,256,Greg Jones missed Free Throw.,11,21
9:44,256,James Madison Deadball Team Rebound.,11,21
9:44,256,Greg Jones made Free Throw.,12,21
9:21,94,Lavone Holland II missed Three Point Jumper.,12,21
9:21,256,Develle Phillips Defensive Rebound.,12,21
9:01,256,Antanee Pinkard missed Layup.,12,21
9:01,94,Jalen Tate Block.,12,21
9:01,256,James Madison Offensive Rebound.,12,21
8:48,256,Joey McLean missed Three Point Jumper.,12,21
8:48,94,Jalen Tate Block.,12,21
8:44,94,Carson Williams Defensive Rebound.,12,21
8:44,256,Foul on Stuckey Mosley.,12,21
8:44,94,Lavone Holland II made Free Throw.,12,22
8:44,94,Lavone Holland II made Free Throw.,12,23
8:34,256,James Madison  Turnover.,12,23
8:25,94,Jalen Tate Turnover.,12,23
8:23,256,Ramone Snowden Steal.,12,23
8:07,256,Develle Phillips missed Jumper.,12,23
8:07,94,Jalen Tate Defensive Rebound.,12,23
8:01,94,Lavone Holland II made Three Point Jumper. Assisted by Jordan Garnett.,12,26
7:37,256,Darius Banks missed Jumper.,12,26
7:37,94,Carson Williams Defensive Rebound.,12,26
7:27,94,Carson Williams Turnover.,12,26
7:27,94,Foul on Carson Williams.,12,26
7:23,94,Official TV Timeout,12,26
7:19,94,Foul on Jalen Tate.,12,26
7:19,256,Joey McLean made Free Throw.,13,26
7:19,256,Joey McLean made Free Throw.,14,26
7:02,256,Foul on Develle Phillips.,14,26
7:02,94,Carson Williams made Free Throw.,14,27
7:02,94,Carson Williams missed Free Throw.,14,27
7:02,256,Develle Phillips Defensive Rebound.,14,27
6:39,256,Ramone Snowden missed Jumper.,14,27
6:39,256,Develle Phillips Offensive Rebound.,14,27
6:38,256,Develle Phillips Turnover.,14,27
6:28,94,Lavone Holland II made Three Point Jumper. Assisted by Tre Cobbs.,14,30
5:56,94,Foul on Carson Williams.,14,30
5:56,256,Antanee Pinkard missed Free Throw.,14,30
5:56,256,James Madison Deadball Team Rebound.,14,30
5:56,256,Antanee Pinkard made Free Throw.,15,30
5:43,94,Dantez Walton missed Three Point Jumper.,15,30
5:43,256,Joey McLean Defensive Rebound.,15,30
5:21,256,Develle Phillips missed Jumper.,15,30
5:21,94,Drew McDonald Defensive Rebound.,15,30
5:14,94,Drew McDonald missed Three Point Jumper.,15,30
5:14,94,Dantez Walton Offensive Rebound.,15,30
5:08,94,Dantez Walton made Layup.,15,32
4:53,94,Foul on Tre Cobbs.,15,32
4:53,256,Antanee Pinkard made Free Throw.,16,32
4:52,256,Antanee Pinkard missed Free Throw.,16,32
4:52,94,Dantez Walton Defensive Rebound.,16,32
4:40,94,Drew McDonald Turnover.,16,32
4:40,256,Zach Jacobs Steal.,16,32
4:18,256,Darius Banks missed Jumper.,16,32
4:18,256,Darius Banks Offensive Rebound.,16,32
4:15,256,Darius Banks missed Layup.,16,32
4:15,256,Darius Banks Offensive Rebound.,16,32
4:11,256,Darius Banks made Layup.,18,32
4:03,94,Drew McDonald made Three Point Jumper. Assisted by Lavone Holland II.,18,35
4:01,94,Northern Kentucky  Timeout,18,35
3:44,256,Joey McLean made Layup.,20,35
3:37,256,Foul on Gerron Scissum.,20,35
3:37,94,Jalen Tate made Free Throw.,20,36
3:37,94,Jalen Tate missed Free Throw.,20,36
3:37,256,Zach Jacobs Defensive Rebound.,20,36
3:21,256,Zach Jacobs missed Jumper.,20,36
3:21,94,Lavone Holland II Defensive Rebound.,20,36
3:13,94,Drew McDonald Turnover.,20,36
3:11,256,Joey McLean Steal.,20,36
3:00,256,Gerron Scissum missed Jumper.,20,36
3:00,94,Dantez Walton Defensive Rebound.,20,36
2:49,94,Foul on Lavone Holland II.,20,36
2:49,94,Lavone Holland II Turnover.,20,36
2:33,256,Antanee Pinkard made Layup.,22,36
2:17,94,Lavone Holland II missed Three Point Jumper.,22,36
2:17,256,Gerron Scissum Defensive Rebound.,22,36
2:08,94,Foul on Drew McDonald.,22,36
2:08,256,Joey McLean made Free Throw.,23,36
2:08,256,Joey McLean made Free Throw.,24,36
1:47,256,Foul on Zach Jacobs.,24,36
1:47,94,Lavone Holland II made Free Throw.,24,37
1:47,94,Lavone Holland II made Free Throw.,24,38
1:46,256,Joey McLean Turnover.,24,38
1:31,94,Dantez Walton made Three Point Jumper. Assisted by Lavone Holland II.,24,41
1:07,256,Antanee Pinkard missed Three Point Jumper.,24,41
1:07,94,Jeff Garrett Defensive Rebound.,24,41
0:55,256,Foul on Gerron Scissum.,24,41
0:55,94,Jeff Garrett missed Free Throw.,24,41
0:55,256,Darius Banks Defensive Rebound.,24,41
0:40,256,Joey McLean missed Three Point Jumper.,24,41
0:40,94,Jeff Garrett Defensive Rebound.,24,41
0:38,256,Foul on Zach Jacobs.,24,41
0:38,94,Jeff Garrett made Free Throw.,24,42
0:38,94,Jeff Garrett missed Free Throw.,24,42
0:38,256,Darius Banks Defensive Rebound.,24,42
0:12,256,Joey McLean missed Jumper.,24,42
0:12,256,Gerron Scissum Offensive Rebound.,24,42
0:06,256,Gerron Scissum Turnover.,24,42
0:06,256,Foul on Antanee Pinkard.,24,42
0:06,94,Lavone Holland II made Free Throw.,24,43
0:06,94,Lavone Holland II made Free Throw.,24,44
0:06,256,James Madison  Timeout,24,44
0:01,256,Darius Banks missed Three Point Jumper.,24,44
0:01,256,James Madison Deadball Team Rebound.,24,44
0:00,94,End of 1st half,24,44
19:51,94,Foul on Jalen Tate.,24,44
19:51,256,Stuckey Mosley missed Free Throw.,24,44
19:51,256,James Madison Deadball Team Rebound.,24,44
19:51,256,Stuckey Mosley missed Free Throw.,24,44
19:51,94,Carson Williams Defensive Rebound.,24,44
19:36,94,Carson Williams missed Jumper.,24,44
19:36,256,Stuckey Mosley Block.,24,44
19:34,256,Stuckey Mosley Defensive Rebound.,24,44
19:30,256,Ramone Snowden made Three Point Jumper.,27,44
19:26,256,Foul on Stuckey Mosley.,27,44
19:26,94,Jalen Tate missed Free Throw.,27,44
19:26,94,Northern Kentucky Deadball Team Rebound.,27,44
19:26,94,Jalen Tate made Free Throw.,27,45
19:08,256,Stuckey Mosley made Jumper.,29,45
18:18,94,Lavone Holland II Turnover.,29,45
18:18,94,Foul on Lavone Holland II.,29,45
17:59,256,Zach Jacobs Turnover.,29,45
17:59,256,Foul on Zach Jacobs.,29,45
17:59,256,Technical Foul on James Madison.,29,45
17:59,94,Drew McDonald missed Free Throw.,29,45
17:59,94,Northern Kentucky Deadball Team Rebound.,29,45
17:59,94,Drew McDonald made Free Throw.,29,46
17:59,256,Foul on Darius Banks.,29,46
17:36,94,Drew McDonald made Jumper.,29,48
17:36,256,Foul on Ramone Snowden.,29,48
17:36,94,Drew McDonald made Free Throw.,29,49
17:26,256,James Madison  Turnover.,29,49
17:05,94,Lavone Holland II made Three Point Jumper. Assisted by Jordan Garnett.,29,52
16:48,256,Ramone Snowden missed Jumper.,29,52
16:48,256,Zach Jacobs Offensive Rebound.,29,52
16:44,256,Zach Jacobs made Layup.,31,52
16:27,94,Lavone Holland II made Three Point Jumper. Assisted by Drew McDonald.,31,55
16:01,256,Ramone Snowden made Three Point Jumper. Assisted by Joey McLean.,34,55
16:00,256,James Madison  Timeout,34,55
16:00,94,Official TV Timeout,34,55
15:38,256,Foul on Joey McLean.,34,55
15:38,94,Drew McDonald made Free Throw.,34,56
15:38,94,Drew McDonald made Free Throw.,34,57
15:23,94,Foul on Jeff Garrett.,34,57
15:23,256,Matt Lewis made Free Throw.,35,57
15:23,256,Matt Lewis made Free Throw.,36,57
15:04,256,Foul on Greg Jones.,36,57
14:56,94,Mason Faulkner made Jumper.,36,59
14:42,256,Joey McLean Turnover.,36,59
14:40,94,Jordan Garnett Steal.,36,59
14:38,94,Jalen Tate made Layup. Assisted by Jordan Garnett.,36,61
14:30,256,Joey McLean Turnover.,36,61
14:30,94,Jalen Tate Steal.,36,61
14:23,94,Drew McDonald missed Three Point Jumper.,36,61
14:23,94,Jeff Garrett Offensive Rebound.,36,61
14:20,94,Jeff Garrett missed Layup.,36,61
14:20,256,Matt Lewis Block.,36,61
14:17,256,Matt Lewis Defensive Rebound.,36,61
14:13,256,Stuckey Mosley made Three Point Jumper. Assisted by Matt Lewis.,39,61
14:03,256,Foul on Matt Lewis.,39,61
14:03,94,Jalen Tate made Free Throw.,39,62
14:03,94,Jalen Tate made Free Throw.,39,63
13:45,256,Stuckey Mosley made Three Point Jumper.,42,63
13:28,94,Jordan Garnett missed Three Point Jumper.,42,63
13:28,94,Jeff Garrett Offensive Rebound.,42,63
13:23,94,Jeff Garrett Turnover.,42,63
13:13,94,Foul on Lavone Holland II.,42,63
13:13,256,Stuckey Mosley made Free Throw.,43,63
13:13,256,Stuckey Mosley made Free Throw.,44,63
13:03,94,Jeff Garrett missed Layup.,44,63
13:03,256,Zach Jacobs Block.,44,63
13:03,94,Northern Kentucky Offensive Rebound.,44,63
12:45,94,Lavone Holland II missed Three Point Jumper.,44,63
12:45,256,James Madison Defensive Rebound.,44,63
12:34,256,Stuckey Mosley made Layup.,46,63
12:24,94,Mason Faulkner missed Three Point Jumper.,46,63
12:24,94,Jeff Garrett Offensive Rebound.,46,63
11:56,94,Lavone Holland II missed Jumper.,46,63
11:56,256,Stuckey Mosley Defensive Rebound.,46,63
11:45,256,Foul on Stuckey Mosley.,46,63
11:45,256,Stuckey Mosley Turnover.,46,63
11:45,94,Official TV Timeout,46,63
11:37,94,Carson Williams made Dunk. Assisted by Jalen Tate.,46,65
11:19,256,Greg Jones Turnover.,46,65
11:19,256,Foul on Greg Jones.,46,65
11:05,94,Drew McDonald Turnover.,46,65
11:05,256,Greg Jones Steal.,46,65
11:05,94,Foul on Jordan Garnett.,46,65
10:57,256,Joey McLean missed Jumper.,46,65
10:57,94,Carson Williams Block.,46,65
10:54,256,James Madison Offensive Rebound.,46,65
10:49,256,Technical Foul on James Madison.,46,65
10:49,94,Drew McDonald made Free Throw.,46,66
10:49,94,Drew McDonald made Free Throw.,46,67
10:37,256,Joey McLean made Jumper.,48,67
10:33,94,Jordan Garnett made Three Point Jumper. Assisted by Lavone Holland II.,48,70
10:07,256,Joey McLean Turnover.,48,70
10:04,94,Jalen Tate Steal.,48,70
10:03,256,Foul on Matt Lewis.,48,70
10:03,256,Joey McLean missed Free Throw.,48,70
10:03,256,James Madison Deadball Team Rebound.,48,70
10:03,94,Jordan Garnett made Free Throw.,48,71
10:03,256,Joey McLean missed Three Point Jumper.,48,71
10:03,94,Lavone Holland II Defensive Rebound.,48,71
9:56,256,Ramone Snowden made Layup.,50,71
8:57,94,Drew McDonald Turnover.,50,71
8:55,256,Darius Banks Steal.,50,71
8:52,256,Darius Banks made Layup.,52,71
8:52,94,Foul on Jalen Tate.,52,71
8:52,256,Darius Banks made Free Throw.,53,71
8:52,256,Foul on Matt Lewis.,53,71
8:52,94,Jalen Tate made Free Throw.,53,72
8:52,94,Jalen Tate made Free Throw.,53,73
8:36,94,Carson Williams Turnover.,53,73
8:36,256,Darius Banks Steal.,53,73
8:23,256,Stuckey Mosley made Three Point Jumper. Assisted by Ramone Snowden.,56,73
8:06,94,Jalen Tate missed Layup.,56,73
8:06,94,Carson Williams Offensive Rebound.,56,73
8:00,94,Carson Williams missed Dunk.,56,73
8:00,256,Joey McLean Defensive Rebound.,56,73
7:56,256,Darius Banks made Layup. Assisted by Joey McLean.,58,73
7:50,94,Northern Kentucky  Timeout,58,73
7:39,256,Foul on Ramone Snowden.,58,73
7:39,94,Carson Williams missed Free Throw.,58,73
7:39,94,Northern Kentucky Deadball Team Rebound.,58,73
7:39,94,Carson Williams missed Free Throw.,58,73
7:39,256,Ramone Snowden Defensive Rebound.,58,73
7:25,256,Foul on Joey McLean.,58,73
7:25,94,Carson Williams made Free Throw.,58,74
7:25,94,Carson Williams made Free Throw.,58,75
7:25,256,Stuckey Mosley Turnover.,58,75
7:25,256,Foul on James Madison.,58,75
7:20,94,Drew McDonald missed Three Point Jumper.,58,75
7:20,256,Zach Jacobs Defensive Rebound.,58,75
7:17,94,Foul on Carson Williams.,58,75
7:17,256,Zach Jacobs made Free Throw.,59,75
7:17,256,Zach Jacobs made Free Throw.,60,75
7:04,256,Foul on Darius Banks.,60,75
7:04,94,Carson Williams made Free Throw.,60,76
7:04,94,Carson Williams missed Free Throw.,60,76
7:04,256,Ramone Snowden Defensive Rebound.,60,76
6:54,256,Joey McLean missed Three Point Jumper.,60,76
6:54,94,Jordan Garnett Defensive Rebound.,60,76
6:41,94,Jordan Garnett made Layup.,60,78
6:22,256,Darius Banks missed Layup.,60,78
6:22,256,Zach Jacobs Offensive Rebound.,60,78
6:20,94,Foul on Drew McDonald.,60,78
6:20,256,Zach Jacobs made Free Throw.,61,78
6:20,256,Zach Jacobs made Free Throw.,62,78
6:20,94,Lavone Holland II missed Layup.,62,78
6:20,256,Ramone Snowden Defensive Rebound.,62,78
6:18,256,Darius Banks made Layup.,64,78
6:01,94,Jalen Tate missed Three Point Jumper.,64,78
6:01,256,Zach Jacobs Defensive Rebound.,64,78
5:49,256,Zach Jacobs made Three Point Jumper. Assisted by Joey McLean.,67,78
5:27,94,Carson Williams made Layup. Assisted by Lavone Holland II.,67,80
5:04,256,Stuckey Mosley missed Jumper.,67,80
5:04,94,Carson Williams Defensive Rebound.,67,80
4:30,256,Foul on Stuckey Mosley.,67,80
4:30,94,Jalen Tate made Free Throw.,67,81
4:30,94,Jalen Tate missed Free Throw.,67,81
4:30,256,Greg Jones Defensive Rebound.,67,81
4:14,256,Zach Jacobs missed Three Point Jumper.,67,81
4:14,256,Antanee Pinkard Offensive Rebound.,67,81
4:07,256,Antanee Pinkard made Jumper.,69,81
4:05,256,James Madison  Timeout,69,81
4:05,94,Official TV Timeout,69,81
3:51,94,Mason Faulkner missed Three Point Jumper.,69,81
3:51,256,Zach Jacobs Defensive Rebound.,69,81
3:32,256,Antanee Pinkard Turnover.,69,81
3:28,94,Lavone Holland II Steal.,69,81
3:25,94,Drew McDonald missed Three Point Jumper.,69,81
3:25,256,Antanee Pinkard Defensive Rebound.,69,81
3:14,256,Matt Lewis missed Jumper.,69,81
3:14,94,Drew McDonald Defensive Rebound.,69,81
2:44,94,Drew McDonald missed Jumper.,69,81
2:44,256,Joey McLean Block.,69,81
2:35,256,Antanee Pinkard Defensive Rebound.,69,81
2:31,256,Stuckey Mosley made Three Point Jumper. Assisted by Antanee Pinkard.,72,81
2:20,94,Northern Kentucky  Timeout,72,81
2:14,256,Foul on Greg Jones.,72,81
2:14,94,Carson Williams missed Free Throw.,72,81
2:14,94,Northern Kentucky Deadball Team Rebound.,72,81
2:14,94,Carson Williams made Free Throw.,72,82
2:02,256,Joey McLean made Three Point Jumper. Assisted by Ramone Snowden.,75,82
1:30,256,Foul on Ramone Snowden.,75,82
1:30,94,Lavone Holland II missed Free Throw.,75,82
1:30,94,Northern Kentucky Deadball Team Rebound.,75,82
1:30,94,Lavone Holland II made Free Throw.,75,83
1:20,256,Ramone Snowden made Layup.,77,83
1:07,256,Foul on Joey McLean.,77,83
1:07,94,Lavone Holland II missed Free Throw.,77,83
1:07,94,Northern Kentucky Deadball Team Rebound.,77,83
1:07,94,Lavone Holland II made Free Throw.,77,84
0:44,256,Matt Lewis missed Three Point Jumper.,77,84
0:44,256,Zach Jacobs Offensive Rebound.,77,84
0:41,94,Foul on Jordan Garnett.,77,84
0:41,256,Zach Jacobs missed Free Throw.,77,84
0:41,256,James Madison Deadball Team Rebound.,77,84
0:41,256,Zach Jacobs made Free Throw.,78,84
0:27,256,Foul on Antanee Pinkard.,78,84
0:27,94,Carson Williams missed Free Throw.,78,84
0:27,94,Northern Kentucky Deadball Team Rebound.,78,84
0:27,94,Carson Williams made Free Throw.,78,85
0:21,256,Antanee Pinkard missed Layup.,78,85
0:21,94,Carson Williams Block.,78,85
0:19,94,Drew McDonald Defensive Rebound.,78,85
0:17,256,Foul on Joey McLean.,78,85
0:17,94,Lavone Holland II made Free Throw.,78,86
0:17,94,Lavone Holland II made Free Throw.,78,87
0:09,256,Zach Jacobs missed Three Point Jumper.,78,87
0:09,94,Northern Kentucky Defensive Rebound.,78,87
0:00,94,End of Game,78,87
