Northeastern,24,Stanford,111
0:32,111,Shawn Occeus Turnover.,21,33
0:32,24,Stanford  Timeout,21,33
0:02,24,Stanford  Turnover.,21,33
0:02,111,Donnell Gresham Jr. made Three Point Jumper.,24,33
0:00,24,End of 1st half,24,33
19:48,24,Daejon Davis missed Three Point Jumper.,24,33
19:48,111,Bolden Brace Defensive Rebound.,24,33
19:42,24,Foul on Daejon Davis.,24,33
19:37,111,Bolden Brace made Jumper.,26,33
19:22,24,Michael Humphrey made Jumper. Assisted by Robert Cartwright.,26,35
18:53,111,Devon Begley missed Three Point Jumper.,26,35
18:53,111,Anthony Green Offensive Rebound.,26,35
18:36,111,Devon Begley missed Layup.,26,35
18:36,24,Michael Humphrey Defensive Rebound.,26,35
18:21,24,Michael Humphrey missed Jumper.,26,35
18:21,111,Bolden Brace Defensive Rebound.,26,35
18:06,111,Maxime Boursiquot made Layup.,28,35
17:47,24,Reid Travis made Layup. Assisted by Michael Humphrey.,28,37
17:29,111,Devon Begley missed Layup.,28,37
17:29,111,Devon Begley Offensive Rebound.,28,37
17:25,111,Devon Begley made Layup.,30,37
17:04,24,Reid Travis made Layup. Assisted by Robert Cartwright.,30,39
17:04,111,Foul on Anthony Green.,30,39
17:04,24,Reid Travis made Free Throw.,30,40
16:45,24,Foul on Robert Cartwright.,30,40
16:45,111,Devon Begley made Free Throw.,31,40
16:45,111,Devon Begley missed Free Throw.,31,40
16:45,24,Michael Humphrey Defensive Rebound.,31,40
16:35,24,Michael Humphrey Turnover.,31,40
16:35,111,Vasa Pusica Steal.,31,40
16:26,111,Vasa Pusica made Layup.,33,40
16:08,24,Robert Cartwright missed Three Point Jumper.,33,40
16:08,24,Michael Humphrey Offensive Rebound.,33,40
16:04,24,Michael Humphrey made Layup.,33,42
16:04,111,Foul on Anthony Green.,33,42
16:04,24,Michael Humphrey made Free Throw.,33,43
15:52,111,Maxime Boursiquot missed Layup.,33,43
15:52,24,Josh Sharma Block.,33,43
15:51,24,Josh Sharma Defensive Rebound.,33,43
15:48,24,Josh Sharma Turnover.,33,43
15:46,111,Shawn Occeus Steal.,33,43
15:45,111,Shawn Occeus made Dunk.,35,43
15:36,24,Official TV Timeout,35,43
15:20,24,Josh Sharma made Layup. Assisted by Robert Cartwright.,35,45
14:56,24,Foul on Oscar da Silva.,35,45
14:49,111,Maxime Boursiquot missed Three Point Jumper.,35,45
14:49,111,Tomas Murphy Offensive Rebound.,35,45
14:27,111,Shawn Occeus missed Three Point Jumper.,35,45
14:27,111,Maxime Boursiquot Offensive Rebound.,35,45
14:18,111,Shawn Occeus missed Three Point Jumper.,35,45
14:18,24,Robert Cartwright Defensive Rebound.,35,45
14:10,24,Stanford  Timeout,35,45
13:55,24,Robert Cartwright made Layup. Assisted by Reid Travis.,35,47
13:27,111,Vasa Pusica missed Jumper.,35,47
13:27,24,Reid Travis Defensive Rebound.,35,47
13:11,24,Isaac White made Three Point Jumper. Assisted by Reid Travis.,35,50
12:49,111,Shawn Occeus Turnover.,35,50
12:48,24,Reid Travis Steal.,35,50
12:42,111,Foul on Donnell Gresham Jr..,35,50
12:38,24,Reid Travis missed Jumper.,35,50
12:38,111,Tomas Murphy Defensive Rebound.,35,50
12:13,111,Donnell Gresham Jr. missed Three Point Jumper.,35,50
12:13,111,Tomas Murphy Offensive Rebound.,35,50
12:04,111,Jeremy Miller missed Three Point Jumper.,35,50
12:04,24,Isaac White Defensive Rebound.,35,50
11:59,24,Official TV Timeout,35,50
11:59,111,Foul on Shawn Occeus.,35,50
11:59,24,Official TV Timeout,35,50
11:49,24,Isaac White missed Jumper.,35,50
11:49,24,Josh Sharma Offensive Rebound.,35,50
11:33,24,Josh Sharma made Jumper. Assisted by Daejon Davis.,35,52
11:02,111,Jeremy Miller Turnover.,35,52
10:44,24,Reid Travis missed Jumper.,35,52
10:44,24,Oscar da Silva Offensive Rebound.,35,52
10:43,24,Oscar da Silva made Layup.,35,54
10:28,111,Tomas Murphy missed Layup.,35,54
10:28,24,Josh Sharma Defensive Rebound.,35,54
10:18,24,Reid Travis Turnover.,35,54
9:56,111,Bolden Brace made Three Point Jumper. Assisted by Devon Begley.,38,54
9:35,24,Daejon Davis Turnover.,38,54
9:23,111,Bolden Brace made Three Point Jumper. Assisted by Devon Begley.,41,54
9:03,24,Daejon Davis made Layup.,41,56
8:50,111,Donnell Gresham Jr. made Three Point Jumper. Assisted by Devon Begley.,44,56
8:15,24,Michael Humphrey missed Layup.,44,56
8:15,111,Maxime Boursiquot Defensive Rebound.,44,56
8:09,111,Donnell Gresham Jr. made Layup.,46,56
8:09,24,Foul on Reid Travis.,46,56
8:09,111,Donnell Gresham Jr. made Free Throw.,47,56
7:45,24,Michael Humphrey missed Layup.,47,56
7:45,111,Donnell Gresham Jr. Block.,47,56
7:45,24,Stanford Offensive Rebound.,47,56
7:45,24,Official TV Timeout,47,56
7:43,24,Daejon Davis missed Layup.,47,56
7:43,111,Bolden Brace Defensive Rebound.,47,56
7:26,111,Maxime Boursiquot made Layup. Assisted by Tomas Murphy.,49,56
7:10,111,Foul on Devon Begley.,49,56
7:08,24,Daejon Davis Turnover.,49,56
7:08,111,Donnell Gresham Jr. Steal.,49,56
6:59,111,Donnell Gresham Jr. made Three Point Jumper.,52,56
6:35,24,Oscar da Silva missed Three Point Jumper.,52,56
6:35,24,Michael Humphrey Offensive Rebound.,52,56
6:32,111,Foul on Maxime Boursiquot.,52,56
6:22,111,Foul on Tomas Murphy.,52,56
6:22,24,Daejon Davis made Free Throw.,52,57
6:22,24,Daejon Davis missed Free Throw.,52,57
6:22,111,Maxime Boursiquot Defensive Rebound.,52,57
6:04,111,Donnell Gresham Jr. missed Layup.,52,57
6:04,24,Stanford Defensive Rebound.,52,57
5:51,24,Daejon Davis missed Jumper.,52,57
5:51,111,Tomas Murphy Defensive Rebound.,52,57
5:42,111,Donnell Gresham Jr. made Three Point Jumper. Assisted by Tomas Murphy.,55,57
5:19,24,Isaac White made Three Point Jumper. Assisted by Daejon Davis.,55,60
5:15,24,Stanford  Timeout,55,60
4:52,111,Tomas Murphy Turnover.,55,60
4:51,24,Robert Cartwright Steal.,55,60
4:38,24,Robert Cartwright missed Layup.,55,60
4:38,24,Michael Humphrey Offensive Rebound.,55,60
4:35,111,Foul on Bolden Brace.,55,60
4:35,24,Michael Humphrey made Free Throw.,55,61
4:35,24,Michael Humphrey made Free Throw.,55,62
4:19,111,Tomas Murphy missed Three Point Jumper.,55,62
4:19,111,Bolden Brace Offensive Rebound.,55,62
4:15,111,Bolden Brace made Layup.,57,62
3:55,24,Michael Humphrey made Jumper. Assisted by Isaac White.,57,64
3:43,24,Foul on Robert Cartwright.,57,64
3:43,24,Official TV Timeout,57,64
3:27,111,Tomas Murphy Turnover.,57,64
3:26,24,Reid Travis Steal.,57,64
3:17,24,Foul on Daejon Davis.,57,64
3:17,24,Daejon Davis Turnover.,57,64
2:58,24,Foul on Michael Humphrey.,57,64
2:58,111,Devon Begley made Free Throw.,58,64
2:58,111,Devon Begley made Free Throw.,59,64
2:58,111,Northeastern  Timeout,59,64
2:44,24,Isaac White made Layup.,59,66
2:30,111,Foul on Tomas Murphy.,59,66
2:30,111,Tomas Murphy Turnover.,59,66
2:30,24,Reid Travis made Free Throw.,59,67
2:30,24,Reid Travis missed Free Throw.,59,67
2:30,111,Devon Begley Defensive Rebound.,59,67
2:02,111,Devon Begley missed Layup.,59,67
2:02,24,Oscar da Silva Block.,59,67
2:01,111,Bolden Brace Offensive Rebound.,59,67
2:00,111,Northeastern  Turnover.,59,67
1:51,111,Foul on Vasa Pusica.,59,67
1:51,24,Daejon Davis missed Free Throw.,59,67
1:51,24,Stanford Deadball Team Rebound.,59,67
1:51,24,Daejon Davis made Free Throw.,59,68
1:38,111,Vasa Pusica Turnover.,59,68
1:38,24,Daejon Davis Steal.,59,68
1:10,24,Oscar da Silva made Three Point Jumper. Assisted by Daejon Davis.,59,71
0:57,111,Devon Begley missed Three Point Jumper.,59,71
0:57,24,Isaac White Defensive Rebound.,59,71
0:49,111,Foul on Devon Begley.,59,71
0:49,24,Isaac White made Free Throw.,59,72
0:49,24,Isaac White made Free Throw.,59,73
0:44,111,Bolden Brace missed Three Point Jumper.,59,73
0:44,24,Daejon Davis Defensive Rebound.,59,73
0:10,24,Stanford  Turnover.,59,73
0:00,111,Jason Strong missed Jumper.,59,73
0:00,24,Oscar da Silva Defensive Rebound.,59,73
0:00,24,End of Game,59,73
