Eastern Washington,2439,UNLV,331
6:27,2439,UNLV Deadball Team Rebound.,29,25
6:27,2439,Jovan Mooring made Free Throw.,29,26
6:08,331,Bogdan Bliznyuk made Jumper.,31,26
5:59,331,Foul on Jacob Davison.,31,26
5:59,2439,Jovan Mooring made Free Throw.,31,27
5:59,2439,Jovan Mooring made Free Throw.,31,28
5:37,331,Bogdan Bliznyuk missed Jumper.,31,28
5:37,331,Mason Peatling Offensive Rebound.,31,28
5:21,2439,Foul on Cheikh Mbacke Diong.,31,28
5:21,331,Bogdan Bliznyuk made Free Throw.,32,28
5:21,331,Bogdan Bliznyuk made Free Throw.,33,28
4:57,2439,Kris Clyburn made Three Point Jumper. Assisted by Jordan Johnson.,33,31
4:41,331,Bogdan Bliznyuk missed Layup.,33,31
4:41,2439,Shakur Juiston Block.,33,31
4:40,2439,Cheikh Mbacke Diong Defensive Rebound.,33,31
4:32,331,Foul on Sir Washington.,33,31
4:32,2439,Cheikh Mbacke Diong missed Free Throw.,33,31
4:32,2439,UNLV Deadball Team Rebound.,33,31
4:32,2439,Cheikh Mbacke Diong made Free Throw.,33,32
4:20,331,Ty Gibson missed Three Point Jumper.,33,32
4:20,2439,UNLV Defensive Rebound.,33,32
4:01,2439,Jordan Johnson made Jumper.,33,34
3:29,331,Bogdan Bliznyuk missed Jumper.,33,34
3:29,2439,Tervell Beck Block.,33,34
3:28,2439,Shakur Juiston Defensive Rebound.,33,34
3:25,331,Foul on Sir Washington.,33,34
3:25,2439,Official TV Timeout,33,34
3:25,2439,Jordan Johnson missed Free Throw.,33,34
3:25,2439,UNLV Deadball Team Rebound.,33,34
3:25,2439,Jordan Johnson made Free Throw.,33,35
2:55,331,Mason Peatling missed Jumper.,33,35
2:55,2439,Shakur Juiston Defensive Rebound.,33,35
2:43,2439,Shakur Juiston missed Layup.,33,35
2:43,331,Eastern Washington Defensive Rebound.,33,35
2:41,2439,Foul on Shakur Juiston.,33,35
2:26,331,Bogdan Bliznyuk missed Jumper.,33,35
2:26,2439,Jordan Johnson Defensive Rebound.,33,35
2:17,2439,Shakur Juiston missed Layup.,33,35
2:17,331,Benas Griciunas Defensive Rebound.,33,35
2:03,331,Sir Washington missed Jumper.,33,35
2:03,331,Sir Washington Offensive Rebound.,33,35
1:58,2439,Foul on Jordan Johnson.,33,35
1:50,331,Bogdan Bliznyuk missed Layup.,33,35
1:50,2439,Jovan Mooring Defensive Rebound.,33,35
1:48,331,Foul on Bogdan Bliznyuk.,33,35
1:48,2439,Jovan Mooring made Free Throw.,33,36
1:48,2439,Jovan Mooring made Free Throw.,33,37
1:36,331,Ty Gibson missed Three Point Jumper.,33,37
1:36,2439,Brandon McCoy Defensive Rebound.,33,37
1:28,2439,Jovan Mooring Turnover.,33,37
1:28,2439,Foul on Jovan Mooring.,33,37
1:02,331,Sir Washington made Jumper.,35,37
0:48,331,Foul on Jacob Davison.,35,37
0:48,2439,Amauri Hardy made Free Throw.,35,38
0:48,2439,Amauri Hardy made Free Throw.,35,39
0:48,2439,UNLV  Timeout,35,39
0:36,331,Ty Gibson made Layup.,37,39
0:19,2439,Kris Clyburn made Three Point Jumper. Assisted by Jovan Mooring.,37,42
0:12,331,Eastern Washington  Timeout,37,42
0:08,331,Benas Griciunas made Jumper.,39,42
0:00,2439,Amauri Hardy made Three Point Jumper. Assisted by Kris Clyburn.,39,45
0:00,2439,End of 1st half,39,45
19:48,2439,Jordan Johnson Turnover.,39,45
19:39,331,Luka Vulikic made Jumper.,41,45
19:29,331,Foul on Benas Griciunas.,41,45
19:10,2439,Brandon McCoy made Layup. Assisted by Jovan Mooring.,41,47
18:44,331,Sir Washington missed Three Point Jumper.,41,47
18:44,2439,Kris Clyburn Defensive Rebound.,41,47
18:34,2439,Brandon McCoy made Layup. Assisted by Kris Clyburn.,41,49
18:15,331,Mason Peatling Turnover.,41,49
17:57,2439,Kris Clyburn Turnover.,41,49
17:47,331,Sir Washington Turnover.,41,49
17:46,2439,Kris Clyburn Steal.,41,49
17:44,2439,Kris Clyburn made Dunk.,41,51
17:28,2439,Foul on Jordan Johnson.,41,51
17:28,331,Sir Washington missed Free Throw.,41,51
17:28,331,Eastern Washington Deadball Team Rebound.,41,51
17:28,331,Sir Washington made Free Throw.,42,51
17:14,2439,Brandon McCoy missed Jumper.,42,51
17:14,331,Eastern Washington Defensive Rebound.,42,51
17:14,2439,Foul on Shakur Juiston.,42,51
16:58,331,Luka Vulikic missed Jumper.,42,51
16:58,2439,Shakur Juiston Defensive Rebound.,42,51
16:48,2439,Shakur Juiston missed Layup.,42,51
16:48,331,Bogdan Bliznyuk Defensive Rebound.,42,51
16:36,2439,Foul on Kris Clyburn.,42,51
16:36,331,Bogdan Bliznyuk made Free Throw.,43,51
16:36,331,Bogdan Bliznyuk made Free Throw.,44,51
16:31,2439,Brandon McCoy made Layup. Assisted by Anthony Smith.,44,53
16:14,331,Benas Griciunas missed Three Point Jumper.,44,53
16:14,2439,Amauri Hardy Defensive Rebound.,44,53
16:06,2439,Amauri Hardy made Jumper.,44,55
15:48,331,Bogdan Bliznyuk missed Layup.,44,55
15:48,331,Eastern Washington Offensive Rebound.,44,55
15:45,2439,Official TV Timeout,44,55
15:44,331,Luka Vulikic Turnover.,44,55
15:43,2439,Anthony Smith Steal.,44,55
15:42,2439,Anthony Smith made Dunk.,44,57
15:20,331,Ty Gibson missed Three Point Jumper.,44,57
15:20,2439,Anthony Smith Defensive Rebound.,44,57
15:01,2439,Brandon McCoy Turnover.,44,57
14:50,2439,Foul on Anthony Smith.,44,57
14:50,331,Bogdan Bliznyuk made Free Throw.,45,57
14:50,331,Bogdan Bliznyuk made Free Throw.,46,57
14:29,2439,Shakur Juiston made Layup. Assisted by Brandon McCoy.,46,59
14:13,331,Jesse Hunt missed Jumper.,46,59
14:13,2439,Shakur Juiston Defensive Rebound.,46,59
14:02,2439,Brandon McCoy missed Jumper.,46,59
14:02,331,Ty Gibson Defensive Rebound.,46,59
13:53,331,Bogdan Bliznyuk missed Three Point Jumper.,46,59
13:53,2439,Shakur Juiston Defensive Rebound.,46,59
13:45,2439,Amauri Hardy missed Three Point Jumper.,46,59
13:45,331,Benas Griciunas Defensive Rebound.,46,59
13:27,331,Luka Vulikic made Jumper.,48,59
13:06,2439,Jovan Mooring made Three Point Jumper. Assisted by Shakur Juiston.,48,62
12:46,331,Benas Griciunas missed Layup.,48,62
12:46,331,Benas Griciunas Offensive Rebound.,48,62
12:45,331,Benas Griciunas missed Two Point Tip Shot.,48,62
12:45,2439,Brandon McCoy Defensive Rebound.,48,62
12:33,2439,UNLV  Timeout,48,62
12:21,2439,Jordan Johnson Turnover.,48,62
12:10,331,Jesse Hunt Turnover.,48,62
12:10,331,Foul on Jesse Hunt.,48,62
12:04,2439,Anthony Smith made Layup.,48,64
11:35,331,Bogdan Bliznyuk made Jumper.,50,64
11:30,2439,Jordan Johnson Turnover.,50,64
11:30,2439,Foul on Jordan Johnson.,50,64
11:30,2439,Official TV Timeout,50,64
11:20,331,Bogdan Bliznyuk made Layup.,52,64
11:03,2439,Kris Clyburn made Three Point Jumper. Assisted by Shakur Juiston.,52,67
10:36,331,Luka Vulikic missed Jumper.,52,67
10:36,2439,Shakur Juiston Defensive Rebound.,52,67
10:28,2439,Anthony Smith missed Three Point Jumper.,52,67
10:28,2439,Shakur Juiston Offensive Rebound.,52,67
10:25,2439,Shakur Juiston made Layup.,52,69
9:57,331,Luka Vulikic missed Jumper.,52,69
9:57,2439,Shakur Juiston Defensive Rebound.,52,69
9:50,2439,Jovan Mooring missed Jumper.,52,69
9:50,331,Mason Peatling Defensive Rebound.,52,69
9:38,331,Bogdan Bliznyuk missed Layup.,52,69
9:38,2439,Tervell Beck Defensive Rebound.,52,69
9:10,2439,Tervell Beck made Layup. Assisted by Jovan Mooring.,52,71
9:10,331,Foul on Ty Gibson.,52,71
9:10,2439,Tervell Beck made Free Throw.,52,72
9:03,331,Bogdan Bliznyuk missed Three Point Jumper.,52,72
9:03,2439,Kris Clyburn Defensive Rebound.,52,72
8:53,2439,Brandon McCoy Turnover.,52,72
8:53,2439,Foul on Brandon McCoy.,52,72
8:39,331,Sir Washington made Jumper.,54,72
8:39,2439,Foul on Amauri Hardy.,54,72
8:39,331,Sir Washington made Free Throw.,55,72
8:30,331,Foul on Sir Washington.,55,72
8:30,2439,Brandon McCoy missed Free Throw.,55,72
8:30,2439,UNLV Deadball Team Rebound.,55,72
8:30,2439,Brandon McCoy made Free Throw.,55,73
8:22,331,Jacob Davison missed Layup.,55,73
8:22,331,Mason Peatling Offensive Rebound.,55,73
8:16,331,Mason Peatling missed Two Point Tip Shot.,55,73
8:16,2439,Kris Clyburn Defensive Rebound.,55,73
8:13,331,Foul on Jacob Davison.,55,73
8:13,2439,Kris Clyburn made Free Throw.,55,74
8:13,2439,Kris Clyburn missed Free Throw.,55,74
8:13,331,Richard Polanco Defensive Rebound.,55,74
8:06,331,Jacob Davison made Layup. Assisted by Jack Perry.,57,74
7:40,2439,Tervell Beck missed Jumper.,57,74
7:40,2439,Tervell Beck Offensive Rebound.,57,74
7:38,331,Foul on Richard Polanco.,57,74
7:38,2439,Official TV Timeout,57,74
7:38,2439,Tervell Beck made Free Throw.,57,75
7:38,2439,Tervell Beck made Free Throw.,57,76
7:26,331,Richard Polanco missed Layup.,57,76
7:26,331,Mason Peatling Offensive Rebound.,57,76
7:23,331,Mason Peatling made Layup.,59,76
7:04,2439,Tervell Beck Turnover.,59,76
7:04,2439,Foul on Tervell Beck.,59,76
6:50,331,Richard Polanco missed Three Point Jumper.,59,76
6:50,2439,Amauri Hardy Defensive Rebound.,59,76
6:40,331,Foul on Mason Peatling.,59,76
6:40,2439,Brandon McCoy missed Free Throw.,59,76
6:40,331,Mason Peatling Defensive Rebound.,59,76
6:31,331,Sir Washington missed Layup.,59,76
6:31,2439,Brandon McCoy Defensive Rebound.,59,76
6:10,2439,Brandon McCoy Turnover.,59,76
6:09,331,Jacob Davison Steal.,59,76
6:07,331,Jacob Davison missed Layup.,59,76
6:07,2439,Kris Clyburn Block.,59,76
6:06,331,Sir Washington Offensive Rebound.,59,76
6:03,2439,Foul on Jovan Mooring.,59,76
6:03,331,Sir Washington made Free Throw.,60,76
6:03,331,Sir Washington made Free Throw.,61,76
5:55,2439,Brandon McCoy missed Layup.,61,76
5:55,331,Mason Peatling Block.,61,76
5:54,2439,Brandon McCoy Offensive Rebound.,61,76
5:52,331,Foul on Mason Peatling.,61,76
5:52,2439,Brandon McCoy made Free Throw.,61,77
5:52,2439,Brandon McCoy made Free Throw.,61,78
5:37,331,Mason Peatling missed Jumper.,61,78
5:37,2439,Shakur Juiston Defensive Rebound.,61,78
5:21,2439,Shakur Juiston made Layup.,61,80
5:08,331,Jack Perry missed Jumper.,61,80
5:08,2439,Shakur Juiston Defensive Rebound.,61,80
4:52,2439,Jovan Mooring made Jumper.,61,82
4:37,331,Sir Washington missed Jumper.,61,82
4:37,2439,Shakur Juiston Defensive Rebound.,61,82
4:27,2439,Jovan Mooring made Three Point Jumper. Assisted by Jordan Johnson.,61,85
4:06,2439,Foul on Jordan Johnson.,61,85
4:06,331,Mason Peatling made Free Throw.,62,85
4:06,331,Mason Peatling missed Free Throw.,62,85
4:06,2439,Shakur Juiston Defensive Rebound.,62,85
3:55,2439,Shakur Juiston made Layup. Assisted by Jovan Mooring.,62,87
3:30,331,Bogdan Bliznyuk made Jumper.,64,87
3:16,331,Foul on Sir Washington.,64,87
3:16,2439,Official TV Timeout,64,87
3:16,2439,Amauri Hardy missed Free Throw.,64,87
3:16,331,Jesse Hunt Defensive Rebound.,64,87
3:02,331,Sir Washington missed Three Point Jumper.,64,87
3:02,331,Eastern Washington Offensive Rebound.,64,87
2:55,331,Richard Polanco Turnover.,64,87
2:55,331,Foul on Richard Polanco.,64,87
2:45,2439,Jovan Mooring made Layup.,64,89
2:33,2439,Foul on Jovan Mooring.,64,89
2:33,331,Jacob Davison made Free Throw.,65,89
2:33,331,Jacob Davison made Free Throw.,66,89
2:19,331,Foul on Mason Peatling.,66,89
2:19,2439,Jay Green missed Free Throw.,66,89
2:19,2439,UNLV Deadball Team Rebound.,66,89
2:19,2439,Jay Green made Free Throw.,66,90
2:05,331,Jacob Davison missed Layup.,66,90
2:05,2439,Cheikh Mbacke Diong Defensive Rebound.,66,90
1:50,2439,Cheikh Mbacke Diong Turnover.,66,90
1:50,2439,Foul on Cheikh Mbacke Diong.,66,90
1:40,2439,Foul on Jay Green.,66,90
1:40,331,Jacob Davison missed Free Throw.,66,90
1:40,331,Eastern Washington Deadball Team Rebound.,66,90
1:40,331,Jacob Davison made Free Throw.,67,90
1:31,2439,Cheikh Mbacke Diong missed Dunk.,67,90
1:31,331,Cody Benzel Defensive Rebound.,67,90
1:22,331,Grant Gibb made Three Point Jumper. Assisted by Cody Benzel.,70,90
0:53,331,Foul on Jacob Davison.,70,90
0:53,2439,Cheickna Dembele made Free Throw.,70,91
0:53,2439,Cheickna Dembele missed Free Throw.,70,91
0:53,2439,Cheikh Mbacke Diong Offensive Rebound.,70,91
0:51,2439,Cheikh Mbacke Diong missed Two Point Tip Shot.,70,91
0:51,331,Mason Peatling Defensive Rebound.,70,91
0:51,2439,Foul on Cheikh Mbacke Diong.,70,91
0:51,331,Mason Peatling made Free Throw.,71,91
0:51,331,Mason Peatling made Free Throw.,72,91
0:35,2439,Cheickna Dembele missed Layup.,72,91
0:35,2439,Cheickna Dembele Offensive Rebound.,72,91
0:33,2439,Cheickna Dembele missed Jumper.,72,91
0:33,2439,Cheickna Dembele Offensive Rebound.,72,91
0:31,331,Foul on Mason Peatling.,72,91
0:31,2439,Cheickna Dembele missed Free Throw.,72,91
0:31,2439,UNLV Deadball Team Rebound.,72,91
0:31,2439,Cheickna Dembele missed Free Throw.,72,91
0:31,331,Grant Gibb Defensive Rebound.,72,91
0:18,331,Jacob Davison missed Layup.,72,91
0:18,331,Jacob Davison Offensive Rebound.,72,91
0:16,331,Jacob Davison made Jumper.,74,91
0:08,2439,Amauri Hardy missed Layup.,74,91
0:08,331,Jacob Davison Defensive Rebound.,74,91
0:06,2439,Foul on Jay Green.,74,91
0:06,331,Jacob Davison made Free Throw.,75,91
0:06,331,Jacob Davison made Free Throw.,76,91
0:00,2439,End of Game,76,91
