Illinois State,68,Boise State,2287
3:58,68,Alex Hobbs made Free Throw.,18,38
3:41,68,Foul on Zach Haney.,18,38
3:41,2287,Phil Fayne missed Free Throw.,18,38
3:41,2287,Illinois State Deadball Team Rebound.,18,38
3:41,2287,Phil Fayne made Free Throw.,19,38
3:21,68,Alex Hobbs Turnover.,19,38
3:09,2287,Isaac Gassman missed Jumper.,19,38
3:09,68,David Wacker Defensive Rebound.,19,38
3:01,68,Alex Hobbs missed Layup.,19,38
3:01,68,Alex Hobbs Offensive Rebound.,19,38
3:00,68,Alex Hobbs made Layup.,19,40
3:00,2287,Foul on Isaac Gassman.,19,40
3:00,68,Alex Hobbs made Free Throw.,19,41
2:49,2287,Phil Fayne missed Jumper.,19,41
2:49,2287,Illinois State Offensive Rebound.,19,41
2:32,2287,Madison Williams missed Jumper.,19,41
2:32,68,Lexus Williams Defensive Rebound.,19,41
2:22,2287,Foul on Luke Litwiller.,19,41
2:22,68,David Wacker missed Free Throw.,19,41
2:22,68,Boise State Deadball Team Rebound.,19,41
2:22,68,David Wacker made Free Throw.,19,42
2:08,2287,Keyshawn Evans Turnover.,19,42
2:08,68,Lexus Williams Steal.,19,42
2:04,68,Lexus Williams missed Layup.,19,42
2:04,2287,William Tinsley Block.,19,42
2:04,68,Chandler Hutchison Offensive Rebound.,19,42
2:04,2287,Foul on Phil Fayne.,19,42
2:04,68,Chandler Hutchison made Free Throw.,19,43
2:04,68,Chandler Hutchison made Free Throw.,19,44
1:40,2287,Madison Williams missed Three Point Jumper.,19,44
1:40,68,Alex Hobbs Defensive Rebound.,19,44
1:30,68,Chandler Hutchison Turnover.,19,44
1:30,2287,Madison Williams Steal.,19,44
1:24,2287,Madison Williams made Three Point Jumper. Assisted by Jerron Martin.,22,44
1:14,68,Boise State  Timeout,22,44
0:55,68,Foul on Lexus Williams.,22,44
0:55,68,Lexus Williams Turnover.,22,44
0:46,2287,Madison Williams missed Three Point Jumper.,22,44
0:46,68,Alex Hobbs Defensive Rebound.,22,44
0:33,68,David Wacker made Dunk. Assisted by Alex Hobbs.,22,46
0:13,2287,Madison Williams Turnover.,22,46
0:13,68,Lexus Williams Steal.,22,46
0:00,68,End of 1st half,22,46
20:00,68,Jump Ball won by Boise State,22,46
19:51,68,Chandler Hutchison Turnover.,22,46
19:51,2287,Taylor Bruninga Steal.,22,46
19:38,2287,Madison Williams missed Jumper.,22,46
19:38,68,Alex Hobbs Defensive Rebound.,22,46
19:30,68,Christian Sengfelder missed Three Point Jumper.,22,46
19:30,2287,Illinois State Defensive Rebound.,22,46
19:16,2287,Phil Fayne made Jumper.,24,46
18:55,68,Alex Hobbs made Three Point Jumper. Assisted by Chandler Hutchison.,24,49
18:46,2287,Foul on Isaac Gassman.,24,49
18:46,2287,Isaac Gassman Turnover.,24,49
18:39,68,Alex Hobbs Turnover.,24,49
18:22,2287,Taylor Bruninga missed Three Point Jumper.,24,49
18:22,68,Chandler Hutchison Defensive Rebound.,24,49
18:12,68,Christian Sengfelder missed Three Point Jumper.,24,49
18:12,2287,Matt Hein Defensive Rebound.,24,49
17:59,2287,Phil Fayne missed Layup.,24,49
17:59,2287,Phil Fayne Offensive Rebound.,24,49
17:54,2287,Phil Fayne made Layup.,26,49
17:40,68,Zach Haney made Layup. Assisted by Chandler Hutchison.,26,51
17:16,2287,Keyshawn Evans missed Jumper.,26,51
17:16,68,Chandler Hutchison Defensive Rebound.,26,51
16:57,68,Foul on Zach Haney.,26,51
16:57,68,Zach Haney Turnover.,26,51
16:49,2287,Madison Williams missed Three Point Jumper.,26,51
16:49,68,Christian Sengfelder Defensive Rebound.,26,51
16:34,68,Alex Hobbs made Layup.,26,53
16:18,2287,Madison Williams made Jumper.,28,53
16:02,68,Alex Hobbs missed Three Point Jumper.,28,53
16:02,2287,Keyshawn Evans Defensive Rebound.,28,53
15:50,2287,Keyshawn Evans made Layup.,30,53
15:30,68,Christian Sengfelder Turnover.,30,53
15:30,2287,Keyshawn Evans Steal.,30,53
15:24,2287,Keyshawn Evans made Layup.,32,53
15:07,68,Alex Hobbs missed Jumper.,32,53
15:07,68,Boise State Offensive Rebound.,32,53
14:57,68,Official TV Timeout,32,53
14:51,68,Chandler Hutchison Turnover.,32,53
14:51,2287,Matt Hein Steal.,32,53
14:47,2287,Matt Hein Turnover.,32,53
14:47,68,Justinian Jessup Steal.,32,53
14:43,68,Justinian Jessup missed Three Point Jumper.,32,53
14:43,68,Christian Sengfelder Offensive Rebound.,32,53
14:38,68,Christian Sengfelder missed Layup.,32,53
14:38,2287,Illinois State Defensive Rebound.,32,53
14:28,68,Foul on Robin Jorch.,32,53
14:23,2287,Keyshawn Evans missed Three Point Jumper.,32,53
14:23,68,Chandler Hutchison Defensive Rebound.,32,53
14:10,68,Marcus Dickinson made Three Point Jumper.,32,56
13:56,2287,Matt Hein missed Three Point Jumper.,32,56
13:56,68,Chandler Hutchison Defensive Rebound.,32,56
13:39,2287,Foul on Matt Hein.,32,56
13:39,68,Marcus Dickinson Turnover.,32,56
13:39,2287,Milik Yarbrough Steal.,32,56
13:34,2287,Milik Yarbrough missed Layup.,32,56
13:34,68,Alex Hobbs Defensive Rebound.,32,56
13:27,68,Chandler Hutchison missed Layup.,32,56
13:27,68,Alex Hobbs Offensive Rebound.,32,56
13:21,68,Chandler Hutchison missed Three Point Jumper.,32,56
13:21,68,Justinian Jessup Offensive Rebound.,32,56
12:53,68,Justinian Jessup made Jumper.,32,58
12:37,2287,Taylor Bruninga missed Jumper.,32,58
12:37,68,Marcus Dickinson Defensive Rebound.,32,58
12:29,68,Foul on Chandler Hutchison.,32,58
12:29,68,Chandler Hutchison Turnover.,32,58
12:17,2287,William Tinsley missed Three Point Jumper.,32,58
12:17,68,Justinian Jessup Defensive Rebound.,32,58
12:01,68,Alex Hobbs missed Jumper.,32,58
12:01,2287,William Tinsley Block.,32,58
12:01,2287,Keyshawn Evans Defensive Rebound.,32,58
11:51,2287,Taylor Bruninga made Three Point Jumper. Assisted by Keyshawn Evans.,35,58
11:31,2287,Foul on William Tinsley.,35,58
11:31,68,Official TV Timeout,35,58
11:16,68,Justinian Jessup made Three Point Jumper. Assisted by Alex Hobbs.,35,61
11:02,2287,Milik Yarbrough made Layup.,37,61
11:02,68,Foul on Christian Sengfelder.,37,61
11:02,2287,Milik Yarbrough made Free Throw.,38,61
10:51,68,Christian Sengfelder missed Jumper.,38,61
10:51,2287,Phil Fayne Defensive Rebound.,38,61
10:45,2287,Keyshawn Evans Turnover.,38,61
10:45,68,Justinian Jessup Steal.,38,61
10:38,2287,Foul on Keyshawn Evans.,38,61
10:19,68,Chandler Hutchison missed Layup.,38,61
10:19,2287,Illinois State Defensive Rebound.,38,61
10:05,2287,Milik Yarbrough missed Jumper.,38,61
10:05,68,Chandler Hutchison Defensive Rebound.,38,61
9:55,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,38,64
9:38,2287,Taylor Bruninga missed Three Point Jumper.,38,64
9:38,68,Justinian Jessup Defensive Rebound.,38,64
9:17,68,Alex Hobbs Turnover.,38,64
9:17,2287,Phil Fayne Steal.,38,64
9:17,2287,Jump Ball won by Illinois State,38,64
9:06,2287,Taylor Bruninga missed Three Point Jumper.,38,64
9:06,68,Chandler Hutchison Defensive Rebound.,38,64
8:55,68,Chandler Hutchison Turnover.,38,64
8:55,2287,Milik Yarbrough Steal.,38,64
8:51,68,Foul on Zach Haney.,38,64
8:51,2287,Milik Yarbrough made Free Throw.,39,64
8:51,2287,Milik Yarbrough made Free Throw.,40,64
8:36,2287,Foul on Madison Williams.,40,64
8:36,68,David Wacker made Free Throw.,40,65
8:36,68,David Wacker made Free Throw.,40,66
8:29,2287,Taylor Bruninga missed Three Point Jumper.,40,66
8:29,68,Chandler Hutchison Defensive Rebound.,40,66
8:11,68,Chandler Hutchison missed Jumper.,40,66
8:11,2287,Phil Fayne Block.,40,66
8:11,68,Chandler Hutchison Offensive Rebound.,40,66
8:11,68,Jump Ball won by Boise State,40,66
7:59,68,Lexus Williams made Three Point Jumper. Assisted by David Wacker.,40,69
7:45,2287,Phil Fayne made Dunk. Assisted by Milik Yarbrough.,42,69
7:19,2287,Foul on Milik Yarbrough.,42,69
7:19,68,Official TV Timeout,42,69
7:12,68,Chandler Hutchison made Layup.,42,71
7:12,2287,Foul on Phil Fayne.,42,71
7:12,68,Chandler Hutchison made Free Throw.,42,72
6:59,2287,Keyshawn Evans Turnover.,42,72
6:59,68,Marcus Dickinson Steal.,42,72
6:54,2287,Foul on Isaac Gassman.,42,72
6:54,68,Chandler Hutchison made Free Throw.,42,73
6:54,68,Chandler Hutchison made Free Throw.,42,74
6:37,2287,Matt Hein Turnover.,42,74
6:23,68,Lexus Williams missed Three Point Jumper.,42,74
6:23,68,Cam Christon Offensive Rebound.,42,74
6:21,2287,Foul on Matt Hein.,42,74
6:21,68,Cam Christon made Free Throw.,42,75
6:21,68,Cam Christon missed Free Throw.,42,75
6:21,68,David Wacker Offensive Rebound.,42,75
6:06,68,David Wacker Turnover.,42,75
5:49,68,Foul on David Wacker.,42,75
5:49,2287,Madison Williams made Free Throw.,43,75
5:49,2287,Madison Williams missed Free Throw.,43,75
5:49,2287,Illinois State Offensive Rebound.,43,75
5:42,2287,Phil Fayne made Layup. Assisted by Keyshawn Evans.,45,75
5:16,68,Malek Harwell missed Layup.,45,75
5:16,68,Boise State Offensive Rebound.,45,75
5:15,2287,Foul on Luke Litwiller.,45,75
5:15,68,David Wacker made Free Throw.,45,76
5:15,68,David Wacker made Free Throw.,45,77
5:03,2287,Madison Williams made Three Point Jumper. Assisted by Keyshawn Evans.,48,77
4:39,68,Malek Harwell Turnover.,48,77
4:39,2287,Madison Williams Steal.,48,77
4:28,2287,Keyshawn Evans made Three Point Jumper. Assisted by Phil Fayne.,51,77
4:14,68,Cam Christon missed Three Point Jumper.,51,77
4:14,2287,Keyshawn Evans Defensive Rebound.,51,77
3:55,2287,Keyshawn Evans made Jumper.,53,77
3:38,68,David Wacker missed Layup.,53,77
3:38,2287,Madison Williams Block.,53,77
3:38,2287,Keyshawn Evans Defensive Rebound.,53,77
3:30,2287,Madison Williams made Three Point Jumper. Assisted by Keyshawn Evans.,56,77
3:09,68,Malek Harwell missed Three Point Jumper.,56,77
3:09,68,David Wacker Offensive Rebound.,56,77
2:51,68,Malek Harwell missed Three Point Jumper.,56,77
2:51,2287,Madison Williams Defensive Rebound.,56,77
2:43,2287,Keyshawn Evans made Three Point Jumper. Assisted by Madison Williams.,59,77
2:26,68,Lexus Williams Turnover.,59,77
2:26,2287,Matt Hein Steal.,59,77
2:20,2287,Keyshawn Evans made Three Point Jumper. Assisted by Matt Hein.,62,77
1:54,68,Official TV Timeout,62,77
1:54,2287,Foul on William Tinsley.,62,77
1:54,68,Marcus Dickinson made Free Throw.,62,78
1:54,68,Marcus Dickinson made Free Throw.,62,79
1:46,2287,Taylor Bruninga Turnover.,62,79
1:18,68,Marcus Dickinson missed Three Point Jumper.,62,79
1:18,68,Boise State Offensive Rebound.,62,79
1:18,68,Boise State  Turnover.,62,79
0:57,2287,Taylor Bruninga made Layup. Assisted by Luke Litwiller.,64,79
0:36,68,Lexus Williams made Three Point Jumper. Assisted by Marcus Dickinson.,64,82
0:24,2287,William Tinsley missed Three Point Jumper.,64,82
0:24,68,Marcus Dickinson Defensive Rebound.,64,82
0:00,68,End of Game,64,82
