DePaul,356,Illinois,305
18:01,305,Max Strus made Free Throw.,35,44
18:01,305,Max Strus made Free Throw.,36,44
17:56,305,Foul on Jaylen Butz.,36,44
17:55,305,Foul on Jaylen Butz.,36,44
17:40,356,Mark Smith made Three Point Jumper. Assisted by Leron Black.,36,47
17:34,305,Brandon Cyrus made Layup. Assisted by Justin Roberts.,38,47
17:25,356,Foul on Leron Black.,38,47
17:25,356,Leron Black Turnover.,38,47
17:15,305,Max Strus missed Three Point Jumper.,38,47
17:15,305,Marin Maric Offensive Rebound.,38,47
17:12,305,Marin Maric missed Jumper.,38,47
17:12,356,Michael Finke Defensive Rebound.,38,47
17:03,356,Da'Monte Williams missed Jumper.,38,47
17:03,305,Justin Roberts Defensive Rebound.,38,47
16:57,356,Foul on Mark Smith.,38,47
16:50,305,Marin Maric missed Jumper.,38,47
16:50,305,DePaul Deadball Team Rebound.,38,47
16:49,356,Foul on Mark Smith.,38,47
16:49,356,Foul on Kipper Nichols.,38,47
16:46,305,Max Strus missed Jumper.,38,47
16:46,305,Brandon Cyrus Offensive Rebound.,38,47
16:43,356,Foul on Trent Frazier.,38,47
16:43,305,Brandon Cyrus made Free Throw.,39,47
16:43,305,Brandon Cyrus made Free Throw.,40,47
16:30,356,Kipper Nichols missed Three Point Jumper.,40,47
16:30,356,Aaron Jordan Offensive Rebound.,40,47
16:17,356,Foul on Michael Finke.,40,47
16:17,356,Michael Finke Turnover.,40,47
16:04,305,Marin Maric missed Layup.,40,47
16:04,305,Tre'Darius McCallum Offensive Rebound.,40,47
16:01,305,Tre'Darius McCallum missed Two Point Tip Shot.,40,47
16:01,356,Da'Monte Williams Defensive Rebound.,40,47
15:51,356,Michael Finke missed Three Point Jumper.,40,47
15:51,305,Max Strus Defensive Rebound.,40,47
15:40,356,Foul on Aaron Jordan.,40,47
15:40,356,Official TV Timeout,40,47
15:40,305,Brandon Cyrus made Free Throw.,41,47
15:40,305,Brandon Cyrus missed Free Throw.,41,47
15:40,356,Mark Alstork Defensive Rebound.,41,47
15:19,356,Da'Monte Williams missed Jumper.,41,47
15:19,305,Marin Maric Block.,41,47
15:15,356,Da'Monte Williams Offensive Rebound.,41,47
15:13,356,Da'Monte Williams made Layup.,41,49
14:58,305,Eli Cain missed Jumper.,41,49
14:58,356,Aaron Jordan Defensive Rebound.,41,49
14:52,356,Da'Monte Williams Turnover.,41,49
14:35,305,Justin Roberts made Jumper.,43,49
14:20,356,Trent Frazier Turnover.,43,49
14:20,305,Brandon Cyrus Steal.,43,49
14:20,356,Foul on Mark Alstork.,43,49
14:20,305,Brandon Cyrus made Free Throw.,44,49
14:20,305,Brandon Cyrus made Free Throw.,45,49
14:01,356,Te'Jon Lucas Turnover.,45,49
13:59,305,Justin Roberts Steal.,45,49
13:58,305,Justin Roberts made Layup.,47,49
13:50,356,Illinois  Timeout,47,49
13:26,356,Kipper Nichols missed Jumper.,47,49
13:26,305,Justin Roberts Block.,47,49
13:26,356,Illinois Offensive Rebound.,47,49
13:24,356,Kipper Nichols missed Jumper.,47,49
13:24,356,Mark Alstork Offensive Rebound.,47,49
13:15,305,Foul on Justin Roberts.,47,49
13:07,356,Te'Jon Lucas made Layup. Assisted by Mark Alstork.,47,51
12:49,305,Eli Cain missed Layup.,47,51
12:49,356,Illinois Deadball Team Rebound.,47,51
12:48,305,Foul on Marin Maric.,47,51
12:37,356,Kipper Nichols made Jumper. Assisted by Michael Finke.,47,53
12:36,305,Justin Roberts missed Jumper.,47,53
12:36,356,Mark Alstork Block.,47,53
12:35,305,DePaul Offensive Rebound.,47,53
12:23,305,Eli Cain made Layup. Assisted by Justin Roberts.,49,53
12:07,356,Kipper Nichols made Jumper. Assisted by Michael Finke.,49,55
12:07,305,Foul on Tre'Darius McCallum.,49,55
12:07,356,Kipper Nichols made Free Throw.,49,56
11:46,305,Jaylen Butz Turnover.,49,56
11:45,356,Mark Alstork Steal.,49,56
11:42,356,Kipper Nichols made Dunk. Assisted by Mark Alstork.,49,58
11:33,305,DePaul  Timeout,49,58
11:16,356,Foul on Greg Eboigbodin.,49,58
11:16,305,Justin Roberts made Free Throw.,50,58
11:16,305,Justin Roberts made Free Throw.,51,58
10:54,356,Te'Jon Lucas missed Jumper.,51,58
10:54,356,Te'Jon Lucas Offensive Rebound.,51,58
10:52,305,Foul on Eli Cain.,51,58
10:52,356,Te'Jon Lucas made Free Throw.,51,59
10:52,356,Te'Jon Lucas missed Free Throw.,51,59
10:52,305,Jaylen Butz Defensive Rebound.,51,59
10:33,305,Eli Cain missed Jumper.,51,59
10:33,356,Kipper Nichols Defensive Rebound.,51,59
10:15,356,Michael Finke missed Jumper.,51,59
10:15,305,Justin Roberts Defensive Rebound.,51,59
10:07,305,Tre'Darius McCallum Turnover.,51,59
9:51,356,Foul on Mark Alstork.,51,59
9:51,356,Mark Alstork Turnover.,51,59
9:37,305,Max Strus made Three Point Jumper.,54,59
9:19,356,Leron Black missed Jumper.,54,59
9:19,305,Max Strus Defensive Rebound.,54,59
9:07,305,Tre'Darius McCallum missed Three Point Jumper.,54,59
9:07,356,Illinois Deadball Team Rebound.,54,59
9:04,305,Foul on Jaylen Butz.,54,59
9:04,356,Michael Finke made Free Throw.,54,60
9:04,356,Michael Finke made Free Throw.,54,61
8:54,305,Justin Roberts made Three Point Jumper. Assisted by Tre'Darius McCallum.,57,61
8:36,356,Da'Monte Williams Turnover.,57,61
8:28,305,Justin Roberts missed Layup.,57,61
8:28,356,Michael Finke Block.,57,61
8:25,356,Aaron Jordan Defensive Rebound.,57,61
8:15,305,Foul on Tre'Darius McCallum.,57,61
8:15,356,Da'Monte Williams made Free Throw.,57,62
8:15,356,Da'Monte Williams made Free Throw.,57,63
8:00,356,Foul on Aaron Jordan.,57,63
8:00,356,Official TV Timeout,57,63
8:00,305,Max Strus made Free Throw.,58,63
8:00,305,Max Strus missed Free Throw.,58,63
8:00,305,DePaul Deadball Team Rebound.,58,63
8:00,305,Max Strus made Free Throw.,59,63
7:46,356,Aaron Jordan missed Three Point Jumper.,59,63
7:46,356,Da'Monte Williams Offensive Rebound.,59,63
7:43,305,Foul on Justin Roberts.,59,63
7:43,356,Da'Monte Williams missed Free Throw.,59,63
7:43,356,Illinois Deadball Team Rebound.,59,63
7:43,356,Da'Monte Williams made Free Throw.,59,64
7:33,356,Foul on Kipper Nichols.,59,64
7:33,305,Eli Cain made Free Throw.,60,64
7:33,305,Eli Cain made Free Throw.,61,64
7:15,356,Mark Smith missed Three Point Jumper.,61,64
7:15,356,Da'Monte Williams Offensive Rebound.,61,64
7:09,356,Da'Monte Williams made Layup.,61,66
6:53,305,Justin Roberts missed Jumper.,61,66
6:53,305,Max Strus Offensive Rebound.,61,66
6:51,356,Foul on Da'Monte Williams.,61,66
6:51,305,Max Strus made Free Throw.,62,66
6:51,305,Max Strus made Free Throw.,63,66
6:37,356,Foul on Mark Smith.,63,66
6:37,356,Mark Smith Turnover.,63,66
6:26,305,Marin Maric Turnover.,63,66
6:14,356,Da'Monte Williams missed Three Point Jumper.,63,66
6:14,356,Aaron Jordan Offensive Rebound.,63,66
6:10,305,Foul on Marin Maric.,63,66
6:10,356,Da'Monte Williams made Free Throw.,63,67
6:10,356,Da'Monte Williams missed Free Throw.,63,67
6:10,356,Da'Monte Williams Offensive Rebound.,63,67
5:51,356,Leron Black made Jumper. Assisted by Da'Monte Williams.,63,69
5:42,305,Justin Roberts missed Jumper.,63,69
5:42,356,Kipper Nichols Defensive Rebound.,63,69
5:27,356,Te'Jon Lucas missed Three Point Jumper.,63,69
5:27,305,Max Strus Defensive Rebound.,63,69
5:11,356,Foul on Kipper Nichols.,63,69
5:11,305,Eli Cain missed Free Throw.,63,69
5:11,305,DePaul Deadball Team Rebound.,63,69
5:11,305,Eli Cain made Free Throw.,64,69
4:53,356,Aaron Jordan made Three Point Jumper. Assisted by Leron Black.,64,72
4:29,305,Eli Cain Turnover.,64,72
4:28,356,Te'Jon Lucas Steal.,64,72
4:25,305,Foul on Justin Roberts.,64,72
4:25,356,Te'Jon Lucas made Free Throw.,64,73
4:25,356,Te'Jon Lucas missed Free Throw.,64,73
4:25,305,Eli Cain Defensive Rebound.,64,73
4:03,305,Eli Cain missed Three Point Jumper.,64,73
4:03,356,Aaron Jordan Defensive Rebound.,64,73
3:54,356,Michael Finke made Layup. Assisted by Te'Jon Lucas.,64,75
3:47,305,DePaul  Timeout,64,75
3:37,305,Justin Roberts made Three Point Jumper. Assisted by Eli Cain.,67,75
3:19,356,Foul on Leron Black.,67,75
3:19,356,Leron Black Turnover.,67,75
2:54,305,Jaylen Butz made Layup.,69,75
2:42,356,Michael Finke missed Three Point Jumper.,69,75
2:42,305,Justin Roberts Defensive Rebound.,69,75
2:27,305,Foul on Eli Cain.,69,75
2:27,305,Eli Cain Turnover.,69,75
2:16,356,Te'Jon Lucas made Layup. Assisted by Leron Black.,69,77
1:59,305,Justin Roberts missed Three Point Jumper.,69,77
1:59,305,Tre'Darius McCallum Offensive Rebound.,69,77
1:51,305,Brandon Cyrus missed Three Point Jumper.,69,77
1:51,305,DePaul Deadball Team Rebound.,69,77
1:48,356,Foul on Leron Black.,69,77
1:48,305,Jaylen Butz missed Free Throw.,69,77
1:48,305,DePaul Deadball Team Rebound.,69,77
1:48,305,Jaylen Butz made Free Throw.,70,77
1:39,305,Foul on Jaylen Butz.,70,77
1:39,356,Mark Smith made Free Throw.,70,78
1:39,356,Mark Smith made Free Throw.,70,79
1:21,305,Brandon Cyrus missed Three Point Jumper.,70,79
1:21,305,Max Strus Offensive Rebound.,70,79
1:13,305,Eli Cain missed Jumper.,70,79
1:13,356,Mark Smith Defensive Rebound.,70,79
0:54,305,Foul on Max Strus.,70,79
0:54,356,Mark Smith made Free Throw.,70,80
0:54,356,Mark Smith made Free Throw.,70,81
0:47,305,Tre'Darius McCallum Turnover.,70,81
0:47,356,Kipper Nichols Steal.,70,81
0:47,305,Foul on Max Strus.,70,81
0:47,356,Kipper Nichols made Free Throw.,70,82
0:47,356,Kipper Nichols missed Free Throw.,70,82
0:47,305,Tre'Darius McCallum Defensive Rebound.,70,82
0:36,305,Max Strus made Three Point Jumper. Assisted by Justin Roberts.,73,82
0:05,356,Aaron Jordan missed Three Point Jumper.,73,82
0:05,305,Tre'Darius McCallum Defensive Rebound.,73,82
0:00,356,End of Game,73,82
