Fairfield,103,Boston College,2217
8:41,103,Ky Bowman Offensive Rebound.,25,17
8:38,103,Nik Popovic made Layup. Assisted by Ky Bowman.,25,19
8:25,2217,Jonathan Kasibabu Turnover.,25,19
8:20,103,Connar Tava Turnover.,25,19
8:18,2217,Tyler Nelson Steal.,25,19
8:11,2217,Jerry Johnson Jr. missed Jumper.,25,19
8:11,103,Nik Popovic Defensive Rebound.,25,19
7:57,2217,Foul on Jonathan Kasibabu.,25,19
7:57,103,Official TV Timeout,25,19
7:53,103,Ky Bowman made Free Throw.,25,20
7:53,103,Ky Bowman made Free Throw.,25,21
7:48,2217,Jerome Segura Turnover.,25,21
7:47,103,Ky Bowman Steal.,25,21
7:44,103,Ky Bowman made Layup.,25,23
7:29,2217,Tyler Nelson Turnover.,25,23
7:28,103,Ky Bowman Steal.,25,23
7:25,103,Ky Bowman made Layup. Assisted by Garland Owens.,25,25
7:10,2217,Jerome Segura made Layup. Assisted by Jonathan Kasibabu.,27,25
6:56,103,Garland Owens made Jumper. Assisted by Ky Bowman.,27,27
6:29,103,Foul on Garland Owens.,27,27
6:27,2217,Jerry Johnson Jr. made Three Point Jumper. Assisted by Jerome Segura.,30,27
6:16,103,Jerome Robinson missed Layup.,30,27
6:16,2217,Jonathan Kasibabu Defensive Rebound.,30,27
6:10,103,Foul on Jerome Robinson.,30,27
6:10,2217,Tyler Nelson made Free Throw.,31,27
6:10,2217,Tyler Nelson made Free Throw.,32,27
6:02,103,Garland Owens Turnover.,32,27
5:48,103,Foul on Nik Popovic.,32,27
5:48,2217,Jonathan Kasibabu missed Free Throw.,32,27
5:48,2217,Fairfield Deadball Team Rebound.,32,27
5:48,2217,Jonathan Kasibabu made Free Throw.,33,27
5:41,103,Garland Owens missed Layup.,33,27
5:41,103,Connar Tava Offensive Rebound.,33,27
5:38,103,Connar Tava made Layup.,33,29
5:30,103,Foul on Garland Owens.,33,29
5:30,2217,Tyler Nelson missed Free Throw.,33,29
5:30,103,Garland Owens Defensive Rebound.,33,29
5:15,2217,Foul on Curtis Cobb.,33,29
5:15,103,Jerome Robinson made Free Throw.,33,30
5:15,103,Jerome Robinson missed Free Throw.,33,30
5:15,2217,Jerome Segura Defensive Rebound.,33,30
5:09,2217,Jerome Segura missed Layup.,33,30
5:09,103,Ky Bowman Block.,33,30
5:08,103,Ky Bowman Defensive Rebound.,33,30
5:04,103,Ky Bowman missed Layup.,33,30
5:04,2217,Jonathan Kasibabu Defensive Rebound.,33,30
4:52,2217,Curtis Cobb made Layup.,35,30
4:45,103,Boston College  Timeout,35,30
4:31,103,Connar Tava missed Layup.,35,30
4:31,2217,Tyler Nelson Defensive Rebound.,35,30
4:09,2217,Jerry Johnson Jr. made Three Point Jumper. Assisted by Jerome Segura.,38,30
3:57,103,Jordan Chatman Turnover.,38,30
3:57,103,Official TV Timeout,38,30
3:40,2217,Jonathan Kasibabu made Layup. Assisted by Curtis Cobb.,40,30
3:40,103,Foul on Jerome Robinson.,40,30
3:40,2217,Jonathan Kasibabu made Free Throw.,41,30
3:24,103,Connar Tava Turnover.,41,30
3:23,2217,Jerome Segura Steal.,41,30
3:10,2217,Jerry Johnson Jr. missed Three Point Jumper.,41,30
3:10,103,Ky Bowman Defensive Rebound.,41,30
3:04,103,Ky Bowman missed Jumper.,41,30
3:04,2217,Jonathan Kasibabu Defensive Rebound.,41,30
2:39,103,Foul on Mo Jeffers.,41,30
2:39,2217,Tyler Nelson made Free Throw.,42,30
2:39,2217,Tyler Nelson made Free Throw.,43,30
2:14,103,Jerome Robinson missed Three Point Jumper.,43,30
2:14,2217,Jerome Segura Defensive Rebound.,43,30
2:00,2217,Jonathan Kasibabu made Layup.,45,30
1:54,103,Boston College  Timeout,45,30
1:48,2217,Foul on Jerome Segura.,45,30
1:48,103,Ky Bowman made Free Throw.,45,31
1:48,103,Ky Bowman made Free Throw.,45,32
1:30,2217,Tyler Nelson made Layup.,47,32
1:10,103,A.J. Turner missed Layup.,47,32
1:10,2217,Jonathan Kasibabu Block.,47,32
1:07,103,A.J. Turner Offensive Rebound.,47,32
1:04,103,A.J. Turner missed Layup.,47,32
1:04,2217,Jonathan Kasibabu Defensive Rebound.,47,32
0:45,2217,Jonathan Kasibabu Turnover.,47,32
0:44,103,Jordan Chatman Steal.,47,32
0:41,103,A.J. Turner made Layup.,47,34
0:07,2217,Jerome Segura missed Three Point Jumper.,47,34
0:07,103,Jerome Robinson Defensive Rebound.,47,34
0:01,103,Jerome Robinson made Three Point Jumper.,47,37
0:00,103,End of 1st half,47,37
19:48,103,Nik Popovic missed Layup.,47,37
19:48,2217,Amadou Sidibe Defensive Rebound.,47,37
19:33,2217,Curtis Cobb missed Jumper.,47,37
19:33,2217,Amadou Sidibe Offensive Rebound.,47,37
19:30,2217,Amadou Sidibe made Layup.,49,37
19:30,103,Foul on Connar Tava.,49,37
19:30,2217,Amadou Sidibe missed Free Throw.,49,37
19:30,103,Connar Tava Defensive Rebound.,49,37
19:02,103,Jerome Robinson Turnover.,49,37
19:01,2217,Tyler Nelson Steal.,49,37
18:58,2217,Curtis Cobb made Layup. Assisted by Tyler Nelson.,51,37
18:41,2217,Foul on Matija Milin.,51,37
18:41,103,Connar Tava made Free Throw.,51,38
18:41,103,Connar Tava missed Free Throw.,51,38
18:41,2217,Jonathan Kasibabu Defensive Rebound.,51,38
18:29,2217,Tyler Nelson missed Three Point Jumper.,51,38
18:29,103,Nik Popovic Defensive Rebound.,51,38
18:19,2217,Foul on Jonathan Kasibabu.,51,38
18:19,103,Nik Popovic made Free Throw.,51,39
18:19,103,Nik Popovic made Free Throw.,51,40
18:08,2217,Curtis Cobb made Jumper.,53,40
17:54,103,Jerome Robinson made Jumper. Assisted by A.J. Turner.,53,42
17:43,2217,Jonathan Kasibabu Turnover.,53,42
17:29,103,Jerome Robinson missed Jumper.,53,42
17:29,103,Nik Popovic Offensive Rebound.,53,42
17:27,103,Nik Popovic Turnover.,53,42
17:03,2217,Tyler Nelson missed Three Point Jumper.,53,42
17:03,103,Jerome Robinson Defensive Rebound.,53,42
17:03,2217,Foul on Amadou Sidibe.,53,42
16:51,103,Jerome Robinson Turnover.,53,42
16:51,103,Foul on Jerome Robinson.,53,42
16:41,2217,Curtis Cobb missed Layup.,53,42
16:41,103,A.J. Turner Block.,53,42
16:39,103,Nik Popovic Defensive Rebound.,53,42
16:27,103,Nik Popovic missed Layup.,53,42
16:27,2217,Jerry Johnson Jr. Defensive Rebound.,53,42
16:15,2217,Jonathan Kasibabu missed Layup.,53,42
16:15,103,Connar Tava Block.,53,42
16:13,103,Jordan Chatman Defensive Rebound.,53,42
16:07,103,Ky Bowman made Jumper.,53,44
15:45,2217,Tyler Nelson missed Three Point Jumper.,53,44
15:45,103,Ky Bowman Defensive Rebound.,53,44
15:38,103,Ky Bowman made Layup.,53,46
15:38,2217,Foul on Jerry Johnson Jr..,53,46
15:38,103,Official TV Timeout,53,46
15:38,103,Ky Bowman made Free Throw.,53,47
15:19,2217,Jerry Johnson Jr. made Layup.,55,47
14:58,103,Ky Bowman Turnover.,55,47
14:58,2217,Jerome Segura Steal.,55,47
14:58,103,Foul on Nik Popovic.,55,47
14:46,2217,Curtis Cobb made Dunk. Assisted by Jonathan Kasibabu.,57,47
14:34,103,Ky Bowman made Jumper.,57,49
14:28,103,Foul on A.J. Turner.,57,49
14:19,2217,Curtis Cobb missed Three Point Jumper.,57,49
14:19,103,Ky Bowman Defensive Rebound.,57,49
14:04,2217,Foul on Jonathan Kasibabu.,57,49
14:04,103,Mo Jeffers made Free Throw.,57,50
14:04,103,Mo Jeffers missed Free Throw.,57,50
14:04,2217,Jonathan Kasibabu Defensive Rebound.,57,50
13:56,2217,Jerry Johnson Jr. made Three Point Jumper. Assisted by Tyler Nelson.,60,50
13:44,103,Ky Bowman made Jumper.,60,52
13:21,2217,Tyler Nelson missed Layup.,60,52
13:21,103,Ky Bowman Defensive Rebound.,60,52
13:13,2217,Foul on Jonathan Kasibabu.,60,52
13:13,103,Garland Owens missed Free Throw.,60,52
13:13,103,Boston College Deadball Team Rebound.,60,52
13:13,103,Garland Owens made Free Throw.,60,53
13:02,2217,Amadou Sidibe made Layup. Assisted by Curtis Cobb.,62,53
12:49,103,Ky Bowman missed Jumper.,62,53
12:49,2217,Amadou Sidibe Defensive Rebound.,62,53
12:31,2217,Jerome Segura made Layup.,64,53
12:13,103,Mo Jeffers missed Layup.,64,53
12:13,2217,Amadou Sidibe Defensive Rebound.,64,53
12:04,2217,Jerry Johnson Jr. missed Three Point Jumper.,64,53
12:04,103,Jerome Robinson Defensive Rebound.,64,53
11:58,103,Ky Bowman made Layup. Assisted by Jerome Robinson.,64,55
11:29,2217,Tyler Nelson made Three Point Jumper.,67,55
11:14,103,Jerome Robinson made Jumper. Assisted by Jordan Chatman.,67,57
11:07,2217,Jerome Segura missed Layup.,67,57
11:07,103,Jordan Chatman Defensive Rebound.,67,57
10:57,103,Official TV Timeout,67,57
10:55,103,Mo Jeffers made Layup. Assisted by A.J. Turner.,67,59
10:55,2217,Foul on Amadou Sidibe.,67,59
10:55,103,Mo Jeffers missed Free Throw.,67,59
10:55,103,Connar Tava Offensive Rebound.,67,59
10:38,103,Jordan Chatman Turnover.,67,59
10:36,2217,Curtis Cobb Steal.,67,59
10:14,2217,Jerry Johnson Jr. missed Three Point Jumper.,67,59
10:14,103,Mo Jeffers Defensive Rebound.,67,59
10:03,103,Jerome Robinson made Layup.,67,61
9:52,103,Foul on Jordan Chatman.,67,61
9:52,2217,Tyler Nelson missed Free Throw.,67,61
9:52,2217,Fairfield Deadball Team Rebound.,67,61
9:52,2217,Tyler Nelson made Free Throw.,68,61
9:52,2217,Tyler Nelson made Free Throw.,69,61
9:42,103,Connar Tava Turnover.,69,61
9:41,2217,Curtis Cobb Steal.,69,61
9:25,2217,Tyler Nelson made Jumper. Assisted by Jerry Johnson Jr..,71,61
9:13,103,Jerome Robinson made Three Point Jumper. Assisted by Ky Bowman.,71,64
9:05,2217,Curtis Cobb missed Three Point Jumper.,71,64
9:05,103,A.J. Turner Defensive Rebound.,71,64
8:54,2217,Foul on Jerry Johnson Jr..,71,64
8:54,103,Connar Tava missed Free Throw.,71,64
8:54,103,Boston College Deadball Team Rebound.,71,64
8:54,103,Connar Tava missed Free Throw.,71,64
8:54,2217,Jonathan Kasibabu Defensive Rebound.,71,64
8:36,2217,Jerome Segura Turnover.,71,64
8:35,103,Connar Tava Steal.,71,64
8:31,103,Jerome Robinson Turnover.,71,64
8:10,2217,Tyler Nelson missed Three Point Jumper.,71,64
8:10,103,Nik Popovic Defensive Rebound.,71,64
8:02,103,Ky Bowman Turnover.,71,64
8:01,2217,Jerome Segura Steal.,71,64
7:49,2217,Tyler Nelson missed Three Point Jumper.,71,64
7:49,103,A.J. Turner Defensive Rebound.,71,64
7:39,103,Jerome Robinson Turnover.,71,64
7:39,103,Official TV Timeout,71,64
7:26,2217,Jonathan Kasibabu Turnover.,71,64
7:25,103,Nik Popovic Steal.,71,64
7:21,103,Jordan Chatman made Layup.,71,66
6:54,2217,Jerome Segura missed Layup.,71,66
6:54,103,Jordan Chatman Block.,71,66
6:52,2217,Fairfield Offensive Rebound.,71,66
6:49,2217,Tyler Nelson missed Three Point Jumper.,71,66
6:49,2217,Jerome Segura Offensive Rebound.,71,66
6:30,2217,Jonathan Kasibabu made Layup. Assisted by Curtis Cobb.,73,66
6:28,103,Foul on Nik Popovic.,73,66
6:28,2217,Jonathan Kasibabu made Free Throw.,74,66
6:18,103,Jerome Robinson missed Layup.,74,66
6:18,2217,Curtis Cobb Block.,74,66
6:18,103,Boston College Offensive Rebound.,74,66
6:15,103,Jerome Robinson made Jumper.,74,68
6:01,2217,Jerry Johnson Jr. missed Three Point Jumper.,74,68
6:01,103,Mo Jeffers Defensive Rebound.,74,68
5:42,103,A.J. Turner made Three Point Jumper. Assisted by Ky Bowman.,74,71
5:33,2217,Fairfield  Timeout,74,71
5:18,2217,Curtis Cobb missed Layup.,74,71
5:18,2217,Amadou Sidibe Offensive Rebound.,74,71
5:16,2217,Amadou Sidibe made Layup.,76,71
5:00,103,Ky Bowman made Three Point Jumper. Assisted by A.J. Turner.,76,74
4:43,2217,Tyler Nelson made Layup. Assisted by Amadou Sidibe.,78,74
4:17,103,Jerome Robinson missed Three Point Jumper.,78,74
4:17,2217,Amadou Sidibe Defensive Rebound.,78,74
3:52,2217,Amadou Sidibe made Layup. Assisted by Curtis Cobb.,80,74
3:32,2217,Foul on Jerry Johnson Jr..,80,74
3:32,103,Official TV Timeout,80,74
3:32,103,Jerome Robinson missed Free Throw.,80,74
3:32,103,Boston College Deadball Team Rebound.,80,74
3:32,103,Jerome Robinson missed Free Throw.,80,74
3:32,2217,Curtis Cobb Defensive Rebound.,80,74
3:15,2217,Tyler Nelson made Three Point Jumper. Assisted by Jerome Segura.,83,74
2:59,103,Ky Bowman missed Three Point Jumper.,83,74
2:59,103,Mo Jeffers Offensive Rebound.,83,74
2:57,2217,Foul on Jerome Segura.,83,74
2:57,103,Mo Jeffers made Free Throw.,83,75
2:57,103,Mo Jeffers made Free Throw.,83,76
2:41,2217,Amadou Sidibe Turnover.,83,76
2:40,103,Jordan Chatman Steal.,83,76
2:37,103,Jordan Chatman Turnover.,83,76
2:36,2217,Tyler Nelson Steal.,83,76
2:11,2217,Amadou Sidibe missed Layup.,83,76
2:11,103,Ky Bowman Defensive Rebound.,83,76
2:03,103,Ky Bowman made Layup.,83,78
2:01,2217,Foul on Tyler Nelson.,83,78
2:01,103,Ky Bowman made Free Throw.,83,79
2:01,2217,Tyler Nelson Turnover.,83,79
1:59,103,Jerome Robinson Steal.,83,79
1:56,103,Ky Bowman made Layup.,83,81
1:28,103,Foul on Ky Bowman.,83,81
1:28,2217,Amadou Sidibe missed Free Throw.,83,81
1:28,2217,Fairfield Deadball Team Rebound.,83,81
1:28,2217,Amadou Sidibe made Free Throw.,84,81
1:07,103,Mo Jeffers missed Layup.,84,81
1:07,103,Ky Bowman Offensive Rebound.,84,81
1:05,103,Ky Bowman made Layup.,84,83
0:32,2217,Amadou Sidibe made Layup. Assisted by Jerome Segura.,86,83
0:32,103,Foul on Ky Bowman.,86,83
0:32,2217,Amadou Sidibe made Free Throw.,87,83
0:32,2217,Fairfield  Timeout,87,83
0:21,103,Jerome Robinson missed Layup.,87,83
0:21,2217,Tyler Nelson Defensive Rebound.,87,83
0:17,103,Foul on Jerome Robinson.,87,83
0:17,2217,Tyler Nelson made Free Throw.,88,83
0:17,2217,Tyler Nelson made Free Throw.,89,83
0:09,103,Ky Bowman missed Layup.,89,83
0:09,2217,Tyler Nelson Defensive Rebound.,89,83
0:00,103,End of Game,89,83
