Ohio,98,Western Kentucky,195
0:06,98,Que Johnson missed Three Point Jumper.,35,33
0:06,195,Gavin Block Defensive Rebound.,35,33
0:00,98,End of 1st half,35,33
19:36,98,Ben Lawson missed Jumper.,35,33
19:36,195,Antonio Campbell Defensive Rebound.,35,33
19:36,98,Foul on Justin Johnson.,35,33
19:24,195,Kenny Kaminski missed Three Point Jumper.,35,33
19:24,98,Pancake Thomas Defensive Rebound.,35,33
19:12,195,Foul on Antonio Campbell.,35,33
19:12,98,Justin Johnson made Free Throw.,35,34
19:12,98,Justin Johnson missed Free Throw.,35,34
19:12,195,Jordan Dartis Defensive Rebound.,35,34
19:02,195,Kenny Kaminski missed Three Point Jumper.,35,34
19:02,98,Que Johnson Defensive Rebound.,35,34
18:56,98,Pancake Thomas missed Three Point Jumper.,35,34
18:56,195,Gavin Block Defensive Rebound.,35,34
18:46,195,Kenny Kaminski made Three Point Jumper. Assisted by Jordan Dartis.,38,34
18:37,98,Foul on Ben Lawson.,38,34
18:37,98,Ben Lawson Turnover.,38,34
18:14,195,Kenny Kaminski made Jumper.,40,34
17:58,98,Justin Johnson made Layup. Assisted by Pancake Thomas.,40,36
17:36,98,Foul on Ben Lawson.,40,36
17:21,195,Kenny Kaminski made Three Point Jumper. Assisted by Jaaron Simmons.,43,36
17:04,98,Justin Johnson made Dunk. Assisted by Junior Lomomba.,43,38
16:48,195,Kenny Kaminski made Three Point Jumper. Assisted by Jordan Dartis.,46,38
16:25,98,Que Johnson made Three Point Jumper.,46,41
16:08,195,Jaaron Simmons made Jumper.,48,41
15:43,98,Ben Lawson missed Jumper.,48,41
15:43,195,Doug Taylor Block.,48,41
15:43,195,Doug Taylor Defensive Rebound.,48,41
15:43,98,Official TV Timeout,48,41
15:36,195,Antonio Campbell made Layup. Assisted by Jaaron Simmons.,50,41
15:09,195,Foul on Jordan Dartis.,50,41
15:09,98,Que Johnson missed Free Throw.,50,41
15:09,98,Western Kentucky Deadball Team Rebound.,50,41
15:09,98,Que Johnson missed Free Throw.,50,41
15:09,98,Anton Waters Offensive Rebound.,50,41
15:01,98,Pancake Thomas made Jumper.,50,43
14:48,195,Antonio Campbell made Dunk. Assisted by Jaaron Simmons.,52,43
14:25,98,Pancake Thomas Turnover.,52,43
14:25,195,Jaaron Simmons Steal.,52,43
14:25,98,Foul on Pancake Thomas.,52,43
14:17,195,Kenny Kaminski missed Three Point Jumper.,52,43
14:17,195,Antonio Campbell Offensive Rebound.,52,43
14:11,195,Antonio Campbell missed Jumper.,52,43
14:11,98,Junior Lomomba Defensive Rebound.,52,43
14:00,98,Junior Lomomba made Jumper.,52,45
13:32,195,Jaaron Simmons Turnover.,52,45
13:26,98,Damari Parris made Layup.,52,47
13:19,98,Foul on Marty Leahy.,52,47
13:06,98,Foul on Anton Waters.,52,47
12:48,195,Kenny Kaminski missed Jumper.,52,47
12:47,98,Pancake Thomas Defensive Rebound.,52,47
12:42,98,Anton Waters missed Layup.,52,47
12:42,195,Jordan Dartis Defensive Rebound.,52,47
12:20,195,Antonio Campbell missed Three Point Jumper.,52,47
12:20,98,Jabari McGhee Defensive Rebound.,52,47
12:06,98,Pancake Thomas made Layup.,52,49
11:43,195,Jaaron Simmons Turnover.,52,49
11:42,98,Pancake Thomas Steal.,52,49
11:40,98,Pancake Thomas made Dunk.,52,51
11:27,98,Foul on Marty Leahy.,52,51
11:27,98,Official TV Timeout,52,51
11:27,195,Rodney Culver made Free Throw.,53,51
11:27,195,Rodney Culver made Free Throw.,54,51
11:15,98,Jabari McGhee made Layup. Assisted by Pancake Thomas.,54,53
11:02,195,Gavin Block Turnover.,54,53
11:01,98,Pancake Thomas Steal.,54,53
10:59,195,Foul on Gavin Block.,54,53
10:59,98,Anton Waters missed Free Throw.,54,53
10:59,98,Western Kentucky Deadball Team Rebound.,54,53
10:34,195,Jaaron Simmons missed Jumper.,54,53
10:33,195,Ohio Offensive Rebound.,54,53
10:16,195,Antonio Campbell missed Three Point Jumper.,54,53
10:16,98,Que Johnson Defensive Rebound.,54,53
9:49,98,Anton Waters made Jumper.,54,55
9:25,195,Antonio Campbell made Layup. Assisted by Jaaron Simmons.,56,55
9:12,195,Foul on Antonio Campbell.,56,55
9:12,98,Que Johnson missed Free Throw.,56,55
9:12,98,Western Kentucky Deadball Team Rebound.,56,55
9:12,98,Que Johnson made Free Throw.,56,56
8:56,195,Jordan Dartis Turnover.,56,56
8:39,98,Que Johnson Turnover.,56,56
8:38,195,Gavin Block Steal.,56,56
8:35,195,Gavin Block made Layup. Assisted by Jordan Dartis.,58,56
8:06,98,Que Johnson missed Three Point Jumper.,58,56
8:06,195,Doug Taylor Defensive Rebound.,58,56
7:59,195,Jordan Dartis missed Three Point Jumper.,58,56
7:59,98,Damari Parris Defensive Rebound.,58,56
7:51,98,Willie Carmichael missed Three Point Jumper.,58,56
7:51,195,Jordan Dartis Defensive Rebound.,58,56
7:35,195,Jordan Dartis missed Jumper.,58,56
7:35,98,Western Kentucky Defensive Rebound.,58,56
7:34,98,Official TV Timeout,58,56
7:10,98,Justin Johnson made Jumper.,58,58
6:49,195,Kenny Kaminski missed Three Point Jumper.,58,58
6:49,98,Jabari McGhee Defensive Rebound.,58,58
6:38,195,Foul on Kenny Kaminski.,58,58
6:38,98,Jabari McGhee missed Free Throw.,58,58
6:38,98,Western Kentucky Deadball Team Rebound.,58,58
6:38,98,Jabari McGhee made Free Throw.,58,59
6:29,98,Foul on Jabari McGhee.,58,59
6:29,195,Kenny Kaminski made Free Throw.,59,59
6:29,195,Kenny Kaminski missed Free Throw.,59,59
6:29,98,Jabari McGhee Defensive Rebound.,59,59
6:07,98,Willie Carmichael missed Layup.,59,59
6:07,195,Rodney Culver Defensive Rebound.,59,59
5:55,195,Rodney Culver missed Layup.,59,59
5:55,98,Justin Johnson Block.,59,59
5:53,98,Pancake Thomas Defensive Rebound.,59,59
5:48,195,Foul on Gavin Block.,59,59
5:48,98,Pancake Thomas made Free Throw.,59,60
5:48,98,Pancake Thomas made Free Throw.,59,61
5:30,195,Kenny Kaminski made Three Point Jumper. Assisted by Jaaron Simmons.,62,61
5:12,98,Pancake Thomas made Jumper.,62,63
4:58,98,Foul on Damari Parris.,62,63
4:58,195,Jaaron Simmons made Free Throw.,63,63
4:58,195,Jaaron Simmons missed Free Throw.,63,63
4:58,98,Justin Johnson Defensive Rebound.,63,63
4:41,98,Que Johnson missed Jumper.,63,63
4:41,195,Antonio Campbell Defensive Rebound.,63,63
4:34,195,Jaaron Simmons made Layup.,65,63
4:08,98,Jabari McGhee Turnover.,65,63
4:07,195,Jaaron Simmons Steal.,65,63
4:03,195,Jaaron Simmons missed Layup.,65,63
4:03,98,Que Johnson Defensive Rebound.,65,63
3:40,98,Justin Johnson made Layup.,65,65
3:22,195,Jaaron Simmons missed Three Point Jumper.,65,65
3:22,98,Jabari McGhee Defensive Rebound.,65,65
2:54,98,Pancake Thomas missed Three Point Jumper.,65,65
2:54,195,Antonio Campbell Defensive Rebound.,65,65
2:45,195,Foul on Gavin Block.,65,65
2:45,195,Gavin Block Turnover.,65,65
2:45,98,Official TV Timeout,65,65
2:21,98,Justin Johnson missed Three Point Jumper.,65,65
2:21,195,Kenny Kaminski Defensive Rebound.,65,65
2:19,98,Foul on Jabari McGhee.,65,65
2:19,195,Kenny Kaminski made Free Throw.,66,65
2:19,195,Kenny Kaminski missed Free Throw.,66,65
2:19,98,Jabari McGhee Defensive Rebound.,66,65
1:51,98,Technical Foul on Western Kentucky.,66,65
1:51,195,Foul on Kenny Kaminski.,66,65
1:51,98,Justin Johnson made Free Throw.,66,66
1:51,98,Justin Johnson missed Free Throw.,66,66
1:51,195,Antonio Campbell Defensive Rebound.,66,66
1:37,195,Kenny Kaminski missed Layup.,66,66
1:37,98,Damari Parris Block.,66,66
1:35,98,Que Johnson Defensive Rebound.,66,66
1:32,98,Western Kentucky  Timeout,66,66
1:32,98,Official TV Timeout,66,66
1:13,98,Justin Johnson missed Jumper.,66,66
1:13,195,Antonio Campbell Defensive Rebound.,66,66
1:08,195,Ohio  Timeout,66,66
1:01,195,Kenny Kaminski missed Three Point Jumper.,66,66
1:01,98,Justin Johnson Defensive Rebound.,66,66
0:48,98,Western Kentucky  Timeout,66,66
0:37,98,Junior Lomomba missed Layup.,66,66
0:37,195,Antonio Campbell Block.,66,66
0:34,195,Antonio Campbell Defensive Rebound.,66,66
0:33,195,Ohio  Timeout,66,66
0:08,195,Kenny Kaminski missed Three Point Jumper.,66,66
0:08,98,Western Kentucky Defensive Rebound.,66,66
0:06,98,Western Kentucky  Timeout,66,66
0:02,195,Foul on Jordan Dartis.,66,66
0:02,195,Ohio  Timeout,66,66
0:02,98,Damari Parris missed Free Throw.,66,66
0:02,98,Western Kentucky Deadball Team Rebound.,66,66
0:02,98,Damari Parris made Free Throw.,66,67
0:00,98,End of Game,66,67
