Incarnate Word,235,Memphis,2916
13:53,2916,Simi Socks made Layup.,5,15
13:47,235,Jeremiah Martin Turnover.,5,15
13:35,2916,Shawn Johnson made Layup.,7,15
13:35,235,Foul on Dedric Lawson.,7,15
13:35,2916,Shawn Johnson made Free Throw.,8,15
13:24,235,Markel Crawford missed Jumper.,8,15
13:24,235,Memphis Offensive Rebound.,8,15
13:11,235,Craig Randall II Turnover.,8,15
12:53,2916,Simi Socks Turnover.,8,15
12:40,235,Dedric Lawson made Layup. Assisted by Christian Kessee.,8,17
12:40,2916,Foul on Jerred Kite.,8,17
12:40,235,Dedric Lawson missed Free Throw.,8,17
12:40,2916,Simi Socks Defensive Rebound.,8,17
12:29,2916,Simi Socks made Three Point Jumper. Assisted by Jerred Kite.,11,17
12:16,235,K.J. Lawson made Layup.,11,19
12:06,2916,Jalin Hart made Layup.,13,19
11:49,235,Craig Randall II made Jumper.,13,21
11:25,2916,Jalin Hart made Three Point Jumper. Assisted by Sam Burmeister.,16,21
11:14,235,K.J. Lawson missed Jumper.,16,21
11:14,2916,Shawn Johnson Defensive Rebound.,16,21
11:06,235,Foul on Christian Kessee.,16,21
11:06,235,Official TV Timeout,16,21
11:06,2916,Simi Socks missed Free Throw.,16,21
11:06,2916,Incarnate Word Deadball Team Rebound.,16,21
11:06,2916,Simi Socks missed Free Throw.,16,21
11:06,235,Christian Kessee Defensive Rebound.,16,21
10:40,235,Jimario Rivers missed Layup.,16,21
10:40,2916,Devin Wyatt Defensive Rebound.,16,21
10:19,2916,Sam Burmeister missed Three Point Jumper.,16,21
10:19,235,Jeremiah Martin Defensive Rebound.,16,21
9:55,235,Christian Kessee missed Three Point Jumper.,16,21
9:55,2916,Jalin Hart Defensive Rebound.,16,21
9:46,2916,Jalin Hart made Three Point Jumper. Assisted by Shawn Johnson.,19,21
9:26,235,Jeremiah Martin missed Three Point Jumper.,19,21
9:26,235,Jeremiah Martin Offensive Rebound.,19,21
9:22,235,Jeremiah Martin Turnover.,19,21
9:06,2916,Simi Socks missed Layup.,19,21
9:06,235,Dedric Lawson Defensive Rebound.,19,21
9:01,235,Craig Randall II made Layup. Assisted by Dedric Lawson.,19,23
9:00,2916,Foul on Shawn Johnson.,19,23
9:00,235,Craig Randall II missed Free Throw.,19,23
9:00,2916,Phillip Johnson Defensive Rebound.,19,23
8:32,2916,Phillip Johnson Turnover.,19,23
8:31,235,Craig Randall II Steal.,19,23
8:28,235,Jeremiah Martin missed Layup.,19,23
8:28,235,Memphis Offensive Rebound.,19,23
8:24,235,Craig Randall II missed Three Point Jumper.,19,23
8:24,2916,Devin Wyatt Defensive Rebound.,19,23
8:17,235,Foul on Jeremiah Martin.,19,23
8:17,2916,Simi Socks made Free Throw.,20,23
8:17,2916,Simi Socks missed Free Throw.,20,23
8:17,235,Dedric Lawson Defensive Rebound.,20,23
7:53,2916,Foul on Tyler Singleton.,20,23
7:53,235,Official TV Timeout,20,23
7:50,235,Keon Clergeot Turnover.,20,23
7:50,2916,Simi Socks Steal.,20,23
7:45,2916,Tyler Singleton missed Layup.,20,23
7:45,235,Memphis Deadball Team Rebound.,20,23
7:44,2916,Foul on Devin Wyatt.,20,23
7:24,235,Keon Clergeot missed Layup.,20,23
7:24,235,Keon Clergeot Offensive Rebound.,20,23
7:18,235,Dedric Lawson made Jumper. Assisted by K.J. Lawson.,20,25
6:54,2916,Devin Wyatt missed Jumper.,20,25
6:54,2916,Tyler Singleton Offensive Rebound.,20,25
6:50,2916,Simi Socks missed Jumper.,20,25
6:50,235,Markel Crawford Defensive Rebound.,20,25
6:42,235,Keon Clergeot made Three Point Jumper. Assisted by K.J. Lawson.,20,28
6:30,2916,Foul on Sam Burmeister.,20,28
6:30,2916,Sam Burmeister Turnover.,20,28
6:19,235,Keon Clergeot made Three Point Jumper. Assisted by Jeremiah Martin.,20,31
6:18,2916,Foul on Jalin Hart.,20,31
6:18,235,Keon Clergeot made Free Throw.,20,32
6:00,2916,Tyler Singleton missed Jumper.,20,32
6:00,235,K.J. Lawson Defensive Rebound.,20,32
5:53,235,Jeremiah Martin made Layup. Assisted by K.J. Lawson.,20,34
5:52,2916,Foul on Sam Burmeister.,20,34
5:52,235,Jeremiah Martin missed Free Throw.,20,34
5:52,2916,Miles Banks Defensive Rebound.,20,34
5:35,2916,Miles Banks missed Jumper.,20,34
5:35,235,Markel Crawford Defensive Rebound.,20,34
5:24,2916,Foul on Simi Socks.,20,34
5:24,235,K.J. Lawson made Free Throw.,20,35
5:24,235,K.J. Lawson made Free Throw.,20,36
5:10,2916,Jorden Kite missed Three Point Jumper.,20,36
5:10,235,Memphis Defensive Rebound.,20,36
4:53,235,Dedric Lawson made Three Point Jumper. Assisted by Jeremiah Martin.,20,39
4:38,2916,Shawn Johnson missed Three Point Jumper.,20,39
4:38,235,Dedric Lawson Defensive Rebound.,20,39
4:31,235,Markel Crawford made Dunk. Assisted by Dedric Lawson.,20,41
4:12,2916,Simi Socks made Jumper. Assisted by Shawn Johnson.,22,41
3:58,235,Keon Clergeot made Jumper.,22,43
3:38,2916,Shawn Johnson made Jumper.,24,43
3:38,235,Foul on Markel Crawford.,24,43
3:38,235,Official TV Timeout,24,43
3:38,2916,Shawn Johnson made Free Throw.,25,43
3:15,235,Keon Clergeot made Three Point Jumper. Assisted by Markel Crawford.,25,46
3:01,235,Foul on K.J. Lawson.,25,46
3:01,2916,Tyler Singleton made Free Throw.,26,46
3:01,2916,Tyler Singleton made Free Throw.,27,46
2:57,235,Keon Clergeot Turnover.,27,46
2:55,2916,Tyler Singleton Steal.,27,46
2:53,2916,Tyler Singleton made Layup.,29,46
2:31,235,K.J. Lawson missed Layup.,29,46
2:31,2916,Devin Wyatt Block.,29,46
2:31,2916,Shawn Johnson Defensive Rebound.,29,46
2:11,2916,Jalin Hart made Layup.,31,46
2:00,2916,Foul on Tyler Singleton.,31,46
2:00,235,Keon Clergeot made Free Throw.,31,47
2:00,235,Keon Clergeot made Free Throw.,31,48
2:00,235,Keon Clergeot made Free Throw.,31,49
1:42,235,Foul on Markel Crawford.,31,49
1:42,2916,Jalin Hart made Free Throw.,32,49
1:42,2916,Jalin Hart missed Free Throw.,32,49
1:42,235,K.J. Lawson Defensive Rebound.,32,49
1:17,235,K.J. Lawson made Jumper. Assisted by Jeremiah Martin.,32,51
1:08,2916,Shawn Johnson made Layup.,34,51
0:56,235,Dedric Lawson missed Jumper.,34,51
0:56,235,Memphis Offensive Rebound.,34,51
0:39,235,K.J. Lawson missed Three Point Jumper.,34,51
0:39,235,Dedric Lawson Offensive Rebound.,34,51
0:34,235,Dedric Lawson Turnover.,34,51
0:10,2916,Sam Burmeister missed Jumper.,34,51
0:10,235,Craig Randall II Defensive Rebound.,34,51
0:03,235,Craig Randall II made Three Point Jumper.,34,54
0:00,235,End of 1st half,34,54
19:51,235,Foul on Jimario Rivers.,34,54
19:39,2916,Shawn Johnson missed Layup.,34,54
19:39,2916,Shawn Johnson Offensive Rebound.,34,54
19:31,235,Foul on Jeremiah Martin.,34,54
19:29,2916,Shawn Johnson missed Jumper.,34,54
19:29,235,Dedric Lawson Block.,34,54
19:29,235,Dedric Lawson Defensive Rebound.,34,54
19:16,2916,Foul on Simi Socks.,34,54
19:16,235,Dedric Lawson made Free Throw.,34,55
19:16,235,Dedric Lawson made Free Throw.,34,56
18:59,2916,Shawn Johnson missed Three Point Jumper.,34,56
18:59,2916,Jalin Hart Offensive Rebound.,34,56
18:56,235,Foul on Jimario Rivers.,34,56
18:48,2916,Simi Socks Turnover.,34,56
18:34,235,Dedric Lawson missed Jumper.,34,56
18:34,235,K.J. Lawson Offensive Rebound.,34,56
18:27,2916,Foul on Devin Wyatt.,34,56
18:27,235,K.J. Lawson made Free Throw.,34,57
18:27,235,K.J. Lawson made Free Throw.,34,58
18:18,2916,Simi Socks missed Jumper.,34,58
18:18,235,Markel Crawford Defensive Rebound.,34,58
18:01,2916,Foul on Simi Socks.,34,58
18:01,235,Dedric Lawson made Free Throw.,34,59
18:01,235,Dedric Lawson made Free Throw.,34,60
17:51,2916,Jalin Hart missed Layup.,34,60
17:51,2916,Simi Socks Offensive Rebound.,34,60
17:45,2916,Jalin Hart made Three Point Jumper. Assisted by Simi Socks.,37,60
17:37,235,Dedric Lawson missed Three Point Jumper.,37,60
17:37,235,Jeremiah Martin Offensive Rebound.,37,60
17:31,235,Jimario Rivers made Dunk. Assisted by Jeremiah Martin.,37,62
17:26,235,Foul on Jeremiah Martin.,37,62
17:26,2916,Shawn Johnson missed Free Throw.,37,62
17:26,2916,Incarnate Word Deadball Team Rebound.,37,62
17:26,2916,Shawn Johnson made Free Throw.,38,62
17:15,235,Foul on Markel Crawford.,38,62
17:15,235,Markel Crawford Turnover.,38,62
17:05,2916,Simi Socks made Jumper. Assisted by Jorden Kite.,40,62
16:50,235,Craig Randall II missed Three Point Jumper.,40,62
16:50,2916,Jalin Hart Defensive Rebound.,40,62
16:41,2916,Jalin Hart missed Layup.,40,62
16:41,235,Markel Crawford Defensive Rebound.,40,62
16:34,235,Craig Randall II missed Layup.,40,62
16:34,235,Dedric Lawson Offensive Rebound.,40,62
16:29,2916,Foul on Jorden Kite.,40,62
16:29,2916,Foul on Sam Burmeister.,40,62
16:19,235,Dedric Lawson made Three Point Jumper. Assisted by K.J. Lawson.,40,65
16:05,2916,Shawn Johnson made Layup.,42,65
16:05,235,Foul on Jimario Rivers.,42,65
16:05,2916,Shawn Johnson missed Free Throw.,42,65
16:05,235,K.J. Lawson Defensive Rebound.,42,65
15:46,235,Dedric Lawson missed Layup.,42,65
15:46,2916,Devin Wyatt Block.,42,65
15:46,2916,Sam Burmeister Defensive Rebound.,42,65
15:45,235,Foul on K.J. Lawson.,42,65
15:45,235,Official TV Timeout,42,65
15:45,2916,Sam Burmeister made Free Throw.,43,65
15:45,2916,Sam Burmeister missed Free Throw.,43,65
15:45,235,Dedric Lawson Defensive Rebound.,43,65
15:32,235,K.J. Lawson made Jumper.,43,67
15:18,2916,Jalin Hart missed Layup.,43,67
15:18,235,Jake McDowell Defensive Rebound.,43,67
15:11,235,Keon Clergeot Turnover.,43,67
14:55,2916,Simi Socks missed Layup.,43,67
14:55,235,K.J. Lawson Defensive Rebound.,43,67
14:30,235,Dedric Lawson missed Jumper.,43,67
14:30,235,Jake McDowell Offensive Rebound.,43,67
14:00,235,Dedric Lawson missed Three Point Jumper.,43,67
14:00,2916,Jalin Hart Defensive Rebound.,43,67
13:53,2916,Sam Burmeister made Layup. Assisted by Jalin Hart.,45,67
13:40,2916,Foul on Shawn Johnson.,45,67
13:37,235,Dedric Lawson made Layup.,45,69
13:09,2916,Sam Burmeister Turnover.,45,69
12:58,235,Craig Randall II missed Jumper.,45,69
12:58,235,K.J. Lawson Offensive Rebound.,45,69
12:54,235,K.J. Lawson missed Two Point Tip Shot.,45,69
12:54,2916,Tyler Singleton Defensive Rebound.,45,69
12:54,2916,Tyler Singleton Defensive Rebound.,45,69
12:49,2916,Tyler Singleton Turnover.,45,69
12:49,235,Craig Randall II Steal.,45,69
12:33,235,Dedric Lawson missed Layup.,45,69
12:33,2916,Shawn Johnson Defensive Rebound.,45,69
12:25,2916,Shawn Johnson made Layup. Assisted by Tyler Singleton.,47,69
12:03,2916,Foul on Miles Banks.,47,69
12:03,235,Jake McDowell made Free Throw.,47,70
12:03,235,Jake McDowell missed Free Throw.,47,70
12:03,2916,Shawn Johnson Defensive Rebound.,47,70
11:50,2916,Sam Burmeister missed Layup.,47,70
11:50,2916,Sam Burmeister Offensive Rebound.,47,70
11:49,235,Foul on Jake McDowell.,47,70
11:49,235,Official TV Timeout,47,70
11:49,2916,Sam Burmeister made Free Throw.,48,70
11:49,2916,Sam Burmeister made Free Throw.,49,70
11:25,235,Jake McDowell missed Layup.,49,70
11:25,2916,Tyler Singleton Defensive Rebound.,49,70
11:20,2916,Tyler Singleton made Layup.,51,70
10:47,235,Jake McDowell made Layup. Assisted by Dedric Lawson.,51,72
10:25,2916,Shawn Johnson Turnover.,51,72
10:23,235,Craig Randall II Steal.,51,72
10:21,235,K.J. Lawson made Layup.,51,74
10:07,2916,Sam Burmeister made Three Point Jumper.,54,74
9:52,2916,Foul on Shawn Johnson.,54,74
9:52,235,K.J. Lawson made Free Throw.,54,75
9:52,235,K.J. Lawson missed Free Throw.,54,75
9:52,2916,Simi Socks Defensive Rebound.,54,75
9:42,2916,Sam Burmeister missed Layup.,54,75
9:42,235,K.J. Lawson Block.,54,75
9:42,235,K.J. Lawson Defensive Rebound.,54,75
9:26,235,Jeremiah Martin missed Three Point Jumper.,54,75
9:26,235,Jimario Rivers Offensive Rebound.,54,75
9:11,235,Dedric Lawson made Layup. Assisted by Jimario Rivers.,54,77
9:11,2916,Foul on Miles Banks.,54,77
9:11,235,Dedric Lawson made Free Throw.,54,78
8:52,2916,Jalin Hart missed Three Point Jumper.,54,78
8:52,235,Dedric Lawson Defensive Rebound.,54,78
8:37,235,Markel Crawford missed Layup.,54,78
8:37,235,Markel Crawford Offensive Rebound.,54,78
8:35,2916,Foul on Sam Burmeister.,54,78
8:35,235,Markel Crawford missed Free Throw.,54,78
8:35,235,Memphis Deadball Team Rebound.,54,78
8:35,235,Markel Crawford made Free Throw.,54,79
8:14,235,Foul on Markel Crawford.,54,79
8:14,2916,Simi Socks missed Free Throw.,54,79
8:14,2916,Incarnate Word Deadball Team Rebound.,54,79
8:14,2916,Simi Socks made Free Throw.,55,79
7:50,235,Dedric Lawson missed Layup.,55,79
7:50,235,Dedric Lawson Offensive Rebound.,55,79
7:45,235,Jeremiah Martin missed Three Point Jumper.,55,79
7:45,2916,Devin Wyatt Defensive Rebound.,55,79
7:35,2916,Foul on Simi Socks.,55,79
7:35,2916,Simi Socks Turnover.,55,79
7:35,235,Official TV Timeout,55,79
7:20,235,Dedric Lawson made Dunk. Assisted by Jimario Rivers.,55,81
7:05,2916,Simi Socks Turnover.,55,81
7:02,235,Jimario Rivers Steal.,55,81
7:00,235,Keon Clergeot made Layup. Assisted by Jeremiah Martin.,55,83
6:55,235,Foul on Jimario Rivers.,55,83
6:55,2916,Simi Socks made Free Throw.,56,83
6:55,2916,Simi Socks made Free Throw.,57,83
6:36,235,Dedric Lawson Turnover.,57,83
6:27,2916,Jorden Kite missed Three Point Jumper.,57,83
6:27,235,K.J. Lawson Defensive Rebound.,57,83
6:19,235,K.J. Lawson missed Layup.,57,83
6:19,2916,Incarnate Word Defensive Rebound.,57,83
6:11,2916,Jalin Hart missed Layup.,57,83
6:11,235,Dedric Lawson Defensive Rebound.,57,83
5:42,235,Dedric Lawson made Jumper.,57,85
5:23,2916,Tyler Singleton missed Jumper.,57,85
5:23,235,K.J. Lawson Defensive Rebound.,57,85
5:14,235,Keon Clergeot made Three Point Jumper. Assisted by Christian Kessee.,57,88
5:00,2916,Jalin Hart made Jumper.,59,88
4:42,235,Dedric Lawson missed Jumper.,59,88
4:42,2916,Jorden Kite Defensive Rebound.,59,88
4:28,2916,Devin Wyatt made Layup. Assisted by Jorden Kite.,61,88
4:08,235,K.J. Lawson missed Layup.,61,88
4:08,2916,Devin Wyatt Block.,61,88
4:08,235,K.J. Lawson Offensive Rebound.,61,88
4:03,2916,Foul on Jorden Kite.,61,88
4:03,235,K.J. Lawson made Free Throw.,61,89
4:03,235,K.J. Lawson made Free Throw.,61,90
3:42,2916,Sam Burmeister missed Three Point Jumper.,61,90
3:42,235,K.J. Lawson Defensive Rebound.,61,90
3:32,2916,Foul on Jalin Hart.,61,90
3:32,235,Official TV Timeout,61,90
3:32,235,Keon Clergeot made Free Throw.,61,91
3:32,235,Keon Clergeot made Free Throw.,61,92
3:32,235,Keon Clergeot made Free Throw.,61,93
3:10,2916,Tyler Singleton made Jumper.,63,93
2:56,235,Jonathan Bins made Layup.,63,95
2:39,2916,Jalin Hart missed Three Point Jumper.,63,95
2:39,235,Christian Kessee Defensive Rebound.,63,95
2:18,235,Jonathan Bins missed Jumper.,63,95
2:18,2916,Miles Banks Block.,63,95
2:18,2916,Tyler Singleton Defensive Rebound.,63,95
2:14,2916,Sam Burmeister made Layup. Assisted by Tyler Singleton.,65,95
1:48,235,Kaleb Castro missed Three Point Jumper.,65,95
1:48,2916,Jalin Hart Defensive Rebound.,65,95
1:44,235,Foul on Kaleb Castro.,65,95
1:44,2916,Jalin Hart made Free Throw.,66,95
1:44,2916,Jalin Hart made Free Throw.,67,95
1:34,235,Kaleb Castro Turnover.,67,95
1:18,2916,Tyler Singleton made Layup.,69,95
0:55,235,Alex Moffatt Turnover.,69,95
0:55,2916,Myles Thornton Steal.,69,95
0:50,2916,Tyler Singleton made Layup.,71,95
0:40,235,Christian Kessee missed Three Point Jumper.,71,95
0:40,2916,Myles Thornton Defensive Rebound.,71,95
0:33,2916,Sam Burmeister missed Layup.,71,95
0:33,235,Alex Moffatt Block.,71,95
0:33,235,Jake McDowell Defensive Rebound.,71,95
0:10,235,Kaleb Castro missed Jumper.,71,95
0:10,2916,Jerred Kite Defensive Rebound.,71,95
0:07,2916,Jerred Kite Turnover.,71,95
0:07,235,Alex Moffatt Steal.,71,95
0:00,235,End of 2nd half,71,95
0:00,235,End of Game,71,95
