Arlington Baptist,Error,Lamar,2320
6:23,-1,Caleb Brown Turnover.,24,35
6:22,2320,Zjori Bosha Steal.,24,35
6:19,2320,Zjori Bosha missed Layup.,24,35
6:19,2320,Cameron McGee Offensive Rebound.,24,35
6:16,2320,Zjori Bosha made Layup. Assisted by Cameron McGee.,24,37
5:49,-1,Foul on Bryce Morgan.,24,37
5:37,2320,Cameron McGee missed Free Throw.,24,37
5:37,2320,Lamar Deadball Team Rebound.,24,37
5:37,2320,Cameron McGee made Free Throw.,24,38
5:35,-1,Cedric Carson Turnover.,24,38
5:35,2320,Zjori Bosha Steal.,24,38
5:34,2320,Joey Frenchwood made Layup. Assisted by Zjori Bosha.,24,40
5:33,-1,Cedric Carson made Jumper.,26,40
5:33,2320,Cameron McGee made Layup.,26,42
5:33,-1,Markel Semien made Layup.,28,42
5:32,-1,Foul on Darius Ford.,28,42
5:32,2320,Lincoln Davis missed Free Throw.,28,42
5:32,2320,Lamar Deadball Team Rebound.,28,42
5:32,2320,Lincoln Davis made Free Throw.,28,43
5:00,2320,Foul on Tyrin Atwood.,28,43
4:47,-1,Cedric Carson missed Free Throw.,28,43
4:47,-1,Arlington Baptist Deadball Team Rebound.,28,43
4:35,-1,Cedric Carson made Free Throw.,29,43
4:22,-1,Arlington Baptist  Timeout,29,43
4:16,-1,Foul on Darius Ford.,29,43
4:16,2320,Joey Frenchwood missed Free Throw.,29,43
4:16,2320,Lamar Deadball Team Rebound.,29,43
4:16,2320,Joey Frenchwood made Free Throw.,29,44
4:06,-1,Don Paul Mitchell made Layup. Assisted by Markel Semien.,31,44
3:52,2320,Christian Albright made Layup. Assisted by Zjori Bosha.,31,46
3:27,-1,Markel Semien missed Three Point Jumper.,31,46
3:27,2320,Lincoln Davis Defensive Rebound.,31,46
3:18,2320,Zjori Bosha made Three Point Jumper. Assisted by Joey Frenchwood.,31,49
3:05,-1,Darius Ford Turnover.,31,49
3:03,2320,Zjori Bosha Steal.,31,49
3:01,2320,Lincoln Davis missed Layup.,31,49
3:01,2320,Joey Frenchwood Offensive Rebound.,31,49
2:58,2320,Joey Frenchwood made Two Point Tip Shot.,31,51
2:38,-1,Darius Ford missed Three Point Jumper.,31,51
2:38,2320,Lincoln Davis Defensive Rebound.,31,51
2:32,-1,Foul on Darius Ford.,31,51
2:32,2320,Official TV Timeout,31,51
2:32,2320,Lincoln Davis made Free Throw.,31,52
2:32,2320,Lincoln Davis missed Free Throw.,31,52
2:32,-1,Don Paul Mitchell Defensive Rebound.,31,52
2:10,-1,Caleb Brown missed Layup.,31,52
2:10,2320,Joey Frenchwood Defensive Rebound.,31,52
2:09,-1,Foul on Cedric Carson.,31,52
2:09,2320,Joey Frenchwood made Free Throw.,31,53
2:09,2320,Joey Frenchwood made Free Throw.,31,54
1:49,-1,NJee Armstrong Turnover.,31,54
1:48,2320,Zjori Bosha Steal.,31,54
1:45,2320,Nick Garth made Three Point Jumper. Assisted by Joey Frenchwood.,31,57
1:27,2320,Foul on Tyrin Atwood.,31,57
1:27,-1,Markel Semien made Free Throw.,32,57
1:27,-1,Markel Semien made Free Throw.,33,57
1:22,2320,Tyrin Atwood made Layup. Assisted by Joey Frenchwood.,33,59
1:06,-1,Kennedy Jones Turnover.,33,59
0:51,2320,Tyrin Atwood made Layup.,33,61
0:35,-1,Kennedy Jones made Jumper.,35,61
0:03,2320,Tyrin Atwood made Layup. Assisted by Cameron McGee.,35,63
0:00,2320,End of 1st half,35,63
19:49,-1,Foul on Markel Semien.,35,63
19:43,2320,Colton Weisbrod made Layup. Assisted by Joey Frenchwood.,35,65
19:24,-1,Jashun Petite Turnover.,35,65
19:22,2320,Zjori Bosha Steal.,35,65
19:20,2320,Zjori Bosha made Dunk.,35,67
19:05,-1,Kennedy Jones made Layup. Assisted by Jashun Petite.,37,67
18:59,2320,Josh Nzeakor made Layup. Assisted by Joey Frenchwood.,37,69
18:44,-1,Jashun Petite Turnover.,37,69
18:43,2320,Zjori Bosha Steal.,37,69
18:41,2320,Josh Nzeakor made Dunk. Assisted by Zjori Bosha.,37,71
18:30,-1,Markel Semien made Layup. Assisted by Cedric Carson.,39,71
18:22,2320,Josh Nzeakor missed Layup.,39,71
18:22,-1,Kennedy Jones Defensive Rebound.,39,71
18:15,-1,Kel Wallace made Layup. Assisted by Markel Semien.,41,71
18:08,2320,Zjori Bosha made Layup. Assisted by Joey Frenchwood.,41,73
18:07,-1,Arlington Baptist  Timeout,41,73
17:42,-1,Jashun Petite missed Three Point Jumper.,41,73
17:42,2320,Nick Garth Defensive Rebound.,41,73
17:33,2320,Zjori Bosha missed Layup.,41,73
17:33,2320,Zjori Bosha Offensive Rebound.,41,73
17:19,2320,Joey Frenchwood missed Three Point Jumper.,41,73
17:19,2320,Colton Weisbrod Offensive Rebound.,41,73
17:14,2320,Colton Weisbrod made Layup.,41,75
17:03,-1,Cedric Carson missed Layup.,41,75
17:03,2320,Lamar Defensive Rebound.,41,75
16:43,2320,Josh Nzeakor made Layup. Assisted by Joey Frenchwood.,41,77
16:26,-1,Kennedy Jones Turnover.,41,77
16:25,2320,Zjori Bosha Steal.,41,77
16:21,2320,Lamar  Timeout,41,77
16:19,2320,Zjori Bosha made Layup. Assisted by Joey Frenchwood.,41,79
15:59,-1,Kennedy Jones made Jumper. Assisted by Kel Wallace.,43,79
15:53,2320,Zjori Bosha missed Three Point Jumper.,43,79
15:53,-1,Jashun Petite Defensive Rebound.,43,79
15:44,-1,Markel Semien missed Layup.,43,79
15:44,-1,Markel Semien Offensive Rebound.,43,79
15:41,-1,Kel Wallace made Layup. Assisted by Markel Semien.,45,79
15:21,2320,Colton Weisbrod missed Layup.,45,79
15:21,-1,Jashun Petite Defensive Rebound.,45,79
15:15,-1,Jashun Petite made Layup.,47,79
15:09,-1,Foul on Jashun Petite.,47,79
14:48,2320,Zjori Bosha missed Three Point Jumper.,47,79
14:48,2320,Josh Nzeakor Offensive Rebound.,47,79
14:43,2320,Josh Nzeakor made Layup.,47,81
14:43,-1,Foul on Kennedy Jones.,47,81
14:43,2320,Josh Nzeakor missed Free Throw.,47,81
14:43,2320,Zjori Bosha Offensive Rebound.,47,81
14:39,2320,Nick Garth missed Three Point Jumper.,47,81
14:39,2320,Nick Garth Offensive Rebound.,47,81
14:21,-1,Foul on Kennedy Jones.,47,81
14:21,2320,Colton Weisbrod missed Free Throw.,47,81
14:21,2320,Lamar Deadball Team Rebound.,47,81
14:21,2320,Colton Weisbrod made Free Throw.,47,82
14:05,-1,Cedric Carson made Three Point Jumper. Assisted by Jashun Petite.,50,82
13:57,2320,Josh Nzeakor made Layup. Assisted by Joey Frenchwood.,50,84
13:39,-1,Cedric Carson missed Jumper.,50,84
13:39,-1,Kel Wallace Offensive Rebound.,50,84
13:36,-1,Kel Wallace made Two Point Tip Shot.,52,84
13:29,2320,Nick Garth missed Three Point Jumper.,52,84
13:29,-1,Arlington Baptist Defensive Rebound.,52,84
13:05,-1,Markel Semien missed Layup.,52,84
13:05,2320,Colton Weisbrod Defensive Rebound.,52,84
12:59,2320,Joey Frenchwood Turnover.,52,84
12:59,2320,Foul on Joey Frenchwood.,52,84
12:33,-1,Markel Semien missed Layup.,52,84
12:33,2320,Joey Frenchwood Defensive Rebound.,52,84
12:25,-1,Foul on Jashun Petite.,52,84
12:25,2320,Colton Weisbrod made Free Throw.,52,85
12:25,2320,Colton Weisbrod made Free Throw.,52,86
12:07,-1,Cedric Carson missed Jumper.,52,86
12:07,-1,Kel Wallace Offensive Rebound.,52,86
12:05,-1,Kel Wallace made Layup.,54,86
11:52,2320,Official TV Timeout,54,86
11:38,2320,Cameron McGee missed Three Point Jumper.,54,86
11:38,-1,NJee Armstrong Defensive Rebound.,54,86
11:23,-1,Don Paul Mitchell made Layup. Assisted by Cedric Carson.,56,86
11:04,2320,Cameron McGee missed Jumper.,56,86
11:04,-1,Kel Wallace Defensive Rebound.,56,86
10:55,-1,Kel Wallace missed Layup.,56,86
10:55,2320,Marcus Owens Defensive Rebound.,56,86
10:47,2320,Cameron McGee made Layup.,56,88
10:30,-1,NJee Armstrong Turnover.,56,88
10:29,2320,Christian Albright Steal.,56,88
10:25,2320,Cameron McGee made Layup. Assisted by Christian Albright.,56,90
10:09,-1,Don Paul Mitchell made Layup. Assisted by NJee Armstrong.,58,90
9:51,2320,Christian Albright missed Jumper.,58,90
9:51,-1,Kel Wallace Defensive Rebound.,58,90
9:42,-1,Kel Wallace Turnover.,58,90
9:40,2320,Christian Albright Steal.,58,90
9:37,2320,Marcus Owens missed Layup.,58,90
9:37,-1,Arlington Baptist Defensive Rebound.,58,90
9:22,-1,Cedric Carson made Layup.,60,90
9:16,2320,Cameron McGee made Three Point Jumper.,60,93
8:58,-1,Kennedy Jones missed Jumper.,60,93
8:58,2320,Christian Albright Block.,60,93
8:58,2320,Cameron McGee Defensive Rebound.,60,93
8:53,2320,Marcus Owens made Three Point Jumper. Assisted by Cameron McGee.,60,96
8:42,-1,NJee Armstrong Turnover.,60,96
8:37,-1,Foul on Darius Ford.,60,96
8:28,2320,Marcus Owens missed Jumper.,60,96
8:28,2320,Marcus Owens Offensive Rebound.,60,96
8:26,2320,Marcus Owens made Layup.,60,98
8:11,2320,Foul on Christian Albright.,60,98
8:11,-1,Jashun Petite made Free Throw.,61,98
8:11,-1,Jashun Petite made Free Throw.,62,98
7:45,2320,Marcus Owens made Three Point Jumper. Assisted by Cameron McGee.,62,101
7:25,-1,Bryce Morgan missed Layup.,62,101
7:25,2320,Cameron McGee Defensive Rebound.,62,101
7:18,2320,Lincoln Davis made Three Point Jumper. Assisted by Cameron McGee.,62,104
7:01,-1,Bryce Morgan Turnover.,62,104
7:01,2320,Official TV Timeout,62,104
6:49,2320,Terrance Hubby made Layup.,62,106
6:37,-1,Caleb Brown missed Three Point Jumper.,62,106
6:37,2320,Tyrin Atwood Defensive Rebound.,62,106
6:28,-1,Foul on Caleb Brown.,62,106
6:28,2320,Technical Foul on Christian Albright.,62,106
6:28,-1,Foul on Caleb Brown.,62,106
6:28,2320,Cameron McGee made Free Throw.,62,107
6:28,2320,Cameron McGee made Free Throw.,62,108
6:28,2320,Tyrin Atwood made Free Throw.,62,109
6:28,2320,Tyrin Atwood missed Free Throw.,62,109
6:28,-1,Don Paul Mitchell Defensive Rebound.,62,109
6:16,-1,Markel Semien made Three Point Jumper.,65,109
6:08,2320,Cameron McGee missed Three Point Jumper.,65,109
6:08,-1,Kennedy Jones Defensive Rebound.,65,109
5:56,-1,Cedric Carson made Three Point Jumper.,68,109
5:27,2320,Tyrin Atwood missed Three Point Jumper.,68,109
5:27,2320,Tyrin Atwood Offensive Rebound.,68,109
5:21,2320,Tyrin Atwood missed Layup.,68,109
5:21,2320,Christian Albright Offensive Rebound.,68,109
5:18,2320,Christian Albright missed Two Point Tip Shot.,68,109
5:18,2320,Christian Albright Offensive Rebound.,68,109
5:15,2320,Christian Albright missed Layup.,68,109
5:15,-1,Don Paul Mitchell Defensive Rebound.,68,109
5:09,-1,Kennedy Jones missed Layup.,68,109
5:09,2320,Tyrin Atwood Defensive Rebound.,68,109
4:44,2320,Cameron McGee Turnover.,68,109
4:35,-1,Kel Wallace Turnover.,68,109
4:34,2320,Cameron McGee Steal.,68,109
4:31,2320,Terrance Hubby made Dunk. Assisted by Cameron McGee.,68,111
4:14,2320,Foul on Christian Albright.,68,111
4:14,-1,Cedric Carson missed Free Throw.,68,111
4:14,-1,Arlington Baptist Deadball Team Rebound.,68,111
4:14,-1,Cedric Carson made Free Throw.,69,111
3:54,2320,Terrance Hubby made Layup. Assisted by Christian Albright.,69,113
3:54,-1,Foul on Don Paul Mitchell.,69,113
3:54,2320,Official TV Timeout,69,113
3:54,2320,Terrance Hubby made Free Throw.,69,114
3:44,-1,Markel Semien missed Three Point Jumper.,69,114
3:44,2320,Lamar Defensive Rebound.,69,114
3:15,2320,Lincoln Davis made Three Point Jumper. Assisted by Christian Albright.,69,117
2:54,-1,Cedric Carson missed Three Point Jumper.,69,117
2:54,2320,Terrance Hubby Defensive Rebound.,69,117
2:48,2320,Lincoln Davis made Three Point Jumper. Assisted by Cameron McGee.,69,120
2:29,2320,Foul on Terrance Hubby.,69,120
2:29,-1,Jashun Petite made Free Throw.,70,120
2:29,-1,Jashun Petite missed Free Throw.,70,120
2:29,2320,Christian Albright Defensive Rebound.,70,120
2:16,2320,Lincoln Davis made Dunk.,70,122
2:01,-1,Cedric Carson missed Layup.,70,122
2:01,2320,Christian Albright Defensive Rebound.,70,122
1:56,2320,Tyrin Atwood made Dunk. Assisted by Cameron McGee.,70,124
1:45,-1,Eric Wood Turnover.,70,124
1:44,2320,Terrance Hubby Steal.,70,124
1:42,2320,Terrance Hubby made Dunk.,70,126
1:24,-1,Don Paul Mitchell Turnover.,70,126
1:05,2320,Lincoln Davis missed Three Point Jumper.,70,126
1:05,-1,Cedric Carson Defensive Rebound.,70,126
0:59,-1,Cedric Carson made Layup.,72,126
0:32,2320,Christian Albright missed Three Point Jumper.,72,126
0:32,-1,Cedric Carson Defensive Rebound.,72,126
0:25,-1,Eric Wood made Three Point Jumper. Assisted by Cedric Carson.,75,126
0:00,2320,End of 2nd half,75,126
0:00,2320,End of Game,75,126
