Arkansas State,333,Alabama,2032
1:47,2032,Christian Willis missed Free Throw.,22,29
1:47,2032,Arkansas St Deadball Team Rebound.,22,29
1:47,2032,Christian Willis missed Free Throw.,22,29
1:47,333,Avery Johnson Jr. Defensive Rebound.,22,29
1:26,333,Avery Johnson Jr. missed Three Point Jumper.,22,29
1:26,2032,Arkansas St Defensive Rebound.,22,29
1:07,2032,Deven Simms missed Layup.,22,29
1:07,333,Donta Hall Block.,22,29
1:07,333,Donta Hall Defensive Rebound.,22,29
1:00,333,Riley Norris made Free Throw.,22,31
1:00,2032,Foul on Devin Carter.,22,29
1:00,333,Riley Norris made Free Throw.,22,30
0:49,2032,Deven Simms made Layup.,24,31
0:27,333,Ar'Mond Davis missed Jumper.,24,31
0:27,2032,Deven Simms Block.,24,31
0:27,2032,Christian Willis Defensive Rebound.,24,31
0:03,2032,Deven Simms made Layup.,26,31
0:00,333,End of 1st half,26,31
20:00,333,Jump Ball won by Alabama,26,31
19:52,333,Donta Hall missed Layup.,26,31
19:52,2032,Tamas Bruce Block.,26,31
19:52,333,Alabama Offensive Rebound.,26,31
19:49,333,Dazon Ingram made Three Point Jumper. Assisted by Braxton Key.,26,34
19:22,2032,Donte Thomas Turnover.,26,34
19:13,333,Dazon Ingram Turnover.,26,34
19:13,2032,Donte Thomas Steal.,26,34
19:10,333,Foul on Donta Hall.,26,34
19:10,2032,Donte Thomas made Free Throw.,27,34
19:10,2032,Donte Thomas missed Free Throw.,27,34
19:10,333,Dazon Ingram Defensive Rebound.,27,34
19:01,333,Riley Norris missed Three Point Jumper.,27,34
19:01,2032,Tamas Bruce Defensive Rebound.,27,34
18:46,2032,Devin Carter missed Layup.,27,34
18:46,2032,Tamas Bruce Offensive Rebound.,27,34
18:41,2032,Tamas Bruce missed Layup.,27,34
18:41,2032,Rashad Lindsey Offensive Rebound.,27,34
18:38,2032,Devin Carter missed Three Point Jumper.,27,34
18:38,2032,Tamas Bruce Offensive Rebound.,27,34
18:38,333,Foul on Donta Hall.,27,34
18:38,2032,Tamas Bruce missed Free Throw.,27,34
18:38,2032,Arkansas St Deadball Team Rebound.,27,34
18:38,2032,Tamas Bruce missed Free Throw.,27,34
18:38,2032,C.J. Foster Offensive Rebound.,27,34
18:38,2032,Devin Carter missed Jumper.,27,34
18:38,2032,C.J. Foster Offensive Rebound.,27,34
18:38,2032,Rashad Lindsey made Three Point Jumper. Assisted by C.J. Foster.,30,34
18:37,333,Braxton Key Turnover.,30,34
18:37,2032,Tamas Bruce Steal.,30,34
18:32,2032,Tamas Bruce Turnover.,30,34
18:32,333,Dazon Ingram Steal.,30,34
18:31,333,Dazon Ingram missed Layup.,30,34
18:31,333,Braxton Key Offensive Rebound.,30,34
18:26,333,Braxton Key missed Layup.,30,34
18:26,2032,Donte Thomas Defensive Rebound.,30,34
18:08,2032,Tamas Bruce made Layup. Assisted by Rashad Lindsey.,32,34
17:41,333,Alabama  Timeout,32,34
17:30,333,Braxton Key made Dunk. Assisted by Jimmie Taylor.,32,36
17:10,333,Foul on Jimmie Taylor.,32,36
16:48,2032,Foul on Donte Thomas.,32,36
16:48,2032,Donte Thomas Turnover.,32,36
16:39,333,Jimmie Taylor Turnover.,32,36
16:39,2032,C.J. Foster Steal.,32,36
16:32,2032,Devin Carter made Layup.,34,36
16:20,2032,Foul on Tamas Bruce.,34,36
16:20,333,Jimmie Taylor made Free Throw.,34,37
16:20,333,Jimmie Taylor made Free Throw.,34,38
16:08,2032,Foul on Devin Carter.,34,38
16:08,2032,Devin Carter Turnover.,34,38
15:59,2032,Foul on Salif Boudie.,34,38
15:56,333,Official TV Timeout,34,38
15:41,333,Dazon Ingram missed Layup.,34,38
15:41,2032,Rashad Lindsey Defensive Rebound.,34,38
15:33,2032,Rashad Lindsey missed Jumper.,34,38
15:33,333,Ar'Mond Davis Defensive Rebound.,34,38
15:27,333,Ar'Mond Davis missed Layup.,34,38
15:27,2032,C.J. Foster Defensive Rebound.,34,38
15:19,2032,Deven Simms missed Layup.,34,38
15:19,2032,Arkansas St Offensive Rebound.,34,38
15:19,333,Foul on Dazon Ingram.,34,38
15:16,2032,Deven Simms Turnover.,34,38
15:16,333,Shannon Hale Steal.,34,38
15:10,333,Shannon Hale made Layup. Assisted by Avery Johnson Jr..,34,40
14:54,2032,Deven Simms missed Layup.,34,40
14:54,2032,Salif Boudie Offensive Rebound.,34,40
14:54,2032,Salif Boudie made Two Point Tip Shot.,36,40
14:33,333,Avery Johnson Jr. made Jumper.,36,42
14:13,2032,Rashad Lindsey missed Three Point Jumper.,36,42
14:13,333,Braxton Key Defensive Rebound.,36,42
14:04,333,Braxton Key missed Layup.,36,42
14:04,2032,Devin Carter Defensive Rebound.,36,42
13:56,2032,C.J. Foster missed Three Point Jumper.,36,42
13:56,333,Alabama Defensive Rebound.,36,42
13:23,333,Shannon Hale missed Three Point Jumper.,36,42
13:23,2032,C.J. Foster Defensive Rebound.,36,42
13:23,2032,C.J. Foster Turnover.,36,42
13:08,333,Avery Johnson Jr. missed Three Point Jumper.,36,42
13:08,333,Riley Norris Offensive Rebound.,36,42
12:45,2032,Foul on Connor Kern.,36,42
12:23,333,Avery Johnson Jr. missed Jumper.,36,42
12:23,333,Avery Johnson Jr. Offensive Rebound.,36,42
12:10,333,Jimmie Taylor made Jumper.,36,44
11:49,333,Foul on Riley Norris.,36,44
11:49,333,Official TV Timeout,36,44
11:30,2032,Devin Carter made Layup.,38,44
11:30,333,Foul on Dazon Ingram.,38,44
11:30,2032,Devin Carter made Free Throw.,39,44
11:19,333,Shannon Hale Turnover.,39,44
11:19,2032,Deven Simms Steal.,39,44
11:12,2032,Deven Simms missed Layup.,39,44
11:12,333,Braxton Key Block.,39,44
11:12,333,Riley Norris Defensive Rebound.,39,44
11:06,2032,Foul on Tamas Bruce.,39,44
11:06,333,Donta Hall missed Free Throw.,39,44
11:06,333,Alabama Deadball Team Rebound.,39,44
11:06,333,Donta Hall made Free Throw.,39,45
10:56,333,Foul on Braxton Key.,39,45
10:56,2032,Deven Simms made Free Throw.,40,45
10:56,2032,Deven Simms missed Free Throw.,40,45
10:56,333,Donta Hall Defensive Rebound.,40,45
10:33,333,Riley Norris missed Three Point Jumper.,40,45
10:33,2032,Salif Boudie Defensive Rebound.,40,45
10:14,2032,Devin Carter missed Jumper.,40,45
10:14,333,Riley Norris Defensive Rebound.,40,45
10:06,333,Riley Norris made Layup.,40,47
10:06,2032,Foul on Salif Boudie.,40,47
10:06,333,Riley Norris missed Free Throw.,40,47
10:06,2032,Donte Thomas Defensive Rebound.,40,47
9:56,2032,Devin Carter missed Three Point Jumper.,40,47
9:56,333,Ar'Mond Davis Defensive Rebound.,40,47
9:50,333,Avery Johnson Jr. made Layup.,40,49
9:40,2032,Foul on Salif Boudie.,40,49
9:40,2032,Salif Boudie Turnover.,40,49
9:27,333,Braxton Key Turnover.,40,49
9:19,333,Foul on Donta Hall.,40,49
9:19,2032,Donte Thomas made Free Throw.,41,49
9:19,2032,Donte Thomas missed Free Throw.,41,49
9:19,333,Riley Norris Defensive Rebound.,41,49
9:07,333,Shannon Hale missed Three Point Jumper.,41,49
9:07,2032,Donte Thomas Defensive Rebound.,41,49
8:37,2032,C.J. Foster missed Three Point Jumper.,41,49
8:37,333,Avery Johnson Jr. Defensive Rebound.,41,49
8:30,333,Avery Johnson Jr. Turnover.,41,49
8:30,2032,Tamas Bruce Steal.,41,49
8:24,2032,Foul on Deven Simms.,41,49
8:24,2032,Deven Simms Turnover.,41,49
8:08,333,Braxton Key made Three Point Jumper. Assisted by Avery Johnson Jr..,41,52
7:42,2032,Tamas Bruce missed Dunk.,41,52
7:42,2032,Donte Thomas Offensive Rebound.,41,52
7:35,2032,Deven Simms missed Three Point Jumper.,41,52
7:35,2032,Deven Simms Offensive Rebound.,41,52
7:35,333,Foul on Braxton Key.,41,52
7:35,333,Official TV Timeout,41,52
7:35,2032,Deven Simms missed Free Throw.,41,52
7:35,333,Bola Olaniyan Defensive Rebound.,41,52
7:17,2032,Foul on Tamas Bruce.,41,52
7:17,333,Bola Olaniyan missed Free Throw.,41,52
7:17,333,Alabama Deadball Team Rebound.,41,52
7:17,333,Bola Olaniyan made Free Throw.,41,53
7:07,333,Foul on Avery Johnson Jr..,41,53
7:07,2032,Donte Thomas missed Free Throw.,41,53
7:07,2032,Arkansas St Deadball Team Rebound.,41,53
7:07,2032,Donte Thomas missed Free Throw.,41,53
7:07,333,Riley Norris Defensive Rebound.,41,53
6:43,333,Riley Norris made Jumper.,41,55
6:33,2032,Arkansas St  Timeout,41,55
6:20,2032,Devin Carter missed Three Point Jumper.,41,55
6:20,333,Braxton Key Defensive Rebound.,41,55
5:50,333,Avery Johnson Jr. missed Layup.,41,55
5:50,333,Jimmie Taylor Offensive Rebound.,41,55
5:50,2032,Foul on Salif Boudie.,41,55
5:50,333,Jimmie Taylor missed Free Throw.,41,55
5:50,333,Alabama Deadball Team Rebound.,41,55
5:50,333,Jimmie Taylor missed Free Throw.,41,55
5:50,2032,Donte Thomas Defensive Rebound.,41,55
5:43,2032,Deven Simms Turnover.,41,55
5:23,333,Jimmie Taylor missed Layup.,41,55
5:23,2032,Devin Carter Defensive Rebound.,41,55
5:22,2032,Devin Carter missed Jumper.,41,55
5:22,333,Bola Olaniyan Block.,41,55
5:22,333,Bola Olaniyan Defensive Rebound.,41,55
5:09,333,Braxton Key Turnover.,41,55
5:09,2032,Donte Thomas Steal.,41,55
4:57,2032,Deven Simms missed Jumper.,41,55
4:57,2032,C.J. Foster Offensive Rebound.,41,55
4:49,2032,Devin Carter missed Three Point Jumper.,41,55
4:49,333,Braxton Key Defensive Rebound.,41,55
4:41,333,Avery Johnson Jr. made Layup. Assisted by Braxton Key.,41,57
4:22,2032,Deven Simms made Three Point Jumper. Assisted by C.J. Foster.,44,57
3:57,333,Jimmie Taylor made Layup. Assisted by Bola Olaniyan.,44,59
3:43,2032,Deven Simms Turnover.,44,59
3:43,333,Braxton Key Steal.,44,59
3:38,333,Braxton Key made Layup.,44,61
3:29,2032,Devin Carter missed Layup.,44,61
3:29,2032,Nelson Nweke Offensive Rebound.,44,61
3:23,2032,Nelson Nweke missed Layup.,44,61
3:23,333,Jimmie Taylor Block.,44,61
3:23,333,Riley Norris Defensive Rebound.,44,61
3:13,333,Riley Norris made Layup.,44,63
3:07,333,Official TV Timeout,44,63
2:52,2032,Christian Davis missed Three Point Jumper.,44,63
2:52,333,Bola Olaniyan Defensive Rebound.,44,63
2:32,333,Bola Olaniyan missed Jumper.,44,63
2:32,2032,Arkansas St Defensive Rebound.,44,63
2:18,2032,Devin Carter missed Three Point Jumper.,44,63
2:18,333,Jimmie Taylor Defensive Rebound.,44,63
1:50,333,Jimmie Taylor made Layup. Assisted by Dazon Ingram.,44,65
1:27,2032,Devin Carter made Layup. Assisted by C.J. Foster.,46,65
1:16,2032,Foul on Nelson Nweke.,46,65
1:16,333,Jimmie Taylor missed Free Throw.,46,65
1:16,333,Alabama Deadball Team Rebound.,46,65
1:16,333,Jimmie Taylor missed Free Throw.,46,65
1:16,2032,Devin Carter Defensive Rebound.,46,65
1:01,2032,Connor Kern made Three Point Jumper.,49,65
0:34,333,Bola Olaniyan made Layup. Assisted by Lawson Schaffer.,49,67
0:26,2032,Deven Simms made Three Point Jumper. Assisted by Andrew Riley.,52,67
0:00,333,End of Game,52,67
