Sacramento State,265,Washington State,16
3:10,16,Marcus Graves made Jumper.,24,26
2:52,265,Conor Clifford made Layup. Assisted by Josh Hawkinson.,24,28
2:33,16,Matt Battaglia missed Three Point Jumper.,24,28
2:33,265,Ike Iroegbu Defensive Rebound.,24,28
2:23,265,Conor Clifford made Layup. Assisted by Ike Iroegbu.,24,30
2:23,16,Foul on Trevis Jackson.,24,30
2:23,265,Conor Clifford made Free Throw.,24,31
2:13,265,Foul on Josh Hawkinson.,24,31
1:52,16,Chibueze Jacobs missed Layup.,24,31
1:52,265,Robert Franks Defensive Rebound.,24,31
1:42,265,Ike Iroegbu missed Three Point Jumper.,24,31
1:42,265,Robert Franks Offensive Rebound.,24,31
1:31,265,Charles Callison made Layup.,24,33
1:03,16,Marcus Graves Turnover.,24,33
1:00,265,Conor Clifford Steal.,24,33
0:57,265,Washington St  Timeout,24,33
0:45,265,Charles Callison missed Jumper.,24,33
0:45,16,Grant Dressler Defensive Rebound.,24,33
0:18,265,Foul on Robert Franks.,24,33
0:18,16,Justin Strings made Free Throw.,25,33
0:18,16,Justin Strings missed Free Throw.,25,33
0:18,265,Conor Clifford Defensive Rebound.,25,33
0:01,265,Conor Clifford made Layup.,25,35
0:00,265,End of 1st half,25,35
19:54,16,Trevis Jackson Turnover.,25,35
19:36,265,Charles Callison made Three Point Jumper. Assisted by Robert Franks.,25,38
19:08,16,Marcus Graves made Jumper.,27,38
18:44,265,Ike Iroegbu missed Jumper.,27,38
18:44,16,Nick Hornsby Defensive Rebound.,27,38
18:34,16,Eric Stuteville made Jumper.,29,38
18:09,265,Conor Clifford made Layup.,29,40
17:48,16,Trevis Jackson Turnover.,29,40
17:25,265,Conor Clifford made Layup.,29,42
17:17,16,Marcus Graves made Jumper.,31,42
17:11,265,Robert Franks made Dunk. Assisted by Malachi Flynn.,31,44
17:07,16,Sacramento St  Timeout,31,44
16:57,265,Foul on Charles Callison.,31,44
16:57,16,Justin Strings made Free Throw.,32,44
16:57,16,Justin Strings made Free Throw.,33,44
16:33,265,Ike Iroegbu missed Layup.,33,44
16:33,16,Justin Strings Defensive Rebound.,33,44
16:27,16,Justin Strings missed Three Point Jumper.,33,44
16:27,265,Charles Callison Defensive Rebound.,33,44
16:19,265,Charles Callison Turnover.,33,44
16:07,16,Foul on Justin Strings.,33,44
16:07,16,Justin Strings Turnover.,33,44
15:37,265,Malachi Flynn made Three Point Jumper.,33,47
15:22,265,Foul on Malachi Flynn.,33,47
15:22,265,Technical Foul on Malachi Flynn.,33,47
15:22,265,Foul on Malachi Flynn.,33,47
15:22,16,Marcus Graves made Free Throw.,34,47
15:22,16,Marcus Graves made Free Throw.,35,47
15:07,16,Grant Dressler missed Jumper.,35,47
15:07,265,Josh Hawkinson Defensive Rebound.,35,47
14:49,265,Josh Hawkinson missed Three Point Jumper.,35,47
14:49,16,Jiday Ugbaja Defensive Rebound.,35,47
14:41,16,Jiday Ugbaja made Layup.,37,47
14:41,265,Foul on Conor Clifford.,37,47
14:41,265,Washington St  Timeout,37,47
14:41,16,Jiday Ugbaja made Free Throw.,38,47
14:31,265,Ike Iroegbu made Jumper.,38,49
14:15,16,Eric Stuteville made Dunk. Assisted by Jiday Ugbaja.,40,49
13:51,265,KJ Langston missed Three Point Jumper.,40,49
13:51,265,Washington St Offensive Rebound.,40,49
13:47,16,Foul on Eric Stuteville.,40,49
13:42,16,Foul on Marcus Graves.,40,49
13:37,265,KJ Langston missed Jumper.,40,49
13:37,16,Marcus Graves Defensive Rebound.,40,49
13:27,16,Justin Strings missed Three Point Jumper.,40,49
13:27,265,Conor Clifford Defensive Rebound.,40,49
13:24,16,Foul on Joshua Patton.,40,49
13:04,265,Charles Callison Turnover.,40,49
12:50,16,Nick Hornsby missed Three Point Jumper.,40,49
12:50,265,Conor Clifford Defensive Rebound.,40,49
12:41,265,Charles Callison made Three Point Jumper. Assisted by Malachi Flynn.,40,52
12:32,16,Jiday Ugbaja made Jumper.,42,52
12:24,265,Charles Callison missed Three Point Jumper.,42,52
12:24,16,Jiday Ugbaja Defensive Rebound.,42,52
12:08,16,Marcus Graves made Layup.,44,52
12:08,265,Foul on Conor Clifford.,44,52
12:08,16,Marcus Graves missed Free Throw.,44,52
12:08,265,Josh Hawkinson Defensive Rebound.,44,52
11:50,16,Foul on Jiday Ugbaja.,44,52
11:50,265,Official TV Timeout,44,52
11:32,265,Charles Callison Turnover.,44,52
11:31,16,Justin Strings Steal.,44,52
11:25,16,Nick Hornsby made Layup.,46,52
11:04,265,Josh Hawkinson missed Jumper.,46,52
11:04,16,Nick Hornsby Defensive Rebound.,46,52
10:56,16,Marcus Graves made Layup.,48,52
10:49,265,Washington St  Timeout,48,52
10:34,265,Ike Iroegbu missed Layup.,48,52
10:34,16,Marcus Graves Defensive Rebound.,48,52
10:24,16,Eric Stuteville made Layup. Assisted by Marcus Graves.,50,52
9:53,265,Ike Iroegbu made Layup.,50,54
9:34,16,Marcus Graves missed Jumper.,50,54
9:34,265,Robert Franks Block.,50,54
9:30,265,Robert Franks Defensive Rebound.,50,54
9:23,265,Josh Hawkinson made Layup. Assisted by Ike Iroegbu.,50,56
9:06,16,Eric Stuteville made Layup. Assisted by Justin Strings.,52,56
8:46,265,Malachi Flynn Turnover.,52,56
8:32,16,Trevis Jackson missed Three Point Jumper.,52,56
8:32,265,Josh Hawkinson Defensive Rebound.,52,56
8:12,16,Foul on Trevis Jackson.,52,56
7:49,265,Josh Hawkinson missed Jumper.,52,56
7:49,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,52,56
7:40,16,Nick Hornsby made Layup.,54,56
7:29,265,Ike Iroegbu missed Three Point Jumper.,54,56
7:29,16,Trevis Jackson Defensive Rebound.,54,56
7:18,16,Nick Hornsby missed Three Point Jumper.,54,56
7:18,265,Malachi Flynn Defensive Rebound.,54,56
7:08,265,Malachi Flynn Turnover.,54,56
6:42,16,Justin Strings missed Three Point Jumper.,54,56
6:42,265,Josh Hawkinson Defensive Rebound.,54,56
6:11,265,Viont'e Daniels missed Three Point Jumper.,54,56
6:11,265,Josh Hawkinson Offensive Rebound.,54,56
6:06,265,Robert Franks missed Three Point Jumper.,54,56
6:06,265,Washington St Offensive Rebound.,54,56
6:03,265,Official TV Timeout,54,56
5:35,265,Ike Iroegbu missed Three Point Jumper.,54,56
5:35,16,Chibueze Jacobs Defensive Rebound.,54,56
5:10,16,Chibueze Jacobs Turnover.,54,56
5:10,265,Ike Iroegbu Steal.,54,56
4:50,265,Ike Iroegbu made Dunk. Assisted by Josh Hawkinson.,54,58
4:23,16,Jiday Ugbaja made Three Point Jumper. Assisted by Eric Stuteville.,57,58
4:09,16,Foul on Jiday Ugbaja.,57,58
4:09,265,Ike Iroegbu missed Free Throw.,57,58
4:09,16,Nick Hornsby Defensive Rebound.,57,58
3:44,265,Foul on Conor Clifford.,57,58
3:44,265,Official TV Timeout,57,58
3:44,16,Eric Stuteville made Free Throw.,58,58
3:44,16,Eric Stuteville made Free Throw.,59,58
3:36,265,Ike Iroegbu Turnover.,59,58
3:34,16,Nick Hornsby Steal.,59,58
3:30,16,Justin Strings missed Three Point Jumper.,59,58
3:30,16,Sacramento St Offensive Rebound.,59,58
3:28,265,Foul on Conor Clifford.,59,58
3:28,16,Eric Stuteville made Free Throw.,60,58
3:28,16,Eric Stuteville missed Free Throw.,60,58
3:28,265,Robert Franks Defensive Rebound.,60,58
3:02,265,Malachi Flynn made Jumper.,60,60
2:42,16,Eric Stuteville missed Jumper.,60,60
2:42,265,Ike Iroegbu Defensive Rebound.,60,60
2:41,16,Foul on Nick Hornsby.,60,60
2:41,265,Ike Iroegbu made Free Throw.,60,61
2:41,265,Ike Iroegbu missed Free Throw.,60,61
2:41,16,Nick Hornsby Defensive Rebound.,60,61
2:28,16,Marcus Graves missed Jumper.,60,61
2:28,265,Charles Callison Defensive Rebound.,60,61
2:11,265,Robert Franks made Layup. Assisted by Ike Iroegbu.,60,63
2:11,16,Foul on Eric Stuteville.,60,63
2:11,265,Robert Franks made Free Throw.,60,64
1:57,265,Foul on Malachi Flynn.,60,64
1:57,16,Jiday Ugbaja made Layup.,62,64
1:57,16,Jiday Ugbaja made Free Throw.,63,64
1:28,16,Foul on Joshua Patton.,63,64
1:28,16,Sacramento St  Timeout,63,64
1:28,265,Josh Hawkinson made Free Throw.,63,65
1:28,265,Josh Hawkinson made Free Throw.,63,66
1:18,16,Marcus Graves missed Jumper.,63,66
1:18,265,Malachi Flynn Defensive Rebound.,63,66
0:49,265,Charles Callison made Layup.,63,68
0:34,265,Foul on Josh Hawkinson.,63,68
0:34,16,Jiday Ugbaja made Free Throw.,64,68
0:26,16,Foul on Nick Hornsby.,64,68
0:26,265,Robert Franks made Free Throw.,64,69
0:26,265,Robert Franks made Free Throw.,64,70
0:19,265,Foul on Charles Callison.,64,70
0:19,16,Marcus Graves made Free Throw.,65,70
0:19,16,Marcus Graves made Free Throw.,66,70
0:17,16,Foul on Joshua Patton.,66,70
0:17,265,Charles Callison made Free Throw.,66,71
0:17,265,Charles Callison made Free Throw.,66,72
0:10,16,Nick Hornsby missed Three Point Jumper.,66,72
0:10,16,Sacramento St Offensive Rebound.,66,72
0:07,16,Sacramento St  Timeout,66,72
0:04,16,Matt Battaglia missed Jumper.,66,72
0:04,265,Charles Callison Block.,66,72
0:03,265,Charles Callison Defensive Rebound.,66,72
0:03,16,Foul on Justin Strings.,66,72
0:03,265,Charles Callison made Free Throw.,66,73
0:03,265,Charles Callison made Free Throw.,66,74
0:01,16,Jeff Wu missed Three Point Jumper.,66,74
0:01,265,Josh Hawkinson Defensive Rebound.,66,74
0:00,265,End of Game,66,74
