Brescia,Error,Northern Kentucky,94
6:46,-1,Jordan Cooper-Livers missed Layup.,18,31
6:46,94,Carson Williams Defensive Rebound.,18,31
6:36,94,Carson Williams made Layup. Assisted by Cole Murray.,18,33
6:36,-1,Foul on Jordan Cooper-Livers.,18,33
6:36,94,Carson Williams made Free Throw.,18,34
6:16,-1,Jordan Cooper-Livers missed Jumper.,18,34
6:16,94,Carson Williams Defensive Rebound.,18,34
6:08,94,Drew McDonald missed Layup.,18,34
6:08,94,Carson Williams Offensive Rebound.,18,34
6:07,-1,Foul on Zach McDaniel.,18,34
6:00,94,Drew McDonald made Layup. Assisted by Jordan Garnett.,18,36
5:43,-1,Darion Morrow made Layup.,20,36
5:24,94,Cole Murray made Three Point Jumper. Assisted by Drew McDonald.,20,39
5:06,-1,Dillon Geralds missed Jumper.,20,39
5:06,94,Cole Murray Defensive Rebound.,20,39
4:58,94,Drew McDonald made Three Point Jumper. Assisted by Lavone Holland II.,20,42
4:42,-1,Dillon Geralds made Jumper.,22,42
4:19,94,Cole Murray missed Three Point Jumper.,22,42
4:19,94,Drew McDonald Offensive Rebound.,22,42
4:10,94,Lavone Holland II made Layup.,22,44
3:51,-1,Darion Morrow made Layup. Assisted by Trey Howard.,24,44
3:33,94,Lavone Holland II Turnover.,24,44
3:33,94,Official TV Timeout,24,44
3:22,-1,Brandon Stacker missed Layup.,24,44
3:22,94,Dantez Walton Block.,24,44
3:19,94,Brennan Gillis Defensive Rebound.,24,44
3:14,94,Cole Murray missed Three Point Jumper.,24,44
3:14,-1,Darion Morrow Defensive Rebound.,24,44
2:49,-1,Tavon Johnson missed Jumper.,24,44
2:49,94,Jeff Garrett Defensive Rebound.,24,44
2:40,94,Dantez Walton made Three Point Jumper. Assisted by Lavone Holland II.,24,47
2:26,-1,Tavon Johnson Turnover.,24,47
1:57,94,Jeff Garrett made Dunk. Assisted by Mason Faulkner.,24,49
1:43,94,Foul on Mason Faulkner.,24,49
1:42,-1,Adam Wilkinson Turnover.,24,49
1:38,94,Mason Faulkner Steal.,24,49
1:38,94,Mason Faulkner Turnover.,24,49
1:25,-1,Kayode Daboiku made Jumper.,26,49
1:05,94,Dantez Walton missed Three Point Jumper.,26,49
1:05,94,Jeff Garrett Offensive Rebound.,26,49
1:03,94,Tre Cobbs Turnover.,26,49
1:03,94,Foul on Tre Cobbs.,26,49
1:03,94,Northern Kentucky  Timeout,26,49
0:49,-1,Darion Morrow made Layup. Assisted by Adam Wilkinson.,28,49
0:45,94,Jeff Garrett Turnover.,28,49
0:45,94,Foul on Jeff Garrett.,28,49
0:31,-1,Kayode Daboiku missed Layup.,28,49
0:31,94,Jeff Garrett Defensive Rebound.,28,49
0:06,94,Mason Faulkner made Layup.,28,51
0:06,-1,Foul on Kayode Daboiku.,28,51
0:06,94,Mason Faulkner made Free Throw.,28,52
0:00,-1,Darion Morrow made Layup.,30,52
0:00,94,End of 1st half,30,52
19:51,94,Drew McDonald missed Three Point Jumper.,30,52
19:51,-1,Jordan Cooper-Livers Defensive Rebound.,30,52
19:42,-1,Trey Howard missed Jumper.,30,52
19:42,-1,Trey Howard Offensive Rebound.,30,52
19:39,-1,Trey Howard missed Layup.,30,52
19:39,94,Lavone Holland II Defensive Rebound.,30,52
19:32,-1,Foul on Jordan Cooper-Livers.,30,52
19:32,94,Carson Williams made Free Throw.,30,53
19:32,94,Carson Williams made Free Throw.,30,54
19:01,-1,Brescia  Turnover.,30,54
18:48,94,Drew McDonald made Layup. Assisted by Jordan Garnett.,30,56
18:23,-1,Trey Howard Turnover.,30,56
18:21,94,Carson Williams Steal.,30,56
18:19,-1,Foul on Dillon Geralds.,30,56
18:19,94,Carson Williams made Free Throw.,30,57
18:19,94,Carson Williams made Free Throw.,30,58
18:18,-1,Zach McDaniel Turnover.,30,58
18:16,94,Carson Williams Steal.,30,58
18:16,-1,Foul on Zach McDaniel.,30,58
18:08,94,Carson Williams missed Layup.,30,58
18:08,-1,Jordan Cooper-Livers Defensive Rebound.,30,58
18:01,-1,Ed Carter missed Layup.,30,58
18:01,94,Drew McDonald Defensive Rebound.,30,58
17:49,94,Drew McDonald Turnover.,30,58
17:48,-1,Ed Carter Steal.,30,58
17:43,-1,Trey Howard made Layup. Assisted by Jordan Cooper-Livers.,32,58
17:26,94,Lavone Holland II Turnover.,32,58
17:25,-1,Ed Carter Steal.,32,58
17:16,-1,Trey Howard made Three Point Jumper.,35,58
17:04,94,Cole Murray made Three Point Jumper. Assisted by Drew McDonald.,35,61
17:03,94,Northern Kentucky  Timeout,35,61
17:03,94,Official TV Timeout,35,61
16:58,94,Foul on Carson Williams.,35,61
16:58,-1,Kayode Daboiku made Free Throw.,36,61
16:58,-1,Kayode Daboiku made Free Throw.,37,61
16:28,-1,Foul on Dillon Geralds.,37,61
16:28,94,Carson Williams missed Free Throw.,37,61
16:28,94,Northern Kentucky Deadball Team Rebound.,37,61
16:28,94,Carson Williams made Free Throw.,37,62
16:21,-1,Trey Howard made Jumper.,39,62
16:07,94,Cole Murray missed Three Point Jumper.,39,62
16:07,-1,Kayode Daboiku Defensive Rebound.,39,62
16:01,-1,Ed Carter Turnover.,39,62
15:43,94,Drew McDonald missed Three Point Jumper.,39,62
15:43,94,Carson Williams Offensive Rebound.,39,62
15:36,94,Lavone Holland II missed Three Point Jumper.,39,62
15:36,94,Carson Williams Offensive Rebound.,39,62
15:19,94,Jordan Garnett missed Jumper.,39,62
15:19,-1,Kayode Daboiku Defensive Rebound.,39,62
15:12,-1,Trey Howard made Three Point Jumper.,42,62
14:51,94,Drew McDonald made Layup. Assisted by Jordan Garnett.,42,64
14:39,-1,Dillon Geralds missed Three Point Jumper.,42,64
14:39,94,Drew McDonald Defensive Rebound.,42,64
14:27,94,Cole Murray missed Three Point Jumper.,42,64
14:27,-1,Dillon Geralds Defensive Rebound.,42,64
14:18,94,Official TV Timeout,42,64
14:13,-1,Trey Howard missed Layup.,42,64
14:13,-1,Kayode Daboiku Offensive Rebound.,42,64
14:12,94,Foul on Dantez Walton.,42,64
14:12,-1,Kayode Daboiku missed Free Throw.,42,64
14:12,-1,Brescia Deadball Team Rebound.,42,64
14:12,-1,Kayode Daboiku made Free Throw.,43,64
13:51,94,Dantez Walton missed Three Point Jumper.,43,64
13:51,-1,Dillon Geralds Defensive Rebound.,43,64
13:41,-1,Trey Howard missed Three Point Jumper.,43,64
13:41,94,Brennan Gillis Defensive Rebound.,43,64
13:38,-1,Foul on Kayode Daboiku.,43,64
13:18,94,Dantez Walton missed Layup.,43,64
13:18,-1,Darion Morrow Defensive Rebound.,43,64
13:07,-1,Kayode Daboiku made Jumper. Assisted by Dillon Geralds.,45,64
12:47,94,Blake Spellman missed Jumper.,45,64
12:47,-1,Tavon Johnson Defensive Rebound.,45,64
12:36,-1,Kayode Daboiku made Layup.,47,64
12:36,94,Foul on Jeff Garrett.,47,64
12:36,-1,Kayode Daboiku missed Free Throw.,47,64
12:36,94,Jeff Garrett Defensive Rebound.,47,64
12:32,-1,Foul on Kayode Daboiku.,47,64
12:32,94,Mason Faulkner made Free Throw.,47,65
12:32,94,Mason Faulkner made Free Throw.,47,66
12:16,-1,Tavon Johnson missed Layup.,47,66
12:16,94,Jeff Garrett Block.,47,66
12:13,-1,Kayode Daboiku Offensive Rebound.,47,66
12:08,-1,Kayode Daboiku made Two Point Tip Shot.,49,66
12:02,94,Brennan Gillis missed Jumper.,49,66
12:02,-1,Dillon Geralds Defensive Rebound.,49,66
11:55,94,Foul on Brennan Gillis.,49,66
11:55,94,Official TV Timeout,49,66
11:55,-1,Dillon Geralds made Free Throw.,50,66
11:55,-1,Dillon Geralds made Free Throw.,51,66
11:34,94,Brennan Gillis made Layup. Assisted by Jeff Garrett.,51,68
11:12,94,Foul on Mason Faulkner.,51,68
11:09,-1,Brandon Stacker Turnover.,51,68
11:09,-1,Foul on Brandon Stacker.,51,68
10:43,94,Brennan Gillis made Jumper.,51,70
10:28,-1,Dillon Geralds made Layup.,53,70
10:17,94,Brennan Gillis missed Three Point Jumper.,53,70
10:17,-1,Tavon Johnson Defensive Rebound.,53,70
9:53,-1,Brandon Stacker made Three Point Jumper. Assisted by Tavon Johnson.,56,70
9:37,94,Jeff Garrett missed Three Point Jumper.,56,70
9:37,-1,Tavon Johnson Defensive Rebound.,56,70
9:31,-1,Dillon Geralds made Layup. Assisted by Tavon Johnson.,58,70
9:22,94,Northern Kentucky  Timeout,58,70
9:09,94,Drew McDonald made Jumper.,58,72
8:52,-1,Trey Howard made Three Point Jumper. Assisted by Adam Wilkinson.,61,72
8:27,94,Carson Williams made Layup. Assisted by Drew McDonald.,61,74
8:27,-1,Foul on Trey Howard.,61,74
8:27,94,Carson Williams made Free Throw.,61,75
8:06,-1,Kayode Daboiku missed Jumper.,61,75
8:06,94,Cole Murray Defensive Rebound.,61,75
7:57,94,Official TV Timeout,61,75
7:52,94,Carson Williams made Dunk. Assisted by Jordan Garnett.,61,77
7:44,-1,Dillon Geralds missed Three Point Jumper.,61,77
7:44,94,Drew McDonald Defensive Rebound.,61,77
7:34,-1,Foul on Jordan Cooper-Livers.,61,77
7:34,94,Drew McDonald missed Free Throw.,61,77
7:34,94,Northern Kentucky Deadball Team Rebound.,61,77
7:34,94,Drew McDonald made Free Throw.,61,78
7:16,-1,Dillon Geralds made Jumper.,63,78
7:03,94,Carson Williams made Jumper.,63,80
7:03,-1,Foul on Dillon Geralds.,63,80
7:03,94,Carson Williams made Free Throw.,63,81
6:41,-1,Kayode Daboiku missed Jumper.,63,81
6:41,-1,Kayode Daboiku Offensive Rebound.,63,81
6:29,-1,Dillon Geralds made Jumper. Assisted by Terrell Davis.,65,81
6:11,94,Jordan Garnett made Layup.,65,83
6:01,94,Foul on Cole Murray.,65,83
6:01,-1,Dillon Geralds made Free Throw.,66,83
6:01,-1,Dillon Geralds made Free Throw.,67,83
5:50,94,Cole Murray missed Three Point Jumper.,67,83
5:50,94,Drew McDonald Offensive Rebound.,67,83
5:45,94,Drew McDonald missed Two Point Tip Shot.,67,83
5:45,94,Jordan Garnett Offensive Rebound.,67,83
5:41,94,Jordan Garnett missed Two Point Tip Shot.,67,83
5:41,94,Drew McDonald Offensive Rebound.,67,83
5:38,94,Drew McDonald made Two Point Tip Shot.,67,85
5:27,-1,Tavon Johnson missed Jumper.,67,85
5:27,94,Lavone Holland II Block.,67,85
5:25,94,Lavone Holland II Defensive Rebound.,67,85
5:21,-1,Foul on Tavon Johnson.,67,85
5:21,94,Lavone Holland II made Free Throw.,67,86
5:21,94,Lavone Holland II made Free Throw.,67,87
5:19,-1,Tavon Johnson Turnover.,67,87
5:02,94,Drew McDonald made Layup. Assisted by Cole Murray.,67,89
4:51,-1,Tavon Johnson Turnover.,67,89
4:48,94,Cole Murray Steal.,67,89
4:47,94,Lavone Holland II made Layup. Assisted by Cole Murray.,67,91
4:34,94,Foul on Jordan Garnett.,67,91
4:34,-1,Dillon Geralds missed Free Throw.,67,91
4:34,94,Jordan Garnett Defensive Rebound.,67,91
4:24,94,Cole Murray missed Three Point Jumper.,67,91
4:24,94,Jordan Garnett Offensive Rebound.,67,91
4:18,94,Jordan Garnett Turnover.,67,91
4:06,-1,Darion Morrow Turnover.,67,91
4:05,94,Drew McDonald Steal.,67,91
4:02,-1,Foul on Darion Morrow.,67,91
4:02,94,Cole Murray missed Free Throw.,67,91
4:02,94,Northern Kentucky Deadball Team Rebound.,67,91
4:02,94,Cole Murray missed Free Throw.,67,91
4:02,-1,Ed Carter Defensive Rebound.,67,91
3:50,-1,Ed Carter missed Jumper.,67,91
3:50,94,Jordan Garnett Defensive Rebound.,67,91
3:47,-1,Foul on Jordan Cooper-Livers.,67,91
3:47,94,Official TV Timeout,67,91
3:47,94,Jordan Garnett missed Free Throw.,67,91
3:47,94,Northern Kentucky Deadball Team Rebound.,67,91
3:47,94,Jordan Garnett missed Free Throw.,67,91
3:47,94,Dantez Walton Offensive Rebound.,67,91
3:43,94,Dantez Walton made Layup.,67,93
3:36,94,Foul on Jordan Garnett.,67,93
3:36,-1,Dillon Geralds made Free Throw.,68,93
3:36,-1,Dillon Geralds made Free Throw.,69,93
3:23,94,Brandon Maxwell missed Three Point Jumper.,69,93
3:23,-1,Kayode Daboiku Defensive Rebound.,69,93
3:09,94,Foul on Mason Faulkner.,69,93
3:09,-1,Jordan Cooper-Livers missed Free Throw.,69,93
3:09,-1,Brescia Deadball Team Rebound.,69,93
3:09,-1,Jordan Cooper-Livers missed Free Throw.,69,93
3:09,94,Brennan Gillis Defensive Rebound.,69,93
2:39,94,Brennan Gillis missed Layup.,69,93
2:39,-1,Dillon Geralds Defensive Rebound.,69,93
2:32,-1,Trey Howard missed Three Point Jumper.,69,93
2:32,94,Northern Kentucky Defensive Rebound.,69,93
2:16,94,Blake Spellman missed Three Point Jumper.,69,93
2:16,-1,Darion Morrow Defensive Rebound.,69,93
2:06,-1,Zach McDaniel missed Jumper.,69,93
2:06,94,Dantez Walton Defensive Rebound.,69,93
1:59,94,Matt Rosenwinkel missed Three Point Jumper.,69,93
1:59,-1,Terrell Davis Defensive Rebound.,69,93
1:39,-1,Zach McDaniel Turnover.,69,93
1:39,94,Matt Rosenwinkel Steal.,69,93
1:35,94,Matt Rosenwinkel made Layup.,69,95
1:14,-1,Darion Morrow made Jumper.,71,95
1:14,94,Foul on Brandon Maxwell.,71,95
1:14,-1,Darion Morrow missed Free Throw.,71,95
1:14,94,Brennan Gillis Defensive Rebound.,71,95
1:00,94,Dantez Walton made Jumper. Assisted by Blake Spellman.,71,97
0:31,-1,Kayode Daboiku made Jumper. Assisted by Darion Morrow.,73,97
0:01,94,Northern Kentucky  Turnover.,73,97
0:00,94,End of Game,73,97
