Nevada,2628,TCU,2440
11:48,2628,Kenrich Williams made Layup.,15,21
11:29,2440,Darien Williams made Jumper.,17,21
11:17,2628,Official TV Timeout,17,21
11:10,2628,Desmond Bane missed Three Point Jumper.,17,21
11:10,2628,Kouat Noi Offensive Rebound.,17,21
10:59,2628,Kouat Noi Turnover.,17,21
10:58,2440,Caleb Martin Steal.,17,21
10:54,2440,Darien Williams Turnover.,17,21
10:40,2628,Alex Robinson missed Three Point Jumper.,17,21
10:40,2628,Kouat Noi Offensive Rebound.,17,21
10:34,2628,Kouat Noi Turnover.,17,21
10:32,2440,Josh Hall Steal.,17,21
10:28,2440,Caleb Martin missed Jumper.,17,21
10:28,2628,TCU Defensive Rebound.,17,21
9:59,2628,Alex Robinson made Layup.,17,23
9:34,2440,Caleb Martin missed Layup.,17,23
9:34,2628,Desmond Bane Defensive Rebound.,17,23
9:29,2440,Foul on Lindsey Drew.,17,23
9:26,2628,JD Miller missed Layup.,17,23
9:26,2440,Darien Williams Defensive Rebound.,17,23
9:21,2440,Josh Hall missed Three Point Jumper.,17,23
9:21,2440,Cody Martin Offensive Rebound.,17,23
8:53,2440,Josh Hall missed Layup.,17,23
8:53,2628,Desmond Bane Defensive Rebound.,17,23
8:48,2628,Alex Robinson missed Layup.,17,23
8:48,2440,Lindsey Drew Block.,17,23
8:48,2440,Nevada Defensive Rebound.,17,23
8:31,2440,Darien Williams made Jumper. Assisted by Cody Martin.,19,23
8:18,2628,Alex Robinson Turnover.,19,23
8:01,2440,Cody Martin Turnover.,19,23
7:49,2628,Desmond Bane made Three Point Jumper.,19,26
7:28,2440,Jordan Caroline missed Three Point Jumper.,19,26
7:28,2628,Kenrich Williams Defensive Rebound.,19,26
7:19,2628,Vladimir Brodziansky made Layup. Assisted by Jaylen Fisher.,19,28
7:19,2440,Nevada  Timeout,19,28
7:19,2628,Official TV Timeout,19,28
6:55,2440,Jordan Caroline missed Layup.,19,28
6:55,2628,Vladimir Brodziansky Defensive Rebound.,19,28
6:35,2628,JD Miller made Three Point Jumper.,19,31
6:35,2440,Foul on Jordan Caroline.,19,31
6:35,2628,JD Miller made Free Throw.,19,32
6:17,2440,Darien Williams Turnover.,19,32
6:15,2628,Jaylen Fisher Steal.,19,32
6:05,2628,Desmond Bane Turnover.,19,32
5:48,2440,Jordan Caroline made Layup. Assisted by Cody Martin.,21,32
5:48,2628,Foul on Vladimir Brodziansky.,21,32
5:48,2440,Jordan Caroline made Free Throw.,22,32
5:38,2628,Desmond Bane missed Layup.,22,32
5:38,2628,Kenrich Williams Offensive Rebound.,22,32
5:34,2628,Kenrich Williams made Two Point Tip Shot.,22,34
5:16,2628,Foul on Alex Robinson.,22,34
5:11,2440,Cody Martin made Jumper.,24,34
4:50,2628,JD Miller missed Three Point Jumper.,24,34
4:50,2440,Caleb Martin Defensive Rebound.,24,34
4:45,2440,Caleb Martin Turnover.,24,34
4:43,2628,Kenrich Williams Steal.,24,34
4:33,2628,JD Miller missed Three Point Jumper.,24,34
4:33,2440,Cody Martin Defensive Rebound.,24,34
4:22,2440,Caleb Martin missed Three Point Jumper.,24,34
4:22,2440,Cody Martin Offensive Rebound.,24,34
4:08,2440,Caleb Martin missed Three Point Jumper.,24,34
4:08,2628,Kenrich Williams Defensive Rebound.,24,34
3:46,2628,JD Miller made Layup.,24,36
3:29,2628,Foul on Jaylen Fisher.,24,36
3:29,2628,Official TV Timeout,24,36
3:23,2440,Kendall Stephens missed Three Point Jumper.,24,36
3:23,2628,TCU Defensive Rebound.,24,36
3:07,2628,Desmond Bane made Layup.,24,38
3:01,2628,Foul on Ahmed Hamdy-Mohamed.,24,38
3:01,2440,Jordan Caroline made Free Throw.,25,38
3:01,2440,Jordan Caroline missed Free Throw.,25,38
3:01,2440,Caleb Martin Offensive Rebound.,25,38
2:47,2440,Cody Martin made Dunk. Assisted by Hallice Cooke.,27,38
2:26,2440,Foul on Cody Martin.,27,38
2:26,2628,Vladimir Brodziansky made Free Throw.,27,39
2:26,2628,Vladimir Brodziansky missed Free Throw.,27,39
2:26,2440,Cody Martin Defensive Rebound.,27,39
2:19,2440,Hallice Cooke made Three Point Jumper. Assisted by Caleb Martin.,30,39
1:50,2628,Alex Robinson made Layup.,30,41
1:44,2440,Hallice Cooke made Layup. Assisted by Lindsey Drew.,32,41
1:24,2440,Foul on Lindsey Drew.,32,41
1:24,2628,Vladimir Brodziansky missed Free Throw.,32,41
1:24,2628,TCU Deadball Team Rebound.,32,41
1:24,2628,Vladimir Brodziansky missed Free Throw.,32,41
1:24,2440,Cody Martin Defensive Rebound.,32,41
1:14,2628,Foul on Desmond Bane.,32,41
1:14,2440,Caleb Martin missed Free Throw.,32,41
1:14,2628,Kenrich Williams Defensive Rebound.,32,41
0:52,2628,Alex Robinson made Jumper.,32,43
0:28,2440,Cody Martin made Layup.,34,43
0:04,2628,Vladimir Brodziansky made Layup. Assisted by Alex Robinson.,34,45
0:03,2628,TCU  Timeout,34,45
0:00,2628,End of 1st half,34,45
19:41,2440,Cody Martin Turnover.,34,45
19:13,2628,Alex Robinson missed Layup.,34,45
19:13,2440,Jordan Caroline Defensive Rebound.,34,45
19:08,2440,Cody Martin made Layup. Assisted by Caleb Martin.,36,45
18:39,2440,Foul on Lindsey Drew.,36,45
18:36,2628,Kenrich Williams missed Jumper.,36,45
18:36,2440,Jordan Caroline Defensive Rebound.,36,45
18:19,2440,Kendall Stephens missed Three Point Jumper.,36,45
18:19,2628,TCU Defensive Rebound.,36,45
18:08,2628,Jaylen Fisher made Three Point Jumper. Assisted by Alex Robinson.,36,48
17:49,2628,Foul on Jaylen Fisher.,36,48
17:49,2440,Jordan Caroline missed Free Throw.,36,48
17:49,2440,Nevada Deadball Team Rebound.,36,48
17:49,2440,Jordan Caroline made Free Throw.,37,48
17:34,2628,Vladimir Brodziansky missed Jumper.,37,48
17:34,2440,Nevada Deadball Team Rebound.,37,48
17:33,2628,Foul on Kenrich Williams.,37,48
17:15,2440,Jordan Caroline missed Three Point Jumper.,37,48
17:15,2628,JD Miller Defensive Rebound.,37,48
17:07,2628,JD Miller missed Jumper.,37,48
17:07,2440,Lindsey Drew Defensive Rebound.,37,48
16:40,2440,Cody Martin made Jumper.,39,48
16:30,2628,Jaylen Fisher Turnover.,39,48
16:29,2440,Cody Martin Steal.,39,48
16:28,2628,Foul on Alex Robinson.,39,48
16:28,2440,Caleb Martin missed Free Throw.,39,48
16:28,2440,Nevada Deadball Team Rebound.,39,48
16:28,2440,Caleb Martin made Free Throw.,40,48
16:13,2628,Vladimir Brodziansky made Layup. Assisted by Kenrich Williams.,40,50
16:06,2628,Foul on Kenrich Williams.,40,50
16:06,2440,Caleb Martin missed Free Throw.,40,50
16:06,2440,Nevada Deadball Team Rebound.,40,50
16:06,2440,Caleb Martin missed Free Throw.,40,50
16:06,2628,Kenrich Williams Defensive Rebound.,40,50
15:37,2628,Desmond Bane missed Three Point Jumper.,40,50
15:37,2440,Lindsey Drew Block.,40,50
15:36,2628,TCU Deadball Team Rebound.,40,50
15:36,2628,TCU  Turnover.,40,50
15:36,2628,Official TV Timeout,40,50
15:27,2628,Foul on Kouat Noi.,40,50
15:27,2440,Cody Martin missed Free Throw.,40,50
15:27,2440,Nevada Deadball Team Rebound.,40,50
15:27,2440,Cody Martin made Free Throw.,41,50
15:08,2628,Kouat Noi made Three Point Jumper. Assisted by Alex Robinson.,41,53
14:34,2440,Jordan Caroline missed Layup.,41,53
14:34,2628,Alex Robinson Defensive Rebound.,41,53
14:26,2628,Alex Robinson made Layup.,41,55
14:16,2628,Foul on Desmond Bane.,41,55
14:16,2440,Caleb Martin made Free Throw.,42,55
14:16,2440,Caleb Martin made Free Throw.,43,55
14:03,2628,Vladimir Brodziansky missed Layup.,43,55
14:03,2440,Jordan Caroline Block.,43,55
13:59,2628,Kenrich Williams Offensive Rebound.,43,55
13:57,2628,Kenrich Williams made Layup.,43,57
13:48,2440,Caleb Martin made Three Point Jumper.,46,57
13:32,2628,Vladimir Brodziansky Turnover.,46,57
13:16,2440,Caleb Martin Turnover.,46,57
13:15,2628,Alex Robinson Steal.,46,57
13:15,2440,Foul on Caleb Martin.,46,57
12:56,2628,Jaylen Fisher made Three Point Jumper.,46,60
12:40,2440,Caleb Martin missed Jumper.,46,60
12:40,2440,Jordan Caroline Offensive Rebound.,46,60
12:37,2440,Jordan Caroline made Layup.,48,60
12:19,2628,Kenrich Williams missed Jumper.,48,60
12:19,2628,TCU Offensive Rebound.,48,60
12:19,2628,TCU  Timeout,48,60
12:19,2628,Official TV Timeout,48,60
12:02,2628,Alex Robinson missed Layup.,48,60
12:02,2440,Cody Martin Defensive Rebound.,48,60
11:45,2628,Official TV Timeout,48,60
11:35,2440,Cody Martin made Jumper.,50,60
11:16,2628,Ahmed Hamdy-Mohamed made Layup. Assisted by Jaylen Fisher.,50,62
11:01,2440,Darien Williams missed Jumper.,50,62
11:01,2440,Cody Martin Offensive Rebound.,50,62
11:01,2628,Foul on Alex Robinson.,50,62
11:01,2440,Cody Martin missed Free Throw.,50,62
11:01,2440,Nevada Deadball Team Rebound.,50,62
11:01,2440,Cody Martin made Free Throw.,51,62
10:51,2440,Foul on Darien Williams.,51,62
10:51,2628,Jaylen Fisher made Free Throw.,51,63
10:51,2628,Jaylen Fisher made Free Throw.,51,64
10:37,2440,Jordan Caroline missed Layup.,51,64
10:37,2628,Ahmed Hamdy-Mohamed Defensive Rebound.,51,64
10:23,2628,Kenrich Williams Turnover.,51,64
10:08,2440,Darien Williams missed Jumper.,51,64
10:08,2628,Kenrich Williams Defensive Rebound.,51,64
9:58,2628,Jaylen Fisher made Three Point Jumper.,51,67
9:41,2628,Foul on Desmond Bane.,51,67
9:41,2440,Darien Williams missed Free Throw.,51,67
9:41,2440,Nevada Deadball Team Rebound.,51,67
9:41,2440,Darien Williams made Free Throw.,52,67
9:37,2628,Alex Robinson missed Layup.,52,67
9:37,2440,Lindsey Drew Defensive Rebound.,52,67
9:25,2440,Cody Martin missed Layup.,52,67
9:25,2440,Jordan Caroline Offensive Rebound.,52,67
9:23,2440,Jordan Caroline made Two Point Tip Shot.,54,67
9:07,2440,Foul on Jordan Caroline.,54,67
9:07,2628,Kenrich Williams made Free Throw.,54,68
9:07,2628,Kenrich Williams made Free Throw.,54,69
8:50,2440,Jordan Caroline made Jumper.,56,69
8:39,2440,Foul on Lindsey Drew.,56,69
8:39,2628,TCU  Timeout,56,69
8:19,2628,Jaylen Fisher missed Layup.,56,69
8:19,2440,Cody Martin Defensive Rebound.,56,69
8:11,2440,Caleb Martin made Three Point Jumper. Assisted by Cody Martin.,59,69
7:43,2440,Foul on Caleb Martin.,59,69
7:43,2628,Official TV Timeout,59,69
7:26,2628,Vladimir Brodziansky missed Jumper.,59,69
7:26,2440,Caleb Martin Defensive Rebound.,59,69
7:18,2628,Foul on Jaylen Fisher.,59,69
7:18,2440,Cody Martin made Free Throw.,60,69
7:18,2440,Cody Martin made Free Throw.,61,69
6:53,2628,Jaylen Fisher missed Layup.,61,69
6:53,2440,Lindsey Drew Defensive Rebound.,61,69
6:41,2440,Caleb Martin missed Jumper.,61,69
6:41,2440,Caleb Martin Offensive Rebound.,61,69
6:41,2628,Foul on Kenrich Williams.,61,69
6:41,2440,Caleb Martin made Free Throw.,62,69
6:41,2440,Caleb Martin made Free Throw.,63,69
6:24,2628,Kenrich Williams Turnover.,63,69
6:24,2440,Cody Martin Steal.,63,69
6:13,2440,Caleb Martin missed Layup.,63,69
6:13,2628,Vladimir Brodziansky Block.,63,69
6:11,2628,Kenrich Williams Defensive Rebound.,63,69
6:05,2440,Foul on Kendall Stephens.,63,69
6:05,2628,JD Miller made Free Throw.,63,70
6:05,2628,JD Miller missed Free Throw.,63,70
6:05,2440,Cody Martin Defensive Rebound.,63,70
5:56,2628,Foul on Vladimir Brodziansky.,63,70
5:56,2440,Cody Martin made Free Throw.,64,70
5:56,2440,Cody Martin made Free Throw.,65,70
5:42,2628,Alex Robinson made Layup.,65,72
5:26,2440,Caleb Martin missed Three Point Jumper.,65,72
5:26,2628,JD Miller Defensive Rebound.,65,72
5:16,2628,Kenrich Williams missed Layup.,65,72
5:16,2440,Nevada Defensive Rebound.,65,72
5:01,2440,Cody Martin made Jumper.,67,72
4:38,2628,JD Miller missed Three Point Jumper.,67,72
4:38,2440,Jordan Caroline Defensive Rebound.,67,72
4:20,2440,Kendall Stephens missed Three Point Jumper.,67,72
4:20,2440,Jordan Caroline Offensive Rebound.,67,72
4:14,2440,Kendall Stephens missed Three Point Jumper.,67,72
4:14,2628,JD Miller Block.,67,72
4:14,2440,Nevada Offensive Rebound.,67,72
4:05,2440,Cody Martin missed Jumper.,67,72
4:05,2628,Kenrich Williams Defensive Rebound.,67,72
3:48,2628,Official TV Timeout,67,72
3:48,2440,Foul on Caleb Martin.,67,72
3:48,2628,Official TV Timeout,67,72
3:48,2628,Alex Robinson missed Free Throw.,67,72
3:48,2628,TCU Deadball Team Rebound.,67,72
3:48,2628,Alex Robinson missed Free Throw.,67,72
3:48,2440,Jordan Caroline Defensive Rebound.,67,72
3:23,2440,Caleb Martin missed Jumper.,67,72
3:23,2628,Vladimir Brodziansky Block.,67,72
3:22,2628,Kenrich Williams Defensive Rebound.,67,72
2:54,2628,Vladimir Brodziansky made Jumper. Assisted by Jaylen Fisher.,67,74
2:38,2628,Foul on Kenrich Williams.,67,74
2:38,2440,Jordan Caroline made Free Throw.,68,74
2:38,2440,Jordan Caroline made Free Throw.,69,74
2:31,2628,Jaylen Fisher made Layup.,69,76
2:31,2440,Foul on Lindsey Drew.,69,76
2:31,2628,Jaylen Fisher missed Free Throw.,69,76
2:31,2440,Cody Martin Defensive Rebound.,69,76
2:17,2440,Jordan Caroline missed Layup.,69,76
2:17,2440,Caleb Martin Offensive Rebound.,69,76
2:14,2440,Caleb Martin missed Layup.,69,76
2:14,2628,Vladimir Brodziansky Block.,69,76
2:12,2628,Kenrich Williams Defensive Rebound.,69,76
1:47,2628,Kenrich Williams made Three Point Jumper. Assisted by Jaylen Fisher.,69,79
1:28,2440,Jordan Caroline made Layup. Assisted by Cody Martin.,71,79
1:28,2628,Foul on Kenrich Williams.,71,79
1:28,2440,Jordan Caroline made Free Throw.,72,79
1:20,2440,Foul on Jordan Caroline.,72,79
1:20,2628,Jaylen Fisher made Free Throw.,72,80
1:20,2628,Jaylen Fisher made Free Throw.,72,81
1:14,2440,Cody Martin made Layup.,74,81
1:07,2628,JD Miller made Layup. Assisted by Jaylen Fisher.,74,83
1:00,2440,Jordan Caroline missed Three Point Jumper.,74,83
1:00,2628,JD Miller Defensive Rebound.,74,83
0:27,2628,Alex Robinson Turnover.,74,83
0:19,2440,Jordan Caroline made Layup.,76,83
0:18,2628,JD Miller Turnover.,76,83
0:10,2440,Hallice Cooke missed Jumper.,76,83
0:10,2440,Jordan Caroline Offensive Rebound.,76,83
0:08,2628,Foul on JD Miller.,76,83
0:08,2440,Jordan Caroline made Free Throw.,77,83
0:08,2440,Jordan Caroline missed Free Throw.,77,83
0:08,2440,Kendall Stephens Offensive Rebound.,77,83
0:06,2440,Kendall Stephens made Three Point Jumper.,80,83
0:03,2440,Foul on Cody Martin.,80,83
0:03,2628,Jaylen Fisher made Free Throw.,80,84
0:00,2440,Cody Martin Turnover.,80,84
0:00,2628,Jaylen Fisher Steal.,80,84
0:00,2628,End of Game,80,84
