Oklahoma,30,USC,201
13:49,201,Foul on Kameron McGusty.,20,17
13:49,30,Jordan McLaughlin made Free Throw.,20,18
13:35,201,Matt Freeman Turnover.,20,18
13:25,30,Bennie Boatwright missed Layup.,20,18
13:25,201,Jamuni McNeace Defensive Rebound.,20,18
13:13,201,Trae Young missed Layup.,20,18
13:13,30,Chimezie Metu Defensive Rebound.,20,18
13:07,30,Chimezie Metu Turnover.,20,18
12:55,201,Kameron McGusty made Three Point Jumper. Assisted by Jordan Shepherd.,23,18
12:32,30,Bennie Boatwright missed Three Point Jumper.,23,18
12:32,201,Oklahoma Deadball Team Rebound.,23,18
12:18,201,Christian James missed Jumper.,23,18
12:18,30,Chimezie Metu Defensive Rebound.,23,18
12:06,30,Chimezie Metu made Layup. Assisted by Jonah Mathews.,23,20
11:59,30,Foul on Jordan Usher.,23,20
11:59,30,Official TV Timeout,23,20
11:52,201,Jamuni McNeace missed Jumper.,23,20
11:52,30,Nick Rakocevic Defensive Rebound.,23,20
11:28,30,Jonah Mathews Turnover.,23,20
11:22,201,Jamuni McNeace missed Jumper.,23,20
11:22,30,Jonah Mathews Defensive Rebound.,23,20
11:03,30,Chimezie Metu missed Jumper.,23,20
11:03,201,Christian James Defensive Rebound.,23,20
10:54,201,Kameron McGusty made Layup. Assisted by Christian James.,25,20
10:34,30,Jonah Mathews Turnover.,25,20
10:25,201,Khadeem Lattin made Jumper. Assisted by Trae Young.,27,20
10:02,201,Foul on Khadeem Lattin.,27,20
9:48,30,Elijah Stewart missed Three Point Jumper.,27,20
9:48,201,Jordan Shepherd Defensive Rebound.,27,20
9:39,201,Trae Young missed Jumper.,27,20
9:39,30,Elijah Stewart Block.,27,20
9:39,30,Bennie Boatwright Defensive Rebound.,27,20
9:30,30,Bennie Boatwright missed Three Point Jumper.,27,20
9:30,30,Nick Rakocevic Offensive Rebound.,27,20
9:30,30,Nick Rakocevic missed Dunk.,27,20
9:30,30,Elijah Stewart Offensive Rebound.,27,20
9:23,30,Shaqquan Aaron Turnover.,27,20
9:16,201,Brady Manek made Three Point Jumper. Assisted by Trae Young.,30,20
8:56,30,Shaqquan Aaron missed Three Point Jumper.,30,20
8:56,201,Khadeem Lattin Defensive Rebound.,30,20
8:46,201,Jordan Shepherd missed Three Point Jumper.,30,20
8:46,30,Nick Rakocevic Defensive Rebound.,30,20
8:34,30,Shaqquan Aaron missed Three Point Jumper.,30,20
8:34,201,Jordan Shepherd Defensive Rebound.,30,20
8:13,201,Trae Young made Three Point Jumper.,33,20
7:56,30,Bennie Boatwright missed Jumper.,33,20
7:56,201,Khadeem Lattin Block.,33,20
7:56,30,USC Offensive Rebound.,33,20
7:53,30,Official TV Timeout,33,20
7:43,30,Chimezie Metu Turnover.,33,20
7:43,201,Khadeem Lattin Steal.,33,20
7:29,201,Khadeem Lattin missed Jumper.,33,20
7:29,30,Nick Rakocevic Defensive Rebound.,33,20
7:16,30,USC  Timeout,33,20
7:15,30,Elijah Stewart made Three Point Jumper. Assisted by Jordan McLaughlin.,33,23
7:04,201,Trae Young made Jumper.,35,23
6:46,30,Nick Rakocevic made Layup. Assisted by Elijah Stewart.,35,25
6:36,201,Trae Young missed Three Point Jumper.,35,25
6:36,30,Elijah Stewart Defensive Rebound.,35,25
6:28,30,Bennie Boatwright made Layup. Assisted by Elijah Stewart.,35,27
6:00,201,Jordan Shepherd made Layup.,37,27
5:43,30,Foul on Jordan McLaughlin.,37,27
5:43,30,Jordan McLaughlin Turnover.,37,27
5:29,30,Foul on Jonah Mathews.,37,27
5:14,201,Brady Manek missed Jumper.,37,27
5:14,30,Bennie Boatwright Defensive Rebound.,37,27
5:01,30,Nick Rakocevic missed Layup.,37,27
5:01,201,Khadeem Lattin Block.,37,27
5:01,30,Chimezie Metu Offensive Rebound.,37,27
4:54,30,Chimezie Metu missed Jumper.,37,27
4:54,201,Khadeem Lattin Defensive Rebound.,37,27
4:43,201,Brady Manek missed Three Point Jumper.,37,27
4:43,30,Chimezie Metu Defensive Rebound.,37,27
4:17,30,Foul on Chimezie Metu.,37,27
4:17,30,Chimezie Metu Turnover.,37,27
4:03,201,Trae Young Turnover.,37,27
3:51,30,Jordan Usher missed Jumper.,37,27
3:51,30,Bennie Boatwright Offensive Rebound.,37,27
3:46,201,Foul on Matt Freeman.,37,27
3:46,30,Official TV Timeout,37,27
3:44,30,Bennie Boatwright missed Three Point Jumper.,37,27
3:44,201,Jamuni McNeace Block.,37,27
3:44,201,Trae Young Defensive Rebound.,37,27
3:27,201,Rashard Odomes made Layup.,39,27
3:14,30,Jonah Mathews made Layup. Assisted by Bennie Boatwright.,39,29
3:14,201,Foul on Jamuni McNeace.,39,29
3:14,30,Jonah Mathews made Free Throw.,39,30
2:57,201,Trae Young made Jumper.,41,30
2:52,30,Foul on Jonah Mathews.,41,30
2:52,201,Trae Young made Free Throw.,42,30
2:43,30,Jonah Mathews missed Three Point Jumper.,42,30
2:43,30,Chimezie Metu Offensive Rebound.,42,30
2:37,30,Elijah Stewart Turnover.,42,30
2:37,201,Trae Young Steal.,42,30
2:30,201,Trae Young missed Three Point Jumper.,42,30
2:30,201,Rashard Odomes Offensive Rebound.,42,30
2:08,201,Foul on Christian James.,42,30
2:08,201,Christian James Turnover.,42,30
1:53,201,Foul on Khadeem Lattin.,42,30
1:53,30,Jordan McLaughlin made Free Throw.,42,31
1:53,30,Jordan McLaughlin made Free Throw.,42,32
1:39,201,Jamuni McNeace missed Layup.,42,32
1:39,30,Chimezie Metu Block.,42,32
1:39,30,Jordan McLaughlin Defensive Rebound.,42,32
1:32,201,Foul on Matt Freeman.,42,32
1:32,30,Bennie Boatwright missed Free Throw.,42,32
1:32,30,USC Deadball Team Rebound.,42,32
1:32,30,Bennie Boatwright made Free Throw.,42,33
1:19,201,Trae Young missed Three Point Jumper.,42,33
1:19,201,Brady Manek Offensive Rebound.,42,33
1:19,201,Brady Manek made Two Point Tip Shot.,44,33
0:59,30,Bennie Boatwright Turnover.,44,33
0:45,30,Foul on Bennie Boatwright.,44,33
0:45,201,Trae Young made Free Throw.,45,33
0:45,201,Trae Young made Free Throw.,46,33
0:45,201,Oklahoma  Timeout,46,33
0:32,30,Jonah Mathews missed Three Point Jumper.,46,33
0:32,30,Bennie Boatwright Offensive Rebound.,46,33
0:26,30,Elijah Stewart made Three Point Jumper. Assisted by Bennie Boatwright.,46,36
0:02,201,Trae Young made Layup.,48,36
0:00,30,End of 1st half,48,36
20:00,30,Jump Ball won by USC,48,36
19:46,201,Jump Ball won by Oklahoma,48,36
19:46,30,Bennie Boatwright Turnover.,48,36
19:46,201,Rashard Odomes Steal.,48,36
19:36,201,Christian James missed Layup.,48,36
19:36,30,Bennie Boatwright Block.,48,36
19:36,201,Oklahoma Offensive Rebound.,48,36
19:23,201,Khadeem Lattin missed Jumper.,48,36
19:23,30,Chimezie Metu Defensive Rebound.,48,36
19:13,30,Jordan McLaughlin missed Layup.,48,36
19:13,30,USC Offensive Rebound.,48,36
19:00,30,Elijah Stewart missed Three Point Jumper.,48,36
19:00,201,Christian James Defensive Rebound.,48,36
18:44,201,Trae Young made Three Point Jumper. Assisted by Rashard Odomes.,51,36
18:25,30,Elijah Stewart made Three Point Jumper. Assisted by Jordan McLaughlin.,51,39
18:04,30,Foul on Elijah Stewart.,51,39
17:57,201,Brady Manek missed Layup.,51,39
17:57,30,Bennie Boatwright Block.,51,39
17:57,201,Khadeem Lattin Offensive Rebound.,51,39
17:51,201,Brady Manek made Layup.,53,39
17:41,30,Elijah Stewart missed Three Point Jumper.,53,39
17:41,201,Rashard Odomes Defensive Rebound.,53,39
17:31,201,Christian James made Three Point Jumper. Assisted by Trae Young.,56,39
17:21,30,USC  Timeout,56,39
17:21,30,Official TV Timeout,56,39
17:09,30,Foul on Chimezie Metu.,56,39
17:09,30,Chimezie Metu Turnover.,56,39
17:04,201,Rashard Odomes Turnover.,56,39
17:04,30,Chimezie Metu Steal.,56,39
16:52,30,Bennie Boatwright made Jumper. Assisted by Jordan McLaughlin.,56,41
16:43,201,Christian James made Three Point Jumper. Assisted by Trae Young.,59,41
16:24,30,Jonah Mathews made Layup.,59,43
15:49,201,Trae Young Turnover.,59,43
15:49,30,Official TV Timeout,59,43
15:34,30,Elijah Stewart made Three Point Jumper. Assisted by Bennie Boatwright.,59,46
15:10,30,Foul on Jonah Mathews.,59,46
15:05,201,Brady Manek missed Three Point Jumper.,59,46
15:05,30,Jordan Usher Defensive Rebound.,59,46
14:46,30,Elijah Stewart missed Jumper.,59,46
14:46,201,Christian James Defensive Rebound.,59,46
14:16,201,Brady Manek made Three Point Jumper. Assisted by Trae Young.,62,46
14:03,30,Foul on Chimezie Metu.,62,46
14:03,30,Chimezie Metu Turnover.,62,46
13:56,201,Christian James Turnover.,62,46
13:56,30,Jordan McLaughlin Steal.,62,46
13:51,30,Jordan McLaughlin made Layup.,62,48
13:36,201,Brady Manek missed Three Point Jumper.,62,48
13:36,30,Chimezie Metu Defensive Rebound.,62,48
13:30,201,Foul on Khadeem Lattin.,62,48
13:18,30,Jordan Usher missed Jumper.,62,48
13:18,30,Nick Rakocevic Offensive Rebound.,62,48
13:12,30,Nick Rakocevic made Jumper.,62,50
13:05,201,Kameron McGusty made Three Point Jumper.,65,50
13:00,30,Bennie Boatwright missed Three Point Jumper.,65,50
13:00,201,Kameron McGusty Defensive Rebound.,65,50
12:40,201,Matt Freeman missed Jumper.,65,50
12:40,30,Elijah Stewart Block.,65,50
12:40,30,Jordan Usher Defensive Rebound.,65,50
12:30,30,Jordan McLaughlin made Three Point Jumper.,65,53
12:10,201,Christian James missed Three Point Jumper.,65,53
12:10,30,Jordan Usher Defensive Rebound.,65,53
11:59,201,Foul on Christian James.,65,53
11:59,30,Official TV Timeout,65,53
11:53,30,Bennie Boatwright missed Three Point Jumper.,65,53
11:53,30,Elijah Stewart Offensive Rebound.,65,53
11:45,30,Jump Ball won by USC,65,53
11:43,30,Bennie Boatwright missed Layup.,65,53
11:43,201,Jordan Shepherd Defensive Rebound.,65,53
11:35,201,Kameron McGusty missed Layup.,65,53
11:35,30,Elijah Stewart Block.,65,53
11:35,30,Nick Rakocevic Defensive Rebound.,65,53
11:24,30,Jordan McLaughlin missed Layup.,65,53
11:24,30,USC Offensive Rebound.,65,53
11:24,30,Jordan McLaughlin missed Three Point Jumper.,65,53
11:24,201,Jamuni McNeace Defensive Rebound.,65,53
11:20,201,Jamuni McNeace Turnover.,65,53
11:13,30,Elijah Stewart missed Three Point Jumper.,65,53
11:13,201,Jamuni McNeace Defensive Rebound.,65,53
10:56,201,Trae Young missed Three Point Jumper.,65,53
10:56,30,Chimezie Metu Defensive Rebound.,65,53
10:45,30,Jordan McLaughlin missed Layup.,65,53
10:45,201,Jamuni McNeace Block.,65,53
10:45,201,Jordan Shepherd Defensive Rebound.,65,53
10:26,201,Jamuni McNeace Turnover.,65,53
10:12,201,Foul on Jamuni McNeace.,65,53
10:11,30,Chimezie Metu missed Jumper.,65,53
10:11,30,Nick Rakocevic Offensive Rebound.,65,53
10:06,30,Nick Rakocevic made Layup.,65,55
9:48,201,Brady Manek missed Three Point Jumper.,65,55
9:48,30,Nick Rakocevic Defensive Rebound.,65,55
9:23,30,Nick Rakocevic made Layup. Assisted by Elijah Stewart.,65,57
9:01,201,Kameron McGusty missed Jumper.,65,57
9:01,201,Jamuni McNeace Offensive Rebound.,65,57
8:54,201,Trae Young missed Three Point Jumper.,65,57
8:54,30,Jonah Mathews Defensive Rebound.,65,57
8:43,30,Chimezie Metu made Jumper.,65,59
8:36,30,Foul on Nick Rakocevic.,65,59
8:36,201,Trae Young made Free Throw.,66,59
8:36,201,Trae Young made Free Throw.,67,59
8:23,201,Foul on Jamuni McNeace.,67,59
8:23,30,Chimezie Metu made Free Throw.,67,60
8:23,30,Chimezie Metu made Free Throw.,67,61
8:17,201,Christian James missed Layup.,67,61
8:17,30,Chimezie Metu Defensive Rebound.,67,61
8:09,30,Jonah Mathews missed Layup.,67,61
8:09,201,Khadeem Lattin Block.,67,61
8:09,30,USC Offensive Rebound.,67,61
8:02,30,Nick Rakocevic made Layup. Assisted by Chimezie Metu.,67,63
7:40,201,Khadeem Lattin made Layup. Assisted by Kameron McGusty.,69,63
7:40,30,Foul on Nick Rakocevic.,69,63
7:40,30,Official TV Timeout,69,63
7:40,201,Khadeem Lattin made Free Throw.,70,63
7:22,30,Jordan McLaughlin made Three Point Jumper.,70,66
6:59,201,Brady Manek missed Three Point Jumper.,70,66
6:59,201,Christian James Offensive Rebound.,70,66
6:53,201,Christian James made Layup.,72,66
6:36,30,Nick Rakocevic missed Layup.,72,66
6:36,201,Khadeem Lattin Block.,72,66
6:36,201,Khadeem Lattin Defensive Rebound.,72,66
6:10,201,Jordan Shepherd made Three Point Jumper. Assisted by Christian James.,75,66
5:56,30,Elijah Stewart made Three Point Jumper. Assisted by Jordan McLaughlin.,75,69
5:28,201,Khadeem Lattin Turnover.,75,69
5:28,30,Nick Rakocevic Steal.,75,69
5:19,30,Jordan McLaughlin Turnover.,75,69
5:07,201,Christian James made Dunk. Assisted by Trae Young.,77,69
4:43,30,Jonah Mathews missed Three Point Jumper.,77,69
4:43,30,USC Offensive Rebound.,77,69
4:34,30,Jonah Mathews missed Three Point Jumper.,77,69
4:34,30,Elijah Stewart Offensive Rebound.,77,69
4:34,30,Elijah Stewart made Two Point Tip Shot.,77,71
4:02,201,Brady Manek made Dunk. Assisted by Trae Young.,79,71
3:48,30,Jordan McLaughlin Turnover.,79,71
3:48,30,Official TV Timeout,79,71
3:20,30,Foul on Jonah Mathews.,79,71
3:20,201,Trae Young missed Free Throw.,79,71
3:20,30,Elijah Stewart Defensive Rebound.,79,71
3:06,30,Bennie Boatwright missed Three Point Jumper.,79,71
3:06,201,Christian James Defensive Rebound.,79,71
2:32,201,Oklahoma  Turnover.,79,71
2:10,30,Chimezie Metu missed Jumper.,79,71
2:10,30,Bennie Boatwright Offensive Rebound.,79,71
2:05,30,Bennie Boatwright missed Layup.,79,71
2:05,201,Khadeem Lattin Block.,79,71
2:05,201,Khadeem Lattin Defensive Rebound.,79,71
1:40,201,Trae Young made Jumper.,81,71
1:26,30,Chimezie Metu made Dunk. Assisted by Jordan McLaughlin.,81,73
1:01,30,Foul on Chimezie Metu.,81,73
1:01,201,Khadeem Lattin missed Free Throw.,81,73
1:01,30,Chimezie Metu Defensive Rebound.,81,73
0:55,201,Foul on Khadeem Lattin.,81,73
0:55,30,Jordan McLaughlin made Free Throw.,81,74
0:55,30,Jordan McLaughlin made Free Throw.,81,75
0:54,201,Oklahoma  Timeout,81,75
0:48,30,Foul on Elijah Stewart.,81,75
0:48,201,Jordan Shepherd made Free Throw.,82,75
0:48,201,Jordan Shepherd made Free Throw.,83,75
0:40,30,Chimezie Metu made Dunk. Assisted by Jordan McLaughlin.,83,77
0:40,201,Foul on Jordan Shepherd.,83,77
0:40,30,Chimezie Metu made Free Throw.,83,78
0:33,201,Oklahoma  Timeout,83,78
0:31,30,Foul on Jordan Usher.,83,78
0:31,201,Trae Young made Free Throw.,84,78
0:31,201,Trae Young made Free Throw.,85,78
0:25,30,Jordan McLaughlin made Layup.,85,80
0:22,30,USC  Timeout,85,80
0:20,30,Foul on Jordan Usher.,85,80
0:20,201,Brady Manek missed Free Throw.,85,80
0:20,201,Oklahoma Deadball Team Rebound.,85,80
0:20,201,Brady Manek missed Free Throw.,85,80
0:20,30,Bennie Boatwright Defensive Rebound.,85,80
0:12,30,Jordan McLaughlin made Layup. Assisted by Bennie Boatwright.,85,82
0:12,201,Foul on Christian James.,85,82
0:12,30,Jordan McLaughlin made Free Throw.,85,83
0:03,30,Foul on Elijah Stewart.,85,83
0:03,201,Trae Young missed Free Throw.,85,83
0:03,201,Oklahoma Deadball Team Rebound.,85,83
0:03,201,Trae Young missed Free Throw.,85,83
0:03,30,Bennie Boatwright Defensive Rebound.,85,83
0:00,30,End of Game,85,83
