Emerson,Error,Brown,225
3:08,225,Tavon Blackmon missed Three Point Jumper.,25,37
3:08,-1,Michael Sheng Defensive Rebound.,25,37
2:59,-1,Jared Jackson Turnover.,25,37
2:46,225,Travis Fuller Turnover.,25,37
2:46,225,Foul on Travis Fuller.,25,37
2:28,-1,John Geary missed Jumper.,25,37
2:28,225,Steven Spieth Defensive Rebound.,25,37
2:21,225,Steven Spieth Turnover.,25,37
2:21,225,Foul on Steven Spieth.,25,37
1:52,-1,Geoffrey Gray missed Jumper.,25,37
1:52,225,Joshua Howard Defensive Rebound.,25,37
1:31,225,Steven Spieth missed Jumper.,25,37
1:31,-1,John Geary Defensive Rebound.,25,37
1:20,-1,Michael Sheng missed Jumper.,25,37
1:20,225,Joshua Howard Defensive Rebound.,25,37
1:02,225,JR Hobbie made Three Point Jumper. Assisted by Brandon Anderson.,25,40
0:52,225,Foul on Brandon Anderson.,25,40
0:52,-1,Michael Sheng missed Free Throw.,25,40
0:52,225,Steven Spieth Defensive Rebound.,25,40
0:40,-1,Foul on Kent Ellertson.,25,40
0:33,225,Joshua Howard missed Layup.,25,40
0:33,-1,Geoffrey Gray Defensive Rebound.,25,40
0:27,-1,Emerson  Timeout,25,40
0:05,-1,Kent Ellertson missed Layup.,25,40
0:05,-1,Mac Sashin Offensive Rebound.,25,40
0:01,-1,Mac Sashin missed Jumper.,25,40
0:01,-1,Michael Sheng Offensive Rebound.,25,40
0:00,225,End of 1st half,25,40
19:48,-1,Corey Fitz made Three Point Jumper. Assisted by Michael Sheng.,28,40
19:18,225,Obi Okolie made Three Point Jumper. Assisted by Brandon Anderson.,28,43
19:17,-1,Foul on Corey Fitz.,28,43
19:17,225,Obi Okolie made Free Throw.,28,44
19:11,-1,Michael Sheng Turnover.,28,44
19:10,225,Steven Spieth Steal.,28,44
19:08,-1,Foul on Michael Sheng.,28,44
19:08,225,Steven Spieth made Free Throw.,28,45
19:08,225,Steven Spieth made Free Throw.,28,46
19:03,-1,Corey Fitz made Jumper. Assisted by Geoffrey Gray.,30,46
18:52,225,Tavon Blackmon Turnover.,30,46
18:45,-1,Mac Sashin made Layup. Assisted by Corey Fitz.,32,46
18:32,225,Brandon Anderson made Three Point Jumper. Assisted by Steven Spieth.,32,49
18:05,-1,Geoffrey Gray Turnover.,32,49
17:57,225,Obi Okolie made Layup.,32,51
17:46,225,Foul on Tavon Blackmon.,32,51
17:32,-1,Michael Sheng made Jumper.,34,51
17:07,225,Joshua Howard Turnover.,34,51
17:07,-1,Corey Fitz Steal.,34,51
17:05,-1,Geoffrey Gray made Jumper.,36,51
16:53,225,Steven Spieth Turnover.,36,51
16:39,-1,Geoffrey Gray missed Three Point Jumper.,36,51
16:39,225,Travis Fuller Defensive Rebound.,36,51
16:28,225,Corey Daugherty Turnover.,36,51
16:27,-1,Corey Fitz Steal.,36,51
16:08,-1,Corey Fitz missed Three Point Jumper.,36,51
16:08,225,Steven Spieth Defensive Rebound.,36,51
15:58,225,Travis Fuller missed Jumper.,36,51
15:58,-1,Geoffrey Gray Defensive Rebound.,36,51
15:41,-1,Corey Fitz Turnover.,36,51
15:41,225,Official TV Timeout,36,51
15:31,-1,Foul on Michael Sheng.,36,51
15:17,225,Travis Fuller Turnover.,36,51
15:16,-1,Geoffrey Gray Steal.,36,51
15:11,-1,Geoffrey Gray missed Layup.,36,51
15:11,225,Corey Daugherty Block.,36,51
15:10,-1,John Geary Offensive Rebound.,36,51
15:05,-1,John Geary missed Layup.,36,51
15:05,225,Travis Fuller Defensive Rebound.,36,51
15:00,225,Obi Okolie Turnover.,36,51
14:37,-1,Michael Sheng Turnover.,36,51
14:36,225,Corey Daugherty Steal.,36,51
14:26,225,Travis Fuller missed Layup.,36,51
14:26,-1,Geoffrey Gray Block.,36,51
14:24,225,Travis Fuller Offensive Rebound.,36,51
14:23,225,Travis Fuller made Layup.,36,53
14:07,-1,Ben Holding Turnover.,36,53
14:07,225,Travis Fuller Steal.,36,53
13:48,-1,Foul on Alex Mrusek.,36,53
13:48,225,Travis Fuller missed Free Throw.,36,53
13:48,225,Brown Deadball Team Rebound.,36,53
13:48,225,Travis Fuller made Free Throw.,36,54
13:44,-1,Geoffrey Gray Turnover.,36,54
13:44,225,Brandon Anderson Steal.,36,54
13:41,-1,Foul on Kent Ellertson.,36,54
13:41,225,Travis Fuller made Free Throw.,36,55
13:41,225,Travis Fuller made Free Throw.,36,56
13:39,-1,Michael Sheng Turnover.,36,56
13:38,225,Corey Daugherty Steal.,36,56
13:37,225,Corey Daugherty made Layup.,36,58
13:37,-1,Emerson  Timeout,36,58
13:17,225,Foul on Joshua Howard.,36,58
13:17,-1,Geoffrey Gray made Free Throw.,37,58
13:17,-1,Geoffrey Gray made Free Throw.,38,58
13:05,225,Brandon Anderson made Three Point Jumper. Assisted by Joshua Howard.,38,61
13:03,-1,Foul on Ben Holding.,38,61
13:03,225,Brandon Anderson missed Free Throw.,38,61
13:03,225,Chris Sullivan Offensive Rebound.,38,61
12:53,225,Brandon Anderson made Three Point Jumper.,38,64
12:34,-1,Alex Mrusek missed Jumper.,38,64
12:34,-1,John Geary Offensive Rebound.,38,64
12:32,225,Foul on Joshua Howard.,38,64
12:13,-1,Geoffrey Gray made Three Point Jumper. Assisted by Michael Sheng.,41,64
12:04,-1,Foul on Geoffrey Gray.,41,64
12:04,225,Brandon Anderson made Free Throw.,41,65
12:04,225,Brandon Anderson made Free Throw.,41,66
11:44,225,Foul on Chris Sullivan.,41,66
11:44,225,Official TV Timeout,41,66
11:31,-1,Mac Sashin Turnover.,41,66
11:31,-1,Foul on Mac Sashin.,41,66
11:31,-1,Technical Foul on Emerson.,41,66
11:31,225,JR Hobbie made Free Throw.,41,67
11:31,225,JR Hobbie made Free Throw.,41,68
11:13,225,Blake Wilkinson missed Layup.,41,68
11:13,-1,Mac Sashin Block.,41,68
11:13,225,Joshua Howard Offensive Rebound.,41,68
11:13,-1,Foul on Mac Sashin.,41,68
11:13,225,Blake Wilkinson made Free Throw.,41,69
11:13,225,Blake Wilkinson missed Free Throw.,41,69
11:13,-1,Michael Sheng Defensive Rebound.,41,69
10:51,-1,Geoffrey Gray missed Jumper.,41,69
10:51,225,Kyle Haber Defensive Rebound.,41,69
10:40,225,Blake Wilkinson Turnover.,41,69
10:26,-1,Kent Ellertson made Three Point Jumper. Assisted by Jared Jackson.,44,69
10:13,225,Corey Daugherty missed Jumper.,44,69
10:13,-1,John Geary Defensive Rebound.,44,69
10:04,-1,Michael Sheng missed Jumper.,44,69
10:04,225,Corey Daugherty Block.,44,69
10:02,-1,Michael Sheng Offensive Rebound.,44,69
10:02,225,Foul on Blake Wilkinson.,44,69
9:59,225,Foul on Miki Ljuboja.,44,69
9:49,225,Foul on Miki Ljuboja.,44,69
9:49,-1,John Geary made Free Throw.,45,69
9:49,-1,John Geary made Free Throw.,46,69
9:35,225,Miki Ljuboja missed Three Point Jumper.,46,69
9:35,-1,Alex Mrusek Defensive Rebound.,46,69
9:32,225,Foul on Patrick Triplett.,46,69
9:32,-1,Alex Mrusek made Free Throw.,47,69
9:32,-1,Alex Mrusek made Free Throw.,48,69
9:27,-1,Foul on Kent Ellertson.,48,69
9:27,225,Kyle Haber made Free Throw.,48,70
9:27,225,Kyle Haber made Free Throw.,48,71
9:07,-1,Michael Sheng Turnover.,48,71
9:06,225,Corey Daugherty Steal.,48,71
8:58,-1,Foul on Michael Sheng.,48,71
8:58,225,Patrick Triplett made Free Throw.,48,72
8:58,225,Patrick Triplett made Free Throw.,48,73
8:38,-1,Alex Mrusek missed Layup.,48,73
8:38,225,Blake Wilkinson Block.,48,73
8:38,225,Patrick Triplett Defensive Rebound.,48,73
8:16,225,Blake Wilkinson made Layup. Assisted by Brandon Anderson.,48,75
8:00,-1,Geoffrey Gray missed Jumper.,48,75
8:00,-1,Geoffrey Gray Offensive Rebound.,48,75
7:57,-1,Geoffrey Gray missed Layup.,48,75
7:57,225,Patrick Triplett Defensive Rebound.,48,75
7:44,225,Patrick Triplett missed Three Point Jumper.,48,75
7:44,-1,Alex Mrusek Defensive Rebound.,48,75
7:11,-1,Emerson  Turnover.,48,75
7:11,225,Official TV Timeout,48,75
7:01,225,David Erebor Turnover.,48,75
6:51,-1,Michael Sheng made Jumper.,50,75
6:41,225,Kyle Haber made Layup. Assisted by Brandon Anderson.,50,77
6:23,-1,Jared Jackson made Three Point Jumper.,53,77
6:02,225,David Erebor Turnover.,53,77
6:01,-1,Geoffrey Gray Steal.,53,77
5:58,-1,Geoffrey Gray Turnover.,53,77
5:57,225,Chris Sullivan Steal.,53,77
5:50,225,Brandon Anderson missed Three Point Jumper.,53,77
5:50,-1,Alex Mrusek Defensive Rebound.,53,77
5:38,-1,Michael Sheng missed Jumper.,53,77
5:38,225,Miki Ljuboja Defensive Rebound.,53,77
5:29,225,Kyle Haber missed Three Point Jumper.,53,77
5:29,-1,Michael Sheng Defensive Rebound.,53,77
5:00,-1,Geoffrey Gray missed Jumper.,53,77
5:00,-1,Alex Mrusek Offensive Rebound.,53,77
4:57,-1,Alex Mrusek made Layup.,55,77
4:47,225,Brown  Timeout,55,77
4:39,225,Brandon Charnov missed Layup.,55,77
4:39,-1,Ben Holding Block.,55,77
4:38,225,Brandon Charnov Offensive Rebound.,55,77
4:38,-1,Foul on Ben Holding.,55,77
4:38,225,Brandon Charnov made Free Throw.,55,78
4:38,225,Brandon Charnov made Free Throw.,55,79
4:19,-1,Jared Jackson Turnover.,55,79
4:18,225,Brandon Charnov Steal.,55,79
3:58,225,Blake Wilkinson made Layup.,55,81
3:35,-1,Emerson  Timeout,55,81
3:35,225,Official TV Timeout,55,81
3:30,-1,Jared Jackson missed Jumper.,55,81
3:30,225,Kyle Haber Defensive Rebound.,55,81
3:19,225,Brandon Charnov made Layup. Assisted by Corey Daugherty.,55,83
3:04,-1,Jared Jackson Turnover.,55,83
3:03,225,Patrick Triplett Steal.,55,83
3:00,225,Patrick Triplett made Jumper.,55,85
2:43,225,Foul on Patrick Triplett.,55,85
2:43,-1,Kent Ellertson made Free Throw.,56,85
2:43,-1,Kent Ellertson missed Free Throw.,56,85
2:43,-1,Kent Ellertson Offensive Rebound.,56,85
2:39,-1,Kent Ellertson missed Three Point Jumper.,56,85
2:39,-1,Ryan Wooley Offensive Rebound.,56,85
2:29,-1,Ben Holding Turnover.,56,85
2:17,225,Corey Daugherty missed Jumper.,56,85
2:17,225,Kyle Haber Offensive Rebound.,56,85
2:07,225,Miki Ljuboja Turnover.,56,85
1:58,-1,Ben Holding missed Three Point Jumper.,56,85
1:58,225,Patrick Triplett Defensive Rebound.,56,85
1:46,225,Kyle Haber made Three Point Jumper. Assisted by Corey Daugherty.,56,88
1:32,225,Foul on Patrick Triplett.,56,88
1:32,-1,Kent Ellertson made Free Throw.,57,88
1:32,-1,Kent Ellertson made Free Throw.,58,88
1:18,225,Kyle Haber made Layup.,58,90
1:09,-1,Ben Holding missed Three Point Jumper.,58,90
1:09,225,Kyle Haber Defensive Rebound.,58,90
0:45,225,Brandon Charnov Turnover.,58,90
0:45,-1,Ranton Andaya Steal.,58,90
0:26,-1,Ben Holding Turnover.,58,90
0:00,225,End of Game,58,90
