Hartford,103,Boston College,42
2:37,103,A.J. Turner made Three Point Jumper. Assisted by Garland Owens.,18,23
2:21,103,Foul on Connar Tava.,18,23
2:21,42,TreVaughn Wilkerson made Free Throw.,19,23
2:21,42,TreVaughn Wilkerson made Free Throw.,20,23
2:11,103,Garland Owens missed Layup.,20,23
2:11,42,TreVaughn Wilkerson Defensive Rebound.,20,23
1:59,103,Foul on Connar Tava.,20,23
1:59,42,Jalen Ross made Free Throw.,21,23
1:59,42,Jalen Ross made Free Throw.,22,23
1:44,103,A.J. Turner missed Three Point Jumper.,22,23
1:44,42,Jason Dunne Defensive Rebound.,22,23
1:36,42,Jalen Ross missed Three Point Jumper.,22,23
1:36,103,Johncarlos Reyes Defensive Rebound.,22,23
1:16,103,Johncarlos Reyes missed Dunk.,22,23
1:16,42,Jason Dunne Defensive Rebound.,22,23
0:48,42,George Blagojevic made Jumper.,24,23
0:30,103,Ty Graves missed Three Point Jumper.,24,23
0:30,42,Jalen Ross Defensive Rebound.,24,23
0:20,42,Hartford  Timeout,24,23
0:05,42,Jason Dunne made Three Point Jumper. Assisted by Jalen Ross.,27,23
0:00,103,End of 1st half,27,23
19:48,103,Mo Jeffers made Jumper. Assisted by Jerome Robinson.,27,25
19:36,42,Hassan Attia Turnover.,27,25
19:36,42,Foul on Hassan Attia.,27,25
19:27,103,Jordan Chatman made Three Point Jumper. Assisted by Connar Tava.,27,28
18:58,42,Jason Dunne made Three Point Jumper. Assisted by J.R. Lynch.,30,28
18:46,103,Connar Tava missed Layup.,30,28
18:46,42,Hassan Attia Defensive Rebound.,30,28
18:35,42,J.R. Lynch made Layup.,32,28
18:15,103,Jerome Robinson made Layup. Assisted by A.J. Turner.,32,30
18:02,42,Jason Dunne missed Three Point Jumper.,32,30
18:02,103,Mo Jeffers Defensive Rebound.,32,30
17:48,103,Mo Jeffers missed Jumper.,32,30
17:48,42,Hassan Attia Block.,32,30
17:46,42,J.R. Lynch Defensive Rebound.,32,30
17:36,42,Jason Dunne made Three Point Jumper. Assisted by J.R. Lynch.,35,30
17:27,103,Boston College  Timeout,35,30
17:17,103,Jordan Chatman missed Three Point Jumper.,35,30
17:17,42,Jalen Ross Defensive Rebound.,35,30
17:10,42,Jason Dunne missed Three Point Jumper.,35,30
17:10,103,Mo Jeffers Defensive Rebound.,35,30
16:53,103,Jordan Chatman Turnover.,35,30
16:51,42,Jalen Ross Steal.,35,30
16:46,103,Foul on Jerome Robinson.,35,30
16:41,42,Jalen Ross missed Three Point Jumper.,35,30
16:41,103,Jerome Robinson Block.,35,30
16:39,103,Ty Graves Defensive Rebound.,35,30
16:21,103,Jerome Robinson missed Jumper.,35,30
16:21,42,Jack Hobbs Defensive Rebound.,35,30
15:54,42,Jason Dunne made Jumper.,37,30
15:39,103,Ty Graves Turnover.,37,30
15:38,42,Jason Dunne Steal.,37,30
15:36,103,Foul on Ty Graves.,37,30
15:36,103,Official TV Timeout,37,30
15:36,42,Jason Dunne made Free Throw.,38,30
15:36,42,Jason Dunne made Free Throw.,39,30
15:12,103,Mo Jeffers Turnover.,39,30
15:11,42,Jack Hobbs Steal.,39,30
15:08,42,Jalen Ross made Jumper.,41,30
14:45,103,Jerome Robinson missed Three Point Jumper.,41,30
14:45,42,J.R. Lynch Defensive Rebound.,41,30
14:25,42,Jack Hobbs missed Three Point Jumper.,41,30
14:25,103,A.J. Turner Defensive Rebound.,41,30
14:18,42,Foul on Jason Dunne.,41,30
14:18,103,Nik Popovic made Free Throw.,41,31
14:18,103,Nik Popovic missed Free Throw.,41,31
14:18,42,John Carroll Defensive Rebound.,41,31
13:57,42,John Carroll Turnover.,41,31
13:35,103,Connar Tava missed Layup.,41,31
13:35,42,Jack Hobbs Defensive Rebound.,41,31
13:06,42,Jalen Ross missed Jumper.,41,31
13:06,103,Jerome Robinson Block.,41,31
13:06,42,Hartford Offensive Rebound.,41,31
13:06,42,Hartford  Turnover.,41,31
12:49,103,Nik Popovic made Layup. Assisted by Connar Tava.,41,33
12:28,42,J.R. Lynch made Layup. Assisted by John Carroll.,43,33
12:17,103,Jerome Robinson missed Layup.,43,33
12:17,103,Boston College Offensive Rebound.,43,33
12:06,103,Jerome Robinson missed Jumper.,43,33
12:06,103,Connar Tava Offensive Rebound.,43,33
12:04,103,Connar Tava made Layup.,43,35
11:41,42,Jason Dunne made Three Point Jumper. Assisted by Jack Hobbs.,46,35
11:27,42,Foul on John Carroll.,46,35
11:27,103,Official TV Timeout,46,35
11:27,103,Nik Popovic made Free Throw.,46,36
11:27,103,Nik Popovic made Free Throw.,46,37
11:14,42,J.R. Lynch missed Three Point Jumper.,46,37
11:14,103,Nik Popovic Block.,46,37
11:12,103,Ky Bowman Defensive Rebound.,46,37
11:04,103,Nik Popovic missed Layup.,46,37
11:04,42,Hassan Attia Block.,46,37
11:03,103,Nik Popovic Offensive Rebound.,46,37
11:00,103,Nik Popovic missed Jumper.,46,37
11:00,42,Hassan Attia Block.,46,37
10:59,42,Andrew Ramirez Defensive Rebound.,46,37
10:30,42,Hartford  Turnover.,46,37
10:18,103,Ky Bowman made Three Point Jumper. Assisted by A.J. Turner.,46,40
9:52,103,Foul on Jerome Robinson.,46,40
9:47,42,J.R. Lynch made Three Point Jumper. Assisted by Jason Dunne.,49,40
9:35,42,Foul on Hassan Attia.,49,40
9:35,103,A.J. Turner made Free Throw.,49,41
9:35,103,A.J. Turner missed Free Throw.,49,41
9:35,42,Jason Dunne Defensive Rebound.,49,41
9:16,103,Foul on Jerome Robinson.,49,41
9:16,42,Jason Dunne made Free Throw.,50,41
9:16,42,Jason Dunne made Free Throw.,51,41
8:59,103,Ky Bowman missed Jumper.,51,41
8:59,103,Garland Owens Offensive Rebound.,51,41
8:56,103,Garland Owens made Layup.,51,43
8:41,42,Jason Dunne missed Three Point Jumper.,51,43
8:41,103,Ky Bowman Defensive Rebound.,51,43
8:17,103,Garland Owens made Jumper. Assisted by A.J. Turner.,51,45
7:57,42,Andrew Ramirez missed Layup.,51,45
7:57,103,Mo Jeffers Defensive Rebound.,51,45
7:49,103,A.J. Turner Turnover.,51,45
7:49,103,Foul on A.J. Turner.,51,45
7:49,103,Official TV Timeout,51,45
7:38,42,Hartford  Timeout,51,45
7:38,42,Jalen Ross made Jumper.,53,45
7:07,103,Mo Jeffers missed Jumper.,53,45
7:07,103,Mo Jeffers Offensive Rebound.,53,45
6:55,103,A.J. Turner made Jumper. Assisted by Garland Owens.,53,47
6:37,42,John Carroll Turnover.,53,47
6:37,42,Foul on John Carroll.,53,47
6:17,103,A.J. Turner made Jumper. Assisted by Ty Graves.,53,49
5:46,42,J.R. Lynch missed Three Point Jumper.,53,49
5:46,103,Garland Owens Defensive Rebound.,53,49
5:27,42,Foul on TreVaughn Wilkerson.,53,49
5:25,103,Jordan Chatman missed Jumper.,53,49
5:25,42,TreVaughn Wilkerson Defensive Rebound.,53,49
5:03,42,Jalen Ross missed Jumper.,53,49
5:03,103,Garland Owens Defensive Rebound.,53,49
4:54,42,Foul on TreVaughn Wilkerson.,53,49
4:54,103,Mo Jeffers missed Free Throw.,53,49
4:54,42,Jalen Ross Defensive Rebound.,53,49
4:33,42,Jack Hobbs made Three Point Jumper. Assisted by Jason Dunne.,56,49
4:20,103,Ty Graves missed Three Point Jumper.,56,49
4:20,103,Connar Tava Offensive Rebound.,56,49
4:17,42,Foul on Jason Dunne.,56,49
4:17,103,Connar Tava missed Free Throw.,56,49
4:17,42,Hassan Attia Defensive Rebound.,56,49
3:44,42,Hartford  Turnover.,56,49
3:44,103,Official TV Timeout,56,49
3:31,103,Jerome Robinson missed Three Point Jumper.,56,49
3:31,103,Connar Tava Offensive Rebound.,56,49
3:27,103,Connar Tava missed Layup.,56,49
3:27,103,Mo Jeffers Offensive Rebound.,56,49
3:24,103,Mo Jeffers made Layup.,56,51
2:59,42,Jason Dunne missed Jumper.,56,51
2:59,103,Mo Jeffers Defensive Rebound.,56,51
2:47,103,Connar Tava made Layup. Assisted by A.J. Turner.,56,53
2:47,42,Foul on Jack Hobbs.,56,53
2:47,103,Connar Tava made Free Throw.,56,54
2:37,42,J.R. Lynch Turnover.,56,54
2:36,103,Connar Tava Steal.,56,54
2:32,103,Jordan Chatman made Three Point Jumper. Assisted by A.J. Turner.,56,57
2:20,42,Hartford  Timeout,56,57
2:10,42,Jalen Ross made Three Point Jumper. Assisted by J.R. Lynch.,59,57
1:45,103,Jordan Chatman missed Three Point Jumper.,59,57
1:45,42,Jason Dunne Defensive Rebound.,59,57
1:21,42,Jack Hobbs missed Three Point Jumper.,59,57
1:21,103,Jerome Robinson Defensive Rebound.,59,57
1:13,42,Foul on Jack Hobbs.,59,57
1:13,103,Jordan Chatman made Free Throw.,59,58
1:13,103,Jordan Chatman made Free Throw.,59,59
0:55,103,Jerome Robinson missed Layup.,59,59
0:55,103,Mo Jeffers Offensive Rebound.,59,59
0:51,103,Mo Jeffers made Layup.,59,61
0:30,42,J.R. Lynch made Three Point Jumper. Assisted by Jack Hobbs.,62,61
0:25,103,Boston College  Timeout,62,61
0:14,103,Jerome Robinson made Jumper. Assisted by Mo Jeffers.,62,63
0:09,42,Hartford  Timeout,62,63
0:03,42,Jason Dunne made Three Point Jumper. Assisted by Jack Hobbs.,65,63
0:02,103,Boston College  Timeout,65,63
0:00,103,Jerome Robinson missed Three Point Jumper.,65,63
0:00,42,Hartford Defensive Rebound.,65,63
0:00,103,End of Game,65,63
