Jacksonville State,2628,TCU,55
19:09,55,Norbertas Giga Defensive Rebound.,34,36
19:04,2628,Foul on Brandon Parrish.,34,36
19:04,55,Norbertas Giga made Free Throw.,35,36
19:04,55,Norbertas Giga missed Free Throw.,35,36
19:04,2628,Brandon Parrish Defensive Rebound.,35,36
18:50,2628,Brandon Parrish made Three Point Jumper. Assisted by Jaylen Fisher.,35,39
18:33,2628,Foul on Jaylen Fisher.,35,39
18:25,55,Norbertas Giga missed Three Point Jumper.,35,39
18:25,2628,Jaylen Fisher Defensive Rebound.,35,39
18:21,55,Foul on Norbertas Giga.,35,39
18:15,2628,Brandon Parrish made Three Point Jumper. Assisted by Malique Trent.,35,42
17:52,2628,Foul on Malique Trent.,35,42
17:38,2628,Foul on Jaylen Fisher.,35,42
17:27,2628,Foul on Malique Trent.,35,42
17:27,55,Malcolm Drumwright made Free Throw.,36,42
17:27,55,Malcolm Drumwright made Free Throw.,37,42
17:00,2628,Kenrich Williams made Three Point Jumper. Assisted by Alex Robinson.,37,45
16:30,55,Jacara Cross made Jumper. Assisted by Christian Cunningham.,39,45
16:01,2628,Brandon Parrish missed Layup.,39,45
15:59,2628,Brandon Parrish Offensive Rebound.,39,45
15:57,2628,Brandon Parrish made Layup.,39,47
15:44,2628,Official TV Timeout,39,47
15:33,55,Jacara Cross missed Layup.,39,47
15:33,55,Jacara Cross Offensive Rebound.,39,47
15:31,55,Jacara Cross missed Layup.,39,47
15:31,2628,Karviar Shepherd Defensive Rebound.,39,47
15:25,2628,Alex Robinson Turnover.,39,47
15:25,2628,Foul on Alex Robinson.,39,47
14:57,55,Greg Tucker missed Three Point Jumper.,39,47
14:57,55,Erik Durham Offensive Rebound.,39,47
14:40,55,Malcolm Drumwright made Layup.,41,47
14:17,2628,Kenrich Williams made Dunk. Assisted by Karviar Shepherd.,41,49
14:01,55,Greg Tucker Turnover.,41,49
14:01,55,Foul on Greg Tucker.,41,49
13:44,2628,Kenrich Williams missed Jumper.,41,49
13:44,2628,Karviar Shepherd Offensive Rebound.,41,49
13:42,55,Foul on Jacara Cross.,41,49
13:34,55,Foul on Greg Tucker.,41,49
13:17,2628,Brandon Parrish missed Three Point Jumper.,41,49
13:17,55,Norbertas Giga Defensive Rebound.,41,49
12:55,55,Christian Cunningham Turnover.,41,49
12:53,2628,Brandon Parrish Steal.,41,49
12:52,2628,Brandon Parrish made Dunk.,41,51
12:45,55,Jacksonville St  Timeout,41,51
12:45,2628,Official TV Timeout,41,51
12:36,55,Malcolm Drumwright missed Three Point Jumper.,41,51
12:36,2628,Chris Washburn Defensive Rebound.,41,51
12:34,55,Foul on Christian Cunningham.,41,51
12:18,2628,Alex Robinson made Three Point Jumper.,41,54
11:51,55,Andre Statam Turnover.,41,54
11:50,2628,Chris Washburn Steal.,41,54
11:38,55,Foul on Andre Statam.,41,54
11:38,2628,Official TV Timeout,41,54
11:38,2628,Chris Washburn missed Free Throw.,41,54
11:38,2628,TCU Deadball Team Rebound.,41,54
11:38,2628,Chris Washburn made Free Throw.,41,55
11:10,55,Malcolm Drumwright made Jumper.,43,55
10:50,2628,Brandon Parrish made Jumper. Assisted by Malique Trent.,43,57
10:15,2628,Foul on Brandon Parrish.,43,57
10:15,55,Jacara Cross made Free Throw.,44,57
10:15,55,Jacara Cross missed Free Throw.,44,57
10:15,2628,Brandon Parrish Defensive Rebound.,44,57
9:57,55,Foul on Jacara Cross.,44,57
9:57,2628,Malique Trent missed Free Throw.,44,57
9:57,55,Norbertas Giga Defensive Rebound.,44,57
9:33,55,Norbertas Giga made Layup. Assisted by Malcolm Drumwright.,46,57
9:29,2628,TCU  Timeout,46,57
9:11,55,Foul on Norbertas Giga.,46,57
9:11,2628,Vladimir Brodziansky made Free Throw.,46,58
9:11,2628,Vladimir Brodziansky made Free Throw.,46,59
8:56,55,Malcolm Drumwright made Jumper.,48,59
8:39,2628,Vladimir Brodziansky made Layup. Assisted by Karviar Shepherd.,48,61
8:12,55,Malcolm Drumwright Turnover.,48,61
8:11,2628,Alex Robinson Steal.,48,61
7:55,2628,Jaylen Fisher made Three Point Jumper. Assisted by Desmond Bane.,48,64
7:33,55,Erik Durham Turnover.,48,64
7:31,2628,Desmond Bane Steal.,48,64
7:26,2628,Desmond Bane made Layup. Assisted by Jaylen Fisher.,48,66
7:24,2628,Official TV Timeout,48,66
7:07,55,Norbertas Giga missed Jumper.,48,66
7:07,2628,TCU Defensive Rebound.,48,66
6:44,2628,Alex Robinson missed Jumper.,48,66
6:44,55,Jacksonville St Defensive Rebound.,48,66
6:17,55,Christian Cunningham made Jumper. Assisted by Erik Durham.,50,66
6:01,55,Foul on Derrick Green.,50,66
6:01,2628,Alex Robinson made Free Throw.,50,67
6:01,2628,Alex Robinson missed Free Throw.,50,67
6:01,55,Derrick Green Defensive Rebound.,50,67
5:45,55,Greg Tucker made Layup.,52,67
5:31,2628,Desmond Bane made Layup. Assisted by Alex Robinson.,52,69
5:31,55,Foul on Greg Tucker.,52,69
5:31,2628,Desmond Bane made Free Throw.,52,70
5:16,55,Norbertas Giga Turnover.,52,70
5:10,2628,Vladimir Brodziansky missed Three Point Jumper.,52,70
5:10,55,Christian Cunningham Defensive Rebound.,52,70
5:01,2628,Foul on Jaylen Fisher.,52,70
5:01,55,Derrick Green missed Free Throw.,52,70
5:01,55,Jacksonville St Deadball Team Rebound.,52,70
5:01,55,Derrick Green made Free Throw.,53,70
4:44,2628,Karviar Shepherd Turnover.,53,70
4:42,55,Deshawn Jones Steal.,53,70
4:28,55,Greg Tucker missed Three Point Jumper.,53,70
4:28,2628,Alex Robinson Defensive Rebound.,53,70
4:10,2628,Karviar Shepherd missed Layup.,53,70
4:10,2628,Vladimir Brodziansky Offensive Rebound.,53,70
4:08,55,Foul on Greg Tucker.,53,70
4:08,2628,Vladimir Brodziansky made Free Throw.,53,71
4:08,2628,Vladimir Brodziansky made Free Throw.,53,72
3:47,55,Norbertas Giga Turnover.,53,72
3:46,2628,Desmond Bane Steal.,53,72
3:25,2628,Michael Williams missed Three Point Jumper.,53,72
3:25,55,Christian Cunningham Defensive Rebound.,53,72
3:11,2628,Official TV Timeout,53,72
3:06,55,Erik Durham missed Three Point Jumper.,53,72
3:06,2628,Michael Williams Defensive Rebound.,53,72
3:01,2628,Vladimir Brodziansky Turnover.,53,72
2:59,55,Greg Tucker Steal.,53,72
2:54,55,Norbertas Giga Turnover.,53,72
2:35,2628,Alex Robinson missed Three Point Jumper.,53,72
2:35,55,Erik Durham Defensive Rebound.,53,72
2:27,55,Malcolm Drumwright made Three Point Jumper. Assisted by Greg Tucker.,56,72
2:09,2628,Alex Robinson missed Layup.,56,72
2:09,55,Norbertas Giga Defensive Rebound.,56,72
1:55,55,Greg Tucker missed Layup.,56,72
1:55,2628,Vladimir Brodziansky Block.,56,72
1:55,55,Jacksonville St Offensive Rebound.,56,72
1:44,55,Greg Tucker missed Layup.,56,72
1:44,2628,Vladimir Brodziansky Block.,56,72
1:42,2628,Desmond Bane Defensive Rebound.,56,72
1:22,2628,Alex Robinson made Three Point Jumper.,56,75
1:06,2628,Foul on Desmond Bane.,56,75
1:06,55,Norbertas Giga made Free Throw.,57,75
1:06,55,Norbertas Giga missed Free Throw.,57,75
1:06,2628,Chris Washburn Defensive Rebound.,57,75
0:58,2628,Desmond Bane made Layup.,57,77
0:46,55,Erik Durham made Three Point Jumper. Assisted by Malcolm Drumwright.,60,77
0:25,2628,Chris Washburn made Layup. Assisted by Alex Robinson.,60,79
0:09,55,Erik Durham missed Three Point Jumper.,60,79
0:09,2628,Michael Williams Defensive Rebound.,60,79
0:00,2628,End of Game,60,79
