Ball State,333,Alabama,2050
6:19,333,Avery Johnson Jr. Turnover.,21,27
6:19,333,Official TV Timeout,21,27
6:00,2050,Ryan Weber missed Three Point Jumper.,21,27
6:00,2050,Tahjai Teague Offensive Rebound.,21,27
5:55,2050,Tahjai Teague missed Layup.,21,27
5:55,2050,Tahjai Teague Offensive Rebound.,21,27
5:49,2050,Kyle Mallers missed Three Point Jumper.,21,27
5:49,333,Dazon Ingram Defensive Rebound.,21,27
5:17,333,Dazon Ingram made Layup.,21,29
4:50,2050,Trey Moses missed Jumper.,21,29
4:50,333,Jimmie Taylor Defensive Rebound.,21,29
4:41,333,Nick King missed Jumper.,21,29
4:41,333,Nick King Offensive Rebound.,21,29
4:39,333,Nick King missed Jumper.,21,29
4:39,2050,Kyle Mallers Block.,21,29
4:37,2050,Tahjai Teague Defensive Rebound.,21,29
4:20,2050,Tayler Persons missed Jumper.,21,29
4:20,333,Dazon Ingram Defensive Rebound.,21,29
3:55,333,Braxton Key made Three Point Jumper.,21,32
3:35,2050,Trey Moses missed Layup.,21,32
3:35,333,Jimmie Taylor Block.,21,32
3:32,333,Nick King Defensive Rebound.,21,32
3:26,333,Braxton Key made Layup.,21,34
3:25,2050,Ball State  Timeout,21,34
3:08,2050,Franko House missed Layup.,21,34
3:08,333,Jimmie Taylor Defensive Rebound.,21,34
2:44,333,Jimmie Taylor made Layup.,21,36
2:26,2050,Foul on Tahjai Teague.,21,36
2:26,2050,Tahjai Teague Turnover.,21,36
2:11,333,Dazon Ingram missed Jumper.,21,36
2:11,2050,Tahjai Teague Defensive Rebound.,21,36
2:01,333,Foul on Riley Norris.,21,36
1:58,2050,Tahjai Teague missed Three Point Jumper.,21,36
1:58,333,Dazon Ingram Defensive Rebound.,21,36
1:40,333,Nick King Turnover.,21,36
1:39,2050,Francis Kiapway Steal.,21,36
1:35,2050,Francis Kiapway Turnover.,21,36
1:34,333,Nick King Steal.,21,36
1:21,333,Shannon Hale missed Jumper.,21,36
1:21,2050,Tahjai Teague Block.,21,36
1:19,2050,Kyle Mallers Defensive Rebound.,21,36
1:15,2050,Francis Kiapway missed Layup.,21,36
1:15,2050,Kyle Mallers Offensive Rebound.,21,36
1:12,2050,Kyle Mallers missed Jumper.,21,36
1:12,333,Shannon Hale Block.,21,36
1:12,2050,Ball State Offensive Rebound.,21,36
1:09,2050,Francis Kiapway missed Three Point Jumper.,21,36
1:09,2050,Franko House Offensive Rebound.,21,36
1:07,2050,Franko House made Layup.,23,36
0:48,333,Nick King Turnover.,23,36
0:32,2050,Franko House missed Jumper.,23,36
0:32,333,Avery Johnson Jr. Defensive Rebound.,23,36
0:02,333,Dazon Ingram missed Jumper.,23,36
0:02,2050,Tahjai Teague Block.,23,36
0:01,2050,Tahjai Teague Defensive Rebound.,23,36
0:00,333,Foul on Shannon Hale.,23,36
0:00,2050,Tahjai Teague made Free Throw.,24,36
0:00,2050,Tahjai Teague made Free Throw.,25,36
0:00,2050,Tahjai Teague made Free Throw.,26,36
0:00,333,End of 1st half,23,36
19:42,2050,Francis Kiapway Turnover.,26,36
19:40,333,Riley Norris Steal.,26,36
19:36,333,Corban Collins made Layup.,26,38
19:36,2050,Foul on Franko House.,26,38
19:36,333,Corban Collins missed Free Throw.,26,38
19:36,2050,Franko House Defensive Rebound.,26,38
19:12,333,Foul on Shannon Hale.,26,38
19:12,2050,Francis Kiapway made Free Throw.,27,38
19:12,2050,Francis Kiapway made Free Throw.,28,38
19:12,2050,Francis Kiapway missed Free Throw.,28,38
19:12,333,Riley Norris Defensive Rebound.,28,38
18:40,2050,Foul on Sean Sellers.,28,38
18:40,333,Dazon Ingram made Free Throw.,28,39
18:40,333,Dazon Ingram made Free Throw.,28,40
18:34,2050,Tayler Persons Turnover.,28,40
18:33,333,Dazon Ingram Steal.,28,40
18:30,333,Shannon Hale missed Layup.,28,40
18:30,333,Shannon Hale Offensive Rebound.,28,40
18:24,333,Shannon Hale made Two Point Tip Shot.,28,42
18:22,2050,Josh Thompson Turnover.,28,42
18:22,333,Dazon Ingram Steal.,28,42
18:09,333,Riley Norris missed Jumper.,28,42
18:09,333,Jimmie Taylor Offensive Rebound.,28,42
18:02,333,Dazon Ingram made Layup.,28,44
17:55,333,Foul on Corban Collins.,28,44
17:45,2050,Ryan Weber missed Three Point Jumper.,28,44
17:45,333,Jimmie Taylor Defensive Rebound.,28,44
17:23,333,Shannon Hale made Dunk. Assisted by Dazon Ingram.,28,46
17:19,2050,Ball State  Timeout,28,46
17:04,2050,Sean Sellers missed Three Point Jumper.,28,46
17:04,333,Dazon Ingram Defensive Rebound.,28,46
16:56,333,Corban Collins missed Three Point Jumper.,28,46
16:56,333,Riley Norris Offensive Rebound.,28,46
16:51,333,Riley Norris made Jumper.,28,48
16:33,2050,Tayler Persons made Jumper.,30,48
16:12,333,Shannon Hale missed Layup.,30,48
16:12,2050,Tahjai Teague Defensive Rebound.,30,48
16:07,2050,Franko House missed Layup.,30,48
16:07,333,Jimmie Taylor Block.,30,48
16:07,2050,Ball State Offensive Rebound.,30,48
15:58,333,Official TV Timeout,30,48
15:44,2050,Ryan Weber made Three Point Jumper. Assisted by Tahjai Teague.,33,48
15:26,333,Jimmie Taylor Turnover.,33,48
15:25,2050,Tayler Persons Steal.,33,48
15:21,333,Foul on Jimmie Taylor.,33,48
15:21,2050,Franko House made Free Throw.,34,48
15:21,2050,Franko House made Free Throw.,35,48
14:59,333,Ar'Mond Davis missed Jumper.,35,48
14:59,333,Ar'Mond Davis Offensive Rebound.,35,48
14:53,2050,Foul on Kyle Mallers.,35,48
14:53,333,Shannon Hale missed Free Throw.,35,48
14:53,333,Alabama Deadball Team Rebound.,35,48
14:53,333,Shannon Hale missed Free Throw.,35,48
14:53,2050,Tahjai Teague Defensive Rebound.,35,48
14:20,2050,Tahjai Teague missed Jumper.,35,48
14:20,2050,Franko House Offensive Rebound.,35,48
14:18,2050,Ball State  Turnover.,35,48
13:56,333,Braxton Key Turnover.,35,48
13:55,2050,Tayler Persons Steal.,35,48
13:51,2050,Tayler Persons missed Layup.,35,48
13:51,333,Avery Johnson Jr. Defensive Rebound.,35,48
13:44,2050,Foul on Tahjai Teague.,35,48
13:44,333,Shannon Hale made Free Throw.,35,49
13:44,333,Shannon Hale made Free Throw.,35,50
13:39,2050,Francis Kiapway Turnover.,35,50
13:38,333,Avery Johnson Jr. Steal.,35,50
13:34,333,Avery Johnson Jr. made Three Point Jumper. Assisted by Shannon Hale.,35,53
13:18,2050,Ryan Weber Turnover.,35,53
13:17,333,Shannon Hale Steal.,35,53
13:15,333,Shannon Hale Turnover.,35,53
13:14,2050,Francis Kiapway Steal.,35,53
13:04,2050,Ryan Weber missed Three Point Jumper.,35,53
13:04,333,Braxton Key Defensive Rebound.,35,53
12:47,333,Avery Johnson Jr. missed Layup.,35,53
12:47,333,Donta Hall Offensive Rebound.,35,53
12:44,333,Donta Hall made Two Point Tip Shot.,35,55
12:18,2050,Tahjai Teague missed Jumper.,35,55
12:18,333,Avery Johnson Jr. Defensive Rebound.,35,55
12:11,333,Ar'Mond Davis made Layup. Assisted by Avery Johnson Jr..,35,57
11:50,2050,Francis Kiapway Turnover.,35,57
11:48,333,Avery Johnson Jr. Steal.,35,57
11:47,333,Avery Johnson Jr. made Layup.,35,59
11:28,2050,Sean Sellers missed Three Point Jumper.,35,59
11:28,2050,Trey Moses Offensive Rebound.,35,59
11:23,2050,Trey Moses made Two Point Tip Shot.,37,59
10:59,333,Ar'Mond Davis made Three Point Jumper. Assisted by Avery Johnson Jr..,37,62
10:42,2050,Trey Moses Turnover.,37,62
10:41,333,Riley Norris Steal.,37,62
10:36,333,Dazon Ingram missed Layup.,37,62
10:36,333,Donta Hall Offensive Rebound.,37,62
10:36,2050,Foul on Francis Kiapway.,37,62
10:36,333,Official TV Timeout,37,62
10:36,333,Donta Hall missed Free Throw.,37,62
10:36,333,Alabama Deadball Team Rebound.,37,62
10:36,333,Donta Hall missed Free Throw.,37,62
10:36,333,Riley Norris Offensive Rebound.,37,62
10:34,333,Ar'Mond Davis missed Three Point Jumper.,37,62
10:34,2050,Tayler Persons Defensive Rebound.,37,62
10:19,2050,Franko House made Jumper.,39,62
9:53,333,Avery Johnson Jr. made Three Point Jumper. Assisted by Riley Norris.,39,65
9:39,2050,Kyle Mallers missed Jumper.,39,65
9:39,333,Donta Hall Block.,39,65
9:37,333,Avery Johnson Jr. Defensive Rebound.,39,65
9:32,333,Ar'Mond Davis made Three Point Jumper. Assisted by Avery Johnson Jr..,39,68
9:08,2050,Tayler Persons made Layup.,41,68
8:55,333,Alabama  Timeout,41,68
8:52,333,Ar'Mond Davis Turnover.,41,68
8:50,2050,Doudou Gueye Steal.,41,68
8:47,2050,Doudou Gueye Turnover.,41,68
8:09,2050,Foul on Franko House.,41,68
8:09,333,Nick King made Free Throw.,41,69
8:09,333,Nick King missed Free Throw.,41,69
8:09,333,Alabama Deadball Team Rebound.,41,69
8:09,333,Nick King made Free Throw.,41,70
7:52,2050,Ryan Weber Turnover.,41,70
7:52,333,Official TV Timeout,41,70
7:30,333,Nick King missed Jumper.,41,70
7:30,333,Bola Olaniyan Offensive Rebound.,41,70
7:20,333,Nick King missed Three Point Jumper.,41,70
7:20,333,Alabama Offensive Rebound.,41,70
7:03,333,Brandon Austin missed Three Point Jumper.,41,70
7:03,2050,Doudou Gueye Defensive Rebound.,41,70
7:01,333,Foul on Bola Olaniyan.,41,70
6:48,2050,Tayler Persons made Jumper.,43,70
6:23,333,Braxton Key Turnover.,43,70
6:21,2050,Doudou Gueye Steal.,43,70
6:17,2050,Tayler Persons made Jumper.,45,70
5:53,333,Bola Olaniyan Turnover.,45,70
5:33,333,Foul on Braxton Key.,45,70
5:22,2050,Doudou Gueye made Layup. Assisted by Francis Kiapway.,47,70
5:08,333,Nick King missed Jumper.,47,70
5:08,333,Bola Olaniyan Offensive Rebound.,47,70
5:04,333,Bola Olaniyan missed Layup.,47,70
5:04,2050,Francis Kiapway Defensive Rebound.,47,70
4:58,2050,Tayler Persons made Layup.,49,70
4:48,2050,Foul on Tayler Persons.,49,70
4:48,333,Dazon Ingram made Free Throw.,49,71
4:48,333,Dazon Ingram made Free Throw.,49,72
4:30,2050,Doudou Gueye Turnover.,49,72
4:29,333,Dazon Ingram Steal.,49,72
4:25,333,Nick King missed Layup.,49,72
4:25,333,Bola Olaniyan Offensive Rebound.,49,72
4:21,2050,Foul on Francis Kiapway.,49,72
4:21,333,Bola Olaniyan made Free Throw.,49,73
4:21,333,Bola Olaniyan made Free Throw.,49,74
4:05,2050,Trey Moses made Jumper.,51,74
3:48,333,Brandon Austin missed Layup.,51,74
3:48,2050,Trey Moses Defensive Rebound.,51,74
3:35,2050,Trey Moses made Layup. Assisted by Franko House.,53,74
3:13,333,Avery Johnson Jr. missed Layup.,53,74
3:13,2050,Kyle Mallers Defensive Rebound.,53,74
3:06,2050,Francis Kiapway Turnover.,53,74
3:06,333,Nick King Steal.,53,74
3:05,333,Official TV Timeout,53,74
2:51,333,Brandon Austin missed Jumper.,53,74
2:51,2050,Sean Sellers Defensive Rebound.,53,74
2:40,333,Foul on Ar'Mond Davis.,53,74
2:40,2050,Kyle Mallers missed Free Throw.,53,74
2:40,2050,Ball State Deadball Team Rebound.,53,74
2:40,2050,Kyle Mallers missed Free Throw.,53,74
2:40,333,Nick King Defensive Rebound.,53,74
2:22,333,Brandon Austin missed Three Point Jumper.,53,74
2:22,2050,Sean Sellers Defensive Rebound.,53,74
2:10,2050,Kyle Mallers missed Three Point Jumper.,53,74
2:10,333,Avery Johnson Jr. Defensive Rebound.,53,74
2:04,333,Ar'Mond Davis made Three Point Jumper. Assisted by Nick King.,53,77
1:40,2050,Kyle Mallers missed Jumper.,53,77
1:40,2050,Trey Moses Offensive Rebound.,53,77
1:36,2050,Trey Moses made Layup.,55,77
1:07,333,Ar'Mond Davis missed Jumper.,55,77
1:07,2050,Tahjai Teague Defensive Rebound.,55,77
0:55,2050,Trey Moses made Jumper. Assisted by Francis Kiapway.,57,77
0:27,333,Brandon Austin missed Jumper.,57,77
0:27,2050,Tahjai Teague Defensive Rebound.,57,77
0:19,2050,Tahjai Teague made Layup.,59,77
0:00,333,End of Game,59,77
