Georgia State,2509,Purdue,2247
10:03,2509,Carsen Edwards missed Jumper.,14,11
10:03,2247,Isaiah Williams Defensive Rebound.,14,11
9:57,2247,Devin Mitchell missed Three Point Jumper.,14,11
9:57,2509,P.J. Thompson Defensive Rebound.,14,11
9:50,2509,Carsen Edwards missed Three Point Jumper.,14,11
9:50,2247,Willie Clayton Defensive Rebound.,14,11
9:39,2509,Foul on Isaac Haas.,14,11
9:25,2247,D'Marcus Simonds made Layup. Assisted by Jeremy Hollowell.,16,11
9:08,2247,Foul on Willie Clayton.,16,11
9:03,2509,Vince Edwards Turnover.,16,11
8:54,2247,D'Marcus Simonds Turnover.,16,11
8:54,2509,Isaac Haas Steal.,16,11
8:49,2509,Vince Edwards Turnover.,16,11
8:26,2247,Justin Seymour missed Jumper.,16,11
8:26,2509,Caleb Swanigan Defensive Rebound.,16,11
8:16,2247,Foul on Isaiah Dennis.,16,11
8:16,2509,Isaac Haas made Free Throw.,16,12
8:16,2509,Isaac Haas missed Free Throw.,16,12
8:16,2247,Justin Seymour Defensive Rebound.,16,12
8:03,2247,Justin Seymour missed Jumper.,16,12
8:03,2509,Caleb Swanigan Defensive Rebound.,16,12
7:47,2509,Official TV Timeout,16,12
7:36,2509,Isaac Haas Turnover.,16,12
7:36,2247,Willie Clayton Steal.,16,12
7:29,2247,Jeremy Hollowell missed Layup.,16,12
7:29,2509,Purdue Defensive Rebound.,16,12
7:15,2509,Caleb Swanigan missed Jumper.,16,12
7:15,2509,P.J. Thompson Offensive Rebound.,16,12
7:10,2247,Foul on Justin Seymour.,16,12
7:10,2509,Caleb Swanigan made Free Throw.,16,13
7:10,2509,Caleb Swanigan made Free Throw.,16,14
6:50,2247,Willie Clayton made Layup. Assisted by Jeremy Hollowell.,18,14
6:40,2509,P.J. Thompson missed Three Point Jumper.,18,14
6:40,2247,Willie Clayton Defensive Rebound.,18,14
6:21,2247,Jeremy Hollowell missed Jumper.,18,14
6:21,2247,Willie Clayton Offensive Rebound.,18,14
6:16,2247,Willie Clayton missed Jumper.,18,14
6:16,2509,P.J. Thompson Defensive Rebound.,18,14
6:06,2509,Caleb Swanigan made Jumper. Assisted by Dakota Mathias.,18,16
5:33,2247,Justin Seymour Turnover.,18,16
5:28,2509,Basil Smotherman Turnover.,18,16
5:28,2247,Jeremy Hollowell Steal.,18,16
5:21,2247,D'Marcus Simonds Turnover.,18,16
5:08,2509,Carsen Edwards made Layup.,18,18
4:50,2509,Foul on Basil Smotherman.,18,18
4:30,2247,Jeremy Hollowell missed Jumper.,18,18
4:30,2509,Spike Albrecht Defensive Rebound.,18,18
4:20,2509,Foul on Carsen Edwards.,18,18
4:20,2509,Carsen Edwards Turnover.,18,18
4:03,2247,Jeremy Hollowell missed Three Point Jumper.,18,18
4:03,2247,Jeff Thomas Offensive Rebound.,18,18
3:59,2509,Foul on Caleb Swanigan.,18,18
3:59,2509,Official TV Timeout,18,18
3:59,2247,Jeff Thomas made Free Throw.,19,18
3:59,2247,Jeff Thomas made Free Throw.,20,18
3:47,2509,Dakota Mathias made Three Point Jumper. Assisted by Spike Albrecht.,20,21
3:24,2247,Jeremy Hollowell made Jumper.,22,21
2:58,2509,Caleb Swanigan made Jumper. Assisted by Dakota Mathias.,22,23
2:38,2247,D'Marcus Simonds made Layup.,24,23
2:23,2509,Carsen Edwards missed Three Point Jumper.,24,23
2:23,2247,Austin Donaldson Defensive Rebound.,24,23
2:07,2247,Willie Clayton made Layup. Assisted by Jeremy Hollowell.,26,23
1:52,2247,Foul on Willie Clayton.,26,23
1:52,2509,Caleb Swanigan made Free Throw.,26,24
1:52,2509,Caleb Swanigan made Free Throw.,26,25
1:25,2247,Jeremy Hollowell missed Jumper.,26,25
1:25,2509,Purdue Defensive Rebound.,26,25
1:25,2247,Foul on Willie Clayton.,26,25
1:25,2509,Caleb Swanigan missed Free Throw.,26,25
1:25,2509,Purdue Deadball Team Rebound.,26,25
1:25,2509,Caleb Swanigan made Free Throw.,26,26
1:25,2247,Georgia St  Timeout,26,26
1:19,2247,D'Marcus Simonds missed Jumper.,26,26
1:19,2247,Georgia St Offensive Rebound.,26,26
1:12,2247,Jeremy Hollowell made Jumper.,28,26
0:55,2247,Foul on Jeremy Hollowell.,28,26
0:55,2509,Caleb Swanigan missed Free Throw.,28,26
0:55,2509,Purdue Deadball Team Rebound.,28,26
0:55,2509,Caleb Swanigan made Free Throw.,28,27
0:13,2509,Foul on Carsen Edwards.,28,27
0:13,2247,Justin Seymour made Free Throw.,29,27
0:13,2247,Justin Seymour made Free Throw.,30,27
0:04,2509,P.J. Thompson missed Three Point Jumper.,30,27
0:04,2247,Chris Clerkley Defensive Rebound.,30,27
0:00,2509,End of 1st half,30,27
20:00,2509,Jump Ball won by Purdue,30,27
19:53,2509,Vince Edwards missed Three Point Jumper.,30,27
19:53,2509,Purdue Deadball Team Rebound.,30,27
19:53,2247,Foul on Willie Clayton.,30,27
19:47,2509,Dakota Mathias missed Three Point Jumper.,30,27
19:47,2247,Jeff Thomas Defensive Rebound.,30,27
19:36,2247,Jeremy Hollowell Turnover.,30,27
19:36,2509,P.J. Thompson Steal.,30,27
19:33,2247,Foul on Isaiah Dennis.,30,27
19:33,2509,P.J. Thompson made Free Throw.,30,28
19:33,2509,P.J. Thompson missed Free Throw.,30,28
19:33,2247,Jeff Thomas Defensive Rebound.,30,28
19:16,2247,Jeremy Hollowell made Jumper. Assisted by Justin Seymour.,32,28
18:52,2509,P.J. Thompson missed Three Point Jumper.,32,28
18:52,2509,Vince Edwards Offensive Rebound.,32,28
18:46,2509,Caleb Swanigan made Jumper. Assisted by Vince Edwards.,32,30
18:08,2247,Justin Seymour missed Layup.,32,30
18:08,2247,Jordan Session Offensive Rebound.,32,30
18:08,2509,Foul on Dakota Mathias.,32,30
18:08,2247,Jordan Session made Free Throw.,33,30
18:08,2247,Jordan Session made Free Throw.,34,30
17:55,2509,Vince Edwards made Three Point Jumper.,34,33
17:28,2247,Jeremy Hollowell Turnover.,34,33
17:19,2247,Foul on Malik Benlevi.,34,33
17:09,2509,Isaac Haas missed Jumper.,34,33
17:09,2247,Jeremy Hollowell Block.,34,33
17:09,2247,D'Marcus Simonds Defensive Rebound.,34,33
17:01,2509,Foul on Isaac Haas.,34,33
17:01,2247,Isaiah Dennis missed Free Throw.,34,33
17:01,2247,Georgia St Deadball Team Rebound.,34,33
17:01,2247,Isaiah Dennis made Free Throw.,35,33
16:43,2509,Caleb Swanigan Turnover.,35,33
16:43,2247,Isaiah Dennis Steal.,35,33
16:43,2247,Jump Ball won by Georgia St,35,33
16:29,2509,Foul on Dakota Mathias.,35,33
16:16,2247,D'Marcus Simonds made Three Point Jumper. Assisted by Isaiah Dennis.,38,33
15:57,2247,Foul on Isaiah Dennis.,38,33
15:57,2509,Official TV Timeout,38,33
15:51,2509,Carsen Edwards missed Three Point Jumper.,38,33
15:51,2247,Jordan Session Defensive Rebound.,38,33
15:28,2247,Malik Benlevi made Three Point Jumper. Assisted by Austin Donaldson.,41,33
15:15,2509,Vince Edwards Turnover.,41,33
15:15,2247,Malik Benlevi Steal.,41,33
15:11,2247,Malik Benlevi Turnover.,41,33
15:11,2509,P.J. Thompson Steal.,41,33
15:11,2247,Foul on Jordan Session.,41,33
15:11,2509,Carsen Edwards made Free Throw.,41,34
15:11,2509,Carsen Edwards made Free Throw.,41,35
14:58,2247,Jeremy Hollowell missed Jumper.,41,35
14:58,2509,Purdue Deadball Team Rebound.,41,35
14:55,2247,Foul on Jordan Session.,41,35
14:41,2509,Carsen Edwards missed Three Point Jumper.,41,35
14:41,2247,Malik Benlevi Defensive Rebound.,41,35
14:14,2247,D'Marcus Simonds made Layup.,43,35
13:55,2509,Dakota Mathias missed Jumper.,43,35
13:55,2509,Caleb Swanigan Offensive Rebound.,43,35
13:55,2509,Caleb Swanigan made Two Point Tip Shot.,43,37
13:24,2247,Jordan Session missed Jumper.,43,37
13:24,2247,Jordan Session Offensive Rebound.,43,37
13:15,2247,Jordan Session made Jumper.,45,37
13:06,2509,Basil Smotherman Turnover.,45,37
13:06,2247,D'Marcus Simonds Steal.,45,37
13:01,2247,D'Marcus Simonds made Layup.,47,37
12:54,2509,Purdue  Timeout,47,37
12:47,2509,Dakota Mathias Turnover.,47,37
12:47,2247,Austin Donaldson Steal.,47,37
12:42,2247,Austin Donaldson made Layup.,49,37
12:31,2509,Basil Smotherman made Jumper. Assisted by Dakota Mathias.,49,39
11:56,2247,Austin Donaldson made Layup.,51,39
11:35,2247,Foul on Jordan Session.,51,39
11:35,2509,Official TV Timeout,51,39
11:35,2509,Caleb Swanigan made Free Throw.,51,40
11:35,2509,Caleb Swanigan missed Free Throw.,51,40
11:35,2247,Austin Donaldson Defensive Rebound.,51,40
11:14,2247,Malik Benlevi missed Three Point Jumper.,51,40
11:14,2509,Spike Albrecht Defensive Rebound.,51,40
11:03,2509,Basil Smotherman missed Jumper.,51,40
11:03,2247,Malik Benlevi Defensive Rebound.,51,40
10:47,2509,Foul on Basil Smotherman.,51,40
10:37,2247,Foul on Jordan Session.,51,40
10:37,2247,Jordan Session Turnover.,51,40
10:25,2509,Spike Albrecht missed Three Point Jumper.,51,40
10:25,2509,Purdue Offensive Rebound.,51,40
10:23,2247,Foul on Willie Clayton.,51,40
10:23,2509,Isaac Haas missed Free Throw.,51,40
10:23,2247,Georgia St Offensive Rebound.,51,40
10:23,2509,Foul on Caleb Swanigan.,51,40
9:56,2247,Foul on Isaiah Williams.,51,40
9:56,2247,Isaiah Williams Turnover.,51,40
9:34,2247,Foul on Isaiah Dennis.,51,40
9:34,2509,Caleb Swanigan made Free Throw.,51,41
9:34,2509,Caleb Swanigan missed Free Throw.,51,41
9:34,2247,D'Marcus Simonds Defensive Rebound.,51,41
9:26,2247,D'Marcus Simonds missed Layup.,51,41
9:26,2509,Caleb Swanigan Defensive Rebound.,51,41
9:08,2509,Dakota Mathias Turnover.,51,41
9:08,2247,Malik Benlevi Steal.,51,41
8:44,2247,Jeremy Hollowell missed Three Point Jumper.,51,41
8:44,2509,Dakota Mathias Defensive Rebound.,51,41
8:24,2509,Vince Edwards missed Three Point Jumper.,51,41
8:24,2247,Jeremy Hollowell Defensive Rebound.,51,41
8:17,2247,Jeff Thomas made Three Point Jumper. Assisted by Austin Donaldson.,54,41
7:51,2509,Spike Albrecht made Free Throw.,54,42
7:51,2509,Spike Albrecht made Free Throw.,54,43
7:51,2509,Spike Albrecht made Free Throw.,54,44
7:47,2247,Foul on Jeff Thomas.,54,44
7:47,2509,Official TV Timeout,54,44
7:16,2247,Austin Donaldson missed Jumper.,54,44
7:16,2247,Malik Benlevi made Layup.,56,44
7:16,2247,Malik Benlevi Offensive Rebound.,54,44
6:55,2509,Dakota Mathias made Three Point Jumper. Assisted by Caleb Swanigan.,56,47
6:27,2247,Foul on Malik Benlevi.,56,47
6:27,2247,Malik Benlevi Turnover.,56,47
6:23,2509,Isaac Haas made Jumper. Assisted by Caleb Swanigan.,56,49
5:58,2247,Georgia St  Timeout,56,49
5:30,2247,Jeremy Hollowell Turnover.,56,49
5:30,2509,Spike Albrecht Steal.,56,49
5:25,2509,Basil Smotherman made Dunk. Assisted by Spike Albrecht.,56,51
5:25,2247,Foul on D'Marcus Simonds.,56,51
5:25,2509,Basil Smotherman made Free Throw.,56,52
5:16,2509,Foul on Basil Smotherman.,56,52
5:16,2247,D'Marcus Simonds missed Free Throw.,56,52
5:16,2247,Georgia St Deadball Team Rebound.,56,52
5:16,2247,D'Marcus Simonds missed Free Throw.,56,52
5:16,2509,Caleb Swanigan Defensive Rebound.,56,52
5:07,2247,Foul on Jeremy Hollowell.,56,52
5:07,2509,Isaac Haas made Free Throw.,56,53
5:07,2509,Isaac Haas made Free Throw.,56,54
4:36,2247,Jeremy Hollowell missed Layup.,56,54
4:36,2247,Jeremy Hollowell Offensive Rebound.,56,54
4:14,2247,D'Marcus Simonds Turnover.,56,54
4:00,2247,Foul on Chris Clerkley.,56,54
3:56,2509,Isaac Haas made Free Throw.,56,55
3:56,2509,Isaac Haas made Free Throw.,56,56
3:43,2247,Jeff Thomas missed Three Point Jumper.,56,56
3:43,2247,Jeff Thomas Offensive Rebound.,56,56
3:43,2247,Jeff Thomas Turnover.,56,56
3:43,2509,P.J. Thompson Steal.,56,56
3:11,2247,Foul on Devin Mitchell.,56,56
3:11,2509,Caleb Swanigan made Free Throw.,56,57
3:11,2509,Caleb Swanigan missed Free Throw.,56,57
3:11,2247,Jeremy Hollowell Defensive Rebound.,56,57
2:49,2247,Austin Donaldson missed Jumper.,56,57
2:49,2509,Spike Albrecht Defensive Rebound.,56,57
2:34,2509,Purdue  Timeout,56,57
2:19,2509,P.J. Thompson missed Three Point Jumper.,56,57
2:19,2509,Caleb Swanigan Offensive Rebound.,56,57
2:10,2509,Isaac Haas Turnover.,56,57
2:10,2247,Jeremy Hollowell Steal.,56,57
2:09,2247,Jeremy Hollowell Turnover.,56,57
2:01,2509,Dakota Mathias made Three Point Jumper.,56,60
1:35,2247,Georgia St  Timeout,56,60
1:30,2247,Foul on Jeremy Hollowell.,56,60
1:30,2247,Jeremy Hollowell Turnover.,56,60
1:18,2247,Foul on Jeremy Hollowell.,56,60
1:18,2509,Isaac Haas missed Free Throw.,56,60
1:18,2509,Purdue Deadball Team Rebound.,56,60
1:18,2509,Isaac Haas made Free Throw.,56,61
1:05,2509,Foul on Basil Smotherman.,56,61
1:05,2247,Jeremy Hollowell missed Free Throw.,56,61
1:05,2509,Caleb Swanigan Defensive Rebound.,56,61
0:44,2509,P.J. Thompson made Three Point Jumper. Assisted by Spike Albrecht.,56,64
0:33,2247,D'Marcus Simonds missed Three Point Jumper.,56,64
0:33,2509,Caleb Swanigan Defensive Rebound.,56,64
0:30,2247,Foul on Malik Benlevi.,56,64
0:30,2509,Caleb Swanigan missed Free Throw.,56,64
0:30,2509,Purdue Deadball Team Rebound.,56,64
0:30,2509,Caleb Swanigan missed Free Throw.,56,64
0:30,2247,Jeff Thomas Defensive Rebound.,56,64
0:27,2247,Jeremy Hollowell missed Three Point Jumper.,56,64
0:27,2247,Justin Seymour Offensive Rebound.,56,64
0:19,2247,Justin Seymour missed Jumper.,56,64
0:19,2509,Spike Albrecht Defensive Rebound.,56,64
0:00,2509,End of Game,56,64
