Howard,85,IUPUI,47
5:21,85,Foul on Giovanni Fraser.,15,26
5:21,47,Tyler Stone made Free Throw.,16,26
5:21,47,Tyler Stone missed Free Throw.,16,26
5:21,85,Matt O'Leary Defensive Rebound.,16,26
4:58,85,Kellon Thomas missed Three Point Jumper.,16,26
4:58,47,Damon Collins Defensive Rebound.,16,26
4:51,47,James Miller made Jumper. Assisted by Damon Collins.,18,26
4:29,85,Matt O'Leary made Three Point Jumper. Assisted by Ron Patterson.,18,29
4:09,47,Tyler Stone missed Jumper.,18,29
4:07,85,IUPUI Defensive Rebound.,18,29
3:53,85,Giovanni Fraser missed Jumper.,18,29
3:53,47,Dalique Mingo Defensive Rebound.,18,29
3:45,47,Dalique Mingo missed Jumper.,18,29
3:45,85,Giovanni Fraser Defensive Rebound.,18,29
3:38,85,T.J. Henderson made Layup. Assisted by Kellon Thomas.,18,31
3:19,85,Foul on Giovanni Fraser.,18,31
3:19,85,Official TV Timeout,18,31
3:19,47,Michael Obindu missed Free Throw.,18,31
3:19,85,Matt O'Leary Defensive Rebound.,18,31
3:07,85,T.J. Henderson missed Three Point Jumper.,18,31
3:07,47,Tyler Stone Defensive Rebound.,18,31
2:54,85,Foul on Ron Patterson.,18,31
2:54,47,Charles Williams made Free Throw.,19,31
2:54,47,Charles Williams made Free Throw.,20,31
2:32,85,Kellon Thomas missed Three Point Jumper.,20,31
2:32,47,Kofi Andoh Defensive Rebound.,20,31
2:04,47,Kofi Andoh Turnover.,20,31
2:03,85,T.J. Henderson Steal.,20,31
2:00,85,T.J. Henderson made Layup.,20,33
2:00,47,Foul on Tyler Stone.,20,33
2:00,85,T.J. Henderson made Free Throw.,20,34
1:44,47,Tyler Stone missed Jumper.,20,34
1:41,85,IUPUI Defensive Rebound.,20,34
1:16,85,Aaron Brennan made Jumper. Assisted by Matt O'Leary.,20,36
1:00,47,Tyler Stone missed Three Point Jumper.,20,36
0:59,47,Charles Williams made Free Throw.,21,36
0:59,47,Charles Williams Offensive Rebound.,20,36
0:59,85,Foul on Kellon Thomas.,20,36
0:59,47,Charles Williams made Free Throw.,22,36
0:59,85,IUPUI  Timeout,22,36
0:35,85,Kellon Thomas missed Three Point Jumper.,22,36
0:34,47,Damon Collins Defensive Rebound.,22,36
0:32,85,Foul on D.J. McCall.,22,36
0:32,47,Charles Williams missed Free Throw.,22,36
0:32,47,Howard Deadball Team Rebound.,22,36
0:32,47,Charles Williams made Free Throw.,23,36
0:07,85,Kellon Thomas missed Jumper.,23,36
0:07,85,T.J. Henderson Offensive Rebound.,23,36
0:02,85,T.J. Henderson made Three Point Jumper.,23,39
0:00,85,End of 1st half,23,39
19:35,47,Foul on James Miller.,23,39
19:34,85,Evan Hall made Layup. Assisted by Kellon Thomas.,23,41
19:15,47,Marcel Boyd missed Jumper.,23,41
19:15,85,IUPUI Defensive Rebound.,23,41
19:13,47,Foul on Solomon Mangham.,23,41
18:52,85,Ron Patterson missed Three Point Jumper.,23,41
18:52,47,James Miller Defensive Rebound.,23,41
18:29,47,Marcel Boyd made Jumper.,25,41
18:06,85,Kellon Thomas missed Jumper.,25,41
18:06,47,Damon Collins Defensive Rebound.,25,41
17:43,47,Charles Williams Turnover.,25,41
17:42,85,Kellon Thomas Steal.,25,41
17:38,47,Foul on Solomon Mangham.,25,41
17:38,85,Matt O'Leary made Free Throw.,25,42
17:38,85,Matt O'Leary missed Free Throw.,25,42
17:38,47,Tyler Stone Defensive Rebound.,25,42
17:22,47,Damon Collins missed Jumper.,25,42
17:22,47,Marcel Boyd Offensive Rebound.,25,42
17:17,47,Marcel Boyd made Jumper.,27,42
16:56,85,Matt O'Leary missed Layup.,27,42
16:56,47,Marcel Boyd Defensive Rebound.,27,42
16:49,47,Foul on James Miller.,27,42
16:49,47,James Miller Turnover.,27,42
16:34,85,Matt O'Leary missed Three Point Jumper.,27,42
16:34,47,Damon Collins Block.,27,42
16:32,85,IUPUI Offensive Rebound.,27,42
16:27,47,Foul on James Miller.,27,42
16:27,85,Matt O'Leary missed Free Throw.,27,42
16:27,85,IUPUI Deadball Team Rebound.,27,42
16:27,85,Matt O'Leary made Free Throw.,27,43
16:18,85,Foul on Evan Hall.,27,43
16:07,85,Foul on Ron Patterson.,27,43
15:52,47,Tyler Stone Turnover.,27,43
15:50,85,Matt O'Leary Steal.,27,43
15:34,47,Foul on Dalique Mingo.,27,43
15:34,85,Official TV Timeout,27,43
15:25,85,Darell Combs missed Three Point Jumper.,27,43
15:25,47,Damon Collins Defensive Rebound.,27,43
15:09,85,Foul on Aaron Brennan.,27,43
14:50,47,Charles Williams missed Jumper.,27,43
14:47,47,Marcel Boyd Offensive Rebound.,27,43
14:47,85,Foul on Josh James.,27,43
14:39,85,Foul on Ron Patterson.,27,43
14:38,85,Foul on Josh James.,27,43
14:35,47,Foul on Marcel Boyd.,27,43
14:35,47,Marcel Boyd Turnover.,27,43
14:11,85,Darell Combs missed Three Point Jumper.,27,43
14:11,85,Josh James Offensive Rebound.,27,43
14:06,47,Foul on Damon Collins.,27,43
14:06,85,Josh James made Free Throw.,27,44
14:06,85,Josh James made Free Throw.,27,45
13:40,47,Marcel Boyd missed Jumper.,27,45
13:39,85,D.J. McCall Defensive Rebound.,27,45
13:31,85,D.J. McCall missed Jumper.,27,45
13:30,47,Marcel Boyd Defensive Rebound.,27,45
13:24,85,Foul on Aaron Brennan.,27,45
13:24,47,James Miller made Free Throw.,28,45
13:24,47,James Miller made Free Throw.,29,45
13:12,47,Foul on Marcel Boyd.,29,45
13:12,85,Darell Combs made Free Throw.,29,46
13:12,85,Darell Combs made Free Throw.,29,47
12:54,85,Foul on T.J. Henderson.,29,47
12:54,47,Damon Collins missed Free Throw.,29,47
12:54,85,D.J. McCall Defensive Rebound.,29,47
12:39,85,Aaron Brennan Turnover.,29,47
12:30,47,Solomon Mangham missed Jumper.,29,47
12:29,85,T.J. Henderson Defensive Rebound.,29,47
12:06,85,Darell Combs made Jumper.,29,49
11:49,47,Damon Collins made Layup.,31,49
11:32,85,T.J. Henderson made Three Point Jumper. Assisted by Aaron Brennan.,31,52
11:17,47,Howard  Timeout,31,52
11:17,85,Official TV Timeout,31,52
11:05,85,Foul on D.J. McCall.,31,52
11:05,85,Official TV Timeout,31,52
11:05,47,James Miller made Free Throw.,32,52
11:05,47,James Miller made Free Throw.,33,52
10:56,85,Ron Patterson made Layup.,33,54
10:32,85,Foul on Evan Hall.,33,54
10:32,47,Marcel Boyd missed Free Throw.,33,54
10:32,47,Howard Deadball Team Rebound.,33,54
10:32,47,Marcel Boyd missed Free Throw.,33,54
10:32,85,Matt O'Leary Defensive Rebound.,33,54
10:15,85,Ron Patterson missed Three Point Jumper.,33,54
10:14,47,James Miller Defensive Rebound.,33,54
10:09,85,Foul on T.J. Henderson.,33,54
10:09,47,James Miller made Free Throw.,34,54
10:09,47,James Miller made Free Throw.,35,54
9:49,85,T.J. Henderson made Three Point Jumper. Assisted by D.J. McCall.,35,57
9:27,47,Charles Williams missed Layup.,35,57
9:26,47,Charles Williams Offensive Rebound.,35,57
9:25,47,Charles Williams missed Layup.,35,57
9:24,85,Matt O'Leary Defensive Rebound.,35,57
9:07,47,Foul on Charles Williams.,35,57
9:07,85,D.J. McCall missed Free Throw.,35,57
9:07,85,IUPUI Deadball Team Rebound.,35,57
9:07,85,D.J. McCall made Free Throw.,35,58
8:52,47,Tyler Stone made Jumper.,37,58
8:37,85,Matt O'Leary missed Three Point Jumper.,37,58
8:36,47,Tyler Stone Defensive Rebound.,37,58
8:18,47,Foul on James Miller.,37,58
8:18,47,James Miller Turnover.,37,58
8:03,85,Ron Patterson made Three Point Jumper. Assisted by Matt O'Leary.,37,61
7:43,47,Tyler Stone missed Jumper.,37,61
7:42,47,Marcel Boyd Offensive Rebound.,37,61
7:35,47,Damon Collins made Layup. Assisted by Marcel Boyd.,39,61
7:24,85,Ron Patterson made Three Point Jumper. Assisted by Evan Hall.,39,64
6:58,47,James Miller made Jumper.,41,64
6:48,85,Ron Patterson made Three Point Jumper. Assisted by T.J. Henderson.,41,67
6:44,47,Howard  Timeout,41,67
6:37,85,Foul on Darell Combs.,41,67
6:37,47,Jalen Jones made Free Throw.,42,67
6:37,47,Jalen Jones missed Free Throw.,42,67
6:37,85,Matt O'Leary Defensive Rebound.,42,67
6:10,85,Kellon Thomas Turnover.,42,67
5:57,47,Tyler Stone missed Jumper.,42,67
5:57,85,Matt O'Leary Defensive Rebound.,42,67
5:49,85,Kellon Thomas missed Layup.,42,67
5:49,47,Marcel Boyd Block.,42,67
5:49,85,IUPUI Offensive Rebound.,42,67
5:43,85,Giovanni Fraser made Layup. Assisted by Matt O'Leary.,42,69
5:27,47,James Miller missed Three Point Jumper.,42,69
5:27,85,Matt O'Leary Defensive Rebound.,42,69
5:20,85,Ron Patterson made Three Point Jumper. Assisted by Darell Combs.,42,72
4:58,85,Foul on Giovanni Fraser.,42,72
4:58,47,Marcel Boyd made Free Throw.,43,72
4:58,47,Marcel Boyd made Free Throw.,44,72
4:41,85,Matt O'Leary missed Jumper.,44,72
4:41,47,Jalen Jones Block.,44,72
4:38,47,Charles Williams Defensive Rebound.,44,72
4:34,85,Foul on Giovanni Fraser.,44,72
4:34,47,Charles Williams made Free Throw.,45,72
4:34,47,Charles Williams made Free Throw.,46,72
4:26,85,Darell Combs missed Three Point Jumper.,46,72
4:26,47,Jalen Jones Defensive Rebound.,46,72
4:00,47,Dalique Mingo made Layup.,48,72
3:34,85,Matt O'Leary made Jumper. Assisted by Darell Combs.,48,74
3:23,47,Dalique Mingo missed Jumper.,48,74
3:23,85,Matt O'Leary Defensive Rebound.,48,74
3:08,85,T.J. Henderson missed Three Point Jumper.,48,74
3:08,47,Charles Williams Defensive Rebound.,48,74
2:58,47,Charles Williams made Layup.,50,74
2:45,47,Foul on Kofi Andoh.,50,74
2:45,85,Official TV Timeout,50,74
2:45,85,Darell Combs made Free Throw.,50,75
2:45,85,Darell Combs missed Free Throw.,50,75
2:45,47,Charles Williams Defensive Rebound.,50,75
2:28,85,Foul on Noah Thomas.,50,75
2:28,47,Charles Williams made Free Throw.,51,75
2:28,47,Charles Williams made Free Throw.,52,75
2:06,47,Foul on Jalen Jones.,52,75
2:06,85,Giovanni Fraser made Free Throw.,52,76
2:06,85,Giovanni Fraser missed Free Throw.,52,76
2:06,47,Howard Defensive Rebound.,52,76
2:05,85,Foul on Noah Thomas.,52,76
2:05,47,Jalen Jones made Free Throw.,53,76
2:05,47,Jalen Jones missed Free Throw.,53,76
2:05,85,Giovanni Fraser Defensive Rebound.,53,76
1:48,85,Foul on Noah Thomas.,53,76
1:48,85,Noah Thomas Turnover.,53,76
1:30,47,Kofi Andoh Turnover.,53,76
1:28,85,T.J. Henderson Steal.,53,76
1:25,85,T.J. Henderson missed Jumper.,53,76
1:25,47,Jalen Jones Defensive Rebound.,53,76
1:15,47,Charles Williams missed Three Point Jumper.,53,76
1:15,85,Chad Hudson Defensive Rebound.,53,76
1:07,85,IUPUI  Timeout,53,76
0:52,47,Foul on Cameron Lewis.,53,76
0:52,85,Noah Thomas missed Free Throw.,53,76
0:52,85,IUPUI Deadball Team Rebound.,53,76
0:52,85,Noah Thomas made Free Throw.,53,77
0:44,47,Dalique Mingo missed Three Point Jumper.,53,77
0:44,47,Cameron Lewis Offensive Rebound.,53,77
0:40,47,Cameron Lewis missed Layup.,53,77
0:40,85,IUPUI Defensive Rebound.,53,77
0:26,85,Grant Sinn missed Three Point Jumper.,53,77
0:26,47,Kofi Andoh Defensive Rebound.,53,77
0:17,47,Jalen Jones Turnover.,53,77
0:16,85,Chad Hudson Steal.,53,77
0:11,47,Foul on Kofi Andoh.,53,77
0:11,85,Chad Hudson missed Free Throw.,53,77
0:11,85,IUPUI Deadball Team Rebound.,53,77
0:11,85,Chad Hudson missed Free Throw.,53,77
0:11,47,Jalen Jones Defensive Rebound.,53,77
0:05,47,Charles Williams made Layup.,55,77
