Florida Intl,6,South Alabama,2229
9:58,6,Trhae Mitchell Block.,14,10
9:56,6,Trhae Mitchell Defensive Rebound.,14,10
9:52,6,Herb McGee made Three Point Jumper. Assisted by Shaq Calhoun.,14,13
9:37,2229,Elmo Stephen missed Three Point Jumper.,14,13
9:37,6,Don MuepoKelly Block.,14,13
9:35,6,Herb McGee Defensive Rebound.,14,13
9:32,2229,Foul on Eric Lockett.,14,13
9:32,6,Don MuepoKelly made Free Throw.,14,14
9:32,6,Don MuepoKelly made Free Throw.,14,15
9:12,2229,Elmo Stephen missed Three Point Jumper.,14,15
9:12,6,Don MuepoKelly Defensive Rebound.,14,15
9:01,6,Georgi Boyanov made Layup.,14,17
8:41,2229,Kimar Williams missed Jumper.,14,17
8:41,2229,Florida International Offensive Rebound.,14,17
8:14,2229,Donte McGill missed Jumper.,14,17
8:14,6,Shaq Calhoun Defensive Rebound.,14,17
8:06,6,Herb McGee Turnover.,14,17
8:05,2229,Eric Lockett Steal.,14,17
8:01,2229,Eric Lockett made Layup.,16,17
7:40,6,Shaq Calhoun missed Three Point Jumper.,16,17
7:40,2229,Michael Kessens Defensive Rebound.,16,17
7:15,6,Foul on Don MuepoKelly.,16,17
7:15,6,Official TV Timeout,16,17
7:00,2229,Richard Bivens missed Three Point Jumper.,16,17
7:00,2229,Donte McGill Offensive Rebound.,16,17
6:57,2229,Donte McGill missed Jumper.,16,17
6:57,2229,Richard Bivens Offensive Rebound.,16,17
6:55,2229,Richard Bivens made Two Point Tip Shot.,18,17
6:35,6,Georgi Boyanov missed Three Point Jumper.,18,17
6:35,2229,Eric Lockett Defensive Rebound.,18,17
6:25,6,Foul on Georgi Boyanov.,18,17
6:25,2229,Donte McGill made Free Throw.,19,17
6:25,2229,Donte McGill made Free Throw.,20,17
6:06,6,Ken Williams missed Three Point Jumper.,20,17
6:06,6,Nick Stover Offensive Rebound.,20,17
6:00,6,Nick Stover Turnover.,20,17
5:59,2229,Eric Lockett Steal.,20,17
5:52,2229,Michael Kessens Turnover.,20,17
5:50,6,Shaq Calhoun Steal.,20,17
5:39,6,Nick Stover missed Three Point Jumper.,20,17
5:39,2229,Richard Bivens Block.,20,17
5:37,6,Josh Ajayi Offensive Rebound.,20,17
5:36,6,Josh Ajayi missed Layup.,20,17
5:36,2229,Michael Kessens Defensive Rebound.,20,17
5:27,6,Foul on Josh Ajayi.,20,17
5:27,2229,Kimar Williams made Free Throw.,21,17
5:27,2229,Kimar Williams made Free Throw.,22,17
5:08,6,Shaq Calhoun missed Three Point Jumper.,22,17
5:08,2229,Kimar Williams Defensive Rebound.,22,17
4:47,2229,Richard Bivens missed Layup.,22,17
4:47,6,Nick Stover Defensive Rebound.,22,17
4:39,6,Nick Stover missed Three Point Jumper.,22,17
4:39,6,Shaq Calhoun Offensive Rebound.,22,17
4:35,6,Shaq Calhoun missed Layup.,22,17
4:35,6,South Alabama Offensive Rebound.,22,17
4:30,6,Shaq Calhoun made Three Point Jumper. Assisted by Trhae Mitchell.,22,20
3:59,6,Foul on Shaq Calhoun.,22,20
3:59,6,Official TV Timeout,22,20
3:59,2229,Kimar Williams made Free Throw.,23,20
3:59,2229,Kimar Williams made Free Throw.,24,20
3:40,2229,Foul on Elmo Stephen.,24,20
3:37,2229,Foul on Donte McGill.,24,20
3:37,6,Georgi Boyanov made Free Throw.,24,21
3:37,6,Georgi Boyanov missed Free Throw.,24,21
3:37,2229,Eric Nottage Defensive Rebound.,24,21
3:11,2229,Donte McGill Turnover.,24,21
3:11,2229,Foul on Donte McGill.,24,21
2:53,6,Josh Ajayi made Layup.,24,23
2:31,6,Foul on Trhae Mitchell.,24,23
2:31,2229,Eric Lockett made Free Throw.,25,23
2:31,2229,Eric Lockett made Free Throw.,26,23
2:08,6,Josh Ajayi made Three Point Jumper. Assisted by Ken Williams.,26,26
1:39,2229,Eric Lockett Turnover.,26,26
1:23,6,Georgi Boyanov missed Jumper.,26,26
1:23,2229,Richard Bivens Block.,26,26
1:22,2229,Michael Kessens Defensive Rebound.,26,26
1:16,2229,Michael Kessens missed Layup.,26,26
1:16,6,Georgi Boyanov Defensive Rebound.,26,26
1:02,6,Ken Williams missed Three Point Jumper.,26,26
1:02,2229,Michael Kessens Defensive Rebound.,26,26
0:40,2229,Eric Lockett missed Jumper.,26,26
0:40,2229,Eric Lockett Offensive Rebound.,26,26
0:37,2229,Eric Lockett missed Jumper.,26,26
0:37,6,Georgi Boyanov Defensive Rebound.,26,26
0:25,6,Ken Williams Turnover.,26,26
0:24,2229,Kimar Williams Steal.,26,26
0:03,2229,Florida International  Timeout,26,26
0:03,6,South Alabama  Timeout,26,26
0:01,2229,Donte McGill missed Jumper.,26,26
0:01,6,Trhae Mitchell Block.,26,26
0:00,6,South Alabama Deadball Team Rebound.,26,26
0:00,6,End of 1st half,26,26
19:49,6,Josh Ajayi made Layup. Assisted by Don MuepoKelly.,26,28
19:31,2229,Donte McGill Turnover.,26,28
19:31,6,Don MuepoKelly Steal.,26,28
19:31,2229,Foul on Donte McGill.,26,28
19:13,6,Josh Ajayi made Jumper. Assisted by Dederick Lee.,26,30
18:52,6,Foul on Don MuepoKelly.,26,30
18:50,2229,Donte McGill made Jumper. Assisted by Kimar Williams.,28,30
18:16,2229,Foul on Richard Bivens.,28,30
18:16,6,Josh Ajayi made Free Throw.,28,31
18:16,6,Josh Ajayi made Free Throw.,28,32
18:05,6,Foul on Shaq Calhoun.,28,32
18:05,2229,Michael Kessens made Free Throw.,29,32
18:05,2229,Michael Kessens made Free Throw.,30,32
17:36,6,Josh Ajayi missed Jumper.,30,32
17:36,2229,Michael Kessens Defensive Rebound.,30,32
17:19,2229,Michael Kessens made Layup.,32,32
16:56,6,Don MuepoKelly made Layup.,32,34
16:41,6,Foul on Don MuepoKelly.,32,34
16:20,2229,Richard Bivens Turnover.,32,34
16:20,2229,Foul on Richard Bivens.,32,34
16:10,2229,Foul on Donte McGill.,32,34
16:09,2229,Foul on Kimar Williams.,32,34
16:09,6,Dederick Lee Turnover.,32,34
15:42,2229,Elmo Stephen Turnover.,32,34
15:41,6,Dederick Lee Steal.,32,34
15:33,6,Shaq Calhoun missed Three Point Jumper.,32,34
15:33,2229,Michael Kessens Defensive Rebound.,32,34
15:24,2229,Eric Nottage made Three Point Jumper. Assisted by Eric Lockett.,35,34
14:52,6,Josh Ajayi missed Jumper.,35,34
14:52,2229,Eric Nottage Defensive Rebound.,35,34
14:27,2229,Eric Nottage made Three Point Jumper. Assisted by Eric Lockett.,38,34
14:00,2229,Foul on Eric Lockett.,38,34
14:00,6,Official TV Timeout,38,34
14:00,6,Josh Ajayi made Free Throw.,38,35
14:00,6,Josh Ajayi made Free Throw.,38,36
13:37,2229,Kimar Williams made Jumper.,40,36
13:21,2229,Foul on Kimar Williams.,40,36
13:21,6,Josh Ajayi made Free Throw.,40,37
13:21,6,Josh Ajayi made Free Throw.,40,38
13:00,2229,Michael Kessens missed Layup.,40,38
13:00,6,Josh Ajayi Defensive Rebound.,40,38
12:50,6,Nick Stover missed Jumper.,40,38
12:50,6,Georgi Boyanov Offensive Rebound.,40,38
12:48,6,Georgi Boyanov missed Layup.,40,38
12:48,6,Shaq Calhoun Offensive Rebound.,40,38
12:35,2229,Foul on Eric Lockett.,40,38
12:35,6,Shaq Calhoun missed Free Throw.,40,38
12:35,6,South Alabama Deadball Team Rebound.,40,38
12:35,6,Shaq Calhoun made Free Throw.,40,39
12:20,6,Foul on Kevin Morris.,40,39
12:05,2229,Kimar Williams Turnover.,40,39
12:04,6,Nick Stover Steal.,40,39
12:02,6,Nick Stover made Layup.,40,41
11:36,6,Foul on Ken Williams.,40,41
11:36,6,Official TV Timeout,40,41
11:28,2229,Elmo Stephen missed Three Point Jumper.,40,41
11:28,2229,Kimar Williams Offensive Rebound.,40,41
11:06,2229,Elmo Stephen made Jumper.,42,41
11:01,6,Nick Stover Turnover.,42,41
10:35,2229,Cameron Smith missed Layup.,42,41
10:35,2229,Florida International Offensive Rebound.,42,41
10:22,2229,Eric Lockett missed Jumper.,42,41
10:22,2229,Eric Lockett Offensive Rebound.,42,41
10:19,2229,Eric Lockett missed Layup.,42,41
10:19,6,Josh Ajayi Defensive Rebound.,42,41
10:10,6,Ken Williams missed Three Point Jumper.,42,41
10:10,6,Nick Stover Offensive Rebound.,42,41
10:04,6,Nick Stover missed Layup.,42,41
10:04,2229,Eric Nottage Defensive Rebound.,42,41
9:44,2229,Elmo Stephen made Jumper.,44,41
9:17,6,Nick Stover Turnover.,44,41
9:05,2229,Elmo Stephen made Jumper.,46,41
8:49,2229,Foul on Anthony Boswell.,46,41
8:49,6,Herb McGee missed Free Throw.,46,41
8:49,2229,Michael Kessens Defensive Rebound.,46,41
8:31,2229,Elmo Stephen made Three Point Jumper. Assisted by Anthony Boswell.,49,41
8:25,6,South Alabama  Timeout,49,41
7:56,6,Josh Ajayi made Jumper.,49,43
7:28,2229,Michael Kessens made Layup.,51,43
7:08,6,Shaq Calhoun missed Three Point Jumper.,51,43
7:08,2229,Eric Nottage Defensive Rebound.,51,43
6:48,2229,Elmo Stephen missed Three Point Jumper.,51,43
6:48,6,Josh Ajayi Defensive Rebound.,51,43
6:45,2229,Foul on Michael Kessens.,51,43
6:45,6,Official TV Timeout,51,43
6:45,6,Josh Ajayi missed Free Throw.,51,43
6:45,6,South Alabama Deadball Team Rebound.,51,43
6:45,6,Josh Ajayi missed Free Throw.,51,43
6:45,2229,Eric Lockett Defensive Rebound.,51,43
6:21,2229,Elmo Stephen missed Jumper.,51,43
6:21,6,Josh Ajayi Defensive Rebound.,51,43
6:09,2229,Foul on Anthony Boswell.,51,43
6:09,6,Shaq Calhoun made Free Throw.,51,44
6:09,6,Shaq Calhoun made Free Throw.,51,45
5:51,2229,Donte McGill Turnover.,51,45
5:49,6,Shaq Calhoun Steal.,51,45
5:46,6,Trhae Mitchell missed Layup.,51,45
5:46,2229,Kimar Williams Defensive Rebound.,51,45
5:20,2229,Michael Kessens Turnover.,51,45
5:20,2229,Foul on Michael Kessens.,51,45
5:07,6,Josh Ajayi made Layup. Assisted by Herb McGee.,51,47
5:07,2229,Foul on Michael Kessens.,51,47
5:07,6,Josh Ajayi made Free Throw.,51,48
4:51,2229,Kimar Williams missed Layup.,51,48
4:51,6,Don MuepoKelly Block.,51,48
4:50,2229,Michael Kessens Offensive Rebound.,51,48
4:47,2229,Michael Kessens missed Layup.,51,48
4:47,6,Josh Ajayi Defensive Rebound.,51,48
4:40,6,Trhae Mitchell missed Layup.,51,48
4:40,2229,Michael Kessens Defensive Rebound.,51,48
4:33,2229,Kimar Williams made Layup. Assisted by Michael Kessens.,53,48
4:30,2229,Florida International  Timeout,53,48
4:08,6,Josh Ajayi missed Layup.,53,48
4:08,2229,Eric Lockett Block.,53,48
4:08,6,South Alabama Offensive Rebound.,53,48
4:06,6,Don MuepoKelly made Layup. Assisted by Trhae Mitchell.,53,50
4:06,2229,Foul on Eric Nottage.,53,50
4:06,6,Don MuepoKelly missed Free Throw.,53,50
4:06,2229,Michael Kessens Defensive Rebound.,53,50
3:40,2229,Eric Nottage made Layup.,55,50
3:30,6,Shaq Calhoun missed Three Point Jumper.,55,50
3:30,6,Don MuepoKelly Offensive Rebound.,55,50
3:26,6,Don MuepoKelly made Layup.,55,52
2:59,2229,Elmo Stephen missed Jumper.,55,52
2:59,6,Trhae Mitchell Defensive Rebound.,55,52
2:51,6,Herb McGee made Layup.,55,54
2:23,6,Foul on Josh Ajayi.,55,54
2:23,6,Official TV Timeout,55,54
2:23,2229,Michael Kessens made Free Throw.,56,54
2:23,2229,Michael Kessens made Free Throw.,57,54
1:56,6,Josh Ajayi missed Jumper.,57,54
1:56,6,Don MuepoKelly Offensive Rebound.,57,54
1:54,2229,Foul on Richard Bivens.,57,54
1:54,6,Don MuepoKelly missed Free Throw.,57,54
1:54,6,South Alabama Deadball Team Rebound.,57,54
1:54,6,Don MuepoKelly made Free Throw.,57,55
1:22,2229,Eric Nottage missed Three Point Jumper.,57,55
1:22,6,Josh Ajayi Defensive Rebound.,57,55
1:01,6,Shaq Calhoun missed Jumper.,57,55
1:01,2229,Eric Lockett Defensive Rebound.,57,55
0:32,2229,Elmo Stephen Turnover.,57,55
0:30,6,Don MuepoKelly Steal.,57,55
0:12,6,Shaq Calhoun missed Jumper.,57,55
0:12,6,South Alabama Offensive Rebound.,57,55
0:09,6,South Alabama  Timeout,57,55
0:08,6,Shaq Calhoun missed Three Point Jumper.,57,55
0:08,6,Josh Ajayi Offensive Rebound.,57,55
0:06,6,Josh Ajayi made Layup.,57,57
0:06,6,South Alabama  Timeout,57,57
0:00,2229,Eric Nottage missed Three Point Jumper.,57,57
0:00,6,South Alabama Deadball Team Rebound.,57,57
0:00,6,End of 2nd half,57,57
4:34,2229,Eric Lockett Turnover.,57,57
4:32,6,Herb McGee Steal.,57,57
4:28,6,Shaq Calhoun missed Three Point Jumper.,57,57
4:28,2229,Michael Kessens Defensive Rebound.,57,57
4:07,2229,Kimar Williams missed Three Point Jumper.,57,57
4:07,2229,Michael Kessens Offensive Rebound.,57,57
4:03,6,Foul on Trhae Mitchell.,57,57
4:03,2229,Michael Kessens made Free Throw.,58,57
4:03,2229,Michael Kessens made Free Throw.,59,57
3:44,6,Trhae Mitchell Turnover.,59,57
3:23,2229,Eric Nottage Turnover.,59,57
3:18,6,Georgi Boyanov made Three Point Jumper. Assisted by Ken Williams.,59,60
2:54,2229,Elmo Stephen Turnover.,59,60
2:45,6,Ken Williams missed Three Point Jumper.,59,60
2:45,2229,Kimar Williams Defensive Rebound.,59,60
2:36,6,Foul on Shaq Calhoun.,59,60
2:36,2229,Kimar Williams missed Free Throw.,59,60
2:36,2229,Florida International Deadball Team Rebound.,59,60
2:36,2229,Kimar Williams missed Free Throw.,59,60
2:36,6,Shaq Calhoun Defensive Rebound.,59,60
2:13,6,Herb McGee missed Layup.,59,60
2:13,2229,Eric Nottage Defensive Rebound.,59,60
2:10,2229,Eric Nottage Turnover.,59,60
2:05,6,South Alabama  Turnover.,59,60
1:55,2229,Eric Lockett Turnover.,59,60
1:51,6,Shaq Calhoun made Layup.,59,62
1:49,2229,Foul on Kimar Williams.,59,62
1:49,6,Shaq Calhoun made Free Throw.,59,63
1:29,2229,Eric Nottage missed Layup.,59,63
1:29,6,South Alabama Defensive Rebound.,59,63
1:03,6,Georgi Boyanov made Three Point Jumper. Assisted by Herb McGee.,59,66
0:49,2229,Donte McGill missed Three Point Jumper.,59,66
0:49,2229,Eric Nottage Offensive Rebound.,59,66
0:43,6,Foul on Georgi Boyanov.,59,66
0:43,6,Technical Foul on Georgi Boyanov.,59,66
0:43,2229,Eric Nottage missed Free Throw.,59,66
0:43,2229,Florida International Deadball Team Rebound.,59,66
0:43,2229,Eric Nottage made Free Throw.,60,66
0:40,2229,Michael Kessens Turnover.,60,66
0:38,6,Shaq Calhoun Turnover.,60,66
0:33,2229,Eric Nottage made Layup.,62,66
0:29,2229,Foul on Eric Nottage.,62,66
0:29,6,Shaq Calhoun made Free Throw.,62,67
0:29,6,Shaq Calhoun made Free Throw.,62,68
0:23,2229,Eric Nottage made Layup.,64,68
0:22,2229,Florida International  Timeout,64,68
0:20,2229,Foul on Eric Nottage.,64,68
0:20,6,Ken Williams made Free Throw.,64,69
0:20,6,Ken Williams missed Free Throw.,64,69
0:20,2229,Michael Kessens Defensive Rebound.,64,69
0:12,2229,Eric Nottage missed Three Point Jumper.,64,69
0:12,6,Herb McGee Defensive Rebound.,64,69
0:08,2229,Foul on Eric Nottage.,64,69
0:08,6,Herb McGee missed Free Throw.,64,69
0:08,6,South Alabama Deadball Team Rebound.,64,69
0:08,6,Herb McGee missed Free Throw.,64,69
0:08,2229,Michael Kessens Defensive Rebound.,64,69
0:03,2229,Kimar Williams missed Three Point Jumper.,64,69
0:03,6,Georgi Boyanov Defensive Rebound.,64,69
0:00,6,End of Game,64,69
