Michigan,2567,SMU,130
5:39,130,Derrick Walton Jr. missed Three Point Jumper.,29,19
5:39,2567,Semi Ojeleye Defensive Rebound.,29,19
5:21,2567,Foul on Semi Ojeleye.,29,19
5:21,2567,Semi Ojeleye Turnover.,29,19
5:09,130,Muhammad-Ali Abdur-Rahkman missed Three Point Jumper.,29,19
5:09,2567,Sterling Brown Defensive Rebound.,29,19
4:42,2567,Foul on Ben Moore.,29,19
4:42,2567,Ben Moore Turnover.,29,19
4:30,130,Zak Irvin missed Jumper.,29,19
4:30,2567,Ben Moore Defensive Rebound.,29,19
4:13,130,Foul on Derrick Walton Jr..,29,19
4:11,2567,Shake Milton Turnover.,29,19
4:01,130,D.J. Wilson made Dunk. Assisted by Derrick Walton Jr..,31,19
4:01,2567,Foul on Semi Ojeleye.,31,19
4:01,130,D.J. Wilson missed Free Throw.,31,19
4:01,130,Mark Donnal Offensive Rebound.,31,19
3:45,130,Mark Donnal made Three Point Jumper. Assisted by Derrick Walton Jr..,34,19
3:21,2567,Harry Froling made Layup. Assisted by Shake Milton.,34,21
3:00,130,Muhammad-Ali Abdur-Rahkman missed Three Point Jumper.,34,21
3:00,2567,Ben Moore Defensive Rebound.,34,21
2:30,2567,Shake Milton missed Jumper.,34,21
2:30,130,Mark Donnal Defensive Rebound.,34,21
2:20,130,D.J. Wilson made Dunk. Assisted by Mark Donnal.,36,21
2:02,2567,Shake Milton made Jumper.,36,23
1:35,2567,Foul on Harry Froling.,36,23
1:35,2567,Official TV Timeout,36,23
1:35,130,Derrick Walton Jr. made Free Throw.,37,23
1:35,130,Derrick Walton Jr. made Free Throw.,38,23
1:17,2567,Harry Froling missed Three Point Jumper.,38,23
1:17,130,Zak Irvin Defensive Rebound.,38,23
0:53,130,Muhammad-Ali Abdur-Rahkman made Three Point Jumper. Assisted by D.J. Wilson.,41,23
0:22,2567,Shake Milton made Jumper.,41,25
0:02,130,Zak Irvin made Three Point Jumper.,44,25
0:00,2567,End of 1st half,44,25
20:00,2567,Jump Ball won by SMU,44,25
19:47,2567,Jarrey Foster made Three Point Jumper. Assisted by Shake Milton.,44,28
19:22,130,Zak Irvin missed Three Point Jumper.,44,28
19:22,2567,Shake Milton Defensive Rebound.,44,28
19:11,2567,Shake Milton made Three Point Jumper. Assisted by Ben Moore.,44,31
18:39,130,Muhammad-Ali Abdur-Rahkman made Layup.,46,31
18:25,2567,Semi Ojeleye missed Three Point Jumper.,46,31
18:25,130,Moritz Wagner Defensive Rebound.,46,31
18:03,130,Zak Irvin made Layup.,48,31
17:37,2567,Ben Moore missed Jumper.,48,31
17:37,130,Derrick Walton Jr. Defensive Rebound.,48,31
17:25,130,Derrick Walton Jr. missed Three Point Jumper.,48,31
17:25,2567,Semi Ojeleye Defensive Rebound.,48,31
17:13,130,Foul on D.J. Wilson.,48,31
16:51,2567,Shake Milton missed Layup.,48,31
16:51,2567,Jarrey Foster Offensive Rebound.,48,31
16:51,2567,Jarrey Foster made Two Point Tip Shot.,48,33
16:29,130,D.J. Wilson missed Three Point Jumper.,48,33
16:29,2567,Shake Milton Defensive Rebound.,48,33
16:16,130,Foul on Moritz Wagner.,48,33
16:16,2567,Jarrey Foster missed Free Throw.,48,33
16:16,2567,SMU Deadball Team Rebound.,48,33
16:16,2567,Jarrey Foster missed Free Throw.,48,33
16:16,130,Mark Donnal Defensive Rebound.,48,33
15:53,130,Zak Irvin made Layup.,50,33
15:35,2567,Shake Milton missed Jumper.,50,33
15:35,130,D.J. Wilson Block.,50,33
15:35,130,Muhammad-Ali Abdur-Rahkman Defensive Rebound.,50,33
15:35,2567,Foul on Shake Milton.,50,33
15:35,2567,Official TV Timeout,50,33
15:19,130,Muhammad-Ali Abdur-Rahkman made Three Point Jumper. Assisted by Derrick Walton Jr..,53,33
14:42,2567,Shake Milton missed Three Point Jumper.,53,33
14:42,2567,Jarrey Foster Offensive Rebound.,53,33
14:29,2567,Semi Ojeleye missed Jumper.,53,33
14:29,2567,Ben Moore Offensive Rebound.,53,33
14:21,2567,Ben Moore missed Layup.,53,33
14:21,2567,Semi Ojeleye Offensive Rebound.,53,33
14:21,2567,Semi Ojeleye made Two Point Tip Shot.,53,35
13:51,130,Muhammad-Ali Abdur-Rahkman made Jumper.,55,35
13:23,2567,Ben Moore missed Jumper.,55,35
13:23,130,D.J. Wilson Defensive Rebound.,55,35
12:53,130,Derrick Walton Jr. missed Three Point Jumper.,55,35
12:53,2567,Shake Milton Defensive Rebound.,55,35
12:47,2567,Sterling Brown Turnover.,55,35
12:26,130,Derrick Walton Jr. made Three Point Jumper. Assisted by Duncan Robinson.,58,35
12:04,2567,Sterling Brown Turnover.,58,35
12:04,130,D.J. Wilson Steal.,58,35
12:01,2567,Foul on Ben Moore.,58,35
11:58,130,Michigan  Turnover.,58,35
11:47,2567,Official TV Timeout,58,35
11:30,2567,Jarrey Foster missed Layup.,58,35
11:30,2567,Ben Moore Offensive Rebound.,58,35
11:30,2567,Ben Moore made Two Point Tip Shot.,58,37
11:03,130,Derrick Walton Jr. made Three Point Jumper.,61,37
10:55,2567,Ben Moore missed Dunk.,61,37
10:55,2567,Jarrey Foster Offensive Rebound.,61,37
10:55,2567,Jarrey Foster made Two Point Tip Shot.,61,39
10:23,130,Derrick Walton Jr. missed Jumper.,61,39
10:23,2567,Sterling Brown Defensive Rebound.,61,39
10:08,2567,Semi Ojeleye missed Jumper.,61,39
10:08,2567,Semi Ojeleye Offensive Rebound.,61,39
9:50,2567,Jarrey Foster Turnover.,61,39
9:50,130,Derrick Walton Jr. Steal.,61,39
9:22,130,Zak Irvin made Jumper.,63,39
9:02,2567,Jarrey Foster missed Layup.,63,39
9:02,2567,SMU Offensive Rebound.,63,39
9:02,130,Foul on Duncan Robinson.,63,39
8:52,2567,Jarrey Foster made Three Point Jumper. Assisted by Semi Ojeleye.,63,42
8:24,130,Zak Irvin made Three Point Jumper. Assisted by Derrick Walton Jr..,66,42
8:08,2567,Ben Moore made Jumper. Assisted by Shake Milton.,66,44
7:39,130,Moritz Wagner missed Three Point Jumper.,66,44
7:39,2567,Semi Ojeleye Defensive Rebound.,66,44
7:16,2567,Semi Ojeleye missed Jumper.,66,44
7:16,130,Zak Irvin Defensive Rebound.,66,44
6:55,130,Derrick Walton Jr. made Three Point Jumper.,69,44
6:22,2567,Ben Moore Turnover.,69,44
6:22,130,D.J. Wilson Steal.,69,44
6:18,2567,Foul on Ben Emelogu II.,69,44
6:18,130,Duncan Robinson made Free Throw.,70,44
6:18,130,Duncan Robinson made Free Throw.,71,44
6:06,2567,Shake Milton missed Three Point Jumper.,71,44
6:06,130,Derrick Walton Jr. Defensive Rebound.,71,44
5:33,130,Derrick Walton Jr. missed Three Point Jumper.,71,44
5:33,2567,Shake Milton Defensive Rebound.,71,44
5:24,2567,Shake Milton missed Jumper.,71,44
5:24,130,Zak Irvin Defensive Rebound.,71,44
5:18,2567,Foul on Ben Emelogu II.,71,44
5:18,130,Zak Irvin made Free Throw.,72,44
5:18,130,Zak Irvin made Free Throw.,73,44
5:02,2567,Sterling Brown missed Jumper.,73,44
5:02,2567,Ben Moore Offensive Rebound.,73,44
4:57,2567,Ben Moore made Layup.,73,46
4:34,130,Muhammad-Ali Abdur-Rahkman Turnover.,73,46
4:34,2567,Ben Moore Steal.,73,46
4:20,2567,Sterling Brown made Layup. Assisted by Dashawn McDowell.,73,48
3:48,130,Zak Irvin missed Three Point Jumper.,73,48
3:48,2567,Ben Moore Defensive Rebound.,73,48
3:32,2567,Ben Moore missed Jumper.,73,48
3:32,2567,SMU Offensive Rebound.,73,48
3:32,2567,Official TV Timeout,73,48
3:32,2567,Shake Milton Turnover.,73,48
3:32,130,Mark Donnal Steal.,73,48
3:04,130,Duncan Robinson missed Three Point Jumper.,73,48
3:04,2567,Semi Ojeleye Defensive Rebound.,73,48
2:54,2567,Semi Ojeleye missed Three Point Jumper.,73,48
2:54,2567,Jarrey Foster Offensive Rebound.,73,48
2:45,2567,Sterling Brown made Three Point Jumper. Assisted by Jarrey Foster.,73,51
2:20,130,Ibi Watson made Jumper.,75,51
2:03,2567,Semi Ojeleye made Three Point Jumper.,75,54
1:37,130,D.J. Wilson missed Jumper.,75,54
1:37,2567,Sterling Brown Defensive Rebound.,75,54
1:25,130,Foul on D.J. Wilson.,75,54
1:11,2567,Semi Ojeleye missed Jumper.,75,54
1:11,2567,SMU Offensive Rebound.,75,54
1:01,2567,Sterling Brown Turnover.,75,54
1:01,130,Xavier Simpson Steal.,75,54
0:57,2567,Foul on Dashawn McDowell.,75,54
0:57,130,Xavier Simpson missed Free Throw.,75,54
0:57,130,Michigan Deadball Team Rebound.,75,54
0:57,130,Xavier Simpson made Free Throw.,76,54
0:49,2567,Harry Froling Turnover.,76,54
0:35,130,Jon Teske missed Three Point Jumper.,76,54
0:35,2567,Dashawn McDowell Defensive Rebound.,76,54
0:29,130,Foul on Xavier Simpson.,76,54
0:29,2567,Dashawn McDowell missed Free Throw.,76,54
0:14,2567,SMU Offensive Rebound.,76,54
0:12,2567,Harry Froling Turnover.,76,54
0:12,130,Xavier Simpson Steal.,76,54
0:11,130,Xavier Simpson missed Layup.,76,54
0:11,2567,Tom Wilson Defensive Rebound.,76,54
0:02,2567,Tom Wilson missed Three Point Jumper.,76,54
0:02,130,Moritz Wagner Defensive Rebound.,76,54
0:00,2567,End of Game,76,54
