Montana,152,NC State,149
8:02,149,Brandon Gfeller Defensive Rebound.,25,27
7:37,149,Ahmaad Rorie Turnover.,25,27
7:37,152,Markell Johnson Steal.,25,27
7:32,152,Markell Johnson made Dunk.,25,29
7:16,149,Walter Wright Turnover.,25,29
7:03,152,Terry Henderson missed Three Point Jumper.,25,29
7:03,149,Walter Wright Defensive Rebound.,25,29
6:43,149,Fabijan Krslovic missed Jumper.,25,29
6:43,149,Montana Offensive Rebound.,25,29
6:13,149,Walter Wright made Jumper.,27,29
6:06,152,Torin Dorn missed Layup.,27,29
6:06,149,Bobby Moorehead Defensive Rebound.,27,29
6:00,149,Walter Wright Turnover.,27,29
5:48,152,Dennis Smith Jr. Turnover.,27,29
5:44,149,Sayeed Pridgett made Layup.,29,29
5:22,152,BeeJay Anya made Layup.,29,31
4:57,149,Fabijan Krslovic missed Layup.,29,31
4:57,152,BeeJay Anya Block.,29,31
4:55,152,Abdul-Malik Abu Defensive Rebound.,29,31
4:47,152,Torin Dorn made Jumper.,29,33
4:19,149,Fabijan Krslovic made Layup. Assisted by Jared Samuelson.,31,33
3:53,152,Abdul-Malik Abu Turnover.,31,33
3:53,152,Official TV Timeout,31,33
3:30,149,Sayeed Pridgett made Layup.,33,33
3:18,152,Terry Henderson Turnover.,33,33
3:01,149,Sayeed Pridgett made Layup.,35,33
2:34,149,Foul on Jared Samuelson.,35,33
2:34,152,Terry Henderson made Free Throw.,35,34
2:34,152,Terry Henderson made Free Throw.,35,35
2:12,149,Gavin DeJong Turnover.,35,35
1:48,152,BeeJay Anya made Layup.,35,37
1:33,149,Jared Samuelson missed Layup.,35,37
1:33,152,Terry Henderson Block.,35,37
1:32,149,Jared Samuelson Offensive Rebound.,35,37
1:32,152,Foul on Terry Henderson.,35,37
1:32,149,Jared Samuelson missed Free Throw.,35,37
1:32,149,Montana Deadball Team Rebound.,35,37
1:32,149,Jared Samuelson made Free Throw.,36,37
1:07,152,Abdul-Malik Abu missed Layup.,36,37
1:07,152,BeeJay Anya Offensive Rebound.,36,37
1:05,152,BeeJay Anya missed Dunk.,36,37
1:05,149,Walter Wright Defensive Rebound.,36,37
1:01,149,Walter Wright made Layup.,38,37
0:46,152,NC State  Timeout,38,37
0:39,149,Foul on Sayeed Pridgett.,38,37
0:39,152,Abdul-Malik Abu made Free Throw.,38,38
0:39,152,Abdul-Malik Abu missed Free Throw.,38,38
0:39,149,Fabijan Krslovic Defensive Rebound.,38,38
0:17,149,Ahmaad Rorie missed Three Point Jumper.,38,38
0:17,152,Markell Johnson Defensive Rebound.,38,38
0:13,152,Terry Henderson missed Three Point Jumper.,38,38
0:13,149,Montana Deadball Team Rebound.,38,38
0:11,152,Foul on Abdul-Malik Abu.,38,38
0:11,152,Abdul-Malik Abu Turnover.,38,38
0:03,152,Foul on Terry Henderson.,38,38
0:03,149,Walter Wright made Free Throw.,39,38
0:03,149,Walter Wright made Free Throw.,40,38
0:00,152,End of 1st half,40,38
19:40,149,Fabijan Krslovic missed Layup.,40,38
19:40,152,Abdul-Malik Abu Defensive Rebound.,40,38
19:34,152,Torin Dorn made Jumper.,40,40
19:15,149,Bobby Moorehead missed Jumper.,40,40
19:15,152,BeeJay Anya Block.,40,40
19:14,152,Dennis Smith Jr. Defensive Rebound.,40,40
19:05,152,Torin Dorn missed Jumper.,40,40
19:05,149,Fabijan Krslovic Defensive Rebound.,40,40
18:48,149,Walter Wright missed Three Point Jumper.,40,40
18:48,152,Abdul-Malik Abu Defensive Rebound.,40,40
18:41,149,Foul on Ahmaad Rorie.,40,40
18:40,152,Torin Dorn made Jumper. Assisted by Abdul-Malik Abu.,40,42
18:19,149,Jack Lopez made Jumper. Assisted by Fabijan Krslovic.,42,42
18:03,152,Dennis Smith Jr. missed Three Point Jumper.,42,42
18:03,149,Bobby Moorehead Defensive Rebound.,42,42
17:48,152,Foul on Abdul-Malik Abu.,42,42
17:31,149,Ahmaad Rorie missed Three Point Jumper.,42,42
17:31,152,Abdul-Malik Abu Defensive Rebound.,42,42
17:15,152,Terry Henderson missed Three Point Jumper.,42,42
17:15,149,Fabijan Krslovic Defensive Rebound.,42,42
16:51,152,Foul on Markell Johnson.,42,42
16:51,149,Walter Wright made Free Throw.,43,42
16:51,149,Walter Wright made Free Throw.,44,42
16:39,152,Dennis Smith Jr. made Three Point Jumper. Assisted by Markell Johnson.,44,45
16:11,149,Jack Lopez missed Layup.,44,45
16:11,152,Dennis Smith Jr. Defensive Rebound.,44,45
16:03,149,Foul on Fabijan Krslovic.,44,45
15:33,152,Markell Johnson missed Layup.,44,45
15:33,149,Ahmaad Rorie Defensive Rebound.,44,45
15:21,149,Walter Wright Turnover.,44,45
15:20,152,Torin Dorn Steal.,44,45
15:16,152,Torin Dorn made Layup.,44,47
14:55,149,Jared Samuelson made Layup. Assisted by Ahmaad Rorie.,46,47
14:40,152,Terry Henderson Turnover.,46,47
14:40,152,Official TV Timeout,46,47
14:40,152,Foul on Torin Dorn.,46,47
14:40,149,Jared Samuelson missed Free Throw.,46,47
14:40,149,Montana Deadball Team Rebound.,46,47
14:40,149,Jared Samuelson made Free Throw.,47,47
14:15,152,Dennis Smith Jr. missed Three Point Jumper.,47,47
14:15,149,Fabijan Krslovic Defensive Rebound.,47,47
13:52,152,Foul on Torin Dorn.,47,47
13:48,149,Sayeed Pridgett Turnover.,47,47
13:44,152,Markell Johnson Steal.,47,47
13:42,152,Dennis Smith Jr. made Layup.,47,49
13:33,149,Walter Wright made Layup.,49,49
13:05,152,BeeJay Anya missed Jumper.,49,49
13:05,152,Abdul-Malik Abu Offensive Rebound.,49,49
13:04,149,Foul on Jared Samuelson.,49,49
13:04,152,Abdul-Malik Abu made Free Throw.,49,50
13:04,152,Abdul-Malik Abu made Free Throw.,49,51
12:48,149,Walter Wright made Layup.,51,51
12:22,149,Foul on Fabijan Krslovic.,51,51
12:22,152,BeeJay Anya made Free Throw.,51,52
12:22,152,BeeJay Anya made Free Throw.,51,53
11:58,149,Walter Wright missed Three Point Jumper.,51,53
11:58,152,Markell Johnson Block.,51,53
11:56,152,BeeJay Anya Defensive Rebound.,51,53
11:42,152,Dennis Smith Jr. made Jumper.,51,55
11:26,149,Jared Samuelson Turnover.,51,55
11:25,152,Dennis Smith Jr. Steal.,51,55
11:19,152,Markell Johnson made Dunk.,51,57
11:09,149,Montana  Timeout,51,57
11:09,152,Official TV Timeout,51,57
10:56,149,Sayeed Pridgett made Jumper. Assisted by Walter Wright.,53,57
10:33,152,Torin Dorn missed Layup.,53,57
10:33,152,Abdul-Malik Abu Offensive Rebound.,53,57
10:31,152,Abdul-Malik Abu made Dunk.,53,59
10:19,149,Bobby Moorehead missed Three Point Jumper.,53,59
10:19,152,Abdul-Malik Abu Defensive Rebound.,53,59
9:55,152,Abdul-Malik Abu made Layup.,53,61
9:43,149,Walter Wright Turnover.,53,61
9:42,152,Dennis Smith Jr. Steal.,53,61
9:38,149,Foul on Ahmaad Rorie.,53,61
9:38,152,Official TV Timeout,53,61
9:38,152,Dennis Smith Jr. made Free Throw.,53,62
9:38,152,Dennis Smith Jr. made Free Throw.,53,63
9:15,149,Fabijan Krslovic made Jumper.,55,63
8:58,149,Foul on Fabijan Krslovic.,55,63
8:47,152,Dennis Smith Jr. missed Jumper.,55,63
8:47,152,Dennis Smith Jr. Offensive Rebound.,55,63
8:23,152,Abdul-Malik Abu made Layup. Assisted by Dennis Smith Jr..,55,65
8:23,149,Foul on Jared Samuelson.,55,65
8:23,152,Abdul-Malik Abu made Free Throw.,55,66
8:11,152,Foul on BeeJay Anya.,55,66
8:11,149,Sayeed Pridgett made Free Throw.,56,66
8:11,149,Sayeed Pridgett made Free Throw.,57,66
7:45,152,Dennis Smith Jr. missed Three Point Jumper.,57,66
7:45,149,Montana Deadball Team Rebound.,57,66
7:45,152,Official TV Timeout,57,66
7:35,149,Brandon Gfeller missed Three Point Jumper.,57,66
7:35,152,Torin Dorn Defensive Rebound.,57,66
7:13,152,Markell Johnson made Three Point Jumper. Assisted by Torin Dorn.,57,69
6:55,149,Foul on Brandon Gfeller.,57,69
6:55,149,Ahmaad Rorie Turnover.,57,69
6:31,152,Dennis Smith Jr. Turnover.,57,69
6:12,149,Jack Lopez missed Three Point Jumper.,57,69
6:12,152,BeeJay Anya Defensive Rebound.,57,69
5:53,152,Dennis Smith Jr. made Dunk. Assisted by Markell Johnson.,57,71
5:45,149,Ahmaad Rorie missed Three Point Jumper.,57,71
5:45,149,Jack Lopez Offensive Rebound.,57,71
5:41,149,Jack Lopez made Two Point Tip Shot.,59,71
5:09,152,NC State  Turnover.,59,71
5:02,149,Walter Wright missed Layup.,59,71
5:02,149,Jared Samuelson Offensive Rebound.,59,71
5:00,149,Jared Samuelson made Two Point Tip Shot.,61,71
4:41,152,Dennis Smith Jr. missed Jumper.,61,71
4:41,149,Jack Lopez Defensive Rebound.,61,71
4:25,149,Walter Wright missed Layup.,61,71
4:25,149,Walter Wright Offensive Rebound.,61,71
4:21,149,Ahmaad Rorie missed Three Point Jumper.,61,71
4:21,152,Abdul-Malik Abu Defensive Rebound.,61,71
4:08,149,Montana  Timeout,61,71
4:08,152,Official TV Timeout,61,71
3:59,152,Abdul-Malik Abu Turnover.,61,71
3:52,149,Jared Samuelson Turnover.,61,71
3:52,152,Dennis Smith Jr. Steal.,61,71
3:38,149,Foul on Jack Lopez.,61,71
3:38,152,Terry Henderson missed Free Throw.,61,71
3:38,152,NC State Deadball Team Rebound.,61,71
3:38,152,Terry Henderson made Free Throw.,61,72
3:27,149,Walter Wright missed Jumper.,61,72
3:27,152,Torin Dorn Defensive Rebound.,61,72
3:19,149,Foul on Fabijan Krslovic.,61,72
3:19,152,Abdul-Malik Abu made Free Throw.,61,73
3:19,152,Abdul-Malik Abu made Free Throw.,61,74
2:58,149,Jack Lopez missed Three Point Jumper.,61,74
2:58,152,Dennis Smith Jr. Defensive Rebound.,61,74
2:28,152,Terry Henderson made Three Point Jumper. Assisted by Dennis Smith Jr..,61,77
2:14,149,Ahmaad Rorie made Three Point Jumper. Assisted by Jack Lopez.,64,77
2:07,149,Foul on Ahmaad Rorie.,64,77
2:07,152,Dennis Smith Jr. made Free Throw.,64,78
2:07,152,Dennis Smith Jr. made Free Throw.,64,79
2:00,149,Bobby Moorehead missed Three Point Jumper.,64,79
2:00,152,Markell Johnson Defensive Rebound.,64,79
1:57,149,Foul on Sayeed Pridgett.,64,79
1:57,152,Markell Johnson missed Free Throw.,64,79
1:57,152,NC State Deadball Team Rebound.,64,79
1:54,152,Markell Johnson missed Free Throw.,64,79
1:54,149,Jack Lopez Defensive Rebound.,64,79
1:43,149,Ahmaad Rorie made Three Point Jumper. Assisted by Mario Dunn.,67,79
1:40,149,Montana  Timeout,67,79
1:29,152,Abdul-Malik Abu made Dunk. Assisted by Markell Johnson.,67,81
1:23,149,Ahmaad Rorie Turnover.,67,81
1:21,152,Terry Henderson Steal.,67,81
1:19,152,Dennis Smith Jr. made Dunk. Assisted by Markell Johnson.,67,83
0:56,149,Walter Wright made Jumper.,69,83
0:44,152,Abdul-Malik Abu made Dunk. Assisted by Terry Henderson.,69,85
0:21,149,Ahmaad Rorie made Three Point Jumper.,72,85
0:00,152,End of Game,72,85
