Colorado State,8,Arkansas,36
15:10,36,Che Bob Offensive Rebound.,13,4
15:09,8,Foul on Trey Thompson.,13,4
15:01,36,Che Bob missed Three Point Jumper.,13,4
15:01,36,Deion James Offensive Rebound.,13,4
14:50,36,Colorado State  Timeout,13,4
14:29,36,J.D. Paige missed Jumper.,13,4
14:29,8,Daniel Gafford Block.,13,4
14:28,8,Jaylen Barford Defensive Rebound.,13,4
14:22,8,Anton Beard missed Jumper.,13,4
14:22,8,Arkansas Deadball Team Rebound.,13,4
14:22,36,Foul on Nico Carvacho.,13,4
14:09,8,Daniel Gafford made Dunk. Assisted by Dustin Thomas.,13,6
13:49,36,Deion James missed Jumper.,13,6
13:49,36,Nico Carvacho Offensive Rebound.,13,6
13:46,36,Nico Carvacho missed Jumper.,13,6
13:46,8,Jaylen Barford Defensive Rebound.,13,6
13:44,36,Foul on Lorenzo Jenkins.,13,6
13:36,8,Daniel Gafford made Layup. Assisted by C.J. Jones.,13,8
13:35,36,Foul on Deion James.,13,8
13:35,8,Daniel Gafford made Free Throw.,13,9
13:17,36,Foul on Nico Carvacho.,13,9
13:17,36,Nico Carvacho Turnover.,13,9
13:00,8,Darious Hall made Three Point Jumper. Assisted by Anton Beard.,13,12
12:20,36,Colorado State  Turnover.,13,12
12:08,8,Daniel Gafford missed Jumper.,13,12
12:08,8,Daniel Gafford Offensive Rebound.,13,12
12:05,8,Daniel Gafford made Layup.,13,14
11:51,36,Che Bob Turnover.,13,14
11:47,8,C.J. Jones made Layup.,13,16
11:34,8,Official TV Timeout,13,16
11:12,36,Colorado State  Turnover.,13,16
10:54,8,Darious Hall made Three Point Jumper. Assisted by Daryl Macon.,13,19
10:24,36,Anthony Bonner missed Jumper.,13,19
10:24,8,Daniel Gafford Defensive Rebound.,13,19
10:18,8,C.J. Jones made Jumper.,13,21
9:47,36,J.D. Paige made Three Point Jumper.,16,21
9:33,36,Foul on Che Bob.,16,21
9:33,8,Daniel Gafford made Free Throw.,16,22
9:33,8,Daniel Gafford missed Free Throw.,16,22
9:33,36,J.D. Paige Defensive Rebound.,16,22
9:17,36,Lorenzo Jenkins Turnover.,16,22
9:17,8,Daryl Macon Steal.,16,22
9:14,8,C.J. Jones made Dunk. Assisted by Daryl Macon.,16,24
9:06,8,Foul on Darious Hall.,16,24
8:46,36,Prentiss Nixon Turnover.,16,24
8:29,8,Daryl Macon made Layup.,16,26
8:23,36,Foul on J.D. Paige.,16,26
8:23,36,J.D. Paige Turnover.,16,26
8:21,8,Jaylen Barford missed Three Point Jumper.,16,26
8:21,36,Lorenzo Jenkins Defensive Rebound.,16,26
7:51,8,Foul on Daryl Macon.,16,26
7:51,8,Official TV Timeout,16,26
7:51,36,Prentiss Nixon made Free Throw.,17,26
7:51,36,Prentiss Nixon made Free Throw.,18,26
7:44,8,Trey Thompson made Layup. Assisted by Jaylen Barford.,18,28
7:19,36,Lorenzo Jenkins missed Jumper.,18,28
7:19,36,Colorado State Offensive Rebound.,18,28
6:52,36,Prentiss Nixon made Jumper.,20,28
6:31,8,Daryl Macon missed Three Point Jumper.,20,28
6:31,8,Anton Beard Offensive Rebound.,20,28
6:25,8,Anton Beard made Layup.,20,30
5:54,36,Lorenzo Jenkins missed Three Point Jumper.,20,30
5:54,8,Jaylen Barford Defensive Rebound.,20,30
5:47,8,Anton Beard missed Three Point Jumper.,20,30
5:47,36,J.D. Paige Defensive Rebound.,20,30
5:36,36,J.D. Paige missed Jumper.,20,30
5:36,8,Arlando Cook Defensive Rebound.,20,30
5:27,8,Anton Beard made Layup. Assisted by Daryl Macon.,20,32
5:15,36,Anthony Bonner missed Jumper.,20,32
5:15,36,Raquan Mitchell Offensive Rebound.,20,32
5:12,36,Raquan Mitchell made Layup.,22,32
4:58,8,Arlando Cook missed Jumper.,22,32
4:58,36,Colorado State Deadball Team Rebound.,22,32
4:56,8,Foul on Trey Thompson.,22,32
4:48,36,Prentiss Nixon missed Three Point Jumper.,22,32
4:48,36,Raquan Mitchell Offensive Rebound.,22,32
4:40,36,J.D. Paige missed Three Point Jumper.,22,32
4:40,36,Raquan Mitchell Offensive Rebound.,22,32
4:36,8,Foul on Arlando Cook.,22,32
4:36,36,Raquan Mitchell made Free Throw.,23,32
4:36,36,Raquan Mitchell made Free Throw.,24,32
4:21,8,C.J. Jones made Jumper.,24,34
4:09,36,Lorenzo Jenkins missed Three Point Jumper.,24,34
4:09,8,C.J. Jones Defensive Rebound.,24,34
4:01,8,Jaylen Barford missed Jumper.,24,34
4:01,36,Lorenzo Jenkins Defensive Rebound.,24,34
3:51,36,Foul on J.D. Paige.,24,34
3:51,36,J.D. Paige Turnover.,24,34
3:51,8,Official TV Timeout,24,34
3:33,8,Daniel Gafford missed Jumper.,24,34
3:33,36,Anthony Bonner Defensive Rebound.,24,34
3:15,36,Anthony Bonner made Layup. Assisted by Robbie Berwick.,26,34
2:51,36,Foul on Robbie Berwick.,26,34
2:51,8,Daniel Gafford missed Free Throw.,26,34
2:51,8,Arkansas Deadball Team Rebound.,26,34
2:51,8,Daniel Gafford made Free Throw.,26,35
2:33,36,Raquan Mitchell made Dunk.,28,35
2:18,8,Daniel Gafford missed Jumper.,28,35
2:18,8,Daniel Gafford Offensive Rebound.,28,35
2:15,8,Jaylen Barford missed Jumper.,28,35
2:15,8,Jaylen Barford Offensive Rebound.,28,35
2:13,8,Jaylen Barford made Layup.,28,37
1:58,36,Prentiss Nixon missed Jumper.,28,37
1:58,36,Colorado State Offensive Rebound.,28,37
1:50,8,Foul on Anton Beard.,28,37
1:50,36,Prentiss Nixon made Free Throw.,29,37
1:50,36,Prentiss Nixon missed Free Throw.,29,37
1:50,8,Dustin Thomas Defensive Rebound.,29,37
1:43,8,Jaylen Barford made Layup.,29,39
1:26,36,Lorenzo Jenkins missed Three Point Jumper.,29,39
1:26,8,Dustin Thomas Defensive Rebound.,29,39
1:19,8,C.J. Jones made Three Point Jumper. Assisted by Jaylen Barford.,29,42
1:01,36,Robbie Berwick missed Jumper.,29,42
1:01,8,Daniel Gafford Defensive Rebound.,29,42
0:55,36,Foul on Prentiss Nixon.,29,42
0:55,8,Jaylen Barford missed Free Throw.,29,42
0:55,8,Arkansas Deadball Team Rebound.,29,42
0:55,8,Jaylen Barford missed Free Throw.,29,42
0:55,36,Robbie Berwick Defensive Rebound.,29,42
0:43,36,Raquan Mitchell missed Three Point Jumper.,29,42
0:43,8,Anton Beard Defensive Rebound.,29,42
0:36,8,Jaylen Barford made Three Point Jumper. Assisted by Anton Beard.,29,45
0:16,36,Robbie Berwick missed Three Point Jumper.,29,45
0:16,8,Daniel Gafford Block.,29,45
0:14,8,Arkansas Deadball Team Rebound.,29,45
0:14,36,Foul on Logan Ryan.,29,45
0:14,8,Anton Beard made Free Throw.,29,46
0:14,8,Anton Beard made Free Throw.,29,47
0:08,8,Foul on Jaylen Barford.,29,47
0:08,36,Logan Ryan missed Free Throw.,29,47
0:08,36,Colorado State Deadball Team Rebound.,29,47
0:08,36,Logan Ryan missed Free Throw.,29,47
0:08,8,Darious Hall Defensive Rebound.,29,47
0:01,8,Anton Beard missed Jumper.,29,47
0:00,36,Raquan Mitchell Defensive Rebound.,29,47
0:00,8,End of 1st half,29,47
19:46,8,Daryl Macon made Jumper.,29,49
19:44,36,Foul on Prentiss Nixon.,29,49
19:44,8,Daryl Macon made Free Throw.,29,50
19:31,36,J.D. Paige missed Three Point Jumper.,29,50
19:31,36,Anthony Bonner Offensive Rebound.,29,50
19:17,36,Che Bob Turnover.,29,50
18:57,8,Dustin Thomas made Jumper. Assisted by Trey Thompson.,29,52
18:46,36,J.D. Paige Turnover.,29,52
18:21,8,Dustin Thomas missed Jumper.,29,52
18:21,36,Anthony Bonner Defensive Rebound.,29,52
18:07,36,Anthony Bonner made Three Point Jumper. Assisted by Deion James.,32,52
17:59,8,Jaylen Barford missed Jumper.,32,52
17:59,36,Nico Carvacho Defensive Rebound.,32,52
17:31,36,J.D. Paige Turnover.,32,52
17:30,8,Daryl Macon Steal.,32,52
17:30,36,Foul on J.D. Paige.,32,52
17:16,8,Jaylen Barford made Layup.,32,54
16:49,36,Deion James Turnover.,32,54
16:48,8,Anton Beard Steal.,32,54
16:46,8,Daryl Macon made Dunk. Assisted by Trey Thompson.,32,56
16:27,36,Anthony Bonner missed Jumper.,32,56
16:27,8,Trey Thompson Defensive Rebound.,32,56
16:21,8,Jaylen Barford missed Three Point Jumper.,32,56
16:21,36,Raquan Mitchell Defensive Rebound.,32,56
15:58,36,Che Bob missed Jumper.,32,56
15:58,8,Anton Beard Defensive Rebound.,32,56
15:42,8,Jaylen Barford made Three Point Jumper. Assisted by Dustin Thomas.,32,59
15:09,8,Foul on Dustin Thomas.,32,59
15:09,8,Official TV Timeout,32,59
15:09,36,Nico Carvacho missed Free Throw.,32,59
15:09,36,Colorado State Deadball Team Rebound.,32,59
15:09,36,Nico Carvacho made Free Throw.,33,59
15:03,8,Jaylen Barford Turnover.,33,59
15:02,36,Prentiss Nixon Steal.,33,59
14:59,36,Prentiss Nixon made Layup.,35,59
14:35,8,Jaylen Barford missed Three Point Jumper.,35,59
14:35,36,Nico Carvacho Defensive Rebound.,35,59
14:10,36,J.D. Paige made Three Point Jumper.,38,59
13:57,8,Dustin Thomas made Jumper.,38,61
13:22,36,J.D. Paige missed Three Point Jumper.,38,61
13:22,8,Arkansas Defensive Rebound.,38,61
13:03,36,Foul on Lorenzo Jenkins.,38,61
13:03,8,Daniel Gafford made Free Throw.,38,62
13:03,8,Daniel Gafford missed Free Throw.,38,62
13:03,36,Nico Carvacho Defensive Rebound.,38,62
12:45,8,Foul on Daniel Gafford.,38,62
12:45,36,Prentiss Nixon made Free Throw.,39,62
12:45,36,Prentiss Nixon made Free Throw.,40,62
12:34,8,C.J. Jones missed Three Point Jumper.,40,62
12:34,36,Prentiss Nixon Defensive Rebound.,40,62
12:26,36,Deion James missed Jumper.,40,62
12:26,8,Darious Hall Defensive Rebound.,40,62
12:16,8,C.J. Jones made Three Point Jumper. Assisted by Daryl Macon.,40,65
12:02,36,Prentiss Nixon made Three Point Jumper. Assisted by Deion James.,43,65
11:48,8,Daniel Gafford made Dunk. Assisted by Adrio Bailey.,43,67
11:21,8,Foul on Daryl Macon.,43,67
11:21,8,Official TV Timeout,43,67
11:20,36,J.D. Paige Turnover.,43,67
11:19,8,Anton Beard Steal.,43,67
11:13,8,Darious Hall missed Three Point Jumper.,43,67
11:13,36,Nico Carvacho Defensive Rebound.,43,67
11:04,36,J.D. Paige missed Jumper.,43,67
11:04,36,Deion James Offensive Rebound.,43,67
11:04,36,Deion James made Layup.,45,67
11:04,8,Foul on Daniel Gafford.,45,67
11:04,36,Deion James made Free Throw.,46,67
11:00,8,Darious Hall Turnover.,46,67
10:38,36,Nico Carvacho missed Jumper.,46,67
10:38,8,Daniel Gafford Defensive Rebound.,46,67
10:24,36,Foul on Prentiss Nixon.,46,67
10:24,8,C.J. Jones made Free Throw.,46,68
10:24,8,C.J. Jones made Free Throw.,46,69
10:15,36,Prentiss Nixon made Three Point Jumper.,49,69
9:55,8,Daniel Gafford missed Jumper.,49,69
9:55,36,Nico Carvacho Defensive Rebound.,49,69
9:49,8,Foul on Adrio Bailey.,49,69
9:49,36,Nico Carvacho missed Free Throw.,49,69
9:49,36,Colorado State Deadball Team Rebound.,49,69
9:49,36,Nico Carvacho missed Free Throw.,49,69
9:49,8,Daniel Gafford Defensive Rebound.,49,69
9:39,8,C.J. Jones missed Three Point Jumper.,49,69
9:39,8,Arlando Cook Offensive Rebound.,49,69
9:29,8,Darious Hall missed Jumper.,49,69
9:29,36,Colorado State Deadball Team Rebound.,49,69
9:24,8,Foul on Anton Beard.,49,69
8:57,36,J.D. Paige Turnover.,49,69
8:54,8,Darious Hall missed Three Point Jumper.,49,69
8:54,36,Deion James Defensive Rebound.,49,69
8:42,36,Deion James Turnover.,49,69
8:41,8,Daniel Gafford Steal.,49,69
8:39,8,Daniel Gafford made Dunk.,49,71
8:25,36,Prentiss Nixon missed Jumper.,49,71
8:25,8,Arlando Cook Defensive Rebound.,49,71
8:13,8,Anton Beard made Three Point Jumper. Assisted by C.J. Jones.,49,74
7:49,36,Deion James Turnover.,49,74
7:49,8,Official TV Timeout,49,74
7:23,8,Gabe Osabuohien made Jumper. Assisted by Arlando Cook.,49,76
6:53,36,J.D. Paige missed Three Point Jumper.,49,76
6:53,8,Arkansas Defensive Rebound.,49,76
6:38,8,Foul on Gabe Osabuohien.,49,76
6:38,8,Gabe Osabuohien Turnover.,49,76
6:19,36,Anthony Bonner missed Three Point Jumper.,49,76
6:19,8,Darious Hall Defensive Rebound.,49,76
5:48,8,Daryl Macon missed Three Point Jumper.,49,76
5:48,8,Gabe Osabuohien Offensive Rebound.,49,76
5:43,8,Gabe Osabuohien made Layup.,49,78
5:25,36,Prentiss Nixon made Three Point Jumper. Assisted by Anthony Bonner.,52,78
5:10,8,Arlando Cook missed Jumper.,52,78
5:10,36,Anthony Bonner Defensive Rebound.,52,78
5:08,8,Foul on Gabe Osabuohien.,52,78
5:08,36,Anthony Bonner made Free Throw.,53,78
5:08,36,Anthony Bonner made Free Throw.,54,78
5:01,8,Darious Hall Turnover.,54,78
5:00,36,Raquan Mitchell Steal.,54,78
4:58,36,Raquan Mitchell made Dunk.,56,78
4:34,36,Foul on Che Bob.,56,78
4:34,8,Jaylen Barford made Free Throw.,56,79
4:34,8,Jaylen Barford made Free Throw.,56,80
4:16,36,Prentiss Nixon missed Three Point Jumper.,56,80
4:16,8,Arlando Cook Defensive Rebound.,56,80
4:01,8,Jaylen Barford made Jumper. Assisted by Arlando Cook.,56,82
3:44,36,Che Bob Turnover.,56,82
3:44,8,Official TV Timeout,56,82
3:42,8,Daryl Macon Turnover.,56,82
3:42,36,Anthony Bonner Steal.,56,82
3:42,8,Foul on Jaylen Barford.,56,82
3:42,36,Anthony Bonner made Free Throw.,57,82
3:42,36,Anthony Bonner made Free Throw.,58,82
3:24,8,Arlando Cook missed Jumper.,58,82
3:24,36,Prentiss Nixon Defensive Rebound.,58,82
3:04,36,Deion James Turnover.,58,82
3:00,8,Arlando Cook Steal.,58,82
2:57,8,Jaylen Barford made Three Point Jumper. Assisted by Daryl Macon.,58,85
2:34,8,Foul on C.J. Jones.,58,85
2:34,36,Prentiss Nixon made Free Throw.,59,85
2:34,36,Prentiss Nixon made Free Throw.,60,85
2:18,8,C.J. Jones made Three Point Jumper. Assisted by Daryl Macon.,60,88
1:54,8,Foul on Gabe Osabuohien.,60,88
1:54,36,Che Bob made Free Throw.,61,88
1:54,36,Che Bob missed Free Throw.,61,88
1:54,8,Gabe Osabuohien Defensive Rebound.,61,88
1:43,8,Darious Hall made Layup.,61,90
1:27,36,Prentiss Nixon made Three Point Jumper. Assisted by Che Bob.,64,90
1:23,36,Colorado State  Timeout,64,90
1:16,8,Darious Hall missed Jumper.,64,90
1:16,36,Che Bob Block.,64,90
1:15,36,Deion James Defensive Rebound.,64,90
1:06,8,Foul on Gabe Osabuohien.,64,90
1:06,36,Che Bob missed Free Throw.,64,90
1:06,36,Colorado State Deadball Team Rebound.,64,90
1:06,36,Che Bob missed Free Throw.,64,90
1:06,8,Gabe Osabuohien Defensive Rebound.,64,90
0:42,8,Jonathan Holmes made Layup.,64,92
0:34,8,Foul on Jonathan Holmes.,64,92
0:34,36,Prentiss Nixon made Free Throw.,65,92
0:34,36,Prentiss Nixon made Free Throw.,66,92
0:11,8,Jonathan Holmes missed Three Point Jumper.,66,92
0:11,36,Prentiss Nixon Defensive Rebound.,66,92
0:00,8,End of Game,66,92
