Nevada,2641,Texas Tech,2440
7:00,2440,Josh Hall missed Three Point Jumper.,26,21
7:00,2641,Brandone Francis Defensive Rebound.,26,21
7:00,2641,Tommy Hamilton IV missed Layup.,26,21
7:00,2440,Cody Martin Defensive Rebound.,26,21
6:42,2440,Jordan Caroline Defensive Rebound.,26,21
6:42,2641,Keenan Evans missed Layup.,26,21
6:42,2440,Cody Martin Block.,26,21
6:41,2641,Foul on Tommy Hamilton IV.,26,21
6:41,2440,Cody Martin made Free Throw.,27,21
6:41,2440,Cody Martin made Free Throw.,28,21
6:15,2641,Niem Stevenson made Jumper. Assisted by Zhaire Smith.,28,23
5:48,2440,Kendall Stephens missed Jumper.,28,23
5:48,2641,Jarrett Culver Defensive Rebound.,28,23
5:40,2641,Keenan Evans made Jumper.,28,25
5:35,2440,Cody Martin made Layup.,30,25
5:14,2641,Niem Stevenson missed Jumper.,30,25
5:14,2440,Josh Hall Defensive Rebound.,30,25
4:56,2641,Foul on Zach Smith.,30,25
4:56,2440,Cody Martin made Free Throw.,31,25
4:56,2440,Cody Martin made Free Throw.,32,25
4:46,2641,Niem Stevenson Turnover.,32,25
4:34,2440,Cody Martin made Jumper.,34,25
4:22,2440,Foul on Josh Hall.,34,25
4:22,2641,Jarrett Culver made Free Throw.,34,26
4:22,2641,Jarrett Culver missed Free Throw.,34,26
4:22,2440,Jordan Caroline Defensive Rebound.,34,26
4:05,2440,Jordan Caroline missed Jumper.,34,26
4:05,2641,Justin Gray Block.,34,26
4:04,2641,Keenan Evans Defensive Rebound.,34,26
3:59,2641,Official TV Timeout,33,27
3:59,2641,Keenan Evans Turnover.,34,26
3:59,2641,Official TV Timeout,34,26
3:51,2440,Cody Martin Turnover.,34,26
3:50,2641,Justin Gray Steal.,34,26
3:48,2641,Justin Gray missed Layup.,34,26
3:48,2440,Josh Hall Defensive Rebound.,34,26
3:42,2440,Caleb Martin made Layup. Assisted by Josh Hall.,36,26
3:22,2641,Keenan Evans missed Jumper.,36,26
3:22,2440,Jordan Caroline Defensive Rebound.,36,26
2:56,2440,Jordan Caroline missed Jumper.,36,26
2:56,2641,Keenan Evans Defensive Rebound.,36,26
2:54,2440,Foul on Josh Hall.,36,26
2:54,2641,Keenan Evans made Free Throw.,36,27
2:54,2641,Keenan Evans missed Free Throw.,36,27
2:54,2440,Cody Martin Defensive Rebound.,36,27
2:30,2440,Caleb Martin missed Layup.,36,27
2:30,2641,Texas Tech Defensive Rebound.,36,27
2:30,2641,Keenan Evans Turnover.,36,27
2:30,2440,Elijah Foster Steal.,36,27
2:03,2641,Zhaire Smith missed Three Point Jumper.,36,27
2:03,2440,Hallice Cooke Defensive Rebound.,36,27
1:53,2440,Cody Martin missed Three Point Jumper.,36,27
1:53,2641,Keenan Evans Defensive Rebound.,36,27
1:46,2641,Zhaire Smith made Layup.,36,29
1:21,2440,Hallice Cooke missed Jumper.,36,29
1:21,2440,Cody Martin Offensive Rebound.,36,29
1:18,2440,Nevada  Turnover.,36,29
1:09,2641,Keenan Evans made Jumper.,36,31
1:04,2641,Texas Tech  Timeout,36,31
0:43,2440,Kendall Stephens missed Three Point Jumper.,36,31
0:43,2641,Jarrett Culver Defensive Rebound.,36,31
0:34,2641,Jarrett Culver missed Layup.,36,31
0:34,2440,Jordan Caroline Defensive Rebound.,36,31
0:32,2641,Foul on Niem Stevenson.,36,31
0:02,2440,Caleb Martin missed Three Point Jumper.,36,31
0:02,2641,Zhaire Smith Defensive Rebound.,36,31
0:00,2641,End of 1st half,36,31
19:46,2641,Foul on Norense Odiase.,36,31
19:46,2440,Caleb Martin made Free Throw.,37,31
19:46,2440,Caleb Martin made Free Throw.,38,31
19:28,2641,Keenan Evans made Layup.,38,33
19:21,2440,Caleb Martin made Layup.,40,33
18:59,2641,Justin Gray made Jumper. Assisted by Keenan Evans.,40,35
18:50,2440,Jordan Caroline missed Layup.,40,35
18:50,2440,Nevada Deadball Team Rebound.,40,35
18:50,2641,Foul on Justin Gray.,40,35
18:44,2440,Kendall Stephens missed Three Point Jumper.,40,35
18:44,2641,Justin Gray Defensive Rebound.,40,35
18:32,2641,Zach Smith Turnover.,40,35
18:30,2440,Cody Martin Steal.,40,35
18:28,2440,Cody Martin made Dunk.,42,35
18:20,2641,Niem Stevenson made Jumper.,42,37
18:15,2440,Cody Martin missed Layup.,42,37
18:15,2641,Justin Gray Defensive Rebound.,42,37
18:10,2641,Justin Gray missed Jumper.,42,37
18:10,2440,Jordan Caroline Defensive Rebound.,42,37
18:00,2440,Lindsey Drew missed Three Point Jumper.,42,37
17:59,2641,Norense Odiase Defensive Rebound.,42,37
17:50,2641,Keenan Evans Turnover.,42,37
17:50,2440,Jordan Caroline Steal.,42,37
16:49,2641,Foul on Keenan Evans.,42,37
16:49,2440,Lindsey Drew made Free Throw.,43,37
16:49,2440,Lindsey Drew made Free Throw.,44,37
16:19,2641,Tommy Hamilton IV missed Layup.,44,37
16:19,2440,Lindsey Drew Defensive Rebound.,44,37
16:18,2440,Lindsey Drew missed Layup.,44,37
16:18,2641,Zhaire Smith Defensive Rebound.,44,37
16:09,2440,Foul on Lindsey Drew.,44,37
15:54,2641,Davide Moretti missed Jumper.,44,37
15:54,2440,Nevada Defensive Rebound.,44,37
15:51,2641,Official TV Timeout,44,37
15:29,2440,Cody Martin missed Jumper.,44,37
15:29,2641,Zhaire Smith Defensive Rebound.,44,37
15:01,2641,Zach Smith missed Jumper.,44,37
15:01,2440,Josh Hall Defensive Rebound.,44,37
14:33,2440,Caleb Martin missed Layup.,44,37
14:33,2440,Josh Hall Offensive Rebound.,44,37
14:30,2440,Josh Hall missed Two Point Tip Shot.,44,37
14:30,2641,Zhaire Smith Defensive Rebound.,44,37
14:25,2641,Jarrett Culver missed Layup.,44,37
14:25,2440,Jordan Caroline Defensive Rebound.,44,37
14:16,2440,Caleb Martin made Three Point Jumper.,47,37
13:45,2641,Zhaire Smith missed Jumper.,47,37
13:45,2440,Nevada Defensive Rebound.,47,37
13:15,2440,Jordan Caroline Turnover.,47,37
13:14,2641,Zhaire Smith Steal.,47,37
13:11,2440,Foul on Kendall Stephens.,47,37
13:11,2641,Zhaire Smith made Free Throw.,47,38
13:11,2641,Zhaire Smith made Free Throw.,47,39
12:58,2440,Caleb Martin Turnover.,47,39
12:57,2641,Keenan Evans Steal.,47,39
12:52,2641,Keenan Evans Turnover.,47,39
12:51,2440,Jordan Caroline Steal.,47,39
12:48,2440,Caleb Martin made Three Point Jumper. Assisted by Jordan Caroline.,50,39
12:22,2641,Justin Gray missed Jumper.,50,39
12:22,2641,Justin Gray Offensive Rebound.,50,39
12:09,2641,Niem Stevenson made Layup.,50,41
12:09,2440,Foul on Caleb Martin.,50,41
12:09,2641,Niem Stevenson missed Free Throw.,50,41
12:09,2440,Caleb Martin Defensive Rebound.,50,41
11:46,2440,Caleb Martin missed Three Point Jumper.,50,41
11:46,2641,Texas Tech Defensive Rebound.,50,41
11:43,2641,Official TV Timeout,50,41
11:25,2641,Keenan Evans missed Three Point Jumper.,50,41
11:25,2440,Nevada Defensive Rebound.,50,41
11:16,2641,Foul on Zach Smith.,50,41
11:16,2440,Cody Martin missed Free Throw.,50,41
11:16,2440,Nevada Deadball Team Rebound.,50,41
11:16,2440,Cody Martin made Free Throw.,51,41
11:05,2440,Foul on Jordan Caroline.,51,41
10:55,2641,Jarrett Culver missed Three Point Jumper.,51,41
10:55,2440,Caleb Martin Defensive Rebound.,51,41
10:47,2440,Cody Martin Turnover.,51,41
10:38,2440,Foul on Kendall Stephens.,51,41
10:38,2641,Keenan Evans missed Free Throw.,51,41
10:38,2641,Texas Tech Deadball Team Rebound.,51,41
10:38,2641,Keenan Evans made Free Throw.,51,42
10:20,2440,Jordan Caroline missed Jumper.,51,42
10:20,2641,Keenan Evans Defensive Rebound.,51,42
10:14,2440,Foul on Jordan Caroline.,51,42
10:14,2641,Niem Stevenson made Free Throw.,51,43
10:14,2641,Niem Stevenson missed Free Throw.,51,43
10:14,2440,Jordan Caroline Defensive Rebound.,51,43
9:52,2440,Cody Martin Turnover.,51,43
9:41,2641,Keenan Evans missed Layup.,51,43
9:41,2440,Josh Hall Defensive Rebound.,51,43
9:40,2440,Josh Hall Turnover.,51,43
9:39,2641,Zhaire Smith Steal.,51,43
9:36,2641,Keenan Evans made Layup.,51,45
9:36,2440,Foul on Kendall Stephens.,51,45
9:36,2641,Keenan Evans missed Free Throw.,51,45
9:36,2641,Zhaire Smith Offensive Rebound.,51,45
9:28,2641,Jarrett Culver made Dunk.,51,47
9:04,2440,Jordan Caroline missed Three Point Jumper.,51,47
9:04,2641,Justin Gray Defensive Rebound.,51,47
8:59,2641,Justin Gray Turnover.,51,47
8:54,2440,Caleb Martin made Three Point Jumper. Assisted by Lindsey Drew.,54,47
8:33,2440,Foul on Josh Hall.,54,47
8:33,2641,Keenan Evans made Free Throw.,54,48
8:33,2641,Keenan Evans made Free Throw.,54,49
8:04,2440,Cody Martin made Jumper.,56,49
7:50,2641,Keenan Evans made Three Point Jumper.,56,52
7:46,2641,Texas Tech  Timeout,56,52
7:28,2440,Cody Martin made Layup.,58,52
7:09,2641,Keenan Evans made Layup.,58,54
6:38,2440,Caleb Martin missed Three Point Jumper.,58,54
6:38,2641,Keenan Evans Defensive Rebound.,58,54
6:24,2641,Keenan Evans made Layup.,58,56
6:03,2440,Foul on Josh Hall.,58,56
6:03,2440,Josh Hall Turnover.,58,56
6:03,2641,Official TV Timeout,58,56
5:51,2641,Davide Moretti made Three Point Jumper. Assisted by Keenan Evans.,58,59
5:39,2440,Kendall Stephens made Three Point Jumper. Assisted by Cody Martin.,61,59
5:15,2641,Zach Smith made Layup. Assisted by Davide Moretti.,61,61
5:15,2440,Foul on Cody Martin.,61,61
5:15,2641,Zach Smith made Free Throw.,61,62
4:47,2440,Cody Martin made Jumper.,63,62
4:28,2641,Keenan Evans missed Three Point Jumper.,63,62
4:28,2440,Caleb Martin Defensive Rebound.,63,62
4:06,2440,Kendall Stephens made Three Point Jumper. Assisted by Caleb Martin.,66,62
3:48,2641,Keenan Evans missed Three Point Jumper.,66,62
3:48,2440,Lindsey Drew Block.,66,62
3:44,2440,Jordan Caroline Defensive Rebound.,66,62
3:40,2440,Lindsey Drew Turnover.,66,62
3:39,2641,Zhaire Smith Steal.,66,62
3:36,2440,Foul on Cody Martin.,66,62
3:36,2641,Official TV Timeout,66,62
3:36,2641,Zhaire Smith missed Free Throw.,66,62
3:36,2641,Texas Tech Deadball Team Rebound.,66,62
3:36,2641,Zhaire Smith made Free Throw.,66,63
3:13,2440,Caleb Martin missed Three Point Jumper.,66,63
3:13,2440,Nevada Deadball Team Rebound.,66,63
3:10,2641,Foul on Jarrett Culver.,66,63
2:49,2440,Kendall Stephens Turnover.,66,63
2:38,2440,Foul on Lindsey Drew.,66,63
2:38,2641,Keenan Evans made Free Throw.,66,64
2:38,2641,Keenan Evans missed Free Throw.,66,64
2:38,2440,Jordan Caroline Defensive Rebound.,66,64
2:11,2440,Cody Martin made Jumper.,68,64
2:11,2641,Foul on Jarrett Culver.,68,64
2:11,2440,Cody Martin made Free Throw.,69,64
1:57,2440,Foul on Caleb Martin.,69,64
1:57,2641,Keenan Evans made Free Throw.,69,65
1:57,2641,Keenan Evans made Free Throw.,69,66
1:29,2440,Foul on Lindsey Drew.,69,66
1:29,2440,Lindsey Drew Turnover.,69,66
1:11,2440,Foul on Caleb Martin.,69,66
1:11,2641,Davide Moretti made Free Throw.,69,67
1:11,2641,Davide Moretti made Free Throw.,69,68
0:47,2440,Cody Martin Turnover.,69,68
0:45,2641,Jarrett Culver Steal.,69,68
0:42,2641,Jarrett Culver Turnover.,69,68
0:40,2440,Cody Martin Steal.,69,68
0:38,2641,Foul on Zhaire Smith.,69,68
0:38,2440,Jordan Caroline made Free Throw.,70,68
0:38,2440,Jordan Caroline missed Free Throw.,70,68
0:38,2641,Keenan Evans Defensive Rebound.,70,68
0:25,2641,Keenan Evans missed Layup.,70,68
0:25,2641,Justin Gray Offensive Rebound.,70,68
0:23,2440,Foul on Josh Hall.,70,68
0:23,2641,Justin Gray made Free Throw.,70,69
0:23,2641,Justin Gray made Free Throw.,70,70
0:03,2440,Jordan Caroline missed Three Point Jumper.,70,70
0:03,2641,Zach Smith Block.,70,70
0:00,2641,Jarrett Culver Defensive Rebound.,70,70
0:00,2641,End of 2nd half,70,70
4:45,2641,Keenan Evans missed Layup.,70,70
4:45,2641,Zhaire Smith Offensive Rebound.,70,70
4:45,2641,Zhaire Smith made Dunk.,70,72
4:36,2440,Caleb Martin Turnover.,70,72
4:17,2641,Keenan Evans made Jumper.,70,74
3:54,2440,Cody Martin Turnover.,70,74
3:25,2641,Keenan Evans missed Jumper.,70,74
3:25,2641,Jarrett Culver Offensive Rebound.,70,74
3:05,2641,Zach Smith missed Jumper.,70,74
3:05,2440,Jordan Caroline Defensive Rebound.,70,74
2:51,2440,Kendall Stephens missed Three Point Jumper.,70,74
2:51,2440,Hallice Cooke Offensive Rebound.,70,74
2:45,2641,Foul on Zach Smith.,70,74
2:45,2440,Hallice Cooke made Free Throw.,71,74
2:45,2440,Hallice Cooke missed Free Throw.,71,74
2:45,2641,Justin Gray Defensive Rebound.,71,74
2:31,2440,Foul on Cody Martin.,71,74
2:31,2641,Keenan Evans made Free Throw.,71,75
2:31,2641,Keenan Evans made Free Throw.,71,76
2:13,2440,Cody Martin Turnover.,71,76
2:09,2641,Zhaire Smith Steal.,71,76
1:57,2641,Keenan Evans Turnover.,71,76
1:56,2440,Caleb Martin Steal.,71,76
1:54,2440,Caleb Martin Turnover.,71,76
1:27,2641,Justin Gray missed Jumper.,71,76
1:27,2641,Texas Tech Deadball Team Rebound.,71,76
1:25,2641,Foul on Jarrett Culver.,71,76
1:25,2440,Hallice Cooke made Free Throw.,72,76
1:25,2440,Hallice Cooke made Free Throw.,73,76
1:17,2440,Foul on Cody Martin.,73,76
1:17,2641,Keenan Evans made Free Throw.,73,77
1:17,2641,Keenan Evans made Free Throw.,73,78
1:17,2641,Texas Tech  Timeout,73,78
1:06,2440,Caleb Martin made Three Point Jumper. Assisted by Cody Martin.,76,78
0:32,2641,Zhaire Smith made Layup.,76,80
0:28,2440,Caleb Martin missed Three Point Jumper.,76,80
0:28,2641,Jarrett Culver Defensive Rebound.,76,80
0:20,2440,Foul on Hallice Cooke.,76,80
0:20,2641,Keenan Evans missed Free Throw.,76,80
0:20,2641,Texas Tech Deadball Team Rebound.,76,80
0:20,2641,Keenan Evans made Free Throw.,76,81
0:20,2641,Texas Tech  Timeout,76,81
0:13,2440,Cody Martin missed Three Point Jumper.,76,81
0:13,2641,Justin Gray Defensive Rebound.,76,81
0:03,2440,Foul on Jordan Caroline.,76,81
0:03,2641,Keenan Evans made Free Throw.,76,82
0:03,2641,Keenan Evans missed Free Throw.,76,82
0:03,2440,Jordan Caroline Defensive Rebound.,76,82
0:00,2641,End of Game,76,82
