Ohio Valley,Error,Wright State,2750
16:31,-1,Kavon Swoope missed Layup.,35,55
16:31,2750,Loudon Love Defensive Rebound.,35,55
16:18,2750,Loudon Love made Layup. Assisted by Everett Winchester.,35,57
16:03,-1,Kavon Swoope missed Three Point Jumper.,35,57
16:03,2750,Mark Hughes Defensive Rebound.,35,57
15:50,-1,Foul on Victor Demetrio.,35,57
15:50,2750,Official TV Timeout,35,57
15:50,2750,Everett Winchester made Free Throw.,35,58
15:50,2750,Everett Winchester made Free Throw.,35,59
15:30,2750,Foul on Mark Hughes.,35,59
15:22,-1,Aleksandar Djordjevic Turnover.,35,59
15:11,2750,Everett Winchester missed Jumper.,35,59
15:11,-1,Dylan Harrison Defensive Rebound.,35,59
14:55,-1,Parker Black made Jumper.,37,59
14:35,2750,Loudon Love Turnover.,37,59
14:34,-1,Victor Demetrio Steal.,37,59
14:28,2750,Foul on Loudon Love.,37,59
14:20,-1,Kyle Davis missed Jumper.,37,59
14:20,2750,Grant Benzinger Defensive Rebound.,37,59
14:14,2750,Grant Benzinger Turnover.,37,59
14:13,-1,Kyle Davis Steal.,37,59
14:10,-1,Kyle Davis made Layup. Assisted by Parker Black.,39,59
13:50,2750,Jaylon Hall made Three Point Jumper. Assisted by Justin Mitchell.,39,62
13:41,-1,Foul on Dylan Harrison.,39,62
13:41,-1,Dylan Harrison Turnover.,39,62
13:13,2750,Justin Mitchell made Jumper.,39,64
13:12,-1,Foul on Jesse Ntihemuka.,39,64
13:12,2750,Justin Mitchell made Free Throw.,39,65
12:56,-1,Jesse Ntihemuka Turnover.,39,65
12:55,2750,Justin Mitchell Steal.,39,65
12:42,2750,Mark Hughes missed Three Point Jumper.,39,65
12:42,-1,Aleksandar Djordjevic Defensive Rebound.,39,65
12:31,-1,Kyle Davis Turnover.,39,65
12:31,2750,Tye Wilburn Steal.,39,65
12:17,2750,Justin Mitchell missed Jumper.,39,65
12:17,-1,Luka Djordjevic Defensive Rebound.,39,65
12:14,2750,Foul on Tye Wilburn.,39,65
12:03,2750,Foul on Justin Mitchell.,39,65
12:03,-1,Aleksandar Djordjevic missed Free Throw.,39,65
12:03,-1,Ohio Valley Deadball Team Rebound.,39,65
12:03,-1,Aleksandar Djordjevic missed Free Throw.,39,65
12:03,2750,Wright State Defensive Rebound.,39,65
11:39,2750,Tye Wilburn Turnover.,39,65
11:39,2750,Official TV Timeout,39,65
11:30,-1,Luka Djordjevic made Layup. Assisted by Jesse Ntihemuka.,41,65
11:30,2750,Foul on Alan Vest.,41,65
11:30,-1,Luka Djordjevic missed Free Throw.,41,65
11:30,-1,Jesse Ntihemuka Offensive Rebound.,41,65
11:12,-1,Kyle Davis made Jumper.,43,65
10:59,2750,Parker Ernsthausen made Layup.,43,67
10:51,-1,Kyle Davis made Layup.,45,67
10:37,2750,Grant Benzinger missed Three Point Jumper.,45,67
10:37,-1,Luka Djordjevic Defensive Rebound.,45,67
10:29,-1,Kyle Davis missed Jumper.,45,67
10:29,-1,Luka Djordjevic Offensive Rebound.,45,67
10:26,-1,Luka Djordjevic made Layup.,47,67
10:13,2750,Jaylon Hall missed Three Point Jumper.,47,67
10:13,-1,Aleksandar Djordjevic Defensive Rebound.,47,67
9:44,-1,Kyle Davis missed Jumper.,47,67
9:44,2750,Tye Wilburn Defensive Rebound.,47,67
9:27,2750,Mark Hughes missed Three Point Jumper.,47,67
9:27,2750,Parker Ernsthausen Offensive Rebound.,47,67
9:14,2750,Jaylon Hall missed Layup.,47,67
9:14,-1,Aleksandar Djordjevic Defensive Rebound.,47,67
9:07,2750,Foul on Parker Ernsthausen.,47,67
9:07,-1,Aleksandar Djordjevic missed Free Throw.,47,67
9:07,-1,Ohio Valley Deadball Team Rebound.,47,67
9:07,-1,Aleksandar Djordjevic made Free Throw.,48,67
8:47,2750,Everett Winchester Turnover.,48,67
8:41,-1,Jesse Ntihemuka missed Jumper.,48,67
8:41,2750,Loudon Love Block.,48,67
8:38,2750,Justin Mitchell Defensive Rebound.,48,67
8:19,2750,Jaylon Hall missed Three Point Jumper.,48,67
8:19,2750,Loudon Love Offensive Rebound.,48,67
8:16,-1,Foul on Kyle Davis.,48,67
8:16,2750,Loudon Love made Free Throw.,48,68
8:16,2750,Loudon Love missed Free Throw.,48,68
8:16,-1,Parker Black Defensive Rebound.,48,68
8:14,2750,Foul on Everett Winchester.,48,68
8:14,-1,Parker Black made Free Throw.,49,68
8:14,-1,Parker Black made Free Throw.,50,68
8:00,2750,Jaylon Hall made Layup.,50,70
8:00,-1,Foul on Jesse Ntihemuka.,50,70
8:00,2750,Official TV Timeout,50,70
8:00,2750,Jaylon Hall made Free Throw.,50,71
7:53,-1,Jesse Ntihemuka missed Three Point Jumper.,50,71
7:53,2750,Mark Hughes Defensive Rebound.,50,71
7:42,2750,Loudon Love missed Layup.,50,71
7:42,-1,Jesse Ntihemuka Defensive Rebound.,50,71
7:34,-1,Aleksandar Djordjevic missed Three Point Jumper.,50,71
7:34,2750,Loudon Love Defensive Rebound.,50,71
7:21,2750,Jaylon Hall made Jumper.,50,73
7:05,-1,Luka Djordjevic made Jumper. Assisted by Jesse Ntihemuka.,52,73
6:48,-1,Foul on Kyle Davis.,52,73
6:48,2750,Everett Winchester made Free Throw.,52,74
6:48,2750,Everett Winchester made Free Throw.,52,75
6:43,-1,Jesse Ntihemuka made Three Point Jumper. Assisted by Kyle Davis.,55,75
6:23,2750,Foul on Loudon Love.,55,75
6:23,2750,Loudon Love Turnover.,55,75
6:15,2750,Foul on Grant Benzinger.,55,75
6:15,-1,Kavon Swoope made Free Throw.,56,75
6:15,-1,Kavon Swoope missed Free Throw.,56,75
6:15,2750,Everett Winchester Defensive Rebound.,56,75
6:02,2750,Grant Benzinger made Jumper.,56,77
5:37,-1,Jesse Ntihemuka made Three Point Jumper. Assisted by Luka Djordjevic.,59,77
5:16,2750,Jaylon Hall made Layup.,59,79
5:16,-1,Foul on Jesse Ntihemuka.,59,79
5:16,2750,Jaylon Hall missed Free Throw.,59,79
5:16,2750,Everett Winchester Offensive Rebound.,59,79
5:13,2750,Grant Benzinger made Three Point Jumper. Assisted by Everett Winchester.,59,82
4:57,-1,Kyle Davis missed Jumper.,59,82
4:57,2750,Grant Benzinger Defensive Rebound.,59,82
4:41,2750,Grant Benzinger made Three Point Jumper. Assisted by Jaylon Hall.,59,85
4:26,-1,Kyle Davis missed Jumper.,59,85
4:26,2750,Parker Ernsthausen Block.,59,85
4:26,-1,Ohio Valley Offensive Rebound.,59,85
4:26,-1,Kyle Davis Turnover.,59,85
4:13,2750,Tye Wilburn missed Three Point Jumper.,59,85
4:13,-1,Jesse Ntihemuka Defensive Rebound.,59,85
3:56,-1,Luka Djordjevic made Three Point Jumper.,62,85
3:41,2750,Mark Hughes made Layup. Assisted by Alan Vest.,62,87
3:35,-1,Kyle Davis missed Three Point Jumper.,62,87
3:35,2750,Wright State Defensive Rebound.,62,87
3:32,2750,Official TV Timeout,62,87
3:19,-1,Foul on Victor Demetrio.,62,87
3:19,2750,Everett Winchester made Free Throw.,62,88
3:19,2750,Everett Winchester made Free Throw.,62,89
2:59,-1,Luka Djordjevic Turnover.,62,89
2:37,2750,Trey Stacey missed Three Point Jumper.,62,89
2:37,-1,Kyle Mitchell Defensive Rebound.,62,89
2:20,-1,Kavon Swoope missed Jumper.,62,89
2:20,2750,Tye Wilburn Defensive Rebound.,62,89
2:14,-1,Foul on Kavon Swoope.,62,89
2:14,2750,Tye Wilburn missed Free Throw.,62,89
2:14,2750,Wright State Deadball Team Rebound.,62,89
2:14,2750,Tye Wilburn made Free Throw.,62,90
1:58,-1,Victor Demetrio Turnover.,62,90
1:57,2750,Trey Stacey Steal.,62,90
1:53,2750,Alan Vest made Layup. Assisted by Adam Giles.,62,92
1:37,-1,Luka Djordjevic made Three Point Jumper. Assisted by Kyle Mitchell.,65,92
1:21,2750,Alan Vest made Layup.,65,94
1:14,-1,Kavon Swoope made Jumper.,67,94
1:14,2750,Foul on Trey Stacey.,67,94
1:14,-1,Kavon Swoope made Free Throw.,68,94
1:06,2750,Trey Stacey missed Three Point Jumper.,68,94
1:06,-1,Mason Edgell Defensive Rebound.,68,94
0:42,-1,Kyle Mitchell Turnover.,68,94
0:41,2750,Adam Giles Steal.,68,94
0:37,2750,Everett Winchester missed Dunk.,68,94
0:37,2750,Trey Stacey Offensive Rebound.,68,94
0:33,2750,Trey Stacey made Layup.,68,96
0:27,-1,Luka Djordjevic Turnover.,68,96
0:25,2750,Trey Stacey Steal.,68,96
0:24,-1,Foul on Kavon Swoope.,68,96
0:24,2750,Everett Winchester made Free Throw.,68,97
0:24,2750,Everett Winchester made Free Throw.,68,98
0:00,2750,End of Game,68,98
