Denver,2692,Weber State,2172
6:25,2692,Foul on Jerrick Harding.,21,20
6:10,2172,C.J. Bobbitt Turnover.,21,20
6:10,2692,Jerrick Harding Steal.,21,20
6:10,2172,Foul on Daniel Amigo.,21,20
6:10,2692,Jerrick Harding made Free Throw.,21,21
6:10,2692,Jerrick Harding missed Free Throw.,21,21
6:10,2172,C.J. Bobbitt Defensive Rebound.,21,21
5:59,2172,Christian Mackey made Layup.,23,21
5:44,2692,Jeremy Senglin made Three Point Jumper. Assisted by Cody John.,23,24
5:19,2172,Jake Pemberton made Jumper.,25,24
4:55,2692,Kyndahl Hill made Jumper. Assisted by Cody John.,25,26
4:28,2692,Foul on Jerrick Harding.,25,26
4:27,2172,Ade Murkey missed Free Throw.,25,26
4:27,2172,Denver Deadball Team Rebound.,25,26
4:27,2172,Ade Murkey missed Free Throw.,25,26
4:27,2692,Kyndahl Hill Defensive Rebound.,25,26
4:26,2692,Kyndahl Hill missed Three Point Jumper.,25,26
4:26,2172,Christian Mackey Defensive Rebound.,25,26
4:20,2172,Ade Murkey missed Jumper.,25,26
4:20,2692,Zach Braxton Defensive Rebound.,25,26
4:14,2692,Cody John Turnover.,25,26
4:14,2692,Foul on Cody John.,25,26
3:56,2692,Official TV Timeout,25,26
3:43,2172,Ade Murkey Turnover.,25,26
3:42,2692,Jeremy Senglin Steal.,25,26
3:39,2172,Foul on Jake Pemberton.,25,26
3:39,2692,Jeremy Senglin made Free Throw.,25,27
3:39,2692,Jeremy Senglin made Free Throw.,25,28
3:16,2172,C.J. Bobbitt made Jumper. Assisted by Jake Pemberton.,27,28
2:46,2172,Foul on Joe Rosga.,27,28
2:46,2692,Ryan Richardson made Free Throw.,27,29
2:46,2692,Ryan Richardson made Free Throw.,27,30
2:35,2172,Abiola Akintola made Jumper.,29,30
2:02,2692,Jeremy Senglin missed Jumper.,29,30
2:02,2172,Abiola Akintola Defensive Rebound.,29,30
1:35,2172,Jake Pemberton missed Three Point Jumper.,29,30
1:35,2172,C.J. Bobbitt Offensive Rebound.,29,30
1:27,2172,Joe Rosga missed Three Point Jumper.,29,30
1:27,2692,Jeremy Senglin Defensive Rebound.,29,30
1:09,2172,Foul on Abiola Akintola.,29,30
1:09,2692,Kyndahl Hill made Free Throw.,29,31
1:09,2692,Kyndahl Hill made Free Throw.,29,32
0:42,2172,Jake Pemberton made Three Point Jumper.,32,32
0:31,2692,Weber State  Timeout,32,32
0:13,2692,Jeremy Senglin missed Three Point Jumper.,32,32
0:13,2172,C.J. Bobbitt Defensive Rebound.,32,32
0:06,2172,Bradley George missed Three Point Jumper.,32,32
0:06,2692,Weber State Defensive Rebound.,32,32
0:00,2692,End of 1st half,32,32
19:38,2172,Thomas Neff Turnover.,32,32
19:37,2692,Zach Braxton Steal.,32,32
19:29,2692,Cody John made Three Point Jumper. Assisted by Jeremy Senglin.,32,35
19:09,2172,Thomas Neff Turnover.,32,35
18:56,2692,Kyndahl Hill Turnover.,32,35
18:55,2172,Jake Pemberton Steal.,32,35
18:49,2172,Thomas Neff Turnover.,32,35
18:48,2692,Kyndahl Hill Steal.,32,35
18:45,2692,Cody John missed Layup.,32,35
18:45,2172,Daniel Amigo Defensive Rebound.,32,35
18:44,2692,Foul on Zach Braxton.,32,35
18:44,2172,C.J. Bobbitt made Three Point Jumper. Assisted by Thomas Neff.,35,35
18:22,2692,Kyndahl Hill made Layup.,35,37
17:36,2692,Foul on Zach Braxton.,35,37
17:25,2172,Bradley George Turnover.,35,37
17:12,2692,Jeremy Senglin made Three Point Jumper.,35,40
16:59,2172,C.J. Bobbitt missed Three Point Jumper.,35,40
16:59,2172,Daniel Amigo Offensive Rebound.,35,40
16:53,2692,Foul on Jordan Dallas.,35,40
16:51,2172,Daniel Amigo made Layup. Assisted by Jake Pemberton.,37,40
16:34,2692,Jeremy Senglin Turnover.,37,40
16:30,2172,Jake Pemberton Steal.,37,40
16:29,2172,Joe Rosga made Three Point Jumper. Assisted by Jake Pemberton.,40,40
16:09,2692,Kyndahl Hill made Jumper.,40,42
15:48,2172,Daniel Amigo made Jumper. Assisted by Joe Rosga.,42,42
15:28,2692,Jeremy Senglin missed Three Point Jumper.,42,42
15:28,2172,Bradley George Defensive Rebound.,42,42
15:15,2172,Joe Rosga missed Three Point Jumper.,42,42
15:15,2692,McKay Cannon Defensive Rebound.,42,42
15:09,2692,McKay Cannon Turnover.,42,42
15:08,2172,Jake Pemberton Steal.,42,42
14:52,2172,Jake Pemberton Turnover.,42,42
14:51,2692,Jordan Dallas Steal.,42,42
14:41,2692,McKay Cannon missed Three Point Jumper.,42,42
14:41,2172,C.J. Bobbitt Defensive Rebound.,42,42
14:31,2172,Daniel Amigo missed Layup.,42,42
14:31,2692,Kyndahl Hill Block.,42,42
14:31,2692,Jeremy Senglin Defensive Rebound.,42,42
14:24,2692,Jeremy Senglin missed Three Point Jumper.,42,42
14:24,2172,Jake Pemberton Defensive Rebound.,42,42
13:58,2172,Daniel Amigo Turnover.,42,42
13:58,2692,Kyndahl Hill Steal.,42,42
13:58,2172,Foul on Daniel Amigo.,42,42
13:56,2692,Official TV Timeout,42,42
13:40,2172,Foul on C.J. Bobbitt.,42,42
13:39,2692,Ryan Richardson missed Three Point Jumper.,42,42
13:39,2172,Denver Defensive Rebound.,42,42
13:15,2172,Jake Krafka missed Jumper.,42,42
13:15,2692,Kyndahl Hill Defensive Rebound.,42,42
12:54,2692,Kyndahl Hill missed Jumper.,42,42
12:54,2172,Joe Rosga Defensive Rebound.,42,42
12:41,2692,Foul on Kyndahl Hill.,42,42
12:41,2172,Jake Krafka made Free Throw.,43,42
12:41,2172,Jake Krafka made Free Throw.,44,42
12:20,2692,McKay Cannon missed Three Point Jumper.,44,42
12:20,2172,Denver Defensive Rebound.,44,42
11:59,2172,Jake Krafka made Dunk. Assisted by Daniel Amigo.,46,42
11:39,2692,Jeremy Senglin made Jumper.,46,44
11:10,2172,Daniel Amigo missed Jumper.,46,44
11:10,2172,Denver Offensive Rebound.,46,44
11:07,2692,Official TV Timeout,46,44
10:42,2172,Joe Rosga missed Jumper.,46,44
10:42,2692,Kyndahl Hill Defensive Rebound.,46,44
10:33,2692,Jerrick Harding missed Three Point Jumper.,46,44
10:33,2692,Kyndahl Hill Offensive Rebound.,46,44
10:20,2172,Foul on Duke Douglas.,46,44
10:10,2172,Foul on Duke Douglas.,46,44
10:10,2692,Jerrick Harding made Free Throw.,46,45
10:10,2692,Jerrick Harding made Free Throw.,46,46
10:06,2172,Foul on Christian Mackey.,46,46
10:06,2172,Christian Mackey Turnover.,46,46
9:54,2692,Jerrick Harding missed Three Point Jumper.,46,46
9:54,2172,Joe Rosga Defensive Rebound.,46,46
9:32,2172,Joe Rosga made Three Point Jumper.,49,46
9:14,2692,Dusty Baker made Three Point Jumper. Assisted by Jeremy Senglin.,49,49
8:48,2172,Christian Mackey Turnover.,49,49
8:39,2692,Ryan Richardson Turnover.,49,49
8:20,2172,Daniel Amigo made Layup. Assisted by Joe Rosga.,51,49
8:02,2692,Cody John missed Layup.,51,49
8:02,2692,Cody John Offensive Rebound.,51,49
7:55,2692,Official TV Timeout,51,49
7:51,2692,Jeremy Senglin missed Three Point Jumper.,51,49
7:51,2172,Thomas Neff Defensive Rebound.,51,49
7:27,2172,Foul on C.J. Bobbitt.,51,49
7:27,2172,C.J. Bobbitt Turnover.,51,49
7:12,2692,Kyndahl Hill missed Jumper.,51,49
7:12,2172,Jake Pemberton Defensive Rebound.,51,49
6:45,2172,Daniel Amigo missed Jumper.,51,49
6:45,2172,C.J. Bobbitt Offensive Rebound.,51,49
6:25,2172,C.J. Bobbitt Turnover.,51,49
6:13,2692,Jeremy Senglin missed Three Point Jumper.,51,49
6:13,2172,Joe Rosga Defensive Rebound.,51,49
6:07,2172,Jake Pemberton missed Three Point Jumper.,51,49
6:07,2692,Kyndahl Hill Defensive Rebound.,51,49
5:56,2692,Zach Braxton missed Layup.,51,49
5:56,2172,Daniel Amigo Block.,51,49
5:56,2692,Weber State Offensive Rebound.,51,49
5:47,2692,Jeremy Senglin missed Three Point Jumper.,51,49
5:47,2172,Thomas Neff Defensive Rebound.,51,49
5:21,2172,Daniel Amigo made Jumper.,53,49
4:59,2692,Zach Braxton made Jumper.,53,51
4:48,2172,Denver  Timeout,53,51
4:37,2172,Daniel Amigo missed Jumper.,53,51
4:37,2692,Jeremy Senglin Defensive Rebound.,53,51
4:11,2692,Cody John missed Three Point Jumper.,53,51
4:11,2172,C.J. Bobbitt Defensive Rebound.,53,51
3:55,2172,Joe Rosga missed Layup.,53,51
3:55,2692,Zach Braxton Block.,53,51
3:53,2692,Kyndahl Hill Defensive Rebound.,53,51
3:50,2692,Jeremy Senglin made Layup.,53,53
3:23,2172,Daniel Amigo Turnover.,53,53
3:22,2692,Zach Braxton Steal.,53,53
3:11,2692,Ryan Richardson missed Three Point Jumper.,53,53
3:11,2692,Zach Braxton Offensive Rebound.,53,53
3:03,2692,Zach Braxton missed Jumper.,53,53
3:03,2692,Kyndahl Hill Offensive Rebound.,53,53
2:59,2172,Foul on Thomas Neff.,53,53
2:59,2692,Official TV Timeout,53,53
2:59,2692,Kyndahl Hill made Free Throw.,53,54
2:59,2692,Kyndahl Hill made Free Throw.,53,55
2:37,2172,Daniel Amigo missed Jumper.,53,55
2:37,2172,C.J. Bobbitt Offensive Rebound.,53,55
2:12,2172,C.J. Bobbitt made Jumper.,55,55
1:46,2692,Jeremy Senglin missed Jumper.,55,55
1:46,2172,Daniel Amigo Defensive Rebound.,55,55
1:17,2172,Joe Rosga missed Jumper.,55,55
1:17,2692,Zach Braxton Defensive Rebound.,55,55
1:13,2172,Foul on Daniel Amigo.,55,55
1:13,2692,Zach Braxton missed Free Throw.,55,55
1:13,2172,C.J. Bobbitt Defensive Rebound.,55,55
0:45,2172,C.J. Bobbitt Turnover.,55,55
0:42,2692,Weber State  Timeout,55,55
0:38,2692,Jeremy Senglin missed Three Point Jumper.,55,55
0:38,2692,Kyndahl Hill Offensive Rebound.,55,55
0:33,2692,Kyndahl Hill missed Layup.,55,55
0:33,2172,C.J. Bobbitt Defensive Rebound.,55,55
0:12,2172,Joe Rosga made Jumper.,57,55
0:09,2692,Weber State  Timeout,57,55
0:08,2692,Jeremy Senglin missed Three Point Jumper.,57,55
0:08,2172,Denver Defensive Rebound.,57,55
0:00,2692,End of Game,57,55
