Wright State,213,Penn State,2750
11:14,213,Mike Watkins Defensive Rebound.,7,14
11:04,213,Tony Carr missed Three Point Jumper.,7,14
11:04,213,Mike Watkins Offensive Rebound.,7,14
10:55,2750,Foul on Mike La Tulip.,7,14
10:41,213,Payton Banks made Layup.,7,16
10:25,2750,Mark Alstork made Three Point Jumper.,10,16
10:18,213,Tony Carr made Layup.,10,18
10:07,2750,Steven Davis missed Layup.,10,18
10:07,213,Julian Moore Defensive Rebound.,10,18
10:05,2750,Foul on Grant Benzinger.,10,18
9:45,213,Lamar Stevens missed Jumper.,10,18
9:45,2750,Justin Mitchell Defensive Rebound.,10,18
9:37,2750,Justin Mitchell missed Layup.,10,18
9:37,213,Lamar Stevens Block.,10,18
9:36,213,Tony Carr Defensive Rebound.,10,18
9:32,213,Terrence Samuel made Layup. Assisted by Lamar Stevens.,10,20
9:32,2750,Foul on Grant Benzinger.,10,20
9:32,213,Terrence Samuel missed Free Throw.,10,20
9:32,2750,Justin Mitchell Defensive Rebound.,10,20
9:16,2750,Justin Mitchell Turnover.,10,20
9:15,213,Terrence Samuel Steal.,10,20
9:13,213,Josh Reaves made Dunk. Assisted by Terrence Samuel.,10,22
8:45,2750,Mark Alstork missed Jumper.,10,22
8:45,213,Julian Moore Defensive Rebound.,10,22
8:12,213,Lamar Stevens missed Jumper.,10,22
8:12,2750,Alan Vest Defensive Rebound.,10,22
7:49,2750,Parker Ernsthausen missed Jumper.,10,22
7:49,213,Tony Carr Defensive Rebound.,10,22
7:45,213,Foul on Tony Carr.,10,22
7:45,213,Tony Carr Turnover.,10,22
7:45,213,Official TV Timeout,10,22
7:24,2750,Foul on Mark Alstork.,10,22
7:24,2750,Mark Alstork Turnover.,10,22
7:13,213,Payton Banks missed Three Point Jumper.,10,22
7:13,2750,Mark Hughes Defensive Rebound.,10,22
6:57,2750,Mark Alstork missed Jumper.,10,22
6:57,2750,Mark Alstork Offensive Rebound.,10,22
6:54,2750,Mark Alstork Turnover.,10,22
6:54,213,Payton Banks Steal.,10,22
6:47,213,Foul on Julian Moore.,10,22
6:47,213,Julian Moore Turnover.,10,22
6:33,2750,Steven Davis made Three Point Jumper. Assisted by Ryan Custer.,13,22
6:18,213,Payton Banks Turnover.,13,22
6:17,2750,Steven Davis Steal.,13,22
6:15,2750,Mark Alstork made Jumper. Assisted by Steven Davis.,15,22
5:52,213,Lamar Stevens missed Jumper.,15,22
5:52,2750,Grant Benzinger Defensive Rebound.,15,22
5:40,213,Foul on Terrence Samuel.,15,22
5:35,2750,Justin Mitchell made Layup.,17,22
5:06,213,Nazeer Bostick missed Jumper.,17,22
5:06,2750,Parker Ernsthausen Block.,17,22
5:04,2750,Grant Benzinger Defensive Rebound.,17,22
4:57,2750,Grant Benzinger missed Three Point Jumper.,17,22
4:57,213,Penn State Defensive Rebound.,17,22
4:42,213,Foul on Mike Watkins.,17,22
4:42,213,Mike Watkins Turnover.,17,22
4:37,2750,Grant Benzinger Turnover.,17,22
4:36,213,Josh Reaves Steal.,17,22
4:33,213,Shep Garner made Three Point Jumper. Assisted by Nazeer Bostick.,17,25
4:22,2750,Justin Mitchell Turnover.,17,25
4:11,213,Foul on Julian Moore.,17,25
4:11,213,Julian Moore Turnover.,17,25
3:59,2750,Foul on Parker Ernsthausen.,17,25
3:59,2750,Parker Ernsthausen Turnover.,17,25
3:59,213,Official TV Timeout,17,25
3:41,213,Shep Garner Turnover.,17,25
3:40,2750,Steven Davis Steal.,17,25
3:30,213,Foul on Nazeer Bostick.,17,25
3:30,2750,Mark Alstork made Free Throw.,18,25
3:30,2750,Mark Alstork made Free Throw.,19,25
3:30,2750,Mark Alstork made Free Throw.,20,25
3:04,213,Nazeer Bostick Turnover.,20,25
3:03,2750,Mark Hughes Steal.,20,25
2:53,2750,Mark Alstork missed Jumper.,20,25
2:53,2750,Steven Davis Offensive Rebound.,20,25
2:48,2750,Steven Davis missed Layup.,20,25
2:48,2750,Ryan Custer Offensive Rebound.,20,25
2:47,2750,Ryan Custer made Two Point Tip Shot.,22,25
2:21,213,Josh Reaves missed Layup.,22,25
2:21,2750,Wright St Deadball Team Rebound.,22,25
1:51,2750,Parker Ernsthausen made Jumper.,24,25
1:26,2750,Foul on Justin Mitchell.,24,25
1:26,213,Payton Banks missed Free Throw.,24,25
1:26,213,Penn State Deadball Team Rebound.,24,25
1:26,213,Payton Banks made Free Throw.,24,26
1:20,213,Foul on Payton Banks.,24,26
1:20,2750,Mark Alstork made Free Throw.,25,26
1:20,2750,Mark Alstork made Free Throw.,26,26
1:02,213,Payton Banks made Layup.,26,28
0:42,2750,Mark Alstork missed Layup.,26,28
0:42,2750,Parker Ernsthausen Offensive Rebound.,26,28
0:38,2750,Mark Alstork Turnover.,26,28
0:37,213,Payton Banks Steal.,26,28
0:36,2750,Foul on Mark Hughes.,26,28
0:36,213,Payton Banks missed Free Throw.,26,28
0:36,213,Penn State Deadball Team Rebound.,26,28
0:36,213,Payton Banks made Free Throw.,26,29
0:07,2750,Mark Alstork missed Jumper.,26,29
0:07,2750,Justin Mitchell Offensive Rebound.,26,29
0:03,2750,Justin Mitchell missed Layup.,26,29
0:03,213,Julian Moore Block.,26,29
0:01,213,Payton Banks Defensive Rebound.,26,29
0:00,213,End of 1st half,26,29
19:48,213,Lamar Stevens made Layup.,26,31
19:35,2750,Steven Davis missed Jumper.,26,31
19:35,213,Lamar Stevens Defensive Rebound.,26,31
19:27,213,Lamar Stevens made Dunk. Assisted by Shep Garner.,26,33
19:19,213,Foul on Shep Garner.,26,33
19:08,2750,Steven Davis missed Layup.,26,33
19:08,213,Mike Watkins Block.,26,33
19:05,213,Tony Carr Defensive Rebound.,26,33
19:01,213,Shep Garner made Three Point Jumper. Assisted by Tony Carr.,26,36
18:49,2750,Mark Alstork missed Jumper.,26,36
18:49,213,Penn State Defensive Rebound.,26,36
18:35,2750,Foul on Mark Alstork.,26,36
18:35,213,Mike Watkins made Free Throw.,26,37
18:35,213,Mike Watkins made Free Throw.,26,38
18:06,2750,Justin Mitchell missed Three Point Jumper.,26,38
18:06,213,Tony Carr Defensive Rebound.,26,38
17:58,213,Lamar Stevens made Layup. Assisted by Tony Carr.,26,40
17:47,2750,Mark Alstork missed Three Point Jumper.,26,40
17:47,213,Lamar Stevens Defensive Rebound.,26,40
17:38,213,Lamar Stevens missed Layup.,26,40
17:38,2750,Mark Alstork Defensive Rebound.,26,40
17:29,2750,Mark Alstork Turnover.,26,40
17:29,213,Shep Garner Steal.,26,40
17:23,213,Shep Garner missed Three Point Jumper.,26,40
17:23,2750,Steven Davis Defensive Rebound.,26,40
17:20,213,Foul on Mike Watkins.,26,40
17:03,213,Foul on Tony Carr.,26,40
16:57,2750,Grant Benzinger missed Layup.,26,40
16:57,213,Julian Moore Defensive Rebound.,26,40
16:47,213,Josh Reaves made Layup.,26,42
16:33,2750,Mark Alstork missed Layup.,26,42
16:33,2750,Parker Ernsthausen Offensive Rebound.,26,42
16:33,2750,Parker Ernsthausen made Layup.,28,42
16:33,2750,Wright St  Timeout,28,42
16:33,213,Official TV Timeout,28,42
16:22,213,Josh Reaves missed Jumper.,28,42
16:22,2750,Grant Benzinger Defensive Rebound.,28,42
16:07,2750,Mark Alstork missed Layup.,28,42
16:07,213,Lamar Stevens Defensive Rebound.,28,42
15:59,2750,Foul on Mark Alstork.,28,42
15:59,213,Official TV Timeout,28,42
15:45,213,Shep Garner made Jumper. Assisted by Julian Moore.,28,44
15:30,2750,Grant Benzinger missed Three Point Jumper.,28,44
15:30,213,Lamar Stevens Defensive Rebound.,28,44
15:21,2750,Foul on Justin Mitchell.,28,44
15:21,213,Josh Reaves made Free Throw.,28,45
15:21,213,Josh Reaves missed Free Throw.,28,45
15:21,2750,Justin Mitchell Defensive Rebound.,28,45
15:11,2750,Grant Benzinger made Layup. Assisted by Mark Hughes.,30,45
14:51,213,Josh Reaves Turnover.,30,45
14:49,2750,Grant Benzinger Steal.,30,45
14:44,2750,Justin Mitchell missed Layup.,30,45
14:44,2750,Grant Benzinger Offensive Rebound.,30,45
14:42,2750,Grant Benzinger made Two Point Tip Shot.,32,45
14:31,213,Penn State  Timeout,32,45
14:16,213,Shep Garner made Jumper.,32,47
14:02,2750,Steven Davis missed Layup.,32,47
14:02,213,Mike Watkins Block.,32,47
14:01,2750,Wright St Offensive Rebound.,32,47
13:47,2750,Mark Hughes Turnover.,32,47
13:46,213,Josh Reaves Steal.,32,47
13:42,213,Josh Reaves made Three Point Jumper. Assisted by Tony Carr.,32,50
13:24,2750,Mark Hughes made Jumper.,34,50
13:11,213,Tony Carr Turnover.,34,50
13:10,2750,Grant Benzinger Steal.,34,50
12:59,2750,Grant Benzinger missed Jumper.,34,50
12:59,213,Mike Watkins Defensive Rebound.,34,50
12:43,213,Shep Garner Turnover.,34,50
12:43,2750,Parker Ernsthausen Steal.,34,50
12:19,2750,Justin Mitchell missed Jumper.,34,50
12:19,213,Shep Garner Defensive Rebound.,34,50
12:10,213,Tony Carr missed Layup.,34,50
12:10,2750,Wright St Defensive Rebound.,34,50
11:53,2750,Ryan Custer missed Layup.,34,50
11:53,213,Mike Watkins Block.,34,50
11:52,213,Lamar Stevens Defensive Rebound.,34,50
11:28,213,Lamar Stevens made Layup.,34,52
11:12,2750,Grant Benzinger missed Jumper.,34,52
11:12,213,Mike Watkins Defensive Rebound.,34,52
11:02,213,Payton Banks made Three Point Jumper. Assisted by Lamar Stevens.,34,55
10:49,213,Foul on Terrence Samuel.,34,55
10:49,2750,Justin Mitchell made Free Throw.,35,55
10:49,2750,Justin Mitchell made Free Throw.,36,55
10:29,213,Mike Watkins missed Layup.,36,55
10:29,2750,Mark Alstork Defensive Rebound.,36,55
10:08,2750,Mark Alstork missed Three Point Jumper.,36,55
10:08,213,Tony Carr Defensive Rebound.,36,55
10:01,213,Terrence Samuel missed Jumper.,36,55
10:01,213,Mike Watkins Offensive Rebound.,36,55
9:56,2750,Foul on Justin Mitchell.,36,55
9:56,213,Mike Watkins made Free Throw.,36,56
9:56,213,Mike Watkins made Free Throw.,36,57
9:41,2750,Steven Davis made Three Point Jumper. Assisted by Mark Alstork.,39,57
9:22,213,Lamar Stevens missed Jumper.,39,57
9:22,213,Josh Reaves Offensive Rebound.,39,57
9:17,213,Josh Reaves missed Two Point Tip Shot.,39,57
9:17,213,Josh Reaves Offensive Rebound.,39,57
9:16,2750,Foul on Mike La Tulip.,39,57
9:16,213,Josh Reaves made Free Throw.,39,58
9:16,213,Josh Reaves made Free Throw.,39,59
9:10,213,Foul on Terrence Samuel.,39,59
8:59,2750,Mark Alstork Turnover.,39,59
8:47,213,Josh Reaves Turnover.,39,59
8:45,2750,Mike La Tulip Steal.,39,59
8:36,2750,Mark Hughes missed Three Point Jumper.,39,59
8:36,213,Penn State Defensive Rebound.,39,59
8:17,213,Shep Garner made Layup.,39,61
7:53,2750,Mark Hughes missed Three Point Jumper.,39,61
7:53,2750,Steven Davis Offensive Rebound.,39,61
7:39,2750,Alan Vest missed Three Point Jumper.,39,61
7:39,213,Penn State Defensive Rebound.,39,61
7:38,213,Official TV Timeout,39,61
7:13,213,Payton Banks missed Three Point Jumper.,39,61
7:13,2750,Mark Hughes Defensive Rebound.,39,61
6:58,2750,Steven Davis made Three Point Jumper.,42,61
6:33,213,Shep Garner made Layup. Assisted by Julian Moore.,42,63
6:08,2750,Steven Davis Turnover.,42,63
6:07,213,Shep Garner Steal.,42,63
6:04,213,Shep Garner Turnover.,42,63
5:49,2750,Ryan Custer missed Three Point Jumper.,42,63
5:49,213,Josh Reaves Defensive Rebound.,42,63
5:29,213,Shep Garner missed Three Point Jumper.,42,63
5:29,213,Tony Carr Offensive Rebound.,42,63
5:12,213,Payton Banks made Three Point Jumper. Assisted by Tony Carr.,42,66
4:58,213,Foul on Julian Moore.,42,66
4:49,2750,Mark Alstork missed Layup.,42,66
4:49,213,Mike Watkins Block.,42,66
4:48,213,Mike Watkins Defensive Rebound.,42,66
4:40,213,Mike Watkins made Dunk. Assisted by Shep Garner.,42,68
4:34,2750,Mark Hughes Turnover.,42,68
4:20,213,Tony Carr missed Three Point Jumper.,42,68
4:20,2750,Justin Mitchell Defensive Rebound.,42,68
4:12,213,Foul on Shep Garner.,42,68
4:12,2750,Justin Mitchell missed Free Throw.,42,68
4:12,2750,Wright St Deadball Team Rebound.,42,68
4:12,2750,Justin Mitchell made Free Throw.,43,68
4:02,2750,Foul on Grant Benzinger.,43,68
4:02,213,Mike Watkins made Free Throw.,43,69
4:02,213,Mike Watkins made Free Throw.,43,70
3:51,2750,Mike La Tulip made Three Point Jumper. Assisted by Alan Vest.,46,70
3:27,213,Lamar Stevens missed Layup.,46,70
3:27,213,Lamar Stevens Offensive Rebound.,46,70
3:25,213,Lamar Stevens made Layup.,46,72
3:04,2750,Mike La Tulip missed Three Point Jumper.,46,72
3:04,2750,Alan Vest Offensive Rebound.,46,72
2:55,2750,Mike La Tulip missed Layup.,46,72
2:55,2750,Parker Ernsthausen Offensive Rebound.,46,72
2:40,2750,Justin Mitchell made Layup. Assisted by Alan Vest.,48,72
2:40,213,Foul on Mike Watkins.,48,72
2:40,213,Official TV Timeout,48,72
2:40,2750,Justin Mitchell missed Free Throw.,48,72
2:40,2750,Tye Wilburn Offensive Rebound.,48,72
2:26,2750,Justin Mitchell missed Layup.,48,72
2:26,213,Tony Carr Defensive Rebound.,48,72
2:03,213,Julian Moore missed Layup.,48,72
2:03,2750,Tye Wilburn Defensive Rebound.,48,72
1:49,2750,Mike La Tulip missed Three Point Jumper.,48,72
1:49,213,Tony Carr Defensive Rebound.,48,72
1:44,213,Tony Carr Turnover.,48,72
1:43,2750,Tye Wilburn Steal.,48,72
1:42,213,Foul on Isaiah Washington.,48,72
1:42,2750,Parker Ernsthausen missed Free Throw.,48,72
1:42,213,Tony Carr Defensive Rebound.,48,72
1:25,213,Nazeer Bostick missed Three Point Jumper.,48,72
1:25,2750,Justin Mitchell Defensive Rebound.,48,72
1:18,2750,Mike La Tulip missed Three Point Jumper.,48,72
1:18,213,Nazeer Bostick Defensive Rebound.,48,72
0:58,213,Alex Zhao missed Layup.,48,72
0:58,213,Alex Zhao Offensive Rebound.,48,72
0:35,213,Alex Zhao missed Three Point Jumper.,48,72
0:35,2750,Tye Wilburn Defensive Rebound.,48,72
0:22,2750,Justin Mitchell made Layup. Assisted by Mike La Tulip.,50,72
0:00,213,End of Game,50,72
