UT Arlington,249,North Texas,250
7:26,249,Ja'Michael Brown missed Three Point Jumper.,25,15
7:26,249,Deckie Johnson Offensive Rebound.,25,15
7:06,249,Deckie Johnson missed Jumper.,25,15
7:06,250,Link Kabadyundi Block.,25,15
7:06,249,North Texas Offensive Rebound.,25,15
7:06,249,Official TV Timeout,25,15
6:48,249,J-Mychal Reese missed Jumper.,25,15
6:48,250,Erick Neal Defensive Rebound.,25,15
6:24,250,Kevin Hervey made Three Point Jumper. Assisted by Erick Neal.,28,15
6:04,250,Foul on Drew Charles.,28,15
5:46,249,Deckie Johnson missed Jumper.,28,15
5:46,249,North Texas Offensive Rebound.,28,15
5:35,250,Foul on Drew Charles.,28,15
5:23,250,Foul on Link Kabadyundi.,28,15
5:23,249,Derail Green made Free Throw.,28,16
5:23,249,Derail Green made Free Throw.,28,17
5:07,249,Foul on Derail Green.,28,17
5:07,250,Jorge Bilbao made Free Throw.,29,17
5:07,250,Jorge Bilbao made Free Throw.,30,17
4:53,250,Foul on Nathan Hawkins.,30,17
4:53,249,Rickey Brice Jr. made Free Throw.,30,18
4:53,249,Rickey Brice Jr. missed Free Throw.,30,18
4:53,250,Faith Pope Defensive Rebound.,30,18
4:44,250,Jorge Bilbao missed Layup.,30,18
4:44,249,North Texas Defensive Rebound.,30,18
4:27,249,Deckie Johnson missed Three Point Jumper.,30,18
4:27,250,Erick Neal Defensive Rebound.,30,18
3:57,249,Foul on Deckie Johnson.,30,18
3:57,250,UT-Arlington  Timeout,30,18
3:57,250,Kaelon Wilson made Free Throw.,31,18
3:57,250,Kaelon Wilson made Free Throw.,32,18
3:31,249,J-Mychal Reese made Three Point Jumper.,32,21
3:15,250,Jorge Bilbao missed Layup.,32,21
3:15,250,Jorge Bilbao Offensive Rebound.,32,21
3:12,250,Jorge Bilbao Turnover.,32,21
3:09,249,Allante Holston Steal.,32,21
2:54,249,Ja'Michael Brown missed Layup.,32,21
2:54,250,Kevin Hervey Defensive Rebound.,32,21
2:49,250,Kevin Hervey Turnover.,32,21
2:47,249,Allante Holston Steal.,32,21
2:42,249,Ja'Michael Brown missed Three Point Jumper.,32,21
2:42,249,Jeremy Combs Offensive Rebound.,32,21
2:38,249,Jeremy Combs made Layup.,32,23
2:16,250,Kaelon Wilson missed Three Point Jumper.,32,23
2:16,249,J-Mychal Reese Defensive Rebound.,32,23
2:05,249,Rickey Brice Jr. missed Jumper.,32,23
2:05,250,Kaelon Wilson Defensive Rebound.,32,23
1:57,250,Nathan Hawkins missed Three Point Jumper.,32,23
1:57,250,Jorge Bilbao Offensive Rebound.,32,23
1:47,250,Kaelon Wilson missed Three Point Jumper.,32,23
1:47,249,Jeremy Combs Defensive Rebound.,32,23
1:45,250,Foul on Jorge Bilbao.,32,23
1:45,249,Jeremy Combs made Free Throw.,32,24
1:45,249,Jeremy Combs made Free Throw.,32,25
1:25,250,Kaelon Wilson Turnover.,32,25
1:17,250,Foul on Kaelon Wilson.,32,25
1:17,249,A.J. Lawson made Free Throw.,32,26
1:17,249,A.J. Lawson missed Free Throw.,32,26
1:17,250,Jalen Jones Defensive Rebound.,32,26
1:06,249,Foul on Shane Temara.,32,26
1:06,250,Faith Pope made Free Throw.,33,26
1:06,250,Faith Pope made Free Throw.,34,26
0:45,249,Jeremy Combs missed Jumper.,34,26
0:45,250,Faith Pope Block.,34,26
0:43,249,Jeremy Combs Offensive Rebound.,34,26
0:40,249,Jeremy Combs made Layup.,34,28
0:26,250,Foul on Jorge Bilbao.,34,28
0:26,250,Jorge Bilbao Turnover.,34,28
0:22,249,North Texas  Timeout,34,28
0:14,249,Deckie Johnson missed Three Point Jumper.,34,28
0:14,249,Deckie Johnson Offensive Rebound.,34,28
0:09,249,Deckie Johnson missed Jumper.,34,28
0:09,249,Jeremy Combs Offensive Rebound.,34,28
0:06,249,North Texas  Timeout,34,28
0:02,250,Foul on Kaelon Wilson.,34,28
0:02,249,J-Mychal Reese made Free Throw.,34,29
0:02,249,J-Mychal Reese made Free Throw.,34,30
0:00,249,End of 1st half,34,30
19:45,250,Drew Charles made Three Point Jumper. Assisted by Jalen Jones.,37,30
19:17,249,Deckie Johnson missed Jumper.,37,30
19:17,249,A.J. Lawson Offensive Rebound.,37,30
19:15,249,A.J. Lawson missed Jumper.,37,30
19:15,249,Rickey Brice Jr. Offensive Rebound.,37,30
19:11,249,Rickey Brice Jr. missed Jumper.,37,30
19:11,250,Kevin Hervey Defensive Rebound.,37,30
19:03,250,Erick Neal missed Three Point Jumper.,37,30
19:03,249,Rickey Brice Jr. Defensive Rebound.,37,30
18:54,249,J-Mychal Reese Turnover.,37,30
18:52,250,Jalen Jones Steal.,37,30
18:48,250,Kevin Hervey made Layup. Assisted by Jalen Jones.,39,30
18:24,249,Rickey Brice Jr. Turnover.,39,30
18:02,249,Foul on A.J. Lawson.,39,30
17:49,249,Foul on Jeremy Combs.,39,30
17:49,250,Foul on Kevin Hervey.,39,30
17:49,250,Kevin Hervey Turnover.,39,30
17:36,250,Foul on Drew Charles.,39,30
17:36,249,Foul on Jeremy Combs.,39,30
17:36,249,Jeremy Combs Turnover.,39,30
17:22,250,Jorge Bilbao made Jumper.,41,30
17:13,249,Jeremy Combs made Layup.,41,32
17:00,250,Kevin Hervey missed Three Point Jumper.,41,32
17:00,249,North Texas Defensive Rebound.,41,32
16:26,249,J-Mychal Reese made Jumper. Assisted by Allante Holston.,41,34
16:16,250,Drew Charles missed Three Point Jumper.,41,34
16:16,250,UT-Arlington Offensive Rebound.,41,34
16:02,250,Jorge Bilbao missed Jumper.,41,34
16:02,249,Allante Holston Defensive Rebound.,41,34
15:54,250,Foul on Kevin Hervey.,41,34
15:54,249,North Texas  Timeout,41,34
15:53,249,Ja'Michael Brown Turnover.,41,34
15:50,250,Jalen Jones Steal.,41,34
15:42,250,Kaelon Wilson made Layup.,43,34
15:29,249,Deckie Johnson missed Jumper.,43,34
15:29,250,Erick Neal Defensive Rebound.,43,34
15:21,250,Kevin Hervey made Layup. Assisted by Erick Neal.,45,34
14:58,249,Ja'Michael Brown missed Three Point Jumper.,45,34
14:58,250,Kevin Hervey Defensive Rebound.,45,34
14:46,250,Kevin Hervey made Jumper.,47,34
14:39,249,Derail Green Turnover.,47,34
14:37,250,Faith Pope Steal.,47,34
14:28,250,Kaelon Wilson Turnover.,47,34
14:03,249,Ja'Michael Brown made Jumper.,47,36
14:03,250,Foul on Jorge Bilbao.,47,36
14:03,249,Ja'Michael Brown made Free Throw.,47,37
13:49,249,Foul on J-Mychal Reese.,47,37
13:44,250,Faith Pope made Jumper. Assisted by DJ Bryant.,49,37
13:44,249,Foul on Derail Green.,49,37
13:44,250,Faith Pope missed Free Throw.,49,37
13:44,250,Faith Pope Offensive Rebound.,49,37
13:37,250,Julian Harris made Layup. Assisted by Faith Pope.,51,37
13:29,249,Jeremy Combs Turnover.,51,37
13:29,250,DJ Bryant Steal.,51,37
13:07,249,Foul on Deckie Johnson.,51,37
12:50,250,Erick Neal Turnover.,51,37
12:49,249,Jeremy Combs Steal.,51,37
12:45,249,Jeremy Combs made Layup. Assisted by J-Mychal Reese.,51,39
12:37,250,Drew Charles missed Three Point Jumper.,51,39
12:37,249,Deckie Johnson Defensive Rebound.,51,39
12:23,249,Jeremy Combs missed Jumper.,51,39
12:23,250,Nathan Hawkins Defensive Rebound.,51,39
11:59,250,Drew Charles missed Three Point Jumper.,51,39
11:59,250,UT-Arlington Offensive Rebound.,51,39
11:57,250,UT-Arlington  Timeout,51,39
11:45,249,Foul on Allante Holston.,51,39
11:45,250,Jorge Bilbao made Free Throw.,52,39
11:45,250,Jorge Bilbao made Free Throw.,53,39
11:35,249,Foul on Deckie Johnson.,53,39
11:35,249,Deckie Johnson Turnover.,53,39
11:22,250,Kevin Hervey made Three Point Jumper. Assisted by Kaelon Wilson.,56,39
11:01,249,Jeremy Combs Turnover.,56,39
11:00,250,Kaelon Wilson Steal.,56,39
10:56,250,Kaelon Wilson made Layup. Assisted by Erick Neal.,58,39
10:46,249,North Texas  Timeout,58,39
10:37,249,A.J. Lawson missed Jumper.,58,39
10:37,249,A.J. Lawson Offensive Rebound.,58,39
10:34,249,A.J. Lawson missed Layup.,58,39
10:34,249,A.J. Lawson Offensive Rebound.,58,39
10:31,250,Foul on Nathan Hawkins.,58,39
10:31,249,A.J. Lawson missed Free Throw.,58,39
10:31,249,North Texas Deadball Team Rebound.,58,39
10:31,249,A.J. Lawson made Free Throw.,58,40
10:13,249,Foul on Derail Green.,58,40
10:13,250,Jorge Bilbao made Free Throw.,59,40
10:13,250,Jorge Bilbao made Free Throw.,60,40
10:05,249,Foul on A.J. Lawson.,60,40
10:05,249,A.J. Lawson Turnover.,60,40
9:47,250,Jalen Jones made Three Point Jumper. Assisted by Erick Neal.,63,40
9:34,249,J-Mychal Reese missed Three Point Jumper.,63,40
9:34,249,Jeremy Combs Offensive Rebound.,63,40
9:21,250,Erick Neal Turnover.,63,40
9:06,250,Foul on Drew Charles.,63,40
9:00,249,Allante Holston Turnover.,63,40
8:44,250,Jorge Bilbao Turnover.,63,40
8:42,249,Ja'Michael Brown Steal.,63,40
8:41,249,Ja'Michael Brown missed Layup.,63,40
8:41,249,Jeremy Combs Offensive Rebound.,63,40
8:38,249,Jeremy Combs made Layup.,63,42
8:19,249,Foul on Jeremy Combs.,63,42
8:19,250,Kevin Hervey made Free Throw.,64,42
8:19,250,Kevin Hervey made Free Throw.,65,42
8:08,249,Jeremy Combs made Layup.,65,44
7:51,250,Kaelon Wilson made Layup.,67,44
7:39,249,J-Mychal Reese missed Jumper.,67,44
7:39,250,Jalen Jones Defensive Rebound.,67,44
7:31,249,Foul on Allante Holston.,67,44
7:31,250,UT-Arlington  Timeout,67,44
7:31,250,Jalen Jones missed Free Throw.,67,44
7:31,250,UT-Arlington Deadball Team Rebound.,67,44
7:31,250,Jalen Jones missed Free Throw.,67,44
7:31,249,Jeremy Combs Defensive Rebound.,67,44
7:11,249,A.J. Lawson missed Jumper.,67,44
7:11,249,Jeremy Combs Offensive Rebound.,67,44
7:08,249,Jeremy Combs made Two Point Tip Shot.,67,46
6:59,250,Jalen Jones Turnover.,67,46
6:39,249,Jeremy Combs made Jumper.,67,48
6:39,250,Foul on Link Kabadyundi.,67,48
6:39,249,Jeremy Combs made Free Throw.,67,49
6:25,250,Jalen Jones missed Jumper.,67,49
6:25,249,Jeremy Combs Block.,67,49
6:23,249,A.J. Lawson Defensive Rebound.,67,49
6:05,249,Rickey Brice Jr. missed Jumper.,67,49
6:05,250,Jalen Jones Block.,67,49
6:03,250,Kevin Hervey Defensive Rebound.,67,49
5:37,250,Jalen Jones missed Three Point Jumper.,67,49
5:37,249,North Texas Defensive Rebound.,67,49
5:15,249,Ja'Michael Brown made Three Point Jumper. Assisted by Deckie Johnson.,67,52
5:10,250,UT-Arlington  Timeout,67,52
5:01,250,Jorge Bilbao missed Jumper.,67,52
5:01,249,Jeremy Combs Defensive Rebound.,67,52
4:49,250,Foul on Kevin Hervey.,67,52
4:49,249,Shane Temara made Free Throw.,67,53
4:49,249,Shane Temara missed Free Throw.,67,53
4:49,250,Kevin Hervey Defensive Rebound.,67,53
4:30,250,Jorge Bilbao made Layup. Assisted by Jalen Jones.,69,53
4:23,249,J-Mychal Reese missed Three Point Jumper.,69,53
4:23,250,Erick Neal Defensive Rebound.,69,53
4:18,250,Drew Charles made Three Point Jumper. Assisted by Erick Neal.,72,53
3:36,249,J-Mychal Reese made Jumper.,72,55
3:20,249,Foul on J-Mychal Reese.,72,55
3:20,249,Official TV Timeout,72,55
3:20,250,Jalen Jones made Free Throw.,73,55
3:20,250,Jalen Jones missed Free Throw.,73,55
3:20,250,Kevin Hervey Offensive Rebound.,73,55
3:08,250,Drew Charles Turnover.,73,55
3:05,249,Deckie Johnson Steal.,73,55
3:04,250,Foul on Jorge Bilbao.,73,55
3:04,249,Jeremy Combs missed Free Throw.,73,55
3:04,249,North Texas Deadball Team Rebound.,73,55
3:04,249,Jeremy Combs made Free Throw.,73,56
2:47,250,DJ Bryant missed Three Point Jumper.,73,56
2:47,250,Jalen Jones Offensive Rebound.,73,56
2:06,250,Kevin Hervey missed Three Point Jumper.,73,56
2:06,249,Jeremy Combs Defensive Rebound.,73,56
1:54,249,Jeremy Combs missed Jumper.,73,56
1:54,250,DJ Bryant Defensive Rebound.,73,56
1:38,250,Kaelon Wilson made Layup. Assisted by Kevin Hervey.,75,56
1:23,250,Foul on Jorge Bilbao.,75,56
1:23,249,J-Mychal Reese missed Free Throw.,75,56
1:23,249,North Texas Deadball Team Rebound.,75,56
1:20,249,J-Mychal Reese made Free Throw.,75,57
1:07,250,Patrick Binzer Turnover.,75,57
1:04,249,DJ Draper Steal.,75,57
0:59,249,DJ Draper missed Jumper.,75,57
0:59,250,Julian Harris Defensive Rebound.,75,57
0:48,250,DJ Bryant missed Layup.,75,57
0:48,249,DJ Draper Defensive Rebound.,75,57
0:38,249,A.J. Lawson missed Jumper.,75,57
0:38,249,Bryce Jackson Offensive Rebound.,75,57
0:32,249,Bryce Jackson made Two Point Tip Shot.,75,59
0:23,250,Scott Muirhead made Jumper.,77,59
0:11,249,Bryce Jackson made Jumper.,77,61
0:00,249,End of Game,77,61
