Oberlin College,Error,Youngstown State,2754
8:15,2754,Latin Davis made Layup. Assisted by Francisco Santiago.,22,27
7:54,2754,Foul on Latin Davis.,22,27
7:54,2754,Official TV Timeout,22,27
7:34,-1,Eli Silverman-Lloyd missed Three Point Jumper.,22,27
7:34,2754,Devin Haygood Block.,22,27
7:32,-1,Joshua Friedkin Offensive Rebound.,22,27
7:27,-1,Joshua Friedkin missed Jumper.,22,27
7:27,2754,Devin Haygood Defensive Rebound.,22,27
7:18,2754,Devin Haygood Turnover.,22,27
7:17,-1,Jack Poyle Steal.,22,27
7:06,-1,Josiah Walker Turnover.,22,27
6:47,2754,Francisco Santiago made Jumper.,22,29
6:35,-1,Eli Silverman-Lloyd missed Three Point Jumper.,22,29
6:35,-1,Andre Campbell Offensive Rebound.,22,29
6:30,-1,Joshua Friedkin missed Three Point Jumper.,22,29
6:30,-1,Jack Poyle Offensive Rebound.,22,29
6:24,-1,Josiah Walker made Three Point Jumper.,25,29
6:07,-1,Foul on Josiah Walker.,25,29
6:07,2754,Devin Haygood missed Free Throw.,25,29
6:07,2754,Youngstown St Deadball Team Rebound.,25,29
6:07,2754,Devin Haygood missed Free Throw.,25,29
6:07,2754,Braun Hartfield Offensive Rebound.,25,29
6:05,2754,Braun Hartfield made Jumper.,25,31
5:46,2754,Foul on Devin Haygood.,25,31
5:28,-1,Eric Holt missed Three Point Jumper.,25,31
5:28,2754,Braun Hartfield Defensive Rebound.,25,31
5:19,-1,Foul on Scott Miller.,25,31
5:19,2754,Jorden Kaufman missed Free Throw.,25,31
5:19,-1,Scott Miller Defensive Rebound.,25,31
5:12,-1,Eric Holt missed Three Point Jumper.,25,31
5:12,2754,Francisco Santiago Defensive Rebound.,25,31
4:52,-1,Foul on Eric Holt.,25,31
4:52,2754,Latin Davis made Free Throw.,25,32
4:52,2754,Latin Davis made Free Throw.,25,33
4:37,-1,Eric Holt Turnover.,25,33
4:35,2754,Braun Hartfield Turnover.,25,33
4:33,-1,Jack Poyle Steal.,25,33
4:28,-1,Scott Miller made Three Point Jumper. Assisted by Joshua Friedkin.,28,33
4:11,-1,Foul on Joshua Friedkin.,28,33
4:11,2754,Brett Frantz made Free Throw.,28,34
4:11,2754,Brett Frantz made Free Throw.,28,35
4:01,-1,Andre Campbell missed Jumper.,28,35
4:01,2754,Braun Hartfield Block.,28,35
4:00,2754,Jorden Kaufman Defensive Rebound.,28,35
3:54,2754,Braun Hartfield missed Jumper.,28,35
3:54,-1,Jack Poyle Defensive Rebound.,28,35
3:47,-1,Scott Miller missed Three Point Jumper.,28,35
3:47,2754,Jorden Kaufman Defensive Rebound.,28,35
3:40,2754,Braun Hartfield missed Layup.,28,35
3:40,2754,Braun Hartfield Offensive Rebound.,28,35
3:37,2754,Braun Hartfield made Layup.,28,37
3:37,-1,Foul on Eli Silverman-Lloyd.,28,37
3:37,2754,Official TV Timeout,28,37
3:37,2754,Braun Hartfield made Free Throw.,28,38
3:10,-1,Nathan Cohen made Three Point Jumper. Assisted by Jack Poyle.,31,38
2:51,2754,Brett Frantz missed Layup.,31,38
2:51,2754,Braun Hartfield Offensive Rebound.,31,38
2:48,2754,Braun Hartfield missed Jumper.,31,38
2:48,2754,Youngstown St Offensive Rebound.,31,38
2:36,2754,Rahim Williams made Layup. Assisted by Francisco Santiago.,31,40
2:18,-1,Oberlin  Timeout,31,40
2:15,-1,Jack Poyle missed Jumper.,31,40
2:15,-1,Eli Silverman-Lloyd Offensive Rebound.,31,40
2:00,-1,Zach Moo Young made Three Point Jumper. Assisted by Jack Poyle.,34,40
1:44,2754,Braun Hartfield missed Three Point Jumper.,34,40
1:44,2754,Jorden Kaufman Offensive Rebound.,34,40
1:40,2754,Jorden Kaufman missed Jumper.,34,40
1:40,2754,Youngstown St Deadball Team Rebound.,34,40
1:40,-1,Foul on Zach Moo Young.,34,40
1:40,2754,Rahim Williams missed Free Throw.,34,40
1:40,2754,Youngstown St Deadball Team Rebound.,34,40
1:40,2754,Rahim Williams made Free Throw.,34,41
1:11,-1,Eli Silverman-Lloyd missed Three Point Jumper.,34,41
1:11,-1,Jack Poyle Offensive Rebound.,34,41
1:05,-1,Jack Poyle made Layup.,36,41
0:51,2754,Braun Hartfield missed Jumper.,36,41
0:51,-1,Eli Silverman-Lloyd Defensive Rebound.,36,41
0:44,-1,Jack Poyle made Three Point Jumper. Assisted by Zach Meyers.,39,41
0:29,-1,Foul on Eric Holt.,39,41
0:29,2754,Latin Davis made Free Throw.,39,42
0:29,2754,Latin Davis made Free Throw.,39,43
0:11,-1,Eric Holt missed Jumper.,39,43
0:11,-1,Eric Holt Offensive Rebound.,39,43
0:09,-1,Eric Holt made Jumper.,41,43
0:00,2754,Francisco Santiago missed Jumper.,41,43
0:00,-1,Eric Holt Block.,41,43
0:00,-1,Oberlin Deadball Team Rebound.,41,43
0:00,2754,End of 1st half,41,43
19:48,2754,Foul on Jorden Kaufman.,41,43
19:38,-1,Andre Campbell missed Jumper.,41,43
19:38,-1,Andre Campbell Offensive Rebound.,41,43
19:13,-1,Joshua Friedkin Turnover.,41,43
19:00,-1,Foul on Andre Campbell.,41,43
18:51,2754,Francisco Santiago made Layup.,41,45
18:21,-1,Eli Silverman-Lloyd missed Three Point Jumper.,41,45
18:21,2754,Rahim Williams Defensive Rebound.,41,45
18:11,2754,Matt Donlan made Three Point Jumper. Assisted by Francisco Santiago.,41,48
17:57,-1,Joshua Friedkin missed Three Point Jumper.,41,48
17:57,-1,Eli Silverman-Lloyd Offensive Rebound.,41,48
17:51,-1,Jack Poyle missed Three Point Jumper.,41,48
17:51,2754,Jorden Kaufman Defensive Rebound.,41,48
17:41,2754,Brett Frantz missed Three Point Jumper.,41,48
17:41,-1,Nathan Cohen Defensive Rebound.,41,48
17:19,-1,Andre Campbell made Layup.,43,48
16:58,2754,Rahim Williams Turnover.,43,48
16:56,-1,Jack Poyle Steal.,43,48
16:53,-1,Foul on Jack Poyle.,43,48
16:53,-1,Jack Poyle Turnover.,43,48
16:38,2754,Devin Haygood made Dunk. Assisted by Francisco Santiago.,43,50
16:17,2754,Foul on Brett Frantz.,43,50
16:17,-1,Joshua Friedkin made Free Throw.,44,50
16:16,-1,Joshua Friedkin made Free Throw.,45,50
16:04,2754,Matt Donlan made Three Point Jumper. Assisted by Francisco Santiago.,45,53
15:50,-1,Nathan Cohen Turnover.,45,53
15:49,2754,Official TV Timeout,45,53
15:41,2754,Matt Donlan missed Jumper.,45,53
15:41,2754,Devin Haygood Offensive Rebound.,45,53
15:38,-1,Foul on Eli Silverman-Lloyd.,45,53
15:33,2754,Devin Haygood made Jumper. Assisted by Francisco Santiago.,45,55
15:33,-1,Foul on Christian Fioretti.,45,55
15:32,-1,Oberlin  Timeout,45,55
15:32,2754,Devin Haygood missed Free Throw.,45,55
15:32,-1,Eli Silverman-Lloyd Defensive Rebound.,45,55
15:02,-1,Zach Moo Young made Jumper.,47,55
14:38,2754,Francisco Santiago made Jumper. Assisted by Latin Davis.,47,57
14:22,-1,Jack Poyle missed Three Point Jumper.,47,57
14:22,2754,Matt Donlan Defensive Rebound.,47,57
14:11,2754,Matt Donlan missed Three Point Jumper.,47,57
14:11,2754,Latin Davis Offensive Rebound.,47,57
13:49,2754,Matt Donlan made Jumper.,47,59
13:22,-1,Jack Poyle missed Three Point Jumper.,47,59
13:22,2754,Latin Davis Defensive Rebound.,47,59
13:14,2754,Latin Davis missed Layup.,47,59
13:14,-1,Oberlin Defensive Rebound.,47,59
12:58,2754,Latin Davis Defensive Rebound.,47,59
12:49,2754,Rahim Williams made Three Point Jumper. Assisted by Latin Davis.,47,62
12:26,-1,Nathan Cohen Turnover.,47,62
12:16,2754,Francisco Santiago missed Layup.,47,62
12:16,-1,Eric Holt Defensive Rebound.,47,62
12:10,-1,Zach Meyers missed Three Point Jumper.,47,62
12:10,2754,Rahim Williams Defensive Rebound.,47,62
12:00,2754,Rahim Williams Turnover.,47,62
11:45,-1,Christian Fioretti Turnover.,47,62
11:44,2754,Francisco Santiago Steal.,47,62
11:39,2754,Francisco Santiago made Jumper.,47,64
11:26,-1,Nathan Cohen made Three Point Jumper. Assisted by Christian Fioretti.,50,64
11:05,2754,Francisco Santiago missed Jumper.,50,64
11:05,-1,Zach Meyers Defensive Rebound.,50,64
10:58,-1,Nathan Cohen missed Three Point Jumper.,50,64
10:58,2754,Braun Hartfield Defensive Rebound.,50,64
10:42,2754,Matt Donlan missed Three Point Jumper.,50,64
10:42,2754,Matt Donlan Offensive Rebound.,50,64
10:38,2754,Matt Donlan missed Jumper.,50,64
10:38,-1,Eric Holt Defensive Rebound.,50,64
10:33,-1,Nathan Cohen Turnover.,50,64
10:32,2754,Francisco Santiago Steal.,50,64
10:21,2754,Francisco Santiago made Three Point Jumper. Assisted by Matt Donlan.,50,67
10:21,2754,Youngstown St  Timeout,50,67
10:05,-1,Nathan Cohen missed Jumper.,50,67
10:05,2754,Jeremiah Ferguson Defensive Rebound.,50,67
9:50,2754,Braun Hartfield missed Jumper.,50,67
9:50,-1,Eric Holt Defensive Rebound.,50,67
9:41,-1,Scott Miller made Layup. Assisted by Joshua Friedkin.,52,67
9:31,2754,Foul on Devin Haygood.,52,67
9:31,2754,Devin Haygood Turnover.,52,67
9:16,-1,Jack Poyle missed Jumper.,52,67
9:16,2754,Francisco Santiago Defensive Rebound.,52,67
9:01,-1,Foul on Nathan Cohen.,52,67
8:36,2754,Rahim Williams missed Three Point Jumper.,52,67
8:36,-1,Zach Meyers Defensive Rebound.,52,67
8:31,2754,Rahim Williams made Layup.,52,69
8:16,-1,Nathan Cohen missed Layup.,52,69
8:16,2754,Rahim Williams Block.,52,69
8:13,2754,Francisco Santiago Defensive Rebound.,52,69
8:08,2754,Devin Haygood made Layup. Assisted by Francisco Santiago.,52,71
7:58,-1,Nathan Cohen missed Three Point Jumper.,52,71
7:58,2754,Youngstown St Defensive Rebound.,52,71
7:55,2754,Official TV Timeout,52,71
7:42,2754,Devin Haygood made Dunk. Assisted by Matt Donlan.,52,73
7:22,-1,Andre Campbell made Layup.,54,73
7:09,2754,Rahim Williams made Layup. Assisted by Jeremiah Ferguson.,54,75
6:37,-1,Jack Poyle missed Layup.,54,75
6:37,-1,Andre Campbell Offensive Rebound.,54,75
6:32,-1,Andre Campbell made Layup.,56,75
6:20,2754,Jeremiah Ferguson Turnover.,56,75
6:06,-1,Scott Miller made Three Point Jumper. Assisted by Joshua Friedkin.,59,75
5:52,-1,Foul on Joshua Friedkin.,59,75
5:47,2754,Francisco Santiago Turnover.,59,75
5:46,-1,Scott Miller Steal.,59,75
5:42,-1,Eli Silverman-Lloyd missed Three Point Jumper.,59,75
5:42,2754,Rahim Williams Defensive Rebound.,59,75
5:28,2754,Francisco Santiago missed Three Point Jumper.,59,75
5:28,-1,Andre Campbell Defensive Rebound.,59,75
5:19,-1,Joshua Friedkin missed Jumper.,59,75
5:19,2754,Francisco Santiago Defensive Rebound.,59,75
4:47,2754,Latin Davis missed Three Point Jumper.,59,75
4:47,-1,Andre Campbell Defensive Rebound.,59,75
4:43,-1,Joshua Friedkin Turnover.,59,75
4:35,2754,Francisco Santiago made Layup.,59,77
4:20,-1,Scott Miller made Three Point Jumper. Assisted by Andre Campbell.,62,77
4:18,-1,Oberlin  Timeout,62,77
4:18,2754,Official TV Timeout,62,77
4:14,2754,Matt Donlan made Dunk. Assisted by Francisco Santiago.,62,79
4:03,-1,Scott Miller missed Three Point Jumper.,62,79
4:03,-1,Eli Silverman-Lloyd Offensive Rebound.,62,79
3:59,-1,Eli Silverman-Lloyd made Jumper.,64,79
3:31,-1,Foul on Andre Campbell.,64,79
3:31,2754,Latin Davis made Free Throw.,64,80
3:31,2754,Latin Davis made Free Throw.,64,81
3:00,-1,Eli Silverman-Lloyd missed Jumper.,64,81
3:00,2754,Latin Davis Defensive Rebound.,64,81
2:51,-1,Foul on Scott Miller.,64,81
2:51,2754,Rahim Williams made Free Throw.,64,82
2:51,2754,Rahim Williams made Free Throw.,64,83
2:41,-1,Nathan Cohen made Three Point Jumper. Assisted by Jack Poyle.,67,83
2:24,2754,Stefan Rosic made Layup. Assisted by Jeremiah Ferguson.,67,85
2:09,-1,Eli Silverman-Lloyd made Three Point Jumper. Assisted by Jack Poyle.,70,85
1:50,2754,Jeremiah Ferguson missed Jumper.,70,85
1:50,-1,Zach Moo Young Defensive Rebound.,70,85
1:27,-1,Eric Holt made Layup. Assisted by Nathan Cohen.,72,85
1:01,-1,Foul on Nathan Cohen.,72,85
1:01,2754,Braun Hartfield made Free Throw.,72,86
1:01,2754,Braun Hartfield made Free Throw.,72,87
0:40,-1,Evan Suppa missed Layup.,72,87
0:40,2754,Ryan Strollo Block.,72,87
0:37,2754,Stefan Rosic Defensive Rebound.,72,87
0:26,2754,Stefan Rosic missed Jumper.,72,87
0:26,-1,Abe Kuhn Defensive Rebound.,72,87
0:20,-1,Patrick Smith missed Three Point Jumper.,72,87
0:20,2754,Stefan Rosic Defensive Rebound.,72,87
0:00,2754,End of Game,72,87
