Colorado,2501,Portland,38
5:31,2501,Ray Barreno Turnover.,15,23
5:30,38,Thomas Akyazili Steal.,15,23
5:27,38,George King Turnover.,15,23
5:12,2501,Ray Barreno missed Jumper.,15,23
5:12,38,Thomas Akyazili Defensive Rebound.,15,23
4:56,38,Derrick White made Layup.,17,23
4:38,38,Foul on Derrick White.,17,23
4:38,2501,Jazz Johnson made Free Throw.,17,24
4:38,2501,Jazz Johnson made Free Throw.,17,25
4:10,38,Josh Fortune made Layup.,19,25
3:51,2501,Alec Wintering Turnover.,19,25
3:51,2501,Official TV Timeout,19,25
3:36,38,Thomas Akyazili missed Three Point Jumper.,19,25
3:36,38,Thomas Akyazili Offensive Rebound.,19,25
3:27,38,Xavier Johnson missed Layup.,19,25
3:27,38,Colorado Deadball Team Rebound.,19,25
3:26,2501,Foul on Jarrel Marshall.,19,25
3:26,38,Xavier Johnson made Free Throw.,20,25
3:26,38,Xavier Johnson missed Free Throw.,20,25
3:26,38,Xavier Johnson Offensive Rebound.,20,25
3:21,38,George King missed Three Point Jumper.,20,25
3:21,38,Deleon Brown Offensive Rebound.,20,25
3:05,38,George King made Layup.,22,25
2:50,2501,Alec Wintering missed Jumper.,22,25
2:50,38,Colorado Deadball Team Rebound.,22,25
2:37,2501,Foul on Jarrel Marshall.,22,25
2:37,38,Xavier Johnson made Free Throw.,23,25
2:37,38,Xavier Johnson made Free Throw.,24,25
2:26,2501,Jazz Johnson Turnover.,24,25
2:26,38,Colorado  Timeout,24,25
2:17,38,Xavier Johnson Turnover.,24,25
2:17,2501,Alec Wintering Steal.,24,25
2:14,38,Foul on Thomas Akyazili.,24,25
2:14,2501,Alec Wintering missed Free Throw.,24,25
2:14,2501,Portland Deadball Team Rebound.,24,25
2:14,2501,Alec Wintering made Free Throw.,24,26
2:02,38,Thomas Akyazili missed Jumper.,24,26
2:02,2501,Philipp Hartwich Defensive Rebound.,24,26
1:54,2501,Foul on Alec Wintering.,24,26
1:54,2501,Alec Wintering Turnover.,24,26
1:32,38,George King made Layup.,26,26
1:16,38,Foul on Josh Fortune.,26,26
1:16,2501,Alec Wintering made Free Throw.,26,27
1:16,2501,Alec Wintering made Free Throw.,26,28
1:07,38,Thomas Akyazili Turnover.,26,28
1:06,2501,Rashad Jackson Steal.,26,28
0:53,2501,Alec Wintering made Layup.,26,30
0:28,38,Xavier Johnson missed Layup.,26,30
0:28,38,Tory Miller Offensive Rebound.,26,30
0:25,38,Tory Miller made Layup.,28,30
0:25,2501,Foul on D'Marques Tyson.,28,30
0:25,38,Tory Miller missed Free Throw.,28,30
0:25,2501,Alec Wintering Defensive Rebound.,28,30
0:19,2501,Portland  Timeout,28,30
0:02,2501,Alec Wintering missed Layup.,28,30
0:02,38,Xavier Johnson Block.,28,30
0:00,38,Deleon Brown Defensive Rebound.,28,30
0:00,2501,End of 1st half,28,30
19:29,2501,Jazz Johnson made Three Point Jumper.,28,33
19:02,38,Josh Fortune missed Jumper.,28,33
19:02,38,George King Offensive Rebound.,28,33
18:59,38,George King made Layup.,30,33
18:42,2501,Gabe Taylor missed Three Point Jumper.,30,33
18:42,38,Xavier Johnson Defensive Rebound.,30,33
18:32,38,Wesley Gordon Turnover.,30,33
18:32,2501,Philipp Hartwich Steal.,30,33
18:25,2501,Gabe Taylor missed Layup.,30,33
18:25,38,Wesley Gordon Block.,30,33
18:24,38,Wesley Gordon Defensive Rebound.,30,33
18:16,38,Derrick White made Layup.,32,33
17:54,2501,Gabe Taylor missed Layup.,32,33
17:54,38,Derrick White Block.,32,33
17:53,38,Colorado Defensive Rebound.,32,33
17:38,38,Xavier Johnson made Three Point Jumper.,35,33
17:09,2501,Alec Wintering Turnover.,35,33
17:01,38,Derrick White missed Three Point Jumper.,35,33
17:01,2501,Alec Wintering Defensive Rebound.,35,33
16:54,2501,Jazz Johnson missed Layup.,35,33
16:54,38,George King Defensive Rebound.,35,33
16:36,38,George King missed Three Point Jumper.,35,33
16:36,2501,Alec Wintering Defensive Rebound.,35,33
16:30,2501,Jarrel Marshall missed Layup.,35,33
16:30,2501,Alec Wintering Offensive Rebound.,35,33
16:27,2501,Alec Wintering made Layup.,35,35
16:11,38,George King Turnover.,35,35
16:09,2501,Jazz Johnson Steal.,35,35
16:05,2501,Jarrel Marshall missed Layup.,35,35
16:05,38,Josh Fortune Block.,35,35
16:04,38,Josh Fortune Defensive Rebound.,35,35
15:59,38,Josh Fortune missed Layup.,35,35
15:59,2501,Philipp Hartwich Block.,35,35
15:59,2501,Jazz Johnson Defensive Rebound.,35,35
15:56,2501,Alec Wintering missed Three Point Jumper.,35,35
15:56,38,Wesley Gordon Defensive Rebound.,35,35
15:32,2501,Official TV Timeout,35,35
15:25,38,Derrick White made Jumper.,37,35
15:05,2501,Philipp Hartwich Turnover.,37,35
15:04,38,Derrick White Steal.,37,35
14:59,38,Bryce Peters made Three Point Jumper. Assisted by Derrick White.,40,35
14:37,2501,Alec Wintering made Jumper.,40,37
14:21,38,Derrick White Turnover.,40,37
14:08,2501,Jazz Johnson missed Three Point Jumper.,40,37
14:08,38,Colorado Defensive Rebound.,40,37
13:50,38,Josh Fortune made Three Point Jumper. Assisted by Derrick White.,43,37
13:31,2501,Alec Wintering made Layup.,43,39
13:17,38,Tory Miller missed Jumper.,43,39
13:17,2501,Philipp Hartwich Defensive Rebound.,43,39
12:58,2501,Gabe Taylor missed Three Point Jumper.,43,39
12:58,2501,Philipp Hartwich Offensive Rebound.,43,39
12:49,2501,Jazz Johnson made Jumper.,43,41
12:35,2501,Foul on Gabe Taylor.,43,41
12:35,38,Derrick White made Free Throw.,44,41
12:35,38,Derrick White made Free Throw.,45,41
12:22,2501,Gabe Taylor missed Three Point Jumper.,45,41
12:22,38,Wesley Gordon Defensive Rebound.,45,41
12:08,38,Foul on Derrick White.,45,41
12:08,38,Derrick White Turnover.,45,41
12:00,2501,Jazz Johnson made Jumper.,45,43
11:44,38,Deleon Brown made Three Point Jumper. Assisted by Wesley Gordon.,48,43
11:24,2501,Alec Wintering Turnover.,48,43
11:24,2501,Foul on Jazz Johnson.,48,43
11:24,2501,Official TV Timeout,48,43
11:03,38,Bryce Peters missed Three Point Jumper.,48,43
11:03,2501,Portland Deadball Team Rebound.,48,43
11:01,38,Foul on Deleon Brown.,48,43
10:50,38,Foul on Bryce Peters.,48,43
10:46,38,Foul on Deleon Brown.,48,43
10:37,38,Foul on Xavier Johnson.,48,43
10:37,2501,Jazz Johnson missed Free Throw.,48,43
10:37,2501,Portland Deadball Team Rebound.,48,43
10:37,2501,Jazz Johnson made Free Throw.,48,44
10:37,2501,Jazz Johnson made Free Throw.,48,45
10:26,38,Xavier Johnson missed Layup.,48,45
10:26,38,Wesley Gordon Offensive Rebound.,48,45
10:23,38,Wesley Gordon made Layup.,50,45
10:22,2501,Foul on D'Marques Tyson.,50,45
10:22,38,Wesley Gordon made Free Throw.,51,45
10:16,2501,D'Marques Tyson missed Three Point Jumper.,51,45
10:16,38,Wesley Gordon Defensive Rebound.,51,45
9:54,38,George King missed Jumper.,51,45
9:54,2501,Portland Defensive Rebound.,51,45
9:26,2501,Foul on Alec Wintering.,51,45
9:26,2501,Alec Wintering Turnover.,51,45
9:11,2501,Foul on Gabe Taylor.,51,45
8:52,38,Thomas Akyazili missed Jumper.,51,45
8:52,2501,Philipp Hartwich Block.,51,45
8:51,2501,D'Marques Tyson Defensive Rebound.,51,45
8:45,2501,D'Marques Tyson made Three Point Jumper. Assisted by Jazz Johnson.,51,48
8:21,38,Wesley Gordon made Jumper.,53,48
8:20,2501,Foul on Philipp Hartwich.,53,48
8:20,38,Wesley Gordon missed Free Throw.,53,48
8:20,2501,Philipp Hartwich Defensive Rebound.,53,48
8:05,2501,D'Marques Tyson missed Three Point Jumper.,53,48
8:05,38,Derrick White Defensive Rebound.,53,48
7:54,38,Wesley Gordon missed Three Point Jumper.,53,48
7:54,38,Wesley Gordon Offensive Rebound.,53,48
7:51,2501,Foul on Philipp Hartwich.,53,48
7:51,2501,Official TV Timeout,53,48
7:51,38,Xavier Johnson made Free Throw.,54,48
7:51,38,Xavier Johnson made Free Throw.,55,48
7:35,2501,Jazz Johnson missed Jumper.,55,48
7:35,38,Derrick White Block.,55,48
7:34,2501,Jazz Johnson Offensive Rebound.,55,48
7:28,2501,Jazz Johnson Turnover.,55,48
7:27,38,George King Steal.,55,48
7:13,38,Derrick White made Jumper. Assisted by Josh Fortune.,57,48
6:54,2501,Jarrel Marshall missed Three Point Jumper.,57,48
6:54,38,George King Defensive Rebound.,57,48
6:36,38,George King missed Three Point Jumper.,57,48
6:36,38,Josh Fortune Offensive Rebound.,57,48
6:33,2501,Foul on Ray Barreno.,57,48
6:33,38,Josh Fortune missed Free Throw.,57,48
6:33,38,Colorado Deadball Team Rebound.,57,48
6:33,38,Josh Fortune made Free Throw.,58,48
6:21,38,Foul on Wesley Gordon.,58,48
6:11,2501,Alec Wintering missed Layup.,58,48
6:11,2501,Ray Barreno Offensive Rebound.,58,48
6:06,2501,Ray Barreno Turnover.,58,48
6:06,38,Deleon Brown Steal.,58,48
5:51,38,Xavier Johnson made Layup.,60,48
5:33,2501,Jarrel Marshall made Layup.,60,50
5:21,2501,Foul on Jazz Johnson.,60,50
5:21,38,Derrick White made Free Throw.,61,50
5:21,38,Derrick White missed Free Throw.,61,50
5:21,2501,Jazz Johnson Defensive Rebound.,61,50
5:01,2501,Gabe Taylor missed Three Point Jumper.,61,50
5:01,2501,Alec Wintering Offensive Rebound.,61,50
4:48,2501,Gabe Taylor missed Layup.,61,50
4:48,38,Derrick White Defensive Rebound.,61,50
4:35,38,Derrick White made Jumper.,63,50
4:14,38,Foul on Derrick White.,63,50
4:14,2501,Jazz Johnson made Free Throw.,63,51
4:14,2501,Jazz Johnson made Free Throw.,63,52
3:50,38,Josh Fortune made Three Point Jumper.,66,52
3:29,2501,Alec Wintering missed Jumper.,66,52
3:29,38,Josh Fortune Block.,66,52
3:27,2501,Portland Offensive Rebound.,66,52
3:26,2501,Official TV Timeout,66,52
3:19,2501,D'Marques Tyson made Layup.,66,54
3:19,38,Foul on Josh Fortune.,66,54
3:19,2501,D'Marques Tyson made Free Throw.,66,55
2:57,38,Deleon Brown missed Three Point Jumper.,66,55
2:57,38,Wesley Gordon Offensive Rebound.,66,55
2:53,2501,Foul on Jarrel Marshall.,66,55
2:53,38,Wesley Gordon missed Free Throw.,66,55
2:53,38,Colorado Deadball Team Rebound.,66,55
2:53,38,Wesley Gordon made Free Throw.,67,55
2:44,2501,Gabe Taylor made Layup.,67,57
2:44,38,Foul on Xavier Johnson.,67,57
2:44,2501,Gabe Taylor missed Free Throw.,67,57
2:44,38,Wesley Gordon Defensive Rebound.,67,57
2:27,38,Derrick White Turnover.,67,57
2:24,2501,Alec Wintering made Layup.,67,59
2:02,38,Josh Fortune missed Three Point Jumper.,67,59
2:02,38,Wesley Gordon Offensive Rebound.,67,59
1:56,38,Xavier Johnson made Layup. Assisted by Wesley Gordon.,69,59
1:38,2501,D'Marques Tyson missed Three Point Jumper.,69,59
1:38,38,Josh Fortune Defensive Rebound.,69,59
1:15,38,Wesley Gordon missed Layup.,69,59
1:15,2501,Gabe Taylor Defensive Rebound.,69,59
0:57,2501,Jazz Johnson Turnover.,69,59
0:57,38,Derrick White Steal.,69,59
0:57,2501,Portland  Timeout,69,59
0:57,2501,Official TV Timeout,69,59
0:50,2501,Foul on Jazz Johnson.,69,59
0:50,38,Josh Fortune missed Free Throw.,69,59
0:50,38,Colorado Deadball Team Rebound.,69,59
0:50,38,Josh Fortune made Free Throw.,70,59
0:43,2501,Jarrel Marshall made Dunk. Assisted by Alec Wintering.,70,61
0:42,2501,Foul on Alec Wintering.,70,61
0:42,38,Deleon Brown made Free Throw.,71,61
0:42,38,Deleon Brown made Free Throw.,72,61
0:35,38,Foul on Xavier Johnson.,72,61
0:35,2501,Gabe Taylor made Free Throw.,72,62
0:35,2501,Gabe Taylor made Free Throw.,72,63
0:34,2501,Foul on Jarrel Marshall.,72,63
0:34,38,Xavier Johnson made Free Throw.,73,63
0:34,38,Colorado  Timeout,73,63
0:34,38,Xavier Johnson made Free Throw.,74,63
0:29,2501,Alec Wintering missed Layup.,74,63
0:29,38,Josh Fortune Defensive Rebound.,74,63
0:22,2501,Foul on Alec Wintering.,74,63
0:22,38,Josh Fortune made Free Throw.,75,63
0:22,38,Josh Fortune made Free Throw.,76,63
0:22,2501,Gabe Taylor Turnover.,76,63
0:21,38,Derrick White Steal.,76,63
0:00,2501,End of Game,76,63
