Memphis,145,Ole Miss,235
6:40,145,Donte Fitzpatrick-Dorsey Offensive Rebound.,26,30
6:20,145,Sebastian Saiz made Jumper. Assisted by Rasheed Brooks.,26,32
6:18,235,Foul on K.J. Lawson.,26,32
6:18,145,Sebastian Saiz made Free Throw.,26,33
5:51,235,Craig Randall II missed Layup.,26,33
5:51,145,Sebastian Saiz Defensive Rebound.,26,33
5:30,145,Sebastian Saiz made Layup. Assisted by Rasheed Brooks.,26,35
5:18,235,Markel Crawford missed Three Point Jumper.,26,35
5:18,235,Craig Randall II Offensive Rebound.,26,35
5:10,235,Jake McDowell missed Layup.,26,35
5:10,145,Justas Furmanavicius Defensive Rebound.,26,35
5:02,145,Cullen Neal made Layup. Assisted by Justas Furmanavicius.,26,37
4:52,235,Memphis  Timeout,26,37
4:46,235,Markel Crawford Turnover.,26,37
4:45,145,Sebastian Saiz Steal.,26,37
4:41,145,Rasheed Brooks missed Three Point Jumper.,26,37
4:41,145,Rasheed Brooks Offensive Rebound.,26,37
4:36,145,Rasheed Brooks missed Three Point Jumper.,26,37
4:36,235,Markel Crawford Defensive Rebound.,26,37
4:29,235,Jeremiah Martin made Layup. Assisted by Markel Crawford.,28,37
4:12,145,Foul on Sebastian Saiz.,28,37
4:12,145,Sebastian Saiz Turnover.,28,37
4:02,145,Ole Miss  Timeout,28,37
3:43,235,Christian Kessee made Three Point Jumper. Assisted by Jeremiah Martin.,31,37
3:25,145,Deandre Burnett made Layup.,31,39
3:11,145,Foul on Justas Furmanavicius.,31,39
3:11,235,Christian Kessee made Free Throw.,32,39
3:11,235,Christian Kessee made Free Throw.,33,39
2:54,145,Deandre Burnett made Three Point Jumper. Assisted by Cullen Neal.,33,42
2:28,235,Christian Kessee missed Three Point Jumper.,33,42
2:28,145,Ole Miss Deadball Team Rebound.,33,42
2:04,145,Terence Davis Turnover.,33,42
1:42,235,Markel Crawford missed Jumper.,33,42
1:42,145,Sebastian Saiz Defensive Rebound.,33,42
1:34,145,Deandre Burnett missed Three Point Jumper.,33,42
1:34,235,Jeremiah Martin Defensive Rebound.,33,42
1:28,145,Foul on Deandre Burnett.,33,42
1:28,235,Jeremiah Martin made Free Throw.,34,42
1:28,235,Jeremiah Martin made Free Throw.,35,42
1:10,145,Terence Davis Turnover.,35,42
1:08,235,Jake McDowell Steal.,35,42
1:04,235,Jeremiah Martin missed Three Point Jumper.,35,42
1:04,145,Terence Davis Defensive Rebound.,35,42
0:53,145,Sebastian Saiz made Layup. Assisted by Cullen Neal.,35,44
0:52,235,Foul on Jake McDowell.,35,44
0:52,145,Sebastian Saiz missed Free Throw.,35,44
0:52,235,Jake McDowell Defensive Rebound.,35,44
0:40,235,Memphis  Timeout,35,44
0:27,235,Markel Crawford made Layup. Assisted by Jeremiah Martin.,37,44
0:05,145,Cullen Neal made Three Point Jumper. Assisted by Deandre Burnett.,37,47
0:00,145,End of 1st half,37,47
19:52,235,Markel Crawford missed Layup.,37,47
19:52,145,Marcanvis Hymon Defensive Rebound.,37,47
19:25,145,Rasheed Brooks missed Layup.,37,47
19:25,235,Chad Rykhoek Defensive Rebound.,37,47
19:23,145,Foul on Marcanvis Hymon.,37,47
19:13,145,Foul on Breein Tyree.,37,47
19:13,235,Chad Rykhoek missed Free Throw.,37,47
19:13,235,Memphis Deadball Team Rebound.,37,47
19:13,235,Chad Rykhoek missed Free Throw.,37,47
19:13,145,Sebastian Saiz Defensive Rebound.,37,47
18:57,145,Deandre Burnett missed Layup.,37,47
18:57,145,Deandre Burnett Offensive Rebound.,37,47
18:50,145,Deandre Burnett missed Three Point Jumper.,37,47
18:50,145,Ole Miss Offensive Rebound.,37,47
18:47,235,Foul on Dedric Lawson.,37,47
18:40,145,Sebastian Saiz missed Three Point Jumper.,37,47
18:40,235,Dedric Lawson Defensive Rebound.,37,47
18:20,235,Dedric Lawson Turnover.,37,47
18:19,145,Deandre Burnett Steal.,37,47
18:15,235,Foul on Jeremiah Martin.,37,47
18:15,145,Deandre Burnett made Free Throw.,37,48
18:15,145,Deandre Burnett made Free Throw.,37,49
17:59,235,K.J. Lawson missed Jumper.,37,49
17:59,145,Sebastian Saiz Block.,37,49
17:56,145,Sebastian Saiz Defensive Rebound.,37,49
17:48,145,Deandre Burnett missed Jumper.,37,49
17:48,235,Jimario Rivers Block.,37,49
17:47,235,Jimario Rivers Defensive Rebound.,37,49
17:44,145,Foul on Deandre Burnett.,37,49
17:26,145,Foul on Terence Davis.,37,49
17:19,235,Chad Rykhoek missed Layup.,37,49
17:19,145,Sebastian Saiz Block.,37,49
17:16,145,Sebastian Saiz Defensive Rebound.,37,49
17:05,145,Breein Tyree Turnover.,37,49
17:04,235,Jeremiah Martin Steal.,37,49
17:01,145,Foul on Breein Tyree.,37,49
17:01,235,Jeremiah Martin missed Free Throw.,37,49
17:01,235,Memphis Deadball Team Rebound.,37,49
17:01,235,Jeremiah Martin made Free Throw.,38,49
16:59,145,Rasheed Brooks made Three Point Jumper. Assisted by Cullen Neal.,38,52
16:48,235,Chad Rykhoek made Jumper. Assisted by Jeremiah Martin.,40,52
16:03,145,Cullen Neal missed Three Point Jumper.,40,52
16:03,235,Jimario Rivers Defensive Rebound.,40,52
15:53,235,Jeremiah Martin missed Layup.,40,52
15:53,145,Marcanvis Hymon Block.,40,52
15:53,235,Memphis Offensive Rebound.,40,52
15:52,145,Official TV Timeout,40,52
15:45,235,K.J. Lawson missed Layup.,40,52
15:45,145,Marcanvis Hymon Block.,40,52
15:44,235,Memphis Offensive Rebound.,40,52
15:42,145,Technical Foul on Marcanvis Hymon.,40,52
15:42,145,Foul on Marcanvis Hymon.,40,52
15:42,235,Markel Crawford made Free Throw.,41,52
15:42,235,Markel Crawford made Free Throw.,42,52
15:34,235,Jeremiah Martin missed Three Point Jumper.,42,52
15:34,145,Sebastian Saiz Defensive Rebound.,42,52
15:25,145,Cullen Neal missed Layup.,42,52
15:25,235,Jeremiah Martin Defensive Rebound.,42,52
15:19,235,Jimario Rivers made Dunk. Assisted by Jeremiah Martin.,44,52
14:58,145,Cullen Neal missed Three Point Jumper.,44,52
14:58,235,Memphis Defensive Rebound.,44,52
14:44,235,K.J. Lawson made Three Point Jumper. Assisted by Jeremiah Martin.,47,52
14:24,145,Sebastian Saiz missed Jumper.,47,52
14:24,235,Memphis Defensive Rebound.,47,52
14:01,145,Foul on Sebastian Saiz.,47,52
14:01,235,Chad Rykhoek made Free Throw.,48,52
14:01,235,Chad Rykhoek missed Free Throw.,48,52
14:01,235,Chad Rykhoek Offensive Rebound.,48,52
14:00,235,Chad Rykhoek missed Layup.,48,52
14:00,145,Sebastian Saiz Block.,48,52
13:59,235,Memphis Offensive Rebound.,48,52
13:56,235,Dedric Lawson made Three Point Jumper. Assisted by Markel Crawford.,51,52
13:40,145,Ole Miss  Timeout,51,52
13:30,145,Sebastian Saiz made Jumper. Assisted by Deandre Burnett.,51,54
13:03,235,Dedric Lawson made Layup.,53,54
12:44,145,Rasheed Brooks missed Layup.,53,54
12:44,145,Rasheed Brooks Offensive Rebound.,53,54
12:35,145,Rasheed Brooks made Layup.,53,56
12:19,145,Foul on Breein Tyree.,53,56
12:19,235,Jeremiah Martin made Free Throw.,54,56
12:19,235,Jeremiah Martin made Free Throw.,55,56
12:07,145,Justas Furmanavicius missed Layup.,55,56
12:07,145,Sebastian Saiz Offensive Rebound.,55,56
12:05,235,Foul on Markel Crawford.,55,56
11:56,235,Foul on Dedric Lawson.,55,56
11:56,145,Official TV Timeout,55,56
11:56,145,Justas Furmanavicius made Free Throw.,55,57
11:56,145,Justas Furmanavicius missed Free Throw.,55,57
11:56,235,Markel Crawford Defensive Rebound.,55,57
11:30,235,K.J. Lawson missed Three Point Jumper.,55,57
11:30,235,Markel Crawford Offensive Rebound.,55,57
11:24,235,Markel Crawford made Free Throw.,56,57
11:24,235,Markel Crawford missed Free Throw.,56,57
11:24,145,Rasheed Brooks Defensive Rebound.,56,57
11:24,145,Foul on Sebastian Saiz.,55,57
11:00,235,Foul on Markel Crawford.,56,57
10:59,235,Foul on Jeremiah Martin.,56,57
10:48,145,Rasheed Brooks Turnover.,56,57
10:47,235,Markel Crawford Steal.,56,57
10:45,235,Markel Crawford made Dunk.,58,57
10:29,145,Deandre Burnett Turnover.,58,57
10:29,235,Chad Rykhoek Steal.,58,57
10:27,145,Foul on Deandre Burnett.,58,57
10:27,235,Chad Rykhoek made Free Throw.,59,57
10:27,235,Chad Rykhoek made Free Throw.,60,57
10:06,145,Terence Davis Turnover.,60,57
10:01,235,Markel Crawford made Dunk. Assisted by K.J. Lawson.,62,57
9:45,145,Sebastian Saiz missed Layup.,62,57
9:45,235,Jimario Rivers Defensive Rebound.,62,57
9:11,235,Jeremiah Martin missed Jumper.,62,57
9:11,235,Memphis Offensive Rebound.,62,57
8:46,235,K.J. Lawson Turnover.,62,57
8:44,145,Sebastian Saiz Steal.,62,57
8:42,145,Deandre Burnett made Layup. Assisted by Breein Tyree.,62,59
8:25,235,Markel Crawford missed Three Point Jumper.,62,59
8:25,235,K.J. Lawson Offensive Rebound.,62,59
8:21,235,K.J. Lawson made Layup.,64,59
8:05,235,Foul on Jeremiah Martin.,64,59
8:05,145,Marcanvis Hymon made Free Throw.,64,60
8:05,145,Marcanvis Hymon made Free Throw.,64,61
7:53,235,Chad Rykhoek made Dunk. Assisted by Markel Crawford.,66,61
7:40,145,Terence Davis missed Three Point Jumper.,66,61
7:39,145,Marcanvis Hymon Offensive Rebound.,66,61
7:38,145,Marcanvis Hymon made Layup.,66,63
7:12,235,K.J. Lawson missed Layup.,66,63
7:12,235,Chad Rykhoek Offensive Rebound.,66,63
7:09,235,Chad Rykhoek missed Jumper.,66,63
7:09,145,Terence Davis Defensive Rebound.,66,63
7:03,235,Foul on Markel Crawford.,66,63
7:03,145,Terence Davis made Free Throw.,66,64
7:03,145,Terence Davis made Free Throw.,66,65
6:46,235,Jeremiah Martin made Layup. Assisted by Jimario Rivers.,68,65
6:31,235,Foul on Chad Rykhoek.,68,65
6:31,145,Sebastian Saiz made Free Throw.,68,66
6:31,145,Sebastian Saiz made Free Throw.,68,67
6:31,145,Sebastian Saiz made Free Throw.,68,68
6:17,235,Chad Rykhoek Turnover.,68,68
6:16,145,Cullen Neal Steal.,68,68
6:12,235,Foul on Jimario Rivers.,68,68
6:12,145,Terence Davis made Free Throw.,68,69
6:12,145,Terence Davis made Free Throw.,68,70
5:56,235,Jimario Rivers Turnover.,68,70
5:43,145,Deandre Burnett made Layup.,68,72
5:27,235,Craig Randall II Turnover.,68,72
5:12,235,Foul on Craig Randall II.,68,72
5:12,145,Deandre Burnett made Free Throw.,68,73
5:12,145,Deandre Burnett made Free Throw.,68,74
4:57,235,Craig Randall II missed Three Point Jumper.,68,74
4:57,235,Dedric Lawson Offensive Rebound.,68,74
4:53,145,Foul on Sebastian Saiz.,68,74
4:53,235,Dedric Lawson missed Free Throw.,68,74
4:53,235,Memphis Deadball Team Rebound.,68,74
4:53,235,Dedric Lawson made Free Throw.,69,74
4:29,235,Foul on Jeremiah Martin.,69,74
4:29,145,Terence Davis made Free Throw.,69,75
4:29,145,Terence Davis made Free Throw.,69,76
4:18,235,Foul on Chad Rykhoek.,69,76
4:18,235,Chad Rykhoek Turnover.,69,76
4:04,145,Deandre Burnett missed Layup.,69,76
4:04,145,Sebastian Saiz Offensive Rebound.,69,76
3:59,145,Sebastian Saiz made Dunk.,69,78
3:33,235,Craig Randall II missed Three Point Jumper.,69,78
3:33,145,Sebastian Saiz Defensive Rebound.,69,78
3:07,145,Cullen Neal made Three Point Jumper. Assisted by Deandre Burnett.,69,81
2:52,145,Foul on Cullen Neal.,69,81
2:52,145,Official TV Timeout,69,81
2:52,235,Jeremiah Martin made Free Throw.,70,81
2:52,235,Jeremiah Martin made Free Throw.,71,81
2:34,145,Deandre Burnett missed Layup.,71,81
2:34,235,Christian Kessee Defensive Rebound.,71,81
2:27,235,Jeremiah Martin missed Layup.,71,81
2:27,145,Marcanvis Hymon Block.,71,81
2:25,145,Sebastian Saiz Defensive Rebound.,71,81
2:02,145,Sebastian Saiz missed Jumper.,71,81
2:02,235,Memphis Defensive Rebound.,71,81
1:49,235,K.J. Lawson missed Jumper.,71,81
1:49,145,Marcanvis Hymon Block.,71,81
1:46,145,Sebastian Saiz Defensive Rebound.,71,81
1:27,145,Deandre Burnett missed Layup.,71,81
1:27,235,Christian Kessee Defensive Rebound.,71,81
1:11,235,K.J. Lawson made Layup.,73,81
0:52,145,Ole Miss  Timeout,73,81
0:48,145,Deandre Burnett missed Layup.,73,81
0:48,235,Christian Kessee Defensive Rebound.,73,81
0:38,145,Foul on Marcanvis Hymon.,73,81
0:38,235,Christian Kessee missed Free Throw.,73,81
0:38,235,Memphis Deadball Team Rebound.,73,81
0:38,235,Christian Kessee made Free Throw.,74,81
0:33,235,Foul on Christian Kessee.,74,81
0:33,145,Deandre Burnett made Free Throw.,74,82
0:33,145,Deandre Burnett made Free Throw.,74,83
0:29,235,K.J. Lawson missed Three Point Jumper.,74,83
0:29,235,Dedric Lawson Offensive Rebound.,74,83
0:22,235,Jeremiah Martin made Three Point Jumper. Assisted by Dedric Lawson.,77,83
0:21,235,Memphis  Timeout,77,83
0:17,235,Foul on Christian Kessee.,77,83
0:17,145,Deandre Burnett made Free Throw.,77,84
0:17,145,Deandre Burnett made Free Throw.,77,85
0:10,235,Dedric Lawson missed Three Point Jumper.,77,85
0:10,145,Terence Davis Defensive Rebound.,77,85
0:00,145,End of Game,77,85
