St. Francis (BKN),349,Army,2597
0:04,2597,Glenn Sanabria missed Layup.,25,32
0:04,349,Jordan Fox Defensive Rebound.,25,32
0:00,349,End of 1st half,25,32
19:52,2597,Rasheem Dunn missed Layup.,25,32
19:52,349,Jacob Kessler Block.,25,32
19:50,349,Jacob Kessler Defensive Rebound.,25,32
19:35,349,John Emezie Turnover.,25,32
19:34,2597,Glenn Sanabria Steal.,25,32
19:18,2597,Rasheem Dunn missed Three Point Jumper.,25,32
19:18,2597,Keon Williams Offensive Rebound.,25,32
19:13,2597,Glenn Sanabria missed Three Point Jumper.,25,32
19:13,2597,Keon Williams Offensive Rebound.,25,32
19:10,2597,Keon Williams missed Layup.,25,32
19:10,2597,Rasheem Dunn Offensive Rebound.,25,32
19:03,349,Foul on John Emezie.,25,32
19:03,2597,Rasheem Dunn made Free Throw.,26,32
19:03,2597,Rasheem Dunn made Free Throw.,27,32
18:35,349,Jacob Kessler made Jumper.,27,34
18:34,2597,Foul on Yunus Hopkinson.,27,34
18:34,349,Jacob Kessler missed Free Throw.,27,34
18:34,349,Army Offensive Rebound.,27,34
18:27,349,Jacob Kessler Turnover.,27,34
18:25,2597,Rasheem Dunn Steal.,27,34
18:24,2597,Rasheem Dunn made Layup.,29,34
18:01,349,Jordan Fox missed Jumper.,29,34
18:01,2597,St. Francis BKN Defensive Rebound.,29,34
17:43,2597,Yunus Hopkinson made Three Point Jumper. Assisted by Rasheem Dunn.,32,34
17:33,349,Thomas Funk Turnover.,32,34
17:30,2597,Yunus Hopkinson Steal.,32,34
17:28,2597,Keon Williams made Layup. Assisted by Yunus Hopkinson.,34,34
17:20,349,Army  Timeout,34,34
17:04,349,Jordan Fox Turnover.,34,34
17:03,2597,Rasheem Dunn Steal.,34,34
17:00,2597,Rasheem Dunn missed Layup.,34,34
17:00,2597,Glenn Sanabria Offensive Rebound.,34,34
16:54,2597,Yunus Hopkinson missed Three Point Jumper.,34,34
16:54,349,Matthew Wilson Defensive Rebound.,34,34
16:33,349,Matthew Wilson made Layup.,34,36
16:10,2597,Yunus Hopkinson missed Layup.,34,36
16:10,349,Matthew Wilson Defensive Rebound.,34,36
15:59,349,Thomas Funk made Layup.,34,38
15:40,2597,Keon Williams missed Three Point Jumper.,34,38
15:40,349,Jordan Fox Defensive Rebound.,34,38
15:30,349,Scott Mammel made Three Point Jumper. Assisted by Jordan Fox.,34,41
15:03,2597,Yunus Hopkinson missed Three Point Jumper.,34,41
15:03,2597,Keon Williams Offensive Rebound.,34,41
14:59,349,Foul on Matthew Wilson.,34,41
14:59,349,Official TV Timeout,34,41
14:39,2597,Jahmel Bodrick missed Jumper.,34,41
14:39,349,Kennedy Edwards Defensive Rebound.,34,41
14:25,349,Jordan Fox made Jumper.,34,43
13:55,2597,Glenn Sanabria Turnover.,34,43
13:53,349,John Emezie Steal.,34,43
13:51,349,John Emezie made Dunk.,34,45
13:44,349,Foul on Mac Hoffman.,34,45
13:44,2597,Jahmel Bodrick missed Free Throw.,34,45
13:44,2597,St. Francis BKN Deadball Team Rebound.,34,45
13:44,2597,Jahmel Bodrick made Free Throw.,35,45
13:35,349,Kennedy Edwards made Layup.,35,47
13:08,2597,Gianni Ford made Layup.,37,47
12:47,349,John Emezie missed Three Point Jumper.,37,47
12:47,349,Kennedy Edwards Offensive Rebound.,37,47
12:43,349,Kennedy Edwards made Layup.,37,49
12:12,2597,Gianni Ford missed Three Point Jumper.,37,49
12:12,349,Kennedy Edwards Defensive Rebound.,37,49
12:08,2597,Foul on Darelle Porter.,37,49
11:59,349,Thomas Funk made Jumper.,37,51
11:36,2597,Rasheem Dunn missed Jumper.,37,51
11:36,349,Matthew Wilson Defensive Rebound.,37,51
11:30,349,Thomas Funk made Layup.,37,53
11:18,2597,St. Francis BKN  Timeout,37,53
11:01,2597,Yunus Hopkinson made Jumper.,39,53
10:48,349,John Emezie made Layup.,39,55
10:31,2597,Gianni Ford missed Three Point Jumper.,39,55
10:31,349,Kennedy Edwards Defensive Rebound.,39,55
10:23,349,John Emezie made Three Point Jumper. Assisted by Jacob Kessler.,39,58
10:04,2597,Jahmel Bodrick missed Layup.,39,58
10:04,2597,Keon Williams Offensive Rebound.,39,58
10:00,2597,Keon Williams missed Layup.,39,58
10:00,349,Kennedy Edwards Block.,39,58
9:58,349,Matthew Wilson Defensive Rebound.,39,58
9:46,349,Jordan Fox made Three Point Jumper.,39,61
9:32,2597,Yunus Hopkinson made Three Point Jumper.,42,61
9:21,349,Jacob Kessler made Layup. Assisted by Jordan Fox.,42,63
9:01,2597,Gianni Ford missed Jumper.,42,63
9:01,349,Jacob Kessler Defensive Rebound.,42,63
8:53,349,Jacob Kessler made Three Point Jumper. Assisted by Jordan Fox.,42,66
8:50,2597,St. Francis BKN  Timeout,42,66
8:27,2597,Yunus Hopkinson Turnover.,42,66
8:26,349,Jacob Kessler Steal.,42,66
8:18,349,Luke Morrison missed Layup.,42,66
8:18,2597,Darelle Porter Block.,42,66
8:18,349,Army Offensive Rebound.,42,66
8:12,349,Thomas Funk made Layup.,42,68
7:52,2597,Glenn Sanabria missed Jumper.,42,68
7:52,349,Mac Hoffman Defensive Rebound.,42,68
7:28,2597,Foul on Darelle Porter.,42,68
7:28,349,Official TV Timeout,42,68
7:28,349,Mac Hoffman made Free Throw.,42,69
7:28,349,Mac Hoffman made Free Throw.,42,70
7:07,2597,Robert Montgomery made Jumper.,44,70
6:50,2597,Foul on Darelle Porter.,44,70
6:43,349,Matthew Wilson made Layup. Assisted by Luke Morrison.,44,72
6:25,2597,Rasheem Dunn made Three Point Jumper. Assisted by Glenn Sanabria.,47,72
6:02,349,John Emezie made Layup.,47,74
5:36,2597,Keon Williams made Layup.,49,74
5:22,349,Luke Morrison missed Three Point Jumper.,49,74
5:22,2597,Keon Williams Defensive Rebound.,49,74
5:12,2597,Keon Williams missed Layup.,49,74
5:12,349,Army Defensive Rebound.,49,74
4:45,349,Kennedy Edwards missed Three Point Jumper.,49,74
4:45,2597,Rasheem Dunn Defensive Rebound.,49,74
4:36,349,Foul on Matthew Wilson.,49,74
4:36,2597,Rasheem Dunn missed Free Throw.,49,74
4:36,2597,St. Francis BKN Deadball Team Rebound.,49,74
4:36,2597,Rasheem Dunn made Free Throw.,50,74
4:23,349,Thomas Funk missed Layup.,50,74
4:23,2597,Robert Montgomery Block.,50,74
4:21,2597,Rasheem Dunn Defensive Rebound.,50,74
4:18,349,Foul on Kennedy Edwards.,50,74
4:18,2597,Rasheem Dunn made Free Throw.,51,74
4:18,2597,Rasheem Dunn made Free Throw.,52,74
4:12,349,John Emezie missed Layup.,52,74
4:12,2597,Robert Montgomery Defensive Rebound.,52,74
4:07,2597,Rasheem Dunn missed Layup.,52,74
4:07,2597,Robert Montgomery Offensive Rebound.,52,74
4:04,2597,Robert Montgomery made Layup.,54,74
4:01,349,Army  Timeout,54,74
3:33,349,Jacob Kessler made Layup.,54,76
3:22,2597,Glenn Sanabria missed Jumper.,54,76
3:22,349,Mac Hoffman Defensive Rebound.,54,76
2:54,349,John Emezie Turnover.,54,76
2:53,2597,Glenn Sanabria Steal.,54,76
2:52,2597,Rasheem Dunn made Layup. Assisted by Glenn Sanabria.,56,76
2:34,349,Mac Hoffman Turnover.,56,76
2:13,2597,Gianni Ford missed Jumper.,56,76
2:13,349,Kennedy Edwards Defensive Rebound.,56,76
1:45,349,Kennedy Edwards Turnover.,56,76
1:44,2597,Gianni Ford Steal.,56,76
1:40,2597,Darelle Porter Turnover.,56,76
1:40,2597,Foul on Darelle Porter.,56,76
1:15,349,Thomas Funk missed Layup.,56,76
1:15,2597,Joshua Nurse Block.,56,76
1:13,349,Mac Hoffman Offensive Rebound.,56,76
1:12,349,Mac Hoffman missed Layup.,56,76
1:12,2597,Joshua Nurse Defensive Rebound.,56,76
0:52,2597,Darelle Porter missed Jumper.,56,76
0:52,349,Mac Hoffman Defensive Rebound.,56,76
0:22,349,Thomas Funk missed Three Point Jumper.,56,76
0:22,2597,Jagos Lasic Defensive Rebound.,56,76
