Wichita State,36,Colorado State,2724
1:44,36,Colorado St  Timeout,29,28
1:28,2724,Conner Frankamp Turnover.,29,28
1:27,36,Emmanuel Omogbo Steal.,29,28
1:21,36,Che Bob Turnover.,29,28
1:20,2724,Markis McDuffie Steal.,29,28
1:15,2724,Zach Brown made Layup.,31,28
0:49,36,Che Bob Turnover.,31,28
0:38,2724,Zach Brown made Three Point Jumper. Assisted by Markis McDuffie.,34,28
0:12,36,J.D. Paige missed Three Point Jumper.,34,28
0:12,2724,Shaquille Morris Defensive Rebound.,34,28
0:04,2724,Zach Brown Turnover.,34,28
0:03,36,Devocio Butler Steal.,34,28
0:01,36,Devocio Butler made Three Point Jumper.,34,31
0:00,36,End of 1st half,34,31
19:38,36,Nico Carvacho Turnover.,34,31
19:24,2724,Conner Frankamp missed Three Point Jumper.,34,31
19:24,36,J.D. Paige Defensive Rebound.,34,31
19:17,36,Prentiss Nixon made Three Point Jumper. Assisted by J.D. Paige.,34,34
18:55,2724,Shaquille Morris made Dunk.,36,34
18:55,36,Foul on Nico Carvacho.,36,34
18:55,2724,Shaquille Morris missed Free Throw.,36,34
18:55,36,Nico Carvacho Defensive Rebound.,36,34
18:39,36,Emmanuel Omogbo Turnover.,36,34
18:27,2724,Conner Frankamp missed Three Point Jumper.,36,34
18:27,36,J.D. Paige Defensive Rebound.,36,34
18:16,36,Kimani Jackson made Jumper. Assisted by J.D. Paige.,36,36
18:03,36,Foul on J.D. Paige.,36,36
17:56,2724,Daishon Smith Turnover.,36,36
17:55,36,Prentiss Nixon Steal.,36,36
17:48,36,J.D. Paige made Layup.,36,38
17:34,36,Foul on Kimani Jackson.,36,38
17:31,36,Foul on Kimani Jackson.,36,38
17:31,2724,Darral Willis Jr. made Free Throw.,37,38
17:31,2724,Darral Willis Jr. made Free Throw.,38,38
17:18,36,J.D. Paige Turnover.,38,38
17:17,2724,Daishon Smith Steal.,38,38
17:12,2724,Daishon Smith made Three Point Jumper. Assisted by Landry Shamet.,41,38
16:56,36,Prentiss Nixon made Three Point Jumper. Assisted by Emmanuel Omogbo.,41,41
16:32,2724,Zach Brown missed Three Point Jumper.,41,41
16:32,36,Prentiss Nixon Defensive Rebound.,41,41
16:23,36,Prentiss Nixon missed Three Point Jumper.,41,41
16:23,36,Emmanuel Omogbo Offensive Rebound.,41,41
16:18,2724,Foul on Darral Willis Jr..,41,41
16:18,36,Emmanuel Omogbo made Free Throw.,41,42
16:18,36,Emmanuel Omogbo missed Free Throw.,41,42
16:18,2724,Shaquille Morris Defensive Rebound.,41,42
16:00,2724,Landry Shamet missed Three Point Jumper.,41,42
16:00,36,Braden Koelliker Defensive Rebound.,41,42
15:51,36,J.D. Paige missed Layup.,41,42
15:51,36,Emmanuel Omogbo Offensive Rebound.,41,42
15:39,2724,Foul on Shaquille Morris.,41,42
15:39,36,Official TV Timeout,41,42
15:27,36,Braden Koelliker missed Jumper.,41,42
15:27,36,Emmanuel Omogbo Offensive Rebound.,41,42
15:25,2724,Foul on Shaquille Morris.,41,42
15:11,36,Kimani Jackson Turnover.,41,42
14:58,36,Foul on Kimani Jackson.,41,42
14:56,2724,Daishon Smith made Three Point Jumper. Assisted by Rauno Nurger.,44,42
14:27,36,Braden Koelliker Turnover.,44,42
14:26,2724,Daishon Smith Steal.,44,42
14:22,2724,Markis McDuffie missed Layup.,44,42
14:22,36,Prentiss Nixon Block.,44,42
14:22,2724,Wichita St Offensive Rebound.,44,42
14:18,2724,Markis McDuffie missed Jumper.,44,42
14:18,36,Braden Koelliker Defensive Rebound.,44,42
14:02,36,J.D. Paige Turnover.,44,42
14:01,2724,Daishon Smith Steal.,44,42
13:59,2724,Landry Shamet missed Layup.,44,42
13:59,2724,Rashard Kelly Offensive Rebound.,44,42
13:56,2724,Rashard Kelly made Layup.,46,42
13:50,36,J.D. Paige made Layup. Assisted by Prentiss Nixon.,46,44
13:50,2724,Foul on Rauno Nurger.,46,44
13:50,36,J.D. Paige made Free Throw.,46,45
13:27,2724,Landry Shamet made Three Point Jumper. Assisted by Markis McDuffie.,49,45
13:10,36,J.D. Paige missed Three Point Jumper.,49,45
13:10,36,Braden Koelliker Offensive Rebound.,49,45
13:03,2724,Foul on Darral Willis Jr..,49,45
13:03,36,J.D. Paige made Free Throw.,49,46
13:03,36,J.D. Paige made Free Throw.,49,47
12:48,2724,Markis McDuffie missed Jumper.,49,47
12:48,2724,Darral Willis Jr. Offensive Rebound.,49,47
12:41,2724,Shaquille Morris made Jumper.,51,47
12:22,2724,Foul on Conner Frankamp.,51,47
12:12,36,Anthony Bonner missed Jumper.,51,47
12:12,2724,Conner Frankamp Defensive Rebound.,51,47
11:46,2724,Markis McDuffie made Three Point Jumper.,54,47
11:26,36,Official TV Timeout,54,47
11:17,2724,Foul on Conner Frankamp.,54,47
11:17,36,Emmanuel Omogbo made Free Throw.,54,48
11:17,36,Emmanuel Omogbo made Free Throw.,54,49
11:03,2724,Landry Shamet Turnover.,54,49
11:02,36,Braden Koelliker Steal.,54,49
10:54,36,Devocio Butler Turnover.,54,49
10:30,2724,Conner Frankamp made Three Point Jumper. Assisted by Shaquille Morris.,57,49
10:13,36,Emmanuel Omogbo made Layup.,57,51
10:13,2724,Foul on Darral Willis Jr..,57,51
10:13,36,Emmanuel Omogbo missed Free Throw.,57,51
10:13,2724,Landry Shamet Defensive Rebound.,57,51
9:59,36,Foul on Emmanuel Omogbo.,57,51
9:53,2724,Landry Shamet missed Three Point Jumper.,57,51
9:53,36,Emmanuel Omogbo Defensive Rebound.,57,51
9:37,36,Prentiss Nixon made Three Point Jumper. Assisted by Braden Koelliker.,57,54
9:01,2724,Foul on Landry Shamet.,57,54
9:01,2724,Landry Shamet Turnover.,57,54
8:51,36,Devocio Butler made Three Point Jumper. Assisted by Emmanuel Omogbo.,57,57
8:36,2724,Shaquille Morris missed Three Point Jumper.,57,57
8:36,2724,Austin Reaves Offensive Rebound.,57,57
8:32,2724,Austin Reaves made Three Point Jumper. Assisted by Daishon Smith.,60,57
8:14,2724,Foul on Daishon Smith.,60,57
8:14,36,J.D. Paige made Free Throw.,60,58
8:14,36,J.D. Paige made Free Throw.,60,59
7:59,2724,Zach Brown made Three Point Jumper. Assisted by Daishon Smith.,63,59
7:39,36,Foul on Prentiss Nixon.,63,59
7:39,36,Prentiss Nixon Turnover.,63,59
7:39,36,Official TV Timeout,63,59
7:30,2724,Foul on Shaquille Morris.,63,59
7:30,2724,Shaquille Morris Turnover.,63,59
7:12,36,Prentiss Nixon missed Jumper.,63,59
7:12,2724,Markis McDuffie Defensive Rebound.,63,59
7:10,36,Foul on Emmanuel Omogbo.,63,59
7:10,2724,Markis McDuffie made Free Throw.,64,59
7:10,2724,Markis McDuffie made Free Throw.,65,59
6:44,36,Braden Koelliker Turnover.,65,59
6:43,2724,Zach Brown Steal.,65,59
6:38,2724,Zach Brown made Layup. Assisted by Austin Reaves.,67,59
6:38,36,Foul on J.D. Paige.,67,59
6:38,2724,Zach Brown made Free Throw.,68,59
6:25,36,J.D. Paige missed Layup.,68,59
6:25,36,Emmanuel Omogbo Offensive Rebound.,68,59
6:23,36,Emmanuel Omogbo missed Layup.,68,59
6:23,2724,Zach Brown Defensive Rebound.,68,59
6:15,36,Foul on J.D. Paige.,68,59
6:15,2724,Daishon Smith made Free Throw.,69,59
6:15,2724,Daishon Smith made Free Throw.,70,59
6:09,36,J.D. Paige Turnover.,70,59
6:08,2724,Zach Brown Steal.,70,59
6:00,2724,Daishon Smith Turnover.,70,59
5:59,36,Nico Carvacho Steal.,70,59
5:57,36,J.D. Paige made Dunk. Assisted by Nico Carvacho.,70,61
5:53,36,Colorado St  Timeout,70,61
5:53,36,Official TV Timeout,70,61
5:26,36,Foul on Emmanuel Omogbo.,70,61
5:26,2724,Zach Brown made Free Throw.,71,61
5:26,2724,Zach Brown missed Free Throw.,71,61
5:26,36,Devocio Butler Defensive Rebound.,71,61
5:13,36,Devocio Butler missed Three Point Jumper.,71,61
5:13,36,Nico Carvacho Offensive Rebound.,71,61
5:01,2724,Foul on Markis McDuffie.,71,61
5:01,36,Prentiss Nixon missed Free Throw.,71,61
5:01,36,Colorado St Deadball Team Rebound.,71,61
5:01,36,Prentiss Nixon made Free Throw.,71,62
4:35,2724,Rauno Nurger missed Jumper.,71,62
4:35,2724,Zach Brown Offensive Rebound.,71,62
4:31,36,Foul on J.D. Paige.,71,62
4:31,2724,Zach Brown made Free Throw.,72,62
4:31,2724,Zach Brown made Free Throw.,73,62
4:08,36,Prentiss Nixon made Three Point Jumper. Assisted by J.D. Paige.,73,65
3:47,36,Foul on Nico Carvacho.,73,65
3:47,36,Official TV Timeout,73,65
3:47,2724,Markis McDuffie made Free Throw.,74,65
3:47,2724,Markis McDuffie made Free Throw.,75,65
3:47,36,Colorado St  Timeout,75,65
3:22,36,Devocio Butler missed Jumper.,75,65
3:22,2724,Wichita St Defensive Rebound.,75,65
2:58,2724,Landry Shamet made Jumper.,77,65
2:48,36,Prentiss Nixon Turnover.,77,65
2:48,2724,Daishon Smith Steal.,77,65
2:48,36,Foul on Prentiss Nixon.,77,65
2:48,2724,Daishon Smith missed Free Throw.,77,65
2:48,2724,Wichita St Deadball Team Rebound.,77,65
2:48,2724,Daishon Smith made Free Throw.,78,65
2:48,36,Foul on J.D. Paige.,78,65
2:48,36,J.D. Paige Turnover.,78,65
2:33,2724,Rauno Nurger missed Three Point Jumper.,78,65
2:33,36,Emmanuel Omogbo Defensive Rebound.,78,65
2:18,2724,Foul on Rauno Nurger.,78,65
2:18,36,Prentiss Nixon made Free Throw.,78,66
2:18,36,Prentiss Nixon made Free Throw.,78,67
1:48,2724,Shaquille Morris missed Layup.,78,67
1:48,2724,Markis McDuffie Offensive Rebound.,78,67
1:45,2724,Markis McDuffie made Layup.,80,67
1:23,36,Emmanuel Omogbo missed Jumper.,80,67
1:23,2724,Markis McDuffie Defensive Rebound.,80,67
0:53,2724,Zach Brown missed Jumper.,80,67
0:53,36,Emmanuel Omogbo Defensive Rebound.,80,67
0:41,36,Foul on Emmanuel Omogbo.,80,67
0:41,36,Emmanuel Omogbo Turnover.,80,67
0:14,2724,Conner Frankamp made Jumper.,82,67
0:00,36,End of Game,82,67
