Auburn,5,UAB,2
13:54,5,Hakeem Baxter Defensive Rebound.,11,12
13:46,5,Javien Williams missed Three Point Jumper.,11,12
13:46,2,Auburn Defensive Rebound.,11,12
13:29,2,T.J. Dunans made Layup.,13,12
13:07,5,Tosin Mehinti missed Layup.,13,12
13:07,2,Horace Spencer Defensive Rebound.,13,12
12:46,2,TJ Lang missed Three Point Jumper.,13,12
12:46,5,Denzell Watts Defensive Rebound.,13,12
12:27,2,Foul on Ronnie Johnson.,13,12
12:27,5,Denzell Watts missed Free Throw.,13,12
12:27,5,UAB Deadball Team Rebound.,13,12
12:27,5,Denzell Watts made Free Throw.,13,13
12:09,2,Anfernee McLemore missed Dunk.,13,13
12:09,5,William Lee Defensive Rebound.,13,13
11:57,5,William Lee made Three Point Jumper. Assisted by Deion Lavender.,13,16
11:32,2,Anfernee McLemore missed Jumper.,13,16
11:32,5,Tyler Madison Defensive Rebound.,13,16
11:04,5,Tyler Madison missed Three Point Jumper.,13,16
11:04,2,Ronnie Johnson Defensive Rebound.,13,16
10:54,2,Ronnie Johnson made Jumper.,15,16
10:34,5,Foul on Deion Lavender.,15,16
10:34,5,Deion Lavender Turnover.,15,16
10:34,5,Official TV Timeout,15,16
10:20,2,Bryce Brown missed Three Point Jumper.,15,16
10:20,5,Tyler Madison Defensive Rebound.,15,16
9:59,5,Dirk Williams missed Layup.,15,16
9:59,2,Danjel Purifoy Defensive Rebound.,15,16
9:49,5,Foul on Chris Cokley.,15,16
9:49,2,Mustapha Heron made Free Throw.,16,16
9:49,2,Mustapha Heron missed Free Throw.,16,16
9:49,5,Chris Cokley Defensive Rebound.,16,16
9:31,5,Tyler Madison made Dunk. Assisted by William Lee.,16,18
9:21,2,Bryce Brown Turnover.,16,18
9:20,5,Tyler Madison Steal.,16,18
9:19,5,Tyler Madison made Dunk.,16,20
8:58,2,Mustapha Heron missed Jumper.,16,20
8:58,5,Tyler Madison Defensive Rebound.,16,20
8:44,5,William Lee made Three Point Jumper. Assisted by Denzell Watts.,16,23
8:41,2,Auburn  Timeout,16,23
8:28,2,Bryce Brown made Three Point Jumper. Assisted by Jared Harper.,19,23
8:15,5,William Lee Turnover.,19,23
8:15,5,Foul on William Lee.,19,23
8:02,2,Danjel Purifoy missed Three Point Jumper.,19,23
8:02,5,Denzell Watts Defensive Rebound.,19,23
7:51,2,Foul on Horace Spencer.,19,23
7:51,5,Official TV Timeout,19,23
7:34,5,Denzell Watts made Layup.,19,25
7:34,2,Foul on Jared Harper.,19,25
7:34,5,Denzell Watts made Free Throw.,19,26
7:10,2,Jared Harper made Three Point Jumper.,22,26
6:42,5,Chris Cokley Turnover.,22,26
6:42,5,Foul on Chris Cokley.,22,26
6:31,2,Bryce Brown missed Three Point Jumper.,22,26
6:31,5,UAB Defensive Rebound.,22,26
6:06,2,Foul on LaRon Smith.,22,26
6:06,5,Tosin Mehinti made Free Throw.,22,27
6:06,5,Tosin Mehinti made Free Throw.,22,28
5:54,2,Jared Harper made Three Point Jumper.,25,28
5:22,5,Javien Williams Turnover.,25,28
5:20,2,T.J. Dunans Steal.,25,28
5:17,2,Jared Harper made Three Point Jumper. Assisted by T.J. Dunans.,28,28
5:15,5,UAB  Timeout,28,28
4:49,5,Dirk Williams missed Three Point Jumper.,28,28
4:49,2,Anfernee McLemore Defensive Rebound.,28,28
4:41,2,Jared Harper missed Three Point Jumper.,28,28
4:41,5,Dirk Williams Defensive Rebound.,28,28
4:30,2,Foul on Danjel Purifoy.,28,28
4:30,5,Dirk Williams made Free Throw.,28,29
4:30,5,Dirk Williams made Free Throw.,28,30
4:15,2,Danjel Purifoy missed Three Point Jumper.,28,30
4:15,5,Tosin Mehinti Defensive Rebound.,28,30
3:58,5,Tosin Mehinti missed Layup.,28,30
3:58,2,T.J. Dunans Defensive Rebound.,28,30
3:34,2,TJ Lang made Three Point Jumper. Assisted by Jared Harper.,31,30
3:19,5,Deion Lavender Turnover.,31,30
3:19,5,Foul on Deion Lavender.,31,30
3:19,5,Official TV Timeout,31,30
3:07,2,Jared Harper missed Three Point Jumper.,31,30
3:07,5,Dirk Williams Defensive Rebound.,31,30
2:45,5,Dirk Williams missed Three Point Jumper.,31,30
2:45,5,Tosin Mehinti Offensive Rebound.,31,30
2:44,2,Foul on Anfernee McLemore.,31,30
2:44,5,Tosin Mehinti made Free Throw.,31,31
2:44,5,Tosin Mehinti made Free Throw.,31,32
2:33,2,T.J. Dunans missed Jumper.,31,32
2:33,5,Tosin Mehinti Defensive Rebound.,31,32
2:10,2,Foul on Anfernee McLemore.,31,32
2:10,5,Tyler Madison missed Free Throw.,31,32
2:10,5,UAB Deadball Team Rebound.,31,32
2:10,5,Tyler Madison made Free Throw.,31,33
1:56,2,T.J. Dunans missed Three Point Jumper.,31,33
1:56,2,Horace Spencer Offensive Rebound.,31,33
1:52,2,Horace Spencer Turnover.,31,33
1:42,2,Foul on Jared Harper.,31,33
1:42,5,Denzell Watts made Free Throw.,31,34
1:42,5,Denzell Watts made Free Throw.,31,35
1:33,2,Mustapha Heron Turnover.,31,35
1:18,5,Hakeem Baxter Turnover.,31,35
1:17,2,Ronnie Johnson Steal.,31,35
1:13,2,Danjel Purifoy missed Layup.,31,35
1:13,5,Tosin Mehinti Defensive Rebound.,31,35
1:02,5,Hakeem Baxter Turnover.,31,35
1:01,2,Bryce Brown Steal.,31,35
0:59,2,Bryce Brown made Layup.,33,35
0:32,5,Denzell Watts missed Three Point Jumper.,33,35
0:32,5,Javien Williams Offensive Rebound.,33,35
0:27,5,Javien Williams made Layup.,33,37
0:04,2,Foul on Ronnie Johnson.,33,37
0:04,2,Ronnie Johnson Turnover.,33,37
0:00,5,Denzell Watts missed Three Point Jumper.,33,37
0:00,2,Mustapha Heron Defensive Rebound.,33,37
0:00,5,End of 1st half,33,37
19:48,5,Chris Cokley missed Layup.,33,37
19:48,2,Bryce Brown Block.,33,37
19:47,5,Chris Cokley Offensive Rebound.,33,37
19:44,5,Chris Cokley missed Layup.,33,37
19:44,5,William Lee Offensive Rebound.,33,37
19:41,5,Denzell Watts missed Three Point Jumper.,33,37
19:41,2,Auburn Defensive Rebound.,33,37
19:24,2,Horace Spencer missed Layup.,33,37
19:24,5,William Lee Defensive Rebound.,33,37
19:09,5,Hakeem Baxter made Jumper.,33,39
18:53,2,Bryce Brown missed Jumper.,33,39
18:53,5,Chris Cokley Defensive Rebound.,33,39
18:35,5,Denzell Watts missed Layup.,33,39
18:35,2,Horace Spencer Block.,33,39
18:34,2,Jared Harper Defensive Rebound.,33,39
18:34,5,Foul on Chris Cokley.,33,39
18:21,2,Bryce Brown made Layup.,35,39
18:02,5,William Lee missed Layup.,35,39
18:02,5,UAB Offensive Rebound.,35,39
17:50,5,Hakeem Baxter missed Three Point Jumper.,35,39
17:50,2,Bryce Brown Block.,35,39
17:49,2,Jared Harper Defensive Rebound.,35,39
17:46,2,Mustapha Heron made Layup.,37,39
17:20,5,Tosin Mehinti missed Dunk.,37,39
17:20,5,Tosin Mehinti Offensive Rebound.,37,39
17:17,5,Tosin Mehinti made Layup.,37,41
16:59,5,Foul on Dirk Williams.,37,41
16:59,2,Danjel Purifoy made Free Throw.,38,41
16:59,2,Danjel Purifoy made Free Throw.,39,41
16:55,2,Foul on Jared Harper.,39,41
16:31,5,Hakeem Baxter made Layup. Assisted by Deion Lavender.,39,43
16:16,2,Danjel Purifoy missed Layup.,39,43
16:16,5,Tosin Mehinti Block.,39,43
16:15,5,William Lee Defensive Rebound.,39,43
16:01,5,Deion Lavender missed Three Point Jumper.,39,43
16:01,2,LaRon Smith Defensive Rebound.,39,43
15:54,2,Mustapha Heron missed Jumper.,39,43
15:54,5,Tosin Mehinti Defensive Rebound.,39,43
15:43,5,William Lee missed Three Point Jumper.,39,43
15:43,2,Danjel Purifoy Defensive Rebound.,39,43
15:34,2,Ronnie Johnson missed Three Point Jumper.,39,43
15:34,2,Mustapha Heron Offensive Rebound.,39,43
15:32,5,Foul on Tosin Mehinti.,39,43
15:32,5,Official TV Timeout,39,43
15:26,2,Horace Spencer made Jumper. Assisted by T.J. Dunans.,41,43
15:12,5,Tosin Mehinti missed Layup.,41,43
15:12,2,Danjel Purifoy Defensive Rebound.,41,43
15:02,2,Mustapha Heron missed Layup.,41,43
15:02,5,William Lee Block.,41,43
15:01,5,Hakeem Baxter Defensive Rebound.,41,43
14:57,5,Hakeem Baxter made Layup.,41,45
14:32,2,Danjel Purifoy made Three Point Jumper. Assisted by Horace Spencer.,44,45
14:14,5,Deion Lavender Turnover.,44,45
14:12,2,T.J. Dunans Steal.,44,45
14:11,2,T.J. Dunans made Layup.,46,45
13:48,5,Hakeem Baxter made Layup. Assisted by Deion Lavender.,46,47
13:34,2,T.J. Dunans made Jumper.,48,47
13:15,5,William Lee missed Three Point Jumper.,48,47
13:15,2,Horace Spencer Defensive Rebound.,48,47
13:02,2,Danjel Purifoy made Three Point Jumper. Assisted by Horace Spencer.,51,47
12:51,5,UAB  Timeout,51,47
12:29,2,Foul on Ronnie Johnson.,51,47
12:28,5,Chris Cokley Turnover.,51,47
12:26,2,Ronnie Johnson Steal.,51,47
12:25,2,Ronnie Johnson made Layup.,53,47
11:57,5,Deion Lavender Turnover.,53,47
11:57,5,Official TV Timeout,53,47
11:48,2,Ronnie Johnson made Jumper.,55,47
11:29,5,Chris Cokley made Layup. Assisted by Dirk Williams.,55,49
11:17,2,Ronnie Johnson made Layup.,57,49
10:50,5,Dirk Williams missed Three Point Jumper.,57,49
10:50,5,Chris Cokley Offensive Rebound.,57,49
10:30,5,Chris Cokley missed Jumper.,57,49
10:30,2,T.J. Dunans Defensive Rebound.,57,49
10:20,2,TJ Lang missed Three Point Jumper.,57,49
10:20,5,Hakeem Baxter Defensive Rebound.,57,49
10:02,2,Foul on Danjel Purifoy.,57,49
9:41,5,Dirk Williams made Three Point Jumper. Assisted by William Lee.,57,52
9:33,2,Bryce Brown missed Three Point Jumper.,57,52
9:33,5,Tyler Madison Defensive Rebound.,57,52
9:30,5,Chris Cokley made Layup. Assisted by Tyler Madison.,57,54
9:12,2,Auburn  Timeout,57,54
9:00,5,Foul on Tyler Madison.,57,54
9:00,2,Horace Spencer missed Free Throw.,57,54
9:00,2,Auburn Deadball Team Rebound.,57,54
9:00,2,Horace Spencer missed Free Throw.,57,54
9:00,5,William Lee Defensive Rebound.,57,54
8:42,5,Deion Lavender Turnover.,57,54
8:41,2,Anfernee McLemore Steal.,57,54
8:24,5,Foul on Chris Cokley.,57,54
8:24,2,Mustapha Heron made Free Throw.,58,54
8:24,5,Foul on Chris Cokley.,57,54
8:24,5,Technical Foul on Chris Cokley.,57,54
8:24,2,Mustapha Heron made Free Throw.,59,54
8:18,2,Horace Spencer missed Jumper.,59,54
8:18,2,Horace Spencer Offensive Rebound.,59,54
8:16,5,Foul on Tyler Madison.,59,54
8:16,2,Horace Spencer missed Free Throw.,59,54
8:16,5,William Lee Defensive Rebound.,59,54
8:04,2,Foul on Danjel Purifoy.,59,54
7:47,2,Foul on Horace Spencer.,59,54
7:45,5,Deion Lavender Turnover.,59,54
7:43,2,Horace Spencer Steal.,59,54
7:41,2,Danjel Purifoy made Three Point Jumper. Assisted by Jared Harper.,62,54
7:11,2,Foul on LaRon Smith.,62,54
7:11,5,Hakeem Baxter missed Free Throw.,62,54
7:11,5,UAB Deadball Team Rebound.,62,54
7:11,5,Hakeem Baxter made Free Throw.,62,55
6:56,2,Mustapha Heron made Layup.,64,55
6:36,5,Hakeem Baxter missed Layup.,64,55
6:36,2,LaRon Smith Block.,64,55
6:35,2,Mustapha Heron Defensive Rebound.,64,55
6:31,2,Mustapha Heron made Layup.,66,55
6:20,5,UAB  Timeout,66,55
6:04,5,Denzell Watts missed Three Point Jumper.,66,55
6:04,2,Jared Harper Defensive Rebound.,66,55
5:54,2,Mustapha Heron Turnover.,66,55
5:44,5,William Lee Turnover.,66,55
5:30,2,Jared Harper missed Jumper.,66,55
5:30,5,Dirk Williams Block.,66,55
5:28,5,Denzell Watts Defensive Rebound.,66,55
5:10,5,William Lee missed Layup.,66,55
5:10,2,LaRon Smith Block.,66,55
5:09,2,Danjel Purifoy Defensive Rebound.,66,55
5:06,2,Danjel Purifoy Turnover.,66,55
4:40,5,William Lee made Layup.,66,57
4:40,2,Foul on Horace Spencer.,66,57
4:40,5,William Lee made Free Throw.,66,58
4:18,2,Danjel Purifoy missed Three Point Jumper.,66,58
4:18,2,Jared Harper Offensive Rebound.,66,58
4:12,2,Danjel Purifoy missed Layup.,66,58
4:12,2,Mustapha Heron Offensive Rebound.,66,58
4:10,2,Auburn  Turnover.,66,58
3:57,5,William Lee missed Three Point Jumper.,66,58
3:57,5,Tyler Madison Offensive Rebound.,66,58
3:53,5,Official TV Timeout,66,58
3:53,2,Foul on Mustapha Heron.,66,58
3:53,5,Tyler Madison missed Free Throw.,66,58
3:53,5,UAB Deadball Team Rebound.,66,58
3:53,5,Tyler Madison missed Free Throw.,66,58
3:53,2,Mustapha Heron Defensive Rebound.,66,58
3:38,5,Foul on Tyler Madison.,66,58
3:38,2,Jared Harper made Free Throw.,67,58
3:38,2,Jared Harper missed Free Throw.,67,58
3:38,2,Auburn Deadball Team Rebound.,67,58
3:38,2,Jared Harper missed Free Throw.,67,58
3:38,5,Tosin Mehinti Defensive Rebound.,67,58
3:27,5,Dirk Williams made Three Point Jumper. Assisted by Deion Lavender.,67,61
3:00,2,Mustapha Heron missed Three Point Jumper.,67,61
3:00,5,Denzell Watts Defensive Rebound.,67,61
2:57,2,Foul on LaRon Smith.,67,61
2:57,5,Denzell Watts missed Free Throw.,67,61
2:57,2,Horace Spencer Defensive Rebound.,67,61
2:44,2,T.J. Dunans Turnover.,67,61
2:44,2,Foul on T.J. Dunans.,67,61
2:29,5,Dirk Williams missed Three Point Jumper.,67,61
2:29,2,Jared Harper Defensive Rebound.,67,61
2:24,5,Foul on Dirk Williams.,67,61
2:24,2,Jared Harper made Free Throw.,68,61
2:24,2,Jared Harper made Free Throw.,69,61
2:10,5,Deion Lavender made Layup.,69,63
1:47,5,Foul on Denzell Watts.,69,63
1:47,2,Jared Harper made Free Throw.,70,63
1:47,2,Jared Harper made Free Throw.,71,63
1:28,2,Foul on Horace Spencer.,71,63
1:28,5,Tosin Mehinti made Free Throw.,71,64
1:28,5,Tosin Mehinti made Free Throw.,71,65
1:00,2,Auburn  Timeout,71,65
0:58,2,Auburn  Turnover.,71,65
0:51,2,Foul on Mustapha Heron.,71,65
0:51,5,Hakeem Baxter missed Free Throw.,71,65
0:51,5,UAB Deadball Team Rebound.,71,65
0:51,5,Hakeem Baxter made Free Throw.,71,66
0:26,2,Jared Harper missed Three Point Jumper.,71,66
0:26,5,Deion Lavender Defensive Rebound.,71,66
0:21,2,Foul on Bryce Brown.,71,66
0:21,5,Deion Lavender made Free Throw.,71,67
0:21,5,Deion Lavender made Free Throw.,71,68
0:21,5,UAB  Timeout,71,68
0:13,5,Foul on Tyler Madison.,71,68
0:13,2,Danjel Purifoy made Free Throw.,72,68
0:13,2,Danjel Purifoy made Free Throw.,73,68
0:08,5,Hakeem Baxter made Layup.,73,70
0:06,5,Foul on Hakeem Baxter.,73,70
0:06,2,Jared Harper missed Free Throw.,73,70
0:06,2,Auburn Deadball Team Rebound.,73,70
0:06,2,Jared Harper made Free Throw.,74,70
0:01,5,Dirk Williams missed Three Point Jumper.,74,70
0:01,2,Mustapha Heron Defensive Rebound.,74,70
0:00,5,End of Game,74,70
