Sul Ross,Error,Sam Houston State,2534
11:51,-1,A.J. James made Free Throw.,4,16
11:51,-1,A.J. James made Free Throw.,5,16
11:41,-1,Foul on C.J. Ross.,5,16
11:34,2534,Torry Butler made Jumper. Assisted by John Dewey III.,5,18
11:13,-1,C.J. Ross Turnover.,5,18
10:59,2534,Christopher Galbreath Jr. missed Jumper.,5,18
10:59,-1,Jacob Dawson Defensive Rebound.,5,18
10:48,-1,C.J. Ross made Layup.,7,18
10:36,-1,Foul on B.J. Hollis.,7,18
10:31,2534,Torry Butler made Jumper.,7,20
10:12,2534,Foul on Christopher Galbreath Jr..,7,20
9:54,-1,C.J. Ross missed Jumper.,7,20
9:54,2534,Torry Butler Defensive Rebound.,7,20
9:43,2534,Dakarai Henderson made Three Point Jumper. Assisted by Jovante' Spivey.,7,23
9:19,-1,C.J. Ross Turnover.,7,23
9:11,-1,Foul on C.J. Ross.,7,23
9:11,2534,Torry Butler missed Free Throw.,7,23
9:11,2534,Sam Houston St Deadball Team Rebound.,7,23
9:11,2534,Torry Butler missed Free Throw.,7,23
9:11,-1,Jacob Dawson Defensive Rebound.,7,23
8:54,-1,A.J. James made Three Point Jumper. Assisted by DeVondre Livingston.,10,23
8:53,2534,Foul on Jovante' Spivey.,10,23
8:53,-1,A.J. James made Free Throw.,11,23
8:32,-1,Foul on A.J. James.,11,23
8:32,2534,Jovante' Spivey made Free Throw.,11,24
8:32,2534,Jovante' Spivey made Free Throw.,11,25
8:10,-1,A.J. James missed Three Point Jumper.,11,25
8:10,2534,Christopher Galbreath Jr. Defensive Rebound.,11,25
8:00,2534,Jovante' Spivey Turnover.,11,25
7:30,-1,Jacob Dawson made Three Point Jumper. Assisted by Damien Rhodriquez.,14,25
7:05,2534,Jovante' Spivey missed Layup.,14,25
7:05,-1,Xavier Webb Block.,14,25
7:05,2534,Sam Houston St Offensive Rebound.,14,25
7:05,2534,Official TV Timeout,14,25
7:03,2534,Aurimas Majauskas missed Jumper.,14,25
7:03,-1,Damien Rhodriquez Defensive Rebound.,14,25
6:38,-1,Damien Rhodriquez Turnover.,14,25
6:38,-1,Foul on Damien Rhodriquez.,14,25
6:31,-1,Foul on Xavier Webb.,14,25
6:31,2534,Josh Delaney made Free Throw.,14,26
6:31,2534,Josh Delaney missed Free Throw.,14,26
6:31,-1,Jacob Dawson Defensive Rebound.,14,26
6:10,-1,C.J. Ross Turnover.,14,26
6:09,2534,Josh Delaney Steal.,14,26
5:59,2534,Jamal Williams missed Jumper.,14,26
5:59,-1,Sul Ross State Defensive Rebound.,14,26
5:40,-1,Brock Anders made Jumper.,16,26
5:22,2534,Torry Butler made Layup. Assisted by Josh Delaney.,16,28
5:04,-1,Xavier Webb made Three Point Jumper. Assisted by Jacob Dawson.,19,28
4:46,-1,Foul on Damien Rhodriquez.,19,28
4:46,2534,Cameron Delaney Turnover.,19,28
4:33,-1,Xavier Webb made Three Point Jumper. Assisted by Jacob Dawson.,22,28
4:20,2534,Cameron Delaney made Three Point Jumper. Assisted by Aurimas Majauskas.,22,31
4:02,-1,C.J. Ross Turnover.,22,31
4:01,2534,Paul Baxter Steal.,22,31
3:58,2534,Paul Baxter made Layup.,22,33
3:27,-1,C.J. Ross missed Jumper.,22,33
3:27,2534,Aurimas Majauskas Defensive Rebound.,22,33
3:13,2534,Aurimas Majauskas made Jumper.,22,35
2:55,-1,A.J. James missed Jumper.,22,35
2:55,2534,Paul Baxter Block.,22,35
2:54,2534,Torry Butler Defensive Rebound.,22,35
2:42,2534,Aurimas Majauskas made Jumper. Assisted by Paul Baxter.,22,37
2:18,2534,Foul on Paul Baxter.,22,37
2:18,2534,Official TV Timeout,22,37
2:18,-1,C.J. Ross missed Free Throw.,22,37
2:18,-1,Sul Ross State Deadball Team Rebound.,22,37
2:18,-1,C.J. Ross made Free Throw.,23,37
2:03,2534,Dakarai Henderson made Three Point Jumper. Assisted by Aurimas Majauskas.,23,40
1:45,2534,Foul on Josh Delaney.,23,40
1:45,-1,A.J. James made Free Throw.,24,40
1:45,-1,A.J. James missed Free Throw.,24,40
1:45,2534,Aurimas Majauskas Defensive Rebound.,24,40
1:34,2534,Paul Baxter made Layup.,24,42
1:13,-1,Jacob Dawson missed Three Point Jumper.,24,42
1:13,-1,Sul Ross State Offensive Rebound.,24,42
1:11,2534,Foul on Aurimas Majauskas.,24,42
1:11,-1,DeVondre Livingston made Free Throw.,25,42
1:11,-1,DeVondre Livingston made Free Throw.,26,42
0:59,2534,Christopher Galbreath Jr. missed Jumper.,26,42
0:59,-1,Xavier Webb Defensive Rebound.,26,42
0:48,-1,Caleb Thomasson missed Jumper.,26,42
0:48,-1,Caleb Thomasson Offensive Rebound.,26,42
0:45,-1,Caleb Thomasson missed Layup.,26,42
0:45,2534,Christopher Galbreath Jr. Defensive Rebound.,26,42
0:35,-1,Foul on Jacob Dawson.,26,42
0:35,2534,Cameron Delaney missed Free Throw.,26,42
0:35,2534,Sam Houston St Deadball Team Rebound.,26,42
0:35,2534,Cameron Delaney made Free Throw.,26,43
0:21,2534,Foul on Cameron Delaney.,26,43
0:21,-1,Caleb Thomasson made Free Throw.,27,43
0:21,-1,Caleb Thomasson made Free Throw.,28,43
0:03,2534,Paul Baxter Turnover.,28,43
0:02,-1,A.J. James Steal.,28,43
0:00,2534,End of 1st half,28,43
19:50,-1,Jacob Dawson missed Three Point Jumper.,28,43
19:50,2534,Aurimas Majauskas Defensive Rebound.,28,43
19:31,2534,Paul Baxter missed Layup.,28,43
19:31,-1,C.J. Ross Block.,28,43
19:30,-1,C.J. Ross Defensive Rebound.,28,43
19:28,2534,Foul on John Dewey III.,28,43
19:15,-1,C.J. Ross missed Jumper.,28,43
19:15,-1,Sul Ross State Offensive Rebound.,28,43
18:59,2534,Foul on Aurimas Majauskas.,28,43
18:59,-1,Caleb Thomasson made Free Throw.,29,43
18:59,-1,Caleb Thomasson missed Free Throw.,29,43
18:59,2534,Dakarai Henderson Defensive Rebound.,29,43
18:42,2534,Aurimas Majauskas made Jumper. Assisted by John Dewey III.,29,45
18:31,-1,Jacob Dawson Turnover.,29,45
18:30,2534,John Dewey III Steal.,29,45
18:29,2534,John Dewey III made Layup.,29,47
17:57,-1,Damien Rhodriquez missed Jumper.,29,47
17:57,2534,Torry Butler Block.,29,47
17:53,2534,Torry Butler Defensive Rebound.,29,47
17:51,2534,Dakarai Henderson missed Jumper.,29,47
17:51,-1,Caleb Thomasson Defensive Rebound.,29,47
17:47,2534,Foul on Aurimas Majauskas.,29,47
17:33,-1,A.J. James missed Three Point Jumper.,29,47
17:33,2534,Dakarai Henderson Defensive Rebound.,29,47
17:12,2534,Christopher Galbreath Jr. made Layup. Assisted by Dakarai Henderson.,29,49
16:57,2534,Foul on Paul Baxter.,29,49
16:57,2534,Foul on Phillip Jones Jr..,29,49
16:53,-1,C.J. Ross Turnover.,29,49
16:22,2534,Phillip Jones Jr. Turnover.,29,49
16:22,2534,Foul on Phillip Jones Jr..,29,49
16:10,-1,Jacob Dawson Turnover.,29,49
16:09,2534,Phillip Jones Jr. Steal.,29,49
16:02,2534,Dakarai Henderson missed Three Point Jumper.,29,49
16:02,-1,Caleb Thomasson Defensive Rebound.,29,49
15:49,-1,Caleb Thomasson made Layup. Assisted by Xavier Webb.,31,49
15:27,2534,John Dewey III missed Layup.,31,49
15:27,2534,Christopher Galbreath Jr. Offensive Rebound.,31,49
15:23,2534,Christopher Galbreath Jr. made Two Point Tip Shot.,31,51
15:05,-1,C.J. Ross missed Three Point Jumper.,31,51
15:05,2534,Sam Houston St Defensive Rebound.,31,51
15:01,2534,Official TV Timeout,31,51
14:53,-1,Foul on A.J. James.,31,51
14:48,2534,Dakarai Henderson missed Jumper.,31,51
14:48,-1,C.J. Ross Defensive Rebound.,31,51
14:38,-1,Xavier Webb made Three Point Jumper. Assisted by C.J. Ross.,34,51
14:11,2534,Phillip Jones Jr. Turnover.,34,51
13:48,-1,A.J. James missed Layup.,34,51
13:48,2534,Sam Houston St Defensive Rebound.,34,51
13:35,2534,John Dewey III Turnover.,34,51
13:34,-1,C.J. Ross Steal.,34,51
13:29,-1,C.J. Ross Turnover.,34,51
13:23,2534,Christopher Galbreath Jr. made Jumper. Assisted by John Dewey III.,34,53
13:06,-1,Brock Anders missed Jumper.,34,53
13:06,2534,Christopher Galbreath Jr. Defensive Rebound.,34,53
12:50,2534,Christopher Galbreath Jr. missed Layup.,34,53
12:50,2534,Paul Baxter Offensive Rebound.,34,53
12:47,2534,Paul Baxter made Dunk.,34,55
12:41,-1,Sul Ross State  Timeout,34,55
12:26,-1,Caleb Thomasson Turnover.,34,55
12:09,2534,Christopher Galbreath Jr. missed Jumper.,34,55
12:09,-1,Xavier Webb Defensive Rebound.,34,55
11:57,-1,Brock Anders missed Jumper.,34,55
11:57,2534,Christopher Galbreath Jr. Defensive Rebound.,34,55
11:42,2534,Christopher Galbreath Jr. made Layup. Assisted by Jamal Williams.,34,57
11:30,-1,Xavier Webb missed Three Point Jumper.,34,57
11:30,-1,A.J. James Offensive Rebound.,34,57
11:22,-1,A.J. James missed Jumper.,34,57
11:22,-1,A.J. James Offensive Rebound.,34,57
11:20,-1,A.J. James made Layup.,36,57
11:20,2534,Foul on Albert Almanza.,36,57
11:20,-1,A.J. James missed Free Throw.,36,57
11:20,2534,Christopher Galbreath Jr. Defensive Rebound.,36,57
11:08,2534,Dakarai Henderson made Jumper.,36,59
10:52,-1,A.J. James missed Jumper.,36,59
10:52,2534,Christopher Galbreath Jr. Block.,36,59
10:51,2534,Christopher Galbreath Jr. Defensive Rebound.,36,59
10:45,2534,Jamal Williams Turnover.,36,59
10:44,-1,A.J. James Steal.,36,59
10:40,-1,A.J. James Turnover.,36,59
10:40,2534,John Dewey III Steal.,36,59
10:36,-1,Foul on Caleb Thomasson.,36,59
10:36,2534,Dakarai Henderson missed Free Throw.,36,59
10:36,2534,Sam Houston St Deadball Team Rebound.,36,59
10:36,2534,Dakarai Henderson missed Free Throw.,36,59
10:36,-1,DeVondre Livingston Defensive Rebound.,36,59
10:13,-1,Jacob Dawson Turnover.,36,59
9:57,2534,Albert Almanza made Three Point Jumper. Assisted by John Dewey III.,36,62
9:44,-1,C.J. Ross made Layup.,38,62
9:44,2534,Foul on Albert Almanza.,38,62
9:44,-1,C.J. Ross made Free Throw.,39,62
9:30,-1,Foul on Damien Rhodriquez.,39,62
9:30,2534,Christopher Galbreath Jr. missed Free Throw.,39,62
9:30,2534,Sam Houston St Deadball Team Rebound.,39,62
9:30,2534,Christopher Galbreath Jr. missed Free Throw.,39,62
9:30,-1,Conner Dawson Defensive Rebound.,39,62
9:11,-1,Damien Rhodriquez missed Jumper.,39,62
9:11,2534,Jamal Williams Defensive Rebound.,39,62
9:02,2534,Christopher Galbreath Jr. made Layup. Assisted by John Dewey III.,39,64
8:51,-1,C.J. Ross Turnover.,39,64
8:50,2534,John Dewey III Steal.,39,64
8:49,2534,John Dewey III made Layup.,39,66
8:31,-1,Conner Dawson missed Three Point Jumper.,39,66
8:31,2534,Christopher Galbreath Jr. Defensive Rebound.,39,66
8:23,2534,Josh Delaney Turnover.,39,66
8:06,-1,Jacob Dawson missed Three Point Jumper.,39,66
8:06,2534,Torry Butler Defensive Rebound.,39,66
7:50,2534,Official TV Timeout,39,66
7:40,-1,Foul on Damien Rhodriquez.,39,66
7:40,2534,Torry Butler missed Free Throw.,39,66
7:40,2534,Sam Houston St Deadball Team Rebound.,39,66
7:40,2534,Torry Butler made Free Throw.,39,67
7:28,2534,Foul on Cameron Delaney.,39,67
7:28,-1,Patrick Mound made Free Throw.,40,67
7:28,-1,Patrick Mound made Free Throw.,41,67
7:22,2534,Jamal Williams missed Jumper.,41,67
7:22,-1,Xavier Webb Defensive Rebound.,41,67
7:09,-1,Caleb Thomasson Turnover.,41,67
7:09,2534,Josh Delaney Steal.,41,67
6:58,2534,Josh Delaney missed Three Point Jumper.,41,67
6:58,-1,B.J. Hollis Defensive Rebound.,41,67
6:55,2534,Foul on Albert Almanza.,41,67
6:55,-1,B.J. Hollis made Free Throw.,42,67
6:55,-1,B.J. Hollis made Free Throw.,43,67
6:41,2534,Cameron Delaney made Jumper.,43,69
6:20,-1,B.J. Hollis Turnover.,43,69
6:19,2534,Torry Butler Steal.,43,69
5:58,2534,Jamal Williams made Jumper.,43,71
5:43,-1,A.J. James Turnover.,43,71
5:42,2534,Jamal Williams Steal.,43,71
4:53,2534,Jamal Williams Turnover.,43,71
4:50,-1,Patrick Mound made Three Point Jumper. Assisted by A.J. James.,46,71
4:36,-1,Caleb Thomasson Turnover.,46,71
4:21,2534,Phillip Jones Jr. missed Jumper.,46,71
4:21,2534,Phillip Jones Jr. Offensive Rebound.,46,71
4:16,2534,Phillip Jones Jr. missed Layup.,46,71
4:16,2534,Josh Delaney Offensive Rebound.,46,71
4:11,2534,Josh Delaney made Three Point Jumper.,46,74
4:00,-1,A.J. James made Three Point Jumper. Assisted by Patrick Mound.,49,74
3:50,-1,Foul on Caleb Thomasson.,49,74
3:50,2534,Official TV Timeout,49,74
3:36,2534,Jesse Lopez Jr. Turnover.,49,74
3:35,-1,Conner Dawson Steal.,49,74
3:31,-1,A.J. James made Three Point Jumper. Assisted by Conner Dawson.,52,74
3:11,2534,Josh Delaney missed Three Point Jumper.,52,74
3:11,-1,Steven Savedra Defensive Rebound.,52,74
2:57,-1,B.J. Hollis missed Layup.,52,74
2:57,-1,B.J. Hollis Offensive Rebound.,52,74
2:55,-1,B.J. Hollis missed Layup.,52,74
2:55,2534,Phillip Jones Jr. Block.,52,74
2:54,2534,Josh Delaney Defensive Rebound.,52,74
2:49,2534,Phillip Jones Jr. missed Layup.,52,74
2:49,-1,Patrick Mound Defensive Rebound.,52,74
2:37,-1,B.J. Hollis missed Jumper.,52,74
2:37,-1,Sul Ross State Offensive Rebound.,52,74
2:25,-1,A.J. James made Layup. Assisted by B.J. Hollis.,54,74
2:06,2534,Phillip Jones Jr. missed Layup.,54,74
2:06,-1,Steven Savedra Defensive Rebound.,54,74
1:57,2534,Foul on Cameron Delaney.,54,74
1:57,-1,A.J. James missed Free Throw.,54,74
1:57,-1,Sul Ross State Deadball Team Rebound.,54,74
1:57,-1,A.J. James missed Free Throw.,54,74
1:57,2534,Jovante' Spivey Defensive Rebound.,54,74
1:31,-1,Foul on Steven Savedra.,54,74
1:31,2534,Phillip Jones Jr. missed Free Throw.,54,74
1:31,2534,Sam Houston St Deadball Team Rebound.,54,74
1:31,2534,Phillip Jones Jr. made Free Throw.,54,75
1:12,-1,A.J. James made Jumper.,56,75
1:12,2534,Foul on Josh Delaney.,56,75
1:12,-1,A.J. James made Free Throw.,57,75
0:58,2534,Jovante' Spivey made Three Point Jumper.,57,78
0:29,-1,Steven Savedra missed Jumper.,57,78
0:29,2534,Jovante' Spivey Defensive Rebound.,57,78
0:00,2534,End of Game,57,78
