Georgia Southern,2244,George Mason,290
7:47,2244,George Mason  Timeout,25,12
7:19,2244,Justin Kier missed Three Point Jumper.,25,12
7:19,2244,AJ Wilson Offensive Rebound.,25,12
7:15,290,Foul on Shawn O'Connell.,25,12
7:15,2244,AJ Wilson made Free Throw.,25,13
7:15,2244,AJ Wilson made Free Throw.,25,14
6:51,290,Tookie Brown missed Three Point Jumper.,25,14
6:51,2244,AJ Wilson Defensive Rebound.,25,14
6:30,2244,Javon Greene Turnover.,25,14
6:29,290,Jake Allsmiller Steal.,25,14
6:16,2244,Foul on Javon Greene.,25,14
6:15,290,Jake Allsmiller Turnover.,25,14
5:53,2244,AJ Wilson made Three Point Jumper. Assisted by Justin Kier.,25,17
5:45,290,Jake Allsmiller missed Three Point Jumper.,25,17
5:45,2244,Javon Greene Defensive Rebound.,25,17
5:36,290,Foul on Jake Allsmiller.,25,17
5:35,2244,Ian Boyd missed Three Point Jumper.,25,17
5:35,2244,George Mason Deadball Team Rebound.,25,17
5:30,2244,Ian Boyd made Jumper.,25,19
5:14,290,Montae Glenn missed Jumper.,25,19
5:14,2244,AJ Wilson Block.,25,19
5:13,2244,AJ Wilson Defensive Rebound.,25,19
5:01,2244,Goanar Mar missed Layup.,25,19
5:01,2244,Goanar Mar Offensive Rebound.,25,19
4:58,290,Foul on David-Lee Jones Jr..,25,19
4:58,2244,Goanar Mar made Free Throw.,25,20
4:58,2244,Goanar Mar made Free Throw.,25,21
4:43,290,Mike Hughes made Layup.,27,21
4:24,2244,Justin Kier missed Layup.,27,21
4:24,290,Montae Glenn Defensive Rebound.,27,21
4:15,290,Montae Glenn missed Jumper.,27,21
4:15,2244,AJ Wilson Defensive Rebound.,27,21
4:06,2244,Goanar Mar Turnover.,27,21
4:05,290,Mike Hughes Steal.,27,21
3:54,290,Mike Hughes missed Three Point Jumper.,27,21
3:54,2244,Justin Kier Defensive Rebound.,27,21
3:35,2244,Justin Kier made Jumper.,27,23
3:17,290,Mike Hughes made Three Point Jumper. Assisted by Montae Glenn.,30,23
3:02,2244,Ian Boyd Turnover.,30,23
3:02,2244,Official TV Timeout,30,23
2:45,290,Mike Hughes missed Three Point Jumper.,30,23
2:45,290,Montae Glenn Offensive Rebound.,30,23
2:40,2244,Foul on Justin Kier.,30,23
2:40,290,Montae Glenn made Free Throw.,31,23
2:40,290,Montae Glenn missed Free Throw.,31,23
2:40,2244,Goanar Mar Defensive Rebound.,31,23
2:16,2244,Justin Kier missed Jumper.,31,23
2:16,290,Montae Glenn Defensive Rebound.,31,23
2:02,290,Tookie Brown missed Jumper.,31,23
2:02,290,Tookie Brown Offensive Rebound.,31,23
1:56,290,Quan Jackson missed Three Point Jumper.,31,23
1:56,2244,Goanar Mar Defensive Rebound.,31,23
1:55,290,Foul on Montae Glenn.,31,23
1:55,2244,Goanar Mar made Free Throw.,31,24
1:55,2244,Goanar Mar made Free Throw.,31,25
1:42,290,B.J. Gladden missed Jumper.,31,25
1:42,2244,Justin Kier Defensive Rebound.,31,25
1:33,2244,Otis Livingston II missed Jumper.,31,25
1:33,290,Tookie Brown Defensive Rebound.,31,25
1:24,290,B.J. Gladden made Layup. Assisted by Mike Hughes.,33,25
1:07,2244,Jaire Grayer missed Three Point Jumper.,33,25
1:07,290,Mike Hughes Defensive Rebound.,33,25
0:56,290,B.J. Gladden missed Three Point Jumper.,33,25
0:56,2244,Otis Livingston II Defensive Rebound.,33,25
0:36,2244,Justin Kier missed Layup.,33,25
0:36,2244,Goanar Mar Offensive Rebound.,33,25
0:35,2244,Goanar Mar missed Jumper.,33,25
0:35,290,Georgia Southern Deadball Team Rebound.,33,25
0:35,2244,AJ Wilson Turnover.,33,25
0:33,2244,AJ Wilson Turnover.,33,25
0:03,290,Mike Hughes made Three Point Jumper. Assisted by Tookie Brown.,36,25
0:00,2244,End of 1st half,36,25
19:46,2244,Goanar Mar missed Jumper.,36,25
19:46,290,Tookie Brown Defensive Rebound.,36,25
19:30,290,Montae Glenn missed Jumper.,36,25
19:30,2244,Jaire Grayer Defensive Rebound.,36,25
19:20,2244,Ian Boyd missed Jumper.,36,25
19:20,290,Montae Glenn Defensive Rebound.,36,25
19:13,290,Quan Jackson made Layup.,38,25
18:58,2244,Otis Livingston II missed Three Point Jumper.,38,25
18:58,2244,Goanar Mar Offensive Rebound.,38,25
18:56,290,Foul on Quan Jackson.,38,25
18:46,2244,Goanar Mar missed Three Point Jumper.,38,25
18:46,290,Montae Glenn Defensive Rebound.,38,25
18:30,290,Quan Jackson missed Jumper.,38,25
18:30,2244,Ian Boyd Defensive Rebound.,38,25
18:17,2244,Justin Kier missed Jumper.,38,25
18:17,290,Mike Hughes Defensive Rebound.,38,25
18:09,290,Tookie Brown made Layup.,40,25
17:52,2244,Otis Livingston II missed Jumper.,40,25
17:52,290,Montae Glenn Defensive Rebound.,40,25
17:40,290,Quan Jackson missed Three Point Jumper.,40,25
17:40,2244,Otis Livingston II Defensive Rebound.,40,25
17:34,2244,Otis Livingston II Turnover.,40,25
17:33,290,Quan Jackson Steal.,40,25
17:30,2244,Foul on Goanar Mar.,40,25
17:30,290,Tookie Brown missed Free Throw.,40,25
17:30,290,Georgia Southern Deadball Team Rebound.,40,25
17:30,290,Tookie Brown made Free Throw.,41,25
17:06,2244,Ian Boyd missed Three Point Jumper.,41,25
17:06,2244,Goanar Mar Offensive Rebound.,41,25
17:02,290,Foul on Tookie Brown.,41,25
16:48,2244,Ian Boyd missed Layup.,41,25
16:48,290,B.J. Gladden Defensive Rebound.,41,25
16:36,290,Jake Allsmiller missed Three Point Jumper.,41,25
16:36,2244,Jaire Grayer Defensive Rebound.,41,25
16:29,290,Foul on Jake Allsmiller.,41,25
16:29,2244,Otis Livingston II made Free Throw.,41,26
16:29,2244,Otis Livingston II made Free Throw.,41,27
16:17,290,Jake Allsmiller made Three Point Jumper. Assisted by Tookie Brown.,44,27
15:56,2244,Jaire Grayer made Three Point Jumper. Assisted by Otis Livingston II.,44,30
15:35,290,David-Lee Jones Jr. missed Jumper.,44,30
15:35,2244,Jaire Grayer Block.,44,30
15:33,2244,Jaire Grayer Defensive Rebound.,44,30
15:28,290,Foul on B.J. Gladden.,44,30
15:27,2244,Official TV Timeout,44,30
15:06,2244,Goanar Mar missed Jumper.,44,30
15:06,290,Mike Hughes Defensive Rebound.,44,30
14:49,290,Quan Jackson missed Jumper.,44,30
14:49,2244,AJ Wilson Block.,44,30
14:47,2244,Justin Kier Defensive Rebound.,44,30
14:42,2244,Justin Kier Turnover.,44,30
14:41,290,Quan Jackson Steal.,44,30
14:38,290,Quan Jackson made Dunk. Assisted by Montae Glenn.,46,30
14:16,2244,Otis Livingston II missed Jumper.,46,30
14:16,290,Mike Hughes Defensive Rebound.,46,30
14:09,290,Quan Jackson made Layup.,48,30
14:09,2244,Foul on Jaire Grayer.,48,30
14:09,290,Quan Jackson missed Free Throw.,48,30
14:09,2244,AJ Wilson Defensive Rebound.,48,30
13:54,2244,AJ Wilson missed Three Point Jumper.,48,30
13:54,290,Mike Hughes Defensive Rebound.,48,30
13:41,290,B.J. Gladden made Jumper.,50,30
13:23,290,Foul on David-Lee Jones Jr..,50,30
13:23,2244,AJ Wilson made Free Throw.,50,31
13:23,2244,AJ Wilson missed Free Throw.,50,31
13:23,290,Montae Glenn Defensive Rebound.,50,31
13:02,290,Montae Glenn missed Jumper.,50,31
13:02,2244,Javon Greene Defensive Rebound.,50,31
12:55,290,Foul on Jake Allsmiller.,50,31
12:55,2244,Javon Greene missed Free Throw.,50,31
12:55,2244,George Mason Deadball Team Rebound.,50,31
12:55,2244,Javon Greene made Free Throw.,50,32
12:42,290,Mike Hughes missed Three Point Jumper.,50,32
12:42,2244,Javon Greene Defensive Rebound.,50,32
12:36,290,Foul on Montae Glenn.,50,32
12:36,2244,Javon Greene missed Free Throw.,50,32
12:36,290,Coye Simmons Defensive Rebound.,50,32
12:16,290,B.J. Gladden missed Jumper.,50,32
12:16,2244,Greg Calixte Block.,50,32
12:14,290,Georgia Southern Offensive Rebound.,50,32
12:13,290,Mike Hughes missed Three Point Jumper.,50,32
12:13,2244,Justin Kier Defensive Rebound.,50,32
12:00,2244,Justin Kier made Layup.,50,34
12:00,290,Foul on Coye Simmons.,50,34
12:00,2244,Official TV Timeout,50,34
12:00,2244,Justin Kier made Free Throw.,50,35
11:48,290,Tookie Brown made Layup. Assisted by Shawn O'Connell.,52,35
11:26,2244,Greg Calixte missed Jumper.,52,35
11:26,290,Mike Hughes Block.,52,35
11:23,2244,AJ Wilson Offensive Rebound.,52,35
11:20,2244,AJ Wilson missed Dunk.,52,35
11:20,290,Tookie Brown Defensive Rebound.,52,35
10:53,290,Mike Hughes made Three Point Jumper. Assisted by Shawn O'Connell.,55,35
10:42,2244,Foul on Greg Calixte.,55,35
10:42,2244,Greg Calixte Turnover.,55,35
10:19,2244,Foul on Justin Kier.,55,35
10:19,290,Tookie Brown made Free Throw.,56,35
10:19,290,Tookie Brown made Free Throw.,57,35
10:03,2244,Otis Livingston II missed Three Point Jumper.,57,35
10:03,2244,Jaire Grayer Offensive Rebound.,57,35
9:59,290,Foul on Mike Hughes.,57,35
9:59,2244,AJ Wilson made Free Throw.,57,36
9:59,2244,AJ Wilson made Free Throw.,57,37
9:37,290,Mike Hughes missed Three Point Jumper.,57,37
9:37,2244,AJ Wilson Defensive Rebound.,57,37
9:15,2244,Otis Livingston II made Jumper.,57,39
9:00,290,Jake Allsmiller missed Three Point Jumper.,57,39
9:00,2244,Otis Livingston II Defensive Rebound.,57,39
8:49,2244,Otis Livingston II Turnover.,57,39
8:45,290,Tookie Brown made Layup.,59,39
8:23,2244,Justin Kier missed Three Point Jumper.,59,39
8:23,290,Jake Allsmiller Defensive Rebound.,59,39
7:56,290,Jake Allsmiller made Three Point Jumper. Assisted by Mike Hughes.,62,39
7:22,290,Foul on Montae Glenn.,62,39
7:22,2244,Official TV Timeout,62,39
7:22,2244,AJ Wilson made Free Throw.,62,40
7:22,2244,AJ Wilson missed Free Throw.,62,40
7:22,290,Coye Simmons Defensive Rebound.,62,40
7:21,2244,Foul on Goanar Mar.,62,40
6:59,290,Tookie Brown missed Jumper.,62,40
6:59,290,Coye Simmons Offensive Rebound.,62,40
6:55,290,Coye Simmons made Layup.,64,40
6:35,2244,Jaire Grayer missed Three Point Jumper.,64,40
6:35,290,Tookie Brown Defensive Rebound.,64,40
6:10,2244,Foul on AJ Wilson.,64,40
6:10,290,Quan Jackson missed Free Throw.,64,40
6:10,290,Georgia Southern Deadball Team Rebound.,64,40
6:10,290,Quan Jackson made Free Throw.,65,40
5:57,2244,AJ Wilson missed Layup.,65,40
5:56,2244,AJ Wilson Offensive Rebound.,65,40
5:54,2244,AJ Wilson missed Jumper.,65,40
5:53,2244,AJ Wilson Offensive Rebound.,65,40
5:52,2244,Jaire Grayer Offensive Rebound.,65,40
5:50,2244,Jaire Grayer missed Jumper.,65,40
5:46,2244,AJ Wilson made Two Point Tip Shot.,65,42
5:18,290,Quan Jackson made Layup.,67,42
4:56,2244,Justin Kier Turnover.,67,42
4:32,2244,Foul on Jaire Grayer.,67,42
4:32,290,Tookie Brown made Free Throw.,69,42
4:32,290,Tookie Brown made Free Throw.,68,42
4:18,2244,Justin Kier made Layup. Assisted by Ian Boyd.,69,44
3:50,290,Quan Jackson made Three Point Jumper. Assisted by Tookie Brown.,72,44
3:32,2244,Justin Kier missed Jumper.,72,44
3:32,2244,Justin Kier Offensive Rebound.,72,44
3:30,290,Foul on Jake Allsmiller.,72,44
3:28,2244,Official TV Timeout,72,44
3:28,2244,Justin Kier made Free Throw.,72,45
3:28,2244,Justin Kier missed Free Throw.,72,45
3:28,290,Coye Simmons Defensive Rebound.,72,45
3:05,290,Jake Allsmiller missed Jumper.,72,45
3:05,2244,AJ Wilson Block.,72,45
3:03,290,Coye Simmons Offensive Rebound.,72,45
2:41,290,Tookie Brown Turnover.,72,45
2:40,2244,Justin Kier Steal.,72,45
2:37,2244,Justin Kier made Layup. Assisted by AJ Wilson.,72,47
2:11,290,Georgia Southern  Timeout,72,47
2:03,290,David-Lee Jones Jr. missed Layup.,72,47
2:03,290,Shawn O'Connell Offensive Rebound.,72,47
1:58,290,Shawn O'Connell made Two Point Tip Shot.,74,47
1:37,2244,Greg Calixte made Layup.,74,49
1:22,290,David-Lee Jones Jr. missed Three Point Jumper.,74,49
1:22,2244,Nick DiClementi Defensive Rebound.,74,49
1:04,2244,Jack Tempchin Turnover.,74,49
1:02,290,Tione Jones Steal.,74,49
0:57,290,DeDe Reynolds Turnover.,74,49
0:54,2244,Nick DiClementi Steal.,74,49
0:36,2244,Nick DiClementi missed Three Point Jumper.,74,49
0:36,2244,AJ Wilson Offensive Rebound.,74,49
0:30,2244,AJ Wilson made Two Point Tip Shot.,74,51
0:17,290,Tione Jones missed Three Point Jumper.,74,51
0:17,2244,Jack Tempchin Defensive Rebound.,74,51
0:11,290,Foul on David-Lee Jones Jr..,74,51
0:11,2244,Zach Garrett missed Free Throw.,74,51
0:11,2244,George Mason Deadball Team Rebound.,74,51
0:11,2244,Zach Garrett missed Free Throw.,74,51
0:11,290,Tione Jones Defensive Rebound.,74,51
0:00,2244,End of Game,74,51
