Jacksonville State,204,Oregon State,55
0:49,204,Stephen Thompson Jr. made Free Throw.,33,31
0:49,55,Jacksonville State  Timeout,33,31
0:22,55,Marlon Hunter made Three Point Jumper. Assisted by Tyrik Edwards.,36,31
0:03,55,Foul on Jacara Cross.,36,31
0:03,204,Ethan Thompson made Free Throw.,36,32
0:03,204,Ethan Thompson made Free Throw.,36,33
0:01,55,Malcolm Drumwright missed Three Point Jumper.,36,33
0:01,204,Oregon State Defensive Rebound.,36,33
0:00,204,End of 1st half,36,33
19:40,55,Foul on Marlon Hunter.,36,33
19:28,204,Ethan Thompson made Three Point Jumper. Assisted by Seth Berger.,36,36
19:27,55,Foul on Jamall Gregory.,36,36
19:27,204,Ethan Thompson made Free Throw.,36,37
19:03,204,Foul on Drew Eubanks.,36,37
18:53,55,Norbertas Giga made Layup.,38,37
18:27,204,Drew Eubanks made Layup.,38,39
18:08,55,Marlon Hunter Turnover.,38,39
17:52,204,Tres Tinkle missed Layup.,38,39
17:52,55,Jason Burnell Defensive Rebound.,38,39
17:40,204,Foul on Seth Berger.,38,39
17:40,55,Norbertas Giga missed Free Throw.,38,39
17:40,55,Jacksonville State Deadball Team Rebound.,38,39
17:40,55,Norbertas Giga made Free Throw.,39,39
17:28,204,Ethan Thompson Turnover.,39,39
17:27,55,Jamall Gregory Steal.,39,39
17:24,204,Foul on Seth Berger.,39,39
17:15,55,Malcolm Drumwright missed Layup.,39,39
17:15,204,Alfred Hollins Defensive Rebound.,39,39
17:01,204,Drew Eubanks made Jumper. Assisted by Ethan Thompson.,39,41
16:31,55,Malcolm Drumwright missed Three Point Jumper.,39,41
16:31,204,Alfred Hollins Defensive Rebound.,39,41
16:11,204,Stephen Thompson Jr. made Three Point Jumper. Assisted by Alfred Hollins.,39,44
15:41,55,Norbertas Giga missed Layup.,39,44
15:41,55,Norbertas Giga Offensive Rebound.,39,44
15:39,55,Norbertas Giga missed Layup.,39,44
15:39,204,Drew Eubanks Block.,39,44
15:37,55,Jason Burnell Offensive Rebound.,39,44
15:36,55,Jason Burnell made Layup.,41,44
15:16,204,Foul on Alfred Hollins.,41,44
15:16,204,Alfred Hollins Turnover.,41,44
15:16,204,Official TV Timeout,41,44
14:49,55,Christian Cunningham made Layup. Assisted by Ashton Spears.,43,44
14:40,55,Foul on Marlon Hunter.,43,44
14:40,204,Tres Tinkle missed Free Throw.,43,44
14:40,204,Oregon State Deadball Team Rebound.,43,44
14:40,204,Tres Tinkle made Free Throw.,43,45
14:18,55,Norbertas Giga missed Jumper.,43,45
14:18,204,Drew Eubanks Defensive Rebound.,43,45
14:07,204,Tres Tinkle made Three Point Jumper. Assisted by Stephen Thompson Jr..,43,48
13:51,204,Foul on Stephen Thompson Jr..,43,48
13:51,55,Ashton Spears made Free Throw.,44,48
13:51,55,Ashton Spears made Free Throw.,45,48
13:35,204,Alfred Hollins missed Jumper.,45,48
13:35,55,Jason Burnell Block.,45,48
13:33,204,Drew Eubanks Offensive Rebound.,45,48
13:29,204,Drew Eubanks missed Layup.,45,48
13:29,204,Alfred Hollins Offensive Rebound.,45,48
13:27,204,Alfred Hollins made Two Point Tip Shot.,45,50
13:09,55,Christian Cunningham missed Jumper.,45,50
13:09,55,Jason Burnell Offensive Rebound.,45,50
13:04,55,Jason Burnell made Layup.,47,50
12:47,204,Stephen Thompson Jr. made Layup.,47,52
12:35,204,Foul on Alfred Hollins.,47,52
12:17,204,Foul on Kendal Manuel.,47,52
12:17,55,Jason Burnell made Free Throw.,48,52
12:17,55,Jason Burnell made Free Throw.,49,52
12:01,204,Kendal Manuel Turnover.,49,52
11:59,55,Jason Burnell Steal.,49,52
11:59,55,Jason Burnell Turnover.,49,52
11:59,204,Official TV Timeout,49,52
11:58,204,Official TV Timeout,49,52
11:42,204,Kendal Manuel made Jumper. Assisted by Ethan Thompson.,49,54
11:28,55,Tyrik Edwards missed Layup.,49,54
11:28,204,Drew Eubanks Defensive Rebound.,49,54
11:01,204,Tres Tinkle missed Three Point Jumper.,49,54
11:01,55,Ashton Spears Defensive Rebound.,49,54
10:51,55,Christian Cunningham made Dunk. Assisted by Malcolm Drumwright.,51,54
10:26,55,Foul on Jason Burnell.,51,54
10:24,204,Ethan Thompson missed Jumper.,51,54
10:24,204,Ethan Thompson Offensive Rebound.,51,54
10:19,204,Stephen Thompson Jr. made Three Point Jumper. Assisted by Ethan Thompson.,51,57
9:57,55,Foul on Marlon Hunter.,51,57
9:57,55,Marlon Hunter Turnover.,51,57
9:47,55,Foul on Jamall Gregory.,51,57
9:35,204,Stephen Thompson Jr. missed Jumper.,51,57
9:35,55,Malcolm Drumwright Defensive Rebound.,51,57
9:34,204,Foul on Stephen Thompson Jr..,51,57
9:34,55,Malcolm Drumwright made Free Throw.,52,57
9:34,55,Malcolm Drumwright made Free Throw.,53,57
9:24,55,Foul on Jason Burnell.,53,57
9:24,204,Ethan Thompson missed Free Throw.,53,57
9:24,204,Oregon State Deadball Team Rebound.,53,57
9:24,204,Ethan Thompson made Free Throw.,53,58
9:06,55,Norbertas Giga made Jumper.,55,58
8:46,204,Tres Tinkle made Layup.,55,60
8:33,55,Malcolm Drumwright made Layup.,57,60
8:14,204,Gligorije Rakocevic missed Jumper.,57,60
8:14,55,Jacksonville State Defensive Rebound.,57,60
7:54,204,Foul on Drew Eubanks.,57,60
7:54,204,Official TV Timeout,57,60
7:54,55,Ashton Spears made Free Throw.,58,60
7:54,55,Ashton Spears made Free Throw.,59,60
7:35,204,Ethan Thompson missed Layup.,59,60
7:35,204,Drew Eubanks Offensive Rebound.,59,60
7:32,204,Drew Eubanks made Layup.,59,62
7:03,55,Jamall Gregory missed Layup.,59,62
7:03,204,Drew Eubanks Defensive Rebound.,59,62
6:35,204,Kendal Manuel made Three Point Jumper. Assisted by Stephen Thompson Jr..,59,65
6:14,55,Malcolm Drumwright made Layup.,61,65
6:14,204,Foul on Ethan Thompson.,61,65
6:14,55,Malcolm Drumwright made Free Throw.,62,65
5:50,55,Foul on Marlon Hunter.,62,65
5:50,204,Drew Eubanks made Free Throw.,62,66
5:50,204,Drew Eubanks missed Free Throw.,62,66
5:50,55,Norbertas Giga Defensive Rebound.,62,66
5:26,55,Malcolm Drumwright made Three Point Jumper. Assisted by Norbertas Giga.,65,66
4:57,204,Kendal Manuel missed Jumper.,65,66
4:57,55,Norbertas Giga Defensive Rebound.,65,66
4:27,55,Malcolm Drumwright missed Three Point Jumper.,65,66
4:27,204,Oregon State Defensive Rebound.,65,66
4:00,204,Drew Eubanks made Jumper. Assisted by Tres Tinkle.,65,68
3:57,204,Oregon State  Timeout,65,68
3:57,204,Official TV Timeout,65,68
3:28,55,Malcolm Drumwright missed Three Point Jumper.,65,68
3:28,204,Oregon State Defensive Rebound.,65,68
3:26,204,Official TV Timeout,65,68
3:25,55,Foul on Jason Burnell.,65,68
3:25,204,Alfred Hollins missed Free Throw.,65,68
3:25,55,Norbertas Giga Defensive Rebound.,65,68
2:58,55,Malcolm Drumwright made Jumper.,67,68
2:33,204,Tres Tinkle made Layup.,67,70
2:10,55,Norbertas Giga missed Jumper.,67,70
2:10,204,Tres Tinkle Defensive Rebound.,67,70
1:39,204,Tres Tinkle Turnover.,67,70
1:21,204,Foul on Alfred Hollins.,67,70
1:21,55,Jamall Gregory made Free Throw.,68,70
1:21,55,Jamall Gregory made Free Throw.,69,70
1:13,204,Tres Tinkle Turnover.,69,70
1:01,55,Jamall Gregory missed Layup.,69,70
1:01,204,Drew Eubanks Block.,69,70
1:01,55,Jacksonville State Offensive Rebound.,69,70
0:57,55,Jamall Gregory missed Layup.,69,70
0:57,204,Oregon State Defensive Rebound.,69,70
0:55,204,Oregon State  Timeout,69,70
0:26,204,Stephen Thompson Jr. missed Three Point Jumper.,69,70
0:26,55,Christian Cunningham Defensive Rebound.,69,70
0:18,55,Jacksonville State  Timeout,69,70
0:10,204,Oregon State  Timeout,69,70
0:03,55,Jamall Gregory missed Layup.,69,70
0:03,204,Drew Eubanks Block.,69,70
0:02,55,Jacksonville State Offensive Rebound.,69,70
0:02,204,Oregon State  Timeout,69,70
0:01,55,Norbertas Giga missed Jumper.,69,70
0:00,204,Oregon State Defensive Rebound.,69,70
0:00,204,End of Game,69,70
