Methodist,Error,Coastal Carolina,324
5:36,324,Colton Ray-St Cyr missed Three Point Jumper.,11,40
5:36,-1,Methodist Defensive Rebound.,11,40
5:10,-1,Bryan Rouse missed Jumper.,11,40
5:10,-1,Davion Ayabarreno Offensive Rebound.,11,40
5:09,-1,Davion Ayabarreno missed Layup.,11,40
5:09,324,Demario Beck Block.,11,40
5:09,-1,Methodist Offensive Rebound.,11,40
4:50,-1,Jackson Whitley missed Three Point Jumper.,11,40
4:50,324,Amidou Bamba Defensive Rebound.,11,40
4:42,324,Elijah Wilson missed Three Point Jumper.,11,40
4:42,-1,Blake Davis Defensive Rebound.,11,40
4:35,324,Foul on Amidou Bamba.,11,40
4:35,-1,Blake Davis made Free Throw.,12,40
4:35,-1,Blake Davis made Free Throw.,13,40
4:15,324,Joseph Williams-Powell missed Jumper.,13,40
4:15,-1,Bryan Rouse Defensive Rebound.,13,40
4:01,-1,Davion Ayabarreno missed Three Point Jumper.,13,40
4:01,-1,Will Baggett Offensive Rebound.,13,40
3:57,-1,Will Baggett made Jumper.,15,40
3:36,324,Elijah Wilson missed Three Point Jumper.,15,40
3:36,-1,Bryan Rouse Defensive Rebound.,15,40
3:19,-1,Will Baggett missed Three Point Jumper.,15,40
3:19,324,Amidou Bamba Defensive Rebound.,15,40
3:12,324,Elijah Wilson missed Three Point Jumper.,15,40
3:12,324,Elijah Wilson Offensive Rebound.,15,40
3:12,-1,Davion Ayabarreno Defensive Rebound.,15,40
2:58,-1,Davion Ayabarreno made Layup. Assisted by Blake Davis.,17,40
2:43,324,Elijah Wilson made Jumper.,17,42
2:29,-1,Blake Davis Turnover.,17,42
2:29,324,Elijah Wilson Steal.,17,42
2:29,324,Official TV Timeout,17,42
2:14,324,Joseph Williams-Powell missed Jumper.,17,42
2:14,-1,Jackson Whitley Defensive Rebound.,17,42
2:14,324,Foul on Amidou Bamba.,17,42
2:07,-1,Jackson Whitley made Free Throw.,18,42
2:07,-1,Jackson Whitley missed Free Throw.,18,42
2:07,324,Joseph Williams-Powell Defensive Rebound.,18,42
1:49,324,Jaylan Robertson missed Three Point Jumper.,18,42
1:49,324,Joseph Williams-Powell Offensive Rebound.,18,42
1:45,-1,Foul on Jackson Whitley.,18,42
1:45,324,Joseph Williams-Powell made Free Throw.,18,43
1:45,324,Joseph Williams-Powell made Free Throw.,18,44
1:31,-1,Jackson Whitley Turnover.,18,44
1:30,324,Jaylen Shaw Steal.,18,44
1:18,324,Artur Labinowicz made Three Point Jumper. Assisted by Demario Beck.,18,47
0:57,-1,Jackson Whitley missed Jumper.,18,47
0:57,324,Artur Labinowicz Defensive Rebound.,18,47
0:52,324,Artur Labinowicz Turnover.,18,47
0:51,-1,Troynell Reese Steal.,18,47
0:49,-1,Rae Hill missed Jumper.,18,47
0:49,324,Jaylen Shaw Defensive Rebound.,18,47
0:47,-1,Foul on Troynell Reese.,18,47
0:47,324,Jaylen Shaw made Free Throw.,18,48
0:47,324,Jaylen Shaw made Free Throw.,18,49
0:34,-1,Irving Aughburns missed Jumper.,18,49
0:34,324,Demario Beck Defensive Rebound.,18,49
0:18,324,Artur Labinowicz Turnover.,18,49
0:17,-1,Blake Davis Steal.,18,49
0:13,-1,Blake Davis missed Jumper.,18,49
0:13,-1,Irving Aughburns Offensive Rebound.,18,49
0:08,-1,Irving Aughburns made Two Point Tip Shot.,20,49
0:01,324,Jaylan Robertson missed Layup.,20,49
0:01,-1,Zack Jenerette Defensive Rebound.,20,49
0:00,324,End of 1st half,20,49
19:49,324,Demario Beck Turnover.,20,49
19:33,-1,Irving Aughburns made Jumper.,22,49
19:27,324,Amidou Bamba Turnover.,22,49
19:05,-1,Irving Aughburns made Layup. Assisted by Davion Ayabarreno.,24,49
18:37,324,Jaylen Shaw made Jumper.,24,51
18:16,-1,Davion Ayabarreno made Jumper. Assisted by Blake Davis.,26,51
17:53,324,Jaylen Shaw missed Three Point Jumper.,26,51
17:53,324,Colton Ray-St Cyr Offensive Rebound.,26,51
17:47,324,Colton Ray-St Cyr missed Layup.,26,51
17:47,324,Demario Beck Offensive Rebound.,26,51
17:44,324,Demario Beck made Layup.,26,53
17:27,-1,Irving Aughburns missed Three Point Jumper.,26,53
17:27,324,Colton Ray-St Cyr Defensive Rebound.,26,53
17:20,324,Jaylen Shaw Turnover.,26,53
17:17,-1,Davion Ayabarreno Steal.,26,53
17:16,-1,Davion Ayabarreno Turnover.,26,53
17:15,324,Jaylen Shaw Steal.,26,53
17:14,324,Jaylen Shaw made Three Point Jumper.,26,56
16:57,-1,Irving Aughburns Turnover.,26,56
16:56,324,Colton Ray-St Cyr Steal.,26,56
16:52,324,Jaylen Shaw made Three Point Jumper. Assisted by Elijah Wilson.,26,59
16:23,-1,Blake Davis missed Three Point Jumper.,26,59
16:23,324,Jaylen Shaw Defensive Rebound.,26,59
16:16,324,Colton Ray-St Cyr missed Layup.,26,59
16:16,-1,Blake Davis Block.,26,59
16:14,-1,Blake Davis Defensive Rebound.,26,59
16:12,-1,Irving Aughburns missed Jumper.,26,59
16:12,324,Amidou Bamba Block.,26,59
16:11,324,Coastal Carolina Defensive Rebound.,26,59
15:53,324,Demario Beck missed Jumper.,26,59
15:53,-1,Irving Aughburns Defensive Rebound.,26,59
15:40,-1,Davion Ayabarreno made Jumper.,28,59
15:22,324,Elijah Wilson made Layup. Assisted by Jaylen Shaw.,28,61
15:11,-1,Davion Ayabarreno Turnover.,28,61
15:10,324,Colton Ray-St Cyr Steal.,28,61
15:08,324,Jaylen Shaw missed Jumper.,28,61
15:08,324,Demario Beck Offensive Rebound.,28,61
15:02,324,Elijah Wilson missed Three Point Jumper.,28,61
15:02,324,Colton Ray-St Cyr Offensive Rebound.,28,61
14:56,324,Colton Ray-St Cyr missed Layup.,28,61
14:56,-1,Jackson Whitley Block.,28,61
14:56,324,Coastal Carolina Offensive Rebound.,28,61
14:56,324,Official TV Timeout,28,61
14:48,324,Amidou Bamba missed Layup.,28,61
14:48,-1,Jackson Whitley Block.,28,61
14:48,324,Jaylen Shaw Offensive Rebound.,28,61
14:48,324,Jaylan Robertson missed Three Point Jumper.,28,61
14:48,324,Artur Labinowicz Offensive Rebound.,28,61
14:19,324,Demario Beck made Dunk. Assisted by Jaylen Shaw.,28,63
13:55,-1,Troynell Reese made Jumper. Assisted by Davion Ayabarreno.,30,63
13:36,324,Artur Labinowicz Turnover.,30,63
13:33,-1,Jackson Whitley Steal.,30,63
13:31,-1,Bryan Rouse made Layup.,32,63
13:04,324,Jaylen Shaw missed Three Point Jumper.,32,63
13:04,324,Joseph Williams-Powell Offensive Rebound.,32,63
13:00,324,Joseph Williams-Powell made Layup.,32,65
13:00,-1,Foul on Bryan Rouse.,32,65
13:00,324,Joseph Williams-Powell made Free Throw.,32,66
12:49,-1,Davion Ayabarreno missed Three Point Jumper.,32,66
12:49,324,Coastal Carolina Defensive Rebound.,32,66
12:35,324,Joseph Williams-Powell missed Layup.,32,66
12:35,-1,Methodist Defensive Rebound.,32,66
12:21,-1,Bryan Rouse made Three Point Jumper. Assisted by Blake Davis.,35,66
12:06,324,Artur Labinowicz missed Three Point Jumper.,35,66
12:06,-1,Bryan Rouse Defensive Rebound.,35,66
11:52,-1,Bryan Rouse missed Three Point Jumper.,35,66
11:52,-1,Jackson Whitley Offensive Rebound.,35,66
11:29,324,Official TV Timeout,35,66
11:16,-1,Methodist  Turnover.,35,66
10:58,324,Elijah Wilson missed Three Point Jumper.,35,66
10:58,-1,Bryan Rouse Defensive Rebound.,35,66
10:35,-1,Foul on Blake Davis.,35,66
10:35,-1,Blake Davis Turnover.,35,66
10:24,324,Elijah Wilson Turnover.,35,66
10:23,-1,Bryan Rouse Steal.,35,66
10:15,-1,Jabari Brown missed Layup.,35,66
10:15,324,Coastal Carolina Defensive Rebound.,35,66
9:54,324,Demario Beck made Layup. Assisted by Colton Ray-St Cyr.,35,68
9:36,-1,Bryan Rouse missed Layup.,35,68
9:36,324,Artur Labinowicz Defensive Rebound.,35,68
9:31,324,Artur Labinowicz Turnover.,35,68
9:30,-1,Bryan Rouse Steal.,35,68
9:29,-1,Bryan Rouse made Jumper.,37,68
9:26,324,Elijah Wilson Turnover.,37,68
9:10,324,Foul on Artur Labinowicz.,37,68
9:00,-1,Bryan Rouse missed Three Point Jumper.,37,68
9:00,324,Demario Beck Defensive Rebound.,37,68
8:43,324,Demario Beck made Jumper.,37,70
8:25,-1,Bryan Rouse Turnover.,37,70
8:24,324,Jaylan Robertson Steal.,37,70
8:23,324,Jaylan Robertson Turnover.,37,70
8:08,-1,Jabari Brown made Layup. Assisted by Davion Ayabarreno.,39,70
8:01,324,Artur Labinowicz missed Jumper.,39,70
8:01,-1,Jabari Brown Defensive Rebound.,39,70
7:48,324,Foul on Jaylan Robertson.,39,70
7:48,324,Official TV Timeout,39,70
7:48,-1,Davion Ayabarreno made Free Throw.,40,70
7:48,-1,Davion Ayabarreno made Free Throw.,41,70
7:37,324,Christian Adams Turnover.,41,70
7:23,-1,Bryan Rouse made Layup. Assisted by Stormy Flinchum.,43,70
7:08,324,Joseph Williams-Powell missed Jumper.,43,70
7:08,324,Kevin Holmes Jr. Offensive Rebound.,43,70
6:57,324,Christian Adams made Layup.,43,72
6:44,-1,Rae Hill missed Jumper.,43,72
6:44,324,Kevin Holmes Jr. Defensive Rebound.,43,72
6:32,-1,Foul on Bryan Rouse.,43,72
6:21,324,Kevin Holmes Jr. missed Three Point Jumper.,43,72
6:21,324,Josh Coleman Offensive Rebound.,43,72
6:17,324,Josh Coleman made Jumper.,43,74
6:07,-1,Stormy Flinchum made Three Point Jumper. Assisted by Bryan Rouse.,46,74
5:53,324,Josh Coleman made Layup. Assisted by Christian Adams.,46,76
5:40,-1,Will Baggett made Three Point Jumper.,49,76
5:28,-1,Foul on Jabari Brown.,49,76
5:28,324,Josh Coleman made Free Throw.,49,77
5:28,324,Josh Coleman missed Free Throw.,49,77
5:28,324,Coastal Carolina Deadball Team Rebound.,49,77
5:16,324,Artur Labinowicz missed Three Point Jumper.,49,77
5:16,-1,Bryan Rouse Defensive Rebound.,49,77
5:07,-1,Bryan Rouse missed Three Point Jumper.,49,77
5:07,-1,Will Baggett Offensive Rebound.,49,77
5:04,-1,Will Baggett made Jumper.,51,77
4:51,-1,Foul on Bryan Rouse.,51,77
4:45,324,Kevin Holmes Jr. missed Three Point Jumper.,51,77
4:45,324,Joseph Williams-Powell Offensive Rebound.,51,77
4:33,324,Christian Adams missed Jumper.,51,77
4:33,-1,Zack Jenerette Defensive Rebound.,51,77
4:24,-1,Victor Grayer missed Three Point Jumper.,51,77
4:24,324,Michel Enanga Defensive Rebound.,51,77
4:07,324,Josh Coleman missed Jumper.,51,77
4:07,324,Coastal Carolina Offensive Rebound.,51,77
4:05,324,Joseph Williams-Powell Turnover.,51,77
4:05,-1,Will Baggett Steal.,51,77
4:05,-1,Will Baggett Turnover.,51,77
4:05,324,Christian Adams Steal.,51,77
4:05,324,Christian Adams Turnover.,51,77
4:05,-1,Will Baggett Steal.,51,77
4:05,-1,Rae Hill made Layup.,53,77
4:05,324,Kevin Holmes Jr. made Three Point Jumper. Assisted by Joseph Williams-Powell.,53,80
3:06,324,Foul on Joseph Williams-Powell.,53,80
3:06,324,Official TV Timeout,53,80
3:06,-1,Rae Hill made Free Throw.,54,80
3:06,-1,Rae Hill made Free Throw.,55,80
2:56,324,Josh Coleman Turnover.,55,80
2:26,-1,Rae Hill missed Three Point Jumper.,55,80
2:26,324,Kevin Holmes Jr. Defensive Rebound.,55,80
2:15,324,Josh Coleman made Layup. Assisted by Josh Peterson.,55,82
1:57,-1,Will Baggett Turnover.,55,82
1:56,324,Michel Enanga Steal.,55,82
1:46,324,Michel Enanga made Layup.,55,84
1:46,-1,Foul on Rae Hill.,55,84
1:46,324,Michel Enanga missed Free Throw.,55,84
1:46,-1,Victor Grayer Defensive Rebound.,55,84
1:31,-1,Zack Jenerette missed Layup.,55,84
1:31,324,Josh Coleman Defensive Rebound.,55,84
1:26,324,Josh Coleman Turnover.,55,84
1:25,-1,Victor Grayer Steal.,55,84
1:24,-1,Victor Grayer made Layup.,57,84
1:13,-1,Foul on Stormy Flinchum.,57,84
1:13,324,Josh Coleman missed Free Throw.,57,84
1:13,-1,Victor Grayer Defensive Rebound.,57,84
1:08,-1,Victor Grayer made Layup.,59,84
0:54,324,Michel Enanga made Layup.,59,86
0:50,324,Foul on Josh Peterson.,59,86
0:45,-1,Stormy Flinchum Turnover.,59,86
0:36,324,Christian Adams missed Layup.,59,86
0:36,-1,Stormy Flinchum Block.,59,86
0:28,324,Josh Coleman Offensive Rebound.,59,86
0:25,324,Josh Coleman made Layup.,59,88
0:23,-1,Foul on Will Baggett.,59,88
0:23,-1,Will Baggett Turnover.,59,88
0:10,-1,Foul on Victor Grayer.,59,88
0:10,324,Josh Peterson missed Free Throw.,59,88
0:10,-1,Zack Jenerette Defensive Rebound.,59,88
0:04,-1,Victor Grayer missed Three Point Jumper.,59,88
0:04,324,Josh Coleman Defensive Rebound.,59,88
0:00,324,End of 2nd half,59,88
