Yale,2803,Bryant,43
9:16,2803,Ikenna Ndugba missed Three Point Jumper.,24,16
9:16,43,Sam Downey Defensive Rebound.,24,16
8:57,43,Trey Phills made Three Point Jumper. Assisted by Alex Copeland.,27,16
8:38,2803,Hunter Ware Turnover.,27,16
8:37,43,Anthony Dallier Steal.,27,16
8:36,2803,Foul on Hunter Ware.,27,16
8:36,43,Anthony Dallier missed Free Throw.,27,16
8:36,43,Yale Deadball Team Rebound.,27,16
8:36,43,Anthony Dallier made Free Throw.,28,16
8:20,2803,Adam Grant missed Three Point Jumper.,28,16
8:20,43,Eric Monroe Defensive Rebound.,28,16
7:53,43,Sam Downey made Layup.,30,16
7:41,2803,Nisre Zouzoua missed Three Point Jumper.,30,16
7:41,43,Eric Monroe Defensive Rebound.,30,16
7:17,43,Austin Williams made Jumper. Assisted by Eric Monroe.,32,16
7:13,2803,Bryant  Timeout,32,16
7:13,2803,Official TV Timeout,32,16
7:03,2803,Marcel Pettway made Layup. Assisted by Nisre Zouzoua.,32,18
6:39,43,Eric Monroe Turnover.,32,18
6:38,2803,Bosko Kostur Steal.,32,18
6:33,2803,Ikenna Ndugba missed Layup.,32,18
6:33,43,Jordan Bruner Defensive Rebound.,32,18
6:26,43,Jordan Bruner Turnover.,32,18
5:58,2803,Marcel Pettway made Jumper.,32,20
5:45,43,Jordan Bruner made Dunk. Assisted by Trey Phills.,34,20
5:17,2803,Marcel Pettway Turnover.,34,20
5:16,43,Blake Reynolds Steal.,34,20
5:11,43,Blake Reynolds missed Three Point Jumper.,34,20
5:11,2803,Bryant Defensive Rebound.,34,20
4:52,2803,Marcel Pettway made Layup. Assisted by Ikenna Ndugba.,34,22
4:37,43,Jordan Bruner Turnover.,34,22
4:09,2803,Marcel Pettway made Layup. Assisted by Adam Grant.,34,24
3:50,43,Miye Oni missed Three Point Jumper.,34,24
3:50,2803,Bryant Defensive Rebound.,34,24
3:47,2803,Official TV Timeout,34,24
3:29,2803,Bosko Kostur made Layup.,34,26
3:12,43,Austin Williams Turnover.,34,26
3:11,2803,Adam Grant Steal.,34,26
3:08,2803,Nisre Zouzoua missed Three Point Jumper.,34,26
3:08,2803,Marcel Pettway Offensive Rebound.,34,26
3:01,2803,Marcel Pettway missed Layup.,34,26
3:01,43,Sam Downey Block.,34,26
2:59,2803,Marcel Pettway Offensive Rebound.,34,26
2:58,2803,Marcel Pettway missed Layup.,34,26
2:58,2803,Bosko Kostur Offensive Rebound.,34,26
2:35,2803,Bosko Kostur made Layup.,34,28
2:13,43,Sam Downey made Layup. Assisted by Anthony Dallier.,36,28
1:41,2803,Adam Grant made Three Point Jumper. Assisted by Marcel Pettway.,36,31
1:16,43,Austin Williams made Layup. Assisted by Anthony Dallier.,38,31
0:45,2803,Nisre Zouzoua made Jumper.,38,33
0:29,43,Alex Copeland made Three Point Jumper. Assisted by Anthony Dallier.,41,33
0:08,2803,Ikenna Ndugba missed Layup.,41,33
0:08,2803,Marcel Pettway Offensive Rebound.,41,33
0:05,2803,Marcel Pettway missed Layup.,41,33
0:05,43,Sam Downey Block.,41,33
0:04,2803,Bryant Offensive Rebound.,41,33
0:02,2803,Nisre Zouzoua missed Three Point Jumper.,41,33
0:02,43,Jordan Bruner Defensive Rebound.,41,33
0:00,2803,End of 1st half,41,33
19:41,43,Sam Downey Turnover.,41,33
19:22,2803,Sabastian Townes missed Jumper.,41,33
19:22,2803,Marcel Pettway Offensive Rebound.,41,33
19:13,2803,Ikenna Ndugba missed Three Point Jumper.,41,33
19:13,43,Miye Oni Defensive Rebound.,41,33
18:52,43,Blake Reynolds missed Three Point Jumper.,41,33
18:52,2803,Ikenna Ndugba Defensive Rebound.,41,33
18:46,2803,Nisre Zouzoua missed Three Point Jumper.,41,33
18:46,43,Sam Downey Defensive Rebound.,41,33
18:24,43,Trey Phills missed Jumper.,41,33
18:24,2803,Adam Grant Defensive Rebound.,41,33
18:04,2803,Nisre Zouzoua missed Layup.,41,33
18:04,43,Blake Reynolds Defensive Rebound.,41,33
17:58,2803,Foul on Ikenna Ndugba.,41,33
17:52,43,Trey Phills missed Three Point Jumper.,41,33
17:52,2803,Adam Grant Defensive Rebound.,41,33
17:45,2803,Adam Grant missed Layup.,41,33
17:45,43,Sam Downey Defensive Rebound.,41,33
17:36,2803,Foul on Ikenna Ndugba.,41,33
17:28,43,Sam Downey made Layup. Assisted by Anthony Dallier.,43,33
17:06,2803,Adam Grant made Three Point Jumper. Assisted by Ikenna Ndugba.,43,36
16:44,43,Sam Downey made Jumper.,45,36
16:33,2803,Adam Grant made Layup.,45,38
16:25,43,Blake Reynolds made Layup. Assisted by Miye Oni.,47,38
16:09,2803,Nisre Zouzoua made Three Point Jumper. Assisted by Marcel Pettway.,47,41
15:45,43,Blake Reynolds made Layup. Assisted by Sam Downey.,49,41
15:24,2803,Ikenna Ndugba missed Jumper.,49,41
15:24,43,Miye Oni Defensive Rebound.,49,41
15:09,43,Trey Phills made Three Point Jumper. Assisted by Anthony Dallier.,52,41
15:04,2803,Bryant  Timeout,52,41
15:04,2803,Official TV Timeout,52,41
14:54,43,Foul on Miye Oni.,52,41
14:54,2803,Official TV Timeout,52,41
14:54,2803,Marcel Pettway missed Free Throw.,52,41
14:54,2803,Bryant Deadball Team Rebound.,52,41
14:54,2803,Marcel Pettway made Free Throw.,52,42
14:33,43,Sam Downey Turnover.,52,42
14:32,2803,Marcel Pettway Steal.,52,42
14:23,2803,Nisre Zouzoua made Layup.,52,44
14:14,43,Miye Oni missed Layup.,52,44
14:14,43,Miye Oni Offensive Rebound.,52,44
14:13,2803,Foul on Nisre Zouzoua.,52,44
14:09,2803,Foul on Hunter Ware.,52,44
14:09,43,Alex Copeland made Free Throw.,53,44
14:09,43,Alex Copeland made Free Throw.,54,44
13:49,2803,Bosko Kostur missed Jumper.,54,44
13:49,43,Anthony Dallier Defensive Rebound.,54,44
13:39,2803,Foul on Hunter Ware.,54,44
13:27,2803,Foul on Bosko Kostur.,54,44
13:13,43,Miye Oni missed Three Point Jumper.,54,44
13:13,43,Jordan Bruner Offensive Rebound.,54,44
13:08,43,Sam Downey made Jumper.,56,44
12:53,2803,Bosko Kostur missed Three Point Jumper.,56,44
12:53,43,Alex Copeland Defensive Rebound.,56,44
12:35,43,Sam Downey made Layup. Assisted by Alex Copeland.,58,44
12:19,43,Foul on Jordan Bruner.,58,44
12:19,2803,Marcel Pettway missed Free Throw.,58,44
12:19,2803,Bryant Deadball Team Rebound.,58,44
12:19,2803,Marcel Pettway made Free Throw.,58,45
12:08,2803,Foul on Nisre Zouzoua.,58,45
12:08,43,Anthony Dallier made Free Throw.,59,45
12:08,43,Anthony Dallier made Free Throw.,60,45
11:53,2803,Official TV Timeout,60,45
11:45,2803,Marcel Pettway missed Layup.,60,45
11:45,43,Blake Reynolds Defensive Rebound.,60,45
11:16,43,Alex Copeland missed Jumper.,60,45
11:16,2803,Nisre Zouzoua Defensive Rebound.,60,45
11:08,2803,Ikenna Ndugba missed Layup.,60,45
11:08,2803,Nisre Zouzoua Offensive Rebound.,60,45
11:05,2803,Nisre Zouzoua missed Layup.,60,45
11:04,2803,Nisre Zouzoua Offensive Rebound.,60,45
11:03,2803,Nisre Zouzoua missed Layup.,60,45
11:02,2803,Ikenna Ndugba Offensive Rebound.,60,45
11:01,2803,Bosko Kostur missed Layup.,60,45
11:01,43,Anthony Dallier Defensive Rebound.,60,45
10:48,43,Blake Reynolds missed Jumper.,60,45
10:48,2803,Bosko Kostur Block.,60,45
10:43,2803,Marcel Pettway Defensive Rebound.,60,45
10:38,2803,Marcel Pettway made Layup. Assisted by Ikenna Ndugba.,60,47
10:26,43,Anthony Dallier Turnover.,60,47
10:23,2803,Adam Grant Steal.,60,47
10:19,2803,Bosko Kostur missed Layup.,60,47
10:19,2803,Nisre Zouzoua Offensive Rebound.,60,47
10:09,2803,Nisre Zouzoua made Layup.,60,49
9:59,43,Yale  Timeout,60,49
9:51,43,Trey Phills Turnover.,60,49
9:33,2803,Adam Grant missed Three Point Jumper.,60,49
9:33,43,Jordan Bruner Defensive Rebound.,60,49
9:29,43,Jordan Bruner missed Jumper.,60,49
9:29,2803,Bosko Kostur Defensive Rebound.,60,49
9:16,2803,Nisre Zouzoua missed Jumper.,60,49
9:16,43,Trey Phills Defensive Rebound.,60,49
9:02,43,Jordan Bruner made Jumper.,62,49
8:40,2803,Bosko Kostur made Layup.,62,51
8:25,43,Jordan Bruner missed Three Point Jumper.,62,51
8:25,2803,Nisre Zouzoua Defensive Rebound.,62,51
8:11,43,Foul on Jordan Bruner.,62,51
8:11,2803,Marcel Pettway made Free Throw.,62,52
8:11,2803,Marcel Pettway made Free Throw.,62,53
7:47,2803,Foul on Taylor McHugh.,62,53
7:47,2803,Official TV Timeout,62,53
7:47,43,Trey Phills missed Free Throw.,62,53
7:47,2803,Bosko Kostur Defensive Rebound.,62,53
7:36,2803,Adam Grant missed Three Point Jumper.,62,53
7:36,2803,Nisre Zouzoua Offensive Rebound.,62,53
7:10,2803,Marcel Pettway made Jumper.,62,55
6:57,43,Sam Downey made Layup. Assisted by Anthony Dallier.,64,55
6:42,2803,Nisre Zouzoua missed Jumper.,64,55
6:42,43,Trey Phills Defensive Rebound.,64,55
6:20,43,Austin Williams missed Jumper.,64,55
6:20,2803,Adam Grant Defensive Rebound.,64,55
6:02,2803,Ikenna Ndugba made Three Point Jumper. Assisted by Marcel Pettway.,64,58
5:43,43,Anthony Dallier made Jumper.,66,58
5:30,2803,Bosko Kostur made Jumper.,66,60
5:13,43,Miye Oni missed Jumper.,66,60
5:13,43,Austin Williams Offensive Rebound.,66,60
5:10,43,Austin Williams missed Two Point Tip Shot.,66,60
5:10,43,Yale Offensive Rebound.,66,60
4:59,43,Miye Oni Turnover.,66,60
4:57,2803,Nisre Zouzoua Steal.,66,60
4:56,43,Foul on Miye Oni.,66,60
4:56,2803,Nisre Zouzoua made Free Throw.,66,61
4:56,2803,Nisre Zouzoua missed Free Throw.,66,61
4:56,43,Miye Oni Defensive Rebound.,66,61
4:31,43,Sam Downey Turnover.,66,61
4:19,43,Foul on Miye Oni.,66,61
4:19,2803,Nisre Zouzoua made Free Throw.,66,62
4:19,2803,Nisre Zouzoua missed Free Throw.,66,62
4:19,43,Miye Oni Defensive Rebound.,66,62
4:08,2803,Foul on Marcel Pettway.,66,62
4:08,43,Sam Downey missed Free Throw.,66,62
4:08,2803,Bosko Kostur Defensive Rebound.,66,62
3:52,2803,Nisre Zouzoua made Layup.,66,64
3:44,2803,Foul on Adam Grant.,66,64
3:44,2803,Official TV Timeout,66,64
3:44,43,Anthony Dallier made Free Throw.,67,64
3:44,43,Anthony Dallier made Free Throw.,68,64
3:33,43,Foul on Blake Reynolds.,68,64
3:27,2803,Nisre Zouzoua missed Three Point Jumper.,68,64
3:27,43,Miye Oni Defensive Rebound.,68,64
3:13,43,Miye Oni Turnover.,68,64
3:13,2803,Nisre Zouzoua Steal.,68,64
3:13,43,Foul on Miye Oni.,68,64
3:13,2803,Nisre Zouzoua made Free Throw.,68,65
3:13,2803,Nisre Zouzoua made Free Throw.,68,66
2:49,43,Blake Reynolds made Layup. Assisted by Alex Copeland.,70,66
2:34,2803,Nisre Zouzoua Turnover.,70,66
2:34,2803,Foul on Nisre Zouzoua.,70,66
2:18,43,Alex Copeland missed Jumper.,70,66
2:18,2803,Bosko Kostur Defensive Rebound.,70,66
2:06,2803,Marcel Pettway made Layup. Assisted by Bosko Kostur.,70,68
2:06,43,Foul on Sam Downey.,70,68
2:06,2803,Marcel Pettway made Free Throw.,70,69
1:53,43,Sam Downey Turnover.,70,69
1:37,43,Foul on Sam Downey.,70,69
1:37,2803,Bosko Kostur made Free Throw.,70,70
1:37,2803,Bosko Kostur made Free Throw.,70,71
1:25,43,Blake Reynolds missed Three Point Jumper.,70,71
1:25,2803,Ikenna Ndugba Defensive Rebound.,70,71
1:16,2803,Adam Grant made Layup. Assisted by Ikenna Ndugba.,70,73
1:08,43,Yale  Timeout,70,73
1:00,43,Anthony Dallier Turnover.,70,73
0:59,2803,Adam Grant Steal.,70,73
0:38,2803,Bryant  Timeout,70,73
0:33,2803,Marcel Pettway made Layup. Assisted by Nisre Zouzoua.,70,75
0:23,2803,Foul on Bosko Kostur.,70,75
0:23,43,Blake Reynolds missed Free Throw.,70,75
0:23,43,Yale Deadball Team Rebound.,70,75
0:23,43,Blake Reynolds missed Free Throw.,70,75
0:23,2803,Ikenna Ndugba Defensive Rebound.,70,75
0:21,43,Foul on Anthony Dallier.,70,75
0:21,2803,Ikenna Ndugba made Free Throw.,70,76
0:21,2803,Ikenna Ndugba made Free Throw.,70,77
0:17,43,Alex Copeland missed Three Point Jumper.,70,77
0:17,2803,Bryant Defensive Rebound.,70,77
0:07,43,Foul on Anthony Dallier.,70,77
0:07,2803,Marcel Pettway made Free Throw.,70,78
0:07,2803,Marcel Pettway made Free Throw.,70,79
0:02,43,Alex Copeland missed Three Point Jumper.,70,79
0:02,2803,Marcel Pettway Defensive Rebound.,70,79
0:00,2803,End of Game,70,79
